Symbol,Name,Sector,Industry,Currency,Volume,TimeZone,Market
CRKN,Crown Electrokinetics Corp.,Basic Materials,Specialty Chemicals,USD,32877.0,EDT,us_market
CRL,Charles River Laboratories Inte,Healthcare,Diagnostics & Research,USD,424750.0,EDT,us_market
CRM,Salesforce.com Inc,Technology,Software—Application,USD,5774748.0,EDT,us_market
CRMD,CorMedix Inc.,Healthcare,Biotechnology,USD,245644.0,EDT,us_market
CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USD,30602.0,EDT,us_market
CRNC,Cerence Inc.,Technology,Software—Application,USD,355500.0,EDT,us_market
CRNT,Ceragon Networks Ltd.,Technology,Communication Equipment,USD,633348.0,EDT,us_market
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,59715.0,EDT,us_market
CRON,Cronos Group Inc. Common Share,Healthcare,Drug Manufacturers—Specialty & Generic,USD,5174151.0,EDT,us_market
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,USD,1802626.0,EDT,us_market
CRS,Carpenter Technology Corporatio,Industrials,Metal Fabrication,USD,207046.0,EDT,us_market
CRSA,Crescent Acquisition Corp,Financial Services,Shell Companies,USD,297668.0,EDT,us_market
CRSAU,Crescent Acquisition Corp,Financial Services,Shell Companies,USD,505.0,EDT,us_market
CRSAW,Crescent Acquisition Corp,,,USD,107235.0,EDT,us_market
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology,USD,1582540.0,EDT,us_market
CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware,USD,1474584.0,EDT,us_market
CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas E&P,USD,25409.0,EDT,us_market
CRTD,Creatd Inc.,Communication Services,Internet Content & Information,USD,94250.0,EDT,us_market
CRTO,Criteo S.A.,Communication Services,Advertising Agencies,USD,705947.0,EDT,us_market
CRTX,"Cortexyme, Inc.",Healthcare,Biotechnology,USD,109567.0,EDT,us_market
CRU,Crucible Acquisition Corporatio,Financial Services,Shell Companies,USD,21115.0,EDT,us_market
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,USD,645265.0,EDT,us_market
CRVL,CorVel Corp.,Financial Services,Insurance Brokers,USD,21662.0,EDT,us_market
CRVS,"Corvus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,133743.0,EDT,us_market
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software—Infrastructure,USD,3148171.0,EDT,us_market
CRWS,"Crown Crafts, Inc.",Consumer Cyclical,Textile Manufacturing,USD,14587.0,EDT,us_market
CRY,"CryoLife, Inc.",Healthcare,Medical Devices,USD,470259.0,EDT,us_market
CRZNU,Corazon Capital V838 Monoceros ,Financial Services,Shell Companies,USD,5844.0,EDT,us_market
CS,Credit Suisse Group,Financial Services,Banks—Diversified,USD,7310890.0,EDT,us_market
CSAN,Cosan S.A.,Energy,Oil & Gas Refining & Marketing,USD,97210.0,EDT,us_market
CSBR,"Champions Oncology, Inc.",Healthcare,Biotechnology,USD,22110.0,EDT,us_market
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,USD,24146008.0,EDT,us_market
CSCW,Color Star Technology Co. Ltd.,Communication Services,Entertainment,USD,8819272.0,EDT,us_market
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,USD,250288.0,EDT,us_market
CSGS,"CSG Systems International, Inc.",Technology,Software—Infrastructure,USD,87679.0,EDT,us_market
CSII,"Cardiovascular Systems, Inc.",Healthcare,Medical Devices,USD,357419.0,EDT,us_market
CSIQ,Canadian Solar Inc.,Technology,Solar,USD,1368208.0,EDT,us_market
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,USD,161030.0,EDT,us_market
CSLT,"Castlight Health, Inc.",Healthcare,Health Information Services,USD,983122.0,EDT,us_market
CSOD,"Cornerstone OnDemand, Inc.",Technology,Software—Application,USD,654208.0,EDT,us_market
CSPI,CSP Inc.,Technology,Information Technology Services,USD,7086.0,EDT,us_market
CSPR,Casper Sleep Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USD,527959.0,EDT,us_market
CSQ,Calamos Strategic Total Return ,Financial Services,Asset Management,USD,255812.0,EDT,us_market
CSR,D/B/A Centerspace,Real Estate,Real Estate Services,USD,40254.0,EDT,us_market
CSSE,Chicken Soup for the Soul Enter,Communication Services,Broadcasting,USD,47400.0,EDT,us_market
CSSEN,Chicken Soup for the Soul Enter,,,USD,1191.0,EDT,us_market
CSSEP,Chicken Soup for the Soul Enter,Communication Services,Broadcasting,USD,15264.0,EDT,us_market
CSTA,Constellation Acquisition Corp ,Financial Services,Shell Companies,USD,294.0,EDT,us_market
CSTE,Caesarstone Ltd.,Industrials,Building Products & Equipment,USD,247778.0,EDT,us_market
CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,USD,287472.0,EDT,us_market
CSTM,Constellium SE,Basic Materials,Aluminum,USD,1077070.0,EDT,us_market
CSTR,"CapStar Financial Holdings, Inc",Financial Services,Banks—Regional,USD,34050.0,EDT,us_market
CSU,Capital Senior Living Corporati,Healthcare,Medical Care Facilities,USD,18814.0,EDT,us_market
CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,USD,41830.0,EDT,us_market
CSWC,Capital Southwest Corporation,Financial Services,Asset Management,USD,53507.0,EDT,us_market
CSWI,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery,USD,35452.0,EDT,us_market
CSX,CSX Corporation,Industrials,Railroads,USD,2461061.0,EDT,us_market
CTA,,,,,,EDT,us_market
CTAC,Cerberus Telecom Acquisition Co,Financial Services,Shell Companies,USD,122705.0,EDT,us_market
CTAQ,Carney Technology Acquisition C,Financial Services,Shell Companies,USD,30.0,EDT,us_market
CTAQU,Carney Technology Acquisition C,Financial Services,Shell Companies,USD,1772.0,EDT,us_market
CTAQW,Carney Technology Acquisition C,,,USD,16236.0,EDT,us_market
CTAS,Cintas Corporation,Industrials,Specialty Business Services,USD,557508.0,EDT,us_market
CTB,Cooper Tire & Rubber Company,Consumer Cyclical,Auto Parts,USD,273411.0,EDT,us_market
CTBB,Qwest Corporation 6.5% Notes du,,,,,EDT,us_market
CTBI,"Community Trust Bancorp, Inc.",Financial Services,Banks—Regional,USD,35158.0,EDT,us_market
CTDD,Qwest Corporation 6.75% Notes d,,,,,EDT,us_market
CTEK,"CynergisTek, Inc.",Technology,Information Technology Services,USD,116574.0,EDT,us_market
CTG,"Computer Task Group, Incorporat",Technology,Information Technology Services,USD,98010.0,EDT,us_market
CTHR,Charles & Colvard Ltd.,Consumer Cyclical,Luxury Goods,USD,1842945.0,EDT,us_market
CTIB,Yunhong CTI Ltd.,Consumer Cyclical,Specialty Retail,USD,99590.0,EDT,us_market
CTIC,CTI BioPharma Corp.,Healthcare,Biotechnology,USD,788109.0,EDT,us_market
CTK,CooTek (Cayman) Inc.,Technology,Software—Application,USD,57441.0,EDT,us_market
CTLP,"Cantaloupe, Inc.",Technology,Information Technology Services,USD,353330.0,EDT,us_market
CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,USD,957993.0,EDT,us_market
CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology,USD,663830.0,EDT,us_market
CTO,"CTO Realty Growth, Inc.",Real Estate,Real Estate—Development,USD,37977.0,EDT,us_market
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services,USD,161181.0,EDT,us_market
CTR,ClearBridge MLP and Midstream T,Financial Services,Asset Management,USD,22479.0,EDT,us_market
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT—Healthcare Facilities,USD,741220.0,EDT,us_market
CTRM,Castor Maritime Inc.,Industrials,Marine Shipping,USD,64666657.0,EDT,us_market
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail,USD,147233.0,EDT,us_market
CTS,CTS Corporation,Technology,Electronic Components,USD,107396.0,EDT,us_market
CTSH,Cognizant Technology Solutions ,Technology,Information Technology Services,USD,5303092.0,EDT,us_market
CTSO,Cytosorbents Corporation,Healthcare,Medical Devices,USD,199642.0,EDT,us_market
CTT,"CatchMark Timber Trust, Inc.",Real Estate,REIT—Specialty,USD,359865.0,EDT,us_market
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,USD,3362798.0,EDT,us_market
CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,6915967.0,EDT,us_market
CTXRW,"Citius Pharmaceuticals, Inc.",,,USD,8804.0,EDT,us_market
CTXS,"Citrix Systems, Inc.",Technology,Software—Application,USD,1009558.0,EDT,us_market
CUB,Cubic Corporation,Industrials,Aerospace & Defense,USD,275366.0,EDT,us_market
CUBA,Leni Gas Cuba Ltd,Financial Services,Asset Management,USD,7945.0,EDT,us_market
CUBB,"Customers Bancorp, Inc 5.375% S",,,USD,7049.0,EDT,us_market
CUBE,CubeSmart,Real Estate,REIT—Industrial,USD,1001317.0,EDT,us_market
CUBI,"Customers Bancorp, Inc",Financial Services,Banks—Regional,USD,222151.0,EDT,us_market
CUE,"Cue Biopharma, Inc.",Healthcare,Biotechnology,USD,144180.0,EDT,us_market
CUEN,"Cuentas, Inc.",Technology,Software—Application,USD,7176.0,EDT,us_market
CUENW,"Cuentas, Inc.",,,USD,10.0,EDT,us_market
CUK,Carnival Plc,Consumer Cyclical,Leisure,USD,828027.0,EDT,us_market
CULP,"Culp, Inc.",Consumer Cyclical,Textile Manufacturing,USD,12190.0,EDT,us_market
CURI,CuriosityStream Inc.,,,USD,753954.0,EDT,us_market
CURIW,CuriosityStream Inc.,,,USD,22223.0,EDT,us_market
CURO,CURO Group Holdings Corp.,Financial Services,Credit Services,USD,245005.0,EDT,us_market
CUTR,"Cutera, Inc.",Healthcare,Medical Devices,USD,120522.0,EDT,us_market
CUZ,Cousins Properties Incorporated,Real Estate,REIT—Office,USD,672739.0,EDT,us_market
CVA,Covanta Holding Corporation,Industrials,Waste Management,USD,664308.0,EDT,us_market
CVAC,CureVac N.V.,Healthcare,Biotechnology,USD,1506198.0,EDT,us_market
CVBF,CVB Financial Corporation,Financial Services,Banks—Regional,USD,542401.0,EDT,us_market
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,USD,42015.0,EDT,us_market
CVCY,Central Valley Community Bancor,Financial Services,Banks—Regional,USD,24506.0,EDT,us_market
CVE,Cenovus Energy Inc,Energy,Oil & Gas Integrated,USD,10932134.0,EDT,us_market
CVEO,Civeo Corporation (Canada),Industrials,Specialty Business Services,USD,17696.0,EDT,us_market
CVET,"Covetrus, Inc.",Healthcare,Health Information Services,USD,825216.0,EDT,us_market
CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Auto Parts,USD,623459.0,EDT,us_market
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Packaged Foods,USD,163017.0,EDT,us_market
CVI,CVR Energy Inc.,Energy,Oil & Gas Refining & Marketing,USD,1630096.0,EDT,us_market
CVII,Churchill Capital Corp VII,Financial Services,Shell Companies,USD,198077.0,EDT,us_market
CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking,USD,66493.0,EDT,us_market
CVLT,"Commvault Systems, Inc.",Technology,Software—Application,USD,328406.0,EDT,us_market
CVLY,"Codorus Valley Bancorp, Inc",Financial Services,Banks—Regional,USD,22480.0,EDT,us_market
CVM,Cel-Sci Corporation,Healthcare,Biotechnology,USD,614499.0,EDT,us_market
CVNA,Carvana Co.,Consumer Cyclical,Internet Retail,USD,3587906.0,EDT,us_market
CVR,Chicago Rivet & Machine Co.,Industrials,Tools & Accessories,USD,1080.0,EDT,us_market
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USD,8206262.0,EDT,us_market
CVU,"CPI Aerostructures, Inc.",Industrials,Aerospace & Defense,USD,32456.0,EDT,us_market
CVV,CVD Equipment Corporation,Industrials,Specialty Industrial Machinery,USD,40703.0,EDT,us_market
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USD,10273022.0,EDT,us_market
CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USD,162815.0,EDT,us_market
CWBC,Community West Bancshares,Financial Services,Banks—Regional,USD,1217.0,EDT,us_market
CWBR,"CohBar, Inc.",Healthcare,Biotechnology,USD,381673.0,EDT,us_market
CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities—Regulated Water,USD,81168.0,EDT,us_market
CWEN,"Clearway Energy, Inc.",Utilities,Utilities—Renewable,USD,1165954.0,EDT,us_market
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USD,831154.0,EDT,us_market
CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,USD,1546917.0,EDT,us_market
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,USD,111851.0,EDT,us_market
CWT,California Water Service Group,Utilities,Utilities—Regulated Water,USD,146039.0,EDT,us_market
CX,"Cemex, S.A.B. de C.V. Sponsored",Basic Materials,Building Materials,USD,5735775.0,EDT,us_market
CXDC,China XD Plastics Company Limit,Consumer Cyclical,Auto Parts,USD,45830.0,EDT,us_market
CXDO,"Crexendo, Inc.",Communication Services,Telecom Services,USD,21158.0,EDT,us_market
CXE,MFS High Income Municipal Trust,Financial Services,Asset Management,USD,69467.0,EDT,us_market
CXH,MFS Investment Grade Municipal ,Financial Services,Asset Management,USD,13437.0,EDT,us_market
CXP,"Columbia Property Trust, Inc.",Real Estate,REIT—Office,USD,646615.0,EDT,us_market
CXW,"CoreCivic, Inc.",Real Estate,REIT—Specialty,USD,1236590.0,EDT,us_market
CYAD,Celyad Oncology SA,Healthcare,Biotechnology,USD,149248.0,EDT,us_market
CYAN,Cyanotech Corporation,Consumer Defensive,Packaged Foods,USD,61175.0,EDT,us_market
CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USD,68878.0,EDT,us_market
CYBR,CyberArk Software Ltd.,Technology,Software—Infrastructure,USD,929496.0,EDT,us_market
CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,70627.0,EDT,us_market
CYCCP,"Cyclacel Pharmaceuticals, Inc. ",Healthcare,Biotechnology,USD,180.0,EDT,us_market
CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,Biotechnology,USD,6383951.0,EDT,us_market
CYD,China Yuchai International Limi,Industrials,Specialty Industrial Machinery,USD,5842.0,EDT,us_market
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,USD,3986454.0,EDT,us_market
CYRN,CYREN Ltd.,Technology,Software—Infrastructure,USD,394840.0,EDT,us_market
CYRX,"CryoPort, Inc.",Industrials,Integrated Freight & Logistics,USD,318816.0,EDT,us_market
CYTH,"Cyclo Therapeutics, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,USD,45367.0,EDT,us_market
CYTHW,"Cyclo Therapeutics, Inc.",,,USD,1740.0,EDT,us_market
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,USD,779576.0,EDT,us_market
CZNC,Citizens & Northern Corp,Financial Services,Banks—Regional,USD,29728.0,EDT,us_market
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USD,2949479.0,EDT,us_market
CZWI,"Citizens Community Bancorp, Inc",Financial Services,Banks—Regional,USD,22296.0,EDT,us_market
D,"Dominion Energy, Inc.",Utilities,Utilities—Regulated Electric,USD,2670934.0,EDT,us_market
DAC,Danaos Corporation,Industrials,Marine Shipping,USD,435804.0,EDT,us_market
DADA,Dada Nexus Limited,Consumer Cyclical,Internet Retail,USD,577841.0,EDT,us_market
DAIO,Data I/O Corporation,Technology,Electronic Components,USD,27204.0,EDT,us_market
DAKT,"Daktronics, Inc.",Technology,Computer Hardware,USD,59414.0,EDT,us_market
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,USD,9665669.0,EDT,us_market
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,USD,651811.0,EDT,us_market
DAO,"Youdao, Inc.",Communication Services,Internet Content & Information,USD,218916.0,EDT,us_market
DAPR,FT Cboe Vest U.S. Equity Deep B,,,USD,49101.0,EDT,us_market
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,USD,1075179.0,EDT,us_market
DARE,"Dare Bioscience, Inc.",Healthcare,Biotechnology,USD,592418.0,EDT,us_market
DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,USD,3110133.0,EDT,us_market
DAUG,FT Cboe Vest U.S. Equity Deep B,,,USD,10769.0,EDT,us_market
DAVA,Endava plc,Technology,Software—Infrastructure,USD,177426.0,EDT,us_market
DB,Deutsche Bank AG,Financial Services,Banks—Regional,USD,4765129.0,EDT,us_market
DBD,Diebold Nixdorf Incorporated,Technology,Software—Application,USD,1798741.0,EDT,us_market
DBDR,Roman DBDR Tech Acquisition Cor,Financial Services,Shell Companies,USD,46859.0,EDT,us_market
DBDRU,Roman DBDR Tech Acquisition Cor,Financial Services,Shell Companies,USD,20838.0,EDT,us_market
DBDRW,Roman DBDR Tech Acquisition Cor,,,USD,33471.0,EDT,us_market
DBI,Designer Brands Inc.,Consumer Cyclical,Apparel Retail,USD,974181.0,EDT,us_market
DBL,DoubleLine Opportunistic Credit,Financial Services,Asset Management,USD,20562.0,EDT,us_market
DBOC,Innovator Double Stacker 9 Buff,,,USD,1871.0,EDT,us_market
DBTX,"Decibel Therapeutics, Inc.",Healthcare,Biotechnology,USD,76287.0,EDT,us_market
DBVT,DBV Technologies S.A.,Healthcare,Biotechnology,USD,197844.0,EDT,us_market
DBX,"Dropbox, Inc.",Technology,Software—Infrastructure,USD,9506680.0,EDT,us_market
DCBO,Docebo Inc.,Technology,Software—Application,USD,63493.0,EDT,us_market
DCF,Dreyfus Alcentra Global Credit ,,,USD,24921.0,EDT,us_market
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,USD,499978.0,EDT,us_market
DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,USD,45063.0,EDT,us_market
DCOM,"Dime Community Bancshares, Inc.",Financial Services,Banks—Regional,USD,95500.0,EDT,us_market
DCOMP,"Dime Community Bancshares, Inc.",Financial Services,Banks—Regional,USD,4332.0,EDT,us_market
DCP,"DCP Midstream,  LP",Energy,Oil & Gas Midstream,USD,544676.0,EDT,us_market
DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USD,597559.0,EDT,us_market
DCRB,Decarbonization Plus Acquisitio,Financial Services,Shell Companies,USD,308164.0,EDT,us_market
DCRBU,Decarbonization Plus Acquisitio,Financial Services,Shell Companies,USD,460.0,EDT,us_market
DCRBW,Decarbonization Plus Acquisitio,,,USD,19642.0,EDT,us_market
DCRCU,Decarbonization Plus Acquisitio,Financial Services,Shell Companies,USD,1027.0,EDT,us_market
DCRN,Decarbonization Plus Acquisitio,Financial Services,Shell Companies,USD,49056.0,EDT,us_market
DCRNU,Decarbonization Plus Acquisitio,Financial Services,Shell Companies,USD,40327.0,EDT,us_market
DCRNW,Decarbonization Plus Acquisitio,,,USD,37805.0,EDT,us_market
DCT,"Duck Creek Technologies, Inc.",Technology,Software—Application,USD,393701.0,EDT,us_market
DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,USD,84489.0,EDT,us_market
DCUE,"Dominion Energy, Inc. 2019 Seri",Utilities,Utilities—Regulated Electric,USD,8417.0,EDT,us_market
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,USD,2827959.0,EDT,us_market
DDD,3D Systems Corporation,Technology,Computer Hardware,USD,2571634.0,EDT,us_market
DDEC,FT Cboe Vest U.S. Equity Deep B,,,USD,1563.0,EDT,us_market
DDF,Delaware Investments Dividend &,Financial Services,Asset Management,USD,34824.0,EDT,us_market
DDMX,DD3 Acquisition Corp. II,Financial Services,Shell Companies,USD,1152.0,EDT,us_market
DDMXU,DD3 Acquisition Corp. II,Financial Services,Shell Companies,USD,7.0,EDT,us_market
DDMXW,DD3 Acquisition Corp. II,,,USD,1125.0,EDT,us_market
DDOG,"Datadog, Inc.",Technology,Software—Application,USD,6992038.0,EDT,us_market
DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,USD,294759.0,EDT,us_market
DDT,Dillard's Capital Trust I,,,USD,8864.0,EDT,us_market
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,USD,1931809.0,EDT,us_market
DEA,"Easterly Government Properties,",Real Estate,REIT—Office,USD,364094.0,EDT,us_market
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,USD,160386.0,EDT,us_market
DECZ,TrueShares Structured Outcome (,,,USD,2500.0,EDT,us_market
DEFN,Emles Trust Emles Protective Al,,,USD,49.0,EDT,us_market
DEH,D8 Holdings Corp.,Financial Services,Shell Companies,USD,64120.0,EDT,us_market
DEI,"Douglas Emmett, Inc.",Real Estate,REIT—Office,USD,1063328.0,EDT,us_market
DELL,Dell Technologies Inc.,Technology,Computer Hardware,USD,2102245.0,EDT,us_market
DEN,Denbury Inc.,Energy,Oil & Gas E&P,USD,1842773.0,EDT,us_market
DENN,Denny's Corporation,Consumer Cyclical,Restaurants,USD,457072.0,EDT,us_market
DEO,Diageo plc,Consumer Defensive,Beverages—Wineries & Distilleries,USD,215787.0,EDT,us_market
DESP,"Despegar.com, Corp.",Consumer Cyclical,Travel Services,USD,285663.0,EDT,us_market
DEX,Delaware Enhanced Global Divide,Financial Services,Asset Management,USD,62270.0,EDT,us_market
DFEB,FT Cboe Vest U.S. Equity Deep B,,,USD,227842.0,EDT,us_market
DFFN,Diffusion Pharmaceuticals Inc.,Healthcare,Biotechnology,USD,909970.0,EDT,us_market
DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction,USD,66407.0,EDT,us_market
DFHT,Deerfield Healthcare Technology,Financial Services,Shell Companies,USD,25254.0,EDT,us_market
DFHTU,Deerfield Healthcare Technology,Financial Services,Shell Companies,USD,1000.0,EDT,us_market
DFHTW,Deerfield Healthcare Technology,,,USD,27252.0,EDT,us_market
DFHY,TrimTabs Donoghue Forlines Tact,,,USD,2795.0,EDT,us_market
DFIN,"Donnelley Financial Solutions, ",Financial Services,Capital Markets,USD,286855.0,EDT,us_market
DFNS,LGL Systems Acquisition Corp.,Financial Services,Shell Companies,USD,13831.0,EDT,us_market
DFNV,TrimTabs Donoghue Forlines Risk,,,USD,8230.0,EDT,us_market
DFP,Flaherty & Crumrine Dynamic Pre,Financial Services,Asset Management,USD,36952.0,EDT,us_market
DFPH,DFP Healthcare Acquisitions Cor,Financial Services,Shell Companies,USD,106953.0,EDT,us_market
DFPHW,DFP Healthcare Acquisitions Cor,,,USD,1.0,EDT,us_market
DFS,Discover Financial Services,Financial Services,Credit Services,USD,1520612.0,EDT,us_market
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,USD,1374516.0,EDT,us_market
DGICA,"Donegal Group, Inc.",Financial Services,Insurance—Property & Casualty,USD,57690.0,EDT,us_market
DGICB,"Donegal Group, Inc.",Financial Services,Insurance—Property & Casualty,USD,23.0,EDT,us_market
DGII,Digi International Inc.,Technology,Communication Equipment,USD,352334.0,EDT,us_market
DGLY,"Digital Ally, Inc.",Industrials,Security & Protection Services,USD,1214847.0,EDT,us_market
DGNR,Dragoneer Growth Opportunities ,Financial Services,Shell Companies,USD,70723.0,EDT,us_market
DGNS,Dragoneer Growth Opportunities ,Financial Services,Shell Companies,USD,66291.0,EDT,us_market
DGNU,Dragoneer Growth Opportunities ,Financial Services,Shell Companies,USD,51586.0,EDT,us_market
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,USD,1264901.0,EDT,us_market
DHBC,DHB Capital Corp.,Financial Services,Shell Companies,USD,368.0,EDT,us_market
DHBCU,DHB Capital Corp.,Financial Services,Shell Companies,USD,1557.0,EDT,us_market
DHBCW,DHB Capital Corp. Warrant,,,,51345.0,EDT,us_market
DHC,Diversified Healthcare Trust,Real Estate,REIT—Healthcare Facilities,USD,1093482.0,EDT,us_market
DHCA,DHC Acquisition Corp.,Financial Services,Shell Companies,USD,18515.0,EDT,us_market
DHCAU,DHC Acquisition Corp.,Financial Services,Shell Companies,USD,53668.0,EDT,us_market
DHCAW,DHC Acquisition Corp. Warrant,,,,1305.0,EDT,us_market
DHCNI,Diversified Healthcare Trust  -,,,USD,5415.0,EDT,us_market
DHCNL,Diversified Healthcare Trust  -,,,USD,18813.0,EDT,us_market
DHF,Dreyfus High Yield Strategies F,Financial Services,Asset Management,USD,651404.0,EDT,us_market
DHHC,DiamondHead Holdings Corp.,Financial Services,Shell Companies,USD,26952.0,EDT,us_market
DHHCU,DiamondHead Holdings Corp.,Financial Services,Shell Companies,USD,15623.0,EDT,us_market
DHHCW,DiamondHead Holdings Corp.,,,USD,1600.0,EDT,us_market
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,USD,2438626.0,EDT,us_market
DHIL,"Diamond Hill Investment Group, ",Financial Services,Asset Management,USD,8494.0,EDT,us_market
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,USD,1612142.0,EDT,us_market
DHT,"DHT Holdings, Inc.",Energy,Oil & Gas Midstream,USD,3117280.0,EDT,us_market
DHX,"DHI Group, Inc.",Industrials,Staffing & Employment Services,USD,272400.0,EDT,us_market
DHY,146692,Financial Services,Asset Management,USD,584940.0,EDT,us_market
DIAX,Nuveen Dow 30SM Dynamic Overwri,Financial Services,Asset Management,USD,80596.0,EDT,us_market
DIN,"Dine Brands Global, Inc. Common",Consumer Cyclical,Restaurants,USD,255005.0,EDT,us_market
DIOD,Diodes Incorporated,Technology,Semiconductors,USD,340608.0,EDT,us_market
DIS,Walt Disney Company (The),Communication Services,Entertainment,USD,6888601.0,EDT,us_market
DISAU,Disruptive Acquisition Corporat,Financial Services,Shell Companies,USD,100.0,EDT,us_market
DISCA,"Discovery, Inc. - Series A",Communication Services,Entertainment,USD,8232037.0,EDT,us_market
DISCB,"Discovery, Inc. - Series B",Communication Services,Entertainment,USD,5575.0,EDT,us_market
DISCK,"Discovery, Inc. - Series C",Communication Services,Entertainment,USD,3534856.0,EDT,us_market
DISH,DISH Network Corporation,Communication Services,Entertainment,USD,3013723.0,EDT,us_market
DIT,AMCON Distributing Company,Consumer Defensive,Food Distribution,USD,193.0,EDT,us_market
DJAN,FT Cboe Vest U.S. Equity Deep B,,,USD,44.0,EDT,us_market
DJCO,Daily Journal Corp. (S.C.),Communication Services,Publishing,USD,3945.0,EDT,us_market
DJUN,FT Cboe Vest U.S. Equity Deep B,,,USD,477.0,EDT,us_market
DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,USD,1359434.0,EDT,us_market
DKL,"Delek Logistics Partners, L.P.",Energy,Oil & Gas Midstream,USD,153221.0,EDT,us_market
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,USD,45464160.0,EDT,us_market
DKS,Dick's Sporting Goods Inc,Consumer Cyclical,Specialty Retail,USD,852153.0,EDT,us_market
DLA,"Delta Apparel, Inc.",Consumer Cyclical,Apparel Manufacturing,USD,32276.0,EDT,us_market
DLB,Dolby Laboratories,Technology,Information Technology Services,USD,534396.0,EDT,us_market
DLCA,Deep Lake Capital Acquisition C,Financial Services,Shell Companies,USD,18999.0,EDT,us_market
DLCAU,Deep Lake Capital Acquisition C,Financial Services,Shell Companies,USD,30209.0,EDT,us_market
DLCAW,Deep Lake Capital Acquisition C,,,USD,11072.0,EDT,us_market
DLHC,DLH Holdings Corp.,Industrials,Specialty Business Services,USD,13365.0,EDT,us_market
DLNG,Dynagas LNG Partners LP,Energy,Oil & Gas Midstream,USD,35421.0,EDT,us_market
DLPN,"Dolphin Entertainment, Inc.",Communication Services,Entertainment,USD,338106.0,EDT,us_market
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT—Office,USD,1312461.0,EDT,us_market
