,GS
2003-07-30,86.94999694824219
2003-07-31,87.13999938964844
2003-08-01,85.0999984741211
2003-08-04,84.6500015258789
2003-08-05,82.9000015258789
2003-08-06,84.05000305175781
2003-08-07,84.75
2003-08-08,85.81999969482422
2003-08-11,85.76000213623047
2003-08-12,87.68000030517578
2003-08-13,87.4000015258789
2003-08-14,87.94999694824219
2003-08-15,87.76000213623047
2003-08-18,88.2699966430664
2003-08-19,89.02999877929688
2003-08-20,87.69999694824219
2003-08-21,88.0999984741211
2003-08-22,86.98999786376953
2003-08-25,86.7300033569336
2003-08-26,86.51000213623047
2003-08-27,85.97000122070312
2003-08-28,86.86000061035156
2003-08-29,88.48999786376953
2003-09-02,90.44999694824219
2003-09-03,90.81999969482422
2003-09-04,91.26000213623047
2003-09-05,90.95999908447266
2003-09-08,91.3499984741211
2003-09-09,91.79000091552734
2003-09-10,89.44000244140625
2003-09-11,89.83999633789062
2003-09-12,90.7300033569336
2003-09-15,89.19999694824219
2003-09-16,90.93000030517578
2003-09-17,91.0
2003-09-18,93.25
2003-09-19,93.7300033569336
2003-09-22,92.66000366210938
2003-09-23,89.05999755859375
2003-09-24,85.81999969482422
2003-09-25,85.5199966430664
2003-09-26,84.69999694824219
2003-09-29,85.0
2003-09-30,83.9000015258789
2003-10-01,86.0
2003-10-02,85.95999908447266
2003-10-03,86.66000366210938
2003-10-06,86.72000122070312
2003-10-07,86.83999633789062
2003-10-08,86.26000213623047
2003-10-09,87.0
2003-10-10,86.94000244140625
2003-10-13,88.16999816894531
2003-10-14,88.63999938964844
2003-10-15,88.75
2003-10-16,87.98999786376953
2003-10-17,87.16999816894531
2003-10-20,87.01000213623047
2003-10-21,87.62000274658203
2003-10-22,86.47000122070312
2003-10-23,87.0
2003-10-24,85.81999969482422
2003-10-27,88.19000244140625
2003-10-28,92.25
2003-10-29,92.6500015258789
2003-10-30,93.43000030517578
2003-10-31,93.9000015258789
2003-11-03,96.19000244140625
2003-11-04,95.94999694824219
2003-11-05,95.47000122070312
2003-11-06,96.52999877929688
2003-11-07,96.9800033569336
2003-11-10,96.08000183105469
2003-11-11,96.0999984741211
2003-11-12,96.69999694824219
2003-11-13,96.0199966430664
2003-11-14,93.80000305175781
2003-11-17,94.25
2003-11-18,93.7300033569336
2003-11-19,93.93000030517578
2003-11-20,91.76000213623047
2003-11-21,92.97000122070312
2003-11-24,94.91999816894531
2003-11-25,96.25
2003-11-26,96.66999816894531
2003-11-28,96.08000183105469
2003-12-01,97.4800033569336
2003-12-02,97.4000015258789
2003-12-03,99.29000091552734
2003-12-04,98.7300033569336
2003-12-05,98.02999877929688
2003-12-08,98.80000305175781
2003-12-09,98.19999694824219
2003-12-10,97.5999984741211
2003-12-11,98.33999633789062
2003-12-12,99.1500015258789
2003-12-15,97.75
2003-12-16,97.5199966430664
2003-12-17,98.3499984741211
2003-12-18,97.3499984741211
2003-12-19,96.37999725341797
2003-12-22,98.1500015258789
2003-12-23,98.22000122070312
2003-12-24,97.55000305175781
2003-12-26,97.94000244140625
2003-12-29,99.58000183105469
2003-12-30,99.16000366210938
2003-12-31,98.7300033569336
2004-01-02,97.12999725341797
2004-01-05,97.18000030517578
2004-01-06,96.5999984741211
2004-01-07,98.62999725341797
2004-01-08,98.75
2004-01-09,97.5
2004-01-12,97.77999877929688
2004-01-13,97.66999816894531
2004-01-14,99.37999725341797
2004-01-15,101.13999938964844
2004-01-16,100.4800033569336
2004-01-20,100.4000015258789
2004-01-21,101.5
2004-01-22,100.68000030517578
2004-01-23,99.5
2004-01-26,102.27999877929688
2004-01-27,101.05000305175781
2004-01-28,98.30000305175781
2004-01-29,99.4000015258789
2004-01-30,99.55000305175781
2004-02-02,99.80999755859375
2004-02-03,101.1500015258789
2004-02-04,99.75
2004-02-05,98.83999633789062
2004-02-06,101.33999633789062
2004-02-09,101.87000274658203
2004-02-10,102.18000030517578
2004-02-11,107.08999633789062
2004-02-12,107.4000015258789
2004-02-13,105.8499984741211
2004-02-17,106.91999816894531
2004-02-18,106.9000015258789
2004-02-19,105.7699966430664
2004-02-20,106.5199966430664
2004-02-23,106.66999816894531
2004-02-24,104.31999969482422
2004-02-25,105.81999969482422
2004-02-26,106.29000091552734
2004-02-27,105.87000274658203
2004-03-01,107.3499984741211
2004-03-02,106.4000015258789
2004-03-03,106.51000213623047
2004-03-04,108.5199966430664
2004-03-05,109.05000305175781
2004-03-08,107.3499984741211
2004-03-09,105.76000213623047
2004-03-10,103.55000305175781
2004-03-11,102.98999786376953
2004-03-12,104.93000030517578
2004-03-15,102.81999969482422
2004-03-16,103.05999755859375
2004-03-17,104.01000213623047
2004-03-18,103.69999694824219
2004-03-19,102.66000366210938
2004-03-22,101.30000305175781
2004-03-23,101.38999938964844
2004-03-24,99.23999786376953
2004-03-25,101.8499984741211
2004-03-26,103.75
2004-03-29,104.22000122070312
2004-03-30,104.26000213623047
2004-03-31,104.3499984741211
2004-04-01,106.0
2004-04-02,105.94999694824219
2004-04-05,105.69999694824219
2004-04-06,105.58000183105469
2004-04-07,105.25
2004-04-08,105.69999694824219
2004-04-12,105.81999969482422
2004-04-13,103.12000274658203
2004-04-14,101.41000366210938
2004-04-15,101.7300033569336
2004-04-16,103.36000061035156
2004-04-19,102.4800033569336
2004-04-20,99.91000366210938
2004-04-21,100.0
2004-04-22,101.80000305175781
2004-04-23,100.41000366210938
2004-04-26,101.1500015258789
2004-04-27,100.91000366210938
2004-04-28,98.4000015258789
2004-04-29,98.26000213623047
2004-04-30,96.75
2004-05-03,96.91999816894531
2004-05-04,97.37000274658203
2004-05-05,96.1500015258789
2004-05-06,95.1500015258789
2004-05-07,93.04000091552734
2004-05-10,92.0999984741211
2004-05-11,93.11000061035156
2004-05-12,92.91999816894531
2004-05-13,93.44999694824219
2004-05-14,94.01000213623047
2004-05-17,92.68000030517578
2004-05-18,93.30999755859375
2004-05-19,92.68000030517578
2004-05-20,92.4000015258789
2004-05-21,91.73999786376953
2004-05-24,91.7300033569336
2004-05-25,93.11000061035156
2004-05-26,93.38999938964844
2004-05-27,93.29000091552734
2004-05-28,93.91000366210938
2004-06-01,93.0
2004-06-02,91.7699966430664
2004-06-03,90.55000305175781
2004-06-04,91.5199966430664
2004-06-07,93.58000183105469
2004-06-08,94.0
2004-06-09,93.0
2004-06-10,93.01000213623047
2004-06-14,91.52999877929688
2004-06-15,90.20999908447266
2004-06-16,89.9800033569336
2004-06-17,89.33999633789062
2004-06-18,89.18000030517578
2004-06-21,88.79000091552734
2004-06-22,90.5999984741211
2004-06-23,91.72000122070312
2004-06-24,93.19000244140625
2004-06-25,94.55000305175781
2004-06-28,93.26000213623047
2004-06-29,94.0
2004-06-30,94.16000366210938
2004-07-01,93.6500015258789
2004-07-02,93.61000061035156
2004-07-06,92.19999694824219
2004-07-07,90.56999969482422
2004-07-08,90.0
2004-07-09,90.05000305175781
2004-07-12,90.66000366210938
2004-07-13,90.36000061035156
2004-07-14,89.88999938964844
2004-07-15,88.33000183105469
2004-07-16,87.25
2004-07-19,87.5
2004-07-20,89.69999694824219
2004-07-21,87.41999816894531
2004-07-22,87.76000213623047
2004-07-23,87.55000305175781
2004-07-26,87.02999877929688
2004-07-27,88.79000091552734
2004-07-28,88.70999908447266
2004-07-29,89.69000244140625
2004-07-30,88.19000244140625
2004-08-02,88.44000244140625
2004-08-03,87.68000030517578
2004-08-04,87.6500015258789
2004-08-05,85.80000305175781
2004-08-06,84.55000305175781
2004-08-09,84.55000305175781
2004-08-10,85.30999755859375
2004-08-11,84.6500015258789
2004-08-12,83.86000061035156
2004-08-13,84.25
2004-08-16,85.81999969482422
2004-08-17,86.38999938964844
2004-08-18,87.44000244140625
2004-08-19,86.5999984741211
2004-08-20,87.80999755859375
2004-08-23,87.5
2004-08-24,87.52999877929688
2004-08-25,90.02999877929688
2004-08-26,91.12000274658203
2004-08-27,90.4800033569336
2004-08-30,89.1500015258789
2004-08-31,89.6500015258789
2004-09-01,89.19000244140625
2004-09-02,91.05999755859375
2004-09-03,90.19999694824219
2004-09-07,92.2300033569336
2004-09-08,91.44000244140625
2004-09-09,91.87000274658203
2004-09-10,93.12999725341797
2004-09-13,93.5999984741211
2004-09-14,94.0999984741211
2004-09-15,92.41000366210938
2004-09-16,93.16000366210938
2004-09-17,92.05000305175781
2004-09-20,91.68000030517578
2004-09-21,94.9000015258789
2004-09-22,93.38999938964844
2004-09-23,93.06999969482422
2004-09-24,93.4800033569336
2004-09-27,92.75
2004-09-28,93.05999755859375
2004-09-29,93.27999877929688
2004-09-30,93.23999786376953
2004-10-01,93.91999816894531
2004-10-04,94.87000274658203
2004-10-05,94.06999969482422
2004-10-06,95.52999877929688
2004-10-07,94.8499984741211
2004-10-08,94.23999786376953
2004-10-11,94.13999938964844
2004-10-12,94.58999633789062
2004-10-13,94.72000122070312
2004-10-14,92.93000030517578
2004-10-15,94.16000366210938
2004-10-18,94.25
2004-10-19,93.05999755859375
2004-10-20,92.33999633789062
2004-10-21,93.47000122070312
2004-10-22,92.69999694824219
2004-10-25,92.41999816894531
2004-10-26,93.76000213623047
2004-10-27,96.0999984741211
2004-10-28,97.43000030517578
2004-10-29,98.37999725341797
2004-11-01,98.31999969482422
2004-11-02,98.55000305175781
2004-11-03,99.37000274658203
2004-11-04,100.0
2004-11-05,100.8499984741211
2004-11-08,100.20999908447266
2004-11-09,100.87000274658203
2004-11-10,100.75
2004-11-11,103.0
2004-11-12,104.66000366210938
2004-11-15,104.62000274658203
2004-11-16,103.72000122070312
2004-11-17,104.70999908447266
2004-11-18,104.83000183105469
2004-11-19,103.04000091552734
2004-11-22,103.41999816894531
2004-11-23,103.80999755859375
2004-11-24,105.0
2004-11-26,104.83999633789062
2004-11-29,105.08000183105469
2004-11-30,104.76000213623047
2004-12-01,106.0
2004-12-02,106.5999984741211
2004-12-03,106.47000122070312
2004-12-06,107.16999816894531
2004-12-07,106.08999633789062
2004-12-08,106.68000030517578
2004-12-09,107.48999786376953
2004-12-10,109.4000015258789
2004-12-13,110.44999694824219
2004-12-14,109.87999725341797
2004-12-15,109.25
2004-12-16,105.4000015258789
2004-12-17,103.75
2004-12-20,103.79000091552734
2004-12-21,105.01000213623047
2004-12-22,104.4000015258789
2004-12-23,104.3499984741211
2004-12-27,104.19999694824219
2004-12-28,105.1500015258789
2004-12-29,104.6500015258789
2004-12-30,104.91999816894531
2004-12-31,104.04000091552734
2005-01-03,104.94999694824219
2005-01-04,104.2699966430664
2005-01-05,103.80000305175781
2005-01-06,105.2300033569336
2005-01-07,104.77999877929688
2005-01-10,104.9800033569336
2005-01-11,104.16999816894531
2005-01-12,103.2699966430664
2005-01-13,102.94000244140625
2005-01-14,104.22000122070312
2005-01-18,105.0
2005-01-19,104.05999755859375
2005-01-20,103.4000015258789
2005-01-21,103.33000183105469
2005-01-24,103.23999786376953
2005-01-25,102.86000061035156
2005-01-26,103.26000213623047
2005-01-27,104.0
2005-01-28,106.12000274658203
2005-01-31,107.8499984741211
2005-02-01,108.4000015258789
2005-02-02,108.58999633789062
2005-02-03,108.73999786376953
2005-02-04,110.0199966430664
2005-02-07,109.58999633789062
2005-02-08,111.55000305175781
2005-02-09,111.44999694824219
2005-02-10,112.7699966430664
2005-02-11,112.7699966430664
2005-02-14,111.97000122070312
2005-02-15,112.70999908447266
2005-02-16,112.2699966430664
2005-02-17,110.5999984741211
2005-02-18,109.0
2005-02-22,107.86000061035156
2005-02-23,109.11000061035156
2005-02-24,108.5
2005-02-25,110.0999984741211
2005-02-28,108.80000305175781
2005-03-01,110.0199966430664
2005-03-02,109.7300033569336
2005-03-03,109.41000366210938
2005-03-04,111.52999877929688
2005-03-07,112.80000305175781
2005-03-08,112.62999725341797
2005-03-09,110.87000274658203
2005-03-10,111.33000183105469
2005-03-11,109.55000305175781
2005-03-14,110.0
2005-03-15,110.54000091552734
2005-03-16,109.97000122070312
2005-03-17,110.04000091552734
2005-03-18,109.9800033569336
2005-03-21,109.5999984741211
2005-03-22,107.98999786376953
2005-03-23,108.05999755859375
2005-03-24,108.4000015258789
2005-03-28,109.68000030517578
2005-03-29,108.44999694824219
2005-03-30,109.80000305175781
2005-03-31,109.98999786376953
2005-04-01,109.30000305175781
2005-04-04,111.0
2005-04-05,110.58999633789062
2005-04-06,112.5
2005-04-07,113.52999877929688
2005-04-08,112.93000030517578
2005-04-11,112.08999633789062
2005-04-12,111.76000213623047
2005-04-13,110.01000213623047
2005-04-14,108.48999786376953
2005-04-15,106.48999786376953
2005-04-18,107.3499984741211
2005-04-19,106.69000244140625
2005-04-20,104.33000183105469
2005-04-21,105.11000061035156
2005-04-22,104.19000244140625
2005-04-25,105.73999786376953
2005-04-26,105.72000122070312
2005-04-27,107.76000213623047
2005-04-28,106.2300033569336
2005-04-29,106.79000091552734
2005-05-02,104.45999908447266
2005-05-03,104.37000274658203
2005-05-04,106.2699966430664
2005-05-05,105.30000305175781
2005-05-06,104.68000030517578
2005-05-09,105.5
2005-05-10,102.11000061035156
2005-05-11,103.75
2005-05-12,100.22000122070312
2005-05-13,97.81999969482422
2005-05-16,98.41999816894531
2005-05-17,98.3499984741211
2005-05-18,99.58000183105469
2005-05-19,100.12000274658203
2005-05-20,101.08000183105469
2005-05-23,100.69000244140625
2005-05-24,99.58000183105469
2005-05-25,97.25
2005-05-26,96.5999984741211
2005-05-27,95.5
2005-05-31,97.5
2005-06-01,98.63999938964844
2005-06-02,97.66999816894531
2005-06-03,97.30000305175781
2005-06-06,98.41999816894531
2005-06-07,98.4000015258789
2005-06-08,98.3499984741211
2005-06-09,99.94999694824219
2005-06-10,99.05000305175781
2005-06-13,99.26000213623047
2005-06-14,98.30000305175781
2005-06-15,99.19000244140625
2005-06-16,102.6500015258789
2005-06-17,103.80000305175781
2005-06-20,103.25
2005-06-21,102.63999938964844
2005-06-22,102.47000122070312
2005-06-23,102.0199966430664
2005-06-24,103.66999816894531
2005-06-27,103.19999694824219
2005-06-28,103.95999908447266
2005-06-29,102.79000091552734
2005-06-30,102.0199966430664
2005-07-01,102.70999908447266
2005-07-05,103.18000030517578
2005-07-06,103.55000305175781
2005-07-07,104.0999984741211
2005-07-08,105.6500015258789
2005-07-11,107.30999755859375
2005-07-12,107.23999786376953
2005-07-13,108.0
2005-07-14,108.55000305175781
2005-07-15,108.5
2005-07-18,108.23999786376953
2005-07-19,109.72000122070312
2005-07-20,109.61000061035156
2005-07-21,108.25
2005-07-22,109.12999725341797
2005-07-25,108.31999969482422
2005-07-26,107.72000122070312
2005-07-27,109.1500015258789
2005-07-28,109.66999816894531
2005-07-29,107.4800033569336
2005-08-01,107.12000274658203
2005-08-02,109.5199966430664
2005-08-03,110.87000274658203
2005-08-04,109.25
2005-08-05,109.69999694824219
2005-08-08,109.91000366210938
2005-08-09,111.4800033569336
2005-08-10,112.02999877929688
2005-08-11,114.13999938964844
2005-08-12,113.6500015258789
2005-08-15,114.66999816894531
2005-08-16,112.08000183105469
2005-08-17,111.12999725341797
2005-08-18,110.8499984741211
2005-08-19,111.2699966430664
2005-08-22,111.69999694824219
2005-08-23,111.80000305175781
2005-08-24,109.98999786376953
2005-08-25,110.5
2005-08-26,109.75
2005-08-29,110.1500015258789
2005-08-30,109.83999633789062
2005-08-31,111.18000030517578
2005-09-01,113.12000274658203
2005-09-02,113.20999908447266
2005-09-06,114.58999633789062
2005-09-07,114.91000366210938
2005-09-08,115.16000366210938
2005-09-09,116.16999816894531
2005-09-12,118.0
2005-09-13,117.19999694824219
2005-09-14,115.9000015258789
2005-09-15,115.94999694824219
2005-09-16,118.4000015258789
2005-09-19,118.27999877929688
2005-09-20,118.05000305175781
2005-09-21,115.68000030517578
2005-09-22,118.5
2005-09-23,119.47000122070312
2005-09-26,120.0
2005-09-27,119.66999816894531
2005-09-28,120.0999984741211
2005-09-29,121.22000122070312
2005-09-30,121.58000183105469
2005-10-03,121.6500015258789
2005-10-04,118.91999816894531
2005-10-05,117.75
2005-10-06,116.93000030517578
2005-10-07,117.56999969482422
2005-10-10,118.51000213623047
2005-10-11,117.55000305175781
2005-10-12,115.6500015258789
2005-10-13,113.18000030517578
2005-10-14,114.55000305175781
2005-10-17,117.05000305175781
2005-10-18,117.08999633789062
2005-10-19,121.19999694824219
2005-10-20,118.75
2005-10-21,118.7699966430664
2005-10-24,123.30000305175781
2005-10-25,123.55000305175781
2005-10-26,124.25
2005-10-27,122.43000030517578
2005-10-28,124.55999755859375
2005-10-31,126.37000274658203
2005-11-01,126.5999984741211
2005-11-02,129.1300048828125
2005-11-03,129.1999969482422
2005-11-04,130.9600067138672
2005-11-07,129.14999389648438
2005-11-08,127.5199966430664
2005-11-09,128.6999969482422
2005-11-10,130.08999633789062
2005-11-11,130.0
2005-11-14,129.24000549316406
2005-11-15,127.97000122070312
2005-11-16,128.17999267578125
2005-11-17,130.41000366210938
2005-11-18,131.5800018310547
2005-11-21,132.41000366210938
2005-11-22,132.60000610351562
2005-11-23,134.0800018310547
2005-11-25,134.1199951171875
2005-11-28,131.10000610351562
2005-11-29,130.4499969482422
2005-11-30,128.9600067138672
2005-12-01,130.27999877929688
2005-12-02,131.0800018310547
2005-12-05,133.0500030517578
2005-12-06,131.30999755859375
2005-12-07,129.88999938964844
2005-12-08,128.63999938964844
2005-12-09,129.66000366210938
2005-12-12,130.00999450683594
2005-12-13,131.63999938964844
2005-12-14,129.6300048828125
2005-12-15,128.3000030517578
2005-12-16,126.5
2005-12-19,125.12999725341797
2005-12-20,125.86000061035156
2005-12-21,127.30999755859375
2005-12-22,127.98999786376953
2005-12-23,128.11000061035156
2005-12-27,128.25999450683594
2005-12-28,127.9800033569336
2005-12-29,128.02000427246094
2005-12-30,127.70999908447266
2006-01-03,128.8699951171875
2006-01-04,127.08999633789062
2006-01-05,127.04000091552734
2006-01-06,128.83999633789062
2006-01-09,130.38999938964844
2006-01-10,132.02999877929688
2006-01-11,131.97000122070312
2006-01-12,132.25
2006-01-13,133.25999450683594
2006-01-17,132.58999633789062
2006-01-18,132.3699951171875
2006-01-19,133.82000732421875
2006-01-20,131.44000244140625
2006-01-23,132.8699951171875
2006-01-24,133.0
2006-01-25,133.55999755859375
2006-01-26,137.39999389648438
2006-01-27,138.94000244140625
2006-01-30,139.8699951171875
2006-01-31,141.25
2006-02-01,141.7100067138672
2006-02-02,142.52000427246094
2006-02-03,142.74000549316406
2006-02-06,142.82000732421875
2006-02-07,139.47999572753906
2006-02-08,141.13999938964844
2006-02-09,140.85000610351562
2006-02-10,140.80999755859375
2006-02-13,139.64999389648438
2006-02-14,141.77999877929688
2006-02-15,145.13999938964844
2006-02-16,145.89999389648438
2006-02-17,145.5399932861328
2006-02-21,143.4499969482422
2006-02-22,145.52999877929688
2006-02-23,143.9600067138672
2006-02-24,144.16000366210938
2006-02-27,143.82000732421875
2006-02-28,141.2899932861328
2006-03-01,143.14999389648438
2006-03-02,144.0
2006-03-03,146.0
2006-03-06,145.02000427246094
2006-03-07,144.27999877929688
2006-03-08,142.49000549316406
2006-03-09,141.6999969482422
2006-03-10,141.52999877929688
2006-03-13,140.72000122070312
2006-03-14,149.4199981689453
2006-03-15,149.0
2006-03-16,147.69000244140625
2006-03-17,150.36000061035156
2006-03-20,152.17999267578125
2006-03-21,149.39999389648438
2006-03-22,151.82000732421875
2006-03-23,151.6699981689453
2006-03-24,152.1699981689453
2006-03-27,155.0
2006-03-28,154.16000366210938
2006-03-29,156.89999389648438
2006-03-30,156.80999755859375
2006-03-31,156.9600067138672
2006-04-03,158.1199951171875
2006-04-04,161.0
2006-04-05,160.75
2006-04-06,162.0399932861328
2006-04-07,161.02000427246094
2006-04-10,162.4600067138672
2006-04-11,159.14999389648438
2006-04-12,159.52000427246094
2006-04-13,159.42999267578125
2006-04-17,161.94000244140625
2006-04-18,165.5500030517578
2006-04-19,167.0500030517578
2006-04-20,168.5500030517578
2006-04-21,165.88999938964844
2006-04-24,165.35000610351562
2006-04-25,162.8000030517578
2006-04-26,163.39999389648438
2006-04-27,163.97000122070312
2006-04-28,160.2899932861328
2006-05-01,156.4499969482422
2006-05-02,158.8300018310547
2006-05-03,159.14999389648438
2006-05-04,158.0399932861328
2006-05-05,164.38999938964844
2006-05-08,163.52999877929688
2006-05-09,165.75
2006-05-10,164.08999633789062
2006-05-11,159.27999877929688
2006-05-12,156.11000061035156
2006-05-15,153.13999938964844
2006-05-16,152.6999969482422
2006-05-17,148.2100067138672
2006-05-18,147.02999877929688
2006-05-19,149.41000366210938
2006-05-22,146.14999389648438
2006-05-23,143.6999969482422
2006-05-24,143.9199981689453
2006-05-25,147.32000732421875
2006-05-26,152.94000244140625
2006-05-30,149.8300018310547
2006-05-31,150.9499969482422
2006-06-01,153.5500030517578
2006-06-02,154.08999633789062
2006-06-05,150.39999389648438
2006-06-06,149.24000549316406
2006-06-07,149.9499969482422
2006-06-08,149.75999450683594
2006-06-09,149.88999938964844
2006-06-12,145.0
2006-06-13,139.25
2006-06-14,138.5
2006-06-15,144.1199951171875
2006-06-16,144.0
2006-06-19,143.75
2006-06-20,145.25999450683594
2006-06-21,149.8300018310547
2006-06-22,148.30999755859375
2006-06-23,147.9199981689453
2006-06-26,149.89999389648438
2006-06-27,147.16000366210938
2006-06-28,146.49000549316406
2006-06-29,152.1999969482422
2006-06-30,150.42999267578125
2006-07-03,152.4499969482422
2006-07-05,150.9499969482422
2006-07-06,150.5800018310547
2006-07-07,148.50999450683594
2006-07-10,148.85000610351562
2006-07-11,148.6699981689453
2006-07-12,145.27000427246094
2006-07-13,142.5500030517578
2006-07-14,140.10000610351562
2006-07-17,140.8699951171875
2006-07-18,142.33999633789062
2006-07-19,146.97000122070312
2006-07-20,145.17999267578125
2006-07-21,142.0399932861328
2006-07-24,146.89999389648438
2006-07-25,148.49000549316406
2006-07-26,147.3800048828125
2006-07-27,148.25999450683594
2006-07-28,151.72000122070312
2006-07-31,152.75
2006-08-01,151.25999450683594
2006-08-02,149.89999389648438
2006-08-03,152.10000610351562
2006-08-04,152.99000549316406
2006-08-07,152.64999389648438
2006-08-08,151.4499969482422
2006-08-09,150.00999450683594
2006-08-10,151.6300048828125
2006-08-11,151.11000061035156
2006-08-14,150.3699951171875
2006-08-15,152.64999389648438
2006-08-16,154.99000549316406
2006-08-17,154.4499969482422
2006-08-18,154.67999267578125
2006-08-21,153.8300018310547
2006-08-22,154.14999389648438
2006-08-23,152.6999969482422
2006-08-24,151.39999389648438
2006-08-25,150.07000732421875
2006-08-28,149.52999877929688
2006-08-29,147.08999633789062
2006-08-30,147.05999755859375
2006-08-31,148.64999389648438
2006-09-01,149.13999938964844
2006-09-05,151.27999877929688
2006-09-06,150.6699981689453
2006-09-07,148.57000732421875
2006-09-08,149.8000030517578
2006-09-11,151.0
2006-09-12,158.2899932861328
2006-09-13,160.86000061035156
2006-09-14,162.52000427246094
2006-09-15,162.7100067138672
2006-09-18,163.22000122070312
2006-09-19,163.38999938964844
2006-09-20,166.60000610351562
2006-09-21,167.14999389648438
2006-09-22,167.52000427246094
2006-09-25,168.69000244140625
2006-09-26,168.67999267578125
2006-09-27,169.0
2006-09-28,170.0
2006-09-29,169.1699981689453
2006-10-02,170.69000244140625
2006-10-03,174.1999969482422
2006-10-04,176.55999755859375
2006-10-05,175.5
2006-10-06,175.64999389648438
2006-10-09,177.4499969482422
2006-10-10,178.86000061035156
2006-10-11,178.97000122070312
2006-10-12,181.50999450683594
2006-10-13,183.85000610351562
2006-10-16,185.22000122070312
2006-10-17,183.07000732421875
2006-10-18,182.97000122070312
2006-10-19,180.0500030517578
2006-10-20,180.39999389648438
2006-10-23,184.6999969482422
2006-10-24,187.83999633789062
2006-10-25,188.61000061035156
2006-10-26,193.3800048828125
2006-10-27,188.6699981689453
2006-10-30,189.75
2006-10-31,189.7899932861328
2006-11-01,185.0
2006-11-02,187.38999938964844
2006-11-03,187.1300048828125
2006-11-06,190.0
2006-11-07,188.67999267578125
2006-11-08,188.77000427246094
2006-11-09,184.77999877929688
2006-11-10,187.05999755859375
2006-11-13,187.72999572753906
2006-11-14,190.36000061035156
2006-11-15,193.11000061035156
2006-11-16,196.72000122070312
2006-11-17,195.0399932861328
2006-11-20,197.4499969482422
2006-11-21,199.75999450683594
2006-11-22,202.2899932861328
2006-11-24,201.60000610351562
2006-11-27,193.11000061035156
2006-11-28,197.1199951171875
2006-11-29,196.22000122070312
2006-11-30,194.8000030517578
2006-12-01,194.5
2006-12-04,200.0500030517578
2006-12-05,201.61000061035156
2006-12-06,205.0
2006-12-07,200.1999969482422
2006-12-08,205.10000610351562
2006-12-11,202.52000427246094
2006-12-12,200.0
2006-12-13,198.30999755859375
2006-12-14,200.1300048828125
2006-12-15,199.83999633789062
2006-12-18,203.24000549316406
2006-12-19,201.24000549316406
2006-12-20,201.3699951171875
2006-12-21,198.10000610351562
2006-12-22,198.08999633789062
2006-12-26,199.86000061035156
2006-12-27,201.9499969482422
2006-12-28,200.8000030517578
2006-12-29,199.35000610351562
2007-01-03,200.72000122070312
2007-01-04,198.85000610351562
2007-01-05,199.0500030517578
2007-01-08,203.72999572753906
2007-01-09,204.0800018310547
2007-01-10,208.11000061035156
2007-01-11,211.8800048828125
2007-01-12,213.99000549316406
2007-01-16,213.58999633789062
2007-01-17,213.22999572753906
2007-01-18,209.67999267578125
2007-01-19,210.2899932861328
2007-01-22,212.97000122070312
2007-01-23,212.63999938964844
2007-01-24,220.10000610351562
2007-01-25,213.07000732421875
2007-01-26,213.5
2007-01-29,211.0399932861328
2007-01-30,208.77999877929688
2007-01-31,212.16000366210938
2007-02-01,212.0
2007-02-02,213.42999267578125
2007-02-05,212.5500030517578
2007-02-06,214.64999389648438
2007-02-07,213.5500030517578
2007-02-08,213.89999389648438
2007-02-09,213.27999877929688
2007-02-12,211.1300048828125
2007-02-13,212.52999877929688
2007-02-14,217.39999389648438
2007-02-15,216.82000732421875
2007-02-16,216.9199981689453
2007-02-20,220.94000244140625
2007-02-21,220.14999389648438
2007-02-22,218.97000122070312
2007-02-23,216.5
2007-02-26,214.0
2007-02-27,196.0
2007-02-28,201.75
2007-03-01,199.66000366210938
2007-03-02,195.6699981689453
2007-03-05,190.0
2007-03-06,197.3699951171875
2007-03-07,195.58999633789062
2007-03-08,199.94000244140625
2007-03-09,201.6999969482422
2007-03-12,202.60000610351562
2007-03-13,199.02999877929688
2007-03-14,200.14999389648438
2007-03-15,200.88999938964844
2007-03-16,199.0
2007-03-19,202.44000244140625
2007-03-20,204.0
2007-03-21,210.9499969482422
2007-03-22,210.0800018310547
2007-03-23,211.88999938964844
2007-03-26,211.72999572753906
2007-03-27,209.8699951171875
2007-03-28,206.75999450683594
2007-03-29,207.1999969482422
2007-03-30,206.6300048828125
2007-04-02,205.64999389648438
2007-04-03,209.75
2007-04-04,208.7899932861328
2007-04-05,207.92999267578125
2007-04-09,208.94000244140625
2007-04-10,209.0500030517578
2007-04-11,206.92999267578125
2007-04-12,207.0500030517578
2007-04-13,206.5
2007-04-16,214.52000427246094
2007-04-17,214.89999389648438
2007-04-18,216.75
2007-04-19,219.2899932861328
2007-04-20,220.0
2007-04-23,222.4199981689453
2007-04-24,220.72000122070312
2007-04-25,225.60000610351562
2007-04-26,224.80999755859375
2007-04-27,224.27999877929688
2007-04-30,218.61000061035156
2007-05-01,218.5800018310547
2007-05-02,219.49000549316406
2007-05-03,221.55999755859375
2007-05-04,227.33999633789062
2007-05-07,227.22000122070312
2007-05-08,224.9499969482422
2007-05-09,226.57000732421875
2007-05-10,223.10000610351562
2007-05-11,227.5
2007-05-14,226.17999267578125
2007-05-15,224.3800048828125
2007-05-16,227.11000061035156
2007-05-17,227.3800048828125
2007-05-18,230.33999633789062
2007-05-21,229.22999572753906
2007-05-22,230.7100067138672
2007-05-23,228.5399932861328
