,CPTA
2021-04-05,15.75
2021-04-06,15.770000457763672
2021-04-07,16.25
2021-04-08,16.3700008392334
2021-04-09,16.25
2021-04-12,15.949999809265137
2021-04-13,15.859999656677246
2021-04-14,15.805000305175781
2021-04-15,15.619999885559082
2021-04-16,15.520000457763672
2021-04-19,15.460000038146973
2021-04-20,15.411999702453613
2021-04-21,17.1200008392334
2021-04-22,18.989999771118164
2021-04-23,20.0
2021-04-26,21.549999237060547
2021-04-27,20.850000381469727
2021-04-28,20.15999984741211
2021-04-29,19.84000015258789
2021-04-30,19.649999618530273
2021-05-03,19.75
2021-05-04,19.950000762939453
2021-05-05,20.399999618530273
2021-05-06,20.270000457763672
2021-05-07,21.850000381469727
2021-05-10,23.6200008392334
2021-05-11,23.34000015258789
2021-05-12,22.950000762939453
2021-05-13,22.40999984741211
2021-05-14,22.920000076293945
