,AVGR
2019-05-16,4.900000095367432
2019-05-17,4.929999828338623
2019-05-20,5.010000228881836
2019-05-21,4.75
2019-05-22,4.699999809265137
2019-05-23,4.699999809265137
2019-05-24,4.550000190734863
2019-05-28,4.599999904632568
2019-05-29,4.639999866485596
2019-05-30,4.900000095367432
2019-05-31,5.150000095367432
2019-06-03,5.289999961853027
2019-06-04,5.25
2019-06-05,5.03000020980835
2019-06-06,4.940000057220459
2019-06-07,4.900000095367432
2019-06-10,4.980000019073486
2019-06-11,4.829999923706055
2019-06-12,4.489999771118164
2019-06-13,4.579999923706055
2019-06-14,4.480000019073486
2019-06-17,4.699999809265137
2019-06-18,4.579999923706055
2019-06-19,4.610000133514404
2019-06-20,4.559999942779541
2019-06-21,4.179999828338623
2019-06-24,3.680000066757202
2019-06-25,3.490000009536743
2019-06-26,3.319999933242798
2019-06-27,3.0299999713897705
2019-06-28,3.0299999713897705
2019-07-01,3.190000057220459
2019-07-02,3.069999933242798
2019-07-03,2.819999933242798
2019-07-05,2.950000047683716
2019-07-08,2.8399999141693115
2019-07-09,2.930000066757202
2019-07-10,2.859999895095825
2019-07-11,2.8499999046325684
2019-07-12,2.819999933242798
2019-07-15,2.7200000286102295
2019-07-16,2.759999990463257
2019-07-17,2.680000066757202
2019-07-18,2.430000066757202
2019-07-19,2.369999885559082
2019-07-22,2.190000057220459
2019-07-23,1.9550000429153442
2019-07-24,2.0399999618530273
2019-07-25,2.0999999046325684
2019-07-26,2.359999895095825
2019-07-29,2.130000114440918
2019-07-30,2.2200000286102295
2019-07-31,2.200000047683716
2019-08-01,1.9199999570846558
2019-08-02,1.8700000047683716
2019-08-05,1.7000000476837158
2019-08-06,1.440000057220459
2019-08-07,1.7999999523162842
2019-08-08,1.7599999904632568
2019-08-09,1.7899999618530273
2019-08-12,1.7200000286102295
2019-08-13,1.6799999475479126
2019-08-14,1.590000033378601
2019-08-15,1.5199999809265137
2019-08-16,1.6399999856948853
2019-08-19,1.7200000286102295
2019-08-20,1.6699999570846558
2019-08-21,1.6699999570846558
2019-08-22,1.1299999952316284
2019-08-23,1.1299999952316284
2019-08-26,1.1319999694824219
2019-08-27,1.1100000143051147
2019-08-28,1.100000023841858
2019-08-29,1.1399999856948853
2019-08-30,1.1200000047683716
2019-09-03,1.1399999856948853
2019-09-04,1.1100000143051147
2019-09-05,1.1349999904632568
2019-09-06,1.1399999856948853
2019-09-09,1.1299999952316284
2019-09-10,1.149999976158142
2019-09-11,1.1399999856948853
2019-09-12,1.1299999952316284
2019-09-13,1.1299999952316284
2019-09-16,1.1100000143051147
2019-09-17,1.100000023841858
2019-09-18,1.149999976158142
2019-09-19,1.0700000524520874
2019-09-20,1.0800000429153442
2019-09-23,1.0700000524520874
2019-09-24,1.0099999904632568
2019-09-25,0.9300000071525574
2019-09-26,0.8930000066757202
2019-09-27,0.8700000047683716
2019-09-30,0.8299999833106995
2019-10-01,0.8309999704360962
2019-10-02,0.777999997138977
2019-10-03,0.7900000214576721
2019-10-04,0.7960000038146973
2019-10-07,0.8100000023841858
2019-10-08,0.843999981880188
2019-10-09,0.8059999942779541
2019-10-10,0.7900000214576721
2019-10-11,0.8100000023841858
2019-10-14,0.8100000023841858
2019-10-15,0.800000011920929
2019-10-16,0.8199999928474426
2019-10-17,0.9100000262260437
2019-10-18,1.1100000143051147
2019-10-21,1.090000033378601
2019-10-22,0.9700000286102295
2019-10-23,1.0700000524520874
2019-10-24,1.1299999952316284
2019-10-25,1.1299999952316284
2019-10-28,1.4700000286102295
2019-10-29,1.2599999904632568
2019-10-30,1.350000023841858
2019-10-31,1.2599999904632568
2019-11-01,1.3200000524520874
2019-11-04,1.4240000247955322
2019-11-05,1.4210000038146973
2019-11-06,1.159999966621399
2019-11-07,1.0700000524520874
2019-11-08,1.090000033378601
2019-11-11,1.0299999713897705
2019-11-12,0.9800000190734863
2019-11-13,0.9850000143051147
2019-11-14,0.8899999856948853
2019-11-15,0.9350000023841858
2019-11-18,1.0199999809265137
2019-11-19,1.2799999713897705
2019-11-20,1.3700000047683716
2019-11-21,1.4500000476837158
2019-11-22,1.4700000286102295
2019-11-25,1.5099999904632568
2019-11-26,1.4600000381469727
2019-11-27,1.5399999618530273
2019-11-29,1.5099999904632568
2019-12-02,1.409999966621399
2019-12-03,1.340000033378601
2019-12-04,1.5
2019-12-05,1.4299999475479126
2019-12-06,1.4199999570846558
2019-12-09,1.399999976158142
2019-12-10,1.3450000286102295
2019-12-11,1.3200000524520874
2019-12-12,1.2899999618530273
2019-12-13,1.2599999904632568
2019-12-16,1.1699999570846558
2019-12-17,1.2000000476837158
2019-12-18,1.2599999904632568
2019-12-19,1.2100000381469727
2019-12-20,1.2899999618530273
2019-12-23,1.305999994277954
2019-12-24,1.2599999904632568
2019-12-26,1.2400000095367432
2019-12-27,1.1399999856948853
2019-12-30,1.1299999952316284
2019-12-31,1.1399999856948853
2020-01-02,1.190000057220459
2020-01-03,1.1699999570846558
2020-01-06,1.2200000286102295
2020-01-07,1.2200000286102295
2020-01-08,1.25
2020-01-09,1.25
2020-01-10,1.2000000476837158
2020-01-13,1.184999942779541
2020-01-14,1.0800000429153442
2020-01-15,1.0499999523162842
2020-01-16,1.0700000524520874
2020-01-17,1.1399999856948853
2020-01-21,1.2100000381469727
2020-01-22,1.1200000047683716
2020-01-23,1.0700000524520874
2020-01-24,1.0
2020-01-27,0.8759999871253967
2020-01-28,0.8669999837875366
2020-01-29,0.6330000162124634
2020-01-30,0.6140000224113464
2020-01-31,0.6100000143051147
2020-02-03,0.625
2020-02-04,0.6100000143051147
2020-02-05,0.6069999933242798
2020-02-06,0.6100000143051147
2020-02-07,0.6000000238418579
2020-02-10,0.6290000081062317
2020-02-11,0.6399999856948853
2020-02-12,0.6359999775886536
2020-02-13,0.6100000143051147
2020-02-14,0.6190000176429749
2020-02-18,0.6129999756813049
2020-02-19,0.6520000100135803
2020-02-20,0.6399999856948853
2020-02-21,0.6700000166893005
2020-02-24,0.6470000147819519
2020-02-25,0.6039999723434448
2020-02-26,0.5799999833106995
2020-02-27,0.5149999856948853
2020-02-28,0.6100000143051147
2020-03-02,0.5820000171661377
2020-03-03,0.5799999833106995
2020-03-04,0.5839999914169312
2020-03-05,0.6690000295639038
2020-03-06,0.5339999794960022
2020-03-09,0.46399998664855957
2020-03-10,0.4580000042915344
2020-03-11,0.4269999861717224
2020-03-12,0.3709999918937683
2020-03-13,0.38100001215934753
2020-03-16,0.4099999964237213
2020-03-17,0.38999998569488525
2020-03-18,0.32199999690055847
2020-03-19,0.35100001096725464
2020-03-20,0.38499999046325684
2020-03-23,0.3840000033378601
2020-03-24,0.4090000092983246
2020-03-25,0.460999995470047
2020-03-26,0.4749999940395355
2020-03-27,0.46000000834465027
2020-03-30,0.4390000104904175
2020-03-31,0.41499999165534973
2020-04-01,0.4180000126361847
2020-04-02,0.4480000138282776
2020-04-03,0.46399998664855957
2020-04-06,0.49000000953674316
2020-04-07,0.5090000033378601
2020-04-08,0.4399999976158142
2020-04-09,0.41499999165534973
2020-04-13,0.40799999237060547
2020-04-14,0.4000000059604645
2020-04-15,0.4300000071525574
2020-04-16,0.4580000042915344
2020-04-17,0.41200000047683716
2020-04-20,0.4000000059604645
2020-04-21,0.39500001072883606
2020-04-22,0.3889999985694885
2020-04-23,0.4090000092983246
2020-04-24,0.3700000047683716
2020-04-27,0.34200000762939453
2020-04-28,0.289000004529953
2020-04-29,0.2800000011920929
2020-04-30,0.27799999713897705
2020-05-01,0.29100000858306885
2020-05-04,0.2939999997615814
2020-05-05,0.2939999997615814
2020-05-06,0.3050000071525574
2020-05-07,0.3149999976158142
2020-05-08,0.3319999873638153
2020-05-11,0.3240000009536743
2020-05-12,0.3109999895095825
2020-05-13,0.3089999854564667
2020-05-14,0.289000004529953
2020-05-15,0.29100000858306885
2020-05-18,0.30300000309944153
2020-05-19,0.30000001192092896
2020-05-20,0.3449999988079071
2020-05-21,0.35899999737739563
2020-05-22,0.3409999907016754
2020-05-26,0.33799999952316284
2020-05-27,0.32499998807907104
2020-05-28,0.4020000100135803
2020-05-29,0.3720000088214874
2020-06-01,0.375
2020-06-02,0.36899998784065247
2020-06-03,0.3799999952316284
2020-06-04,0.42399999499320984
2020-06-05,0.44999998807907104
2020-06-08,0.48500001430511475
2020-06-09,0.6399999856948853
2020-06-10,0.5199999809265137
2020-06-11,0.4399999976158142
2020-06-12,0.45899999141693115
2020-06-15,0.44999998807907104
2020-06-16,0.44600000977516174
2020-06-17,0.39500001072883606
2020-06-18,0.3880000114440918
2020-06-19,0.38999998569488525
2020-06-22,0.4020000100135803
2020-06-23,0.38999998569488525
2020-06-24,0.28999999165534973
2020-06-25,0.30000001192092896
2020-06-26,0.3089999854564667
2020-06-29,0.2980000078678131
2020-06-30,0.3100000023841858
2020-07-01,0.3310000002384186
2020-07-02,0.3319999873638153
2020-07-06,0.34700000286102295
2020-07-07,0.34700000286102295
2020-07-08,0.3400000035762787
2020-07-09,0.3370000123977661
2020-07-10,0.33399999141693115
2020-07-13,0.3199999928474426
2020-07-14,0.3100000023841858
2020-07-15,0.3190000057220459
2020-07-16,0.3240000009536743
2020-07-17,0.3619999885559082
2020-07-20,0.4390000104904175
2020-07-21,0.4350000023841858
2020-07-22,0.40400001406669617
2020-07-23,0.4169999957084656
2020-07-24,0.41200000047683716
2020-07-27,0.4309999942779541
2020-07-28,0.4819999933242798
2020-07-29,0.4339999854564667
2020-07-30,0.4869999885559082
2020-07-31,0.44600000977516174
2020-08-03,0.5580000281333923
2020-08-04,0.46700000762939453
2020-08-05,0.5199999809265137
2020-08-06,0.5690000057220459
2020-08-07,0.5350000262260437
2020-08-10,0.5600000023841858
2020-08-11,0.5320000052452087
2020-08-12,0.5550000071525574
2020-08-13,0.5550000071525574
2020-08-14,0.5690000057220459
2020-08-17,0.6740000247955322
2020-08-18,0.7089999914169312
2020-08-19,0.6850000023841858
2020-08-20,0.6100000143051147
2020-08-21,0.47200000286102295
2020-08-24,0.4779999852180481
2020-08-25,0.5260000228881836
2020-08-26,0.515999972820282
2020-08-27,0.4909999966621399
2020-08-28,0.5099999904632568
2020-08-31,0.48500001430511475
2020-09-01,0.46799999475479126
2020-09-02,0.46000000834465027
2020-09-03,0.4300000071525574
2020-09-04,0.41999998688697815
2020-09-08,0.414000004529953
2020-09-09,0.42899999022483826
2020-09-10,0.41499999165534973
2020-09-11,0.36500000953674316
2020-09-14,0.3400000035762787
2020-09-15,0.34599998593330383
2020-09-16,0.37599998712539673
2020-09-17,0.3449999988079071
2020-09-18,0.3499999940395355
2020-09-21,0.3319999873638153
2020-09-22,0.3179999887943268
2020-09-23,0.29100000858306885
2020-09-24,0.30300000309944153
2020-09-25,0.3199999928474426
2020-09-28,0.328000009059906
2020-09-29,0.328000009059906
2020-09-30,0.32199999690055847
2020-10-01,0.3240000009536743
2020-10-02,0.31700000166893005
2020-10-05,0.32199999690055847
2020-10-06,0.3160000145435333
2020-10-07,0.3100000023841858
2020-10-08,0.3050000071525574
2020-10-09,0.30300000309944153
2020-10-12,0.30399999022483826
2020-10-13,0.30399999022483826
2020-10-14,0.3019999861717224
2020-10-15,0.296999990940094
2020-10-16,0.2980000078678131
2020-10-19,0.30799999833106995
2020-10-20,0.29600000381469727
2020-10-21,0.29899999499320984
2020-10-22,0.3009999990463257
2020-10-23,0.29100000858306885
2020-10-26,0.2800000011920929
2020-10-27,0.26600000262260437
2020-10-28,0.25099998712539673
2020-10-29,0.2540000081062317
2020-10-30,0.2370000034570694
2020-11-02,0.22499999403953552
2020-11-03,0.23000000417232513
2020-11-04,0.23399999737739563
2020-11-05,0.2409999966621399
2020-11-06,0.24699999392032623
2020-11-09,0.2590000033378601
2020-11-10,0.2720000147819519
2020-11-11,0.2630000114440918
2020-11-12,0.25999999046325684
2020-11-13,0.2680000066757202
2020-11-16,0.26899999380111694
2020-11-17,0.2759999930858612
2020-11-18,0.2840000092983246
2020-11-19,0.30300000309944153
2020-11-20,0.29499998688697815
2020-11-23,0.3100000023841858
2020-11-24,0.296999990940094
2020-11-25,0.2879999876022339
2020-11-27,0.2849999964237213
2020-11-30,0.2930000126361847
2020-12-01,0.29899999499320984
2020-12-02,0.3100000023841858
2020-12-03,0.3230000138282776
2020-12-04,0.3370000123977661
2020-12-07,0.32100000977516174
2020-12-08,0.3199999928474426
2020-12-09,0.3050000071525574
2020-12-10,0.30399999022483826
2020-12-11,0.3019999861717224
2020-12-14,0.2939999997615814
2020-12-15,0.29100000858306885
2020-12-16,0.2939999997615814
2020-12-17,0.29499998688697815
2020-12-18,0.28999999165534973
2020-12-21,0.29100000858306885
2020-12-22,0.3050000071525574
2020-12-23,0.34599998593330383
2020-12-24,0.47999998927116394
2020-12-28,0.4309999942779541
2020-12-29,0.3869999945163727
2020-12-30,0.4729999899864197
2020-12-31,0.4399999976158142
2021-01-04,0.5929999947547913
2021-01-05,0.6669999957084656
2021-01-06,0.574999988079071
2021-01-07,0.6499999761581421
2021-01-08,0.8960000276565552
2021-01-11,1.4500000476837158
2021-01-12,1.159999966621399
2021-01-13,1.1299999952316284
2021-01-14,1.1100000143051147
2021-01-15,1.4700000286102295
2021-01-19,1.9600000381469727
2021-01-20,2.299999952316284
2021-01-21,2.0899999141693115
2021-01-22,2.130000114440918
2021-01-25,1.9900000095367432
2021-01-26,1.909999966621399
2021-01-27,1.6799999475479126
2021-01-28,1.6100000143051147
2021-01-29,1.4600000381469727
2021-02-01,1.5299999713897705
2021-02-02,1.5299999713897705
2021-02-03,1.6699999570846558
2021-02-04,1.600000023841858
2021-02-05,1.7000000476837158
2021-02-08,1.9700000286102295
2021-02-09,2.009999990463257
2021-02-10,1.9900000095367432
2021-02-11,1.8700000047683716
2021-02-12,1.8300000429153442
2021-02-16,1.8300000429153442
2021-02-17,1.690000057220459
2021-02-18,2.0999999046325684
2021-02-19,1.909999966621399
2021-02-22,1.8300000429153442
2021-02-23,1.649999976158142
2021-02-24,1.6799999475479126
2021-02-25,1.649999976158142
2021-02-26,1.600000023841858
2021-03-01,1.6799999475479126
2021-03-02,1.7100000381469727
2021-03-03,1.6299999952316284
2021-03-04,1.3899999856948853
2021-03-05,1.4700000286102295
2021-03-08,1.4299999475479126
2021-03-09,1.5399999618530273
2021-03-10,1.6100000143051147
2021-03-11,1.7599999904632568
2021-03-12,1.7100000381469727
2021-03-15,1.7000000476837158
2021-03-16,1.600000023841858
2021-03-17,1.7200000286102295
2021-03-18,1.6200000047683716
2021-03-19,1.7200000286102295
2021-03-22,1.9299999475479126
2021-03-23,1.75
2021-03-24,1.5800000429153442
2021-03-25,1.5700000524520874
2021-03-26,1.5499999523162842
2021-03-29,1.4299999475479126
2021-03-30,1.5499999523162842
2021-03-31,1.5099999904632568
2021-04-01,1.5700000524520874
2021-04-05,1.5299999713897705
2021-04-06,1.4600000381469727
2021-04-07,1.4299999475479126
2021-04-08,1.4900000095367432
2021-04-09,1.5
2021-04-12,1.3600000143051147
2021-04-13,1.340000033378601
2021-04-14,1.2799999713897705
2021-04-15,1.2100000381469727
2021-04-16,1.1399999856948853
2021-04-19,1.100000023841858
2021-04-20,0.9700000286102295
2021-04-21,1.2200000286102295
2021-04-22,1.1799999475479126
2021-04-23,1.1699999570846558
2021-04-26,1.2400000095367432
2021-04-27,1.2100000381469727
2021-04-28,1.2300000190734863
2021-04-29,1.25
2021-04-30,1.2400000095367432
2021-05-03,1.2300000190734863
2021-05-04,1.2000000476837158
2021-05-05,1.159999966621399
2021-05-06,1.1799999475479126
2021-05-07,1.090000033378601
2021-05-10,1.1399999856948853
2021-05-11,1.0499999523162842
2021-05-12,1.0099999904632568
2021-05-13,0.9100000262260437
2021-05-14,0.9599999785423279
