,EAST
2020-07-09,1.2000000476837158
2020-07-10,1.1399999856948853
2020-07-13,1.0499999523162842
2020-07-14,0.9800000190734863
2020-07-15,1.3600000143051147
2020-07-16,1.1399999856948853
2020-07-17,1.1799999475479126
2020-07-20,1.0800000429153442
2020-07-21,1.1299999952316284
2020-07-22,1.1100000143051147
2020-07-23,1.149999976158142
2020-07-24,1.2799999713897705
2020-07-27,1.2999999523162842
2020-07-28,1.2100000381469727
2020-07-29,1.2200000286102295
2020-07-30,1.2300000190734863
2020-07-31,1.2100000381469727
2020-08-03,1.159999966621399
2020-08-04,1.2050000429153442
2020-08-05,1.159999966621399
2020-08-06,1.1699999570846558
2020-08-07,1.2000000476837158
2020-08-10,1.2200000286102295
2020-08-11,1.2200000286102295
2020-08-12,1.1799999475479126
2020-08-13,1.190000057220459
2020-08-14,1.2799999713897705
2020-08-17,1.5299999713897705
2020-08-18,1.7799999713897705
2020-08-19,1.5499999523162842
2020-08-20,1.5
2020-08-21,1.4600000381469727
2020-08-24,1.3700000047683716
2020-08-25,1.340000033378601
2020-08-26,1.5499999523162842
2020-08-27,1.4199999570846558
2020-08-28,1.4199999570846558
2020-08-31,1.3300000429153442
2020-09-01,1.3300000429153442
2020-09-02,1.2699999809265137
2020-09-03,1.2400000095367432
2020-09-04,1.25
2020-09-08,1.25
2020-09-09,1.190000057220459
2020-09-10,1.159999966621399
2020-09-11,1.159999966621399
2020-09-14,1.1799999475479126
2020-09-15,1.1699999570846558
2020-09-16,1.149999976158142
2020-09-17,1.1950000524520874
2020-09-18,1.1699999570846558
2020-09-21,1.159999966621399
2020-09-22,1.159999966621399
2020-09-23,1.1050000190734863
2020-09-24,1.0700000524520874
2020-09-25,1.1100000143051147
2020-09-28,1.159999966621399
2020-09-29,1.159999966621399
2020-09-30,1.1399999856948853
2020-10-01,1.159999966621399
2020-10-02,1.159999966621399
2020-10-05,1.1699999570846558
2020-10-06,1.1699999570846558
2020-10-07,1.2200000286102295
2020-10-08,1.190000057220459
2020-10-09,1.190000057220459
2020-10-12,1.1660000085830688
2020-10-13,1.1399999856948853
2020-10-14,1.2200000286102295
2020-10-15,1.3200000524520874
2020-10-16,1.274999976158142
2020-10-19,1.2259999513626099
2020-10-20,1.1660000085830688
2020-10-21,1.3200000524520874
2020-10-22,1.25
2020-10-23,1.2699999809265137
2020-10-26,1.25
2020-10-27,1.2999999523162842
