,AGT
2021-01-19,26.506000518798828
2021-01-20,26.81100082397461
2021-01-21,26.261999130249023
2021-01-22,26.17099952697754
2021-01-25,25.760000228881836
2021-01-26,25.347000122070312
2021-01-27,24.59000015258789
2021-01-28,25.42300033569336
2021-01-29,24.69300079345703
2021-02-01,25.69499969482422
2021-02-02,26.010000228881836
2021-02-03,26.02400016784668
2021-02-04,26.238000869750977
2021-02-05,26.562000274658203
2021-02-08,26.80299949645996
2021-02-09,26.891000747680664
2021-02-10,26.937000274658203
2021-02-11,27.22100067138672
2021-02-12,27.27400016784668
2021-02-16,27.476999282836914
2021-02-17,27.165000915527344
2021-02-18,27.04800033569336
2021-02-19,27.316999435424805
2021-02-22,26.266000747680664
2021-02-23,25.959999084472656
2021-02-24,26.2810001373291
2021-02-25,25.059999465942383
2021-02-26,24.979999542236328
2021-03-01,25.825000762939453
2021-03-02,25.606000900268555
2021-03-03,24.81800079345703
2021-03-04,24.290000915527344
2021-03-05,24.131999969482422
2021-03-08,23.358999252319336
2021-03-09,24.20800018310547
2021-03-10,24.520000457763672
2021-03-11,25.617000579833984
2021-03-12,25.510000228881836
2021-03-15,25.95400047302246
2021-03-16,25.89900016784668
2021-03-17,25.982999801635742
2021-03-18,25.06800079345703
2021-03-19,25.260000228881836
2021-03-22,25.322999954223633
2021-03-23,24.947999954223633
2021-03-24,24.323999404907227
2021-03-25,24.118999481201172
2021-03-26,24.469999313354492
2021-03-29,24.0939998626709
2021-03-30,24.23900032043457
2021-03-31,24.68400001525879
2021-04-01,25.01300048828125
2021-04-05,25.100000381469727
2021-04-06,25.604000091552734
2021-04-07,25.260000228881836
2021-04-08,25.743999481201172
2021-04-09,25.652999877929688
2021-04-12,25.409000396728516
2021-04-13,25.533000946044922
2021-04-14,25.384000778198242
2021-04-15,25.815000534057617
2021-04-16,26.0049991607666
2021-04-19,25.836999893188477
2021-04-20,25.593000411987305
2021-04-21,25.96500015258789
2021-04-22,25.6299991607666
2021-04-23,25.780000686645508
2021-04-26,26.049999237060547
2021-04-27,26.22800064086914
2021-04-28,26.267000198364258
2021-04-29,25.961000442504883
2021-04-30,25.607999801635742
2021-05-03,25.520000457763672
2021-05-04,25.131000518798828
2021-05-05,25.297000885009766
2021-05-06,25.14900016784668
2021-05-07,25.777000427246094
2021-05-10,25.389999389648438
2021-05-11,25.253999710083008
2021-05-12,24.6299991607666
2021-05-13,24.610000610351562
2021-05-14,25.655000686645508
