,BLNK
2014-12-03,20.549999237060547
2014-12-04,20.0
2014-12-05,19.5
2014-12-08,18.700000762939453
2014-12-09,18.25
2014-12-10,18.0
2014-12-11,19.5
2014-12-12,16.5
2014-12-15,15.5
2014-12-16,16.0
2014-12-17,16.5
2014-12-18,16.5
2014-12-19,15.149999618530273
2014-12-22,20.0
2014-12-23,17.200000762939453
2014-12-24,17.0
2014-12-26,18.0
2014-12-29,20.0
2014-12-30,17.5
2014-12-31,20.5
2015-01-02,21.5
2015-01-05,22.0
2015-01-06,20.049999237060547
2015-01-07,22.0
2015-01-08,22.0
2015-01-09,22.0
2015-01-12,20.0
2015-01-13,20.5
2015-01-14,21.5
2015-01-15,21.5
2015-01-16,21.5
2015-01-20,21.5
2015-01-21,20.0
2015-01-22,20.200000762939453
2015-01-23,21.0
2015-01-26,22.0
2015-01-27,20.0
2015-01-28,21.75
2015-01-29,22.0
2015-01-30,21.5
2015-02-02,21.5
2015-02-03,21.0
2015-02-04,20.0
2015-02-05,20.25
2015-02-06,19.0
2015-02-09,19.0
2015-02-10,20.0
2015-02-11,19.0
2015-02-12,19.5
2015-02-13,21.0
2015-02-17,20.0
2015-02-18,20.5
2015-02-19,19.5
2015-02-20,20.0
2015-02-23,19.75
2015-02-24,19.0
2015-02-25,20.5
2015-02-26,20.5
2015-02-27,19.5
2015-03-02,20.0
2015-03-03,20.0
2015-03-04,19.0
2015-03-05,20.450000762939453
2015-03-06,20.399999618530273
2015-03-09,18.0
2015-03-10,19.0
2015-03-11,18.5
2015-03-12,18.799999237060547
2015-03-13,19.0
2015-03-16,19.0
2015-03-17,18.5
2015-03-18,19.0
2015-03-19,20.0
2015-03-20,20.0
2015-03-23,18.0
2015-03-24,19.950000762939453
2015-03-25,19.0
2015-03-26,19.5
2015-03-27,20.0
2015-03-30,18.0
2015-03-31,18.049999237060547
2015-04-01,18.049999237060547
2015-04-02,18.100000381469727
2015-04-06,19.0
2015-04-07,18.049999237060547
2015-04-08,18.450000762939453
2015-04-09,20.0
2015-04-10,18.5
2015-04-13,18.25
2015-04-14,20.5
2015-04-15,18.049999237060547
2015-04-16,18.100000381469727
2015-04-17,18.5
2015-04-20,18.5
2015-04-21,17.5
2015-04-22,18.450000762939453
2015-04-23,18.5
2015-04-24,17.5
2015-04-27,19.0
2015-04-28,19.0
2015-04-29,19.0
2015-04-30,18.0
2015-05-01,18.5
2015-05-04,18.5
2015-05-05,18.5
2015-05-06,18.450000762939453
2015-05-07,17.25
2015-05-08,16.75
2015-05-11,17.25
2015-05-12,17.0
2015-05-13,17.200000762939453
2015-05-14,15.0
2015-05-15,16.5
2015-05-18,15.25
2015-05-19,14.0
2015-05-20,14.5
2015-05-21,14.0
2015-05-22,14.0
2015-05-26,12.5
2015-05-27,14.899999618530273
2015-05-28,13.5
2015-05-29,13.5
2015-06-01,13.5
2015-06-02,13.5
2015-06-03,14.0
2015-06-04,14.5
2015-06-05,15.949999809265137
2015-06-08,15.0
2015-06-09,15.5
2015-06-10,16.0
2015-06-11,16.0
2015-06-12,17.25
2015-06-15,16.5
2015-06-16,15.25
2015-06-17,16.25
2015-06-18,16.75
2015-06-19,16.299999237060547
2015-06-22,17.5
2015-06-23,17.5
2015-06-24,16.0
2015-06-25,14.25
2015-06-26,17.0
2015-06-29,16.0
2015-06-30,17.049999237060547
2015-07-01,18.0
2015-07-02,18.0
2015-07-06,15.5
2015-07-07,15.25
2015-07-08,15.25
2015-07-09,15.5
2015-07-10,17.0
2015-07-13,15.25
2015-07-14,15.25
2015-07-15,15.25
2015-07-16,17.0
2015-07-17,15.0
2015-07-20,17.0
2015-07-21,15.5
2015-07-22,16.0
2015-07-23,16.0
2015-07-24,17.0
2015-07-27,16.0
2015-07-28,16.0
2015-07-29,17.0
2015-07-30,15.300000190734863
2015-07-31,15.25
2015-08-03,15.5
2015-08-04,15.0
2015-08-05,15.5
2015-08-06,16.0
2015-08-07,15.0
2015-08-10,15.5
2015-08-11,15.75
2015-08-12,14.5
2015-08-13,14.5
2015-08-14,15.75
2015-08-17,14.5
2015-08-18,14.5
2015-08-19,15.75
2015-08-20,15.5
2015-08-21,14.0
2015-08-24,14.0
2015-08-25,15.25
2015-08-26,14.5
2015-08-27,14.5
2015-08-28,14.5
2015-08-31,14.0
2015-09-01,14.0
2015-09-02,14.75
2015-09-03,14.75
2015-09-04,14.0
2015-09-08,14.25
2015-09-09,14.75
2015-09-10,15.0
2015-09-11,13.25
2015-09-14,13.25
2015-09-15,12.75
2015-09-16,14.0
2015-09-17,13.0
2015-09-18,13.0
2015-09-21,12.5
2015-09-22,12.5
2015-09-23,12.5
2015-09-24,12.5
2015-09-25,11.75
2015-09-28,10.5
2015-09-29,11.5
2015-09-30,11.5
2015-10-01,10.0
2015-10-02,10.0
2015-10-05,11.0
2015-10-06,10.0
2015-10-07,8.75
2015-10-08,10.699999809265137
2015-10-09,10.850000381469727
2015-10-12,11.0
2015-10-13,11.0
2015-10-14,8.100000381469727
2015-10-15,9.5
2015-10-16,10.0
2015-10-19,10.0
2015-10-20,9.0
2015-10-21,9.5
2015-10-22,9.0
2015-10-23,8.300000190734863
2015-10-26,9.0
2015-10-27,8.25
2015-10-28,8.899999618530273
2015-10-29,8.949999809265137
2015-10-30,9.5
2015-11-02,10.0
2015-11-03,9.5
2015-11-04,8.5
2015-11-05,8.5
2015-11-06,8.25
2015-11-09,8.25
2015-11-10,9.0
2015-11-11,9.5
2015-11-12,10.0
2015-11-13,9.5
2015-11-16,9.5
2015-11-17,10.0
2015-11-18,8.300000190734863
2015-11-19,8.449999809265137
2015-11-20,8.949999809265137
2015-11-23,9.850000381469727
2015-11-24,9.850000381469727
2015-11-25,8.5
2015-11-27,8.800000190734863
2015-11-30,9.850000381469727
2015-12-01,8.300000190734863
2015-12-02,8.75
2015-12-03,8.350000381469727
2015-12-04,8.350000381469727
2015-12-07,9.100000381469727
2015-12-08,8.25
2015-12-09,8.5
2015-12-10,9.0
2015-12-11,8.5
2015-12-14,8.75
2015-12-15,8.75
2015-12-16,8.75
2015-12-17,8.5
2015-12-18,8.75
2015-12-21,8.75
2015-12-22,8.75
2015-12-23,8.25
2015-12-24,7.75
2015-12-28,6.0
2015-12-29,5.449999809265137
2015-12-30,5.75
2015-12-31,6.75
2016-01-04,7.25
2016-01-05,7.0
2016-01-06,7.25
2016-01-07,6.300000190734863
2016-01-08,6.150000095367432
2016-01-11,6.199999809265137
2016-01-12,7.25
2016-01-13,6.5
2016-01-14,6.150000095367432
2016-01-15,6.150000095367432
2016-01-19,6.150000095367432
2016-01-20,6.150000095367432
2016-01-21,6.150000095367432
2016-01-22,7.5
2016-01-25,6.75
2016-01-26,6.599999904632568
2016-01-27,6.550000190734863
2016-01-28,6.0
2016-01-29,5.900000095367432
2016-02-01,6.099999904632568
2016-02-02,7.900000095367432
2016-02-03,7.900000095367432
2016-02-04,7.650000095367432
2016-02-05,7.849999904632568
2016-02-08,6.349999904632568
2016-02-09,6.5
2016-02-10,7.900000095367432
2016-02-11,6.650000095367432
2016-02-12,6.75
2016-02-16,6.800000190734863
2016-02-17,6.949999809265137
2016-02-18,5.900000095367432
2016-02-19,5.800000190734863
2016-02-22,7.5
2016-02-23,7.5
2016-02-24,6.75
2016-02-25,10.850000381469727
2016-02-26,10.5
2016-02-29,10.850000381469727
2016-03-01,10.0
2016-03-02,12.5
2016-03-03,15.0
2016-03-04,16.049999237060547
2016-03-07,16.5
2016-03-08,15.5
2016-03-09,14.0
2016-03-10,15.0
2016-03-11,12.800000190734863
2016-03-14,12.800000190734863
2016-03-15,14.949999809265137
2016-03-16,13.75
2016-03-17,14.0
2016-03-18,14.800000190734863
2016-03-21,16.200000762939453
2016-03-22,15.0
2016-03-23,15.0
2016-03-24,17.450000762939453
2016-03-28,17.450000762939453
2016-03-29,15.050000190734863
2016-03-30,17.25
2016-03-31,17.0
2016-04-01,16.0
2016-04-04,15.0
2016-04-05,16.0
2016-04-06,16.350000381469727
2016-04-07,17.5
2016-04-08,15.550000190734863
2016-04-11,15.649999618530273
2016-04-12,17.0
2016-04-13,17.5
2016-04-14,18.5
2016-04-15,18.75
2016-04-18,21.0
2016-04-19,24.0
2016-04-20,32.5
2016-04-21,36.0
2016-04-22,35.0
2016-04-25,35.0
2016-04-26,32.5
2016-04-27,35.0
2016-04-28,35.5
2016-04-29,33.75
2016-05-02,34.0
2016-05-03,35.0
2016-05-04,32.04999923706055
2016-05-05,34.0
2016-05-06,32.04999923706055
2016-05-09,31.25
2016-05-10,24.5
2016-05-11,25.5
2016-05-12,19.799999237060547
2016-05-13,20.0
2016-05-16,18.5
2016-05-17,16.5
2016-05-18,15.5
2016-05-19,14.850000381469727
2016-05-20,20.0
2016-05-23,19.0
2016-05-24,22.0
2016-05-25,25.5
2016-05-26,22.0
2016-05-27,22.350000381469727
2016-05-31,25.0
2016-06-01,24.200000762939453
2016-06-02,22.5
2016-06-03,20.5
2016-06-06,22.0
2016-06-07,20.549999237060547
2016-06-08,19.0
2016-06-09,20.0
2016-06-10,19.0
2016-06-13,20.0
2016-06-14,21.0
2016-06-15,21.5
2016-06-16,20.0
2016-06-17,22.5
2016-06-20,20.0
2016-06-21,20.5
2016-06-22,21.0
2016-06-23,20.5
2016-06-24,21.0
2016-06-27,22.0
2016-06-28,21.0
2016-06-29,19.549999237060547
2016-06-30,19.049999237060547
2016-07-01,21.149999618530273
2016-07-05,20.899999618530273
2016-07-06,20.75
2016-07-07,20.200000762939453
2016-07-08,19.0
2016-07-11,20.0
2016-07-12,19.5
2016-07-13,19.75
2016-07-14,19.5
2016-07-15,18.0
2016-07-18,18.600000381469727
2016-07-19,17.0
2016-07-20,17.600000381469727
2016-07-21,19.0
2016-07-22,18.75
2016-07-25,17.5
2016-07-26,17.0
2016-07-27,17.450000762939453
2016-07-28,18.399999618530273
2016-07-29,18.450000762939453
2016-08-01,18.25
2016-08-02,18.25
2016-08-03,16.5
2016-08-04,16.5
2016-08-05,15.0
2016-08-08,16.5
2016-08-09,13.050000190734863
2016-08-10,15.0
2016-08-11,20.0
2016-08-12,24.5
2016-08-15,23.5
2016-08-16,23.5
2016-08-17,24.0
2016-08-18,23.5
2016-08-19,23.049999237060547
2016-08-22,21.5
2016-08-23,21.0
2016-08-24,21.0
2016-08-25,21.0
2016-08-26,19.5
2016-08-29,21.5
2016-08-30,25.0
2016-08-31,25.0
2016-09-01,25.0
2016-09-02,23.75
2016-09-06,23.5
2016-09-07,25.5
2016-09-08,24.0
2016-09-09,24.5
2016-09-12,22.5
2016-09-13,21.0
2016-09-14,20.0
2016-09-15,24.5
2016-09-16,22.5
2016-09-19,20.0
2016-09-20,19.5
2016-09-21,20.75
2016-09-22,19.5
2016-09-23,20.450000762939453
2016-09-26,20.0
2016-09-27,20.0
2016-09-28,20.100000381469727
2016-09-29,20.0
2016-09-30,20.549999237060547
2016-10-03,20.0
2016-10-04,19.5
2016-10-05,20.5
2016-10-06,21.0
2016-10-07,21.0
2016-10-10,22.0
2016-10-11,20.5
2016-10-12,21.25
2016-10-13,20.0
2016-10-14,19.0
2016-10-17,19.0
2016-10-18,19.0
2016-10-19,19.200000762939453
2016-10-20,20.0
2016-10-21,19.0
2016-10-24,18.899999618530273
2016-10-25,18.899999618530273
2016-10-26,17.75
2016-10-27,18.0
2016-10-28,18.0
2016-10-31,18.25
2016-11-01,18.0
2016-11-02,14.25
2016-11-03,14.5
2016-11-04,14.5
2016-11-07,15.050000190734863
2016-11-08,16.0
2016-11-09,16.0
2016-11-10,16.25
2016-11-11,15.0
2016-11-14,15.0
2016-11-15,14.5
2016-11-16,14.0
2016-11-17,14.649999618530273
2016-11-18,14.0
2016-11-21,13.149999618530273
2016-11-22,11.350000381469727
2016-11-23,11.949999809265137
2016-11-25,10.050000190734863
2016-11-28,11.0
2016-11-29,11.0
2016-11-30,12.0
2016-12-01,12.75
2016-12-02,13.0
2016-12-05,13.5
2016-12-06,14.0
2016-12-07,13.5
2016-12-08,13.350000381469727
2016-12-09,14.0
2016-12-12,14.449999809265137
2016-12-13,12.25
2016-12-14,13.0
2016-12-15,12.25
2016-12-16,10.75
2016-12-19,10.75
2016-12-20,10.75
2016-12-21,11.0
2016-12-22,10.5
2016-12-23,7.5
2016-12-27,7.5
2016-12-28,7.5
2016-12-29,7.5
2016-12-30,6.900000095367432
2017-01-03,8.5
2017-01-04,7.900000095367432
2017-01-05,8.0
2017-01-06,8.0
2017-01-09,8.550000190734863
2017-01-10,8.5
2017-01-11,8.899999618530273
2017-01-12,8.800000190734863
2017-01-13,9.300000190734863
2017-01-17,9.5
2017-01-18,9.25
2017-01-19,9.5
2017-01-20,9.25
2017-01-23,9.0
2017-01-24,10.0
2017-01-25,10.75
2017-01-26,10.5
2017-01-27,10.5
2017-01-30,10.5
2017-01-31,10.25
2017-02-01,10.0
2017-02-02,9.899999618530273
2017-02-03,10.0
2017-02-06,10.5
2017-02-07,10.5
2017-02-08,11.0
2017-02-09,10.25
2017-02-10,10.5
2017-02-13,11.0
2017-02-14,10.5
2017-02-15,11.0
2017-02-16,11.0
2017-02-17,10.100000381469727
2017-02-21,11.0
2017-02-22,10.949999809265137
2017-02-23,10.649999618530273
2017-02-24,10.0
2017-02-27,10.899999618530273
2017-02-28,10.5
2017-03-01,11.0
2017-03-02,10.0
2017-03-03,9.899999618530273
2017-03-06,9.75
2017-03-07,9.449999809265137
2017-03-08,9.75
2017-03-09,9.550000190734863
2017-03-10,10.0
2017-03-13,10.25
2017-03-14,10.350000381469727
2017-03-15,10.0
2017-03-16,9.5
2017-03-17,10.050000190734863
2017-03-20,10.0
2017-03-21,9.5
2017-03-22,9.0
2017-03-23,9.5
2017-03-24,9.25
2017-03-27,9.399999618530273
2017-03-28,9.0
2017-03-29,9.5
2017-03-30,8.75
2017-03-31,8.5
2017-04-03,8.25
2017-04-04,8.5
2017-04-05,8.75
2017-04-06,8.5
2017-04-07,8.0
2017-04-10,8.0
2017-04-11,8.199999809265137
2017-04-12,8.0
2017-04-13,8.5
2017-04-17,8.25
2017-04-18,8.050000190734863
2017-04-19,8.0
2017-04-20,8.5
2017-04-21,9.600000381469727
2017-04-24,9.25
2017-04-25,8.5
2017-04-26,8.5
2017-04-27,8.75
2017-04-28,8.75
2017-05-01,9.5
2017-05-02,9.550000190734863
2017-05-03,9.0
2017-05-04,9.5
2017-05-05,8.75
2017-05-08,8.600000381469727
2017-05-09,8.5
2017-05-10,8.5
2017-05-11,9.399999618530273
2017-05-12,9.5
2017-05-15,8.649999618530273
2017-05-16,9.100000381469727
2017-05-17,8.800000190734863
2017-05-18,9.25
2017-05-19,9.5
2017-05-22,8.75
2017-05-23,8.899999618530273
2017-05-24,9.399999618530273
2017-05-25,9.050000190734863
2017-05-26,9.5
2017-05-30,9.0
2017-05-31,9.5
2017-06-01,8.649999618530273
2017-06-02,9.25
2017-06-05,9.25
2017-06-06,9.25
2017-06-07,9.25
2017-06-08,8.800000190734863
2017-06-09,9.25
2017-06-12,9.25
2017-06-13,8.75
2017-06-14,8.5
2017-06-15,9.25
2017-06-16,9.149999618530273
2017-06-19,9.0
2017-06-20,9.0
2017-06-21,9.25
2017-06-22,8.75
2017-06-23,8.75
2017-06-26,9.25
2017-06-27,8.699999809265137
2017-06-28,9.0
2017-06-29,9.0
2017-06-30,8.5
2017-07-03,8.699999809265137
2017-07-05,9.0
2017-07-06,9.0
2017-07-07,9.600000381469727
2017-07-10,9.300000190734863
2017-07-11,9.0
2017-07-12,9.0
2017-07-13,9.0
2017-07-14,9.0
2017-07-17,9.399999618530273
2017-07-18,10.0
2017-07-19,11.449999809265137
2017-07-20,12.5
2017-07-21,14.0
2017-07-24,17.5
2017-07-25,19.100000381469727
2017-07-26,21.5
2017-07-27,22.75
2017-07-28,19.149999618530273
2017-07-31,19.0
2017-08-01,21.149999618530273
2017-08-02,21.5
2017-08-03,22.0
2017-08-04,21.799999237060547
2017-08-07,24.75
2017-08-08,30.0
2017-08-09,24.100000381469727
2017-08-10,21.0
2017-08-11,23.5
2017-08-14,26.5
2017-08-15,26.0
2017-08-16,25.0
2017-08-17,24.5
2017-08-18,24.0
2017-08-21,22.149999618530273
2017-08-22,20.5
2017-08-23,22.0
2017-08-24,20.0
2017-08-25,19.0
2017-08-28,17.5
2017-08-29,17.5
2017-08-30,12.100000381469727
2017-08-31,12.899999618530273
2017-09-01,14.25
2017-09-05,14.699999809265137
2017-09-06,14.0
2017-09-07,14.699999809265137
2017-09-08,15.100000381469727
2017-09-11,16.299999237060547
2017-09-12,15.25
2017-09-13,14.510000228881836
2017-09-14,14.300000190734863
2017-09-15,13.149999618530273
2017-09-18,13.899999618530273
2017-09-19,13.149999618530273
2017-09-20,12.399999618530273
2017-09-21,11.5
2017-09-22,11.5
2017-09-25,11.0
2017-09-26,11.0
2017-09-27,11.5
2017-09-28,11.149999618530273
2017-09-29,11.25
2017-10-02,10.600000381469727
2017-10-03,10.649999618530273
2017-10-04,11.0
2017-10-05,10.899999618530273
2017-10-06,10.859999656677246
2017-10-09,10.020000457763672
2017-10-10,10.020000457763672
2017-10-11,10.25
2017-10-12,10.039999961853027
2017-10-13,10.020000457763672
2017-10-16,9.0
2017-10-17,7.050000190734863
2017-10-18,6.400000095367432
2017-10-19,6.25
2017-10-20,6.699999809265137
2017-10-23,7.03000020980835
2017-10-24,7.199999809265137
2017-10-25,7.25
2017-10-26,7.269999980926514
2017-10-27,7.900000095367432
2017-10-30,8.0
2017-10-31,8.0
2017-11-01,8.25
2017-11-02,8.25
2017-11-03,8.25
2017-11-06,8.0
2017-11-07,8.050000190734863
2017-11-08,7.820000171661377
2017-11-09,7.75
2017-11-10,7.599999904632568
2017-11-13,7.25
2017-11-14,6.909999847412109
2017-11-15,6.900000095367432
2017-11-16,6.800000190734863
2017-11-17,7.090000152587891
2017-11-20,7.0
2017-11-21,7.0
2017-11-22,6.800000190734863
2017-11-24,6.5
2017-11-27,5.900000095367432
2017-11-28,5.550000190734863
2017-11-29,5.949999809265137
2017-11-30,6.349999904632568
2017-12-01,6.5
2017-12-04,6.300000190734863
2017-12-05,5.75
2017-12-06,5.03000020980835
2017-12-07,4.699999809265137
2017-12-08,5.0
2017-12-11,6.0
2017-12-12,5.599999904632568
2017-12-13,5.449999809265137
2017-12-14,6.0
2017-12-15,5.550000190734863
2017-12-18,6.0
2017-12-19,5.46999979019165
2017-12-20,5.449999809265137
2017-12-21,5.050000190734863
2017-12-22,5.050000190734863
2017-12-26,5.099999904632568
2017-12-27,5.25
2017-12-28,5.0
2017-12-29,4.5
2018-01-02,4.550000190734863
2018-01-03,4.75
2018-01-04,5.099999904632568
2018-01-05,5.099999904632568
2018-01-08,4.900000095367432
2018-01-09,4.775000095367432
2018-01-10,5.25
2018-01-11,5.0
2018-01-12,5.5
2018-01-16,7.5
2018-01-17,8.630000114440918
2018-01-18,13.949999809265137
2018-01-19,14.489999771118164
2018-01-22,10.0
2018-01-23,8.510000228881836
2018-01-24,7.0
2018-01-25,9.5
2018-01-26,8.0
2018-01-29,7.900000095367432
2018-01-30,7.5
2018-01-31,7.989999771118164
2018-02-01,7.150000095367432
2018-02-02,7.550000190734863
2018-02-05,7.800000190734863
2018-02-06,8.989999771118164
2018-02-07,8.0
2018-02-08,8.199999809265137
2018-02-09,8.199999809265137
2018-02-12,8.800000190734863
2018-02-13,8.510000228881836
2018-02-14,3.119999885559082
2018-02-15,3.1700000762939453
2018-02-16,3.0199999809265137
2018-02-20,3.130000114440918
2018-02-21,3.009999990463257
2018-02-22,3.049999952316284
2018-02-23,2.990000009536743
2018-02-26,3.049999952316284
2018-02-27,2.9700000286102295
2018-02-28,2.9000000953674316
2018-03-01,2.8499999046325684
2018-03-02,2.559999942779541
2018-03-05,2.680000066757202
2018-03-06,2.609999895095825
2018-03-07,2.7300000190734863
2018-03-08,2.8399999141693115
2018-03-09,2.8499999046325684
2018-03-12,2.799999952316284
2018-03-13,2.8399999141693115
2018-03-14,2.8499999046325684
2018-03-15,2.75
2018-03-16,2.799999952316284
2018-03-19,2.890000104904175
2018-03-20,2.940000057220459
2018-03-21,2.859999895095825
2018-03-22,2.859999895095825
2018-03-23,2.799999952316284
2018-03-26,2.8459999561309814
2018-03-27,2.8499999046325684
2018-03-28,2.7699999809265137
2018-03-29,2.75
2018-04-02,2.890000104904175
2018-04-03,2.700000047683716
2018-04-04,2.690000057220459
2018-04-05,2.4000000953674316
2018-04-06,2.1700000762939453
2018-04-09,2.059999942779541
2018-04-10,2.0
2018-04-11,2.380000114440918
2018-04-12,2.4700000286102295
2018-04-13,2.4100000858306885
2018-04-16,2.0999999046325684
2018-04-17,1.940000057220459
2018-04-18,1.7599999904632568
2018-04-19,1.7599999904632568
2018-04-20,1.7419999837875366
2018-04-23,1.5149999856948853
2018-04-24,1.600000023841858
2018-04-25,1.4500000476837158
2018-04-26,1.3300000429153442
2018-04-27,1.4500000476837158
2018-04-30,1.4800000190734863
2018-05-01,1.5
2018-05-02,1.409999966621399
2018-05-03,1.5190000534057617
2018-05-04,1.4800000190734863
2018-05-07,4.039999961853027
2018-05-08,6.239999771118164
2018-05-09,4.929999828338623
2018-05-10,5.199999809265137
2018-05-11,5.75
2018-05-14,5.75
2018-05-15,5.460000038146973
2018-05-16,7.190000057220459
2018-05-17,8.010000228881836
2018-05-18,6.789999961853027
2018-05-21,7.090000152587891
2018-05-22,6.940000057220459
2018-05-23,7.21999979019165
2018-05-24,7.150000095367432
2018-05-25,7.179999828338623
2018-05-29,7.03000020980835
2018-05-30,7.25
2018-05-31,7.300000190734863
2018-06-01,7.079999923706055
2018-06-04,6.75
2018-06-05,6.559999942779541
2018-06-06,5.380000114440918
2018-06-07,5.659999847412109
2018-06-08,5.550000190734863
2018-06-11,5.46999979019165
2018-06-12,6.21999979019165
2018-06-13,6.070000171661377
2018-06-14,5.800000190734863
2018-06-15,5.460000038146973
2018-06-18,5.519999980926514
2018-06-19,5.489999771118164
2018-06-20,5.599999904632568
2018-06-21,5.369999885559082
2018-06-22,5.460000038146973
2018-06-25,5.260000228881836
2018-06-26,5.5
2018-06-27,5.230000019073486
2018-06-28,5.449999809265137
2018-06-29,5.130000114440918
2018-07-02,4.789999961853027
2018-07-03,4.460000038146973
2018-07-05,3.9700000286102295
2018-07-06,3.7699999809265137
2018-07-09,4.059999942779541
2018-07-10,4.099999904632568
2018-07-11,4.199999809265137
2018-07-12,4.025000095367432
2018-07-13,3.930000066757202
2018-07-16,3.5999999046325684
2018-07-17,3.5999999046325684
2018-07-18,3.430000066757202
2018-07-19,3.549999952316284
2018-07-20,3.4200000762939453
2018-07-23,3.4800000190734863
2018-07-24,3.380000114440918
2018-07-25,3.359999895095825
2018-07-26,3.2799999713897705
2018-07-27,3.0999999046325684
2018-07-30,2.9200000762939453
2018-07-31,2.930000066757202
2018-08-01,2.8499999046325684
2018-08-02,2.869999885559082
2018-08-03,3.4000000953674316
2018-08-06,4.420000076293945
2018-08-07,4.349999904632568
2018-08-08,3.950000047683716
2018-08-09,4.050000190734863
2018-08-10,3.684999942779541
2018-08-13,3.7699999809265137
2018-08-14,3.5899999141693115
2018-08-15,3.5199999809265137
2018-08-16,3.559999942779541
2018-08-17,3.4000000953674316
2018-08-20,3.319999933242798
2018-08-21,3.2300000190734863
2018-08-22,3.109999895095825
2018-08-23,3.2699999809265137
2018-08-24,3.190000057220459
2018-08-27,3.200000047683716
2018-08-28,3.1500000953674316
2018-08-29,3.200000047683716
2018-08-30,3.0899999141693115
2018-08-31,3.190000057220459
2018-09-04,3.440000057220459
2018-09-05,3.4600000381469727
2018-09-06,3.369999885559082
2018-09-07,3.190000057220459
2018-09-10,3.1700000762939453
2018-09-11,3.049999952316284
2018-09-12,3.049999952316284
2018-09-13,3.049999952316284
2018-09-14,2.6500000953674316
2018-09-17,2.6500000953674316
2018-09-18,2.440000057220459
2018-09-19,2.380000114440918
2018-09-20,2.549999952316284
2018-09-21,2.509999990463257
2018-09-24,2.369999885559082
2018-09-25,2.369999885559082
2018-09-26,2.390000104904175
2018-09-27,2.4100000858306885
2018-09-28,2.450000047683716
2018-10-01,2.359999895095825
2018-10-02,2.3399999141693115
2018-10-03,2.359999895095825
2018-10-04,2.299999952316284
2018-10-05,2.2100000381469727
2018-10-08,2.180000066757202
2018-10-09,2.069999933242798
2018-10-10,1.9700000286102295
2018-10-11,2.0299999713897705
2018-10-12,2.1600000858306885
2018-10-15,2.190000057220459
2018-10-16,3.559999942779541
2018-10-17,2.450000047683716
2018-10-18,2.240000009536743
2018-10-19,2.194999933242798
2018-10-22,2.309999942779541
2018-10-23,2.1500000953674316
2018-10-24,2.0399999618530273
2018-10-25,2.109999895095825
2018-10-26,2.0899999141693115
2018-10-29,2.1700000762939453
2018-10-30,2.0799999237060547
2018-10-31,2.130000114440918
2018-11-01,2.200000047683716
2018-11-02,2.2699999809265137
2018-11-05,2.1600000858306885
2018-11-06,2.180000066757202
2018-11-07,2.240000009536743
2018-11-08,2.2899999618530273
2018-11-09,2.390000104904175
2018-11-12,2.319999933242798
2018-11-13,2.3399999141693115
2018-11-14,2.6500000953674316
2018-11-15,2.4700000286102295
2018-11-16,2.630000114440918
2018-11-19,2.450000047683716
2018-11-20,2.3499999046325684
2018-11-21,2.430000066757202
2018-11-23,2.369999885559082
2018-11-26,2.4200000762939453
2018-11-27,2.309999942779541
2018-11-28,2.2100000381469727
2018-11-29,2.200000047683716
2018-11-30,2.2100000381469727
2018-12-03,2.200000047683716
2018-12-04,2.0799999237060547
2018-12-06,2.0999999046325684
2018-12-07,2.109999895095825
2018-12-10,2.069999933242798
2018-12-11,2.059999942779541
2018-12-12,2.059999942779541
2018-12-13,1.899999976158142
2018-12-14,1.8799999952316284
2018-12-17,1.9600000381469727
2018-12-18,1.809999942779541
2018-12-19,1.850000023841858
2018-12-20,1.7400000095367432
2018-12-21,1.590000033378601
2018-12-24,1.7100000381469727
2018-12-26,1.8300000429153442
2018-12-27,1.75
2018-12-28,1.7699999809265137
2018-12-31,1.7200000286102295
2019-01-02,1.7999999523162842
2019-01-03,1.7799999713897705
2019-01-04,1.850000023841858
2019-01-07,1.940000057220459
2019-01-08,1.840000033378601
2019-01-09,1.8700000047683716
2019-01-10,1.909999966621399
2019-01-11,1.840000033378601
2019-01-14,1.840000033378601
2019-01-15,1.8300000429153442
2019-01-16,1.7899999618530273
2019-01-17,1.7400000095367432
2019-01-18,1.7899999618530273
2019-01-22,1.75
2019-01-23,2.25
2019-01-24,2.359999895095825
2019-01-25,2.390000104904175
2019-01-28,2.240000009536743
2019-01-29,2.119999885559082
2019-01-30,2.369999885559082
2019-01-31,2.2899999618530273
2019-02-01,2.2799999713897705
2019-02-04,2.240000009536743
2019-02-05,2.2100000381469727
2019-02-06,2.1500000953674316
2019-02-07,2.2100000381469727
2019-02-08,2.259999990463257
2019-02-11,2.1600000858306885
2019-02-12,2.1700000762939453
2019-02-13,2.4800000190734863
2019-02-14,2.5899999141693115
2019-02-15,2.9200000762939453
2019-02-19,3.049999952316284
2019-02-20,3.819999933242798
2019-02-21,3.5799999237060547
2019-02-22,3.509999990463257
2019-02-25,3.200000047683716
2019-02-26,3.75
2019-02-27,3.5799999237060547
2019-02-28,3.569999933242798
2019-03-01,3.450000047683716
2019-03-04,3.890000104904175
2019-03-05,3.9200000762939453
2019-03-06,3.6700000762939453
2019-03-07,3.5899999141693115
2019-03-08,3.2799999713897705
2019-03-11,3.365000009536743
2019-03-12,3.240000009536743
2019-03-13,3.049999952316284
2019-03-14,2.9000000953674316
2019-03-15,2.75
2019-03-18,2.690000057220459
2019-03-19,3.059999942779541
2019-03-20,3.140000104904175
2019-03-21,3.0
2019-03-22,2.880000114440918
2019-03-25,2.930000066757202
2019-03-26,2.950000047683716
