,ARLP
2003-10-14,7.639999866485596
2003-10-15,7.25
2003-10-16,7.1875
2003-10-17,7.09250020980835
2003-10-20,7.204999923706055
2003-10-21,7.40749979019165
2003-10-22,7.355000019073486
2003-10-23,7.355000019073486
2003-10-24,7.409999847412109
2003-10-27,7.360000133514404
2003-10-28,7.309999942779541
2003-10-29,7.222499847412109
2003-10-30,7.150000095367432
2003-10-31,7.332499980926514
2003-11-03,7.347499847412109
2003-11-04,7.367499828338623
2003-11-05,7.4375
2003-11-06,7.497499942779541
2003-11-07,7.697500228881836
2003-11-10,7.582499980926514
2003-11-11,7.75
2003-11-12,7.84250020980835
2003-11-13,7.764999866485596
2003-11-14,7.572500228881836
2003-11-17,7.862500190734863
2003-11-18,7.857500076293945
2003-11-19,7.71750020980835
2003-11-20,7.744999885559082
2003-11-21,7.632500171661377
2003-11-24,7.712500095367432
2003-11-25,7.737500190734863
2003-11-26,7.724999904632568
2003-11-28,7.869999885559082
2003-12-01,7.962500095367432
2003-12-02,7.992499828338623
2003-12-03,8.0024995803833
2003-12-04,7.864999771118164
2003-12-05,7.997499942779541
2003-12-08,8.197500228881836
2003-12-09,8.375
2003-12-10,8.162500381469727
2003-12-11,8.232500076293945
2003-12-12,8.302499771118164
2003-12-15,8.074999809265137
2003-12-16,8.25
2003-12-17,8.050000190734863
2003-12-18,8.225000381469727
2003-12-19,8.227499961853027
2003-12-22,8.270000457763672
2003-12-23,8.367500305175781
2003-12-24,8.34000015258789
2003-12-26,8.524999618530273
2003-12-29,8.625
2003-12-30,8.4375
2003-12-31,8.595000267028809
2004-01-02,8.552499771118164
2004-01-05,8.760000228881836
2004-01-06,8.9375
2004-01-07,8.90250015258789
2004-01-08,8.71500015258789
2004-01-09,8.875
2004-01-12,9.047499656677246
2004-01-13,8.854999542236328
2004-01-14,8.97249984741211
2004-01-15,7.947500228881836
2004-01-16,8.0
2004-01-20,8.177499771118164
2004-01-21,8.270000457763672
2004-01-22,8.2475004196167
2004-01-23,8.202500343322754
2004-01-26,8.369999885559082
2004-01-27,8.5600004196167
2004-01-28,8.649999618530273
2004-01-29,8.4350004196167
2004-01-30,8.4975004196167
2004-02-02,8.805000305175781
2004-02-03,8.5649995803833
2004-02-04,8.800000190734863
2004-02-05,8.962499618530273
2004-02-06,8.967499732971191
2004-02-09,8.949999809265137
2004-02-10,9.1225004196167
2004-02-11,9.017499923706055
2004-02-12,8.942500114440918
2004-02-13,9.024999618530273
2004-02-17,9.432499885559082
2004-02-18,9.3725004196167
2004-02-19,9.335000038146973
2004-02-20,9.3125
2004-02-23,9.302499771118164
2004-02-24,9.232500076293945
2004-02-25,9.237500190734863
2004-02-26,9.239999771118164
2004-02-27,9.3125
2004-03-01,9.662500381469727
2004-03-02,9.720000267028809
2004-03-03,9.71500015258789
2004-03-04,9.640000343322754
2004-03-05,9.587499618530273
2004-03-08,9.789999961853027
2004-03-09,9.7475004196167
2004-03-10,9.712499618530273
2004-03-11,9.387499809265137
2004-03-12,9.614999771118164
2004-03-15,9.3774995803833
2004-03-16,9.547499656677246
2004-03-17,9.537500381469727
2004-03-18,9.65250015258789
2004-03-19,9.482500076293945
2004-03-22,9.6875
2004-03-23,9.609999656677246
2004-03-24,9.71500015258789
2004-03-25,9.529999732971191
2004-03-26,9.487500190734863
2004-03-29,9.524999618530273
2004-03-30,9.670000076293945
2004-03-31,10.0
2004-04-01,9.97249984741211
2004-04-02,10.0
2004-04-05,9.78499984741211
2004-04-06,9.577500343322754
2004-04-07,9.797499656677246
2004-04-08,9.90250015258789
2004-04-12,9.657500267028809
2004-04-13,9.085000038146973
2004-04-14,8.539999961853027
2004-04-15,9.227499961853027
2004-04-16,9.3725004196167
2004-04-19,9.107500076293945
2004-04-20,9.260000228881836
2004-04-21,8.71500015258789
2004-04-22,9.262499809265137
2004-04-23,9.582500457763672
2004-04-26,9.805000305175781
2004-04-27,10.175000190734863
2004-04-28,10.350000381469727
2004-04-29,9.739999771118164
2004-04-30,9.667499542236328
2004-05-03,9.97249984741211
2004-05-04,10.2475004196167
2004-05-05,10.149999618530273
2004-05-06,9.7524995803833
2004-05-07,9.520000457763672
2004-05-10,9.25
2004-05-11,9.545000076293945
2004-05-12,9.467499732971191
2004-05-13,9.399999618530273
2004-05-14,9.399999618530273
2004-05-17,9.617500305175781
2004-05-18,9.800000190734863
2004-05-19,9.65250015258789
2004-05-20,9.710000038146973
2004-05-21,9.517499923706055
2004-05-24,9.619999885559082
2004-05-25,9.987500190734863
2004-05-26,10.102499961853027
2004-05-27,10.192500114440918
2004-05-28,10.055000305175781
2004-06-01,10.109999656677246
2004-06-02,10.4375
2004-06-03,10.505000114440918
2004-06-04,10.375
2004-06-07,10.5625
2004-06-08,10.5625
2004-06-09,10.175000190734863
2004-06-10,10.425000190734863
2004-06-14,10.520000457763672
2004-06-15,10.72249984741211
2004-06-16,10.8725004196167
2004-06-17,10.729999542236328
2004-06-18,10.630000114440918
2004-06-21,10.862500190734863
2004-06-22,11.047499656677246
2004-06-23,11.1850004196167
2004-06-24,11.4399995803833
2004-06-25,11.244999885559082
2004-06-28,11.012499809265137
2004-06-29,11.319999694824219
2004-06-30,11.664999961853027
2004-07-01,11.6875
2004-07-02,11.772500038146973
2004-07-06,12.164999961853027
2004-07-07,12.077500343322754
2004-07-08,12.125
2004-07-09,11.97249984741211
2004-07-12,11.8725004196167
2004-07-13,11.8149995803833
2004-07-14,11.982500076293945
2004-07-15,12.217499732971191
2004-07-16,12.375
2004-07-19,12.399999618530273
2004-07-20,11.960000038146973
2004-07-21,11.97249984741211
2004-07-22,11.414999961853027
2004-07-23,11.392499923706055
2004-07-26,11.202500343322754
2004-07-27,11.449999809265137
2004-07-28,11.9375
2004-07-29,11.845000267028809
2004-07-30,12.297499656677246
2004-08-02,12.302499771118164
2004-08-03,12.662500381469727
2004-08-04,12.890000343322754
2004-08-05,12.1225004196167
2004-08-06,11.667499542236328
2004-08-09,12.154999732971191
2004-08-10,12.3125
2004-08-11,12.2475004196167
2004-08-12,12.335000038146973
2004-08-13,12.487500190734863
2004-08-16,12.6274995803833
2004-08-17,12.675000190734863
2004-08-18,12.899999618530273
2004-08-19,12.6875
2004-08-20,12.182499885559082
2004-08-23,12.305000305175781
2004-08-24,12.324999809265137
2004-08-25,12.292499542236328
2004-08-26,12.029999732971191
2004-08-27,12.5
2004-08-30,12.420000076293945
2004-08-31,12.295000076293945
2004-09-01,12.432499885559082
2004-09-02,12.467499732971191
2004-09-03,12.307499885559082
2004-09-07,12.782500267028809
2004-09-08,12.547499656677246
2004-09-09,12.744999885559082
2004-09-10,12.707500457763672
2004-09-13,13.074999809265137
2004-09-14,13.34000015258789
2004-09-15,13.232500076293945
2004-09-16,13.452500343322754
2004-09-17,13.302499771118164
2004-09-20,13.302499771118164
2004-09-21,13.257499694824219
2004-09-22,13.242500305175781
2004-09-23,13.162500381469727
2004-09-24,13.327500343322754
2004-09-27,13.507499694824219
2004-09-28,13.802499771118164
2004-09-29,13.989999771118164
2004-09-30,13.917499542236328
2004-10-01,14.020000457763672
2004-10-04,14.109999656677246
2004-10-05,14.420000076293945
2004-10-06,14.875
2004-10-07,14.84749984741211
2004-10-08,14.802499771118164
2004-10-11,14.6850004196167
2004-10-12,14.625
2004-10-13,14.487500190734863
2004-10-14,15.0649995803833
2004-10-15,15.324999809265137
2004-10-18,15.5
2004-10-19,15.647500038146973
2004-10-20,15.922499656677246
2004-10-21,15.779999732971191
2004-10-22,15.710000038146973
2004-10-25,16.1825008392334
2004-10-26,16.362499237060547
2004-10-27,15.557499885559082
2004-10-28,14.414999961853027
2004-10-29,14.475000381469727
2004-11-01,14.797499656677246
2004-11-02,14.537500381469727
2004-11-03,14.824999809265137
2004-11-04,15.117500305175781
2004-11-05,14.774999618530273
2004-11-08,14.494999885559082
2004-11-09,14.1875
2004-11-10,14.662500381469727
2004-11-11,14.850000381469727
2004-11-12,15.602499961853027
2004-11-15,15.675000190734863
2004-11-16,16.260000228881836
2004-11-17,16.282499313354492
2004-11-18,16.344999313354492
2004-11-19,16.127500534057617
2004-11-22,16.700000762939453
2004-11-23,17.299999237060547
2004-11-24,17.38249969482422
2004-11-26,17.489999771118164
2004-11-29,17.389999389648438
2004-11-30,17.5625
2004-12-01,16.997499465942383
2004-12-02,15.75
2004-12-03,16.454999923706055
2004-12-06,16.264999389648438
2004-12-07,15.824999809265137
2004-12-08,15.875
2004-12-09,16.510000228881836
2004-12-10,16.575000762939453
2004-12-13,16.627500534057617
2004-12-14,17.25
2004-12-15,17.475000381469727
2004-12-16,17.450000762939453
2004-12-17,17.485000610351562
2004-12-20,17.8174991607666
2004-12-21,18.212499618530273
2004-12-22,18.5
2004-12-23,18.184999465942383
2004-12-27,17.549999237060547
2004-12-28,17.829999923706055
2004-12-29,18.372499465942383
2004-12-30,18.1875
2004-12-31,18.5
2005-01-03,17.80500030517578
2005-01-04,17.537500381469727
2005-01-05,16.979999542236328
2005-01-06,16.97249984741211
2005-01-07,16.815000534057617
2005-01-10,17.450000762939453
2005-01-11,17.607500076293945
2005-01-12,17.649999618530273
2005-01-13,17.782499313354492
2005-01-14,18.1200008392334
2005-01-18,18.337499618530273
2005-01-19,17.897499084472656
2005-01-20,17.322500228881836
2005-01-21,17.825000762939453
2005-01-24,18.059999465942383
2005-01-25,17.885000228881836
2005-01-26,18.139999389648438
2005-01-27,17.832500457763672
2005-01-28,17.415000915527344
2005-01-31,17.53499984741211
2005-02-01,17.737499237060547
2005-02-02,18.0575008392334
2005-02-03,18.2450008392334
2005-02-04,18.104999542236328
2005-02-07,18.107500076293945
2005-02-08,17.899999618530273
2005-02-09,17.747499465942383
2005-02-10,17.887500762939453
2005-02-11,17.8075008392334
2005-02-14,17.854999542236328
2005-02-15,17.74250030517578
2005-02-16,17.962499618530273
2005-02-17,17.975000381469727
2005-02-18,17.84749984741211
2005-02-22,17.80500030517578
2005-02-23,18.274999618530273
2005-02-24,18.125
2005-02-25,18.752500534057617
2005-02-28,19.2549991607666
2005-03-01,19.05500030517578
2005-03-02,19.5625
2005-03-03,19.5049991607666
2005-03-04,19.9375
2005-03-07,19.700000762939453
2005-03-08,19.334999084472656
2005-03-09,19.174999237060547
2005-03-10,18.295000076293945
2005-03-11,18.40250015258789
2005-03-14,18.282499313354492
2005-03-15,18.21500015258789
2005-03-16,18.020000457763672
2005-03-17,18.600000381469727
2005-03-18,18.482500076293945
2005-03-21,18.572500228881836
2005-03-22,18.107500076293945
2005-03-23,17.3799991607666
2005-03-24,17.322500228881836
2005-03-28,16.434999465942383
2005-03-29,15.217499732971191
2005-03-30,15.654999732971191
2005-03-31,16.06999969482422
2005-04-01,16.392499923706055
2005-04-04,16.25
2005-04-05,16.375
2005-04-06,16.24250030517578
2005-04-07,16.387500762939453
2005-04-08,16.0625
2005-04-11,15.887499809265137
2005-04-12,15.725000381469727
2005-04-13,14.8100004196167
2005-04-14,14.442500114440918
2005-04-15,14.3774995803833
2005-04-18,14.382499694824219
2005-04-19,14.817500114440918
2005-04-20,14.59000015258789
2005-04-21,15.335000038146973
2005-04-22,16.25
2005-04-25,16.725000381469727
2005-04-26,16.407499313354492
2005-04-27,16.157499313354492
2005-04-28,15.6899995803833
2005-04-29,16.260000228881836
2005-05-02,16.600000381469727
2005-05-03,16.575000762939453
2005-05-04,16.670000076293945
2005-05-05,16.697500228881836
2005-05-06,16.924999237060547
2005-05-09,17.350000381469727
2005-05-10,17.1924991607666
2005-05-11,17.344999313354492
2005-05-12,17.212499618530273
2005-05-13,16.860000610351562
2005-05-16,16.6875
2005-05-17,17.112499237060547
2005-05-18,17.247499465942383
2005-05-19,17.087499618530273
2005-05-20,17.297500610351562
2005-05-23,17.364999771118164
2005-05-24,17.537500381469727
2005-05-25,17.575000762939453
2005-05-26,17.729999542236328
2005-05-27,17.77750015258789
2005-05-31,17.802499771118164
2005-06-01,18.075000762939453
2005-06-02,18.3125
2005-06-03,18.2549991607666
2005-06-06,18.540000915527344
2005-06-07,18.545000076293945
2005-06-08,18.290000915527344
2005-06-09,18.375
2005-06-10,18.292499542236328
2005-06-13,18.28499984741211
2005-06-14,18.020000457763672
2005-06-15,18.2450008392334
2005-06-16,18.575000762939453
2005-06-17,18.84000015258789
2005-06-20,18.9950008392334
2005-06-21,18.877500534057617
2005-06-22,18.760000228881836
2005-06-23,18.625
2005-06-24,18.337499618530273
2005-06-27,18.38249969482422
2005-06-28,18.167499542236328
2005-06-29,18.412500381469727
2005-06-30,18.5
2005-07-01,18.729999542236328
2005-07-05,18.6875
2005-07-06,18.75
2005-07-07,18.844999313354492
2005-07-08,18.975000381469727
2005-07-11,19.014999389648438
2005-07-12,19.334999084472656
2005-07-13,19.229999542236328
2005-07-14,18.75749969482422
2005-07-15,17.8125
2005-07-18,18.1825008392334
2005-07-19,18.790000915527344
2005-07-20,18.912500381469727
2005-07-21,18.96500015258789
2005-07-22,19.247499465942383
2005-07-25,19.270000457763672
2005-07-26,19.142499923706055
2005-07-27,19.674999237060547
2005-07-28,20.225000381469727
2005-07-29,20.985000610351562
2005-08-01,22.13249969482422
2005-08-02,22.61750030517578
2005-08-03,22.852500915527344
2005-08-04,22.299999237060547
2005-08-05,22.5
2005-08-08,23.0
2005-08-09,23.454999923706055
2005-08-10,23.322500228881836
2005-08-11,23.72249984741211
2005-08-12,24.05500030517578
2005-08-15,22.774999618530273
2005-08-16,22.032499313354492
2005-08-17,22.165000915527344
2005-08-18,21.979999542236328
2005-08-19,22.592500686645508
2005-08-22,23.184999465942383
2005-08-23,23.0
2005-08-24,23.040000915527344
2005-08-25,22.877500534057617
2005-08-26,22.5
2005-08-29,22.24250030517578
2005-08-30,22.329999923706055
2005-08-31,22.982500076293945
2005-09-01,22.875
2005-09-02,22.350000381469727
2005-09-06,22.052499771118164
2005-09-07,22.002500534057617
2005-09-08,22.102500915527344
2005-09-09,22.72249984741211
2005-09-12,22.174999237060547
2005-09-13,22.002500534057617
2005-09-14,22.052499771118164
2005-09-15,22.045000076293945
2005-09-16,22.469999313354492
2005-09-19,23.264999389648438
2005-09-20,22.649999618530273
2005-09-21,23.0
2005-09-22,22.59000015258789
2005-09-23,22.014999389648438
2005-09-26,22.9950008392334
2005-09-27,23.104999542236328
2005-09-28,22.959999084472656
2005-09-29,22.975000381469727
2005-09-30,22.969999313354492
2005-10-03,22.959999084472656
2005-10-04,23.09000015258789
2005-10-05,21.344999313354492
2005-10-06,20.93000030517578
2005-10-07,21.25
2005-10-10,21.5049991607666
2005-10-11,21.674999237060547
2005-10-12,21.1299991607666
2005-10-13,20.25
2005-10-14,20.049999237060547
2005-10-17,20.75
2005-10-18,19.895000457763672
2005-10-19,20.149999618530273
2005-10-20,19.155000686645508
2005-10-21,19.760000228881836
2005-10-24,21.354999542236328
2005-10-25,21.540000915527344
2005-10-26,21.100000381469727
2005-10-27,20.309999465942383
2005-10-28,20.274999618530273
2005-10-31,21.1200008392334
2005-11-01,20.844999313354492
2005-11-02,21.1299991607666
2005-11-03,21.145000457763672
2005-11-04,20.8700008392334
2005-11-07,20.69499969482422
2005-11-08,20.71500015258789
2005-11-09,20.854999542236328
2005-11-10,20.549999237060547
2005-11-11,20.75
2005-11-14,20.399999618530273
2005-11-15,20.235000610351562
2005-11-16,19.93000030517578
2005-11-17,20.575000762939453
2005-11-18,20.149999618530273
2005-11-21,20.184999465942383
2005-11-22,20.155000686645508
2005-11-23,20.139999389648438
2005-11-25,20.200000762939453
2005-11-28,19.625
2005-11-29,19.760000228881836
2005-11-30,19.899999618530273
2005-12-01,20.075000762939453
2005-12-02,20.209999084472656
2005-12-05,20.350000381469727
2005-12-06,20.684999465942383
2005-12-07,20.405000686645508
2005-12-08,20.174999237060547
2005-12-09,19.8700008392334
2005-12-12,19.69499969482422
2005-12-13,19.4950008392334
2005-12-14,19.295000076293945
2005-12-15,19.065000534057617
2005-12-16,18.864999771118164
2005-12-19,18.329999923706055
2005-12-20,17.809999465942383
2005-12-21,18.2450008392334
2005-12-22,18.485000610351562
2005-12-23,18.225000381469727
2005-12-27,18.18000030517578
2005-12-28,18.405000686645508
2005-12-29,18.674999237060547
2005-12-30,18.600000381469727
2006-01-03,18.94499969482422
2006-01-04,19.19499969482422
2006-01-05,19.479999542236328
2006-01-06,19.899999618530273
2006-01-09,19.510000228881836
2006-01-10,19.395000457763672
2006-01-11,19.655000686645508
2006-01-12,19.309999465942383
2006-01-13,19.520000457763672
2006-01-17,19.55500030517578
2006-01-18,19.549999237060547
2006-01-19,19.725000381469727
2006-01-20,19.670000076293945
2006-01-23,19.520000457763672
2006-01-24,19.6200008392334
2006-01-25,19.264999389648438
2006-01-26,19.024999618530273
2006-01-27,18.954999923706055
2006-01-30,18.9950008392334
2006-01-31,19.0
2006-02-01,19.600000381469727
2006-02-02,19.78499984741211
2006-02-03,19.815000534057617
2006-02-06,20.225000381469727
2006-02-07,19.760000228881836
2006-02-08,19.69499969482422
2006-02-09,19.225000381469727
2006-02-10,18.94499969482422
2006-02-13,18.405000686645508
2006-02-14,18.065000534057617
2006-02-15,18.06999969482422
2006-02-16,18.200000762939453
2006-02-17,18.540000915527344
2006-02-21,18.700000762939453
2006-02-22,18.7450008392334
2006-02-23,18.704999923706055
2006-02-24,18.809999465942383
2006-02-27,18.59000015258789
2006-02-28,18.454999923706055
2006-03-01,18.510000228881836
2006-03-02,18.65999984741211
2006-03-03,18.69499969482422
2006-03-06,18.4950008392334
2006-03-07,18.350000381469727
2006-03-08,18.25
2006-03-09,18.21500015258789
2006-03-10,18.15999984741211
2006-03-13,18.354999542236328
2006-03-14,18.30500030517578
2006-03-15,18.219999313354492
2006-03-16,18.06999969482422
2006-03-17,18.084999084472656
2006-03-20,17.520000457763672
2006-03-21,17.1200008392334
2006-03-22,17.540000915527344
2006-03-23,17.915000915527344
2006-03-24,17.825000762939453
2006-03-27,17.90999984741211
2006-03-28,17.75
2006-03-29,17.760000228881836
2006-03-30,18.079999923706055
2006-03-31,18.049999237060547
2006-04-03,17.889999389648438
2006-04-04,17.665000915527344
2006-04-05,17.899999618530273
2006-04-06,18.385000228881836
2006-04-07,18.674999237060547
2006-04-10,18.5049991607666
2006-04-11,18.190000534057617
2006-04-12,18.049999237060547
2006-04-13,18.200000762939453
2006-04-17,18.125
2006-04-18,18.69499969482422
2006-04-19,18.649999618530273
2006-04-20,18.645000457763672
2006-04-21,19.489999771118164
2006-04-24,20.34000015258789
2006-04-25,20.645000457763672
2006-04-26,20.975000381469727
2006-04-27,20.700000762939453
2006-04-28,21.190000534057617
2006-05-01,21.739999771118164
2006-05-02,21.690000534057617
2006-05-03,21.165000915527344
2006-05-04,20.940000534057617
2006-05-05,21.25
2006-05-08,20.875
2006-05-09,21.065000534057617
2006-05-10,20.854999542236328
2006-05-11,20.579999923706055
2006-05-12,20.375
2006-05-15,19.834999084472656
2006-05-16,19.485000610351562
2006-05-17,18.950000762939453
2006-05-18,18.84000015258789
2006-05-19,18.53499984741211
2006-05-22,18.280000686645508
2006-05-23,18.014999389648438
2006-05-24,17.905000686645508
2006-05-25,18.19499969482422
2006-05-26,18.579999923706055
2006-05-30,18.309999465942383
2006-05-31,18.510000228881836
2006-06-01,18.55500030517578
2006-06-02,18.760000228881836
2006-06-05,18.540000915527344
2006-06-06,18.424999237060547
2006-06-07,18.1299991607666
2006-06-08,17.604999542236328
2006-06-09,17.584999084472656
2006-06-12,17.530000686645508
2006-06-13,17.155000686645508
2006-06-14,17.434999465942383
2006-06-15,17.55500030517578
2006-06-16,17.485000610351562
2006-06-19,17.4950008392334
2006-06-20,17.350000381469727
2006-06-21,17.649999618530273
2006-06-22,17.739999771118164
2006-06-23,17.68000030517578
2006-06-26,17.950000762939453
2006-06-27,18.03499984741211
2006-06-28,17.774999618530273
2006-06-29,17.875
2006-06-30,18.114999771118164
2006-07-03,18.225000381469727
2006-07-05,18.649999618530273
2006-07-06,18.600000381469727
2006-07-07,18.520000457763672
2006-07-10,18.655000686645508
2006-07-11,18.53499984741211
2006-07-12,18.3799991607666
2006-07-13,18.190000534057617
2006-07-14,18.045000076293945
2006-07-17,17.864999771118164
2006-07-18,17.934999465942383
2006-07-19,18.309999465942383
2006-07-20,18.014999389648438
2006-07-21,17.799999237060547
2006-07-24,17.790000915527344
2006-07-25,17.94499969482422
2006-07-26,17.90999984741211
2006-07-27,17.760000228881836
2006-07-28,17.905000686645508
2006-07-31,18.200000762939453
2006-08-01,18.600000381469727
2006-08-02,19.0
2006-08-03,19.100000381469727
2006-08-04,18.9950008392334
2006-08-07,19.110000610351562
2006-08-08,19.149999618530273
2006-08-09,19.0049991607666
2006-08-10,18.985000610351562
2006-08-11,18.825000762939453
2006-08-14,18.579999923706055
2006-08-15,18.69499969482422
2006-08-16,18.719999313354492
2006-08-17,18.635000228881836
2006-08-18,19.0
2006-08-21,18.7549991607666
2006-08-22,18.649999618530273
2006-08-23,18.489999771118164
2006-08-24,18.424999237060547
2006-08-25,18.5
2006-08-28,18.485000610351562
2006-08-29,18.479999542236328
2006-08-30,18.389999389648438
2006-08-31,18.344999313354492
2006-09-01,18.354999542236328
2006-09-05,18.344999313354492
2006-09-06,18.190000534057617
2006-09-07,17.7450008392334
2006-09-08,17.334999084472656
2006-09-11,17.309999465942383
2006-09-12,17.264999389648438
2006-09-13,17.399999618530273
2006-09-14,17.434999465942383
2006-09-15,17.450000762939453
2006-09-18,17.290000915527344
2006-09-19,17.375
2006-09-20,17.34000015258789
2006-09-21,17.485000610351562
2006-09-22,17.440000534057617
2006-09-25,17.274999618530273
2006-09-26,17.354999542236328
2006-09-27,17.43000030517578
2006-09-28,17.4950008392334
2006-09-29,17.40999984741211
2006-10-02,17.40999984741211
2006-10-03,17.229999542236328
2006-10-04,17.30500030517578
2006-10-05,17.3700008392334
2006-10-06,17.34000015258789
2006-10-09,17.280000686645508
2006-10-10,17.5049991607666
2006-10-11,17.520000457763672
2006-10-12,17.510000228881836
2006-10-13,17.459999084472656
2006-10-16,17.545000076293945
2006-10-17,17.6200008392334
2006-10-18,17.520000457763672
2006-10-19,17.709999084472656
2006-10-20,17.614999771118164
2006-10-23,17.864999771118164
2006-10-24,18.06999969482422
2006-10-25,18.344999313354492
2006-10-26,18.440000534057617
2006-10-27,18.479999542236328
2006-10-30,18.045000076293945
2006-10-31,17.80500030517578
2006-11-01,17.649999618530273
2006-11-02,17.4950008392334
2006-11-03,17.43000030517578
2006-11-06,17.360000610351562
2006-11-07,17.204999923706055
2006-11-08,17.270000457763672
2006-11-09,17.270000457763672
2006-11-10,17.290000915527344
2006-11-13,17.360000610351562
2006-11-14,17.334999084472656
2006-11-15,17.40999984741211
2006-11-16,17.315000534057617
2006-11-17,17.53499984741211
2006-11-20,17.219999313354492
2006-11-21,17.270000457763672
2006-11-22,17.280000686645508
2006-11-24,17.3799991607666
2006-11-27,17.225000381469727
2006-11-28,17.235000610351562
2006-11-29,17.260000228881836
2006-11-30,17.1200008392334
2006-12-01,17.125
2006-12-04,17.25
2006-12-05,17.510000228881836
2006-12-06,17.594999313354492
2006-12-07,17.815000534057617
2006-12-08,17.71500015258789
2006-12-11,17.59000015258789
2006-12-12,17.524999618530273
2006-12-13,17.514999389648438
2006-12-14,17.44499969482422
2006-12-15,17.709999084472656
2006-12-18,17.059999465942383
2006-12-19,16.934999465942383
2006-12-20,16.920000076293945
2006-12-21,17.0049991607666
2006-12-22,16.979999542236328
2006-12-26,16.989999771118164
2006-12-27,17.299999237060547
2006-12-28,17.21500015258789
2006-12-29,17.260000228881836
2007-01-03,16.9950008392334
2007-01-04,16.899999618530273
2007-01-05,16.854999542236328
2007-01-08,16.924999237060547
2007-01-09,16.825000762939453
2007-01-10,16.825000762939453
2007-01-11,16.975000381469727
2007-01-12,17.0049991607666
2007-01-16,16.885000228881836
2007-01-17,16.864999771118164
2007-01-18,16.854999542236328
2007-01-19,16.934999465942383
2007-01-22,16.889999389648438
2007-01-23,16.94499969482422
2007-01-24,16.924999237060547
2007-01-25,16.799999237060547
2007-01-26,16.885000228881836
2007-01-29,16.864999771118164
2007-01-30,17.024999618530273
2007-01-31,17.110000610351562
2007-02-01,17.364999771118164
2007-02-02,17.469999313354492
2007-02-05,17.5
2007-02-06,17.6200008392334
2007-02-07,17.59000015258789
2007-02-08,17.69499969482422
2007-02-09,17.610000610351562
2007-02-12,17.579999923706055
2007-02-13,17.600000381469727
2007-02-14,17.645000457763672
2007-02-15,17.625
2007-02-16,17.579999923706055
2007-02-20,17.489999771118164
2007-02-21,17.545000076293945
2007-02-22,17.729999542236328
2007-02-23,17.739999771118164
2007-02-26,17.81999969482422
2007-02-27,17.399999618530273
2007-02-28,17.350000381469727
2007-03-01,17.725000381469727
2007-03-02,17.600000381469727
2007-03-05,17.415000915527344
2007-03-06,17.6200008392334
2007-03-07,17.524999618530273
2007-03-08,17.3700008392334
2007-03-09,17.334999084472656
2007-03-12,17.510000228881836
2007-03-13,17.28499984741211
2007-03-14,17.125
2007-03-15,17.174999237060547
2007-03-16,17.315000534057617
2007-03-19,17.34000015258789
2007-03-20,17.344999313354492
2007-03-21,17.610000610351562
2007-03-22,17.75
2007-03-23,17.950000762939453
2007-03-26,18.2549991607666
2007-03-27,18.610000610351562
2007-03-28,18.55500030517578
2007-03-29,18.829999923706055
2007-03-30,18.959999084472656
2007-04-02,19.200000762939453
2007-04-03,19.1200008392334
2007-04-04,19.325000762939453
2007-04-05,19.674999237060547
2007-04-09,19.684999465942383
2007-04-10,19.645000457763672
2007-04-11,19.270000457763672
2007-04-12,19.75
2007-04-13,19.84000015258789
2007-04-16,20.1299991607666
2007-04-17,19.795000076293945
2007-04-18,20.0
2007-04-19,19.709999084472656
2007-04-20,19.940000534057617
2007-04-23,20.0
2007-04-24,20.024999618530273
2007-04-25,19.8799991607666
2007-04-26,19.795000076293945
2007-04-27,19.760000228881836
2007-04-30,19.860000610351562
2007-05-01,19.920000076293945
2007-05-02,19.725000381469727
2007-05-03,20.030000686645508
2007-05-04,19.979999542236328
2007-05-07,19.90999984741211
2007-05-08,19.975000381469727
2007-05-09,19.975000381469727
2007-05-10,20.0049991607666
2007-05-11,20.135000228881836
2007-05-14,20.170000076293945
2007-05-15,20.34000015258789
2007-05-16,20.280000686645508
2007-05-17,20.299999237060547
2007-05-18,20.7450008392334
2007-05-21,21.225000381469727
2007-05-22,21.415000915527344
2007-05-23,21.364999771118164
2007-05-24,21.145000457763672
2007-05-25,21.739999771118164
2007-05-29,21.520000457763672
2007-05-30,21.790000915527344
2007-05-31,21.94499969482422
2007-06-01,22.114999771118164
2007-06-04,22.649999618530273
2007-06-05,22.385000228881836
2007-06-06,21.7450008392334
2007-06-07,20.905000686645508
2007-06-08,21.0049991607666
2007-06-11,21.219999313354492
2007-06-12,21.34000015258789
2007-06-13,21.520000457763672
2007-06-14,21.895000457763672
2007-06-15,21.915000915527344
2007-06-18,21.799999237060547
2007-06-19,22.295000076293945
2007-06-20,21.780000686645508
2007-06-21,21.645000457763672
2007-06-22,21.149999618530273
2007-06-25,21.059999465942383
2007-06-26,20.485000610351562
2007-06-27,20.454999923706055
2007-06-28,20.655000686645508
2007-06-29,20.979999542236328
2007-07-02,20.860000610351562
2007-07-03,21.024999618530273
2007-07-05,21.18000030517578
2007-07-06,21.3799991607666
2007-07-09,21.485000610351562
2007-07-10,21.364999771118164
2007-07-11,21.15999984741211
2007-07-12,21.15999984741211
2007-07-13,21.25
2007-07-16,21.184999465942383
2007-07-17,20.860000610351562
2007-07-18,20.770000457763672
2007-07-19,20.670000076293945
2007-07-20,21.0
2007-07-23,20.875
2007-07-24,20.584999084472656
2007-07-25,20.239999771118164
2007-07-26,19.56999969482422
2007-07-27,19.594999313354492
2007-07-30,19.655000686645508
2007-07-31,20.25
