,BUSE
2003-03-19,47.70000076293945
2003-03-20,47.68000030517578
2003-03-21,47.70000076293945
2003-03-24,47.439998626708984
2003-03-25,48.7400016784668
2003-03-26,47.599998474121094
2003-03-27,46.900001525878906
2003-03-28,47.119998931884766
2003-03-31,46.79999923706055
2003-04-01,47.34000015258789
2003-04-02,47.34000015258789
2003-04-03,47.34000015258789
2003-04-04,47.0
2003-04-07,47.18000030517578
2003-04-08,47.34000015258789
2003-04-09,46.84000015258789
2003-04-10,46.959999084472656
2003-04-11,46.97999954223633
2003-04-14,47.720001220703125
2003-04-15,47.29999923706055
2003-04-16,46.939998626708984
2003-04-17,47.31999969482422
2003-04-21,47.0
2003-04-22,47.34000015258789
2003-04-23,47.70000076293945
2003-04-24,47.41999816894531
2003-04-25,47.400001525878906
2003-04-28,47.599998474121094
2003-04-29,47.040000915527344
2003-04-30,47.41999816894531
2003-05-01,47.400001525878906
2003-05-02,48.459999084472656
2003-05-05,47.20000076293945
2003-05-06,47.7400016784668
2003-05-07,46.84000015258789
2003-05-08,46.459999084472656
2003-05-09,47.5
2003-05-12,47.7599983215332
2003-05-13,48.0
2003-05-14,47.400001525878906
2003-05-15,47.97999954223633
2003-05-16,48.0
2003-05-19,46.79999923706055
2003-05-20,46.900001525878906
2003-05-21,46.52000045776367
2003-05-22,47.29999923706055
2003-05-23,47.0
2003-05-27,47.68000030517578
2003-05-28,47.0
2003-05-29,47.81999969482422
2003-05-30,47.84000015258789
2003-06-02,47.5
2003-06-03,49.279998779296875
2003-06-04,51.5
2003-06-05,51.20000076293945
2003-06-06,49.880001068115234
2003-06-09,48.619998931884766
2003-06-10,51.400001525878906
2003-06-11,51.0
2003-06-12,50.439998626708984
2003-06-13,49.959999084472656
2003-06-16,51.040000915527344
2003-06-17,50.29999923706055
2003-06-18,50.41999816894531
2003-06-19,50.0
2003-06-20,51.29999923706055
2003-06-23,48.7599983215332
2003-06-24,48.81999969482422
2003-06-25,48.7400016784668
2003-06-26,49.65999984741211
2003-06-27,48.7400016784668
2003-06-30,48.29999923706055
2003-07-01,50.060001373291016
2003-07-02,51.540000915527344
2003-07-03,51.060001373291016
2003-07-07,51.70000076293945
2003-07-08,51.5
2003-07-09,51.560001373291016
2003-07-10,51.08000183105469
2003-07-11,51.70000076293945
2003-07-14,52.0
2003-07-15,50.439998626708984
2003-07-16,50.5
2003-07-17,50.02000045776367
2003-07-18,51.459999084472656
2003-07-21,50.0
2003-07-22,52.31999969482422
2003-07-23,50.459999084472656
2003-07-24,51.31999969482422
2003-07-25,51.2400016784668
2003-07-28,52.0
2003-07-29,51.959999084472656
2003-07-30,51.70000076293945
2003-07-31,51.97999954223633
2003-08-01,51.040000915527344
2003-08-04,50.619998931884766
2003-08-05,50.400001525878906
2003-08-06,49.5
2003-08-07,49.5
2003-08-08,49.619998931884766
2003-08-11,50.380001068115234
2003-08-12,50.939998626708984
2003-08-13,50.400001525878906
2003-08-14,52.0
2003-08-15,51.18000030517578
2003-08-18,53.0
2003-08-19,53.70000076293945
2003-08-20,52.900001525878906
2003-08-21,53.70000076293945
2003-08-22,51.599998474121094
2003-08-25,52.0
2003-08-26,52.459999084472656
2003-08-27,52.720001220703125
2003-08-28,52.68000030517578
2003-08-29,53.459999084472656
2003-09-02,55.0
2003-09-03,53.400001525878906
2003-09-04,54.5
2003-09-05,53.0
2003-09-08,52.900001525878906
2003-09-09,53.65999984741211
2003-09-10,52.02000045776367
2003-09-11,52.68000030517578
2003-09-12,52.70000076293945
2003-09-15,52.0
2003-09-16,52.119998931884766
2003-09-17,53.58000183105469
2003-09-18,53.34000015258789
2003-09-19,55.0
2003-09-22,55.0
2003-09-23,54.13999938964844
2003-09-24,52.7400016784668
2003-09-25,51.599998474121094
2003-09-26,51.599998474121094
2003-09-29,52.560001373291016
2003-09-30,51.599998474121094
2003-10-01,53.400001525878906
2003-10-02,53.65999984741211
2003-10-03,54.68000030517578
2003-10-06,54.70000076293945
2003-10-07,54.70000076293945
2003-10-08,54.36000061035156
2003-10-09,52.02000045776367
2003-10-10,53.97999954223633
2003-10-13,54.70000076293945
2003-10-14,53.540000915527344
2003-10-15,54.2400016784668
2003-10-16,54.779998779296875
2003-10-17,53.220001220703125
2003-10-20,53.619998931884766
2003-10-21,53.439998626708984
2003-10-22,52.79999923706055
2003-10-23,52.15999984741211
2003-10-24,52.400001525878906
2003-10-27,52.79999923706055
2003-10-28,54.0
2003-10-29,55.15999984741211
2003-10-30,54.02000045776367
2003-10-31,53.97999954223633
2003-11-03,55.540000915527344
2003-11-04,55.099998474121094
2003-11-05,55.720001220703125
2003-11-06,56.0
2003-11-07,56.400001525878906
2003-11-10,55.040000915527344
2003-11-11,54.65999984741211
2003-11-12,56.099998474121094
2003-11-13,56.439998626708984
2003-11-14,55.2400016784668
2003-11-17,54.79999923706055
2003-11-18,53.5
2003-11-19,54.29999923706055
2003-11-20,53.86000061035156
2003-11-21,53.52000045776367
2003-11-24,54.79999923706055
2003-11-25,54.220001220703125
2003-11-26,54.34000015258789
2003-11-28,54.02000045776367
2003-12-01,54.58000183105469
2003-12-02,53.939998626708984
2003-12-03,53.5
2003-12-04,53.959999084472656
2003-12-05,53.5
2003-12-08,54.5
2003-12-09,53.5
2003-12-10,53.5
2003-12-11,53.97999954223633
2003-12-12,54.5
2003-12-15,53.5
2003-12-16,54.15999984741211
2003-12-17,53.560001373291016
2003-12-18,53.86000061035156
2003-12-19,53.599998474121094
2003-12-22,53.599998474121094
2003-12-23,53.5
2003-12-24,53.5
2003-12-26,54.18000030517578
2003-12-29,54.439998626708984
2003-12-30,54.68000030517578
2003-12-31,54.0
2004-01-02,54.0
2004-01-05,54.47999954223633
2004-01-06,54.36000061035156
2004-01-07,54.20000076293945
2004-01-08,54.5
2004-01-09,54.119998931884766
2004-01-12,54.5
2004-01-13,54.400001525878906
2004-01-14,54.5
2004-01-15,54.15999984741211
2004-01-16,54.119998931884766
2004-01-20,53.7400016784668
2004-01-21,54.459999084472656
2004-01-22,53.52000045776367
2004-01-23,54.400001525878906
2004-01-26,55.060001373291016
2004-01-27,54.7599983215332
2004-01-28,54.34000015258789
2004-01-29,54.20000076293945
2004-01-30,53.79999923706055
2004-02-02,53.7400016784668
2004-02-03,54.400001525878906
2004-02-04,53.599998474121094
2004-02-05,53.70000076293945
2004-02-06,54.68000030517578
2004-02-09,54.34000015258789
2004-02-10,55.119998931884766
2004-02-11,55.13999938964844
2004-02-12,54.79999923706055
2004-02-13,53.5
2004-02-17,54.70000076293945
2004-02-18,54.31999969482422
2004-02-19,54.18000030517578
2004-02-20,53.720001220703125
2004-02-23,53.599998474121094
2004-02-24,53.599998474121094
2004-02-25,53.939998626708984
2004-02-26,54.720001220703125
2004-02-27,55.02000045776367
2004-03-01,55.0
2004-03-02,54.0
2004-03-03,54.720001220703125
2004-03-04,54.13999938964844
2004-03-05,55.119998931884766
2004-03-08,54.29999923706055
2004-03-09,54.0
2004-03-10,54.0
2004-03-11,54.0
2004-03-12,54.5
2004-03-15,54.0
2004-03-16,54.439998626708984
2004-03-17,55.560001373291016
2004-03-18,54.34000015258789
2004-03-19,54.0
2004-03-22,54.2599983215332
2004-03-23,54.02000045776367
2004-03-24,54.0
2004-03-25,55.279998779296875
2004-03-26,54.58000183105469
2004-03-29,54.900001525878906
2004-03-30,54.7599983215332
2004-03-31,54.18000030517578
2004-04-01,54.58000183105469
2004-04-02,55.400001525878906
2004-04-05,55.779998779296875
2004-04-06,55.459999084472656
2004-04-07,55.7599983215332
2004-04-08,55.040000915527344
2004-04-12,56.18000030517578
2004-04-13,54.5
2004-04-14,54.20000076293945
2004-04-15,54.119998931884766
2004-04-16,54.959999084472656
2004-04-19,55.08000183105469
2004-04-20,54.0
2004-04-21,54.65999984741211
2004-04-22,55.70000076293945
2004-04-23,55.5
2004-04-26,55.41999816894531
2004-04-27,56.29999923706055
2004-04-28,54.91999816894531
2004-04-29,54.619998931884766
2004-04-30,54.0
2004-05-03,54.279998779296875
2004-05-04,54.0
2004-05-05,54.02000045776367
2004-05-06,53.959999084472656
2004-05-07,53.959999084472656
2004-05-10,53.959999084472656
2004-05-11,54.5
2004-05-12,55.34000015258789
2004-05-13,54.81999969482422
2004-05-14,54.41999816894531
2004-05-17,54.34000015258789
2004-05-18,54.47999954223633
2004-05-19,54.7599983215332
2004-05-20,54.099998474121094
2004-05-21,54.540000915527344
2004-05-24,54.7599983215332
2004-05-25,55.79999923706055
2004-05-26,55.459999084472656
2004-05-27,54.84000015258789
2004-05-28,54.58000183105469
2004-06-01,54.79999923706055
2004-06-02,54.79999923706055
2004-06-03,54.5
2004-06-04,54.5
2004-06-07,55.439998626708984
2004-06-08,54.81999969482422
2004-06-09,54.5
2004-06-10,54.86000061035156
2004-06-14,54.5
2004-06-15,54.880001068115234
2004-06-16,55.31999969482422
2004-06-17,54.5
2004-06-18,54.63999938964844
2004-06-21,54.880001068115234
2004-06-22,55.84000015258789
2004-06-23,55.79999923706055
2004-06-24,55.58000183105469
2004-06-25,58.060001373291016
2004-06-28,56.65999984741211
2004-06-29,58.2599983215332
2004-06-30,58.58000183105469
2004-07-01,57.29999923706055
2004-07-02,58.2599983215332
2004-07-06,56.91999816894531
2004-07-07,57.15999984741211
2004-07-08,56.0
2004-07-09,56.220001220703125
2004-07-12,56.79999923706055
2004-07-13,57.84000015258789
2004-07-14,56.84000015258789
2004-07-15,56.97999954223633
2004-07-16,56.119998931884766
2004-07-19,56.7599983215332
2004-07-20,57.5
2004-07-21,56.0
2004-07-22,56.459999084472656
2004-07-23,56.79999923706055
2004-07-26,56.2400016784668
2004-07-27,56.86000061035156
2004-07-28,57.060001373291016
2004-07-29,58.18000030517578
2004-07-30,57.68000030517578
2004-08-02,57.97999954223633
2004-08-03,57.099998474121094
2004-08-04,58.529998779296875
2004-08-05,56.54999923706055
2004-08-06,55.97999954223633
2004-08-09,55.97999954223633
2004-08-10,56.70000076293945
2004-08-11,56.72999954223633
2004-08-12,55.97999954223633
2004-08-13,56.369998931884766
2004-08-16,57.56999969482422
2004-08-17,57.0
2004-08-18,57.0
2004-08-19,56.189998626708984
2004-08-20,57.689998626708984
2004-08-23,56.400001525878906
2004-08-24,57.630001068115234
2004-08-25,57.36000061035156
2004-08-26,56.52000045776367
2004-08-27,56.43000030517578
2004-08-30,56.790000915527344
2004-08-31,56.790000915527344
2004-09-01,56.52000045776367
2004-09-02,57.36000061035156
2004-09-03,56.81999969482422
2004-09-07,57.779998779296875
2004-09-08,56.849998474121094
2004-09-09,57.93000030517578
2004-09-10,58.560001373291016
2004-09-13,59.58000183105469
2004-09-14,58.77000045776367
2004-09-15,57.869998931884766
2004-09-16,58.13999938964844
2004-09-17,58.11000061035156
2004-09-20,57.36000061035156
2004-09-21,57.45000076293945
2004-09-22,56.369998931884766
2004-09-23,56.130001068115234
2004-09-24,55.95000076293945
2004-09-27,55.5
2004-09-28,56.61000061035156
2004-09-29,56.90999984741211
2004-09-30,57.33000183105469
2004-10-01,57.810001373291016
2004-10-04,57.869998931884766
2004-10-05,57.810001373291016
2004-10-06,58.13999938964844
2004-10-07,57.150001525878906
2004-10-08,57.0
2004-10-11,57.56999969482422
2004-10-12,56.81999969482422
2004-10-13,56.66999816894531
2004-10-14,55.529998779296875
2004-10-15,56.06999969482422
2004-10-18,56.58000183105469
2004-10-19,55.88999938964844
2004-10-20,57.0
2004-10-21,56.939998626708984
2004-10-22,55.5
2004-10-25,57.75
2004-10-26,57.599998474121094
2004-10-27,58.08000183105469
2004-10-28,57.630001068115234
2004-10-29,56.90999984741211
2004-11-01,57.599998474121094
2004-11-02,56.70000076293945
2004-11-03,57.45000076293945
2004-11-04,57.84000015258789
2004-11-05,57.47999954223633
2004-11-08,57.65999984741211
2004-11-09,57.65999984741211
2004-11-10,57.869998931884766
2004-11-11,58.04999923706055
2004-11-12,58.16999816894531
2004-11-15,58.04999923706055
2004-11-16,57.5099983215332
2004-11-17,58.08000183105469
2004-11-18,57.5099983215332
2004-11-19,57.5099983215332
2004-11-22,58.439998626708984
2004-11-23,59.099998474121094
2004-11-24,60.41999816894531
2004-11-26,60.75
2004-11-29,60.47999954223633
2004-11-30,61.349998474121094
2004-12-01,63.0
2004-12-02,62.849998474121094
2004-12-03,61.97999954223633
2004-12-06,61.97999954223633
2004-12-07,58.709999084472656
2004-12-08,61.04999923706055
2004-12-09,61.349998474121094
2004-12-10,62.369998931884766
2004-12-13,63.869998931884766
2004-12-14,64.44000244140625
2004-12-15,64.58999633789062
2004-12-16,60.689998626708984
2004-12-17,62.099998474121094
2004-12-20,61.13999938964844
2004-12-21,61.77000045776367
2004-12-22,62.220001220703125
2004-12-23,62.189998626708984
2004-12-27,61.04999923706055
2004-12-28,63.689998626708984
2004-12-29,62.72999954223633
2004-12-30,61.7400016784668
2004-12-31,62.61000061035156
2005-01-03,62.040000915527344
2005-01-04,62.130001068115234
2005-01-05,61.95000076293945
2005-01-06,62.459999084472656
2005-01-07,60.75
2005-01-10,60.75
2005-01-11,60.75
2005-01-12,60.869998931884766
2005-01-13,60.060001373291016
2005-01-14,60.119998931884766
2005-01-18,61.95000076293945
2005-01-19,61.91999816894531
2005-01-20,62.400001525878906
2005-01-21,62.099998474121094
2005-01-24,62.099998474121094
2005-01-25,62.369998931884766
2005-01-26,62.15999984741211
2005-01-27,61.77000045776367
2005-01-28,61.650001525878906
2005-01-31,63.0
2005-02-01,61.5
2005-02-02,61.83000183105469
2005-02-03,61.380001068115234
2005-02-04,61.7400016784668
2005-02-07,61.95000076293945
2005-02-08,62.279998779296875
2005-02-09,61.20000076293945
2005-02-10,60.93000030517578
2005-02-11,61.290000915527344
2005-02-14,61.20000076293945
2005-02-15,61.290000915527344
2005-02-16,61.83000183105469
2005-02-17,60.630001068115234
2005-02-18,60.900001525878906
2005-02-22,60.45000076293945
2005-02-23,60.29999923706055
2005-02-24,60.41999816894531
2005-02-25,61.08000183105469
2005-02-28,60.38999938964844
2005-03-01,60.720001220703125
2005-03-02,60.810001373291016
2005-03-03,61.11000061035156
2005-03-04,62.7599983215332
2005-03-07,61.86000061035156
2005-03-08,61.13999938964844
2005-03-09,60.599998474121094
2005-03-10,60.2400016784668
2005-03-11,59.939998626708984
2005-03-14,60.5099983215332
2005-03-15,59.4900016784668
2005-03-16,59.54999923706055
2005-03-17,61.2599983215332
2005-03-18,60.29999923706055
2005-03-21,60.0
2005-03-22,58.88999938964844
2005-03-23,57.689998626708984
2005-03-24,57.5099983215332
2005-03-28,58.20000076293945
2005-03-29,57.029998779296875
2005-03-30,58.439998626708984
2005-03-31,58.04999923706055
2005-04-01,57.0
2005-04-04,57.45000076293945
2005-04-05,58.5
2005-04-06,59.040000915527344
2005-04-07,59.90999984741211
2005-04-08,57.779998779296875
2005-04-11,56.849998474121094
2005-04-12,57.56999969482422
2005-04-13,55.97999954223633
2005-04-14,55.380001068115234
2005-04-15,54.75
2005-04-18,55.529998779296875
2005-04-19,56.15999984741211
2005-04-20,55.97999954223633
2005-04-21,57.47999954223633
2005-04-22,58.04999923706055
2005-04-25,59.4900016784668
2005-04-26,57.38999938964844
2005-04-27,57.119998931884766
2005-04-28,55.5
2005-04-29,57.0
2005-05-02,57.38999938964844
2005-05-03,56.849998474121094
2005-05-04,59.279998779296875
2005-05-05,59.849998474121094
2005-05-06,59.61000061035156
2005-05-09,60.0
2005-05-10,57.36000061035156
2005-05-11,57.33000183105469
2005-05-12,55.68000030517578
2005-05-13,55.20000076293945
2005-05-16,56.34000015258789
2005-05-17,56.63999938964844
2005-05-18,58.560001373291016
2005-05-19,58.290000915527344
2005-05-20,56.880001068115234
2005-05-23,57.119998931884766
2005-05-24,56.970001220703125
2005-05-25,55.68000030517578
2005-05-26,57.119998931884766
2005-05-27,56.310001373291016
2005-05-31,56.220001220703125
2005-06-01,57.060001373291016
2005-06-02,56.189998626708984
2005-06-03,55.5
2005-06-06,55.79999923706055
2005-06-07,55.79999923706055
2005-06-08,55.79999923706055
2005-06-09,56.63999938964844
2005-06-10,56.369998931884766
2005-06-13,56.400001525878906
2005-06-14,56.66999816894531
2005-06-15,56.4900016784668
2005-06-16,57.0
2005-06-17,56.459999084472656
2005-06-20,56.099998474121094
2005-06-21,56.369998931884766
2005-06-22,56.849998474121094
2005-06-23,56.70000076293945
2005-06-24,57.65999984741211
2005-06-27,57.47999954223633
2005-06-28,59.459999084472656
2005-06-29,59.06999969482422
2005-06-30,57.93000030517578
2005-07-01,57.119998931884766
2005-07-05,59.25
2005-07-06,58.11000061035156
2005-07-07,58.77000045776367
2005-07-08,60.810001373291016
2005-07-11,61.439998626708984
2005-07-12,60.779998779296875
2005-07-13,58.68000030517578
2005-07-14,57.75
2005-07-15,57.75
2005-07-18,57.75
2005-07-19,58.619998931884766
2005-07-20,59.43000030517578
2005-07-21,59.189998626708984
2005-07-22,60.869998931884766
2005-07-25,59.310001373291016
2005-07-26,60.45000076293945
2005-07-27,59.970001220703125
2005-07-28,60.45000076293945
2005-07-29,59.43000030517578
2005-08-01,60.150001525878906
2005-08-02,60.29999923706055
2005-08-03,60.5099983215332
2005-08-04,60.41999816894531
2005-08-05,58.650001525878906
2005-08-08,58.88999938964844
2005-08-09,58.79999923706055
2005-08-10,58.439998626708984
2005-08-11,58.470001220703125
2005-08-12,57.09000015258789
2005-08-15,57.84000015258789
2005-08-16,56.72999954223633
2005-08-17,56.66999816894531
2005-08-18,56.81999969482422
2005-08-19,56.25
2005-08-22,56.52000045776367
2005-08-23,56.279998779296875
2005-08-24,56.790000915527344
2005-08-25,56.43000030517578
2005-08-26,55.619998931884766
2005-08-29,56.72999954223633
2005-08-30,56.220001220703125
2005-08-31,58.290000915527344
2005-09-01,58.68000030517578
2005-09-02,58.11000061035156
2005-09-06,59.279998779296875
2005-09-07,59.25
2005-09-08,58.5
2005-09-09,59.15999984741211
2005-09-12,59.54999923706055
2005-09-13,58.02000045776367
2005-09-14,58.20000076293945
2005-09-15,58.650001525878906
2005-09-16,60.0
2005-09-19,58.79999923706055
2005-09-20,58.650001525878906
2005-09-21,57.900001525878906
2005-09-22,57.779998779296875
2005-09-23,57.959999084472656
2005-09-26,58.5
2005-09-27,58.650001525878906
2005-09-28,57.959999084472656
2005-09-29,58.95000076293945
2005-09-30,58.40999984741211
2005-10-03,58.650001525878906
2005-10-04,58.2599983215332
2005-10-05,56.849998474121094
2005-10-06,55.79999923706055
2005-10-07,56.66999816894531
2005-10-10,56.34000015258789
2005-10-11,55.7400016784668
2005-10-12,55.68000030517578
2005-10-13,55.59000015258789
2005-10-14,56.06999969482422
2005-10-17,55.79999923706055
2005-10-18,54.18000030517578
2005-10-19,57.9900016784668
2005-10-20,57.209999084472656
2005-10-21,58.470001220703125
2005-10-24,60.119998931884766
2005-10-25,60.29999923706055
2005-10-26,60.33000183105469
2005-10-27,59.58000183105469
2005-10-28,60.150001525878906
2005-10-31,60.36000061035156
2005-11-01,60.45000076293945
2005-11-02,62.0099983215332
2005-11-03,61.79999923706055
2005-11-04,61.40999984741211
2005-11-07,61.86000061035156
2005-11-08,62.7599983215332
2005-11-09,62.369998931884766
2005-11-10,63.0
2005-11-11,63.209999084472656
2005-11-14,62.90999984741211
2005-11-15,60.959999084472656
2005-11-16,60.29999923706055
2005-11-17,62.06999969482422
2005-11-18,61.31999969482422
2005-11-21,63.0
2005-11-22,63.689998626708984
2005-11-23,63.150001525878906
2005-11-25,63.150001525878906
2005-11-28,62.040000915527344
2005-11-29,61.77000045776367
2005-11-30,63.060001373291016
2005-12-01,63.029998779296875
2005-12-02,62.790000915527344
2005-12-05,61.59000015258789
2005-12-06,62.52000045776367
2005-12-07,61.83000183105469
2005-12-08,62.849998474121094
2005-12-09,62.880001068115234
2005-12-12,63.0
2005-12-13,62.849998474121094
2005-12-14,63.119998931884766
2005-12-15,62.54999923706055
2005-12-16,62.220001220703125
2005-12-19,61.7400016784668
2005-12-20,61.529998779296875
2005-12-21,61.5
2005-12-22,62.130001068115234
2005-12-23,61.7400016784668
2005-12-27,61.77000045776367
2005-12-28,61.349998474121094
2005-12-29,61.439998626708984
2005-12-30,62.66999816894531
2006-01-03,61.560001373291016
2006-01-04,61.5
2006-01-05,61.16999816894531
2006-01-06,61.95000076293945
2006-01-09,62.06999969482422
2006-01-10,62.400001525878906
2006-01-11,62.34000015258789
2006-01-12,61.709999084472656
2006-01-13,61.79999923706055
2006-01-17,61.91999816894531
2006-01-18,62.220001220703125
2006-01-19,62.099998474121094
2006-01-20,61.650001525878906
2006-01-23,62.25
2006-01-24,62.63999938964844
2006-01-25,62.52000045776367
2006-01-26,62.70000076293945
2006-01-27,62.70000076293945
2006-01-30,62.06999969482422
2006-01-31,61.619998931884766
2006-02-01,61.349998474121094
2006-02-02,60.84000015258789
2006-02-03,60.41999816894531
2006-02-06,60.119998931884766
2006-02-07,60.09000015258789
2006-02-08,60.599998474121094
2006-02-09,60.689998626708984
2006-02-10,60.959999084472656
2006-02-13,60.0
2006-02-14,60.630001068115234
2006-02-15,61.11000061035156
2006-02-16,61.5
2006-02-17,61.2599983215332
2006-02-21,60.29999923706055
2006-02-22,60.599998474121094
2006-02-23,60.84000015258789
2006-02-24,61.5
2006-02-27,61.86000061035156
2006-02-28,61.22999954223633
2006-03-01,61.97999954223633
2006-03-02,61.79999923706055
2006-03-03,60.900001525878906
2006-03-06,60.47999954223633
2006-03-07,60.18000030517578
2006-03-08,60.2400016784668
2006-03-09,59.880001068115234
2006-03-10,60.029998779296875
2006-03-13,60.33000183105469
2006-03-14,60.5099983215332
2006-03-15,60.41999816894531
2006-03-16,61.31999969482422
2006-03-17,62.06999969482422
2006-03-20,62.06999969482422
2006-03-21,60.45000076293945
2006-03-22,61.349998474121094
2006-03-23,61.2599983215332
2006-03-24,62.189998626708984
2006-03-27,62.25
2006-03-28,61.2599983215332
2006-03-29,62.369998931884766
2006-03-30,62.70000076293945
2006-03-31,63.29999923706055
2006-04-03,62.54999923706055
2006-04-04,62.459999084472656
2006-04-05,63.29999923706055
2006-04-06,62.040000915527344
2006-04-07,60.65999984741211
2006-04-10,60.779998779296875
2006-04-11,60.27000045776367
2006-04-12,61.04999923706055
2006-04-13,61.470001220703125
2006-04-17,60.65999984741211
2006-04-18,62.400001525878906
2006-04-19,62.970001220703125
2006-04-20,62.54999923706055
2006-04-21,62.58000183105469
2006-04-24,62.040000915527344
2006-04-25,62.130001068115234
2006-04-26,62.189998626708984
2006-04-27,62.310001373291016
2006-04-28,61.349998474121094
2006-05-01,61.16999816894531
2006-05-02,61.40999984741211
2006-05-03,61.650001525878906
2006-05-04,61.2599983215332
2006-05-05,62.25
2006-05-08,61.59000015258789
2006-05-09,61.349998474121094
2006-05-10,61.290000915527344
2006-05-11,60.75
2006-05-12,60.150001525878906
2006-05-15,60.75
2006-05-16,60.47999954223633
2006-05-17,61.20000076293945
2006-05-18,60.45000076293945
2006-05-19,60.959999084472656
2006-05-22,61.04999923706055
2006-05-23,60.209999084472656
2006-05-24,61.2599983215332
2006-05-25,61.5
2006-05-26,62.189998626708984
2006-05-30,60.18000030517578
2006-05-31,61.31999969482422
2006-06-01,62.61000061035156
2006-06-02,62.58000183105469
2006-06-05,60.47999954223633
2006-06-06,60.56999969482422
2006-06-07,60.29999923706055
2006-06-08,61.439998626708984
2006-06-09,60.779998779296875
2006-06-12,60.540000915527344
2006-06-13,60.27000045776367
2006-06-14,60.779998779296875
2006-06-15,61.79999923706055
2006-06-16,60.27000045776367
2006-06-19,60.0
2006-06-20,60.150001525878906
2006-06-21,60.41999816894531
2006-06-22,60.150001525878906
2006-06-23,59.939998626708984
2006-06-26,60.599998474121094
2006-06-27,59.43000030517578
2006-06-28,59.939998626708984
2006-06-29,62.099998474121094
2006-06-30,61.40999984741211
2006-07-03,61.529998779296875
2006-07-05,60.75
2006-07-06,61.470001220703125
2006-07-07,61.650001525878906
2006-07-10,61.470001220703125
2006-07-11,61.619998931884766
2006-07-12,60.630001068115234
2006-07-13,60.56999969482422
2006-07-14,59.34000015258789
2006-07-17,59.70000076293945
2006-07-18,60.209999084472656
2006-07-19,62.0099983215332
2006-07-20,61.529998779296875
2006-07-21,61.380001068115234
2006-07-24,62.66999816894531
2006-07-25,62.70000076293945
2006-07-26,62.52000045776367
2006-07-27,61.709999084472656
2006-07-28,62.70000076293945
2006-07-31,62.54999923706055
2006-08-01,62.43000030517578
2006-08-02,62.66999816894531
2006-08-03,62.849998474121094
2006-08-04,62.54999923706055
2006-08-07,62.58000183105469
2006-08-08,62.52000045776367
2006-08-09,62.369998931884766
2006-08-10,62.790000915527344
2006-08-11,62.369998931884766
2006-08-14,62.400001525878906
2006-08-15,63.41999816894531
2006-08-16,63.41999816894531
2006-08-17,63.810001373291016
2006-08-18,63.5099983215332
2006-08-21,63.47999954223633
2006-08-22,63.75
2006-08-23,63.38999938964844
2006-08-24,63.45000076293945
2006-08-25,62.72999954223633
2006-08-28,63.75
2006-08-29,64.52999877929688
2006-08-30,64.3499984741211
2006-08-31,64.6500015258789
2006-09-01,65.22000122070312
2006-09-05,65.8499984741211
2006-09-06,64.19999694824219
2006-09-07,63.119998931884766
2006-09-08,63.45000076293945
2006-09-11,63.599998474121094
2006-09-12,65.48999786376953
2006-09-13,65.61000061035156
2006-09-14,65.33999633789062
2006-09-15,66.41999816894531
2006-09-18,66.20999908447266
2006-09-19,65.66999816894531
2006-09-20,66.80999755859375
2006-09-21,67.16999816894531
2006-09-22,66.62999725341797
2006-09-25,68.04000091552734
2006-09-26,67.94999694824219
2006-09-27,68.19000244140625
2006-09-28,68.27999877929688
2006-09-29,68.12999725341797
2006-10-02,67.9800033569336
2006-10-03,67.86000061035156
2006-10-04,68.81999969482422
2006-10-05,70.08000183105469
2006-10-06,69.54000091552734
2006-10-09,69.9000015258789
2006-10-10,69.93000030517578
2006-10-11,69.02999877929688
2006-10-12,70.88999938964844
2006-10-13,70.73999786376953
2006-10-16,71.0999984741211
2006-10-17,70.3499984741211
2006-10-18,70.83000183105469
2006-10-19,70.6500015258789
2006-10-20,69.93000030517578
2006-10-23,70.29000091552734
2006-10-24,70.11000061035156
2006-10-25,70.05000305175781
2006-10-26,70.58999633789062
2006-10-27,69.02999877929688
2006-10-30,68.4000015258789
2006-10-31,68.79000091552734
2006-11-01,66.87000274658203
2006-11-02,66.4800033569336
2006-11-03,67.0199966430664
2006-11-06,67.68000030517578
2006-11-07,66.83999633789062
2006-11-08,68.66999816894531
2006-11-09,67.08000183105469
2006-11-10,68.27999877929688
2006-11-13,69.56999969482422
2006-11-14,70.29000091552734
2006-11-15,69.9000015258789
2006-11-16,70.6500015258789
2006-11-17,70.58999633789062
2006-11-20,70.3499984741211
2006-11-21,71.16000366210938
2006-11-22,70.88999938964844
2006-11-24,70.91999816894531
2006-11-27,69.12000274658203
2006-11-28,69.4800033569336
2006-11-29,70.80000305175781
2006-11-30,70.80000305175781
2006-12-01,70.2300033569336
2006-12-04,71.61000061035156
2006-12-05,70.6500015258789
2006-12-06,70.58999633789062
2006-12-07,69.69000244140625
2006-12-08,68.76000213623047
2006-12-11,69.44999694824219
2006-12-12,69.4800033569336
2006-12-13,69.56999969482422
2006-12-14,69.54000091552734
2006-12-15,69.77999877929688
2006-12-18,69.1500015258789
2006-12-19,69.41999816894531
2006-12-20,69.75
2006-12-21,69.44999694824219
2006-12-22,69.23999786376953
2006-12-26,69.87000274658203
2006-12-27,69.98999786376953
2006-12-28,69.80999755859375
2006-12-29,69.1500015258789
2007-01-03,69.95999908447266
2007-01-04,70.19999694824219
2007-01-05,69.56999969482422
2007-01-08,69.5999984741211
2007-01-09,70.41000366210938
2007-01-10,70.16999816894531
2007-01-11,71.45999908447266
2007-01-12,71.0999984741211
2007-01-16,71.27999877929688
