,EGLE
2009-09-30,52278.06640625
2009-10-01,49220.8671875
2009-10-02,48099.89453125
2009-10-05,47794.17578125
2009-10-06,49730.40234375
2009-10-07,52787.59765625
2009-10-08,55131.44921875
2009-10-09,54010.4765625
2009-10-12,52991.41015625
2009-10-13,55029.54296875
2009-10-14,57679.11328125
2009-10-15,57475.30078125
2009-10-16,56150.515625
2009-10-19,57067.671875
2009-10-20,60838.21484375
2009-10-21,60328.68359375
2009-10-22,59207.7109375
2009-10-23,56048.609375
2009-10-26,55233.35546875
2009-10-27,52583.78515625
2009-10-28,49017.0546875
2009-10-29,50953.28125
2009-10-30,48303.7109375
2009-11-02,46775.109375
2009-11-03,47896.08203125
2009-11-04,48711.3359375
2009-11-05,49017.0546875
2009-11-06,47794.17578125
2009-11-09,50443.74609375
2009-11-10,49424.6796875
2009-11-11,57679.11328125
2009-11-12,54520.0078125
2009-11-13,55131.44921875
2009-11-16,60226.77734375
2009-11-17,62061.09375
2009-11-18,68786.9296875
2009-11-19,59819.15234375
2009-11-20,61042.03125
2009-11-23,59513.4296875
2009-11-24,58596.2734375
2009-11-25,57984.83203125
2009-11-27,55029.54296875
2009-11-30,57679.11328125
2009-12-01,60328.68359375
2009-12-02,58596.2734375
2009-12-03,59003.8984375
2009-12-04,58698.1796875
2009-12-07,57882.92578125
2009-12-08,55335.26171875
2009-12-09,54520.0078125
2009-12-10,54825.73046875
2009-12-11,53908.5703125
2009-12-14,53500.9453125
2009-12-15,53093.31640625
2009-12-16,53399.0390625
2009-12-17,51768.53125
2009-12-18,51055.1875
2009-12-21,50953.28125
2009-12-22,50138.02734375
2009-12-23,52685.69140625
2009-12-24,52481.87890625
2009-12-28,51666.625
2009-12-29,51564.71875
2009-12-30,51055.1875
2009-12-31,50443.74609375
2010-01-04,54418.1015625
2010-01-05,56354.328125
2010-01-06,55029.54296875
2010-01-07,56558.140625
2010-01-08,59819.15234375
2010-01-11,58494.3671875
2010-01-12,56965.765625
2010-01-13,57577.20703125
2010-01-14,57475.30078125
2010-01-15,56761.953125
2010-01-19,57781.01953125
2010-01-20,56252.421875
2010-01-21,54010.4765625
2010-01-22,52278.06640625
2010-01-25,55233.35546875
2010-01-26,53500.9453125
2010-01-27,53602.8515625
2010-01-28,51768.53125
2010-01-29,50953.28125
2010-02-01,53806.6640625
2010-02-02,53602.8515625
2010-02-03,51972.34375
2010-02-04,50239.93359375
2010-02-05,50239.93359375
2010-02-08,48507.5234375
2010-02-09,50138.02734375
2010-02-10,49220.8671875
2010-02-11,50851.375
2010-02-12,50036.12109375
2010-02-16,53602.8515625
2010-02-17,53500.9453125
2010-02-18,52379.97265625
2010-02-19,51870.4375
2010-02-22,51360.90625
2010-02-23,50443.74609375
2010-02-24,50545.65234375
2010-02-25,52889.50390625
2010-02-26,53195.22265625
2010-03-01,53602.8515625
2010-03-02,55437.16796875
2010-03-03,57169.58203125
2010-03-04,59513.4296875
2010-03-05,58392.45703125
2010-03-08,60226.77734375
2010-03-09,57067.671875
2010-03-10,61042.03125
2010-03-11,60124.87109375
2010-03-12,59411.5234375
2010-03-15,57373.39453125
2010-03-16,55742.88671875
2010-03-17,54723.82421875
2010-03-18,54723.82421875
2010-03-19,53297.1328125
2010-03-22,54418.1015625
2010-03-23,52685.69140625
2010-03-24,51972.34375
2010-03-25,51666.625
2010-03-26,52074.25390625
2010-03-29,54010.4765625
2010-03-30,55437.16796875
2010-03-31,54112.3828125
2010-04-01,54520.0078125
2010-04-05,55844.79296875
2010-04-06,56761.953125
2010-04-07,54520.0078125
2010-04-08,53195.22265625
2010-04-09,55335.26171875
2010-04-12,55131.44921875
2010-04-13,55437.16796875
2010-04-14,56456.234375
2010-04-15,56660.046875
2010-04-16,54927.63671875
2010-04-19,54112.3828125
2010-04-20,56150.515625
2010-04-21,55844.79296875
2010-04-22,55539.07421875
2010-04-23,56558.140625
2010-04-26,55233.35546875
2010-04-27,56456.234375
2010-04-28,57169.58203125
2010-04-29,57882.92578125
2010-04-30,58901.9921875
2010-05-03,60226.77734375
2010-05-04,57169.58203125
2010-05-05,55742.88671875
2010-05-06,51870.4375
2010-05-07,48813.2421875
2010-05-10,53399.0390625
2010-05-11,53093.31640625
2010-05-12,55437.16796875
2010-05-13,56456.234375
2010-05-14,52583.78515625
2010-05-17,51360.90625
2010-05-18,50749.46875
2010-05-19,50138.02734375
2010-05-20,46775.109375
2010-05-21,48813.2421875
2010-05-24,46571.296875
2010-05-25,48201.8046875
2010-05-26,47997.98828125
2010-05-27,50036.12109375
2010-05-28,48813.2421875
2010-06-01,45857.953125
2010-06-02,47488.45703125
2010-06-03,46978.92578125
2010-06-04,44431.26171875
2010-06-07,45246.51171875
2010-06-08,44431.26171875
2010-06-09,43310.2890625
2010-06-10,45857.953125
2010-06-11,46877.01953125
2010-06-14,46978.92578125
2010-06-15,48609.4296875
2010-06-16,48099.89453125
2010-06-17,46978.92578125
2010-06-18,48099.89453125
2010-06-21,48813.2421875
2010-06-22,46978.92578125
2010-06-23,47692.26953125
2010-06-24,46163.671875
2010-06-25,48915.1484375
2010-06-28,47590.36328125
2010-06-29,44023.6328125
2010-06-30,43004.56640625
2010-07-01,41068.34375
2010-07-02,40966.4375
2010-07-06,40354.99609375
2010-07-07,42189.31640625
2010-07-08,42189.31640625
2010-07-09,43208.3828125
2010-07-12,42596.94140625
2010-07-13,43921.7265625
2010-07-14,46061.765625
2010-07-15,47080.83203125
2010-07-16,45654.140625
2010-07-19,45756.046875
2010-07-20,46978.92578125
2010-07-21,45450.32421875
2010-07-22,47590.36328125
2010-07-23,48201.8046875
2010-07-26,49118.9609375
2010-07-27,48507.5234375
2010-07-28,49220.8671875
2010-07-29,49730.40234375
2010-07-30,49322.7734375
2010-08-02,50341.83984375
2010-08-03,50138.02734375
2010-08-04,49220.8671875
2010-08-05,50647.55859375
2010-08-06,50443.74609375
2010-08-09,53500.9453125
2010-08-10,52074.25390625
2010-08-11,48915.1484375
2010-08-12,48099.89453125
2010-08-13,48099.89453125
2010-08-16,50647.55859375
2010-08-17,51768.53125
2010-08-18,50953.28125
2010-08-19,50036.12109375
2010-08-20,50545.65234375
2010-08-23,49424.6796875
2010-08-24,47692.26953125
2010-08-25,45959.859375
2010-08-26,45348.41796875
2010-08-27,47794.17578125
2010-08-30,47182.73828125
2010-08-31,47896.08203125
2010-09-01,49934.21484375
2010-09-02,50647.55859375
2010-09-03,51768.53125
2010-09-07,49934.21484375
2010-09-08,50851.375
2010-09-09,51462.8125
2010-09-10,50851.375
2010-09-13,52176.16015625
2010-09-14,51259.0
2010-09-15,51972.34375
2010-09-16,51462.8125
2010-09-17,50953.28125
2010-09-20,51768.53125
2010-09-21,51157.09375
2010-09-22,50545.65234375
2010-09-23,49017.0546875
2010-09-24,50953.28125
2010-09-27,51972.34375
2010-09-28,53399.0390625
2010-09-29,53806.6640625
2010-09-30,53195.22265625
2010-10-01,53297.1328125
2010-10-04,51462.8125
2010-10-05,53297.1328125
2010-10-06,53806.6640625
2010-10-07,54214.2890625
2010-10-08,53602.8515625
2010-10-11,54520.0078125
2010-10-12,54010.4765625
2010-10-13,54010.4765625
2010-10-14,53602.8515625
2010-10-15,53297.1328125
2010-10-18,53806.6640625
2010-10-19,52583.78515625
2010-10-20,54010.4765625
2010-10-21,52583.78515625
2010-10-22,52481.87890625
2010-10-25,52787.59765625
2010-10-26,53195.22265625
2010-10-27,52685.69140625
2010-10-28,52176.16015625
2010-10-29,52278.06640625
2010-11-01,51666.625
2010-11-02,52685.69140625
2010-11-03,53806.6640625
2010-11-04,54316.1953125
2010-11-05,54825.73046875
2010-11-08,55539.07421875
2010-11-09,55539.07421875
2010-11-10,57781.01953125
2010-11-11,58188.64453125
2010-11-12,56150.515625
2010-11-15,56354.328125
2010-11-16,53500.9453125
2010-11-17,53602.8515625
2010-11-18,54010.4765625
2010-11-19,53704.7578125
2010-11-22,53500.9453125
2010-11-23,52278.06640625
2010-11-24,52481.87890625
2010-11-26,51055.1875
2010-11-29,51055.1875
2010-11-30,50953.28125
2010-12-01,52074.25390625
2010-12-02,52074.25390625
2010-12-03,52583.78515625
2010-12-06,54112.3828125
2010-12-07,52991.41015625
2010-12-08,51972.34375
2010-12-09,51462.8125
2010-12-10,51768.53125
2010-12-13,52278.06640625
2010-12-14,52481.87890625
2010-12-15,51360.90625
2010-12-16,51157.09375
2010-12-17,51157.09375
2010-12-20,50036.12109375
2010-12-21,50647.55859375
2010-12-22,50138.02734375
2010-12-23,49832.30859375
2010-12-27,50138.02734375
2010-12-28,49832.30859375
2010-12-29,49526.58984375
2010-12-30,50138.02734375
2010-12-31,50749.46875
2011-01-03,50851.375
2011-01-04,51259.0
2011-01-05,51360.90625
2011-01-06,51564.71875
2011-01-07,51259.0
2011-01-10,50953.28125
2011-01-11,50749.46875
2011-01-12,51259.0
2011-01-13,50443.74609375
2011-01-14,50036.12109375
2011-01-18,50036.12109375
2011-01-19,49017.0546875
2011-01-20,48201.8046875
2011-01-21,47080.83203125
2011-01-24,46061.765625
2011-01-25,40864.53125
2011-01-26,42596.94140625
2011-01-27,41883.59765625
2011-01-28,41883.59765625
2011-01-31,41679.78125
2011-02-01,42189.31640625
2011-02-02,44227.4453125
2011-02-03,44125.5390625
2011-02-04,43717.9140625
2011-02-07,41883.59765625
2011-02-08,42800.75390625
2011-02-09,42698.84765625
2011-02-10,42189.31640625
2011-02-11,42698.84765625
2011-02-14,42698.84765625
2011-02-15,42698.84765625
2011-02-16,42495.03515625
2011-02-17,42291.22265625
2011-02-18,43412.1953125
2011-02-22,41577.875
2011-02-23,41679.78125
2011-02-24,42393.12890625
2011-02-25,42087.41015625
2011-02-28,41883.59765625
2011-03-01,41170.25
2011-03-02,41170.25
2011-03-03,41985.50390625
2011-03-04,41883.59765625
2011-03-07,41374.0625
2011-03-08,41374.0625
2011-03-09,41170.25
2011-03-10,40660.71875
2011-03-11,40864.53125
2011-03-14,39539.74609375
2011-03-15,37807.33203125
2011-03-16,37399.70703125
2011-03-17,36890.17578125
2011-03-18,39030.2109375
2011-03-21,38418.7734375
2011-03-22,39234.02734375
2011-03-23,39743.55859375
2011-03-24,39234.02734375
2011-03-25,40049.27734375
2011-03-28,39641.65234375
2011-03-29,38724.4921875
2011-03-30,38826.3984375
2011-03-31,37909.2421875
2011-04-01,38418.7734375
2011-04-04,38724.4921875
2011-04-05,38214.9609375
2011-04-06,38113.0546875
2011-04-07,38418.7734375
2011-04-08,38214.9609375
2011-04-11,38418.7734375
2011-04-12,37705.42578125
2011-04-13,37399.70703125
2011-04-14,36278.734375
2011-04-15,36278.734375
2011-04-18,35361.578125
2011-04-19,34852.04296875
2011-04-20,34546.32421875
2011-04-21,34444.41796875
2011-04-25,34444.41796875
2011-04-26,35565.390625
2011-04-27,35565.390625
2011-04-28,34546.32421875
2011-04-29,34953.94921875
2011-05-02,34750.13671875
2011-05-03,33629.1640625
2011-05-04,31692.939453125
2011-05-05,31489.126953125
2011-05-06,31998.66015625
2011-05-09,31591.033203125
2011-05-10,32813.9140625
2011-05-11,31387.220703125
2011-05-12,31285.314453125
2011-05-13,31692.939453125
2011-05-16,30877.6875
2011-05-17,29756.71484375
2011-05-18,28126.2109375
2011-05-19,26903.33203125
2011-05-20,26597.611328125
2011-05-23,26088.080078125
2011-05-24,26597.611328125
2011-05-25,27209.05078125
2011-05-26,26597.611328125
2011-05-27,27412.865234375
2011-05-31,29349.08984375
2011-06-01,28228.1171875
2011-06-02,28126.2109375
2011-06-03,28330.0234375
2011-06-06,27310.958984375
2011-06-07,26699.51953125
2011-06-08,25578.546875
2011-06-09,25476.640625
2011-06-10,25884.265625
2011-06-13,25782.359375
2011-06-14,25986.171875
2011-06-15,25272.826171875
2011-06-16,25069.013671875
2011-06-17,23540.416015625
2011-06-20,23642.322265625
2011-06-21,24049.947265625
2011-06-22,23438.509765625
2011-06-23,23642.322265625
2011-06-24,23438.509765625
2011-06-27,24763.294921875
2011-06-28,24967.107421875
2011-06-29,25069.013671875
2011-06-30,25272.826171875
2011-07-01,26495.705078125
2011-07-05,26291.892578125
2011-07-06,23438.509765625
2011-07-07,25272.826171875
2011-07-08,24253.76171875
2011-07-11,23846.134765625
2011-07-12,24253.76171875
2011-07-13,25374.734375
2011-07-14,24967.107421875
2011-07-15,24865.201171875
2011-07-18,24457.57421875
2011-07-19,25170.919921875
2011-07-20,25272.826171875
2011-07-21,27718.583984375
2011-07-22,26801.42578125
2011-07-25,25680.453125
2011-07-26,24457.57421875
2011-07-27,23744.228515625
2011-07-28,24253.76171875
2011-07-29,24049.947265625
2011-08-01,24151.85546875
2011-08-02,22113.72265625
2011-08-03,21909.91015625
2011-08-04,18648.900390625
2011-08-05,18037.4609375
2011-08-08,17120.302734375
2011-08-09,20381.3125
2011-08-10,18343.181640625
2011-08-11,18648.900390625
2011-08-12,18954.62109375
2011-08-15,19056.52734375
2011-08-16,18445.087890625
2011-08-17,19056.52734375
2011-08-18,17935.5546875
2011-08-19,18343.181640625
2011-08-22,18852.712890625
2011-08-23,19769.873046875
2011-08-24,20279.40625
2011-08-25,19769.873046875
2011-08-26,19566.05859375
2011-08-29,20075.591796875
2011-08-30,20279.40625
2011-08-31,19769.873046875
2011-09-01,19056.52734375
2011-09-02,18241.2734375
2011-09-06,17935.5546875
2011-09-07,18750.806640625
2011-09-08,19464.15234375
2011-09-09,18445.087890625
2011-09-12,18750.806640625
2011-09-13,19667.966796875
2011-09-14,22317.537109375
2011-09-15,23846.134765625
2011-09-16,21094.658203125
2011-09-19,19769.873046875
2011-09-20,19260.33984375
2011-09-21,18343.181640625
2011-09-22,17426.021484375
2011-09-23,17222.208984375
2011-09-26,16712.67578125
2011-09-27,18648.900390625
2011-09-28,17222.208984375
2011-09-29,16814.58203125
2011-09-30,15999.330078125
2011-10-03,14878.357421875
2011-10-04,13859.2919921875
2011-10-05,13451.666015625
2011-10-06,14368.8251953125
2011-10-07,13859.2919921875
2011-10-10,14674.544921875
2011-10-11,15387.890625
2011-10-12,16814.58203125
2011-10-13,16916.48828125
2011-10-14,17324.115234375
2011-10-17,16406.95703125
2011-10-18,16406.95703125
2011-10-19,15082.1708984375
2011-10-20,14674.544921875
2011-10-21,15897.423828125
2011-10-24,15999.330078125
2011-10-25,15285.984375
2011-10-26,15693.6103515625
2011-10-27,16814.58203125
2011-10-28,17120.302734375
2011-10-31,15795.5166015625
2011-11-01,14572.6376953125
2011-11-02,14674.544921875
2011-11-03,15082.1708984375
2011-11-04,14776.451171875
2011-11-07,14368.8251953125
2011-11-08,13961.1982421875
2011-11-09,13451.666015625
2011-11-10,14165.01171875
2011-11-11,14368.8251953125
2011-11-14,13655.4794921875
2011-11-15,14063.10546875
2011-11-16,13247.8525390625
2011-11-17,13247.8525390625
2011-11-18,12942.1328125
2011-11-21,12330.693359375
2011-11-22,11209.7216796875
2011-11-23,11209.7216796875
2011-11-25,11413.53515625
2011-11-28,11923.0673828125
2011-11-29,11107.8154296875
2011-11-30,11311.6279296875
2011-12-01,11209.7216796875
2011-12-02,12024.9736328125
2011-12-05,11923.0673828125
2011-12-06,11413.53515625
2011-12-07,11311.6279296875
2011-12-08,10700.1884765625
2011-12-09,11005.908203125
2011-12-12,10802.095703125
2011-12-13,10904.001953125
2011-12-14,11005.908203125
2011-12-15,10904.001953125
2011-12-16,10904.001953125
2011-12-19,10700.1884765625
2011-12-20,10394.46875
2011-12-21,10190.65625
2011-12-22,10088.7490234375
2011-12-23,9986.8427734375
2011-12-27,9884.9365234375
2011-12-28,9069.68359375
2011-12-29,9171.5908203125
2011-12-30,9579.216796875
2012-01-03,10394.46875
2012-01-04,10190.65625
2012-01-05,10088.7490234375
2012-01-06,10088.7490234375
2012-01-09,10292.5625
2012-01-10,10394.46875
2012-01-11,11005.908203125
2012-01-12,11107.8154296875
2012-01-13,10802.095703125
2012-01-17,11311.6279296875
2012-01-18,12024.9736328125
2012-01-19,12024.9736328125
2012-01-20,12330.693359375
2012-01-23,13145.9462890625
2012-01-24,13451.666015625
2012-01-25,13553.572265625
2012-01-26,13757.3857421875
2012-01-27,14572.6376953125
2012-01-30,15489.796875
2012-01-31,14470.7314453125
2012-02-01,13859.2919921875
2012-02-02,13451.666015625
2012-02-03,13859.2919921875
2012-02-06,15387.890625
2012-02-07,14776.451171875
2012-02-08,15082.1708984375
2012-02-09,16712.67578125
2012-02-10,17324.115234375
2012-02-13,18852.712890625
2012-02-14,22928.9765625
2012-02-15,20483.21875
2012-02-16,21604.19140625
2012-02-17,20483.21875
2012-02-21,18750.806640625
2012-02-22,18241.2734375
2012-02-23,18750.806640625
2012-02-24,19158.43359375
2012-02-27,18445.087890625
2012-02-28,17731.7421875
2012-02-29,16305.0498046875
2012-03-01,16305.0498046875
2012-03-02,15285.984375
2012-03-05,15489.796875
2012-03-06,14368.8251953125
2012-03-07,14470.7314453125
2012-03-08,15387.890625
2012-03-09,15184.0771484375
2012-03-12,15082.1708984375
2012-03-13,15693.6103515625
2012-03-14,18343.181640625
2012-03-15,16305.0498046875
2012-03-16,17935.5546875
2012-03-19,17731.7421875
2012-03-20,16610.76953125
2012-03-21,17120.302734375
2012-03-22,17120.302734375
2012-03-23,18343.181640625
2012-03-26,19973.685546875
2012-03-27,18546.994140625
2012-03-28,19056.52734375
2012-03-29,19871.779296875
2012-03-30,19769.873046875
2012-04-02,20177.498046875
2012-04-03,18037.4609375
2012-04-04,17935.5546875
2012-04-05,17222.208984375
2012-04-09,16305.0498046875
2012-04-10,16305.0498046875
2012-04-11,17527.927734375
2012-04-12,17935.5546875
2012-04-13,17222.208984375
2012-04-16,17426.021484375
2012-04-17,17731.7421875
2012-04-18,17426.021484375
2012-04-19,17426.021484375
2012-04-20,18139.3671875
2012-04-23,17935.5546875
2012-04-24,19158.43359375
2012-04-25,18852.712890625
2012-04-26,18241.2734375
2012-04-27,17629.833984375
2012-04-30,16712.67578125
2012-05-01,15184.0771484375
2012-05-02,13655.4794921875
2012-05-03,12432.6005859375
2012-05-04,13044.0400390625
2012-05-07,12024.9736328125
2012-05-08,12534.5068359375
2012-05-09,12228.787109375
2012-05-10,10496.3759765625
2012-05-11,11005.908203125
2012-05-14,10190.65625
2012-05-15,10496.3759765625
2012-05-16,10292.5625
2012-05-17,10088.7490234375
2012-05-18,9783.029296875
2012-05-21,10904.001953125
2012-05-22,10292.5625
2012-05-23,9400.8798828125
2012-05-24,8967.77734375
2012-05-25,9400.8798828125
2012-05-29,8458.244140625
2012-05-30,8483.720703125
2012-05-31,7668.46875
2012-06-01,7006.076171875
2012-06-04,7107.982421875
2012-06-05,6980.59912109375
2012-06-06,7133.458984375
2012-06-07,7923.23486328125
2012-06-08,7235.36572265625
2012-06-11,7082.505859375
2012-06-12,7057.029296875
2012-06-13,7006.076171875
2012-06-14,6674.8798828125
2012-06-15,7337.2724609375
2012-06-18,7158.93603515625
2012-06-19,7642.9921875
2012-06-20,7592.03857421875
2012-06-21,9961.3662109375
2012-06-22,9197.0673828125
2012-06-25,7999.6650390625
2012-06-26,7744.8984375
2012-06-27,7566.56201171875
2012-06-28,7260.84228515625
2012-06-29,8050.6181640625
2012-07-02,7923.23486328125
2012-07-03,8305.384765625
2012-07-05,8662.0576171875
2012-07-06,8509.1982421875
2012-07-09,8279.908203125
2012-07-10,7617.51513671875
2012-07-11,7515.60888671875
2012-07-12,7464.65576171875
2012-07-13,7388.2255859375
2012-07-16,7362.7490234375
2012-07-17,7209.88916015625
2012-07-18,7413.7021484375
2012-07-19,7413.7021484375
2012-07-20,7592.03857421875
2012-07-23,7490.13232421875
2012-07-24,7184.41259765625
2012-07-25,7082.505859375
2012-07-26,7006.076171875
2012-07-27,7107.982421875
2012-07-30,7413.7021484375
2012-07-31,7388.2255859375
2012-08-01,7464.65576171875
2012-08-02,8050.6181640625
2012-08-03,7668.46875
2012-08-06,7439.1787109375
2012-08-07,7158.93603515625
2012-08-08,7846.80517578125
2012-08-09,7439.1787109375
2012-08-10,7490.13232421875
2012-08-13,7490.13232421875
2012-08-14,7617.51513671875
2012-08-15,7923.23486328125
2012-08-16,7515.60888671875
2012-08-17,7642.9921875
2012-08-20,7719.421875
2012-08-21,7642.9921875
2012-08-22,7693.9453125
2012-08-23,7668.46875
2012-08-24,7617.51513671875
2012-08-27,7490.13232421875
2012-08-28,7286.31884765625
2012-08-29,7413.7021484375
2012-08-30,7362.7490234375
2012-08-31,7286.31884765625
2012-09-04,7286.31884765625
2012-09-05,7082.505859375
2012-09-06,7311.7958984375
2012-09-07,7464.65576171875
2012-09-10,7668.46875
2012-09-11,7999.6650390625
2012-09-12,7948.7119140625
2012-09-13,8279.908203125
2012-09-14,9273.4970703125
2012-09-17,9222.5439453125
2012-09-18,9095.16015625
2012-09-19,10012.3193359375
2012-09-20,9604.693359375
2012-09-21,10114.2265625
2012-09-24,9681.123046875
2012-09-25,9451.8330078125
2012-09-26,8942.30078125
2012-09-27,9222.5439453125
2012-09-28,9197.0673828125
2012-10-01,8891.34765625
2012-10-02,8993.25390625
2012-10-03,8738.4873046875
2012-10-04,8840.39453125
2012-10-05,8840.39453125
2012-10-08,8356.337890625
2012-10-09,7897.75830078125
2012-10-10,7821.32861328125
2012-10-11,7897.75830078125
2012-10-12,7948.7119140625
2012-10-15,8127.04833984375
2012-10-16,7974.1884765625
2012-10-17,8254.431640625
2012-10-18,7897.75830078125
2012-10-19,7846.80517578125
2012-10-22,7897.75830078125
2012-10-23,7948.7119140625
2012-10-24,7846.80517578125
2012-10-25,7897.75830078125
2012-10-26,7541.08544921875
2012-10-31,7541.08544921875
2012-11-01,7413.7021484375
2012-11-02,7413.7021484375
2012-11-05,7286.31884765625
2012-11-06,7439.1787109375
2012-11-07,7286.31884765625
2012-11-08,7235.36572265625
2012-11-09,7133.458984375
2012-11-12,7107.982421875
2012-11-13,6904.16943359375
2012-11-14,6522.02001953125
2012-11-15,6318.20654296875
2012-11-16,6267.25341796875
2012-11-19,5961.53369140625
2012-11-20,6012.48681640625
2012-11-21,6114.3935546875
2012-11-23,6165.3466796875
2012-11-26,6318.20654296875
2012-11-27,6190.82373046875
2012-11-28,6139.8701171875
2012-11-29,6088.9169921875
2012-11-30,5681.29052734375
2012-12-03,5324.61767578125
2012-12-04,5375.57080078125
2012-12-05,5120.8046875
2012-12-06,4891.5146484375
2012-12-07,4866.0380859375
2012-12-10,4687.70166015625
2012-12-11,4687.70166015625
2012-12-12,4662.22509765625
2012-12-13,4534.841796875
2012-12-14,4662.22509765625
2012-12-17,4713.17822265625
2012-12-18,4229.1220703125
2012-12-19,3694.11279296875
2012-12-20,3745.066162109375
2012-12-21,3745.066162109375
2012-12-24,4101.7392578125
2012-12-26,3974.35595703125
2012-12-27,3821.49609375
2012-12-28,3846.97265625
2012-12-31,3821.49609375
2013-01-02,4738.6552734375
2013-01-03,4585.79541015625
2013-01-04,5757.720703125
2013-01-07,5630.33740234375
2013-01-08,5732.244140625
2013-01-09,5706.767578125
2013-01-10,5808.673828125
2013-01-11,5757.720703125
2013-01-14,5757.720703125
2013-01-15,5426.5244140625
2013-01-16,5553.90771484375
2013-01-17,5579.38427734375
2013-01-18,5732.244140625
2013-01-22,5783.197265625
2013-01-23,5604.86083984375
2013-01-24,5375.57080078125
2013-01-25,5477.4775390625
2013-01-28,5910.58056640625
2013-01-29,5757.720703125
2013-01-30,5120.8046875
2013-01-31,5248.18798828125
2013-02-01,5146.28125
2013-02-04,5018.89794921875
2013-02-05,4738.6552734375
2013-02-06,4713.17822265625
2013-02-07,4585.79541015625
2013-02-08,4611.27197265625
2013-02-11,4636.74853515625
2013-02-12,4866.0380859375
2013-02-13,5222.71142578125
2013-02-14,5069.8515625
2013-02-15,5248.18798828125
2013-02-19,5146.28125
2013-02-20,4967.94482421875
2013-02-21,4738.6552734375
2013-02-22,4764.1318359375
2013-02-25,5146.28125
2013-02-26,5018.89794921875
2013-02-27,5095.328125
2013-02-28,4942.46826171875
2013-03-01,5069.8515625
2013-03-04,4891.5146484375
2013-03-05,5197.234375
2013-03-06,5553.90771484375
2013-03-07,5375.57080078125
2013-03-08,6114.3935546875
2013-03-11,6063.4404296875
2013-03-12,6012.48681640625
2013-03-13,6241.77685546875
2013-03-14,6522.02001953125
2013-03-15,7286.31884765625
2013-03-18,7082.505859375
2013-03-19,6929.64599609375
2013-03-20,8025.1416015625
2013-03-21,8687.5341796875
2013-03-22,9859.4599609375
2013-03-25,9324.4501953125
2013-03-26,8789.4404296875
2013-03-27,9298.9736328125
2013-03-28,8967.77734375
2013-04-01,8687.5341796875
2013-04-02,8432.767578125
2013-04-03,7897.75830078125
2013-04-04,7337.2724609375
2013-04-05,7235.36572265625
2013-04-08,7362.7490234375
2013-04-09,7872.28173828125
2013-04-10,8432.767578125
2013-04-11,8330.861328125
2013-04-12,8305.384765625
2013-04-15,7846.80517578125
2013-04-16,8203.478515625
2013-04-17,7821.32861328125
2013-04-18,7923.23486328125
2013-04-19,7642.9921875
2013-04-22,7413.7021484375
2013-04-23,7923.23486328125
2013-04-24,8025.1416015625
2013-04-25,7770.375
2013-04-26,8254.431640625
2013-04-29,8763.9638671875
2013-04-30,8967.77734375
2013-05-01,8585.6279296875
2013-05-02,8356.337890625
2013-05-03,8942.30078125
2013-05-06,8763.9638671875
2013-05-07,8942.30078125
2013-05-08,8763.9638671875
2013-05-09,8662.0576171875
2013-05-10,9095.16015625
2013-05-13,9451.8330078125
2013-05-14,9171.5908203125
2013-05-15,9069.68359375
2013-05-16,13961.1982421875
2013-05-17,12993.0859375
2013-05-20,14012.15234375
2013-05-21,13655.4794921875
2013-05-22,12075.927734375
2013-05-23,11795.6845703125
2013-05-24,11821.1611328125
2013-05-28,11286.1513671875
2013-05-29,10827.572265625
2013-05-30,11082.3388671875
2013-05-31,11133.2919921875
2013-06-03,11056.861328125
2013-06-04,10598.2822265625
2013-06-05,10878.525390625
2013-06-06,10623.7587890625
2013-06-07,10343.515625
2013-06-10,9935.8896484375
2013-06-11,9630.169921875
2013-06-12,9986.8427734375
2013-06-13,10012.3193359375
2013-06-14,10343.515625
2013-06-17,9961.3662109375
2013-06-18,10063.2724609375
2013-06-19,9375.4033203125
2013-06-20,8738.4873046875
2013-06-21,8279.908203125
2013-06-24,8050.6181640625
2013-06-25,8942.30078125
2013-06-26,8662.0576171875
2013-06-27,8789.4404296875
2013-06-28,9298.9736328125
2013-07-01,8483.720703125
2013-07-02,8636.5810546875
2013-07-03,8279.908203125
2013-07-05,8305.384765625
2013-07-08,8127.04833984375
2013-07-09,7948.7119140625
2013-07-10,8585.6279296875
2013-07-11,9069.68359375
2013-07-12,8687.5341796875
2013-07-15,9298.9736328125
2013-07-16,9222.5439453125
2013-07-17,9044.20703125
2013-07-18,10521.8525390625
2013-07-19,10190.65625
2013-07-22,10241.609375
2013-07-23,9604.693359375
2013-07-24,9732.076171875
2013-07-25,10114.2265625
2013-07-26,10190.65625
2013-07-29,11005.908203125
2013-07-30,10114.2265625
2013-07-31,9783.029296875
2013-08-01,10114.2265625
2013-08-02,10368.9921875
2013-08-05,10368.9921875
2013-08-06,10165.1796875
2013-08-07,9528.263671875
2013-08-08,8993.25390625
2013-08-09,8814.9169921875
2013-08-12,8611.1044921875
2013-08-13,8509.1982421875
2013-08-14,9681.123046875
2013-08-15,9451.8330078125
2013-08-16,9069.68359375
2013-08-19,8560.1513671875
2013-08-20,8636.5810546875
2013-08-21,9120.63671875
2013-08-22,9451.8330078125
2013-08-23,10419.9453125
2013-08-26,10827.572265625
2013-08-27,10012.3193359375
2013-08-28,10139.703125
2013-08-29,9604.693359375
2013-08-30,9095.16015625
2013-09-03,9273.4970703125
2013-09-04,10419.9453125
2013-09-05,12024.9736328125
2013-09-06,12916.65625
2013-09-09,13171.4228515625
