,DUOT
2021-02-25,5.800000190734863
2021-02-26,6.03000020980835
2021-03-01,6.309999942779541
2021-03-02,6.849999904632568
2021-03-03,6.489999771118164
2021-03-04,6.230000019073486
2021-03-05,6.360000133514404
2021-03-08,6.175000190734863
2021-03-09,6.550000190734863
2021-03-10,6.960000038146973
2021-03-11,7.210000038146973
2021-03-12,6.869999885559082
2021-03-15,7.420000076293945
2021-03-16,7.429999828338623
2021-03-17,7.5
2021-03-18,7.159999847412109
2021-03-19,8.069999694824219
2021-03-22,7.949999809265137
2021-03-23,8.020000457763672
2021-03-24,9.479999542236328
2021-03-25,8.630000114440918
2021-03-26,10.449999809265137
2021-03-29,9.529999732971191
2021-03-30,9.34000015258789
2021-03-31,10.920000076293945
2021-04-01,10.699999809265137
2021-04-05,10.800000190734863
2021-04-06,11.319999694824219
2021-04-07,10.949999809265137
2021-04-08,11.279999732971191
2021-04-09,11.109999656677246
2021-04-12,10.649999618530273
2021-04-13,10.279999732971191
2021-04-14,9.520999908447266
2021-04-15,9.0
2021-04-16,8.220000267028809
2021-04-19,8.029999732971191
2021-04-20,8.154999732971191
2021-04-21,8.550000190734863
2021-04-22,9.069999694824219
2021-04-23,10.25
2021-04-26,9.75
2021-04-27,9.479999542236328
2021-04-28,9.449999809265137
2021-04-29,9.75
2021-04-30,9.0
2021-05-03,9.0600004196167
2021-05-04,8.998000144958496
2021-05-05,9.010000228881836
2021-05-06,9.942000389099121
2021-05-07,10.130000114440918
2021-05-10,9.449999809265137
2021-05-11,9.199999809265137
2021-05-12,8.779999732971191
2021-05-13,8.90999984741211
2021-05-14,9.75
