,CCMP
2004-04-21,37.560001373291016
2004-04-22,33.36000061035156
2004-04-23,33.400001525878906
2004-04-26,32.18000030517578
2004-04-27,32.0099983215332
2004-04-28,30.829999923706055
2004-04-29,30.5
2004-04-30,29.579999923706055
2004-05-03,28.959999084472656
2004-05-04,30.149999618530273
2004-05-05,29.889999389648438
2004-05-06,29.34000015258789
2004-05-07,28.81999969482422
2004-05-10,28.940000534057617
2004-05-11,30.350000381469727
2004-05-12,30.1299991607666
2004-05-13,30.030000686645508
2004-05-14,28.950000762939453
2004-05-17,28.15999984741211
2004-05-18,28.43000030517578
2004-05-19,28.139999389648438
2004-05-20,27.610000610351562
2004-05-21,27.139999389648438
2004-05-24,27.6200008392334
2004-05-25,29.670000076293945
2004-05-26,30.100000381469727
2004-05-27,30.75
2004-05-28,31.200000762939453
2004-06-01,31.079999923706055
2004-06-02,30.760000228881836
2004-06-03,29.739999771118164
2004-06-04,30.489999771118164
2004-06-07,31.1299991607666
2004-06-08,30.760000228881836
2004-06-09,30.229999542236328
2004-06-10,29.459999084472656
2004-06-14,28.049999237060547
2004-06-15,28.200000762939453
2004-06-16,26.8799991607666
2004-06-17,27.81999969482422
2004-06-18,28.0
2004-06-21,27.950000762939453
2004-06-22,28.81999969482422
2004-06-23,28.940000534057617
2004-06-24,28.510000228881836
2004-06-25,28.770000457763672
2004-06-28,28.950000762939453
2004-06-29,30.530000686645508
2004-06-30,30.610000610351562
2004-07-01,29.31999969482422
2004-07-02,28.559999465942383
2004-07-06,27.420000076293945
2004-07-07,27.829999923706055
2004-07-08,27.5
2004-07-09,27.510000228881836
2004-07-12,27.40999984741211
2004-07-13,27.690000534057617
2004-07-14,27.1299991607666
2004-07-15,27.040000915527344
2004-07-16,26.860000610351562
2004-07-19,27.200000762939453
2004-07-20,28.149999618530273
2004-07-21,27.450000762939453
2004-07-22,31.530000686645508
2004-07-23,32.18000030517578
2004-07-26,32.34000015258789
2004-07-27,33.15999984741211
2004-07-28,33.4900016784668
2004-07-29,34.880001068115234
2004-07-30,35.4900016784668
2004-08-02,35.060001373291016
2004-08-03,33.18000030517578
2004-08-04,34.47999954223633
2004-08-05,34.279998779296875
2004-08-06,32.66999816894531
2004-08-09,32.040000915527344
2004-08-10,32.599998474121094
2004-08-11,31.420000076293945
2004-08-12,30.8700008392334
2004-08-13,30.3799991607666
2004-08-16,31.770000457763672
2004-08-17,32.689998626708984
2004-08-18,33.900001525878906
2004-08-19,33.709999084472656
2004-08-20,34.5099983215332
2004-08-23,34.38999938964844
2004-08-24,33.63999938964844
2004-08-25,34.36000061035156
2004-08-26,33.7400016784668
2004-08-27,34.29999923706055
2004-08-30,33.529998779296875
2004-08-31,33.38999938964844
2004-09-01,34.06999969482422
2004-09-02,34.970001220703125
2004-09-03,33.310001373291016
2004-09-07,33.02000045776367
2004-09-08,32.91999816894531
2004-09-09,34.77000045776367
2004-09-10,35.630001068115234
2004-09-13,37.18000030517578
2004-09-14,38.290000915527344
2004-09-15,37.25
2004-09-16,37.0099983215332
2004-09-17,37.119998931884766
2004-09-20,38.209999084472656
2004-09-21,37.959999084472656
2004-09-22,36.900001525878906
2004-09-23,36.11000061035156
2004-09-24,35.2599983215332
2004-09-27,34.650001525878906
2004-09-28,34.29999923706055
2004-09-29,35.75
2004-09-30,36.25
2004-10-01,37.470001220703125
2004-10-04,37.349998474121094
2004-10-05,36.56999969482422
2004-10-06,36.5
2004-10-07,35.459999084472656
2004-10-08,34.689998626708984
2004-10-11,34.470001220703125
2004-10-12,33.54999923706055
2004-10-13,33.150001525878906
2004-10-14,31.329999923706055
2004-10-15,31.100000381469727
2004-10-18,31.280000686645508
2004-10-19,30.989999771118164
2004-10-20,31.860000610351562
2004-10-21,32.7599983215332
2004-10-22,31.75
2004-10-25,31.149999618530273
2004-10-26,30.579999923706055
2004-10-27,31.549999237060547
2004-10-28,35.70000076293945
2004-10-29,36.029998779296875
2004-11-01,36.72999954223633
2004-11-02,39.43000030517578
2004-11-03,38.380001068115234
2004-11-04,38.65999984741211
2004-11-05,39.470001220703125
2004-11-08,39.27000045776367
2004-11-09,39.65999984741211
2004-11-10,39.15999984741211
2004-11-11,39.7599983215332
2004-11-12,40.0
2004-11-15,40.47999954223633
2004-11-16,40.79999923706055
2004-11-17,38.38999938964844
2004-11-18,37.880001068115234
2004-11-19,36.900001525878906
2004-11-22,36.84000015258789
2004-11-23,36.65999984741211
2004-11-24,37.0
2004-11-26,36.7599983215332
2004-11-29,37.79999923706055
2004-11-30,36.95000076293945
2004-12-01,38.47999954223633
2004-12-02,38.810001373291016
2004-12-03,39.90999984741211
2004-12-06,40.0
2004-12-07,39.18000030517578
2004-12-08,38.369998931884766
2004-12-09,37.650001525878906
2004-12-10,37.779998779296875
2004-12-13,38.13999938964844
2004-12-14,39.540000915527344
2004-12-15,39.16999816894531
2004-12-16,38.119998931884766
2004-12-17,37.5
2004-12-20,37.849998474121094
2004-12-21,38.52000045776367
2004-12-22,38.560001373291016
2004-12-23,38.900001525878906
2004-12-27,39.400001525878906
2004-12-28,39.45000076293945
2004-12-29,40.08000183105469
2004-12-30,40.11000061035156
2004-12-31,40.06999969482422
2005-01-03,38.369998931884766
2005-01-04,37.83000183105469
2005-01-05,36.95000076293945
2005-01-06,36.939998626708984
2005-01-07,36.52000045776367
2005-01-10,36.72999954223633
2005-01-11,35.630001068115234
2005-01-12,36.209999084472656
2005-01-13,36.0
2005-01-14,36.720001220703125
2005-01-18,36.5099983215332
2005-01-19,35.560001373291016
2005-01-20,34.7599983215332
2005-01-21,34.900001525878906
2005-01-24,32.13999938964844
2005-01-25,32.2400016784668
2005-01-26,33.38999938964844
2005-01-27,30.889999389648438
2005-01-28,31.190000534057617
2005-01-31,30.43000030517578
2005-02-01,31.059999465942383
2005-02-02,31.170000076293945
2005-02-03,30.899999618530273
2005-02-04,32.04999923706055
2005-02-07,31.600000381469727
2005-02-08,31.719999313354492
2005-02-09,31.350000381469727
2005-02-10,32.0
2005-02-11,33.63999938964844
2005-02-14,33.369998931884766
2005-02-15,33.52000045776367
2005-02-16,33.63999938964844
2005-02-17,32.560001373291016
2005-02-18,32.630001068115234
2005-02-22,32.060001373291016
2005-02-23,32.04999923706055
2005-02-24,32.4900016784668
2005-02-25,32.93000030517578
2005-02-28,32.4900016784668
2005-03-01,33.0
2005-03-02,32.529998779296875
2005-03-03,32.060001373291016
2005-03-04,32.56999969482422
2005-03-07,32.81999969482422
2005-03-08,32.02000045776367
2005-03-09,32.15999984741211
2005-03-10,32.619998931884766
2005-03-11,32.209999084472656
2005-03-14,32.56999969482422
2005-03-15,32.279998779296875
2005-03-16,32.400001525878906
2005-03-17,32.5
2005-03-18,32.36000061035156
2005-03-21,31.959999084472656
2005-03-22,31.719999313354492
2005-03-23,31.709999084472656
2005-03-24,31.309999465942383
2005-03-28,31.450000762939453
2005-03-29,30.940000534057617
2005-03-30,31.6299991607666
2005-03-31,31.3799991607666
2005-04-01,31.600000381469727
2005-04-04,31.520000457763672
2005-04-05,30.989999771118164
2005-04-06,30.889999389648438
2005-04-07,30.600000381469727
2005-04-08,30.399999618530273
2005-04-11,29.799999237060547
2005-04-12,30.270000457763672
2005-04-13,28.850000381469727
2005-04-14,28.959999084472656
2005-04-15,27.920000076293945
2005-04-18,28.43000030517578
2005-04-19,28.510000228881836
2005-04-20,28.09000015258789
2005-04-21,29.149999618530273
2005-04-22,29.09000015258789
2005-04-25,29.770000457763672
2005-04-26,29.149999618530273
2005-04-27,29.219999313354492
2005-04-28,27.389999389648438
2005-04-29,28.790000915527344
2005-05-02,27.6299991607666
2005-05-03,27.969999313354492
2005-05-04,28.889999389648438
2005-05-05,28.719999313354492
2005-05-06,28.0
2005-05-09,28.329999923706055
2005-05-10,27.649999618530273
2005-05-11,27.969999313354492
2005-05-12,27.700000762939453
2005-05-13,28.1200008392334
2005-05-16,29.0
2005-05-17,29.010000228881836
2005-05-18,30.809999465942383
2005-05-19,30.309999465942383
2005-05-20,30.18000030517578
2005-05-23,30.239999771118164
2005-05-24,31.040000915527344
2005-05-25,30.3700008392334
2005-05-26,31.459999084472656
2005-05-27,31.389999389648438
2005-05-31,31.329999923706055
2005-06-01,31.700000762939453
2005-06-02,31.770000457763672
2005-06-03,30.90999984741211
2005-06-06,30.959999084472656
2005-06-07,30.770000457763672
2005-06-08,30.450000762939453
2005-06-09,31.149999618530273
2005-06-10,30.8700008392334
2005-06-13,30.809999465942383
2005-06-14,30.81999969482422
2005-06-15,30.829999923706055
2005-06-16,31.229999542236328
2005-06-17,31.670000076293945
2005-06-20,31.239999771118164
2005-06-21,31.31999969482422
2005-06-22,31.06999969482422
2005-06-23,30.959999084472656
2005-06-24,30.18000030517578
2005-06-27,29.56999969482422
2005-06-28,30.420000076293945
2005-06-29,29.860000610351562
2005-06-30,28.989999771118164
2005-07-01,28.8700008392334
2005-07-05,30.200000762939453
2005-07-06,30.09000015258789
2005-07-07,30.299999237060547
2005-07-08,31.420000076293945
2005-07-11,32.650001525878906
2005-07-12,32.439998626708984
2005-07-13,32.06999969482422
2005-07-14,32.7400016784668
2005-07-15,32.279998779296875
2005-07-18,31.639999389648438
2005-07-19,32.099998474121094
2005-07-20,33.099998474121094
2005-07-21,32.5
2005-07-22,32.75
2005-07-25,32.9900016784668
2005-07-26,32.56999969482422
2005-07-27,32.0
2005-07-28,30.239999771118164
2005-07-29,30.06999969482422
2005-08-01,30.200000762939453
2005-08-02,31.209999084472656
2005-08-03,30.399999618530273
2005-08-04,30.020000457763672
2005-08-05,29.68000030517578
2005-08-08,28.649999618530273
2005-08-09,28.56999969482422
2005-08-10,28.1299991607666
2005-08-11,28.829999923706055
2005-08-12,28.489999771118164
2005-08-15,29.1299991607666
2005-08-16,28.899999618530273
2005-08-17,29.15999984741211
2005-08-18,29.1299991607666
2005-08-19,29.200000762939453
2005-08-22,29.309999465942383
2005-08-23,29.1200008392334
2005-08-24,29.010000228881836
2005-08-25,29.020000457763672
2005-08-26,28.93000030517578
2005-08-29,29.56999969482422
2005-08-30,29.270000457763672
2005-08-31,29.809999465942383
2005-09-01,29.600000381469727
2005-09-02,29.299999237060547
2005-09-06,30.260000228881836
2005-09-07,29.940000534057617
2005-09-08,30.540000915527344
2005-09-09,31.1200008392334
2005-09-12,31.110000610351562
2005-09-13,30.829999923706055
2005-09-14,30.469999313354492
2005-09-15,30.049999237060547
2005-09-16,29.799999237060547
2005-09-19,29.280000686645508
2005-09-20,28.81999969482422
2005-09-21,28.139999389648438
2005-09-22,27.739999771118164
2005-09-23,28.25
2005-09-26,28.280000686645508
2005-09-27,28.299999237060547
2005-09-28,28.389999389648438
2005-09-29,29.100000381469727
2005-09-30,29.3799991607666
2005-10-03,29.540000915527344
2005-10-04,29.290000915527344
2005-10-05,28.899999618530273
2005-10-06,28.969999313354492
2005-10-07,28.850000381469727
2005-10-10,28.760000228881836
2005-10-11,28.3700008392334
2005-10-12,28.690000534057617
2005-10-13,28.59000015258789
2005-10-14,28.700000762939453
2005-10-17,28.809999465942383
2005-10-18,28.360000610351562
2005-10-19,28.6200008392334
2005-10-20,28.75
2005-10-21,29.200000762939453
2005-10-24,29.149999618530273
2005-10-25,28.729999542236328
2005-10-26,29.079999923706055
2005-10-27,28.260000228881836
2005-10-28,28.760000228881836
2005-10-31,29.399999618530273
2005-11-01,28.940000534057617
2005-11-02,29.09000015258789
2005-11-03,29.100000381469727
2005-11-04,28.969999313354492
2005-11-07,29.0
2005-11-08,28.6200008392334
2005-11-09,28.799999237060547
2005-11-10,29.389999389648438
2005-11-11,29.899999618530273
2005-11-14,29.059999465942383
2005-11-15,28.770000457763672
2005-11-16,28.899999618530273
2005-11-17,28.940000534057617
2005-11-18,29.770000457763672
2005-11-21,30.25
2005-11-22,31.209999084472656
2005-11-23,31.06999969482422
2005-11-25,31.56999969482422
2005-11-28,31.110000610351562
2005-11-29,30.81999969482422
2005-11-30,30.93000030517578
2005-12-01,32.33000183105469
2005-12-02,31.969999313354492
2005-12-05,31.899999618530273
2005-12-06,31.440000534057617
2005-12-07,30.5
2005-12-08,30.3799991607666
2005-12-09,30.510000228881836
2005-12-12,30.469999313354492
2005-12-13,30.3700008392334
2005-12-14,30.139999389648438
2005-12-15,29.209999084472656
2005-12-16,29.229999542236328
2005-12-19,28.920000076293945
2005-12-20,28.860000610351562
2005-12-21,29.25
2005-12-22,29.1200008392334
2005-12-23,29.260000228881836
2005-12-27,29.290000915527344
2005-12-28,29.520000457763672
2005-12-29,29.299999237060547
2005-12-30,29.290000915527344
2006-01-03,29.479999542236328
2006-01-04,29.030000686645508
2006-01-05,29.290000915527344
2006-01-06,30.139999389648438
2006-01-09,30.3700008392334
2006-01-10,30.520000457763672
2006-01-11,30.829999923706055
2006-01-12,30.18000030517578
2006-01-13,29.690000534057617
2006-01-17,29.290000915527344
2006-01-18,28.81999969482422
2006-01-19,30.110000610351562
2006-01-20,29.399999618530273
2006-01-23,29.6299991607666
2006-01-24,30.09000015258789
2006-01-25,30.229999542236328
2006-01-26,34.43000030517578
2006-01-27,33.150001525878906
2006-01-30,33.31999969482422
2006-01-31,33.209999084472656
2006-02-01,32.75
2006-02-02,32.52000045776367
2006-02-03,32.5099983215332
2006-02-06,32.93000030517578
2006-02-07,32.43000030517578
2006-02-08,33.66999816894531
2006-02-09,32.790000915527344
2006-02-10,33.02000045776367
2006-02-13,32.59000015258789
2006-02-14,33.61000061035156
2006-02-15,34.15999984741211
2006-02-16,34.75
2006-02-17,34.16999816894531
2006-02-21,33.959999084472656
2006-02-22,34.40999984741211
2006-02-23,34.06999969482422
2006-02-24,34.59000015258789
2006-02-27,34.349998474121094
2006-02-28,34.119998931884766
2006-03-01,35.209999084472656
2006-03-02,34.77000045776367
2006-03-03,34.5
2006-03-06,33.630001068115234
2006-03-07,32.59000015258789
2006-03-08,32.880001068115234
2006-03-09,33.0
2006-03-10,32.779998779296875
2006-03-13,33.0099983215332
2006-03-14,33.75
2006-03-15,33.77000045776367
2006-03-16,33.0099983215332
2006-03-17,33.27000045776367
2006-03-20,33.27000045776367
2006-03-21,33.349998474121094
2006-03-22,32.97999954223633
2006-03-23,33.27000045776367
2006-03-24,33.7599983215332
2006-03-27,34.0099983215332
2006-03-28,34.22999954223633
2006-03-29,35.93000030517578
2006-03-30,37.13999938964844
2006-03-31,37.099998474121094
2006-04-03,37.5
2006-04-04,37.5099983215332
2006-04-05,38.25
2006-04-06,37.58000183105469
2006-04-07,36.77000045776367
2006-04-10,35.709999084472656
2006-04-11,35.689998626708984
2006-04-12,35.709999084472656
2006-04-13,36.310001373291016
2006-04-17,35.63999938964844
2006-04-18,37.04999923706055
2006-04-19,36.970001220703125
2006-04-20,36.63999938964844
2006-04-21,36.27000045776367
2006-04-24,35.779998779296875
2006-04-25,36.5
2006-04-26,36.880001068115234
2006-04-27,31.93000030517578
2006-04-28,32.709999084472656
2006-05-01,32.70000076293945
2006-05-02,32.15999984741211
2006-05-03,32.15999984741211
2006-05-04,31.950000762939453
2006-05-05,32.439998626708984
2006-05-08,32.13999938964844
2006-05-09,31.56999969482422
2006-05-10,30.8700008392334
2006-05-11,29.649999618530273
2006-05-12,29.84000015258789
2006-05-15,28.670000076293945
2006-05-16,28.489999771118164
2006-05-17,28.770000457763672
2006-05-18,28.34000015258789
2006-05-19,28.579999923706055
2006-05-22,28.020000457763672
2006-05-23,28.200000762939453
2006-05-24,28.239999771118164
2006-05-25,28.75
2006-05-26,28.940000534057617
2006-05-30,28.350000381469727
2006-05-31,28.760000228881836
2006-06-01,29.200000762939453
2006-06-02,28.950000762939453
2006-06-05,27.8799991607666
2006-06-06,27.969999313354492
2006-06-07,27.350000381469727
2006-06-08,26.56999969482422
2006-06-09,26.81999969482422
2006-06-12,25.84000015258789
2006-06-13,25.979999542236328
2006-06-14,26.040000915527344
2006-06-15,27.360000610351562
2006-06-16,27.040000915527344
2006-06-19,27.40999984741211
2006-06-20,27.479999542236328
2006-06-21,28.030000686645508
2006-06-22,27.799999237060547
2006-06-23,28.229999542236328
2006-06-26,28.489999771118164
2006-06-27,28.190000534057617
2006-06-28,28.56999969482422
2006-06-29,29.450000762939453
2006-06-30,30.309999465942383
2006-07-03,30.110000610351562
2006-07-05,29.260000228881836
2006-07-06,29.43000030517578
2006-07-07,28.56999969482422
2006-07-10,28.389999389648438
2006-07-11,28.829999923706055
2006-07-12,27.899999618530273
2006-07-13,27.190000534057617
2006-07-14,27.110000610351562
2006-07-17,26.780000686645508
2006-07-18,27.040000915527344
2006-07-19,28.270000457763672
2006-07-20,27.030000686645508
2006-07-21,26.209999084472656
2006-07-24,27.31999969482422
2006-07-25,27.75
2006-07-26,27.489999771118164
2006-07-27,29.739999771118164
2006-07-28,29.8700008392334
2006-07-31,29.780000686645508
2006-08-01,28.940000534057617
2006-08-02,29.719999313354492
2006-08-03,30.110000610351562
2006-08-04,29.559999465942383
2006-08-07,29.43000030517578
2006-08-08,29.350000381469727
2006-08-09,29.040000915527344
2006-08-10,29.229999542236328
2006-08-11,28.709999084472656
2006-08-14,28.899999618530273
2006-08-15,29.75
2006-08-16,30.1200008392334
2006-08-17,29.799999237060547
2006-08-18,30.09000015258789
2006-08-21,29.850000381469727
2006-08-22,29.93000030517578
2006-08-23,29.510000228881836
2006-08-24,29.84000015258789
2006-08-25,29.75
2006-08-28,30.040000915527344
2006-08-29,31.399999618530273
2006-08-30,32.34000015258789
2006-08-31,31.440000534057617
2006-09-01,31.329999923706055
2006-09-05,31.459999084472656
2006-09-06,30.809999465942383
2006-09-07,30.360000610351562
2006-09-08,30.270000457763672
2006-09-11,29.93000030517578
2006-09-12,31.290000915527344
2006-09-13,30.860000610351562
2006-09-14,30.43000030517578
2006-09-15,30.229999542236328
2006-09-18,30.290000915527344
2006-09-19,30.040000915527344
2006-09-20,31.0
2006-09-21,30.450000762939453
2006-09-22,29.420000076293945
2006-09-25,29.959999084472656
2006-09-26,29.700000762939453
2006-09-27,29.68000030517578
2006-09-28,29.31999969482422
2006-09-29,28.81999969482422
2006-10-02,29.049999237060547
2006-10-03,29.040000915527344
2006-10-04,30.239999771118164
2006-10-05,30.90999984741211
2006-10-06,31.010000228881836
2006-10-09,31.030000686645508
2006-10-10,31.040000915527344
2006-10-11,31.25
2006-10-12,30.200000762939453
2006-10-13,30.1299991607666
2006-10-16,30.15999984741211
2006-10-17,29.860000610351562
2006-10-18,29.6200008392334
2006-10-19,29.75
2006-10-20,29.5
2006-10-23,29.270000457763672
2006-10-24,28.65999984741211
2006-10-25,28.790000915527344
2006-10-26,29.469999313354492
2006-10-27,28.360000610351562
2006-10-30,29.100000381469727
2006-10-31,28.549999237060547
2006-11-01,28.25
2006-11-02,28.270000457763672
2006-11-03,28.239999771118164
2006-11-06,29.030000686645508
2006-11-07,29.530000686645508
2006-11-08,29.6200008392334
2006-11-09,29.15999984741211
2006-11-10,30.280000686645508
2006-11-13,30.600000381469727
2006-11-14,31.889999389648438
2006-11-15,31.690000534057617
2006-11-16,31.579999923706055
2006-11-17,31.600000381469727
2006-11-20,32.130001068115234
2006-11-21,32.25
2006-11-22,32.4900016784668
2006-11-24,32.5099983215332
2006-11-27,31.18000030517578
2006-11-28,31.420000076293945
2006-11-29,31.139999389648438
2006-11-30,31.649999618530273
2006-12-01,31.56999969482422
2006-12-04,32.599998474121094
2006-12-05,33.099998474121094
2006-12-06,33.20000076293945
2006-12-07,33.709999084472656
2006-12-08,33.18000030517578
2006-12-11,33.02000045776367
2006-12-12,33.060001373291016
2006-12-13,32.810001373291016
2006-12-14,32.7400016784668
2006-12-15,33.2599983215332
2006-12-18,33.0099983215332
2006-12-19,32.72999954223633
2006-12-20,33.75
2006-12-21,33.0099983215332
2006-12-22,32.7400016784668
2006-12-26,33.7599983215332
2006-12-27,34.470001220703125
2006-12-28,33.97999954223633
2006-12-29,33.939998626708984
2007-01-03,33.709999084472656
2007-01-04,34.369998931884766
2007-01-05,33.40999984741211
2007-01-08,33.22999954223633
2007-01-09,33.02000045776367
2007-01-10,32.90999984741211
2007-01-11,33.25
2007-01-12,33.36000061035156
2007-01-16,32.91999816894531
2007-01-17,32.86000061035156
2007-01-18,30.989999771118164
2007-01-19,31.3799991607666
2007-01-22,31.3700008392334
2007-01-23,31.43000030517578
2007-01-24,31.639999389648438
2007-01-25,30.579999923706055
2007-01-26,30.25
2007-01-29,30.110000610351562
2007-01-30,30.1200008392334
2007-01-31,30.190000534057617
2007-02-01,30.68000030517578
2007-02-02,30.93000030517578
2007-02-05,30.75
2007-02-06,31.0
2007-02-07,31.399999618530273
2007-02-08,31.469999313354492
2007-02-09,31.0
2007-02-12,30.40999984741211
2007-02-13,30.770000457763672
2007-02-14,30.93000030517578
2007-02-15,31.149999618530273
2007-02-16,31.229999542236328
2007-02-20,31.959999084472656
2007-02-21,32.08000183105469
2007-02-22,32.34000015258789
2007-02-23,32.97999954223633
2007-02-26,33.619998931884766
2007-02-27,33.11000061035156
2007-02-28,32.72999954223633
2007-03-01,32.4900016784668
2007-03-02,31.75
2007-03-05,31.549999237060547
2007-03-06,32.470001220703125
2007-03-07,32.45000076293945
2007-03-08,32.61000061035156
2007-03-09,33.18000030517578
2007-03-12,33.040000915527344
2007-03-13,32.099998474121094
2007-03-14,32.459999084472656
2007-03-15,32.79999923706055
2007-03-16,32.4900016784668
2007-03-19,32.400001525878906
2007-03-20,33.02000045776367
2007-03-21,33.90999984741211
2007-03-22,34.29999923706055
2007-03-23,34.119998931884766
2007-03-26,34.11000061035156
2007-03-27,34.029998779296875
2007-03-28,33.959999084472656
2007-03-29,33.79999923706055
2007-03-30,33.5099983215332
2007-04-02,33.4900016784668
2007-04-03,33.790000915527344
2007-04-04,34.20000076293945
2007-04-05,34.380001068115234
2007-04-09,34.16999816894531
2007-04-10,34.20000076293945
2007-04-11,34.02000045776367
2007-04-12,34.540000915527344
2007-04-13,34.43000030517578
2007-04-16,35.400001525878906
2007-04-17,35.63999938964844
2007-04-18,35.529998779296875
2007-04-19,35.540000915527344
2007-04-20,35.7400016784668
2007-04-23,35.7599983215332
2007-04-24,36.61000061035156
2007-04-25,37.189998626708984
2007-04-26,33.52000045776367
2007-04-27,32.91999816894531
2007-04-30,32.13999938964844
2007-05-01,32.209999084472656
2007-05-02,32.84000015258789
2007-05-03,32.5099983215332
2007-05-04,33.33000183105469
2007-05-07,33.04999923706055
2007-05-08,32.81999969482422
2007-05-09,32.97999954223633
2007-05-10,32.54999923706055
2007-05-11,33.130001068115234
2007-05-14,33.15999984741211
2007-05-15,32.9900016784668
2007-05-16,32.540000915527344
2007-05-17,32.0099983215332
2007-05-18,32.2599983215332
2007-05-21,32.58000183105469
2007-05-22,33.34000015258789
2007-05-23,33.33000183105469
2007-05-24,33.400001525878906
2007-05-25,33.08000183105469
2007-05-29,33.11000061035156
2007-05-30,32.9900016784668
2007-05-31,33.459999084472656
2007-06-01,33.13999938964844
2007-06-04,33.34000015258789
2007-06-05,33.06999969482422
2007-06-06,32.83000183105469
2007-06-07,32.33000183105469
2007-06-08,33.38999938964844
2007-06-11,33.86000061035156
2007-06-12,34.59000015258789
2007-06-13,34.849998474121094
2007-06-14,35.2599983215332
2007-06-15,36.349998474121094
2007-06-18,36.45000076293945
2007-06-19,36.560001373291016
2007-06-20,36.279998779296875
2007-06-21,36.54999923706055
2007-06-22,35.709999084472656
2007-06-25,35.619998931884766
2007-06-26,35.65999984741211
2007-06-27,36.400001525878906
2007-06-28,36.0
2007-06-29,35.4900016784668
2007-07-02,35.529998779296875
2007-07-03,36.279998779296875
2007-07-05,36.58000183105469
2007-07-06,36.5
2007-07-09,36.689998626708984
2007-07-10,36.59000015258789
2007-07-11,36.849998474121094
2007-07-12,38.400001525878906
2007-07-13,38.58000183105469
2007-07-16,38.279998779296875
2007-07-17,40.209999084472656
2007-07-18,39.09000015258789
2007-07-19,40.29999923706055
2007-07-20,39.40999984741211
2007-07-23,38.75
2007-07-24,37.95000076293945
2007-07-25,38.27000045776367
2007-07-26,41.4900016784668
2007-07-27,42.290000915527344
2007-07-30,42.52000045776367
2007-07-31,42.630001068115234
2007-08-01,42.54999923706055
2007-08-02,42.349998474121094
2007-08-03,42.060001373291016
2007-08-06,42.70000076293945
2007-08-07,42.22999954223633
2007-08-08,43.9900016784668
2007-08-09,43.93000030517578
2007-08-10,41.369998931884766
2007-08-13,41.7599983215332
2007-08-14,40.20000076293945
2007-08-15,40.459999084472656
2007-08-16,40.599998474121094
2007-08-17,40.709999084472656
2007-08-20,42.150001525878906
2007-08-21,41.08000183105469
2007-08-22,42.130001068115234
2007-08-23,41.130001068115234
2007-08-24,41.849998474121094
2007-08-27,41.79999923706055
2007-08-28,39.58000183105469
2007-08-29,40.599998474121094
2007-08-30,40.790000915527344
2007-08-31,41.720001220703125
2007-09-04,42.400001525878906
2007-09-05,42.91999816894531
2007-09-06,43.849998474121094
2007-09-07,42.869998931884766
2007-09-10,43.0
2007-09-11,44.4900016784668
2007-09-12,43.689998626708984
2007-09-13,43.900001525878906
2007-09-14,42.84000015258789
2007-09-17,42.72999954223633
2007-09-18,43.349998474121094
2007-09-19,44.400001525878906
2007-09-20,44.560001373291016
2007-09-21,43.97999954223633
2007-09-24,42.599998474121094
2007-09-25,42.779998779296875
2007-09-26,42.459999084472656
2007-09-27,42.599998474121094
2007-09-28,42.75
2007-10-01,43.720001220703125
2007-10-02,45.36000061035156
2007-10-03,44.5
2007-10-04,45.40999984741211
2007-10-05,45.56999969482422
2007-10-08,45.38999938964844
2007-10-09,46.439998626708984
2007-10-10,45.9900016784668
2007-10-11,44.54999923706055
2007-10-12,44.33000183105469
2007-10-15,43.97999954223633
2007-10-16,43.79999923706055
2007-10-17,44.279998779296875
2007-10-18,44.099998474121094
2007-10-19,42.43000030517578
2007-10-22,42.540000915527344
2007-10-23,42.7400016784668
2007-10-24,41.720001220703125
2007-10-25,38.86000061035156
2007-10-26,38.619998931884766
2007-10-29,39.2400016784668
2007-10-30,39.09000015258789
2007-10-31,39.68000030517578
2007-11-01,37.93000030517578
2007-11-02,38.68000030517578
2007-11-05,39.2599983215332
2007-11-06,39.33000183105469
2007-11-07,38.40999984741211
2007-11-08,37.939998626708984
2007-11-09,37.79999923706055
2007-11-12,38.29999923706055
2007-11-13,38.970001220703125
2007-11-14,38.81999969482422
2007-11-15,38.2599983215332
2007-11-16,38.63999938964844
2007-11-19,37.959999084472656
2007-11-20,36.150001525878906
2007-11-21,35.720001220703125
2007-11-23,36.790000915527344
2007-11-26,35.41999816894531
2007-11-27,35.599998474121094
2007-11-28,37.38999938964844
2007-11-29,37.599998474121094
2007-11-30,37.400001525878906
2007-12-03,37.02000045776367
2007-12-04,36.88999938964844
2007-12-05,37.02000045776367
2007-12-06,38.939998626708984
2007-12-07,38.560001373291016
2007-12-10,38.13999938964844
2007-12-11,36.7400016784668
2007-12-12,36.84000015258789
2007-12-13,36.959999084472656
2007-12-14,35.86000061035156
2007-12-17,35.27000045776367
2007-12-18,35.7400016784668
2007-12-19,36.349998474121094
2007-12-20,37.36000061035156
2007-12-21,37.099998474121094
2007-12-24,38.16999816894531
2007-12-26,37.90999984741211
2007-12-27,37.040000915527344
2007-12-28,36.900001525878906
2007-12-31,35.90999984741211
2008-01-02,35.47999954223633
2008-01-03,35.13999938964844
2008-01-04,33.560001373291016
2008-01-07,33.61000061035156
2008-01-08,32.529998779296875
2008-01-09,32.81999969482422
2008-01-10,33.20000076293945
2008-01-11,32.0099983215332
2008-01-14,32.130001068115234
2008-01-15,32.0099983215332
2008-01-16,32.86000061035156
2008-01-17,32.290000915527344
2008-01-18,32.400001525878906
2008-01-22,32.09000015258789
2008-01-23,33.81999969482422
2008-01-24,35.81999969482422
2008-01-25,34.77000045776367
