,CCMP
2011-10-27,39.369998931884766
2011-10-28,39.459999084472656
2011-10-31,38.52000045776367
2011-11-01,37.70000076293945
2011-11-02,38.52000045776367
2011-11-03,40.119998931884766
2011-11-04,40.349998474121094
2011-11-07,40.0099983215332
2011-11-08,41.540000915527344
2011-11-09,39.95000076293945
2011-11-10,40.650001525878906
2011-11-11,42.59000015258789
2011-11-14,41.66999816894531
2011-11-15,42.130001068115234
2011-11-16,42.11000061035156
2011-11-17,40.869998931884766
2011-11-18,41.02000045776367
2011-11-21,40.029998779296875
2011-11-22,39.68000030517578
2011-11-23,39.13999938964844
2011-11-25,38.380001068115234
2011-11-28,39.790000915527344
2011-11-29,39.27000045776367
2011-11-30,41.56999969482422
2011-12-01,40.52000045776367
2011-12-02,40.2599983215332
2011-12-05,41.40999984741211
2011-12-06,41.77000045776367
2011-12-07,41.7599983215332
2011-12-08,39.79999923706055
2011-12-09,40.91999816894531
2011-12-12,40.209999084472656
2011-12-13,45.9900016784668
2011-12-14,45.52000045776367
2011-12-15,46.290000915527344
2011-12-16,46.310001373291016
2011-12-19,45.68000030517578
2011-12-20,47.0099983215332
2011-12-21,46.88999938964844
2011-12-22,47.02000045776367
2011-12-23,47.79999923706055
2011-12-27,47.97999954223633
2011-12-28,47.04999923706055
2011-12-29,48.38999938964844
2011-12-30,47.25
2012-01-03,48.2400016784668
2012-01-04,47.470001220703125
2012-01-05,48.36000061035156
2012-01-06,48.59000015258789
2012-01-09,49.150001525878906
2012-01-10,49.709999084472656
2012-01-11,49.7400016784668
2012-01-12,50.189998626708984
2012-01-13,48.93000030517578
2012-01-17,49.41999816894531
2012-01-18,49.97999954223633
2012-01-19,50.060001373291016
2012-01-20,50.18000030517578
2012-01-23,49.91999816894531
2012-01-24,50.18000030517578
2012-01-25,50.20000076293945
2012-01-26,50.150001525878906
2012-01-27,50.400001525878906
2012-01-30,50.90999984741211
2012-01-31,50.41999816894531
2012-02-01,52.150001525878906
2012-02-02,51.93000030517578
2012-02-03,52.5
2012-02-06,51.86000061035156
2012-02-07,52.290000915527344
2012-02-08,52.13999938964844
2012-02-09,51.38999938964844
2012-02-10,50.709999084472656
2012-02-13,50.91999816894531
2012-02-14,51.869998931884766
2012-02-15,50.869998931884766
2012-02-16,51.83000183105469
2012-02-17,50.869998931884766
2012-02-21,50.220001220703125
2012-02-22,50.529998779296875
2012-02-23,50.880001068115234
2012-02-24,50.880001068115234
2012-02-27,51.09000015258789
2012-02-28,51.5099983215332
2012-02-29,50.25
2012-03-01,51.91999816894531
2012-03-02,35.15999984741211
2012-03-05,34.16999816894531
2012-03-06,33.88999938964844
2012-03-07,34.77000045776367
2012-03-08,35.88999938964844
2012-03-09,36.060001373291016
2012-03-12,36.22999954223633
2012-03-13,38.97999954223633
2012-03-14,38.93000030517578
2012-03-15,39.66999816894531
2012-03-16,39.36000061035156
2012-03-19,39.439998626708984
2012-03-20,39.380001068115234
2012-03-21,39.619998931884766
2012-03-22,39.310001373291016
2012-03-23,39.619998931884766
2012-03-26,40.11000061035156
2012-03-27,39.459999084472656
2012-03-28,38.91999816894531
2012-03-29,38.900001525878906
2012-03-30,38.880001068115234
2012-04-02,39.81999969482422
2012-04-03,38.380001068115234
2012-04-04,36.7400016784668
2012-04-05,37.130001068115234
2012-04-09,36.29999923706055
2012-04-10,35.939998626708984
2012-04-11,36.630001068115234
2012-04-12,37.099998474121094
2012-04-13,36.22999954223633
2012-04-16,35.970001220703125
2012-04-17,35.45000076293945
2012-04-18,35.15999984741211
2012-04-19,34.56999969482422
2012-04-20,34.439998626708984
2012-04-23,33.84000015258789
2012-04-24,34.02000045776367
2012-04-25,34.540000915527344
2012-04-26,34.849998474121094
2012-04-27,34.810001373291016
2012-04-30,34.380001068115234
2012-05-01,34.47999954223633
2012-05-02,34.689998626708984
2012-05-03,34.36000061035156
2012-05-04,33.619998931884766
2012-05-07,33.59000015258789
2012-05-08,33.88999938964844
2012-05-09,33.5099983215332
2012-05-10,33.470001220703125
2012-05-11,33.5099983215332
2012-05-14,33.34000015258789
2012-05-15,33.290000915527344
2012-05-16,32.95000076293945
2012-05-17,32.43000030517578
2012-05-18,32.369998931884766
2012-05-21,32.66999816894531
2012-05-22,32.650001525878906
2012-05-23,33.0099983215332
2012-05-24,32.310001373291016
2012-05-25,32.380001068115234
2012-05-29,32.2599983215332
2012-05-30,31.56999969482422
2012-05-31,31.34000015258789
2012-06-01,30.3799991607666
2012-06-04,30.239999771118164
2012-06-05,30.170000076293945
2012-06-06,31.010000228881836
2012-06-07,30.860000610351562
2012-06-08,31.739999771118164
2012-06-11,30.360000610351562
2012-06-12,30.889999389648438
2012-06-13,30.1299991607666
2012-06-14,30.1299991607666
2012-06-15,30.610000610351562
2012-06-18,30.530000686645508
2012-06-19,30.790000915527344
2012-06-20,30.520000457763672
2012-06-21,29.030000686645508
2012-06-22,29.15999984741211
2012-06-25,28.110000610351562
2012-06-26,28.229999542236328
2012-06-27,28.31999969482422
2012-06-28,28.18000030517578
2012-06-29,29.209999084472656
2012-07-02,29.5
2012-07-03,29.979999542236328
2012-07-05,29.790000915527344
2012-07-06,28.969999313354492
2012-07-09,28.709999084472656
2012-07-10,28.670000076293945
2012-07-11,28.6299991607666
2012-07-12,28.139999389648438
2012-07-13,28.729999542236328
2012-07-16,28.450000762939453
2012-07-17,28.850000381469727
2012-07-18,29.0
2012-07-19,29.489999771118164
2012-07-20,28.760000228881836
2012-07-23,29.040000915527344
2012-07-24,29.149999618530273
2012-07-25,29.489999771118164
2012-07-26,29.190000534057617
2012-07-27,29.299999237060547
2012-07-30,29.3799991607666
2012-07-31,29.399999618530273
2012-08-01,29.360000610351562
2012-08-02,29.739999771118164
2012-08-03,30.3799991607666
2012-08-06,30.549999237060547
2012-08-07,31.110000610351562
2012-08-08,31.350000381469727
2012-08-09,31.479999542236328
2012-08-10,31.489999771118164
2012-08-13,31.31999969482422
2012-08-14,31.149999618530273
2012-08-15,31.3799991607666
2012-08-16,31.84000015258789
2012-08-17,31.899999618530273
2012-08-20,31.68000030517578
2012-08-21,31.950000762939453
2012-08-22,31.770000457763672
2012-08-23,31.459999084472656
2012-08-24,31.760000228881836
2012-08-27,31.8700008392334
2012-08-28,32.02000045776367
2012-08-29,33.040000915527344
2012-08-30,32.9900016784668
2012-08-31,33.27000045776367
2012-09-04,33.43000030517578
2012-09-05,33.36000061035156
2012-09-06,34.5
2012-09-07,34.790000915527344
2012-09-10,35.560001373291016
2012-09-11,35.040000915527344
2012-09-12,35.06999969482422
2012-09-13,35.619998931884766
2012-09-14,35.529998779296875
2012-09-17,35.93000030517578
2012-09-18,35.86000061035156
2012-09-19,35.540000915527344
2012-09-20,35.56999969482422
2012-09-21,35.52000045776367
2012-09-24,35.220001220703125
2012-09-25,35.15999984741211
2012-09-26,35.06999969482422
2012-09-27,35.2400016784668
2012-09-28,35.13999938964844
2012-10-01,35.09000015258789
2012-10-02,34.970001220703125
2012-10-03,34.75
2012-10-04,34.77000045776367
2012-10-05,34.900001525878906
2012-10-08,34.790000915527344
2012-10-09,34.619998931884766
2012-10-10,33.869998931884766
2012-10-11,33.83000183105469
2012-10-12,33.7599983215332
2012-10-15,33.849998474121094
2012-10-16,33.93000030517578
2012-10-17,34.220001220703125
2012-10-18,33.630001068115234
2012-10-19,33.22999954223633
2012-10-22,33.47999954223633
2012-10-23,33.470001220703125
2012-10-24,33.619998931884766
2012-10-25,29.989999771118164
2012-10-26,29.170000076293945
2012-10-31,29.799999237060547
2012-11-01,30.18000030517578
2012-11-02,30.670000076293945
2012-11-05,31.139999389648438
2012-11-06,31.030000686645508
2012-11-07,29.989999771118164
2012-11-08,29.780000686645508
2012-11-09,29.90999984741211
2012-11-12,29.969999313354492
2012-11-13,29.639999389648438
2012-11-14,29.290000915527344
2012-11-15,29.040000915527344
2012-11-16,29.280000686645508
2012-11-19,30.1299991607666
2012-11-20,30.40999984741211
2012-11-21,30.700000762939453
2012-11-23,31.280000686645508
2012-11-26,31.770000457763672
2012-11-27,31.6299991607666
2012-11-28,31.780000686645508
2012-11-29,32.56999969482422
2012-11-30,32.619998931884766
2012-12-03,32.63999938964844
2012-12-04,33.02000045776367
2012-12-05,33.02000045776367
2012-12-06,32.88999938964844
2012-12-07,33.5
2012-12-10,33.88999938964844
2012-12-11,34.7599983215332
2012-12-12,33.900001525878906
2012-12-13,33.91999816894531
2012-12-14,34.060001373291016
2012-12-17,34.56999969482422
2012-12-18,34.65999984741211
2012-12-19,34.54999923706055
2012-12-20,35.20000076293945
2012-12-21,34.810001373291016
2012-12-24,34.849998474121094
2012-12-26,34.4900016784668
2012-12-27,34.65999984741211
2012-12-28,34.650001525878906
2012-12-31,35.5099983215332
2013-01-02,36.279998779296875
2013-01-03,36.45000076293945
2013-01-04,36.4900016784668
2013-01-07,36.33000183105469
2013-01-08,36.5
2013-01-09,36.25
2013-01-10,36.290000915527344
2013-01-11,35.9900016784668
2013-01-14,35.560001373291016
2013-01-15,35.7400016784668
2013-01-16,35.33000183105469
2013-01-17,35.9900016784668
2013-01-18,36.04999923706055
2013-01-22,36.45000076293945
2013-01-23,36.41999816894531
2013-01-24,37.279998779296875
2013-01-25,37.380001068115234
2013-01-28,37.290000915527344
2013-01-29,37.349998474121094
2013-01-30,36.83000183105469
2013-01-31,36.959999084472656
2013-02-01,37.20000076293945
2013-02-04,36.0
2013-02-05,36.25
2013-02-06,36.040000915527344
2013-02-07,35.59000015258789
2013-02-08,35.7400016784668
2013-02-11,35.630001068115234
2013-02-12,35.84000015258789
2013-02-13,35.91999816894531
2013-02-14,35.90999984741211
2013-02-15,35.810001373291016
2013-02-19,35.93000030517578
2013-02-20,35.25
2013-02-21,34.5099983215332
2013-02-22,34.880001068115234
2013-02-25,33.959999084472656
2013-02-26,34.130001068115234
2013-02-27,34.20000076293945
2013-02-28,34.16999816894531
2013-03-01,33.90999984741211
2013-03-04,33.720001220703125
2013-03-05,35.470001220703125
2013-03-06,35.77000045776367
2013-03-07,36.0
2013-03-08,35.86000061035156
2013-03-11,35.459999084472656
2013-03-12,35.2599983215332
2013-03-13,35.189998626708984
2013-03-14,34.88999938964844
2013-03-15,34.619998931884766
2013-03-18,33.939998626708984
2013-03-19,33.880001068115234
2013-03-20,34.06999969482422
2013-03-21,33.61000061035156
2013-03-22,33.91999816894531
2013-03-25,34.709999084472656
2013-03-26,34.36000061035156
2013-03-27,34.15999984741211
2013-03-28,34.75
2013-04-01,33.36000061035156
2013-04-02,32.70000076293945
2013-04-03,32.849998474121094
2013-04-04,33.15999984741211
2013-04-05,32.97999954223633
2013-04-08,33.22999954223633
2013-04-09,32.95000076293945
2013-04-10,33.349998474121094
2013-04-11,32.88999938964844
2013-04-12,33.13999938964844
2013-04-15,32.619998931884766
2013-04-16,32.84000015258789
2013-04-17,31.510000228881836
2013-04-18,32.25
2013-04-19,32.540000915527344
2013-04-22,32.58000183105469
2013-04-23,33.36000061035156
2013-04-24,33.83000183105469
2013-04-25,33.18000030517578
2013-04-26,32.90999984741211
2013-04-29,32.939998626708984
2013-04-30,33.5099983215332
2013-05-01,32.77000045776367
2013-05-02,33.02000045776367
2013-05-03,34.2599983215332
2013-05-06,34.22999954223633
2013-05-07,34.54999923706055
2013-05-08,34.90999984741211
2013-05-09,34.720001220703125
2013-05-10,35.08000183105469
2013-05-13,35.09000015258789
2013-05-14,35.720001220703125
2013-05-15,35.720001220703125
2013-05-16,35.5
2013-05-17,35.5
2013-05-20,36.5
2013-05-21,36.5
2013-05-22,35.529998779296875
2013-05-23,35.84000015258789
2013-05-24,35.61000061035156
2013-05-28,36.40999984741211
2013-05-29,36.540000915527344
2013-05-30,35.779998779296875
2013-05-31,35.75
2013-06-03,35.77000045776367
2013-06-04,35.29999923706055
2013-06-05,35.20000076293945
2013-06-06,35.040000915527344
2013-06-07,35.2599983215332
2013-06-10,35.72999954223633
2013-06-11,35.0
2013-06-12,34.09000015258789
2013-06-13,34.47999954223633
2013-06-14,34.20000076293945
2013-06-17,34.11000061035156
2013-06-18,35.220001220703125
2013-06-19,34.65999984741211
2013-06-20,33.7599983215332
2013-06-21,33.630001068115234
2013-06-24,33.20000076293945
2013-06-25,33.349998474121094
2013-06-26,33.290000915527344
2013-06-27,33.02000045776367
2013-06-28,33.0099983215332
2013-07-01,33.380001068115234
2013-07-02,33.93000030517578
2013-07-03,34.33000183105469
2013-07-05,34.63999938964844
2013-07-08,34.349998474121094
2013-07-09,34.56999969482422
2013-07-10,35.7599983215332
2013-07-11,36.279998779296875
2013-07-12,36.560001373291016
2013-07-15,37.08000183105469
2013-07-16,37.25
2013-07-17,37.40999984741211
2013-07-18,37.18000030517578
2013-07-19,37.11000061035156
2013-07-22,37.209999084472656
2013-07-23,37.11000061035156
2013-07-24,36.91999816894531
2013-07-25,36.849998474121094
2013-07-26,36.400001525878906
2013-07-29,35.970001220703125
2013-07-30,37.130001068115234
2013-07-31,36.97999954223633
2013-08-01,37.68000030517578
2013-08-02,36.16999816894531
2013-08-05,36.77000045776367
2013-08-06,36.619998931884766
2013-08-07,36.56999969482422
2013-08-08,36.459999084472656
2013-08-09,36.43000030517578
2013-08-12,36.75
2013-08-13,36.36000061035156
2013-08-14,37.90999984741211
2013-08-15,36.9900016784668
2013-08-16,36.86000061035156
2013-08-19,36.77000045776367
2013-08-20,36.7400016784668
2013-08-21,36.79999923706055
2013-08-22,37.58000183105469
2013-08-23,37.20000076293945
2013-08-26,37.220001220703125
2013-08-27,36.52000045776367
2013-08-28,36.560001373291016
2013-08-29,36.900001525878906
2013-08-30,36.119998931884766
2013-09-03,36.0
2013-09-04,36.77000045776367
2013-09-05,37.189998626708984
2013-09-06,37.060001373291016
2013-09-09,37.290000915527344
2013-09-10,37.5
2013-09-11,37.7400016784668
2013-09-12,37.959999084472656
2013-09-13,38.02000045776367
2013-09-16,38.0099983215332
2013-09-17,38.11000061035156
2013-09-18,38.380001068115234
2013-09-19,38.52000045776367
2013-09-20,39.099998474121094
2013-09-23,38.68000030517578
2013-09-24,38.7400016784668
2013-09-25,38.31999969482422
2013-09-26,38.34000015258789
2013-09-27,38.529998779296875
2013-09-30,38.5099983215332
2013-10-01,38.70000076293945
2013-10-02,38.31999969482422
2013-10-03,37.97999954223633
2013-10-04,38.790000915527344
2013-10-07,38.619998931884766
2013-10-08,38.75
2013-10-09,38.61000061035156
2013-10-10,39.380001068115234
2013-10-11,40.40999984741211
2013-10-14,39.9900016784668
2013-10-15,39.29999923706055
2013-10-16,39.59000015258789
2013-10-17,39.790000915527344
2013-10-18,40.540000915527344
2013-10-21,39.45000076293945
2013-10-22,39.4900016784668
2013-10-23,38.77000045776367
2013-10-24,39.130001068115234
2013-10-25,38.970001220703125
2013-10-28,39.119998931884766
2013-10-29,42.5
2013-10-30,42.02000045776367
2013-10-31,40.88999938964844
2013-11-01,40.2400016784668
2013-11-04,42.279998779296875
2013-11-05,43.38999938964844
2013-11-06,43.79999923706055
2013-11-07,42.779998779296875
2013-11-08,43.060001373291016
2013-11-11,42.7400016784668
2013-11-12,42.43000030517578
2013-11-13,42.52000045776367
2013-11-14,42.41999816894531
2013-11-15,42.529998779296875
2013-11-18,42.790000915527344
2013-11-19,43.029998779296875
2013-11-20,43.91999816894531
2013-11-21,43.880001068115234
2013-11-22,43.959999084472656
2013-11-25,44.779998779296875
2013-11-26,44.54999923706055
2013-11-27,45.0
2013-11-29,45.06999969482422
2013-12-02,44.77000045776367
2013-12-03,44.099998474121094
2013-12-04,43.38999938964844
2013-12-05,44.41999816894531
2013-12-06,44.220001220703125
2013-12-09,44.31999969482422
2013-12-10,43.880001068115234
2013-12-11,43.34000015258789
2013-12-12,43.099998474121094
2013-12-13,43.11000061035156
2013-12-16,44.08000183105469
2013-12-17,45.439998626708984
2013-12-18,44.0099983215332
2013-12-19,44.38999938964844
2013-12-20,44.630001068115234
2013-12-23,44.810001373291016
2013-12-24,45.04999923706055
2013-12-26,45.0099983215332
2013-12-27,45.119998931884766
2013-12-30,45.40999984741211
2013-12-31,45.70000076293945
2014-01-02,45.220001220703125
2014-01-03,46.15999984741211
2014-01-06,45.88999938964844
2014-01-07,46.0099983215332
2014-01-08,46.18000030517578
2014-01-09,45.810001373291016
2014-01-10,46.119998931884766
2014-01-13,45.93000030517578
2014-01-14,47.04999923706055
2014-01-15,47.72999954223633
2014-01-16,47.22999954223633
2014-01-17,47.27000045776367
2014-01-21,46.91999816894531
2014-01-22,47.279998779296875
2014-01-23,43.0
2014-01-24,41.02000045776367
2014-01-27,40.779998779296875
2014-01-28,41.36000061035156
2014-01-29,40.43000030517578
2014-01-30,40.77000045776367
2014-01-31,40.31999969482422
2014-02-03,39.11000061035156
2014-02-04,40.380001068115234
2014-02-05,40.34000015258789
2014-02-06,40.13999938964844
2014-02-07,40.47999954223633
2014-02-10,40.189998626708984
2014-02-11,40.439998626708984
2014-02-12,40.47999954223633
2014-02-13,40.93000030517578
2014-02-14,41.290000915527344
2014-02-18,41.38999938964844
2014-02-19,42.4900016784668
2014-02-20,43.040000915527344
2014-02-21,42.43000030517578
2014-02-24,42.689998626708984
2014-02-25,42.970001220703125
2014-02-26,43.29999923706055
2014-02-27,44.18000030517578
2014-02-28,44.16999816894531
2014-03-03,43.47999954223633
2014-03-04,44.880001068115234
2014-03-05,44.689998626708984
2014-03-06,45.0
2014-03-07,44.90999984741211
2014-03-10,44.97999954223633
2014-03-11,44.58000183105469
2014-03-12,44.70000076293945
2014-03-13,44.06999969482422
2014-03-14,44.2599983215332
2014-03-17,44.939998626708984
2014-03-18,45.540000915527344
2014-03-19,44.9900016784668
2014-03-20,45.70000076293945
2014-03-21,45.630001068115234
2014-03-24,45.369998931884766
2014-03-25,44.9900016784668
2014-03-26,43.84000015258789
2014-03-27,43.72999954223633
2014-03-28,43.310001373291016
2014-03-31,44.0
2014-04-01,45.0
2014-04-02,45.45000076293945
2014-04-03,45.290000915527344
2014-04-04,43.400001525878906
2014-04-07,43.06999969482422
2014-04-08,43.459999084472656
2014-04-09,44.20000076293945
2014-04-10,42.34000015258789
2014-04-11,41.34000015258789
2014-04-14,41.29999923706055
2014-04-15,41.869998931884766
2014-04-16,41.66999816894531
2014-04-17,42.31999969482422
2014-04-21,42.810001373291016
2014-04-22,43.75
2014-04-23,43.220001220703125
2014-04-24,45.189998626708984
2014-04-25,44.25
2014-04-28,43.47999954223633
2014-04-29,43.22999954223633
2014-04-30,43.369998931884766
2014-05-01,42.7599983215332
2014-05-02,42.4900016784668
2014-05-05,42.220001220703125
2014-05-06,41.380001068115234
2014-05-07,41.7400016784668
2014-05-08,42.150001525878906
2014-05-09,42.290000915527344
2014-05-12,43.290000915527344
2014-05-13,42.20000076293945
2014-05-14,41.029998779296875
2014-05-15,41.400001525878906
2014-05-16,41.630001068115234
2014-05-19,42.099998474121094
2014-05-20,41.790000915527344
2014-05-21,41.810001373291016
2014-05-22,42.209999084472656
2014-05-23,42.099998474121094
2014-05-27,43.0
2014-05-28,43.06999969482422
2014-05-29,43.189998626708984
2014-05-30,43.029998779296875
2014-06-02,42.880001068115234
2014-06-03,42.86000061035156
2014-06-04,43.220001220703125
2014-06-05,44.56999969482422
2014-06-06,44.63999938964844
2014-06-09,45.11000061035156
2014-06-10,45.02000045776367
2014-06-11,45.880001068115234
2014-06-12,44.72999954223633
2014-06-13,44.7599983215332
2014-06-16,44.02000045776367
2014-06-17,44.22999954223633
2014-06-18,44.43000030517578
2014-06-19,44.400001525878906
2014-06-20,44.56999969482422
2014-06-23,44.349998474121094
2014-06-24,43.869998931884766
2014-06-25,43.939998626708984
2014-06-26,44.29999923706055
2014-06-27,44.779998779296875
2014-06-30,44.650001525878906
2014-07-01,45.7599983215332
2014-07-02,45.52000045776367
2014-07-03,46.08000183105469
2014-07-07,45.630001068115234
2014-07-08,45.31999969482422
2014-07-09,45.45000076293945
2014-07-10,44.84000015258789
2014-07-11,45.130001068115234
2014-07-14,44.79999923706055
2014-07-15,44.369998931884766
2014-07-16,44.5099983215332
2014-07-17,43.529998779296875
2014-07-18,44.040000915527344
2014-07-21,43.65999984741211
2014-07-22,43.959999084472656
2014-07-23,43.209999084472656
2014-07-24,40.52000045776367
2014-07-25,39.810001373291016
2014-07-28,40.75
2014-07-29,40.4900016784668
2014-07-30,40.56999969482422
2014-07-31,40.189998626708984
2014-08-01,39.7400016784668
2014-08-04,40.20000076293945
2014-08-05,40.5
2014-08-06,40.95000076293945
2014-08-07,40.869998931884766
2014-08-08,41.650001525878906
2014-08-11,42.349998474121094
2014-08-12,41.5099983215332
2014-08-13,42.150001525878906
2014-08-14,42.18000030517578
2014-08-15,42.0
2014-08-18,42.65999984741211
2014-08-19,43.130001068115234
2014-08-20,42.349998474121094
2014-08-21,42.040000915527344
2014-08-22,41.97999954223633
2014-08-25,42.20000076293945
2014-08-26,42.650001525878906
2014-08-27,42.43000030517578
2014-08-28,42.47999954223633
2014-08-29,42.900001525878906
2014-09-02,42.9900016784668
2014-09-03,42.68000030517578
2014-09-04,42.630001068115234
2014-09-05,42.52000045776367
2014-09-08,42.290000915527344
2014-09-09,41.54999923706055
2014-09-10,41.779998779296875
2014-09-11,43.09000015258789
2014-09-12,43.189998626708984
2014-09-15,42.779998779296875
2014-09-16,42.599998474121094
2014-09-17,43.060001373291016
2014-09-18,43.61000061035156
2014-09-19,42.599998474121094
2014-09-22,41.900001525878906
2014-09-23,41.9900016784668
2014-09-24,42.38999938964844
2014-09-25,42.15999984741211
2014-09-26,42.029998779296875
2014-09-29,41.790000915527344
2014-09-30,41.45000076293945
2014-10-01,41.630001068115234
2014-10-02,41.880001068115234
2014-10-03,42.2400016784668
2014-10-06,42.040000915527344
2014-10-07,41.43000030517578
2014-10-08,42.13999938964844
2014-10-09,41.189998626708984
2014-10-10,40.63999938964844
2014-10-13,40.119998931884766
2014-10-14,41.04999923706055
2014-10-15,41.880001068115234
2014-10-16,42.599998474121094
2014-10-17,42.400001525878906
2014-10-20,43.08000183105469
2014-10-21,43.279998779296875
2014-10-22,42.93000030517578
2014-10-23,45.9900016784668
2014-10-24,46.81999969482422
2014-10-27,47.20000076293945
2014-10-28,48.70000076293945
2014-10-29,48.400001525878906
2014-10-30,47.959999084472656
2014-10-31,48.22999954223633
2014-11-03,48.2400016784668
2014-11-04,47.47999954223633
2014-11-05,47.79999923706055
2014-11-06,47.59000015258789
2014-11-07,47.86000061035156
2014-11-10,47.720001220703125
2014-11-11,47.38999938964844
2014-11-12,47.959999084472656
2014-11-13,47.56999969482422
2014-11-14,47.619998931884766
2014-11-17,47.4900016784668
2014-11-18,48.209999084472656
2014-11-19,46.959999084472656
2014-11-20,47.650001525878906
2014-11-21,46.88999938964844
2014-11-24,47.56999969482422
2014-11-25,47.18000030517578
2014-11-26,47.68000030517578
2014-11-28,47.29999923706055
2014-12-01,46.650001525878906
2014-12-02,46.709999084472656
2014-12-03,46.45000076293945
2014-12-04,46.0
2014-12-05,46.31999969482422
2014-12-08,44.90999984741211
2014-12-09,45.70000076293945
2014-12-10,45.72999954223633
2014-12-11,46.52000045776367
2014-12-12,45.56999969482422
2014-12-15,45.2599983215332
2014-12-16,44.529998779296875
2014-12-17,45.47999954223633
2014-12-18,46.029998779296875
2014-12-19,45.970001220703125
2014-12-22,47.06999969482422
2014-12-23,47.099998474121094
2014-12-24,47.689998626708984
2014-12-26,48.61000061035156
2014-12-29,47.84000015258789
2014-12-30,47.38999938964844
2014-12-31,47.31999969482422
2015-01-02,46.81999969482422
2015-01-05,45.869998931884766
2015-01-06,45.29999923706055
2015-01-07,45.75
2015-01-08,46.15999984741211
2015-01-09,45.81999969482422
2015-01-12,45.209999084472656
2015-01-13,45.15999984741211
2015-01-14,45.119998931884766
2015-01-15,44.93000030517578
2015-01-16,46.09000015258789
2015-01-20,46.41999816894531
2015-01-21,46.11000061035156
2015-01-22,46.5099983215332
2015-01-23,46.79999923706055
2015-01-26,46.810001373291016
2015-01-27,46.52000045776367
2015-01-28,45.959999084472656
2015-01-29,48.470001220703125
2015-01-30,49.40999984741211
2015-02-02,50.540000915527344
2015-02-03,49.849998474121094
2015-02-04,50.599998474121094
2015-02-05,50.93000030517578
2015-02-06,50.5
2015-02-09,51.0
2015-02-10,51.66999816894531
2015-02-11,52.529998779296875
2015-02-12,52.369998931884766
2015-02-13,52.18000030517578
2015-02-17,51.61000061035156
2015-02-18,51.599998474121094
2015-02-19,51.29999923706055
2015-02-20,51.52000045776367
2015-02-23,51.380001068115234
2015-02-24,51.540000915527344
2015-02-25,51.66999816894531
2015-02-26,52.04999923706055
2015-02-27,51.810001373291016
2015-03-02,52.13999938964844
2015-03-03,51.56999969482422
2015-03-04,50.5099983215332
2015-03-05,50.709999084472656
2015-03-06,50.130001068115234
2015-03-09,51.0
2015-03-10,49.439998626708984
2015-03-11,50.790000915527344
2015-03-12,51.040000915527344
2015-03-13,50.869998931884766
2015-03-16,49.22999954223633
2015-03-17,48.560001373291016
2015-03-18,48.529998779296875
2015-03-19,48.83000183105469
2015-03-20,49.560001373291016
2015-03-23,49.38999938964844
2015-03-24,49.5
2015-03-25,47.88999938964844
2015-03-26,48.470001220703125
2015-03-27,49.029998779296875
2015-03-30,49.08000183105469
2015-03-31,49.970001220703125
2015-04-01,50.189998626708984
2015-04-02,50.970001220703125
2015-04-06,50.5099983215332
2015-04-07,49.83000183105469
2015-04-08,50.060001373291016
2015-04-09,49.27000045776367
2015-04-10,49.41999816894531
2015-04-13,49.18000030517578
2015-04-14,49.59000015258789
2015-04-15,49.810001373291016
2015-04-16,49.2400016784668
2015-04-17,48.33000183105469
2015-04-20,49.349998474121094
2015-04-21,49.529998779296875
2015-04-22,49.779998779296875
2015-04-23,50.13999938964844
2015-04-24,49.5
2015-04-27,49.13999938964844
2015-04-28,50.20000076293945
2015-04-29,49.38999938964844
2015-04-30,47.29999923706055
2015-05-01,46.43000030517578
2015-05-04,47.20000076293945
2015-05-05,47.02000045776367
2015-05-06,45.970001220703125
2015-05-07,46.369998931884766
2015-05-08,46.33000183105469
2015-05-11,46.2599983215332
2015-05-12,46.0
2015-05-13,46.20000076293945
2015-05-14,46.66999816894531
2015-05-15,46.34000015258789
2015-05-18,46.72999954223633
2015-05-19,46.459999084472656
2015-05-20,47.060001373291016
2015-05-21,46.58000183105469
2015-05-22,46.060001373291016
2015-05-26,45.970001220703125
2015-05-27,46.40999984741211
2015-05-28,46.43000030517578
2015-05-29,46.18000030517578
2015-06-01,46.59000015258789
2015-06-02,46.369998931884766
2015-06-03,46.5099983215332
2015-06-04,46.13999938964844
2015-06-05,46.06999969482422
2015-06-08,46.0099983215332
2015-06-09,46.25
2015-06-10,47.04999923706055
2015-06-11,47.34000015258789
2015-06-12,46.9900016784668
2015-06-15,47.65999984741211
2015-06-16,48.47999954223633
2015-06-17,48.380001068115234
2015-06-18,48.79999923706055
2015-06-19,48.22999954223633
2015-06-22,47.959999084472656
2015-06-23,47.9900016784668
2015-06-24,47.86000061035156
2015-06-25,48.20000076293945
2015-06-26,48.040000915527344
2015-06-29,46.90999984741211
2015-06-30,47.11000061035156
2015-07-01,47.16999816894531
2015-07-02,46.59000015258789
2015-07-06,46.0099983215332
2015-07-07,45.439998626708984
2015-07-08,44.900001525878906
2015-07-09,44.04999923706055
2015-07-10,44.84000015258789
2015-07-13,45.29999923706055
2015-07-14,45.15999984741211
2015-07-15,44.779998779296875
2015-07-16,44.459999084472656
2015-07-17,44.38999938964844
2015-07-20,43.900001525878906
2015-07-21,44.04999923706055
2015-07-22,43.7599983215332
2015-07-23,43.0099983215332
2015-07-24,42.790000915527344
2015-07-27,42.58000183105469
2015-07-28,42.7599983215332
2015-07-29,43.2599983215332
2015-07-30,45.959999084472656
2015-07-31,45.34000015258789
