,CRAI
2002-11-19,15.510000228881836
2002-11-20,16.350000381469727
2002-11-21,16.389999389648438
2002-11-22,15.8100004196167
2002-11-25,15.4399995803833
2002-11-26,15.609999656677246
2002-11-27,15.680000305175781
2002-11-29,15.680000305175781
2002-12-02,15.520000457763672
2002-12-03,15.680000305175781
2002-12-04,15.649999618530273
2002-12-05,15.210000038146973
2002-12-06,15.140000343322754
2002-12-09,15.25
2002-12-10,15.109999656677246
2002-12-11,15.220000267028809
2002-12-12,14.270000457763672
2002-12-13,14.970000267028809
2002-12-16,15.0600004196167
2002-12-17,14.920000076293945
2002-12-18,15.100000381469727
2002-12-19,15.0
2002-12-20,15.140000343322754
2002-12-23,15.149999618530273
2002-12-24,14.859999656677246
2002-12-26,15.100000381469727
2002-12-27,14.930000305175781
2002-12-30,14.699999809265137
2002-12-31,14.199999809265137
2003-01-02,14.989999771118164
2003-01-03,13.789999961853027
2003-01-06,14.0
2003-01-07,14.0600004196167
2003-01-08,13.199999809265137
2003-01-09,13.069999694824219
2003-01-10,13.40999984741211
2003-01-13,13.40999984741211
2003-01-14,14.0
2003-01-15,15.600000381469727
2003-01-16,15.470000267028809
2003-01-17,15.109999656677246
2003-01-21,15.109999656677246
2003-01-22,15.100000381469727
2003-01-23,15.210000038146973
2003-01-24,14.989999771118164
2003-01-27,14.180000305175781
2003-01-28,14.170000076293945
2003-01-29,14.40999984741211
2003-01-30,14.199999809265137
2003-01-31,14.229999542236328
2003-02-03,14.65999984741211
2003-02-04,14.479999542236328
2003-02-05,14.720000267028809
2003-02-06,14.699999809265137
2003-02-07,14.600000381469727
2003-02-10,14.960000038146973
2003-02-11,14.930000305175781
2003-02-12,15.020000457763672
2003-02-13,14.8100004196167
2003-02-14,15.869999885559082
2003-02-18,16.3700008392334
2003-02-19,16.399999618530273
2003-02-20,16.3799991607666
2003-02-21,16.450000762939453
2003-02-24,16.010000228881836
2003-02-25,16.100000381469727
2003-02-26,16.239999771118164
2003-02-27,17.399999618530273
2003-02-28,16.989999771118164
2003-03-03,16.760000228881836
2003-03-04,16.540000915527344
2003-03-05,16.610000610351562
2003-03-06,16.5
2003-03-07,16.350000381469727
2003-03-10,16.25
2003-03-11,16.450000762939453
2003-03-12,16.200000762939453
2003-03-13,16.450000762939453
2003-03-14,16.15999984741211
2003-03-17,16.239999771118164
2003-03-18,16.010000228881836
2003-03-19,16.040000915527344
2003-03-20,16.729999542236328
2003-03-21,16.84000015258789
2003-03-24,16.81999969482422
2003-03-25,17.829999923706055
2003-03-26,17.010000228881836
2003-03-27,17.31999969482422
2003-03-28,17.229999542236328
2003-03-31,17.100000381469727
2003-04-01,17.579999923706055
2003-04-02,19.139999389648438
2003-04-03,18.5
2003-04-04,18.100000381469727
2003-04-07,18.280000686645508
2003-04-08,17.600000381469727
2003-04-09,17.600000381469727
2003-04-10,17.690000534057617
2003-04-11,17.649999618530273
2003-04-14,17.489999771118164
2003-04-15,17.360000610351562
2003-04-16,17.459999084472656
2003-04-17,17.450000762939453
2003-04-21,17.149999618530273
2003-04-22,17.5
2003-04-23,19.799999237060547
2003-04-24,19.440000534057617
2003-04-25,19.3700008392334
2003-04-28,19.719999313354492
2003-04-29,20.719999313354492
2003-04-30,21.610000610351562
2003-05-01,21.5
2003-05-02,21.5
2003-05-05,21.75
2003-05-06,22.280000686645508
2003-05-07,22.34000015258789
2003-05-08,21.8799991607666
2003-05-09,21.8700008392334
2003-05-12,21.75
2003-05-13,21.739999771118164
2003-05-14,21.479999542236328
2003-05-15,21.43000030517578
2003-05-16,20.260000228881836
2003-05-19,19.979999542236328
2003-05-20,20.469999313354492
2003-05-21,20.440000534057617
2003-05-22,21.600000381469727
2003-05-23,22.0
2003-05-27,21.829999923706055
2003-05-28,21.530000686645508
2003-05-29,21.579999923706055
2003-05-30,21.6299991607666
2003-06-02,21.899999618530273
2003-06-03,21.850000381469727
2003-06-04,22.559999465942383
2003-06-05,22.809999465942383
2003-06-06,22.950000762939453
2003-06-09,23.350000381469727
2003-06-10,23.600000381469727
2003-06-11,23.920000076293945
2003-06-12,27.950000762939453
2003-06-13,27.979999542236328
2003-06-16,26.5
2003-06-17,26.899999618530273
2003-06-18,26.40999984741211
2003-06-19,26.200000762939453
2003-06-20,25.850000381469727
2003-06-23,25.5
2003-06-24,27.260000228881836
2003-06-25,28.0
2003-06-26,28.049999237060547
2003-06-27,28.149999618530273
2003-06-30,28.270000457763672
2003-07-01,30.31999969482422
2003-07-02,29.940000534057617
2003-07-03,29.719999313354492
2003-07-07,31.170000076293945
2003-07-08,31.5
2003-07-09,31.940000534057617
2003-07-10,31.209999084472656
2003-07-11,30.799999237060547
2003-07-14,30.899999618530273
2003-07-15,31.100000381469727
2003-07-16,30.760000228881836
2003-07-17,30.649999618530273
2003-07-18,31.049999237060547
2003-07-21,31.049999237060547
2003-07-22,31.8799991607666
2003-07-23,34.40999984741211
2003-07-24,33.72999954223633
2003-07-25,32.790000915527344
2003-07-28,33.099998474121094
2003-07-29,33.060001373291016
2003-07-30,32.4900016784668
2003-07-31,32.91999816894531
2003-08-01,33.13999938964844
2003-08-04,33.150001525878906
2003-08-05,32.650001525878906
2003-08-06,32.4900016784668
2003-08-07,32.0
2003-08-08,32.0
2003-08-11,31.75
2003-08-12,31.899999618530273
2003-08-13,31.989999771118164
2003-08-14,32.689998626708984
2003-08-15,32.63999938964844
2003-08-18,33.06999969482422
2003-08-19,33.2599983215332
2003-08-20,33.16999816894531
2003-08-21,32.95000076293945
2003-08-22,32.209999084472656
2003-08-25,33.77000045776367
2003-08-26,34.16999816894531
2003-08-27,34.2400016784668
2003-08-28,34.06999969482422
2003-08-29,33.75
2003-09-02,34.13999938964844
2003-09-03,34.150001525878906
2003-09-04,34.099998474121094
2003-09-05,33.77000045776367
2003-09-08,34.099998474121094
2003-09-09,33.95000076293945
2003-09-10,33.02000045776367
2003-09-11,31.889999389648438
2003-09-12,32.5
2003-09-15,32.0
2003-09-16,32.20000076293945
2003-09-17,31.1200008392334
2003-09-18,30.260000228881836
2003-09-19,30.959999084472656
2003-09-22,30.989999771118164
2003-09-23,29.760000228881836
2003-09-24,29.06999969482422
2003-09-25,28.18000030517578
2003-09-26,28.0
2003-09-29,28.579999923706055
2003-09-30,28.530000686645508
2003-10-01,29.920000076293945
2003-10-02,30.6299991607666
2003-10-03,29.899999618530273
2003-10-06,30.670000076293945
2003-10-07,31.540000915527344
2003-10-08,31.15999984741211
2003-10-09,30.829999923706055
2003-10-10,30.719999313354492
2003-10-13,31.0
2003-10-14,30.75
2003-10-15,30.5
2003-10-16,30.889999389648438
2003-10-17,30.479999542236328
2003-10-20,29.270000457763672
2003-10-21,29.559999465942383
2003-10-22,29.149999618530273
2003-10-23,28.850000381469727
2003-10-24,28.729999542236328
2003-10-27,29.739999771118164
2003-10-28,29.639999389648438
2003-10-29,30.020000457763672
2003-10-30,29.809999465942383
2003-10-31,30.1299991607666
2003-11-03,31.1200008392334
2003-11-04,30.399999618530273
2003-11-05,31.700000762939453
2003-11-06,32.83000183105469
2003-11-07,32.5
2003-11-10,33.0
2003-11-11,33.09000015258789
2003-11-12,32.810001373291016
2003-11-13,32.060001373291016
2003-11-14,31.940000534057617
2003-11-17,31.75
2003-11-18,31.549999237060547
2003-11-19,31.889999389648438
2003-11-20,31.600000381469727
2003-11-21,30.510000228881836
2003-11-24,31.200000762939453
2003-11-25,31.56999969482422
2003-11-26,32.119998931884766
2003-11-28,32.75
2003-12-01,33.790000915527344
2003-12-02,34.349998474121094
2003-12-03,33.779998779296875
2003-12-04,32.04999923706055
2003-12-05,31.75
2003-12-08,32.0
2003-12-09,31.75
2003-12-10,31.06999969482422
2003-12-11,31.559999465942383
2003-12-12,31.219999313354492
2003-12-15,29.31999969482422
2003-12-16,29.700000762939453
2003-12-17,29.90999984741211
2003-12-18,30.489999771118164
2003-12-19,29.940000534057617
2003-12-22,30.530000686645508
2003-12-23,31.829999923706055
2003-12-24,32.09000015258789
2003-12-26,31.790000915527344
2003-12-29,31.959999084472656
2003-12-30,32.09000015258789
2003-12-31,31.989999771118164
2004-01-02,31.209999084472656
2004-01-05,32.720001220703125
2004-01-06,32.9900016784668
2004-01-07,33.720001220703125
2004-01-08,34.209999084472656
2004-01-09,33.5
2004-01-12,37.0
2004-01-13,37.310001373291016
2004-01-14,37.029998779296875
2004-01-15,33.66999816894531
2004-01-16,33.689998626708984
2004-01-20,32.81999969482422
2004-01-21,32.959999084472656
2004-01-22,32.650001525878906
2004-01-23,33.02000045776367
2004-01-26,33.060001373291016
2004-01-27,32.790000915527344
2004-01-28,32.61000061035156
2004-01-29,33.040000915527344
2004-01-30,34.02000045776367
2004-02-02,33.16999816894531
2004-02-03,32.13999938964844
2004-02-04,29.959999084472656
2004-02-05,32.56999969482422
2004-02-06,33.540000915527344
2004-02-09,34.189998626708984
2004-02-10,35.369998931884766
2004-02-11,35.29999923706055
2004-02-12,34.75
2004-02-13,36.310001373291016
2004-02-17,37.7599983215332
2004-02-18,36.849998474121094
2004-02-19,36.599998474121094
2004-02-20,36.689998626708984
2004-02-23,34.75
2004-02-24,34.849998474121094
2004-02-25,34.849998474121094
2004-02-26,35.0
2004-02-27,34.81999969482422
2004-03-01,34.97999954223633
2004-03-02,34.22999954223633
2004-03-03,33.5
2004-03-04,34.720001220703125
2004-03-05,34.369998931884766
2004-03-08,33.4900016784668
2004-03-09,32.7599983215332
2004-03-10,32.56999969482422
2004-03-11,31.6299991607666
2004-03-12,32.72999954223633
2004-03-15,31.440000534057617
2004-03-16,32.349998474121094
2004-03-17,32.060001373291016
2004-03-18,30.5
2004-03-19,31.75
2004-03-22,32.29999923706055
2004-03-23,32.209999084472656
2004-03-24,32.25
2004-03-25,32.15999984741211
2004-03-26,31.65999984741211
2004-03-29,31.850000381469727
2004-03-30,32.0
2004-03-31,32.77000045776367
2004-04-01,31.899999618530273
2004-04-02,33.33000183105469
2004-04-05,33.40999984741211
2004-04-06,32.20000076293945
2004-04-07,32.209999084472656
2004-04-08,31.450000762939453
2004-04-12,31.09000015258789
2004-04-13,30.459999084472656
2004-04-14,30.43000030517578
2004-04-15,29.75
2004-04-16,29.06999969482422
2004-04-19,29.18000030517578
2004-04-20,28.829999923706055
2004-04-21,28.780000686645508
2004-04-22,30.049999237060547
2004-04-23,30.020000457763672
2004-04-26,30.770000457763672
2004-04-27,31.760000228881836
2004-04-28,31.209999084472656
2004-04-29,32.130001068115234
2004-04-30,32.27000045776367
2004-05-03,32.900001525878906
2004-05-04,33.86000061035156
2004-05-05,33.45000076293945
2004-05-06,33.16999816894531
2004-05-07,32.61000061035156
2004-05-10,32.2599983215332
2004-05-11,33.77000045776367
2004-05-12,33.459999084472656
2004-05-13,33.08000183105469
2004-05-14,32.09000015258789
2004-05-17,32.20000076293945
2004-05-18,32.599998474121094
2004-05-19,33.59000015258789
2004-05-20,33.529998779296875
2004-05-21,33.83000183105469
2004-05-24,33.70000076293945
2004-05-25,34.41999816894531
2004-05-26,34.439998626708984
2004-05-27,34.09000015258789
2004-05-28,33.93000030517578
2004-06-01,34.0
2004-06-02,34.02000045776367
2004-06-03,34.400001525878906
2004-06-04,34.0
2004-06-07,34.540000915527344
2004-06-08,33.849998474121094
2004-06-09,33.970001220703125
2004-06-10,35.040000915527344
2004-06-14,35.310001373291016
2004-06-15,32.13999938964844
2004-06-16,32.029998779296875
2004-06-17,31.84000015258789
2004-06-18,31.940000534057617
2004-06-21,31.799999237060547
2004-06-22,31.979999542236328
2004-06-23,32.02000045776367
2004-06-24,31.84000015258789
2004-06-25,31.149999618530273
2004-06-28,31.350000381469727
2004-06-29,31.299999237060547
2004-06-30,30.950000762939453
2004-07-01,31.15999984741211
2004-07-02,31.1200008392334
2004-07-06,30.5
2004-07-07,30.75
2004-07-08,30.799999237060547
2004-07-09,30.979999542236328
2004-07-12,31.010000228881836
2004-07-13,30.700000762939453
2004-07-14,31.049999237060547
2004-07-15,31.450000762939453
2004-07-16,31.18000030517578
2004-07-19,30.90999984741211
2004-07-20,30.270000457763672
2004-07-21,30.350000381469727
2004-07-22,30.40999984741211
2004-07-23,30.3700008392334
2004-07-26,30.079999923706055
2004-07-27,29.719999313354492
2004-07-28,30.0
2004-07-29,30.489999771118164
2004-07-30,32.040000915527344
2004-08-02,32.040000915527344
2004-08-03,30.760000228881836
2004-08-04,31.559999465942383
2004-08-05,30.510000228881836
2004-08-06,30.329999923706055
2004-08-09,30.219999313354492
2004-08-10,30.020000457763672
2004-08-11,29.6200008392334
2004-08-12,28.540000915527344
2004-08-13,28.43000030517578
2004-08-16,28.670000076293945
2004-08-17,29.1299991607666
2004-08-18,29.43000030517578
2004-08-19,29.3700008392334
2004-08-20,29.719999313354492
2004-08-23,29.06999969482422
2004-08-24,28.950000762939453
2004-08-25,29.90999984741211
2004-08-26,30.0
2004-08-27,30.989999771118164
2004-08-30,30.290000915527344
2004-08-31,30.219999313354492
2004-09-01,30.270000457763672
2004-09-02,30.229999542236328
2004-09-03,30.469999313354492
2004-09-07,32.34000015258789
2004-09-08,32.099998474121094
2004-09-09,32.75
2004-09-10,34.349998474121094
2004-09-13,34.11000061035156
2004-09-14,34.08000183105469
2004-09-15,34.099998474121094
2004-09-16,34.220001220703125
2004-09-17,34.869998931884766
2004-09-20,34.79999923706055
2004-09-21,35.06999969482422
2004-09-22,34.060001373291016
2004-09-23,34.04999923706055
2004-09-24,34.04999923706055
2004-09-27,34.150001525878906
2004-09-28,33.34000015258789
2004-09-29,34.04999923706055
2004-09-30,38.290000915527344
2004-10-01,37.83000183105469
2004-10-04,37.77000045776367
2004-10-05,38.709999084472656
2004-10-06,38.709999084472656
2004-10-07,37.630001068115234
2004-10-08,37.2599983215332
2004-10-11,38.0
2004-10-12,37.650001525878906
2004-10-13,37.290000915527344
2004-10-14,37.369998931884766
2004-10-15,37.65999984741211
2004-10-18,37.75
2004-10-19,38.04999923706055
2004-10-20,37.97999954223633
2004-10-21,38.5
2004-10-22,37.38999938964844
2004-10-25,37.70000076293945
2004-10-26,38.369998931884766
2004-10-27,40.369998931884766
2004-10-28,40.040000915527344
2004-10-29,40.18000030517578
2004-11-01,40.81999969482422
2004-11-02,39.95000076293945
2004-11-03,41.099998474121094
2004-11-04,41.0
2004-11-05,41.7599983215332
2004-11-08,40.790000915527344
2004-11-09,40.58000183105469
2004-11-10,42.029998779296875
2004-11-11,41.0
2004-11-12,41.060001373291016
2004-11-15,40.959999084472656
2004-11-16,41.0
2004-11-17,42.31999969482422
2004-11-18,42.70000076293945
2004-11-19,42.400001525878906
2004-11-22,42.04999923706055
2004-11-23,43.40999984741211
2004-11-24,43.5099983215332
2004-11-26,43.18000030517578
2004-11-29,42.790000915527344
2004-11-30,43.13999938964844
2004-12-01,44.349998474121094
2004-12-02,43.43000030517578
2004-12-03,44.709999084472656
2004-12-06,44.790000915527344
2004-12-07,44.029998779296875
2004-12-08,44.790000915527344
2004-12-09,44.0
2004-12-10,44.15999984741211
2004-12-13,44.380001068115234
2004-12-14,44.560001373291016
2004-12-15,44.599998474121094
2004-12-16,45.36000061035156
2004-12-17,44.689998626708984
2004-12-20,44.04999923706055
2004-12-21,43.619998931884766
2004-12-22,43.65999984741211
2004-12-23,46.25
2004-12-27,46.41999816894531
2004-12-28,48.130001068115234
2004-12-29,47.459999084472656
2004-12-30,47.790000915527344
2004-12-31,46.77000045776367
2005-01-03,45.20000076293945
2005-01-04,44.959999084472656
2005-01-05,44.63999938964844
2005-01-06,44.29999923706055
2005-01-07,44.029998779296875
2005-01-10,44.0
2005-01-11,45.0
2005-01-12,45.06999969482422
2005-01-13,44.25
2005-01-14,45.0
2005-01-18,42.400001525878906
2005-01-19,42.5
2005-01-20,43.900001525878906
2005-01-21,42.869998931884766
2005-01-24,41.65999984741211
2005-01-25,42.540000915527344
2005-01-26,42.63999938964844
2005-01-27,43.0
2005-01-28,43.5099983215332
2005-01-31,43.459999084472656
2005-02-01,42.720001220703125
2005-02-02,42.880001068115234
2005-02-03,42.91999816894531
2005-02-04,43.83000183105469
2005-02-07,42.650001525878906
2005-02-08,41.77000045776367
2005-02-09,41.27000045776367
2005-02-10,42.27000045776367
2005-02-11,42.869998931884766
2005-02-14,43.060001373291016
2005-02-15,42.130001068115234
2005-02-16,42.54999923706055
2005-02-17,43.279998779296875
2005-02-18,42.380001068115234
2005-02-22,42.349998474121094
2005-02-23,42.060001373291016
2005-02-24,41.79999923706055
2005-02-25,42.5099983215332
2005-02-28,42.459999084472656
2005-03-01,42.58000183105469
2005-03-02,42.9900016784668
2005-03-03,42.68000030517578
2005-03-04,43.34000015258789
2005-03-07,43.09000015258789
2005-03-08,42.630001068115234
2005-03-09,43.099998474121094
2005-03-10,43.15999984741211
2005-03-11,43.150001525878906
2005-03-14,48.52000045776367
2005-03-15,48.40999984741211
2005-03-16,48.9900016784668
2005-03-17,50.529998779296875
2005-03-18,51.16999816894531
2005-03-21,52.0
2005-03-22,50.61000061035156
2005-03-23,51.0
2005-03-24,50.84000015258789
2005-03-28,50.7599983215332
2005-03-29,49.27000045776367
2005-03-30,50.11000061035156
2005-03-31,49.349998474121094
2005-04-01,50.09000015258789
2005-04-04,49.970001220703125
2005-04-05,50.380001068115234
2005-04-06,50.63999938964844
2005-04-07,51.2599983215332
2005-04-08,50.45000076293945
2005-04-11,50.06999969482422
2005-04-12,50.33000183105469
2005-04-13,48.81999969482422
2005-04-14,48.65999984741211
2005-04-15,47.380001068115234
2005-04-18,48.75
2005-04-19,50.400001525878906
2005-04-20,49.83000183105469
2005-04-21,51.02000045776367
2005-04-22,49.130001068115234
2005-04-25,49.83000183105469
2005-04-26,49.560001373291016
2005-04-27,50.45000076293945
2005-04-28,50.619998931884766
2005-04-29,52.400001525878906
2005-05-02,51.70000076293945
2005-05-03,52.459999084472656
2005-05-04,52.220001220703125
2005-05-05,53.5
2005-05-06,53.720001220703125
2005-05-09,54.0
2005-05-10,53.349998474121094
2005-05-11,52.9900016784668
2005-05-12,52.75
2005-05-13,52.77000045776367
2005-05-16,53.04999923706055
2005-05-17,52.810001373291016
2005-05-18,55.93000030517578
2005-05-19,54.869998931884766
2005-05-20,54.79999923706055
2005-05-23,55.650001525878906
2005-05-24,56.45000076293945
2005-05-25,55.560001373291016
2005-05-26,56.36000061035156
2005-05-27,56.79999923706055
2005-05-31,56.9900016784668
2005-06-01,57.29999923706055
2005-06-02,57.560001373291016
2005-06-03,56.5099983215332
2005-06-06,53.630001068115234
2005-06-07,53.9900016784668
2005-06-08,50.689998626708984
2005-06-09,54.709999084472656
2005-06-10,55.810001373291016
2005-06-13,55.59000015258789
2005-06-14,55.310001373291016
2005-06-15,54.310001373291016
2005-06-16,52.900001525878906
2005-06-17,53.029998779296875
2005-06-20,53.18000030517578
2005-06-21,52.560001373291016
2005-06-22,53.599998474121094
2005-06-23,54.25
2005-06-24,53.34000015258789
2005-06-27,53.08000183105469
2005-06-28,54.029998779296875
2005-06-29,54.279998779296875
2005-06-30,53.849998474121094
2005-07-01,54.060001373291016
2005-07-05,55.04999923706055
2005-07-06,53.86000061035156
2005-07-07,53.720001220703125
2005-07-08,54.90999984741211
2005-07-11,54.77000045776367
2005-07-12,54.849998474121094
2005-07-13,53.16999816894531
2005-07-14,52.560001373291016
2005-07-15,51.880001068115234
2005-07-18,51.38999938964844
2005-07-19,52.380001068115234
2005-07-20,52.209999084472656
2005-07-21,51.04999923706055
2005-07-22,53.279998779296875
2005-07-25,52.27000045776367
2005-07-26,51.900001525878906
2005-07-27,50.66999816894531
2005-07-28,52.810001373291016
2005-07-29,53.20000076293945
2005-08-01,53.08000183105469
2005-08-02,54.84000015258789
2005-08-03,54.939998626708984
2005-08-04,54.4900016784668
2005-08-05,54.0099983215332
2005-08-08,53.349998474121094
2005-08-09,50.20000076293945
2005-08-10,48.20000076293945
2005-08-11,49.36000061035156
2005-08-12,49.08000183105469
2005-08-15,48.869998931884766
2005-08-16,48.150001525878906
2005-08-17,47.38999938964844
2005-08-18,47.099998474121094
2005-08-19,46.849998474121094
2005-08-22,46.31999969482422
2005-08-23,46.04999923706055
2005-08-24,46.25
2005-08-25,46.869998931884766
2005-08-26,46.06999969482422
2005-08-29,46.93000030517578
2005-08-30,46.61000061035156
2005-08-31,46.9900016784668
2005-09-01,48.0099983215332
2005-09-02,48.189998626708984
2005-09-06,49.029998779296875
2005-09-07,48.869998931884766
2005-09-08,48.290000915527344
2005-09-09,48.79999923706055
2005-09-12,47.9900016784668
2005-09-13,46.619998931884766
2005-09-14,46.97999954223633
2005-09-15,46.29999923706055
2005-09-16,46.79999923706055
2005-09-19,47.2599983215332
2005-09-20,47.439998626708984
2005-09-21,46.7400016784668
2005-09-22,46.91999816894531
2005-09-23,47.83000183105469
2005-09-26,47.869998931884766
2005-09-27,47.66999816894531
2005-09-28,50.70000076293945
2005-09-29,42.5
2005-09-30,41.689998626708984
2005-10-03,42.86000061035156
2005-10-04,42.040000915527344
2005-10-05,41.15999984741211
2005-10-06,40.720001220703125
2005-10-07,41.70000076293945
2005-10-10,42.150001525878906
2005-10-11,41.849998474121094
2005-10-12,42.13999938964844
2005-10-13,42.16999816894531
2005-10-14,42.970001220703125
2005-10-17,42.90999984741211
2005-10-18,42.400001525878906
2005-10-19,42.709999084472656
2005-10-20,42.58000183105469
2005-10-21,43.20000076293945
2005-10-24,44.0
2005-10-25,43.599998474121094
2005-10-26,43.22999954223633
2005-10-27,42.560001373291016
2005-10-28,43.95000076293945
2005-10-31,44.2599983215332
2005-11-01,44.209999084472656
2005-11-02,45.15999984741211
2005-11-03,44.400001525878906
2005-11-04,44.75
2005-11-07,44.16999816894531
2005-11-08,43.88999938964844
2005-11-09,45.849998474121094
2005-11-10,46.599998474121094
2005-11-11,45.189998626708984
2005-11-14,43.95000076293945
2005-11-15,43.22999954223633
2005-11-16,43.130001068115234
2005-11-17,43.779998779296875
2005-11-18,44.47999954223633
2005-11-21,45.31999969482422
2005-11-22,45.349998474121094
2005-11-23,45.720001220703125
2005-11-25,45.77000045776367
2005-11-28,44.650001525878906
2005-11-29,44.790000915527344
2005-11-30,44.52000045776367
2005-12-01,45.130001068115234
2005-12-02,44.84000015258789
2005-12-05,43.97999954223633
2005-12-06,44.939998626708984
2005-12-07,44.5
2005-12-08,44.400001525878906
2005-12-09,45.099998474121094
2005-12-12,46.849998474121094
2005-12-13,46.9900016784668
2005-12-14,46.5
2005-12-15,46.439998626708984
2005-12-16,46.97999954223633
2005-12-19,46.720001220703125
2005-12-20,47.02000045776367
2005-12-21,47.7400016784668
2005-12-22,47.849998474121094
2005-12-23,47.84000015258789
2005-12-27,47.290000915527344
2005-12-28,47.7599983215332
2005-12-29,47.779998779296875
2005-12-30,47.689998626708984
2006-01-03,47.5
2006-01-04,47.45000076293945
2006-01-05,45.97999954223633
2006-01-06,46.04999923706055
2006-01-09,45.959999084472656
2006-01-10,47.54999923706055
2006-01-11,48.59000015258789
2006-01-12,50.400001525878906
2006-01-13,49.349998474121094
2006-01-17,48.04999923706055
2006-01-18,48.68000030517578
2006-01-19,49.72999954223633
2006-01-20,49.02000045776367
2006-01-23,47.689998626708984
2006-01-24,47.58000183105469
2006-01-25,48.25
2006-01-26,48.849998474121094
2006-01-27,49.470001220703125
2006-01-30,48.9900016784668
2006-01-31,48.279998779296875
2006-02-01,48.34000015258789
2006-02-02,46.720001220703125
2006-02-03,46.33000183105469
2006-02-06,46.5099983215332
2006-02-07,46.02000045776367
2006-02-08,45.7400016784668
2006-02-09,44.86000061035156
2006-02-10,44.5
2006-02-13,45.099998474121094
2006-02-14,44.16999816894531
2006-02-15,44.959999084472656
2006-02-16,45.099998474121094
2006-02-17,45.06999969482422
2006-02-21,45.47999954223633
2006-02-22,46.959999084472656
2006-02-23,46.34000015258789
2006-02-24,46.380001068115234
2006-02-27,47.0
2006-02-28,46.75
2006-03-01,46.84000015258789
2006-03-02,46.56999969482422
2006-03-03,47.689998626708984
2006-03-06,48.029998779296875
2006-03-07,48.16999816894531
2006-03-08,48.040000915527344
2006-03-09,48.4900016784668
2006-03-10,48.18000030517578
2006-03-13,46.95000076293945
2006-03-14,46.08000183105469
2006-03-15,46.150001525878906
2006-03-16,47.060001373291016
2006-03-17,47.220001220703125
2006-03-20,46.400001525878906
2006-03-21,46.02000045776367
2006-03-22,46.77000045776367
2006-03-23,47.47999954223633
2006-03-24,48.22999954223633
2006-03-27,48.220001220703125
2006-03-28,48.209999084472656
2006-03-29,49.06999969482422
2006-03-30,48.959999084472656
2006-03-31,49.2599983215332
2006-04-03,48.97999954223633
2006-04-04,48.75
2006-04-05,48.349998474121094
2006-04-06,49.70000076293945
2006-04-07,49.75
2006-04-10,50.02000045776367
2006-04-11,49.939998626708984
2006-04-12,49.97999954223633
2006-04-13,50.41999816894531
2006-04-17,49.959999084472656
2006-04-18,51.91999816894531
2006-04-19,52.150001525878906
2006-04-20,51.88999938964844
2006-04-21,50.45000076293945
2006-04-24,49.54999923706055
2006-04-25,48.79999923706055
2006-04-26,48.7400016784668
2006-04-27,49.310001373291016
2006-04-28,48.7599983215332
2006-05-01,47.68000030517578
2006-05-02,48.470001220703125
2006-05-03,48.650001525878906
2006-05-04,48.560001373291016
2006-05-05,48.540000915527344
2006-05-08,48.58000183105469
2006-05-09,48.97999954223633
2006-05-10,47.209999084472656
2006-05-11,46.54999923706055
2006-05-12,45.88999938964844
2006-05-15,44.779998779296875
2006-05-16,44.38999938964844
2006-05-17,44.060001373291016
2006-05-18,44.06999969482422
2006-05-19,43.22999954223633
2006-05-22,44.41999816894531
2006-05-23,43.20000076293945
2006-05-24,44.68000030517578
2006-05-25,45.540000915527344
2006-05-26,44.900001525878906
2006-05-30,43.5
2006-05-31,44.400001525878906
2006-06-01,46.209999084472656
2006-06-02,45.810001373291016
2006-06-05,44.529998779296875
2006-06-06,43.65999984741211
2006-06-07,44.81999969482422
2006-06-08,47.040000915527344
2006-06-09,47.220001220703125
2006-06-12,45.970001220703125
2006-06-13,44.86000061035156
2006-06-14,45.29999923706055
2006-06-15,46.400001525878906
2006-06-16,45.41999816894531
2006-06-19,43.7400016784668
2006-06-20,43.709999084472656
2006-06-21,44.27000045776367
2006-06-22,43.33000183105469
2006-06-23,43.18000030517578
2006-06-26,43.400001525878906
2006-06-27,42.939998626708984
2006-06-28,42.77000045776367
2006-06-29,44.849998474121094
2006-06-30,45.13999938964844
2006-07-03,45.81999969482422
2006-07-05,46.099998474121094
2006-07-06,45.880001068115234
2006-07-07,44.52000045776367
2006-07-10,44.880001068115234
2006-07-11,44.77000045776367
2006-07-12,43.97999954223633
2006-07-13,43.650001525878906
2006-07-14,43.310001373291016
2006-07-17,42.02000045776367
2006-07-18,42.63999938964844
2006-07-19,44.119998931884766
2006-07-20,43.310001373291016
2006-07-21,42.0099983215332
2006-07-24,43.130001068115234
2006-07-25,44.63999938964844
2006-07-26,44.439998626708984
2006-07-27,44.599998474121094
2006-07-28,45.27000045776367
2006-07-31,45.209999084472656
2006-08-01,44.5
2006-08-02,45.2599983215332
2006-08-03,45.81999969482422
2006-08-04,44.7599983215332
2006-08-07,43.95000076293945
2006-08-08,43.599998474121094
2006-08-09,42.849998474121094
2006-08-10,42.86000061035156
2006-08-11,42.0099983215332
2006-08-14,42.43000030517578
2006-08-15,43.72999954223633
2006-08-16,44.09000015258789
2006-08-17,43.90999984741211
2006-08-18,43.41999816894531
2006-08-21,43.060001373291016
2006-08-22,43.59000015258789
2006-08-23,43.38999938964844
2006-08-24,43.189998626708984
2006-08-25,43.189998626708984
2006-08-28,43.209999084472656
2006-08-29,43.4900016784668
2006-08-30,44.5099983215332
2006-08-31,44.9900016784668
2006-09-01,45.20000076293945
2006-09-05,45.7599983215332
2006-09-06,44.9900016784668
