,EPAY
2003-06-09,6.929999828338623
2003-06-10,7.039999961853027
2003-06-11,6.820000171661377
2003-06-12,7.0
2003-06-13,7.010000228881836
2003-06-16,6.949999809265137
2003-06-17,7.150000095367432
2003-06-18,8.0
2003-06-19,8.100000381469727
2003-06-20,7.400000095367432
2003-06-23,7.28000020980835
2003-06-24,7.789999961853027
2003-06-25,7.650000095367432
2003-06-26,7.940000057220459
2003-06-27,8.0
2003-06-30,8.010000228881836
2003-07-01,8.300000190734863
2003-07-02,8.220000267028809
2003-07-03,8.25
2003-07-07,8.25
2003-07-08,8.529999732971191
2003-07-09,8.300000190734863
2003-07-10,7.980000019073486
2003-07-11,7.820000171661377
2003-07-14,8.0
2003-07-15,7.849999904632568
2003-07-16,7.590000152587891
2003-07-17,7.369999885559082
2003-07-18,7.579999923706055
2003-07-21,7.5
2003-07-22,7.420000076293945
2003-07-23,7.309999942779541
2003-07-24,7.420000076293945
2003-07-25,7.449999809265137
2003-07-28,7.619999885559082
2003-07-29,7.659999847412109
2003-07-30,7.679999828338623
2003-07-31,7.550000190734863
2003-08-01,7.329999923706055
2003-08-04,7.349999904632568
2003-08-05,7.369999885559082
2003-08-06,7.239999771118164
2003-08-07,7.349999904632568
2003-08-08,7.619999885559082
2003-08-11,7.400000095367432
2003-08-12,7.489999771118164
2003-08-13,7.570000171661377
2003-08-14,7.380000114440918
2003-08-15,7.199999809265137
2003-08-18,6.940000057220459
2003-08-19,7.139999866485596
2003-08-20,7.260000228881836
2003-08-21,7.369999885559082
2003-08-22,7.449999809265137
2003-08-25,7.349999904632568
2003-08-26,7.429999828338623
2003-08-27,7.21999979019165
2003-08-28,7.099999904632568
2003-08-29,7.0
2003-09-02,6.860000133514404
2003-09-03,7.079999923706055
2003-09-04,7.21999979019165
2003-09-05,7.179999828338623
2003-09-08,7.179999828338623
2003-09-09,7.150000095367432
2003-09-10,7.400000095367432
2003-09-11,7.559999942779541
2003-09-12,8.0
2003-09-15,8.25
2003-09-16,8.0
2003-09-17,8.850000381469727
2003-09-18,9.050000190734863
2003-09-19,8.949999809265137
2003-09-22,9.430000305175781
2003-09-23,8.710000038146973
2003-09-24,8.300000190734863
2003-09-25,8.3100004196167
2003-09-26,8.399999618530273
2003-09-29,8.270000457763672
2003-09-30,8.199999809265137
2003-10-01,8.3100004196167
2003-10-02,8.640000343322754
2003-10-03,8.5
2003-10-06,8.5
2003-10-07,8.65999984741211
2003-10-08,8.609999656677246
2003-10-09,8.619999885559082
2003-10-10,8.5600004196167
2003-10-13,8.579999923706055
2003-10-14,8.5
2003-10-15,8.489999771118164
2003-10-16,8.779999732971191
2003-10-17,8.779999732971191
2003-10-20,8.930000305175781
2003-10-21,9.470000267028809
2003-10-22,8.899999618530273
2003-10-23,8.5600004196167
2003-10-24,8.529999732971191
2003-10-27,8.300000190734863
2003-10-28,8.229999542236328
2003-10-29,8.289999961853027
2003-10-30,8.199999809265137
2003-10-31,6.920000076293945
2003-11-03,7.320000171661377
2003-11-04,7.46999979019165
2003-11-05,7.300000190734863
2003-11-06,7.300000190734863
2003-11-07,7.5
2003-11-10,7.650000095367432
2003-11-11,7.949999809265137
2003-11-12,8.100000381469727
2003-11-13,8.199999809265137
2003-11-14,8.069999694824219
2003-11-17,8.079999923706055
2003-11-18,8.220000267028809
2003-11-19,8.25
2003-11-20,8.300000190734863
2003-11-21,8.34000015258789
2003-11-24,8.720000267028809
2003-11-25,8.520000457763672
2003-11-26,8.649999618530273
2003-11-28,9.050000190734863
2003-12-01,9.010000228881836
2003-12-02,9.0
2003-12-03,9.050000190734863
2003-12-04,8.90999984741211
2003-12-05,9.029999732971191
2003-12-08,9.0
2003-12-09,8.930000305175781
2003-12-10,9.0
2003-12-11,9.140000343322754
2003-12-12,9.460000038146973
2003-12-15,9.5
2003-12-16,9.5
2003-12-17,9.25
2003-12-18,9.25
2003-12-19,8.9399995803833
2003-12-22,9.0
2003-12-23,9.09000015258789
2003-12-24,9.149999618530273
2003-12-26,9.15999984741211
2003-12-29,9.180000305175781
2003-12-30,9.130000114440918
2003-12-31,9.0
2004-01-02,9.170000076293945
2004-01-05,9.260000228881836
2004-01-06,9.270000457763672
2004-01-07,9.300000190734863
2004-01-08,9.199999809265137
2004-01-09,9.109999656677246
2004-01-12,9.229999542236328
2004-01-13,9.430000305175781
2004-01-14,10.0
2004-01-15,10.34000015258789
2004-01-16,10.180000305175781
2004-01-20,10.100000381469727
2004-01-21,10.100000381469727
2004-01-22,10.109999656677246
2004-01-23,10.09000015258789
2004-01-26,10.75
2004-01-27,10.859999656677246
2004-01-28,10.800000190734863
2004-01-29,10.59000015258789
2004-01-30,10.0
2004-02-02,10.029999732971191
2004-02-03,10.0
2004-02-04,9.899999618530273
2004-02-05,9.890000343322754
2004-02-06,9.869999885559082
2004-02-09,9.800000190734863
2004-02-10,9.930000305175781
2004-02-11,10.0600004196167
2004-02-12,10.0
2004-02-13,10.069999694824219
2004-02-17,9.989999771118164
2004-02-18,9.859999656677246
2004-02-19,9.850000381469727
2004-02-20,9.880000114440918
2004-02-23,9.829999923706055
2004-02-24,9.850000381469727
2004-02-25,9.890000343322754
2004-02-26,9.739999771118164
2004-02-27,9.720000267028809
2004-03-01,9.600000381469727
2004-03-02,9.5600004196167
2004-03-03,9.289999961853027
2004-03-04,9.579999923706055
2004-03-05,9.5
2004-03-08,9.449999809265137
2004-03-09,9.4399995803833
2004-03-10,9.380000114440918
2004-03-11,9.350000381469727
2004-03-12,9.399999618530273
2004-03-15,9.609999656677246
2004-03-16,9.4399995803833
2004-03-17,9.430000305175781
2004-03-18,9.489999771118164
2004-03-19,9.529999732971191
2004-03-22,9.460000038146973
2004-03-23,9.350000381469727
2004-03-24,9.380000114440918
2004-03-25,9.380000114440918
2004-03-26,9.430000305175781
2004-03-29,9.539999961853027
2004-03-30,9.649999618530273
2004-03-31,9.720000267028809
2004-04-01,9.800000190734863
2004-04-02,9.829999923706055
2004-04-05,9.59000015258789
2004-04-06,10.180000305175781
2004-04-07,9.899999618530273
2004-04-08,9.84000015258789
2004-04-12,9.869999885559082
2004-04-13,9.789999961853027
2004-04-14,9.8100004196167
2004-04-15,9.920000076293945
2004-04-16,9.90999984741211
2004-04-19,10.039999961853027
2004-04-20,9.949999809265137
2004-04-21,9.960000038146973
2004-04-22,9.859999656677246
2004-04-23,9.890000343322754
2004-04-26,9.75
2004-04-27,9.859999656677246
2004-04-28,9.710000038146973
2004-04-29,9.279999732971191
2004-04-30,9.279999732971191
2004-05-03,8.0
2004-05-04,8.100000381469727
2004-05-05,8.079999923706055
2004-05-06,7.960000038146973
2004-05-07,7.730000019073486
2004-05-10,7.769999980926514
2004-05-11,7.730000019073486
2004-05-12,7.989999771118164
2004-05-13,7.949999809265137
2004-05-14,7.800000190734863
2004-05-17,7.769999980926514
2004-05-18,7.610000133514404
2004-05-19,8.399999618530273
2004-05-20,8.65999984741211
2004-05-21,8.600000381469727
2004-05-24,8.890000343322754
2004-05-25,8.859999656677246
2004-05-26,8.979999542236328
2004-05-27,9.279999732971191
2004-05-28,9.710000038146973
2004-06-01,9.949999809265137
2004-06-02,10.109999656677246
2004-06-03,10.0
2004-06-04,10.050000190734863
2004-06-07,10.25
2004-06-08,10.199999809265137
2004-06-09,9.930000305175781
2004-06-10,9.970000267028809
2004-06-14,9.729999542236328
2004-06-15,9.75
2004-06-16,9.949999809265137
2004-06-17,9.979999542236328
2004-06-18,9.960000038146973
2004-06-21,10.0600004196167
2004-06-22,10.069999694824219
2004-06-23,10.119999885559082
2004-06-24,10.199999809265137
2004-06-25,10.199999809265137
2004-06-28,10.40999984741211
2004-06-29,10.5
2004-06-30,10.600000381469727
2004-07-01,10.380000114440918
2004-07-02,10.369999885559082
2004-07-06,10.390000343322754
2004-07-07,10.229999542236328
2004-07-08,10.239999771118164
2004-07-09,10.279999732971191
2004-07-12,10.229999542236328
2004-07-13,10.199999809265137
2004-07-14,10.199999809265137
2004-07-15,10.380000114440918
2004-07-16,10.369999885559082
2004-07-19,10.149999618530273
2004-07-20,10.039999961853027
2004-07-21,9.8100004196167
2004-07-22,9.880000114440918
2004-07-23,9.649999618530273
2004-07-26,9.550000190734863
2004-07-27,9.489999771118164
2004-07-28,8.739999771118164
2004-07-29,8.680000305175781
2004-07-30,8.739999771118164
2004-08-02,8.1899995803833
2004-08-03,8.0
2004-08-04,8.0
2004-08-05,8.0
2004-08-06,8.0
2004-08-09,8.079999923706055
2004-08-10,8.069999694824219
2004-08-11,8.069999694824219
2004-08-12,8.079999923706055
2004-08-13,7.71999979019165
2004-08-16,8.079999923706055
2004-08-17,8.239999771118164
2004-08-18,8.0
2004-08-19,8.010000228881836
2004-08-20,8.609999656677246
2004-08-23,8.989999771118164
2004-08-24,9.170000076293945
2004-08-25,9.220000267028809
2004-08-26,8.5
2004-08-27,8.710000038146973
2004-08-30,8.600000381469727
2004-08-31,8.609999656677246
2004-09-01,8.5
2004-09-02,8.880000114440918
2004-09-03,9.069999694824219
2004-09-07,8.739999771118164
2004-09-08,8.600000381469727
2004-09-09,8.199999809265137
2004-09-10,8.149999618530273
2004-09-13,8.5600004196167
2004-09-14,8.569999694824219
2004-09-15,8.5600004196167
2004-09-16,8.670000076293945
2004-09-17,8.850000381469727
2004-09-20,8.859999656677246
2004-09-21,9.079999923706055
2004-09-22,9.579999923706055
2004-09-23,9.350000381469727
2004-09-24,9.829999923706055
2004-09-27,9.899999618530273
2004-09-28,9.850000381469727
2004-09-29,9.819999694824219
2004-09-30,9.529999732971191
2004-10-01,9.449999809265137
2004-10-04,9.319999694824219
2004-10-05,9.600000381469727
2004-10-06,9.770000457763672
2004-10-07,9.390000343322754
2004-10-08,9.050000190734863
2004-10-11,9.010000228881836
2004-10-12,9.039999961853027
2004-10-13,9.100000381469727
2004-10-14,9.050000190734863
2004-10-15,9.199999809265137
2004-10-18,9.270000457763672
2004-10-19,9.399999618530273
2004-10-20,9.600000381469727
2004-10-21,9.619999885559082
2004-10-22,9.600000381469727
2004-10-25,9.569999694824219
2004-10-26,9.75
2004-10-27,9.899999618530273
2004-10-28,9.899999618530273
2004-10-29,9.930000305175781
2004-11-01,9.880000114440918
2004-11-02,9.850000381469727
2004-11-03,9.850000381469727
2004-11-04,9.899999618530273
2004-11-05,9.829999923706055
2004-11-08,9.850000381469727
2004-11-09,9.75
2004-11-10,9.819999694824219
2004-11-11,10.569999694824219
2004-11-12,11.0
2004-11-15,10.989999771118164
2004-11-16,10.859999656677246
2004-11-17,10.829999923706055
2004-11-18,10.800000190734863
2004-11-19,10.779999732971191
2004-11-22,10.930000305175781
2004-11-23,11.0
2004-11-24,12.0
2004-11-26,12.399999618530273
2004-11-29,12.180000305175781
2004-11-30,11.699999809265137
2004-12-01,12.020000457763672
2004-12-02,12.119999885559082
2004-12-03,12.0
2004-12-06,12.670000076293945
2004-12-07,12.619999885559082
2004-12-08,12.479999542236328
2004-12-09,12.479999542236328
2004-12-10,12.819999694824219
2004-12-13,13.579999923706055
2004-12-14,13.350000381469727
2004-12-15,13.0
2004-12-16,13.8100004196167
2004-12-17,13.800000190734863
2004-12-20,14.399999618530273
2004-12-21,14.630000114440918
2004-12-22,14.920000076293945
2004-12-23,15.979999542236328
2004-12-27,15.029999732971191
2004-12-28,15.130000114440918
2004-12-29,14.699999809265137
2004-12-30,14.600000381469727
2004-12-31,14.460000038146973
2005-01-03,14.010000228881836
2005-01-04,13.90999984741211
2005-01-05,14.270000457763672
2005-01-06,14.010000228881836
2005-01-07,14.149999618530273
2005-01-10,14.180000305175781
2005-01-11,14.329999923706055
2005-01-12,14.350000381469727
2005-01-13,14.0
2005-01-14,14.479999542236328
2005-01-18,14.479999542236328
2005-01-19,14.300000190734863
2005-01-20,14.0600004196167
2005-01-21,13.970000267028809
2005-01-24,13.90999984741211
2005-01-25,13.680000305175781
2005-01-26,14.430000305175781
2005-01-27,14.609999656677246
2005-01-28,13.9399995803833
2005-01-31,14.010000228881836
2005-02-01,14.050000190734863
2005-02-02,14.5
2005-02-03,14.600000381469727
2005-02-04,14.539999961853027
2005-02-07,14.390000343322754
2005-02-08,14.199999809265137
2005-02-09,14.210000038146973
2005-02-10,14.039999961853027
2005-02-11,13.890000343322754
2005-02-14,13.979999542236328
2005-02-15,15.069999694824219
2005-02-16,15.09000015258789
2005-02-17,14.829999923706055
2005-02-18,14.739999771118164
2005-02-22,14.050000190734863
2005-02-23,12.399999618530273
2005-02-24,11.930000305175781
2005-02-25,12.850000381469727
2005-02-28,13.050000190734863
2005-03-01,12.970000267028809
2005-03-02,13.210000038146973
2005-03-03,13.300000190734863
2005-03-04,13.069999694824219
2005-03-07,13.170000076293945
2005-03-08,12.989999771118164
2005-03-09,12.380000114440918
2005-03-10,12.5
2005-03-11,12.239999771118164
2005-03-14,11.949999809265137
2005-03-15,11.75
2005-03-16,11.15999984741211
2005-03-17,10.930000305175781
2005-03-18,11.319999694824219
2005-03-21,12.380000114440918
2005-03-22,12.630000114440918
2005-03-23,12.760000228881836
2005-03-24,13.039999961853027
2005-03-28,13.210000038146973
2005-03-29,13.09000015258789
2005-03-30,13.100000381469727
2005-03-31,13.050000190734863
2005-04-01,13.109999656677246
2005-04-04,13.069999694824219
2005-04-05,13.279999732971191
2005-04-06,13.119999885559082
2005-04-07,12.90999984741211
2005-04-08,12.859999656677246
2005-04-11,12.449999809265137
2005-04-12,12.4399995803833
2005-04-13,12.09000015258789
2005-04-14,12.0600004196167
2005-04-15,11.930000305175781
2005-04-18,11.930000305175781
2005-04-19,11.5600004196167
2005-04-20,11.520000457763672
2005-04-21,11.630000114440918
2005-04-22,11.84000015258789
2005-04-25,11.899999618530273
2005-04-26,11.380000114440918
2005-04-27,11.5
2005-04-28,12.619999885559082
2005-04-29,13.390000343322754
2005-05-02,13.3100004196167
2005-05-03,13.4399995803833
2005-05-04,13.300000190734863
2005-05-05,13.279999732971191
2005-05-06,13.3100004196167
2005-05-09,13.449999809265137
2005-05-10,13.40999984741211
2005-05-11,13.300000190734863
2005-05-12,13.449999809265137
2005-05-13,13.479999542236328
2005-05-16,13.199999809265137
2005-05-17,13.15999984741211
2005-05-18,13.399999618530273
2005-05-19,13.699999809265137
2005-05-20,13.369999885559082
2005-05-23,13.6899995803833
2005-05-24,13.850000381469727
2005-05-25,13.920000076293945
2005-05-26,13.800000190734863
2005-05-27,13.670000076293945
2005-05-31,13.579999923706055
2005-06-01,13.729999542236328
2005-06-02,13.75
2005-06-03,13.649999618530273
2005-06-06,13.649999618530273
2005-06-07,13.6899995803833
2005-06-08,13.949999809265137
2005-06-09,14.149999618530273
2005-06-10,14.739999771118164
2005-06-13,14.710000038146973
2005-06-14,14.920000076293945
2005-06-15,14.670000076293945
2005-06-16,15.149999618530273
2005-06-17,15.25
2005-06-20,15.75
2005-06-21,16.0
2005-06-22,15.380000114440918
2005-06-23,14.979999542236328
2005-06-24,14.789999961853027
2005-06-27,14.930000305175781
2005-06-28,14.609999656677246
2005-06-29,14.859999656677246
2005-06-30,14.970000267028809
2005-07-01,15.210000038146973
2005-07-05,15.579999923706055
2005-07-06,16.6200008392334
2005-07-07,17.540000915527344
2005-07-08,17.6200008392334
2005-07-11,17.709999084472656
2005-07-12,17.889999389648438
2005-07-13,16.979999542236328
2005-07-14,16.0
2005-07-15,15.579999923706055
2005-07-18,15.779999732971191
2005-07-19,16.1200008392334
2005-07-20,15.949999809265137
2005-07-21,16.1299991607666
2005-07-22,16.290000915527344
2005-07-25,16.059999465942383
2005-07-26,15.920000076293945
2005-07-27,15.90999984741211
2005-07-28,15.729999542236328
2005-07-29,15.739999771118164
2005-08-01,16.010000228881836
2005-08-02,16.149999618530273
2005-08-03,16.770000457763672
2005-08-04,15.970000267028809
2005-08-05,16.43000030517578
2005-08-08,16.0
2005-08-09,15.819999694824219
2005-08-10,16.0
2005-08-11,17.299999237060547
2005-08-12,17.950000762939453
2005-08-15,17.760000228881836
2005-08-16,17.149999618530273
2005-08-17,16.110000610351562
2005-08-18,16.280000686645508
2005-08-19,15.9399995803833
2005-08-22,15.710000038146973
2005-08-23,15.649999618530273
2005-08-24,15.680000305175781
2005-08-25,15.760000228881836
2005-08-26,15.260000228881836
2005-08-29,14.960000038146973
2005-08-30,15.0600004196167
2005-08-31,15.380000114440918
2005-09-01,15.510000228881836
2005-09-02,15.420000076293945
2005-09-06,15.850000381469727
2005-09-07,16.149999618530273
2005-09-08,16.09000015258789
2005-09-09,16.1299991607666
2005-09-12,15.970000267028809
2005-09-13,16.139999389648438
2005-09-14,15.729999542236328
2005-09-15,15.59000015258789
2005-09-16,15.630000114440918
2005-09-19,15.479999542236328
2005-09-20,15.399999618530273
2005-09-21,14.90999984741211
2005-09-22,14.819999694824219
2005-09-23,15.279999732971191
2005-09-26,15.0600004196167
2005-09-27,15.039999961853027
2005-09-28,15.109999656677246
2005-09-29,15.220000267028809
2005-09-30,15.09000015258789
2005-10-03,15.350000381469727
2005-10-04,15.5600004196167
2005-10-05,15.199999809265137
2005-10-06,15.130000114440918
2005-10-07,14.819999694824219
2005-10-10,14.5600004196167
2005-10-11,14.609999656677246
2005-10-12,13.979999542236328
2005-10-13,13.890000343322754
2005-10-14,14.680000305175781
2005-10-17,15.100000381469727
2005-10-18,14.350000381469727
2005-10-19,14.890000343322754
2005-10-20,14.600000381469727
2005-10-21,14.699999809265137
2005-10-24,14.899999618530273
2005-10-25,15.399999618530273
2005-10-26,15.529999732971191
2005-10-27,15.619999885559082
2005-10-28,12.899999618530273
2005-10-31,12.649999618530273
2005-11-01,12.600000381469727
2005-11-02,12.399999618530273
2005-11-03,12.600000381469727
2005-11-04,12.989999771118164
2005-11-07,13.220000267028809
2005-11-08,12.960000038146973
2005-11-09,13.5
2005-11-10,13.5
2005-11-11,13.300000190734863
2005-11-14,12.970000267028809
2005-11-15,12.739999771118164
2005-11-16,12.720000267028809
2005-11-17,12.489999771118164
2005-11-18,12.170000076293945
2005-11-21,12.15999984741211
2005-11-22,12.140000343322754
2005-11-23,12.140000343322754
2005-11-25,12.0
2005-11-28,11.4399995803833
2005-11-29,11.029999732971191
2005-11-30,11.100000381469727
2005-12-01,12.579999923706055
2005-12-02,13.0
2005-12-05,12.569999694824219
2005-12-06,12.170000076293945
2005-12-07,12.140000343322754
2005-12-08,12.149999618530273
2005-12-09,12.149999618530273
2005-12-12,12.59000015258789
2005-12-13,12.600000381469727
2005-12-14,12.520000457763672
2005-12-15,12.289999961853027
2005-12-16,11.989999771118164
2005-12-19,11.680000305175781
2005-12-20,11.630000114440918
2005-12-21,11.75
2005-12-22,11.789999961853027
2005-12-23,11.890000343322754
2005-12-27,11.180000305175781
2005-12-28,11.079999923706055
2005-12-29,11.09000015258789
2005-12-30,11.020000457763672
2006-01-03,11.100000381469727
2006-01-04,11.329999923706055
2006-01-05,11.529999732971191
2006-01-06,11.550000190734863
2006-01-09,11.380000114440918
2006-01-10,11.539999961853027
2006-01-11,11.359999656677246
2006-01-12,11.989999771118164
2006-01-13,11.779999732971191
2006-01-17,11.859999656677246
2006-01-18,12.100000381469727
2006-01-19,12.550000190734863
2006-01-20,12.529999732971191
2006-01-23,13.0
2006-01-24,13.100000381469727
2006-01-25,13.0600004196167
2006-01-26,12.0
2006-01-27,11.90999984741211
2006-01-30,11.90999984741211
2006-01-31,11.520000457763672
2006-02-01,11.569999694824219
2006-02-02,11.510000228881836
2006-02-03,11.710000038146973
2006-02-06,11.380000114440918
2006-02-07,11.329999923706055
2006-02-08,11.34000015258789
2006-02-09,11.40999984741211
2006-02-10,11.300000190734863
2006-02-13,11.430000305175781
2006-02-14,12.130000114440918
2006-02-15,12.3100004196167
2006-02-16,12.229999542236328
2006-02-17,12.3100004196167
2006-02-21,12.289999961853027
2006-02-22,12.65999984741211
2006-02-23,12.5
2006-02-24,12.739999771118164
2006-02-27,12.529999732971191
2006-02-28,12.270000457763672
2006-03-01,12.520000457763672
2006-03-02,12.770000457763672
2006-03-03,12.640000343322754
2006-03-06,12.40999984741211
2006-03-07,12.229999542236328
2006-03-08,12.199999809265137
2006-03-09,12.180000305175781
2006-03-10,12.529999732971191
2006-03-13,13.0
2006-03-14,12.8100004196167
2006-03-15,12.890000343322754
2006-03-16,12.800000190734863
2006-03-17,13.149999618530273
2006-03-20,13.010000228881836
2006-03-21,12.600000381469727
2006-03-22,12.859999656677246
2006-03-23,12.970000267028809
2006-03-24,13.050000190734863
2006-03-27,12.850000381469727
2006-03-28,12.859999656677246
2006-03-29,13.229999542236328
2006-03-30,13.199999809265137
2006-03-31,13.729999542236328
2006-04-03,13.630000114440918
2006-04-04,13.930000305175781
2006-04-05,13.949999809265137
2006-04-06,13.800000190734863
2006-04-07,13.579999923706055
2006-04-10,13.449999809265137
2006-04-11,13.40999984741211
2006-04-12,13.09000015258789
2006-04-13,13.449999809265137
2006-04-17,13.149999618530273
2006-04-18,13.59000015258789
2006-04-19,11.479999542236328
2006-04-20,12.170000076293945
2006-04-21,11.869999885559082
2006-04-24,11.970000267028809
2006-04-25,12.0
2006-04-26,11.960000038146973
2006-04-27,11.789999961853027
2006-04-28,11.770000457763672
2006-05-01,11.470000267028809
2006-05-02,11.390000343322754
2006-05-03,11.289999961853027
2006-05-04,11.539999961853027
2006-05-05,11.899999618530273
2006-05-08,12.100000381469727
2006-05-09,11.920000076293945
2006-05-10,11.880000114440918
2006-05-11,11.09000015258789
2006-05-12,11.020000457763672
2006-05-15,11.020000457763672
2006-05-16,10.899999618530273
2006-05-17,10.539999961853027
2006-05-18,10.279999732971191
2006-05-19,10.170000076293945
2006-05-22,10.100000381469727
2006-05-23,9.710000038146973
2006-05-24,10.329999923706055
2006-05-25,10.710000038146973
2006-05-26,10.859999656677246
2006-05-30,10.029999732971191
2006-05-31,10.0600004196167
2006-06-01,10.140000343322754
2006-06-02,9.800000190734863
2006-06-05,9.789999961853027
2006-06-06,9.329999923706055
2006-06-07,9.539999961853027
2006-06-08,9.479999542236328
2006-06-09,9.0600004196167
2006-06-12,8.920000076293945
2006-06-13,8.529999732971191
2006-06-14,8.859999656677246
2006-06-15,9.010000228881836
2006-06-16,8.930000305175781
2006-06-19,8.760000228881836
2006-06-20,8.829999923706055
2006-06-21,9.050000190734863
2006-06-22,8.880000114440918
2006-06-23,8.680000305175781
2006-06-26,8.75
2006-06-27,8.399999618530273
2006-06-28,8.229999542236328
2006-06-29,8.239999771118164
2006-06-30,8.140000343322754
2006-07-03,8.079999923706055
2006-07-05,8.039999961853027
2006-07-06,7.889999866485596
2006-07-07,7.820000171661377
2006-07-10,7.900000095367432
2006-07-11,8.010000228881836
2006-07-12,7.940000057220459
2006-07-13,7.78000020980835
2006-07-14,7.570000171661377
2006-07-17,7.429999828338623
2006-07-18,7.440000057220459
2006-07-19,7.559999942779541
2006-07-20,7.320000171661377
2006-07-21,7.039999961853027
2006-07-24,7.019999980926514
2006-07-25,7.0
2006-07-26,6.989999771118164
2006-07-27,6.980000019073486
2006-07-28,7.230000019073486
2006-07-31,7.440000057220459
2006-08-01,7.599999904632568
2006-08-02,7.449999809265137
2006-08-03,8.050000190734863
2006-08-04,8.079999923706055
2006-08-07,8.0600004196167
2006-08-08,7.989999771118164
2006-08-09,7.96999979019165
2006-08-10,8.84000015258789
2006-08-11,8.510000228881836
2006-08-14,8.529999732971191
2006-08-15,8.850000381469727
2006-08-16,8.930000305175781
2006-08-17,8.8100004196167
2006-08-18,8.630000114440918
2006-08-21,8.65999984741211
2006-08-22,8.819999694824219
2006-08-23,8.949999809265137
2006-08-24,9.029999732971191
2006-08-25,9.229999542236328
2006-08-28,9.479999542236328
2006-08-29,10.079999923706055
2006-08-30,10.09000015258789
2006-08-31,10.09000015258789
2006-09-01,9.609999656677246
2006-09-05,9.8100004196167
2006-09-06,9.720000267028809
2006-09-07,9.630000114440918
2006-09-08,10.100000381469727
2006-09-11,10.359999656677246
2006-09-12,10.380000114440918
2006-09-13,10.289999961853027
2006-09-14,10.100000381469727
2006-09-15,9.770000457763672
2006-09-18,9.869999885559082
2006-09-19,9.859999656677246
2006-09-20,10.1899995803833
2006-09-21,10.180000305175781
2006-09-22,9.75
2006-09-25,9.8100004196167
2006-09-26,9.670000076293945
2006-09-27,9.699999809265137
2006-09-28,9.770000457763672
2006-09-29,9.760000228881836
2006-10-02,9.279999732971191
2006-10-03,9.319999694824219
2006-10-04,9.5
2006-10-05,9.550000190734863
2006-10-06,9.579999923706055
2006-10-09,9.539999961853027
2006-10-10,9.649999618530273
2006-10-11,9.569999694824219
2006-10-12,9.960000038146973
2006-10-13,9.989999771118164
2006-10-16,10.010000228881836
2006-10-17,9.949999809265137
2006-10-18,9.75
2006-10-19,9.84000015258789
2006-10-20,9.779999732971191
2006-10-23,9.760000228881836
2006-10-24,9.489999771118164
2006-10-25,9.430000305175781
2006-10-26,9.850000381469727
2006-10-27,9.649999618530273
2006-10-30,9.9399995803833
2006-10-31,9.680000305175781
2006-11-01,9.65999984741211
2006-11-02,9.649999618530273
2006-11-03,9.779999732971191
2006-11-06,9.890000343322754
2006-11-07,9.779999732971191
2006-11-08,9.890000343322754
2006-11-09,9.859999656677246
2006-11-10,9.970000267028809
2006-11-13,10.0600004196167
2006-11-14,10.479999542236328
2006-11-15,10.8100004196167
2006-11-16,10.90999984741211
2006-11-17,10.949999809265137
2006-11-20,11.050000190734863
2006-11-21,10.819999694824219
2006-11-22,10.800000190734863
2006-11-24,10.649999618530273
2006-11-27,10.119999885559082
2006-11-28,10.460000038146973
2006-11-29,10.710000038146973
2006-11-30,10.470000267028809
2006-12-01,10.430000305175781
2006-12-04,10.569999694824219
2006-12-05,10.819999694824219
2006-12-06,10.850000381469727
2006-12-07,10.819999694824219
2006-12-08,10.680000305175781
2006-12-11,10.890000343322754
2006-12-12,10.760000228881836
2006-12-13,10.699999809265137
2006-12-14,10.869999885559082
2006-12-15,10.800000190734863
2006-12-18,10.800000190734863
2006-12-19,10.680000305175781
2006-12-20,10.789999961853027
2006-12-21,10.890000343322754
2006-12-22,11.0
2006-12-26,11.119999885559082
2006-12-27,11.619999885559082
2006-12-28,11.350000381469727
2006-12-29,11.449999809265137
2007-01-03,11.149999618530273
2007-01-04,11.170000076293945
2007-01-05,11.09000015258789
2007-01-08,11.109999656677246
2007-01-09,11.039999961853027
2007-01-10,10.890000343322754
2007-01-11,10.869999885559082
2007-01-12,10.899999618530273
2007-01-16,10.90999984741211
2007-01-17,10.800000190734863
2007-01-18,10.539999961853027
2007-01-19,10.670000076293945
2007-01-22,10.479999542236328
2007-01-23,10.239999771118164
2007-01-24,10.470000267028809
2007-01-25,12.050000190734863
2007-01-26,12.989999771118164
2007-01-29,13.0
2007-01-30,13.100000381469727
2007-01-31,13.130000114440918
2007-02-01,13.010000228881836
2007-02-02,13.010000228881836
2007-02-05,13.0
2007-02-06,12.90999984741211
2007-02-07,12.989999771118164
2007-02-08,13.1899995803833
2007-02-09,13.020000457763672
2007-02-12,12.989999771118164
2007-02-13,13.239999771118164
2007-02-14,12.989999771118164
2007-02-15,12.9399995803833
2007-02-16,13.029999732971191
2007-02-20,12.989999771118164
2007-02-21,12.989999771118164
2007-02-22,12.489999771118164
2007-02-23,12.609999656677246
2007-02-26,12.609999656677246
2007-02-27,11.609999656677246
2007-02-28,12.239999771118164
2007-03-01,12.010000228881836
2007-03-02,11.850000381469727
2007-03-05,10.920000076293945
2007-03-06,11.09000015258789
2007-03-07,11.270000457763672
2007-03-08,11.069999694824219
2007-03-09,11.050000190734863
2007-03-12,11.399999618530273
2007-03-13,11.260000228881836
2007-03-14,11.119999885559082
2007-03-15,11.09000015258789
2007-03-16,11.09000015258789
2007-03-19,11.25
2007-03-20,11.25
2007-03-21,11.199999809265137
2007-03-22,11.149999618530273
2007-03-23,11.140000343322754
