,CREX
2011-11-22,169.5
2011-11-23,171.0
2011-11-25,172.5
2011-11-28,177.0
2011-11-29,171.0
2011-11-30,171.0
2011-12-01,169.5
2011-12-02,166.5
2011-12-05,168.0
2011-12-06,165.0
2011-12-07,157.5
2011-12-08,151.5
2011-12-09,159.0
2011-12-12,180.0
2011-12-13,189.0
2011-12-14,187.5
2011-12-15,183.0
2011-12-16,174.0
2011-12-19,178.5
2011-12-20,172.5
2011-12-21,171.0
2011-12-22,165.0
2011-12-23,178.5
2011-12-27,171.0
2011-12-28,162.0
2011-12-29,171.0
2011-12-30,180.0
2012-01-03,180.0
2012-01-04,183.0
2012-01-05,181.5
2012-01-06,172.5
2012-01-09,172.5
2012-01-10,148.5
2012-01-11,151.5
2012-01-12,157.5
2012-01-13,165.0
2012-01-17,157.5
2012-01-18,163.5
2012-01-19,159.0
2012-01-20,157.5
2012-01-23,159.0
2012-01-24,153.0
2012-01-25,148.5
2012-01-26,150.0
2012-01-27,148.5
2012-01-30,142.5
2012-01-31,144.0
2012-02-01,133.5
2012-02-02,127.5
2012-02-03,129.0
2012-02-06,129.0
2012-02-07,135.0
2012-02-08,135.0
2012-02-09,156.0
2012-02-10,165.0
2012-02-13,154.5
2012-02-14,157.5
2012-02-15,153.0
2012-02-16,160.5
2012-02-17,154.5
2012-02-21,144.0
2012-02-22,144.0
2012-02-23,139.5
2012-02-24,142.5
2012-02-27,144.0
2012-02-28,139.5
2012-02-29,135.0
2012-03-01,129.0
2012-03-02,130.5
2012-03-05,127.5
2012-03-06,133.5
2012-03-07,133.5
2012-03-08,135.0
2012-03-09,127.5
2012-03-12,126.0
2012-03-13,133.5
2012-03-14,129.0
2012-03-15,127.5
2012-03-16,126.0
2012-03-19,127.5
2012-03-20,135.0
2012-03-21,127.5
2012-03-22,132.0
2012-03-23,135.0
2012-03-26,139.5
2012-03-27,129.0
2012-03-28,124.5
2012-03-29,132.0
2012-03-30,133.5
2012-04-02,133.5
2012-04-03,136.5
2012-04-04,127.5
2012-04-05,115.5
2012-04-09,108.0
2012-04-10,115.5
2012-04-11,124.5
2012-04-12,124.5
2012-04-13,126.0
2012-04-16,126.0
2012-04-17,127.5
2012-04-18,127.5
2012-04-19,123.0
2012-04-20,121.5
2012-04-23,121.5
2012-04-24,121.5
2012-04-25,112.5
2012-04-26,108.0
2012-04-27,115.5
2012-04-30,121.5
2012-05-01,127.5
2012-05-02,120.0
2012-05-03,112.5
2012-05-04,111.0
2012-05-07,94.5
2012-05-08,97.5
2012-05-09,103.5
2012-05-10,105.0
2012-05-11,99.0
2012-05-14,96.0
2012-05-15,97.5
2012-05-16,94.5
2012-05-17,90.0
2012-05-18,99.0
2012-05-21,108.0
2012-05-22,120.0
2012-05-23,127.5
2012-05-24,126.0
2012-05-25,123.0
2012-05-29,112.5
2012-05-30,114.0
2012-05-31,114.0
2012-06-01,105.0
2012-06-04,105.0
2012-06-05,96.0
2012-06-06,111.0
2012-06-07,99.0
2012-06-08,96.0
2012-06-11,96.0
2012-06-12,97.5
2012-06-13,96.0
2012-06-14,105.0
2012-06-15,118.5
2012-06-18,112.5
2012-06-19,115.5
2012-06-20,120.0
2012-06-21,118.5
2012-06-22,124.5
2012-06-25,120.0
2012-06-26,129.0
2012-06-27,138.0
2012-06-28,141.0
2012-06-29,136.5
2012-07-02,136.5
2012-07-03,135.0
2012-07-05,133.5
2012-07-06,121.5
2012-07-09,117.0
2012-07-10,118.5
2012-07-11,124.5
2012-07-12,130.5
2012-07-13,132.0
2012-07-16,132.0
2012-07-17,133.5
2012-07-18,124.5
2012-07-19,129.0
2012-07-20,130.5
2012-07-23,129.0
2012-07-24,129.0
2012-07-25,127.5
2012-07-26,133.5
2012-07-27,133.5
2012-07-30,124.5
2012-07-31,130.5
2012-08-01,130.5
2012-08-02,121.5
2012-08-03,126.0
2012-08-06,123.0
2012-08-07,121.5
2012-08-08,121.5
2012-08-09,112.5
2012-08-10,109.5
2012-08-13,114.0
2012-08-14,105.0
2012-08-15,108.0
2012-08-16,105.0
2012-08-17,112.5
2012-08-20,118.5
2012-08-21,118.5
2012-08-22,120.0
2012-08-23,126.0
2012-08-24,127.5
2012-08-27,129.0
2012-08-28,123.0
2012-08-29,120.0
2012-08-30,130.5
2012-08-31,126.0
2012-09-04,130.5
2012-09-05,130.5
2012-09-06,132.0
2012-09-07,112.5
2012-09-10,117.0
2012-09-11,123.0
2012-09-12,124.5
2012-09-13,120.0
2012-09-14,118.5
2012-09-17,120.0
2012-09-18,126.0
2012-09-19,126.0
2012-09-20,124.5
2012-09-21,129.0
2012-09-24,129.0
2012-09-25,127.5
2012-09-26,136.5
2012-09-27,141.0
2012-09-28,138.0
2012-10-01,145.5
2012-10-02,145.5
2012-10-03,150.0
2012-10-04,145.5
2012-10-05,142.5
2012-10-08,136.5
2012-10-09,145.5
2012-10-10,135.0
2012-10-11,133.5
2012-10-12,136.5
2012-10-15,141.0
2012-10-16,141.0
2012-10-17,129.0
2012-10-18,126.0
2012-10-19,123.0
2012-10-22,105.0
2012-10-23,112.5
2012-10-24,111.0
2012-10-25,109.5
2012-10-26,118.5
2012-10-31,120.0
2012-11-01,108.0
2012-11-02,102.0
2012-11-05,105.0
2012-11-06,105.0
2012-11-07,103.5
2012-11-08,105.0
2012-11-09,112.5
2012-11-12,106.5
2012-11-13,94.5
2012-11-14,90.0
2012-11-15,88.5
2012-11-16,88.5
2012-11-19,93.0
2012-11-20,87.0
2012-11-21,85.5
2012-11-23,91.5
2012-11-26,87.0
2012-11-27,87.0
2012-11-28,93.0
2012-11-29,93.0
2012-11-30,93.0
2012-12-03,82.5
2012-12-04,82.5
2012-12-05,76.5
2012-12-06,69.0
2012-12-07,61.5
2012-12-10,60.0
2012-12-11,60.0
2012-12-12,60.0
2012-12-13,67.5
2012-12-14,66.0
2012-12-17,53.099998474121094
2012-12-18,63.29999923706055
2012-12-19,68.4000015258789
2012-12-20,72.30000305175781
2012-12-21,76.5
2012-12-24,74.69999694824219
2012-12-26,73.19999694824219
2012-12-27,64.5
2012-12-28,54.599998474121094
2012-12-31,60.0
2013-01-02,63.0
2013-01-03,63.0
2013-01-04,62.70000076293945
2013-01-07,60.599998474121094
2013-01-08,61.79999923706055
2013-01-09,58.20000076293945
2013-01-10,59.099998474121094
2013-01-11,59.70000076293945
2013-01-14,62.400001525878906
2013-01-15,60.599998474121094
2013-01-16,58.79999923706055
2013-01-17,58.20000076293945
2013-01-18,62.400001525878906
2013-01-22,60.0
2013-01-23,57.0
2013-01-24,59.099998474121094
2013-01-25,58.79999923706055
2013-01-28,58.20000076293945
2013-01-29,57.29999923706055
2013-01-30,55.5
2013-01-31,56.099998474121094
2013-02-01,57.599998474121094
2013-02-04,55.5
2013-02-05,55.5
2013-02-06,56.400001525878906
2013-02-07,52.5
2013-02-08,54.0
2013-02-11,53.099998474121094
2013-02-12,54.0
2013-02-13,54.0
2013-02-14,52.5
2013-02-15,53.70000076293945
2013-02-19,54.0
2013-02-20,54.599998474121094
2013-02-21,57.0
2013-02-22,57.900001525878906
2013-02-25,55.79999923706055
2013-02-26,72.0
2013-02-27,61.5
2013-02-28,128.39999389648438
2013-03-01,95.4000015258789
2013-03-04,81.9000015258789
2013-03-05,59.400001525878906
2013-03-06,59.70000076293945
2013-03-07,57.0
2013-03-08,56.099998474121094
2013-03-11,55.20000076293945
2013-03-12,54.29999923706055
2013-03-13,54.599998474121094
2013-03-14,53.400001525878906
2013-03-15,54.29999923706055
2013-03-18,53.099998474121094
2013-03-19,51.599998474121094
2013-03-20,48.0
2013-03-21,45.0
2013-03-22,42.29999923706055
2013-03-25,44.099998474121094
2013-03-26,45.599998474121094
2013-03-27,46.20000076293945
2013-03-28,45.0
2013-04-01,42.900001525878906
2013-04-02,42.900001525878906
2013-04-03,42.599998474121094
2013-04-04,42.900001525878906
2013-04-05,41.70000076293945
2013-04-08,42.29999923706055
2013-04-09,41.400001525878906
2013-04-10,42.0
2013-04-11,48.0
2013-04-12,46.20000076293945
2013-04-15,42.0
2013-04-16,42.29999923706055
2013-04-17,43.5
2013-04-18,41.70000076293945
2013-04-19,41.099998474121094
2013-04-22,40.79999923706055
2013-04-23,41.400001525878906
2013-04-24,42.0
2013-04-25,44.099998474121094
2013-04-26,43.79999923706055
2013-04-29,43.5
2013-04-30,43.5
2013-05-01,46.5
2013-05-02,44.400001525878906
2013-05-03,45.0
2013-05-06,46.5
2013-05-07,47.400001525878906
2013-05-08,47.400001525878906
2013-05-09,46.5
2013-05-10,43.20000076293945
2013-05-13,41.70000076293945
2013-05-14,43.20000076293945
2013-05-15,43.20000076293945
2013-05-16,43.5
2013-05-17,43.20000076293945
2013-05-20,43.5
2013-05-21,42.29999923706055
2013-05-22,42.900001525878906
2013-05-23,42.900001525878906
2013-05-24,30.299999237060547
2013-05-28,30.600000381469727
2013-05-29,31.200000762939453
2013-05-30,29.100000381469727
2013-05-31,27.299999237060547
2013-06-03,27.600000381469727
2013-06-04,28.5
2013-06-05,28.799999237060547
2013-06-06,31.5
2013-06-07,30.600000381469727
2013-06-10,29.100000381469727
2013-06-11,28.5
2013-06-12,27.299999237060547
2013-06-13,27.899999618530273
2013-06-14,29.399999618530273
2013-06-17,28.5
2013-06-18,27.899999618530273
2013-06-19,28.799999237060547
2013-06-20,27.0
2013-06-21,24.0
2013-06-24,24.0
2013-06-25,24.0
2013-06-26,24.600000381469727
2013-06-27,24.600000381469727
2013-06-28,24.600000381469727
2013-07-01,24.600000381469727
2013-07-02,24.0
2013-07-03,23.700000762939453
2013-07-05,22.5
2013-07-08,19.200000762939453
2013-07-09,21.0
2013-07-10,21.0
2013-07-11,22.200000762939453
2013-07-12,21.899999618530273
2013-07-15,22.200000762939453
2013-07-16,21.0
2013-07-17,22.200000762939453
2013-07-18,22.200000762939453
2013-07-19,21.600000381469727
2013-07-22,20.399999618530273
2013-07-23,21.899999618530273
2013-07-24,24.0
2013-07-25,24.600000381469727
2013-07-26,24.600000381469727
2013-07-29,21.600000381469727
2013-07-30,26.399999618530273
2013-07-31,28.5
2013-08-01,29.399999618530273
2013-08-02,27.899999618530273
2013-08-05,29.100000381469727
2013-08-06,29.100000381469727
2013-08-07,27.600000381469727
2013-08-08,27.600000381469727
2013-08-09,28.799999237060547
2013-08-12,28.5
2013-08-13,27.600000381469727
2013-08-14,27.299999237060547
2013-08-15,26.700000762939453
2013-08-16,25.799999237060547
2013-08-19,24.600000381469727
2013-08-20,24.600000381469727
2013-08-21,23.700000762939453
2013-08-22,23.700000762939453
2013-08-23,24.0
2013-08-26,23.399999618530273
2013-08-27,23.700000762939453
2013-08-28,23.399999618530273
2013-08-29,23.399999618530273
2013-08-30,23.100000381469727
2013-09-03,23.399999618530273
2013-09-04,23.399999618530273
2013-09-05,22.799999237060547
2013-09-06,27.0
2013-09-09,25.799999237060547
2013-09-10,25.200000762939453
2013-09-11,25.200000762939453
2013-09-12,25.799999237060547
2013-09-13,25.200000762939453
2013-09-16,24.899999618530273
2013-09-17,25.200000762939453
2013-09-18,27.0
2013-09-19,25.200000762939453
2013-09-20,25.200000762939453
2013-09-23,25.799999237060547
2013-09-24,26.100000381469727
2013-09-25,24.600000381469727
2013-09-26,24.600000381469727
2013-09-27,24.299999237060547
2013-09-30,24.899999618530273
2013-10-01,24.899999618530273
2013-10-02,24.899999618530273
2013-10-03,24.899999618530273
2013-10-04,23.399999618530273
2013-10-07,23.399999618530273
2013-10-08,23.399999618530273
2013-10-09,22.799999237060547
2013-10-10,22.799999237060547
2013-10-11,21.899999618530273
2013-10-14,22.5
2013-10-15,19.5
2013-10-16,19.5
2013-10-17,19.799999237060547
2013-10-18,19.5
2013-10-21,19.5
2013-10-22,19.5
2013-10-23,19.5
2013-10-24,20.100000381469727
2013-10-25,20.100000381469727
2013-10-28,18.899999618530273
2013-10-29,20.100000381469727
2013-10-30,20.399999618530273
2013-10-31,18.600000381469727
2013-11-01,20.399999618530273
2013-11-04,19.5
2013-11-05,18.600000381469727
2013-11-06,18.600000381469727
2013-11-07,18.600000381469727
2013-11-08,18.299999237060547
2013-11-11,16.200000762939453
2013-11-12,15.0
2013-11-13,14.399999618530273
2013-11-14,15.600000381469727
2013-11-15,15.0
2013-11-18,18.600000381469727
2013-11-19,16.799999237060547
2013-11-20,16.799999237060547
2013-11-21,16.200000762939453
2013-11-22,15.899999618530273
2013-11-25,15.600000381469727
2013-11-26,13.5
2013-11-27,14.699999809265137
2013-11-29,14.699999809265137
2013-12-02,14.699999809265137
2013-12-03,12.899999618530273
2013-12-04,13.199999809265137
2013-12-05,13.199999809265137
2013-12-06,13.199999809265137
2013-12-09,12.0
2013-12-10,11.100000381469727
2013-12-11,11.399999618530273
2013-12-12,12.600000381469727
2013-12-13,12.899999618530273
2013-12-16,13.5
2013-12-17,12.300000190734863
2013-12-18,12.899999618530273
2013-12-19,14.699999809265137
2013-12-20,18.0
2013-12-23,16.5
2013-12-24,18.600000381469727
2013-12-26,18.0
2013-12-27,19.200000762939453
2013-12-30,17.700000762939453
2013-12-31,18.0
2014-01-02,18.600000381469727
2014-01-03,19.5
2014-01-06,21.600000381469727
2014-01-07,24.600000381469727
2014-01-08,24.0
2014-01-09,24.600000381469727
2014-01-10,23.700000762939453
2014-01-13,24.299999237060547
2014-01-14,23.700000762939453
2014-01-15,24.899999618530273
2014-01-16,24.0
2014-01-17,24.0
2014-01-21,25.200000762939453
2014-01-22,25.200000762939453
2014-01-23,25.200000762939453
2014-01-24,25.200000762939453
2014-01-27,24.899999618530273
2014-01-28,24.899999618530273
2014-01-29,24.600000381469727
2014-01-30,24.299999237060547
2014-01-31,23.399999618530273
2014-02-03,24.0
2014-02-04,25.200000762939453
2014-02-05,24.600000381469727
2014-02-06,25.200000762939453
2014-02-07,24.299999237060547
2014-02-10,24.899999618530273
2014-02-11,25.5
2014-02-12,27.0
2014-02-13,28.5
2014-02-14,28.5
2014-02-18,28.5
2014-02-19,28.5
2014-02-20,28.5
2014-02-21,28.799999237060547
2014-02-24,28.200000762939453
2014-02-25,28.200000762939453
2014-02-26,28.799999237060547
2014-02-27,26.399999618530273
2014-02-28,27.0
2014-03-03,24.299999237060547
2014-03-04,24.0
2014-03-05,24.0
2014-03-06,28.5
2014-03-07,29.399999618530273
2014-03-10,29.399999618530273
2014-03-11,27.0
2014-03-12,26.700000762939453
2014-03-13,26.700000762939453
2014-03-14,28.200000762939453
2014-03-17,28.5
2014-03-18,27.899999618530273
2014-03-19,27.600000381469727
2014-03-20,27.600000381469727
2014-03-21,27.0
2014-03-24,25.5
2014-03-25,24.899999618530273
2014-03-26,24.0
2014-03-27,24.299999237060547
2014-03-28,23.399999618530273
2014-03-31,23.100000381469727
2014-04-01,21.600000381469727
2014-04-02,20.100000381469727
2014-04-03,21.600000381469727
2014-04-04,22.5
2014-04-07,24.0
2014-04-08,24.0
2014-04-09,24.0
2014-04-10,24.0
2014-04-11,22.5
2014-04-14,23.700000762939453
2014-04-15,22.5
2014-04-16,21.600000381469727
2014-04-17,21.600000381469727
2014-04-21,21.600000381469727
2014-04-22,19.799999237060547
2014-04-23,21.0
2014-04-24,22.5
2014-04-25,22.5
2014-04-28,22.5
2014-04-29,21.299999237060547
2014-04-30,21.600000381469727
2014-05-01,21.600000381469727
2014-05-02,21.600000381469727
2014-05-05,23.399999618530273
2014-05-06,23.399999618530273
2014-05-07,22.799999237060547
2014-05-08,22.5
2014-05-09,21.0
2014-05-12,20.399999618530273
2014-05-13,20.399999618530273
2014-05-14,19.5
2014-05-15,22.5
2014-05-16,22.5
2014-05-19,22.200000762939453
2014-05-20,22.200000762939453
2014-05-21,21.899999618530273
2014-05-22,21.899999618530273
2014-05-23,21.299999237060547
2014-05-27,19.5
2014-05-28,19.5
2014-05-29,19.5
2014-05-30,21.299999237060547
2014-06-02,21.299999237060547
2014-06-03,21.299999237060547
2014-06-04,21.299999237060547
2014-06-05,22.200000762939453
2014-06-06,22.200000762939453
2014-06-09,21.600000381469727
2014-06-10,22.200000762939453
2014-06-11,22.200000762939453
2014-06-12,22.200000762939453
2014-06-13,22.200000762939453
2014-06-16,22.200000762939453
2014-06-17,23.100000381469727
2014-06-18,23.100000381469727
2014-06-19,23.100000381469727
2014-06-20,19.799999237060547
2014-06-23,19.5
2014-06-24,18.0
2014-06-25,21.0
2014-06-26,21.600000381469727
2014-06-27,21.600000381469727
2014-06-30,21.899999618530273
2014-07-01,22.5
2014-07-02,21.0
2014-07-03,21.0
2014-07-07,21.0
2014-07-08,19.5
2014-07-09,19.799999237060547
2014-07-10,19.5
2014-07-11,21.0
2014-07-14,21.0
2014-07-15,21.0
2014-07-16,21.0
2014-07-17,21.0
2014-07-18,22.5
2014-07-21,22.5
2014-07-22,19.5
2014-07-23,22.5
2014-07-24,22.5
2014-07-25,19.5
2014-07-28,18.0
2014-07-29,17.700000762939453
2014-07-30,17.399999618530273
2014-07-31,16.5
2014-08-01,15.300000190734863
2014-08-04,15.899999618530273
2014-08-05,13.5
2014-08-06,13.5
2014-08-07,13.5
2014-08-08,13.5
2014-08-11,13.5
2014-08-12,15.300000190734863
2014-08-13,15.899999618530273
2014-08-14,18.0
2014-08-15,18.0
2014-08-18,18.600000381469727
2014-08-19,19.799999237060547
2014-08-20,19.5
2014-08-21,19.5
2014-08-22,19.5
2014-08-25,19.5
2014-08-26,19.5
2014-08-27,19.5
2014-08-28,19.5
2014-08-29,19.5
2014-09-02,19.5
2014-09-03,18.0
2014-09-04,18.0
2014-09-05,18.299999237060547
2014-09-08,19.200000762939453
2014-09-09,19.5
2014-09-10,18.600000381469727
2014-09-11,18.0
2014-09-12,17.100000381469727
2014-09-15,17.100000381469727
2014-09-16,18.0
2014-09-17,18.0
2014-09-18,15.899999618530273
2014-09-19,15.600000381469727
2014-09-22,16.200000762939453
2014-09-23,15.600000381469727
2014-09-24,15.300000190734863
2014-09-25,15.300000190734863
2014-09-26,15.300000190734863
2014-09-29,15.0
2014-09-30,15.899999618530273
2014-10-01,15.600000381469727
2014-10-02,13.800000190734863
2014-10-03,14.699999809265137
2014-10-06,13.800000190734863
2014-10-07,14.100000381469727
2014-10-08,14.699999809265137
2014-10-09,13.5
2014-10-10,13.5
2014-10-13,12.300000190734863
2014-10-14,11.399999618530273
2014-10-15,11.699999809265137
2014-10-16,12.300000190734863
2014-10-17,13.5
2014-10-20,13.199999809265137
2014-10-21,15.0
2014-10-22,15.0
2014-10-23,14.699999809265137
2014-10-24,14.100000381469727
2014-10-27,14.699999809265137
2014-10-28,13.199999809265137
2014-10-29,13.5
2014-10-30,13.800000190734863
2014-10-31,13.800000190734863
2014-11-03,13.800000190734863
2014-11-04,13.800000190734863
2014-11-05,13.199999809265137
2014-11-06,13.800000190734863
2014-11-07,13.800000190734863
2014-11-10,13.800000190734863
2014-11-11,12.0
2014-11-12,11.699999809265137
2014-11-13,12.0
2014-11-14,12.0
2014-11-17,13.5
2014-11-18,12.600000381469727
2014-11-19,11.699999809265137
2014-11-20,12.600000381469727
2014-11-21,12.600000381469727
2014-11-24,12.600000381469727
2014-11-25,12.600000381469727
2014-11-26,12.600000381469727
2014-11-28,12.600000381469727
2014-12-01,11.399999618530273
2014-12-02,10.5
2014-12-03,10.5
2014-12-04,9.899999618530273
2014-12-05,9.899999618530273
2014-12-08,9.600000381469727
2014-12-09,9.899999618530273
2014-12-10,9.300000190734863
2014-12-11,10.199999809265137
2014-12-12,11.399999618530273
2014-12-15,10.800000190734863
2014-12-16,10.800000190734863
2014-12-17,9.899999618530273
2014-12-18,10.199999809265137
2014-12-19,9.0
2014-12-22,8.399999618530273
2014-12-23,8.699999809265137
2014-12-24,9.300000190734863
2014-12-26,9.300000190734863
2014-12-29,8.399999618530273
2014-12-30,8.100000381469727
2014-12-31,12.0
2015-01-02,12.0
2015-01-05,11.100000381469727
2015-01-06,11.100000381469727
2015-01-07,11.399999618530273
2015-01-08,11.399999618530273
2015-01-09,11.399999618530273
2015-01-12,11.399999618530273
2015-01-13,11.399999618530273
2015-01-14,11.399999618530273
2015-01-15,9.899999618530273
2015-01-16,9.899999618530273
2015-01-20,7.800000190734863
2015-01-21,9.899999618530273
2015-01-22,9.600000381469727
2015-01-23,11.100000381469727
2015-01-26,9.600000381469727
2015-01-27,9.600000381469727
2015-01-28,9.600000381469727
2015-01-29,9.600000381469727
2015-01-30,10.199999809265137
2015-02-02,9.600000381469727
2015-02-03,10.5
2015-02-04,10.5
2015-02-05,10.5
2015-02-06,11.100000381469727
2015-02-09,11.100000381469727
2015-02-10,11.100000381469727
2015-02-11,11.100000381469727
2015-02-12,11.100000381469727
2015-02-13,10.199999809265137
2015-02-17,11.100000381469727
2015-02-18,10.800000190734863
2015-02-19,11.100000381469727
2015-02-20,8.699999809265137
2015-02-23,8.699999809265137
2015-02-24,9.899999618530273
2015-02-25,9.899999618530273
2015-02-26,9.899999618530273
2015-02-27,9.600000381469727
2015-03-02,9.300000190734863
2015-03-03,9.300000190734863
2015-03-04,9.0
2015-03-05,9.0
2015-03-06,7.800000190734863
2015-03-09,8.100000381469727
2015-03-10,6.0
2015-03-11,6.900000095367432
2015-03-12,7.5
2015-03-13,6.900000095367432
2015-03-16,6.900000095367432
2015-03-17,7.5
2015-03-18,7.5
2015-03-19,7.5
2015-03-20,6.300000190734863
2015-03-23,6.900000095367432
2015-03-24,7.5
2015-03-25,7.5
2015-03-26,7.5
2015-03-27,7.5
2015-03-30,7.5
2015-03-31,7.5
2015-04-01,7.5
2015-04-02,7.800000190734863
2015-04-06,8.100000381469727
2015-04-07,7.800000190734863
2015-04-08,6.300000190734863
2015-04-09,6.300000190734863
2015-04-10,6.300000190734863
2015-04-13,6.300000190734863
2015-04-14,6.900000095367432
2015-04-15,7.199999809265137
2015-04-16,7.199999809265137
2015-04-17,6.900000095367432
2015-04-20,6.900000095367432
2015-04-21,5.099999904632568
2015-04-22,6.599999904632568
2015-04-23,6.599999904632568
2015-04-24,6.300000190734863
2015-04-27,6.300000190734863
2015-04-28,9.300000190734863
2015-04-29,9.300000190734863
2015-04-30,8.699999809265137
2015-05-01,8.699999809265137
2015-05-04,6.900000095367432
2015-05-05,6.900000095367432
2015-05-06,6.900000095367432
2015-05-07,7.800000190734863
2015-05-08,7.800000190734863
2015-05-11,7.800000190734863
2015-05-12,7.800000190734863
2015-05-13,7.800000190734863
2015-05-14,7.800000190734863
2015-05-15,7.800000190734863
2015-05-18,8.399999618530273
2015-05-19,8.699999809265137
2015-05-20,8.699999809265137
2015-05-21,8.699999809265137
2015-05-22,8.399999618530273
2015-05-26,8.399999618530273
2015-05-27,7.199999809265137
2015-05-28,8.100000381469727
2015-05-29,7.199999809265137
2015-06-01,8.100000381469727
2015-06-02,7.199999809265137
2015-06-03,8.100000381469727
2015-06-04,8.100000381469727
2015-06-05,7.800000190734863
2015-06-08,7.800000190734863
2015-06-09,7.800000190734863
2015-06-10,7.800000190734863
2015-06-11,7.800000190734863
2015-06-12,7.800000190734863
2015-06-15,6.300000190734863
2015-06-16,6.900000095367432
2015-06-17,6.900000095367432
2015-06-18,6.599999904632568
2015-06-19,6.599999904632568
2015-06-22,6.599999904632568
2015-06-23,6.599999904632568
2015-06-24,6.300000190734863
2015-06-25,6.300000190734863
2015-06-26,6.300000190734863
2015-06-29,6.300000190734863
2015-06-30,6.900000095367432
2015-07-01,6.0
2015-07-02,6.599999904632568
2015-07-06,6.900000095367432
2015-07-07,6.900000095367432
2015-07-08,6.900000095367432
2015-07-09,6.599999904632568
2015-07-10,6.0
2015-07-13,6.0
2015-07-14,6.0
2015-07-15,5.099999904632568
2015-07-16,7.5
2015-07-17,7.5
2015-07-20,7.5
2015-07-21,6.0
2015-07-22,5.699999809265137
2015-07-23,5.699999809265137
2015-07-24,5.699999809265137
2015-07-27,5.699999809265137
2015-07-28,5.099999904632568
2015-07-29,6.0
2015-07-30,6.900000095367432
2015-07-31,6.900000095367432
2015-08-03,6.900000095367432
2015-08-04,6.900000095367432
2015-08-05,6.900000095367432
2015-08-06,7.199999809265137
2015-08-07,7.199999809265137
2015-08-10,6.599999904632568
2015-08-11,6.599999904632568
2015-08-12,7.5
2015-08-13,7.5
2015-08-14,7.5
2015-08-17,3.9000000953674316
2015-08-18,6.900000095367432
2015-08-19,6.900000095367432
2015-08-20,6.900000095367432
2015-08-21,7.5
2015-08-24,7.5
2015-08-25,6.0
2015-08-26,6.0
2015-08-27,6.300000190734863
2015-08-28,5.099999904632568
2015-08-31,6.0
2015-09-01,6.0
2015-09-02,6.0
2015-09-03,6.599999904632568
2015-09-04,6.599999904632568
2015-09-08,5.400000095367432
2015-09-09,5.400000095367432
2015-09-10,5.400000095367432
2015-09-11,5.400000095367432
2015-09-14,5.400000095367432
2015-09-15,5.400000095367432
2015-09-16,5.699999809265137
2015-09-17,4.800000190734863
2015-09-18,5.099999904632568
2015-09-21,5.099999904632568
2015-09-22,5.400000095367432
2015-09-23,6.0
2015-09-24,6.0
2015-09-25,5.400000095367432
2015-09-28,5.099999904632568
2015-09-29,6.0
2015-09-30,6.900000095367432
2015-10-01,7.199999809265137
2015-10-02,9.0
2015-10-05,8.399999618530273
2015-10-06,8.399999618530273
2015-10-07,8.399999618530273
2015-10-08,8.399999618530273
2015-10-09,8.399999618530273
2015-10-12,8.399999618530273
2015-10-13,6.599999904632568
2015-10-14,6.599999904632568
2015-10-15,6.599999904632568
2015-10-16,4.5
2015-10-19,3.9000000953674316
2015-10-20,6.599999904632568
2015-10-21,6.599999904632568
2015-10-22,6.0
2015-10-23,6.300000190734863
2015-10-26,6.300000190734863
2015-10-27,6.300000190734863
2015-10-28,4.800000190734863
2015-10-29,6.900000095367432
2015-10-30,7.5
2015-11-02,7.5
2015-11-03,7.199999809265137
2015-11-04,6.599999904632568
2015-11-05,7.199999809265137
2015-11-06,7.199999809265137
2015-11-09,6.599999904632568
2015-11-10,6.900000095367432
2015-11-11,6.900000095367432
2015-11-12,7.199999809265137
2015-11-13,7.199999809265137
2015-11-16,7.199999809265137
2015-11-17,6.599999904632568
2015-11-18,6.900000095367432
2015-11-19,6.300000190734863
2015-11-20,5.699999809265137
2015-11-23,7.5
2015-11-24,7.199999809265137
2015-11-25,8.399999618530273
2015-11-27,8.399999618530273
2015-11-30,7.800000190734863
2015-12-01,7.5
2015-12-02,7.199999809265137
2015-12-03,7.5
2015-12-04,7.5
2015-12-07,7.199999809265137
2015-12-08,6.0
2015-12-09,8.399999618530273
2015-12-10,7.199999809265137
2015-12-11,6.599999904632568
2015-12-14,6.300000190734863
2015-12-15,5.699999809265137
2015-12-16,5.400000095367432
2015-12-17,6.0
2015-12-18,5.400000095367432
2015-12-21,6.300000190734863
2015-12-22,5.400000095367432
2015-12-23,4.800000190734863
2015-12-24,4.800000190734863
2015-12-28,4.800000190734863
2015-12-29,4.800000190734863
2015-12-30,5.400000095367432
2015-12-31,7.5
2016-01-04,6.599999904632568
2016-01-05,6.300000190734863
2016-01-06,6.0
2016-01-07,6.0
2016-01-08,5.400000095367432
2016-01-11,4.5
2016-01-12,4.5
2016-01-13,5.099999904632568
2016-01-14,5.400000095367432
2016-01-15,5.099999904632568
2016-01-19,5.099999904632568
2016-01-20,4.800000190734863
2016-01-21,4.800000190734863
2016-01-22,4.800000190734863
2016-01-25,5.699999809265137
2016-01-26,5.699999809265137
2016-01-27,5.699999809265137
2016-01-28,4.800000190734863
2016-01-29,6.599999904632568
2016-02-01,6.0
2016-02-02,6.0
2016-02-03,6.0
2016-02-04,6.0
2016-02-05,6.900000095367432
2016-02-08,6.900000095367432
2016-02-09,6.900000095367432
2016-02-10,6.900000095367432
2016-02-11,6.599999904632568
2016-02-12,6.599999904632568
2016-02-16,6.599999904632568
2016-02-17,6.900000095367432
2016-02-18,6.0
2016-02-19,6.0
