,DLG
2014-06-10,6126.43017578125
2014-06-11,6365.1201171875
2014-06-12,6285.56005859375
2014-06-13,6285.56005859375
2014-06-16,6444.68017578125
2014-06-17,6842.5
2014-06-18,6842.5
2014-06-19,6603.81005859375
2014-06-20,6524.25
2014-06-23,6444.68017578125
2014-06-24,6683.3798828125
2014-06-25,6762.93994140625
2014-06-26,6762.93994140625
2014-06-27,6683.3798828125
2014-06-30,6842.5
2014-07-01,7081.18994140625
2014-07-02,7160.759765625
2014-07-03,7319.89013671875
2014-07-07,7399.4501953125
2014-07-08,7319.89013671875
2014-07-09,7558.580078125
2014-07-10,7319.89013671875
2014-07-11,7319.89013671875
2014-07-14,7399.4501953125
2014-07-15,7558.580078125
2014-07-16,7558.580078125
2014-07-17,7479.02001953125
2014-07-18,7479.02001953125
2014-07-21,7717.7099609375
2014-07-22,7717.7099609375
2014-07-23,7558.580078125
2014-07-24,7797.27001953125
2014-07-25,7558.580078125
2014-07-28,7319.89013671875
2014-07-29,7319.89013671875
2014-07-30,7558.580078125
2014-07-31,7717.7099609375
2014-08-01,7638.14013671875
2014-08-04,7797.27001953125
2014-08-05,8253.9697265625
2014-08-06,8707.48046875
2014-08-07,9251.7001953125
2014-08-08,9705.2197265625
2014-08-11,9795.919921875
2014-08-12,9886.6201171875
2014-08-13,10430.7998046875
2014-08-14,10158.7001953125
2014-08-15,10430.7998046875
2014-08-18,10340.099609375
2014-08-19,10249.400390625
2014-08-20,10068.0
2014-08-21,9977.3203125
2014-08-22,9977.3203125
2014-08-25,9886.6201171875
2014-08-26,9523.8095703125
2014-08-27,9977.3203125
2014-08-28,9977.3203125
2014-08-29,9795.919921875
2014-09-02,9795.919921875
2014-09-03,9705.2197265625
2014-09-04,9977.3203125
2014-09-05,10068.0
2014-09-08,9977.3203125
2014-09-09,9523.8095703125
2014-09-10,9523.8095703125
2014-09-11,9614.509765625
2014-09-12,9614.509765625
2014-09-15,9251.7001953125
2014-09-16,9161.0
2014-09-17,8979.58984375
2014-09-18,8707.48046875
2014-09-19,8798.1904296875
2014-09-22,8707.48046875
2014-09-23,9251.7001953125
2014-09-24,9070.2900390625
2014-09-25,9342.400390625
2014-09-26,9161.0
2014-09-29,9523.8095703125
2014-09-30,10068.0
2014-10-01,9977.3203125
2014-10-02,10068.0
2014-10-03,10068.0
2014-10-06,10702.900390625
2014-10-07,10702.900390625
2014-10-08,10521.5
2014-10-09,10612.2001953125
2014-10-10,10612.2001953125
2014-10-13,10975.099609375
2014-10-14,10702.900390625
2014-10-15,10612.2001953125
2014-10-16,9886.6201171875
2014-10-17,10521.5
2014-10-20,10430.7998046875
2014-10-21,10702.900390625
2014-10-22,10793.7001953125
2014-10-23,10340.099609375
2014-10-24,10340.099609375
2014-10-27,9705.2197265625
2014-10-28,9977.3203125
2014-10-29,10158.7001953125
2014-10-30,10158.7001953125
2014-10-31,10340.099609375
2014-11-03,10249.400390625
2014-11-04,10702.900390625
2014-11-05,10521.5
2014-11-06,10702.900390625
2014-11-07,10975.099609375
2014-11-10,11065.7998046875
2014-11-11,10975.099609375
2014-11-12,11519.2998046875
2014-11-13,11519.2998046875
2014-11-14,11247.2001953125
2014-11-17,11610.0
2014-11-18,11247.2001953125
2014-11-19,10975.099609375
2014-11-20,11156.5
2014-11-21,10702.900390625
2014-11-24,10340.099609375
2014-11-25,10793.7001953125
2014-11-26,11065.7998046875
2014-11-28,10975.099609375
2014-12-01,10702.900390625
2014-12-02,10612.2001953125
2014-12-03,10702.900390625
2014-12-04,10612.2001953125
2014-12-05,10702.900390625
2014-12-08,10430.7998046875
2014-12-09,9795.919921875
2014-12-10,10068.0
2014-12-11,9795.919921875
2014-12-12,10068.0
2014-12-15,10068.0
2014-12-16,9614.509765625
2014-12-17,9070.2900390625
2014-12-18,9433.1103515625
2014-12-19,9070.2900390625
2014-12-22,9070.2900390625
2014-12-23,9070.2900390625
2014-12-24,9070.2900390625
2014-12-26,8435.3701171875
2014-12-29,7891.16015625
2014-12-30,8435.3701171875
2014-12-31,8979.58984375
2015-01-02,8979.58984375
2015-01-05,9433.1103515625
2015-01-06,9705.2197265625
2015-01-07,9795.919921875
2015-01-08,9614.509765625
2015-01-09,9795.919921875
2015-01-12,9614.509765625
2015-01-13,9614.509765625
2015-01-14,9795.919921875
2015-01-15,9977.3203125
2015-01-16,10521.5
2015-01-20,10521.5
2015-01-21,10884.400390625
2015-01-22,10793.7001953125
2015-01-23,10975.099609375
2015-01-26,10975.099609375
2015-01-27,10430.7998046875
2015-01-28,10521.5
2015-01-29,10702.900390625
2015-01-30,10430.7998046875
2015-02-02,10158.7001953125
2015-02-03,9523.8095703125
2015-02-04,9433.1103515625
2015-02-05,9614.509765625
2015-02-06,9705.2197265625
2015-02-09,9523.8095703125
2015-02-10,9523.8095703125
2015-02-11,9523.8095703125
2015-02-12,9705.2197265625
2015-02-13,9614.509765625
2015-02-17,9614.509765625
2015-02-18,9614.509765625
2015-02-19,9614.509765625
2015-02-20,9614.509765625
2015-02-23,9614.509765625
2015-02-24,9614.509765625
2015-02-25,9523.8095703125
2015-02-26,9523.8095703125
2015-02-27,9523.8095703125
2015-03-02,9523.8095703125
2015-03-03,9705.2197265625
2015-03-04,9705.2197265625
2015-03-05,9977.3203125
2015-03-06,9886.6201171875
2015-03-09,9705.2197265625
2015-03-10,9795.919921875
2015-03-11,9705.2197265625
2015-03-12,9705.2197265625
2015-03-13,9705.2197265625
2015-03-16,9523.8095703125
2015-03-17,9614.509765625
2015-03-18,9614.509765625
2015-03-19,9523.8095703125
2015-03-20,9523.8095703125
2015-03-23,9251.7001953125
2015-03-24,9070.2900390625
2015-03-25,9070.2900390625
2015-03-26,9070.2900390625
2015-03-27,8888.8896484375
2015-03-30,8344.669921875
2015-03-31,8435.3701171875
2015-04-01,8163.27001953125
2015-04-02,8163.27001953125
2015-04-06,8253.9697265625
2015-04-07,8526.080078125
2015-04-08,8526.080078125
2015-04-09,8707.48046875
2015-04-10,8888.8896484375
2015-04-13,8888.8896484375
2015-04-14,8798.1904296875
2015-04-15,8616.7802734375
2015-04-16,8616.7802734375
2015-04-17,8707.48046875
2015-04-20,8707.48046875
2015-04-21,8616.7802734375
2015-04-22,9161.0
2015-04-23,8526.080078125
2015-04-24,8435.3701171875
2015-04-27,8253.9697265625
2015-04-28,8253.9697265625
2015-04-29,8253.9697265625
2015-04-30,8253.9697265625
2015-05-01,8253.9697265625
2015-05-04,7709.75
2015-05-05,7346.93994140625
2015-05-06,6984.1298828125
2015-05-07,7074.830078125
2015-05-08,7346.93994140625
2015-05-11,7165.52978515625
2015-05-12,7165.52978515625
2015-05-13,7165.52978515625
2015-05-14,7165.52978515625
2015-05-15,7074.830078125
2015-05-18,6621.31982421875
2015-05-19,6802.72021484375
2015-05-20,7256.240234375
2015-05-21,7346.93994140625
2015-05-22,7437.64013671875
2015-05-26,7619.0498046875
2015-05-27,7528.33984375
2015-05-28,7981.85986328125
2015-05-29,7981.85986328125
2015-06-01,7981.85986328125
2015-06-02,7891.16015625
2015-06-03,7891.16015625
2015-06-04,7981.85986328125
2015-06-05,8072.56005859375
2015-06-08,8253.9697265625
2015-06-09,8435.3701171875
2015-06-10,8526.080078125
2015-06-11,8888.8896484375
2015-06-12,8979.58984375
2015-06-15,8526.080078125
2015-06-16,8344.669921875
2015-06-17,8072.56005859375
2015-06-18,7981.85986328125
2015-06-19,8072.56005859375
2015-06-22,7981.85986328125
2015-06-23,8163.27001953125
2015-06-24,8253.9697265625
2015-06-25,8344.669921875
2015-06-26,8344.669921875
2015-06-29,8253.9697265625
2015-06-30,8072.56005859375
2015-07-01,8163.27001953125
2015-07-02,8253.9697265625
2015-07-06,8163.27001953125
2015-07-07,8526.080078125
2015-07-08,8435.3701171875
2015-07-09,8072.56005859375
2015-07-10,7981.85986328125
2015-07-13,8163.27001953125
2015-07-14,8344.669921875
2015-07-15,8163.27001953125
2015-07-16,8072.56005859375
2015-07-17,8072.56005859375
2015-07-20,7800.4501953125
2015-07-21,7709.75
2015-07-22,7437.64013671875
2015-07-23,6984.1298828125
2015-07-24,6530.60986328125
2015-07-27,6621.31982421875
2015-07-28,6530.60986328125
2015-07-29,6349.2099609375
2015-07-30,6621.31982421875
2015-07-31,6439.91015625
2015-08-03,6258.5
2015-08-04,6258.5
2015-08-05,6621.31982421875
2015-08-06,6621.31982421875
2015-08-07,6712.02001953125
2015-08-10,6530.60986328125
2015-08-11,6439.91015625
2015-08-12,6258.5
2015-08-13,6258.5
2015-08-14,6349.2099609375
2015-08-17,6258.5
2015-08-18,6258.5
2015-08-19,6167.7998046875
2015-08-20,6077.10009765625
2015-08-21,6439.91015625
2015-08-24,6167.7998046875
2015-08-25,6167.7998046875
2015-08-26,6258.5
2015-08-27,6258.5
2015-08-28,6349.2099609375
2015-08-31,6167.7998046875
2015-09-01,6349.2099609375
2015-09-02,6349.2099609375
2015-09-03,6167.7998046875
2015-09-04,6077.10009765625
2015-09-08,6167.7998046875
2015-09-09,6167.7998046875
2015-09-10,6077.10009765625
2015-09-11,6077.10009765625
2015-09-14,6077.10009765625
2015-09-15,6077.10009765625
2015-09-16,5986.39013671875
2015-09-17,5986.39013671875
2015-09-18,5986.39013671875
2015-09-21,6077.10009765625
2015-09-22,6077.10009765625
2015-09-23,6077.10009765625
2015-09-24,6167.7998046875
2015-09-25,6258.5
2015-09-28,5986.39013671875
2015-09-29,5895.68994140625
2015-09-30,5986.39013671875
2015-10-01,5986.39013671875
2015-10-02,5986.39013671875
2015-10-05,6167.7998046875
2015-10-06,6349.2099609375
2015-10-07,6439.91015625
2015-10-08,6621.31982421875
2015-10-09,6712.02001953125
2015-10-12,6621.31982421875
2015-10-13,6530.60986328125
2015-10-14,6530.60986328125
2015-10-15,6802.72021484375
2015-10-16,6712.02001953125
2015-10-19,7165.52978515625
2015-10-20,6893.419921875
2015-10-21,7165.52978515625
2015-10-22,7437.64013671875
2015-10-23,7528.33984375
2015-10-26,7346.93994140625
2015-10-27,7256.240234375
2015-10-28,7256.240234375
2015-10-29,7256.240234375
2015-10-30,7437.64013671875
2015-11-02,7709.75
2015-11-03,8163.27001953125
2015-11-04,8344.669921875
2015-11-05,8344.669921875
2015-11-06,8163.27001953125
2015-11-09,7981.85986328125
2015-11-10,8072.56005859375
2015-11-11,8163.27001953125
2015-11-12,8163.27001953125
2015-11-13,8526.080078125
2015-11-16,8163.27001953125
2015-11-17,8344.669921875
2015-11-18,8253.9697265625
2015-11-19,8253.9697265625
2015-11-20,8253.9697265625
2015-11-23,8253.9697265625
2015-11-24,8253.9697265625
2015-11-25,8163.27001953125
2015-11-27,8163.27001953125
2015-11-30,8253.9697265625
2015-12-01,8163.27001953125
2015-12-02,8163.27001953125
2015-12-03,8072.56005859375
2015-12-04,8072.56005859375
2015-12-07,7981.85986328125
2015-12-08,7709.75
2015-12-09,7256.240234375
2015-12-10,6802.72021484375
2015-12-11,6621.31982421875
2015-12-14,6167.7998046875
2015-12-15,5986.39013671875
2015-12-16,6349.2099609375
2015-12-17,6167.7998046875
2015-12-18,5895.68994140625
2015-12-21,5895.68994140625
2015-12-22,6167.7998046875
2015-12-23,6077.10009765625
2015-12-24,6167.7998046875
2015-12-28,5714.2900390625
2015-12-29,5895.68994140625
2015-12-30,6077.10009765625
2015-12-31,6349.2099609375
2016-01-04,5986.39013671875
2016-01-05,5804.990234375
2016-01-06,5895.68994140625
2016-01-07,5532.8798828125
2016-01-08,5170.06982421875
2016-01-11,4988.66015625
2016-01-12,5260.77001953125
2016-01-13,5351.47021484375
2016-01-14,5170.06982421875
2016-01-15,4897.9599609375
2016-01-19,5170.06982421875
2016-01-20,4988.66015625
2016-01-21,4897.9599609375
2016-01-22,5170.06982421875
2016-01-25,5442.18017578125
2016-01-26,5260.77001953125
2016-01-27,5442.18017578125
2016-01-28,5260.77001953125
2016-01-29,5351.47021484375
2016-02-01,5170.06982421875
2016-02-02,5170.06982421875
2016-02-03,5260.77001953125
2016-02-04,5079.3701171875
2016-02-05,5260.77001953125
2016-02-08,5260.77001953125
2016-02-09,5260.77001953125
2016-02-10,5260.77001953125
2016-02-11,5260.77001953125
2016-02-12,5260.77001953125
2016-02-16,5714.2900390625
2016-02-17,5532.8798828125
2016-02-18,5623.580078125
2016-02-19,5532.8798828125
2016-02-22,5532.8798828125
2016-02-23,5442.18017578125
2016-02-24,5442.18017578125
2016-02-25,5260.77001953125
2016-02-26,5351.47021484375
2016-02-29,5442.18017578125
2016-03-01,5351.47021484375
2016-03-02,5442.18017578125
2016-03-03,5442.18017578125
2016-03-04,5442.18017578125
2016-03-07,5804.990234375
2016-03-08,6167.7998046875
2016-03-09,6530.60986328125
2016-03-10,6349.2099609375
2016-03-11,6439.91015625
2016-03-14,6439.91015625
2016-03-15,6621.31982421875
2016-03-16,6621.31982421875
2016-03-17,6530.60986328125
2016-03-18,6621.31982421875
2016-03-21,6621.31982421875
2016-03-22,6712.02001953125
2016-03-23,6802.72021484375
2016-03-24,6712.02001953125
2016-03-28,6349.2099609375
2016-03-29,6439.91015625
2016-03-30,6439.91015625
2016-03-31,6530.60986328125
2016-04-01,6439.91015625
2016-04-04,6530.60986328125
2016-04-05,6439.91015625
2016-04-06,6349.2099609375
2016-04-07,6439.91015625
2016-04-08,6349.2099609375
2016-04-11,6439.91015625
2016-04-12,6349.2099609375
2016-04-13,6349.2099609375
2016-04-14,6712.02001953125
2016-04-15,6984.1298828125
2016-04-18,6984.1298828125
2016-04-19,6621.31982421875
2016-04-20,6621.31982421875
2016-04-21,6530.60986328125
2016-04-22,6621.31982421875
2016-04-25,6530.60986328125
2016-04-26,6530.60986328125
2016-04-27,6530.60986328125
2016-04-28,6439.91015625
2016-04-29,6439.91015625
2016-05-02,6439.91015625
2016-05-03,6439.91015625
2016-05-04,6349.2099609375
2016-05-05,6439.91015625
2016-05-06,6439.91015625
2016-05-09,6349.2099609375
2016-05-10,6258.5
2016-05-11,6258.5
2016-05-12,6258.5
2016-05-13,6077.10009765625
2016-05-16,5895.68994140625
2016-05-17,6167.7998046875
2016-05-18,6349.2099609375
2016-05-19,6349.2099609375
2016-05-20,6258.5
2016-05-23,6258.5
2016-05-24,6167.7998046875
2016-05-25,6167.7998046875
2016-05-26,6167.7998046875
2016-05-27,6167.7998046875
2016-05-31,6349.2099609375
2016-06-01,6167.7998046875
2016-06-02,6349.2099609375
2016-06-03,6258.5
2016-06-06,6258.5
2016-06-07,6530.60986328125
2016-06-08,6439.91015625
2016-06-09,6439.91015625
2016-06-10,6439.91015625
2016-06-13,6349.2099609375
2016-06-14,6258.5
2016-06-15,6258.5
2016-06-16,6349.2099609375
2016-06-17,6349.2099609375
2016-06-20,6349.2099609375
2016-06-21,6349.2099609375
2016-06-22,6349.2099609375
2016-06-23,6621.31982421875
2016-06-24,6621.31982421875
2016-06-27,6439.91015625
2016-06-28,6258.5
2016-06-29,6349.2099609375
2016-06-30,6258.5
2016-07-01,6349.2099609375
2016-07-05,6621.31982421875
2016-07-06,6984.1298828125
2016-07-07,6893.419921875
2016-07-08,6893.419921875
2016-07-11,7165.52978515625
2016-07-12,7165.52978515625
2016-07-13,7437.64013671875
2016-07-14,7256.240234375
2016-07-15,7346.93994140625
2016-07-18,7346.93994140625
2016-07-19,6984.1298828125
2016-07-20,6984.1298828125
2016-07-21,6893.419921875
2016-07-22,6984.1298828125
2016-07-25,7165.52978515625
2016-07-26,6712.02001953125
2016-07-27,6712.02001953125
2016-07-28,6530.60986328125
2016-07-29,6530.60986328125
2016-08-01,6530.60986328125
2016-08-02,6530.60986328125
2016-08-03,6530.60986328125
2016-08-04,6349.2099609375
2016-08-05,5986.39013671875
2016-08-08,5804.990234375
2016-08-09,5804.990234375
2016-08-10,5442.18017578125
2016-08-11,5714.2900390625
2016-08-12,5442.18017578125
2016-08-15,5442.18017578125
2016-08-16,5442.18017578125
2016-08-17,5079.3701171875
2016-08-18,4807.259765625
2016-08-19,4897.9599609375
2016-08-22,4807.259765625
2016-08-23,4807.259765625
2016-08-24,4716.5498046875
2016-08-25,4807.259765625
2016-08-26,5079.3701171875
2016-08-29,5079.3701171875
2016-08-30,4897.9599609375
2016-08-31,4897.9599609375
2016-09-01,4807.259765625
2016-09-02,4807.259765625
2016-09-06,4807.259765625
2016-09-07,4807.259765625
2016-09-08,4807.259765625
2016-09-09,4625.85009765625
2016-09-12,4308.39013671875
2016-09-13,4308.39013671875
2016-09-14,4281.18017578125
2016-09-15,4281.18017578125
2016-09-16,4281.18017578125
2016-09-19,4272.10986328125
2016-09-20,4281.18017578125
2016-09-21,4308.39013671875
2016-09-22,4607.7099609375
2016-09-23,4761.89990234375
2016-09-26,4807.259765625
2016-09-27,4698.41015625
2016-09-28,4698.41015625
2016-09-29,4698.41015625
2016-09-30,4707.47998046875
2016-10-03,4761.89990234375
2016-10-04,4698.41015625
2016-10-05,4698.41015625
2016-10-06,4852.60986328125
2016-10-07,5034.009765625
2016-10-10,5006.7998046875
2016-10-11,4970.52001953125
2016-10-12,4979.58984375
2016-10-13,5170.06982421875
2016-10-14,5079.3701171875
2016-10-17,5006.7998046875
2016-10-18,4988.66015625
2016-10-19,4934.240234375
2016-10-20,4970.52001953125
2016-10-21,4716.5498046875
2016-10-24,4888.89013671875
2016-10-25,4798.18994140625
2016-10-26,4743.759765625
2016-10-27,4743.759765625
2016-10-28,4761.89990234375
2016-10-31,4743.759765625
2016-11-01,4925.169921875
2016-11-02,4916.10009765625
2016-11-03,4734.68994140625
2016-11-04,4408.16015625
2016-11-07,4444.43994140625
2016-11-08,4444.43994140625
2016-11-09,4272.10986328125
2016-11-10,4399.08984375
2016-11-11,4353.740234375
2016-11-14,4444.43994140625
2016-11-15,4444.43994140625
2016-11-16,4444.43994140625
2016-11-17,4371.8798828125
2016-11-18,4344.669921875
2016-11-21,4344.669921875
2016-11-22,4344.669921875
2016-11-23,4326.52978515625
2016-11-25,4353.740234375
2016-11-28,4308.39013671875
2016-11-29,4281.18017578125
2016-11-30,4181.41015625
2016-12-01,4199.5498046875
2016-12-02,4200.0
2016-12-05,3914.2900390625
2016-12-06,3647.6201171875
2016-12-07,3400.0
2016-12-08,3428.570068359375
2016-12-09,3428.570068359375
2016-12-12,3200.0
2016-12-13,2980.949951171875
2016-12-14,2819.050048828125
2016-12-15,2780.949951171875
2016-12-16,2809.52001953125
2016-12-19,2847.6201171875
2016-12-20,2790.47998046875
2016-12-21,2761.89990234375
2016-12-22,2761.89990234375
2016-12-23,2704.760009765625
2016-12-27,2695.239990234375
2016-12-28,2742.860107421875
2016-12-29,2771.429931640625
2016-12-30,2752.3798828125
2017-01-03,2771.429931640625
2017-01-04,2761.89990234375
2017-01-05,2761.89990234375
2017-01-06,2742.860107421875
2017-01-09,2695.239990234375
2017-01-10,2685.7099609375
2017-01-11,2695.239990234375
2017-01-12,2695.239990234375
2017-01-13,2685.7099609375
2017-01-17,2485.7099609375
2017-01-18,2590.47998046875
2017-01-19,2600.0
2017-01-20,2590.47998046875
2017-01-23,2600.0
2017-01-24,2714.2900390625
2017-01-25,2723.81005859375
2017-01-26,2723.81005859375
2017-01-27,2723.81005859375
2017-01-30,2723.81005859375
2017-01-31,2723.81005859375
2017-02-01,2723.81005859375
2017-02-02,2723.81005859375
2017-02-03,2571.429931640625
2017-02-06,2552.3798828125
2017-02-07,2590.47998046875
2017-02-08,2561.89990234375
2017-02-09,2600.0
2017-02-10,2600.0
2017-02-13,2704.760009765625
2017-02-14,2714.2900390625
2017-02-15,2695.239990234375
2017-02-16,2685.7099609375
2017-02-17,2676.18994140625
2017-02-21,2895.239990234375
2017-02-22,2961.89990234375
2017-02-23,2895.239990234375
2017-02-24,2933.330078125
2017-02-27,2895.239990234375
2017-02-28,2952.3798828125
2017-03-01,2876.18994140625
2017-03-02,2828.570068359375
2017-03-03,2761.89990234375
2017-03-06,2761.89990234375
2017-03-07,2790.47998046875
2017-03-08,2761.89990234375
2017-03-09,2742.860107421875
2017-03-10,2809.52001953125
2017-03-13,3000.0
2017-03-14,2971.429931640625
2017-03-15,2990.47998046875
2017-03-16,3009.52001953125
2017-03-17,2942.860107421875
2017-03-20,2942.860107421875
2017-03-21,3095.239990234375
2017-03-22,2914.2900390625
2017-03-23,2914.2900390625
2017-03-24,2942.860107421875
2017-03-27,2961.89990234375
2017-03-28,2942.860107421875
2017-03-29,2952.3798828125
2017-03-30,3009.52001953125
2017-03-31,3009.52001953125
2017-04-03,2990.47998046875
2017-04-04,3095.239990234375
2017-04-05,3142.860107421875
2017-04-06,3142.860107421875
2017-04-07,3333.330078125
2017-04-10,3228.570068359375
2017-04-11,3200.0
2017-04-12,3066.669921875
2017-04-13,3047.6201171875
2017-04-17,2952.3798828125
2017-04-18,3009.52001953125
2017-04-19,3219.050048828125
2017-04-20,3209.52001953125
2017-04-21,3238.10009765625
2017-04-24,3142.860107421875
2017-04-25,3142.860107421875
2017-04-26,3200.0
2017-04-27,3419.050048828125
2017-04-28,3419.050048828125
2017-05-01,3419.050048828125
2017-05-02,3419.050048828125
2017-05-03,3514.2900390625
2017-05-04,3619.050048828125
2017-05-05,3866.669921875
2017-05-08,4133.330078125
2017-05-09,4371.43017578125
2017-05-10,4066.669921875
2017-05-11,4009.52001953125
2017-05-12,4104.759765625
2017-05-15,4390.47998046875
2017-05-16,4285.7099609375
2017-05-17,4161.89990234375
2017-05-18,3971.429931640625
2017-05-19,4028.570068359375
2017-05-22,4171.43017578125
2017-05-23,3980.949951171875
2017-05-24,4009.52001953125
2017-05-25,3980.949951171875
2017-05-26,3971.429931640625
2017-05-30,3714.2900390625
2017-05-31,3771.429931640625
2017-06-01,3828.570068359375
2017-06-02,3923.81005859375
2017-06-05,3885.7099609375
2017-06-06,3866.669921875
2017-06-07,3933.330078125
2017-06-08,3904.760009765625
2017-06-09,3819.050048828125
2017-06-12,3780.949951171875
2017-06-13,3809.52001953125
2017-06-14,3790.47998046875
2017-06-15,3752.3798828125
2017-06-16,3800.0
2017-06-19,3800.0
2017-06-20,3752.3798828125
2017-06-21,3714.2900390625
2017-06-22,3733.330078125
2017-06-23,3990.47998046875
2017-06-26,4000.0
2017-06-27,3923.81005859375
2017-06-28,4009.52001953125
2017-06-29,4142.85986328125
2017-06-30,4133.330078125
2017-07-03,4238.10009765625
2017-07-05,4523.81005859375
2017-07-06,4380.9501953125
2017-07-07,4428.56982421875
2017-07-10,4285.7099609375
2017-07-11,4257.14013671875
2017-07-12,4371.43017578125
2017-07-13,4371.43017578125
2017-07-14,4466.669921875
2017-07-17,4561.89990234375
2017-07-18,4419.0498046875
2017-07-19,4561.89990234375
2017-07-20,4447.6201171875
2017-07-21,4285.7099609375
2017-07-24,3990.47998046875
2017-07-25,4142.85986328125
2017-07-26,4380.9501953125
2017-07-27,4285.7099609375
2017-07-28,4371.43017578125
2017-07-31,4066.669921875
2017-08-01,4000.0
2017-08-02,3828.570068359375
2017-08-03,3885.7099609375
2017-08-04,3952.3798828125
2017-08-07,4038.10009765625
2017-08-08,4000.0
2017-08-09,3942.860107421875
2017-08-10,3942.860107421875
2017-08-11,3923.81005859375
2017-08-14,3980.949951171875
2017-08-15,4000.0
2017-08-16,3961.89990234375
2017-08-17,3742.860107421875
2017-08-18,4000.0
2017-08-21,3923.81005859375
2017-08-22,3876.18994140625
2017-08-23,3866.669921875
2017-08-24,3876.18994140625
2017-08-25,3828.570068359375
2017-08-28,3914.2900390625
2017-08-29,3980.949951171875
2017-08-30,3933.330078125
2017-08-31,3952.3798828125
2017-09-01,3933.330078125
2017-09-05,3952.3798828125
2017-09-06,3923.81005859375
2017-09-07,3914.2900390625
2017-09-08,3904.760009765625
2017-09-11,3819.050048828125
2017-09-12,3857.139892578125
2017-09-13,3885.7099609375
2017-09-14,3885.7099609375
2017-09-15,3876.18994140625
2017-09-18,3961.89990234375
2017-09-19,3990.47998046875
2017-09-20,3990.47998046875
2017-09-21,3952.3798828125
2017-09-22,3914.2900390625
2017-09-25,3876.18994140625
2017-09-26,3876.18994140625
2017-09-27,3876.18994140625
2017-09-28,3847.6201171875
2017-09-29,3838.10009765625
2017-10-02,3838.10009765625
2017-10-03,3723.81005859375
2017-10-04,3733.330078125
2017-10-05,3742.860107421875
2017-10-06,3695.239990234375
2017-10-09,3628.570068359375
2017-10-10,3676.18994140625
2017-10-11,3609.52001953125
2017-10-12,3514.2900390625
2017-10-13,3476.18994140625
2017-10-16,3514.2900390625
2017-10-17,3609.52001953125
2017-10-18,3600.0
2017-10-19,3542.860107421875
2017-10-20,3523.81005859375
2017-10-23,3447.6201171875
2017-10-24,3295.239990234375
2017-10-25,3219.050048828125
2017-10-26,3190.47998046875
2017-10-27,3180.949951171875
2017-10-30,3114.2900390625
2017-10-31,3038.10009765625
2017-11-01,3019.050048828125
2017-11-02,2838.10009765625
2017-11-03,2895.239990234375
2017-11-06,2952.3798828125
2017-11-07,3019.050048828125
2017-11-08,3028.570068359375
2017-11-09,3028.570068359375
2017-11-10,2961.89990234375
2017-11-13,2942.860107421875
2017-11-14,2895.239990234375
2017-11-15,2904.760009765625
2017-11-16,3000.0
2017-11-17,2980.949951171875
2017-11-20,2980.949951171875
2017-11-21,2980.949951171875
2017-11-22,2990.47998046875
2017-11-24,3209.52001953125
2017-11-27,3428.570068359375
2017-11-28,3428.570068359375
2017-11-29,3523.81005859375
2017-11-30,3580.949951171875
2017-12-01,3609.52001953125
2017-12-04,3857.139892578125
2017-12-05,3904.760009765625
2017-12-06,3790.47998046875
2017-12-07,3609.52001953125
2017-12-08,3666.669921875
2017-12-11,3580.949951171875
2017-12-12,3447.6201171875
2017-12-13,3400.0
2017-12-14,3542.860107421875
2017-12-15,3542.860107421875
2017-12-18,3552.3798828125
2017-12-19,3428.570068359375
2017-12-20,3428.570068359375
2017-12-21,3428.570068359375
2017-12-22,3409.52001953125
2017-12-26,3361.89990234375
2017-12-27,3333.330078125
2017-12-28,3523.81005859375
2017-12-29,3542.860107421875
2018-01-02,3561.89990234375
2018-01-03,3485.7099609375
2018-01-04,3619.050048828125
2018-01-05,3771.429931640625
2018-01-08,3761.89990234375
2018-01-09,3714.2900390625
2018-01-10,3857.139892578125
2018-01-11,4047.6201171875
2018-01-12,3828.570068359375
2018-01-16,3809.52001953125
2018-01-17,3638.10009765625
2018-01-18,3638.10009765625
2018-01-19,3628.570068359375
2018-01-22,3628.570068359375
2018-01-23,3628.570068359375
2018-01-24,3628.570068359375
2018-01-25,3590.47998046875
2018-01-26,3533.330078125
2018-01-29,3447.6201171875
2018-01-30,3542.860107421875
2018-01-31,3457.139892578125
2018-02-01,3380.949951171875
2018-02-02,3323.81005859375
2018-02-05,3095.239990234375
2018-02-06,2885.7099609375
2018-02-07,3085.7099609375
2018-02-08,3000.0
2018-02-09,3000.0
2018-02-12,3114.2900390625
2018-02-13,3285.7099609375
2018-02-14,3285.7099609375
2018-02-15,3285.7099609375
2018-02-16,3285.7099609375
2018-02-20,3285.7099609375
2018-02-21,3285.7099609375
2018-02-22,3257.139892578125
2018-02-23,3219.050048828125
2018-02-26,3123.81005859375
2018-02-27,3152.3798828125
2018-02-28,3152.3798828125
2018-03-01,3180.949951171875
2018-03-02,3228.570068359375
2018-03-05,3190.47998046875
2018-03-06,3228.570068359375
2018-03-07,3333.330078125
2018-03-08,3361.89990234375
2018-03-09,3323.81005859375
2018-03-12,3257.139892578125
2018-03-13,3180.949951171875
2018-03-14,3219.050048828125
2018-03-15,3219.050048828125
2018-03-16,3247.6201171875
2018-03-19,3238.10009765625
2018-03-20,3200.0
2018-03-21,3190.47998046875
2018-03-22,3142.860107421875
2018-03-23,3038.10009765625
2018-03-26,3038.10009765625
2018-03-27,3057.139892578125
2018-03-28,3047.6201171875
2018-03-29,3028.570068359375
