,CNDT
2020-09-15,3.5299999713897705
2020-09-16,3.440000057220459
2020-09-17,3.5199999809265137
2020-09-18,3.5899999141693115
2020-09-21,3.299999952316284
2020-09-22,3.255000114440918
2020-09-23,3.075000047683716
2020-09-24,3.0399999618530273
2020-09-25,3.0899999141693115
2020-09-28,3.2100000381469727
2020-09-29,3.25
2020-09-30,3.180000066757202
2020-10-01,3.25
2020-10-02,3.25
2020-10-05,3.369999885559082
2020-10-06,3.2799999713897705
2020-10-07,3.4100000858306885
2020-10-08,3.509999990463257
2020-10-09,3.5999999046325684
2020-10-12,3.630000114440918
2020-10-13,3.609999895095825
2020-10-14,3.5899999141693115
2020-10-15,3.569999933242798
2020-10-16,3.6600000858306885
2020-10-19,3.559999942779541
2020-10-20,3.680000066757202
2020-10-21,3.6549999713897705
2020-10-22,3.7699999809265137
2020-10-23,3.740000009536743
2020-10-26,3.559999942779541
2020-10-27,3.430000066757202
2020-10-28,3.25
2020-10-29,3.4700000286102295
2020-10-30,3.484999895095825
2020-11-02,3.680000066757202
2020-11-03,3.799999952316284
2020-11-04,3.740000009536743
2020-11-05,4.119999885559082
2020-11-06,4.03000020980835
2020-11-09,4.079999923706055
2020-11-10,4.039999961853027
2020-11-11,3.9000000953674316
2020-11-12,3.740000009536743
2020-11-13,3.9100000858306885
2020-11-16,4.079999923706055
2020-11-17,4.230000019073486
2020-11-18,4.210000038146973
2020-11-19,4.170000076293945
2020-11-20,4.21999979019165
2020-11-23,4.53000020980835
2020-11-24,4.46999979019165
2020-11-25,4.480000019073486
2020-11-27,4.539999961853027
2020-11-30,4.21999979019165
2020-12-01,4.275000095367432
2020-12-02,4.380000114440918
2020-12-03,4.320000171661377
2020-12-04,4.53000020980835
2020-12-07,4.639999866485596
2020-12-08,5.284999847412109
2020-12-09,5.099999904632568
2020-12-10,5.440000057220459
2020-12-11,5.244999885559082
2020-12-14,5.070000171661377
2020-12-15,5.130000114440918
2020-12-16,5.215000152587891
2020-12-17,5.070000171661377
2020-12-18,5.019999980926514
2020-12-21,4.96999979019165
2020-12-22,4.989999771118164
2020-12-23,5.010000228881836
2020-12-24,4.849999904632568
2020-12-28,4.900000095367432
2020-12-29,4.71999979019165
2020-12-30,4.71999979019165
2020-12-31,4.800000190734863
2021-01-04,4.675000190734863
2021-01-05,4.929999828338623
2021-01-06,5.079999923706055
2021-01-07,5.03000020980835
2021-01-08,4.949999809265137
2021-01-11,4.84499979019165
2021-01-12,4.860000133514404
2021-01-13,4.670000076293945
2021-01-14,4.809999942779541
2021-01-15,4.809999942779541
2021-01-19,5.03000020980835
2021-01-20,5.090000152587891
2021-01-21,5.119999885559082
2021-01-22,5.25
2021-01-25,5.25
2021-01-26,4.889999866485596
2021-01-27,4.789999961853027
2021-01-28,4.789999961853027
2021-01-29,4.820000171661377
2021-02-01,5.0
2021-02-02,5.090000152587891
2021-02-03,5.090000152587891
2021-02-04,5.099999904632568
2021-02-05,5.159999847412109
2021-02-08,5.260000228881836
2021-02-09,5.449999809265137
2021-02-10,5.380000114440918
2021-02-11,5.75
2021-02-12,5.84499979019165
2021-02-16,5.639999866485596
2021-02-17,5.650000095367432
2021-02-18,5.78000020980835
2021-02-19,5.079999923706055
2021-02-22,5.059999942779541
2021-02-23,5.050000190734863
2021-02-24,5.579999923706055
2021-02-25,5.505000114440918
2021-02-26,5.380000114440918
2021-03-01,5.860000133514404
2021-03-02,6.099999904632568
2021-03-03,6.360000133514404
2021-03-04,6.139999866485596
2021-03-05,6.320000171661377
2021-03-08,6.710000038146973
2021-03-09,6.849999904632568
2021-03-10,6.739999771118164
2021-03-11,6.735000133514404
2021-03-12,6.880000114440918
2021-03-15,7.050000190734863
2021-03-16,6.934999942779541
2021-03-17,6.940000057220459
2021-03-18,6.650000095367432
2021-03-19,7.079999923706055
2021-03-22,6.710000038146973
2021-03-23,6.380000114440918
2021-03-24,6.179999828338623
2021-03-25,6.730000019073486
2021-03-26,6.769999980926514
2021-03-29,6.539999961853027
2021-03-30,6.829999923706055
2021-03-31,6.659999847412109
2021-04-01,6.920000076293945
2021-04-05,7.0
2021-04-06,6.929999828338623
2021-04-07,6.809999942779541
2021-04-08,6.800000190734863
2021-04-09,6.730000019073486
2021-04-12,6.760000228881836
2021-04-13,6.730000019073486
2021-04-14,6.860000133514404
2021-04-15,6.960000038146973
2021-04-16,7.050000190734863
2021-04-19,6.800000190734863
2021-04-20,6.599999904632568
2021-04-21,6.760000228881836
2021-04-22,6.710000038146973
2021-04-23,6.840000152587891
2021-04-26,6.789999961853027
2021-04-27,6.75
2021-04-28,6.730000019073486
2021-04-29,6.840000152587891
2021-04-30,6.800000190734863
2021-05-03,7.070000171661377
2021-05-04,7.110000133514404
2021-05-05,6.889999866485596
2021-05-06,7.309999942779541
2021-05-07,7.519999980926514
2021-05-10,7.300000190734863
2021-05-11,7.150000095367432
2021-05-12,6.880000114440918
2021-05-13,7.050000190734863
2021-05-14,7.21999979019165
