,TRV
1986-10-23,9.8125
1986-10-24,9.875
1986-10-27,9.75
1986-10-28,9.6875
1986-10-29,9.75
1986-10-30,10.0625
1986-10-31,9.8125
1986-11-03,9.625
1986-11-04,9.5625
1986-11-05,9.5625
1986-11-06,9.75
1986-11-07,9.75
1986-11-10,9.6875
1986-11-11,9.75
1986-11-12,9.59375
1986-11-13,9.4375
1986-11-14,9.3125
1986-11-17,9.3125
1986-11-18,9.1875
1986-11-19,9.25
1986-11-20,9.5
1986-11-21,9.5
1986-11-24,9.5
1986-11-25,9.5
1986-11-26,9.8125
1986-11-28,9.75
1986-12-01,9.8125
1986-12-02,10.1875
1986-12-03,10.59375
1986-12-04,10.625
1986-12-05,10.46875
1986-12-08,10.4375
1986-12-09,10.5625
1986-12-10,10.5
1986-12-11,10.3125
1986-12-12,10.21875
1986-12-15,10.1875
1986-12-16,10.25
1986-12-17,10.3125
1986-12-18,10.3125
1986-12-19,10.375
1986-12-22,10.3125
1986-12-23,10.1875
1986-12-24,10.125
1986-12-26,10.1875
1986-12-29,10.0625
1986-12-30,9.96875
1986-12-31,10.0625
1987-01-02,10.1875
1987-01-05,10.5
1987-01-06,10.5625
1987-01-07,10.6875
1987-01-08,10.9375
1987-01-09,10.9375
1987-01-12,11.0625
1987-01-13,11.0625
1987-01-14,11.0625
1987-01-15,11.125
1987-01-16,11.125
1987-01-19,11.125
1987-01-20,10.875
1987-01-21,10.71875
1987-01-22,10.75
1987-01-23,11.0
1987-01-26,10.8125
1987-01-27,11.0625
1987-01-28,10.9375
1987-01-29,11.0625
1987-01-30,11.4375
1987-02-02,11.5625
1987-02-03,11.25
1987-02-04,11.4375
1987-02-05,11.84375
1987-02-06,11.90625
1987-02-09,11.875
1987-02-10,11.8125
1987-02-11,12.375
1987-02-12,12.0625
1987-02-13,12.1875
1987-02-17,12.875
1987-02-18,13.0
1987-02-19,13.6875
1987-02-20,13.5625
1987-02-23,13.40625
1987-02-24,13.3125
1987-02-25,13.4375
1987-02-26,13.3125
1987-02-27,13.375
1987-03-02,13.125
1987-03-03,13.15625
1987-03-04,13.3125
1987-03-05,13.375
1987-03-06,13.1875
1987-03-09,12.875
1987-03-10,12.8125
1987-03-11,12.5
1987-03-12,12.375
1987-03-13,12.0625
1987-03-16,12.0
1987-03-17,12.0
1987-03-18,12.125
1987-03-19,12.0625
1987-03-20,12.375
1987-03-23,12.375
1987-03-24,12.5625
1987-03-25,12.4375
1987-03-26,12.4375
1987-03-27,12.25
1987-03-30,11.8125
1987-03-31,11.8125
1987-04-01,11.6875
1987-04-02,11.71875
1987-04-03,11.9375
1987-04-06,12.0
1987-04-07,11.875
1987-04-08,11.875
1987-04-09,11.3125
1987-04-10,11.3125
1987-04-13,10.875
1987-04-14,10.4375
1987-04-15,10.5
1987-04-16,10.6875
1987-04-20,10.8125
1987-04-21,10.8125
1987-04-22,10.75
1987-04-23,10.5625
1987-04-24,10.375
1987-04-27,10.8125
1987-04-28,10.8125
1987-04-29,11.0
1987-04-30,11.4375
1987-05-01,11.4375
1987-05-04,11.5
1987-05-05,11.625
1987-05-06,11.5625
1987-05-07,11.4375
1987-05-08,11.125
1987-05-11,11.0625
1987-05-12,11.0625
1987-05-13,11.0
1987-05-14,10.9375
1987-05-15,10.8125
1987-05-18,10.8125
1987-05-19,10.5
1987-05-20,10.625
1987-05-21,10.6875
1987-05-22,10.6875
1987-05-26,11.0
1987-05-27,11.0625
1987-05-28,11.0625
1987-05-29,11.0
1987-06-01,11.125
1987-06-02,11.1875
1987-06-03,11.4375
1987-06-04,11.4375
1987-06-05,10.96875
1987-06-08,11.09375
1987-06-09,11.1875
1987-06-10,11.625
1987-06-11,11.625
1987-06-12,11.9375
1987-06-15,12.4375
1987-06-16,12.46875
1987-06-17,12.3125
1987-06-18,12.25
1987-06-19,11.90625
1987-06-22,12.0625
1987-06-23,12.1875
1987-06-24,11.9375
1987-06-25,11.9375
1987-06-26,11.75
1987-06-29,11.5625
1987-06-30,11.4375
1987-07-01,11.375
1987-07-02,11.5625
1987-07-06,11.8125
1987-07-07,12.0
1987-07-08,11.8125
1987-07-09,11.6875
1987-07-10,11.6875
1987-07-13,11.6875
1987-07-14,12.125
1987-07-15,12.0
1987-07-16,12.0625
1987-07-17,12.21875
1987-07-20,12.125
1987-07-21,11.8125
1987-07-22,11.9375
1987-07-23,11.875
1987-07-24,11.875
1987-07-27,11.8125
1987-07-28,12.125
1987-07-29,12.25
1987-07-30,12.3125
1987-07-31,12.25
1987-08-03,12.25
1987-08-04,12.25
1987-08-05,12.4375
1987-08-06,12.6875
1987-08-07,12.75
1987-08-10,12.875
1987-08-11,13.0
1987-08-12,13.125
1987-08-13,13.25
1987-08-14,13.25
1987-08-17,13.3125
1987-08-18,13.1875
1987-08-19,13.0625
1987-08-20,13.1875
1987-08-21,13.625
1987-08-24,13.375
1987-08-25,13.5625
1987-08-26,13.4375
1987-08-27,13.5625
1987-08-28,13.5
1987-08-31,13.3125
1987-09-01,13.1875
1987-09-02,13.125
1987-09-03,12.875
1987-09-04,12.875
1987-09-08,12.5625
1987-09-09,12.5625
1987-09-10,12.65625
1987-09-11,13.0
1987-09-14,12.875
1987-09-15,12.75
1987-09-16,12.75
1987-09-17,12.6875
1987-09-18,12.6875
1987-09-21,12.75
1987-09-22,13.0625
1987-09-23,13.03125
1987-09-24,12.9375
1987-09-25,12.875
1987-09-28,12.9375
1987-09-29,13.125
1987-09-30,13.1875
1987-10-01,13.5
1987-10-02,13.46875
1987-10-05,13.5625
1987-10-06,13.625
1987-10-07,13.625
1987-10-08,13.53125
1987-10-09,13.8125
1987-10-12,13.8125
1987-10-13,14.25
1987-10-14,14.0625
1987-10-15,14.25
1987-10-16,14.0625
1987-10-19,11.625
1987-10-20,10.625
1987-10-21,11.5625
1987-10-22,11.4375
1987-10-23,11.5
1987-10-26,11.0625
1987-10-27,11.0625
1987-10-28,10.875
1987-10-29,11.5625
1987-10-30,11.9375
1987-11-02,12.75
1987-11-03,12.5625
1987-11-04,12.4375
1987-11-05,12.5625
1987-11-06,12.5
1987-11-09,12.125
1987-11-10,12.125
1987-11-11,12.3125
1987-11-12,12.5625
1987-11-13,12.625
1987-11-16,12.4375
1987-11-17,12.0
1987-11-18,12.0625
1987-11-19,11.875
1987-11-20,11.6875
1987-11-23,11.625
1987-11-24,11.8125
1987-11-25,11.8125
1987-11-27,12.0625
1987-11-30,11.4375
1987-12-01,11.6875
1987-12-02,11.75
1987-12-03,11.5
1987-12-04,11.1875
1987-12-07,11.375
1987-12-08,10.9375
1987-12-09,11.4375
1987-12-10,11.125
1987-12-11,10.84375
1987-12-14,11.0
1987-12-15,11.4375
1987-12-16,11.375
1987-12-17,11.375
1987-12-18,11.5625
1987-12-21,11.34375
1987-12-22,11.25
1987-12-23,11.25
1987-12-24,11.25
1987-12-28,11.25
1987-12-29,11.125
1987-12-30,11.625
1987-12-31,11.5
1988-01-04,11.625
1988-01-05,11.5625
1988-01-06,11.3125
1988-01-07,11.0625
1988-01-08,10.5
1988-01-11,10.6875
1988-01-12,10.625
1988-01-13,11.125
1988-01-14,11.375
1988-01-15,11.625
1988-01-18,11.6875
1988-01-19,11.8125
1988-01-20,11.5
1988-01-21,11.8125
1988-01-22,11.875
1988-01-25,12.0625
1988-01-26,12.21875
1988-01-27,12.5
1988-01-28,12.25
1988-01-29,12.25
1988-02-01,12.21875
1988-02-02,12.375
1988-02-03,12.1875
1988-02-04,11.96875
1988-02-05,12.125
1988-02-08,11.75
1988-02-09,11.8125
1988-02-10,12.125
1988-02-11,12.0
1988-02-12,11.875
1988-02-16,12.0625
1988-02-17,12.03125
1988-02-18,11.8125
1988-02-19,11.8125
1988-02-22,11.625
1988-02-23,11.625
1988-02-24,11.6875
1988-02-25,11.5625
1988-02-26,11.5
1988-02-29,11.5625
1988-03-01,11.5625
1988-03-02,11.6875
1988-03-03,11.9375
1988-03-04,11.6875
1988-03-07,11.625
1988-03-08,11.8125
1988-03-09,11.5625
1988-03-10,11.3125
1988-03-11,11.28125
1988-03-14,11.375
1988-03-15,11.4375
1988-03-16,11.25
1988-03-17,11.3125
1988-03-18,11.375
1988-03-21,11.40625
1988-03-22,11.3125
1988-03-23,11.375
1988-03-24,11.3125
1988-03-25,11.125
1988-03-28,11.1875
1988-03-29,11.25
1988-03-30,10.8125
1988-03-31,10.875
1988-04-04,10.84375
1988-04-05,10.6875
1988-04-06,10.8125
1988-04-07,10.875
1988-04-08,10.875
1988-04-11,10.8125
1988-04-12,10.75
1988-04-13,10.71875
1988-04-14,10.625
1988-04-15,10.3125
1988-04-18,10.125
1988-04-19,10.0625
1988-04-20,9.875
1988-04-21,9.625
1988-04-22,9.71875
1988-04-25,10.0
1988-04-26,10.25
1988-04-27,10.3125
1988-04-28,10.40625
1988-04-29,10.3125
1988-05-02,10.4375
1988-05-03,10.46875
1988-05-04,10.4375
1988-05-05,10.4375
1988-05-06,10.375
1988-05-09,10.1875
1988-05-10,10.3125
1988-05-11,10.125
1988-05-12,10.1875
1988-05-13,10.28125
1988-05-16,10.4375
1988-05-17,10.375
1988-05-18,10.125
1988-05-19,10.0
1988-05-20,10.0625
1988-05-23,10.0625
1988-05-24,10.375
1988-05-25,10.375
1988-05-26,10.375
1988-05-27,10.4375
1988-05-31,10.625
1988-06-01,10.71875
1988-06-02,10.6875
1988-06-03,10.5625
1988-06-06,10.75
1988-06-07,10.78125
1988-06-08,10.9375
1988-06-09,10.875
1988-06-10,11.1875
1988-06-13,11.0625
1988-06-14,11.125
1988-06-15,11.15625
1988-06-16,11.3125
1988-06-17,11.1875
1988-06-20,11.0
1988-06-21,11.0
1988-06-22,10.9375
1988-06-23,10.65625
1988-06-24,10.65625
1988-06-27,10.6875
1988-06-28,10.8125
1988-06-29,10.6875
1988-06-30,10.8125
1988-07-01,10.75
1988-07-05,10.75
1988-07-06,10.6875
1988-07-07,10.5625
1988-07-08,10.5
1988-07-11,10.6875
1988-07-12,10.6875
1988-07-13,10.625
1988-07-14,10.6875
1988-07-15,10.8125
1988-07-18,10.78125
1988-07-19,10.625
1988-07-20,10.625
1988-07-21,10.625
1988-07-22,10.75
1988-07-25,10.625
1988-07-26,10.75
1988-07-27,10.5625
1988-07-28,10.53125
1988-07-29,10.8125
1988-08-01,10.8125
1988-08-02,10.8125
1988-08-03,11.125
1988-08-04,10.9375
1988-08-05,10.9375
1988-08-08,10.875
1988-08-09,10.75
1988-08-10,10.4375
1988-08-11,10.5
1988-08-12,10.5
1988-08-15,10.3125
1988-08-16,10.3125
1988-08-17,10.375
1988-08-18,10.375
1988-08-19,10.5625
1988-08-22,10.5
1988-08-23,10.5
1988-08-24,10.5
1988-08-25,10.375
1988-08-26,10.4375
1988-08-29,10.4375
1988-08-30,10.40625
1988-08-31,10.5
1988-09-01,10.3125
1988-09-02,10.59375
1988-09-06,10.6875
1988-09-07,10.6875
1988-09-08,10.6875
1988-09-09,10.6875
1988-09-12,10.6875
1988-09-13,10.8125
1988-09-14,10.75
1988-09-15,10.5625
1988-09-16,10.6875
1988-09-19,10.6875
1988-09-20,10.8125
1988-09-21,10.8125
1988-09-22,10.875
1988-09-23,10.75
1988-09-26,10.5625
1988-09-27,10.4375
1988-09-28,10.53125
1988-09-29,10.8125
1988-09-30,10.875
1988-10-03,10.75
1988-10-04,10.625
1988-10-05,10.6875
1988-10-06,10.65625
1988-10-07,10.75
1988-10-10,10.6875
1988-10-11,10.6875
1988-10-12,10.5
1988-10-13,10.5625
1988-10-14,10.625
1988-10-17,10.625
1988-10-18,10.875
1988-10-19,10.6875
1988-10-20,10.75
1988-10-21,10.8125
1988-10-24,10.875
1988-10-25,10.8125
1988-10-26,10.75
1988-10-27,10.9375
1988-10-28,10.875
1988-10-31,10.8125
1988-11-01,10.8125
1988-11-02,10.875
1988-11-03,10.8125
1988-11-04,10.875
1988-11-07,10.84375
1988-11-08,10.8125
1988-11-09,10.75
1988-11-10,10.8125
1988-11-11,10.75
1988-11-14,10.625
1988-11-15,10.4375
1988-11-16,10.3125
1988-11-17,10.25
1988-11-18,10.25
1988-11-21,10.3125
1988-11-22,10.25
1988-11-23,10.375
1988-11-25,10.1875
1988-11-28,10.25
1988-11-29,10.3125
1988-11-30,10.375
1988-12-01,10.5
1988-12-02,10.375
1988-12-05,10.5
1988-12-06,10.5625
1988-12-07,10.625
1988-12-08,10.5625
1988-12-09,10.75
1988-12-12,10.625
1988-12-13,10.5
1988-12-14,10.5625
1988-12-15,10.625
1988-12-16,10.625
1988-12-19,10.75
1988-12-20,10.6875
1988-12-21,10.71875
1988-12-22,10.96875
1988-12-23,10.8125
1988-12-27,10.875
1988-12-28,10.875
1988-12-29,10.875
1988-12-30,10.875
1989-01-03,10.75
1989-01-04,10.875
1989-01-05,10.8125
1989-01-06,10.8125
1989-01-09,11.0625
1989-01-10,11.0625
1989-01-11,11.125
1989-01-12,11.1875
1989-01-13,11.25
1989-01-16,11.3125
1989-01-17,11.375
1989-01-18,11.4375
1989-01-19,11.5
1989-01-20,11.5
1989-01-23,11.4375
1989-01-24,11.59375
1989-01-25,11.75
1989-01-26,11.9375
1989-01-27,12.0
1989-01-30,12.0625
1989-01-31,12.0625
1989-02-01,11.9375
1989-02-02,12.0
1989-02-03,12.125
1989-02-06,12.125
1989-02-07,12.125
1989-02-08,12.09375
1989-02-09,12.0625
1989-02-10,12.0625
1989-02-13,12.09375
1989-02-14,12.0625
1989-02-15,11.90625
1989-02-16,11.78125
1989-02-17,12.0
1989-02-21,12.125
1989-02-22,12.0
1989-02-23,11.90625
1989-02-24,11.8125
1989-02-27,11.9375
1989-02-28,11.875
1989-03-01,11.6875
1989-03-02,11.8125
1989-03-03,11.6875
1989-03-06,11.8125
1989-03-07,11.6875
1989-03-08,11.6875
1989-03-09,11.5625
1989-03-10,11.59375
1989-03-13,11.59375
1989-03-14,11.625
1989-03-15,11.75
1989-03-16,11.75
1989-03-17,11.5625
1989-03-20,11.75
1989-03-21,11.875
1989-03-22,12.0
1989-03-23,12.125
1989-03-27,12.0
1989-03-28,12.0
1989-03-29,12.0
1989-03-30,12.0
1989-03-31,12.125
1989-04-03,12.25
1989-04-04,12.34375
1989-04-05,12.40625
1989-04-06,12.4375
1989-04-07,12.53125
1989-04-10,12.4375
1989-04-11,12.40625
1989-04-12,12.4375
1989-04-13,12.46875
1989-04-14,12.5625
1989-04-17,12.625
1989-04-18,12.75
1989-04-19,12.65625
1989-04-20,12.625
1989-04-21,12.6875
1989-04-24,12.6875
1989-04-25,12.65625
1989-04-26,12.625
1989-04-27,12.625
1989-04-28,12.625
1989-05-01,12.6875
1989-05-02,12.65625
1989-05-03,12.4375
1989-05-04,12.21875
1989-05-05,12.0
1989-05-08,11.9375
1989-05-09,11.96875
1989-05-10,11.9375
1989-05-11,12.0
1989-05-12,12.1875
1989-05-15,12.1875
1989-05-16,12.375
1989-05-17,12.4375
1989-05-18,12.375
1989-05-19,12.53125
1989-05-22,12.5625
1989-05-23,12.625
1989-05-24,12.46875
1989-05-25,12.46875
1989-05-26,12.5
1989-05-30,12.5
1989-05-31,12.625
1989-06-01,12.5625
1989-06-02,12.6875
1989-06-05,12.625
1989-06-06,12.625
1989-06-07,12.75
1989-06-08,13.0
1989-06-09,13.125
1989-06-12,13.21875
1989-06-13,13.1875
1989-06-14,13.25
1989-06-15,13.125
1989-06-16,13.25
1989-06-19,13.1875
1989-06-20,13.0
1989-06-21,12.9375
1989-06-22,13.0
1989-06-23,13.1875
1989-06-26,12.9375
1989-06-27,13.03125
1989-06-28,13.0
1989-06-29,13.0
1989-06-30,13.25
1989-07-03,13.3125
1989-07-05,13.3125
1989-07-06,13.34375
1989-07-07,13.5
1989-07-10,13.5
1989-07-11,13.75
1989-07-12,13.8125
1989-07-13,13.6875
1989-07-14,13.625
1989-07-17,13.46875
1989-07-18,13.15625
1989-07-19,13.375
1989-07-20,13.375
1989-07-21,13.375
1989-07-24,13.3125
1989-07-25,13.75
1989-07-26,13.875
1989-07-27,14.5625
1989-07-28,14.8125
1989-07-31,14.875
1989-08-01,14.5625
1989-08-02,14.5625
1989-08-03,14.71875
1989-08-04,14.6875
1989-08-07,14.9375
1989-08-08,14.9375
1989-08-09,14.8125
1989-08-10,14.6875
1989-08-11,14.5625
1989-08-14,14.375
1989-08-15,14.40625
1989-08-16,14.5
1989-08-17,14.375
1989-08-18,14.4375
1989-08-21,14.5
1989-08-22,14.3125
1989-08-23,14.40625
1989-08-24,14.5
1989-08-25,14.9375
1989-08-28,15.0
1989-08-29,14.9375
1989-08-30,14.96875
1989-08-31,14.9375
1989-09-01,14.96875
1989-09-05,14.96875
1989-09-06,14.8125
1989-09-07,14.8125
1989-09-08,14.75
1989-09-11,14.8125
1989-09-12,14.75
1989-09-13,14.75
1989-09-14,14.75
1989-09-15,14.8125
1989-09-18,14.8125
1989-09-19,14.8125
1989-09-20,14.75
1989-09-21,14.8125
1989-09-22,14.8125
1989-09-25,14.53125
1989-09-26,14.5
1989-09-27,14.3125
1989-09-28,14.375
1989-09-29,14.625
1989-10-02,14.8125
1989-10-03,15.25
1989-10-04,15.375
1989-10-05,15.375
1989-10-06,15.25
1989-10-09,15.28125
1989-10-10,15.1875
1989-10-11,15.125
1989-10-12,15.125
1989-10-13,14.75
1989-10-16,14.6875
1989-10-17,14.4375
1989-10-18,14.9375
1989-10-19,15.0
1989-10-20,15.0625
1989-10-23,14.9375
1989-10-24,14.875
1989-10-25,15.1875
1989-10-26,15.1875
1989-10-27,15.0625
1989-10-30,14.8125
1989-10-31,14.875
1989-11-01,15.0
1989-11-02,15.0
1989-11-03,15.25
1989-11-06,15.125
1989-11-07,15.125
1989-11-08,15.25
1989-11-09,15.1875
1989-11-10,15.3125
1989-11-13,15.25
1989-11-14,15.3125
1989-11-15,15.3125
1989-11-16,15.375
1989-11-17,15.34375
1989-11-20,15.6875
1989-11-21,15.71875
1989-11-22,15.625
1989-11-24,15.75
1989-11-27,15.875
1989-11-28,15.8125
1989-11-29,15.6875
1989-11-30,15.5625
1989-12-01,15.75
1989-12-04,15.75
1989-12-05,15.6875
1989-12-06,15.5
1989-12-07,15.4375
1989-12-08,15.46875
1989-12-11,15.5625
1989-12-12,15.5625
1989-12-13,15.65625
1989-12-14,15.8125
1989-12-15,15.6875
1989-12-18,14.5
1989-12-19,14.1875
1989-12-20,14.375
1989-12-21,14.5625
1989-12-22,14.5625
1989-12-26,14.5625
1989-12-27,14.625
1989-12-28,14.8125
1989-12-29,14.78125
1990-01-02,15.0
1990-01-03,15.09375
1990-01-04,15.375
1990-01-05,15.3125
1990-01-08,15.375
1990-01-09,15.4375
1990-01-10,15.375
1990-01-11,15.21875
1990-01-12,14.875
1990-01-15,14.75
1990-01-16,14.8125
1990-01-17,14.5625
1990-01-18,14.5625
1990-01-19,14.4375
1990-01-22,14.0
1990-01-23,13.875
1990-01-24,13.8125
1990-01-25,13.90625
1990-01-26,13.875
1990-01-29,13.8125
1990-01-30,13.5
1990-01-31,13.4375
1990-02-01,14.125
1990-02-02,14.3125
1990-02-05,14.5625
1990-02-06,14.8125
1990-02-07,14.84375
1990-02-08,14.84375
1990-02-09,14.78125
1990-02-12,14.3125
1990-02-13,14.15625
1990-02-14,14.3125
1990-02-15,14.625
1990-02-16,14.625
1990-02-20,14.625
1990-02-21,14.625
1990-02-22,14.75
1990-02-23,14.6875
1990-02-26,14.6875
1990-02-27,14.6875
1990-02-28,15.125
1990-03-01,15.125
1990-03-02,15.375
1990-03-05,15.375
1990-03-06,15.375
1990-03-07,15.25
1990-03-08,15.34375
1990-03-09,15.3125
1990-03-12,15.34375
1990-03-13,15.375
1990-03-14,15.25
1990-03-15,15.375
1990-03-16,15.375
1990-03-19,15.375
1990-03-20,15.3125
1990-03-21,15.3125
1990-03-22,15.09375
1990-03-23,15.1875
1990-03-26,14.5625
1990-03-27,14.375
1990-03-28,14.375
1990-03-29,14.75
1990-03-30,14.8125
1990-04-02,14.9375
1990-04-03,15.0
1990-04-04,14.875
1990-04-05,14.875
1990-04-06,14.9375
1990-04-09,14.875
1990-04-10,15.0
1990-04-11,15.0
1990-04-12,15.0625
1990-04-16,15.0
1990-04-17,15.125
1990-04-18,14.8125
1990-04-19,14.875
1990-04-20,14.5
1990-04-23,14.3125
1990-04-24,14.0
1990-04-25,14.0
1990-04-26,14.09375
1990-04-27,14.0625
1990-04-30,14.15625
1990-05-01,14.1875
1990-05-02,14.0625
1990-05-03,14.0
1990-05-04,14.0625
1990-05-07,14.0625
1990-05-08,14.3125
1990-05-09,14.3125
1990-05-10,14.25
1990-05-11,14.375
1990-05-14,14.75
1990-05-15,14.75
1990-05-16,14.8125
1990-05-17,14.875
1990-05-18,14.75
1990-05-21,14.75
1990-05-22,14.8125
1990-05-23,14.8125
1990-05-24,14.9375
1990-05-25,14.6875
1990-05-29,14.6875
1990-05-30,14.5
1990-05-31,14.5625
1990-06-01,14.6875
1990-06-04,14.875
1990-06-05,15.125
1990-06-06,15.4375
1990-06-07,15.3125
1990-06-08,15.25
1990-06-11,15.375
1990-06-12,15.34375
1990-06-13,15.5625
1990-06-14,15.5
1990-06-15,15.1875
1990-06-18,15.0
1990-06-19,14.75
1990-06-20,14.75
1990-06-21,14.6875
1990-06-22,14.5625
1990-06-25,14.4375
1990-06-26,14.375
1990-06-27,14.3125
1990-06-28,14.5
1990-06-29,14.375
1990-07-02,14.4375
1990-07-03,14.46875
1990-07-05,14.40625
1990-07-06,14.5625
1990-07-09,14.75
1990-07-10,14.625
1990-07-11,14.71875
1990-07-12,14.9375
1990-07-13,15.0625
1990-07-16,15.1875
1990-07-17,15.1875
1990-07-18,15.0
1990-07-19,14.96875
1990-07-20,14.875
1990-07-23,14.8125
1990-07-24,14.875
1990-07-25,14.8125
1990-07-26,15.0
1990-07-27,15.0625
1990-07-30,15.1875
1990-07-31,15.25
1990-08-01,15.25
1990-08-02,15.25
1990-08-03,14.96875
1990-08-06,14.5
1990-08-07,14.6875
1990-08-08,14.4375
1990-08-09,14.5625
1990-08-10,14.5
1990-08-13,14.5625
1990-08-14,14.75
1990-08-15,14.75
1990-08-16,14.3125
1990-08-17,13.8125
1990-08-20,13.875
1990-08-21,13.53125
1990-08-22,13.34375
1990-08-23,13.1875
1990-08-24,13.4375
1990-08-27,13.6875
1990-08-28,13.875
1990-08-29,13.9375
1990-08-30,13.8125
1990-08-31,14.0
1990-09-04,14.0
1990-09-05,14.0
1990-09-06,13.8125
1990-09-07,13.90625
1990-09-10,13.59375
1990-09-11,13.59375
1990-09-12,13.5625
1990-09-13,13.21875
1990-09-14,13.0625
1990-09-17,12.9375
1990-09-18,13.125
1990-09-19,13.34375
1990-09-20,13.25
1990-09-21,13.125
1990-09-24,12.90625
1990-09-25,12.9375
1990-09-26,12.75
1990-09-27,12.0
1990-09-28,12.5
1990-10-01,12.9375
1990-10-02,12.9375
1990-10-03,13.0
1990-10-04,12.9375
1990-10-05,12.125
1990-10-08,12.3125
1990-10-09,12.25
1990-10-10,12.46875
1990-10-11,12.4375
1990-10-12,12.375
1990-10-15,12.4375
1990-10-16,12.5
1990-10-17,12.625
1990-10-18,12.9375
1990-10-19,12.875
1990-10-22,12.6875
1990-10-23,12.53125
1990-10-24,12.53125
1990-10-25,13.0
1990-10-26,12.5625
1990-10-29,12.5625
1990-10-30,12.625
1990-10-31,12.84375
1990-11-01,13.125
1990-11-02,13.6875
1990-11-05,13.75
1990-11-06,13.875
1990-11-07,14.125
1990-11-08,14.1875
1990-11-09,14.5625
1990-11-12,15.3125
1990-11-13,14.875
1990-11-14,15.15625
1990-11-15,14.90625
1990-11-16,14.8125
1990-11-19,14.875
1990-11-20,14.875
1990-11-21,15.0625
1990-11-23,15.125
1990-11-26,15.1875
1990-11-27,15.4375
1990-11-28,15.625
1990-11-29,15.5
1990-11-30,15.75
1990-12-03,16.125
1990-12-04,16.3125
1990-12-05,16.34375
1990-12-06,16.1875
1990-12-07,16.125
1990-12-10,15.78125
1990-12-11,15.65625
1990-12-12,16.1875
1990-12-13,16.03125
1990-12-14,15.96875
1990-12-17,16.0625
1990-12-18,16.0
1990-12-19,15.625
1990-12-20,15.3125
1990-12-21,15.375
1990-12-24,15.5
1990-12-26,15.625
1990-12-27,15.75
1990-12-28,15.75
1990-12-31,15.6875
1991-01-02,15.5
1991-01-03,14.9375
1991-01-04,14.90625
1991-01-07,14.875
1991-01-08,14.9375
1991-01-09,14.8125
1991-01-10,14.5
1991-01-11,14.875
1991-01-14,14.625
1991-01-15,14.59375
1991-01-16,14.5
1991-01-17,14.71875
1991-01-18,15.0625
1991-01-21,15.21875
1991-01-22,15.0
1991-01-23,15.21875
1991-01-24,15.53125
1991-01-25,15.5625
1991-01-28,15.375
1991-01-29,15.375
1991-01-30,15.5
1991-01-31,15.9375
1991-02-01,15.875
1991-02-04,16.25
1991-02-05,16.375
1991-02-06,16.75
1991-02-07,16.875
1991-02-08,16.9375
1991-02-11,17.0625
1991-02-12,17.0625
1991-02-13,17.25
1991-02-14,17.0
1991-02-15,17.0
1991-02-19,17.125
1991-02-20,17.125
1991-02-21,17.1875
1991-02-22,17.25
1991-02-25,17.125
1991-02-26,16.6875
1991-02-27,16.5
1991-02-28,16.5625
1991-03-01,16.8125
1991-03-04,16.6875
1991-03-05,16.9375
1991-03-06,16.75
1991-03-07,16.8125
1991-03-08,16.6875
1991-03-11,16.9375
1991-03-12,16.96875
1991-03-13,17.375
1991-03-14,17.1875
1991-03-15,17.0625
1991-03-18,17.0
1991-03-19,16.875
1991-03-20,17.0625
1991-03-21,17.0625
1991-03-22,16.9375
1991-03-25,17.0
1991-03-26,17.4375
1991-03-27,17.375
1991-03-28,17.40625
1991-04-01,17.4375
1991-04-02,18.125
1991-04-03,18.3125
1991-04-04,18.5625
1991-04-05,18.375
1991-04-08,18.0625
1991-04-09,17.40625
1991-04-10,17.25
1991-04-11,17.75
1991-04-12,17.8125
1991-04-15,17.78125
1991-04-16,18.0
1991-04-17,18.125
1991-04-18,17.90625
1991-04-19,17.6875
1991-04-22,17.5625
1991-04-23,17.875
1991-04-24,17.96875
1991-04-25,17.75
1991-04-26,17.9375
1991-04-29,17.5
1991-04-30,17.625
1991-05-01,17.4375
1991-05-02,17.0
1991-05-03,17.375
1991-05-06,17.25
1991-05-07,17.0
1991-05-08,17.0625
1991-05-09,17.125
1991-05-10,16.9375
1991-05-13,16.71875
1991-05-14,16.6875
1991-05-15,16.6875
1991-05-16,16.625
1991-05-17,16.5625
1991-05-20,16.625
1991-05-21,16.75
1991-05-22,16.65625
1991-05-23,16.5625
1991-05-24,16.375
1991-05-28,16.3125
1991-05-29,16.375
1991-05-30,16.5625
1991-05-31,16.1875
1991-06-03,16.25
1991-06-04,16.1875
1991-06-05,16.09375
1991-06-06,16.1875
1991-06-07,15.9375
1991-06-10,15.75
1991-06-11,15.625
1991-06-12,15.375
1991-06-13,15.34375
1991-06-14,15.125
1991-06-17,15.0625
1991-06-18,15.1875
1991-06-19,15.0625
1991-06-20,15.6875
1991-06-21,15.8125
1991-06-24,15.53125
1991-06-25,15.625
1991-06-26,15.625
1991-06-27,15.8125
1991-06-28,15.6875
1991-07-01,15.9375
1991-07-02,15.9375
1991-07-03,15.8125
1991-07-05,15.875
1991-07-08,15.75
1991-07-09,15.625
1991-07-10,15.6875
1991-07-11,15.75
1991-07-12,15.875
1991-07-15,15.875
1991-07-16,15.71875
1991-07-17,15.8125
1991-07-18,16.0625
1991-07-19,15.9375
1991-07-22,15.9375
1991-07-23,15.9375
1991-07-24,15.8125
1991-07-25,15.625
1991-07-26,15.6875
1991-07-29,15.625
1991-07-30,15.5625
1991-07-31,15.5
1991-08-01,15.625
1991-08-02,15.625
1991-08-05,15.5625
1991-08-06,15.78125
