,EVBG
2019-12-13,80.26000213623047
2019-12-16,78.70999908447266
2019-12-17,78.29000091552734
2019-12-18,78.76000213623047
2019-12-19,79.30999755859375
2019-12-20,80.69999694824219
2019-12-23,79.83999633789062
2019-12-24,80.12999725341797
2019-12-26,80.19999694824219
2019-12-27,79.20999908447266
2019-12-30,79.19999694824219
2019-12-31,78.08000183105469
2020-01-02,79.98999786376953
2020-01-03,80.41999816894531
2020-01-06,82.2300033569336
2020-01-07,82.98999786376953
2020-01-08,82.94999694824219
2020-01-09,83.54000091552734
2020-01-10,83.66999816894531
2020-01-13,84.95999908447266
2020-01-14,85.66999816894531
2020-01-15,87.73999786376953
2020-01-16,89.0
2020-01-17,88.19999694824219
2020-01-21,87.75
2020-01-22,88.7699966430664
2020-01-23,87.125
2020-01-24,89.80000305175781
2020-01-27,89.29000091552734
2020-01-28,90.5
2020-01-29,91.12999725341797
2020-01-30,91.61000061035156
2020-01-31,90.63999938964844
2020-02-03,91.70999908447266
2020-02-04,93.91999816894531
2020-02-05,91.83999633789062
2020-02-06,93.11000061035156
2020-02-07,92.54000091552734
2020-02-10,92.80999755859375
2020-02-11,92.16000366210938
2020-02-12,91.13999938964844
2020-02-13,91.0199966430664
2020-02-14,91.87999725341797
2020-02-18,91.83999633789062
2020-02-19,104.20999908447266
2020-02-20,101.04000091552734
2020-02-21,104.97000122070312
2020-02-24,101.79000091552734
2020-02-25,104.4000015258789
2020-02-26,106.66999816894531
2020-02-27,105.54000091552734
2020-02-28,105.66000366210938
2020-03-02,111.86000061035156
2020-03-03,108.30999755859375
2020-03-04,109.30000305175781
2020-03-05,106.83000183105469
2020-03-06,109.27999877929688
2020-03-09,108.36000061035156
2020-03-10,109.94000244140625
2020-03-11,111.04000091552734
2020-03-12,103.05000305175781
2020-03-13,107.9000015258789
2020-03-16,107.47000122070312
2020-03-17,116.55999755859375
2020-03-18,114.69000244140625
2020-03-19,103.51000213623047
2020-03-20,100.2699966430664
2020-03-23,115.97000122070312
2020-03-24,122.58999633789062
2020-03-25,110.66999816894531
2020-03-26,112.69999694824219
2020-03-27,108.94999694824219
2020-03-30,112.69000244140625
2020-03-31,106.36000061035156
2020-04-01,103.01000213623047
2020-04-02,103.27999877929688
2020-04-03,104.4800033569336
2020-04-06,106.33999633789062
2020-04-07,97.8499984741211
2020-04-08,100.69000244140625
2020-04-09,98.05999755859375
2020-04-13,103.36000061035156
2020-04-14,106.83999633789062
2020-04-15,111.45999908447266
2020-04-16,118.19999694824219
2020-04-17,119.88999938964844
2020-04-20,124.70999908447266
2020-04-21,117.30999755859375
2020-04-22,122.05000305175781
2020-04-23,120.27999877929688
2020-04-24,119.26000213623047
2020-04-27,120.30000305175781
2020-04-28,116.27999877929688
2020-04-29,112.52999877929688
2020-04-30,111.37999725341797
2020-05-01,108.80000305175781
2020-05-04,110.16999816894531
2020-05-05,112.86000061035156
2020-05-06,139.66000366210938
2020-05-07,148.30999755859375
2020-05-08,153.8699951171875
2020-05-11,155.10000610351562
2020-05-12,160.77999877929688
2020-05-13,158.9499969482422
2020-05-14,157.52000427246094
2020-05-15,158.8000030517578
2020-05-18,154.83999633789062
2020-05-19,152.19000244140625
2020-05-20,147.2899932861328
2020-05-21,144.2100067138672
2020-05-22,144.49000549316406
2020-05-26,135.52999877929688
2020-05-27,138.33999633789062
2020-05-28,136.72999572753906
2020-05-29,146.25999450683594
2020-06-01,150.85000610351562
2020-06-02,147.97999572753906
2020-06-03,143.47999572753906
2020-06-04,130.25
2020-06-05,123.88999938964844
2020-06-08,130.66000366210938
2020-06-09,131.9600067138672
2020-06-10,135.72000122070312
2020-06-11,129.77999877929688
2020-06-12,128.39999389648438
2020-06-15,136.0800018310547
2020-06-16,133.94000244140625
2020-06-17,134.27000427246094
2020-06-18,135.86000061035156
2020-06-19,130.1199951171875
2020-06-22,134.2899932861328
2020-06-23,140.5
