,CWCO
1999-11-12,3.53125
1999-11-15,3.5
1999-11-16,3.5
1999-11-17,3.53125
1999-11-18,3.5
1999-11-19,3.375
1999-11-22,3.375
1999-11-23,3.375
1999-11-24,3.125
1999-11-26,3.28125
1999-11-29,3.125
1999-11-30,3.3125
1999-12-01,3.25
1999-12-02,3.25
1999-12-03,3.25
1999-12-06,3.25
1999-12-07,3.375
1999-12-08,3.25
1999-12-09,3.25
1999-12-10,3.25
1999-12-13,3.1875
1999-12-14,3.1875
1999-12-15,3.1875
1999-12-16,3.1875
1999-12-17,3.1875
1999-12-20,3.1875
1999-12-21,3.1875
1999-12-22,3.3125
1999-12-23,3.5
1999-12-27,3.21875
1999-12-28,3.3125
1999-12-29,3.5
1999-12-30,3.1875
1999-12-31,3.1875
2000-01-03,3.125
2000-01-04,3.0625
2000-01-05,3.09375
2000-01-06,3.25
2000-01-07,3.25
2000-01-10,3.125
2000-01-11,3.125
2000-01-12,3.125
2000-01-13,3.125
2000-01-14,3.25
2000-01-18,3.5
2000-01-19,3.375
2000-01-20,3.5
2000-01-21,3.21875
2000-01-24,3.21875
2000-01-25,3.375
2000-01-26,3.375
2000-01-27,3.375
2000-01-28,3.25
2000-01-31,3.125
2000-02-01,3.0625
2000-02-02,3.1875
2000-02-03,3.0625
2000-02-04,3.1875
2000-02-07,3.3125
2000-02-08,3.125
2000-02-09,3.0625
2000-02-10,3.0625
2000-02-11,3.0625
2000-02-14,3.09375
2000-02-15,3.09375
2000-02-16,3.125
2000-02-17,3.0625
2000-02-18,3.0625
2000-02-22,3.078125
2000-02-23,3.078125
2000-02-24,3.03125
2000-02-25,3.0
2000-02-28,3.0
2000-02-29,3.0625
2000-03-01,3.0625
2000-03-02,3.375
2000-03-03,3.375
2000-03-06,3.03125
2000-03-07,3.03125
2000-03-08,3.03125
2000-03-09,3.125
2000-03-10,3.125
2000-03-13,3.125
2000-03-14,3.125
2000-03-15,3.25
2000-03-16,3.25
2000-03-17,3.25
2000-03-20,3.25
2000-03-21,3.375
2000-03-22,3.21875
2000-03-23,3.21875
2000-03-24,3.21875
2000-03-27,3.015625
2000-03-28,3.015625
2000-03-29,3.375
2000-03-30,3.4375
2000-03-31,3.5
2000-04-03,3.1875
2000-04-04,3.375
2000-04-05,3.5
2000-04-06,3.5
2000-04-07,3.5
2000-04-10,3.59375
2000-04-11,3.59375
2000-04-12,3.59375
2000-04-13,3.5625
2000-04-14,3.625
2000-04-17,3.5
2000-04-18,3.0625
2000-04-19,3.5
2000-04-20,3.140625
2000-04-24,3.375
2000-04-25,3.0625
2000-04-26,3.0625
2000-04-27,3.125
2000-04-28,3.125
2000-05-01,3.5
2000-05-02,3.375
2000-05-03,3.5
2000-05-04,3.5
2000-05-05,3.5
2000-05-08,3.5
2000-05-09,3.5
2000-05-10,3.875
2000-05-11,3.8125
2000-05-12,3.875
2000-05-15,4.007812976837158
2000-05-16,3.9375
2000-05-17,4.0
2000-05-18,3.75
2000-05-19,3.625
2000-05-22,3.71875
2000-05-23,3.59375
2000-05-24,3.5625
2000-05-25,3.5625
2000-05-26,3.75
2000-05-30,3.648437976837158
2000-05-31,3.65625
2000-06-01,3.75
2000-06-02,3.75
2000-06-05,3.5
2000-06-06,3.65625
2000-06-07,3.5625
2000-06-08,3.625
2000-06-09,3.625
2000-06-12,3.5625
2000-06-13,3.5
2000-06-14,3.5
2000-06-15,3.5
2000-06-16,3.625
2000-06-19,3.625
2000-06-20,3.5
2000-06-21,3.625
2000-06-22,3.5
2000-06-23,3.5
2000-06-26,3.5
2000-06-27,3.59375
2000-06-28,3.5
2000-06-29,3.5
2000-06-30,3.625
2000-07-03,3.5
2000-07-05,3.625
2000-07-06,3.625
2000-07-07,3.71875
2000-07-10,3.75
2000-07-11,3.78125
2000-07-12,3.6875
2000-07-13,3.75
2000-07-14,3.875
2000-07-17,3.5
2000-07-18,3.5
2000-07-19,3.75
2000-07-20,3.53125
2000-07-21,3.53125
2000-07-24,3.53125
2000-07-25,3.835937976837158
2000-07-26,3.8125
2000-07-27,3.53125
2000-07-28,3.6875
2000-07-31,3.75
2000-08-01,3.65625
2000-08-02,3.851562976837158
2000-08-03,3.625
2000-08-04,3.625
2000-08-07,3.71875
2000-08-08,3.75
2000-08-09,3.75
2000-08-10,3.75
2000-08-11,3.75
2000-08-14,3.5625
2000-08-15,3.5625
2000-08-16,3.5625
2000-08-17,3.5625
2000-08-18,3.5
2000-08-21,3.5625
2000-08-22,3.5
2000-08-23,3.53125
2000-08-24,3.5
2000-08-25,3.5
2000-08-28,3.625
2000-08-29,3.625
2000-08-30,3.5
2000-08-31,3.46875
2000-09-01,3.46875
2000-09-05,3.46875
2000-09-06,3.4375
2000-09-07,3.8125
2000-09-08,3.6875
2000-09-11,3.5625
2000-09-12,3.65625
2000-09-13,3.5625
2000-09-14,3.5
2000-09-15,3.5
2000-09-18,3.4375
2000-09-19,3.4375
2000-09-20,3.5625
2000-09-21,3.5
2000-09-22,3.09375
2000-09-25,3.8125
2000-09-26,3.75
2000-09-27,3.6875
2000-09-28,3.5625
2000-09-29,3.5625
2000-10-02,3.625
2000-10-03,3.625
2000-10-04,3.5625
2000-10-05,3.5
2000-10-06,3.59375
2000-10-09,3.40625
2000-10-10,3.53125
2000-10-11,3.40625
2000-10-12,3.5
2000-10-13,3.5
2000-10-16,3.5
2000-10-17,3.5
2000-10-18,3.40625
2000-10-19,3.21875
2000-10-20,3.21875
2000-10-23,3.3125
2000-10-24,3.25
2000-10-25,3.28125
2000-10-26,3.28125
2000-10-27,3.5
2000-10-30,3.53125
2000-10-31,3.515625
2000-11-01,3.59375
2000-11-02,3.875
2000-11-03,3.6875
2000-11-06,3.75
2000-11-07,3.75
2000-11-08,3.5625
2000-11-09,3.5625
2000-11-10,3.5
2000-11-13,3.5625
2000-11-14,3.59375
2000-11-15,3.5625
2000-11-16,3.5625
2000-11-17,3.5
2000-11-20,3.4375
2000-11-21,3.4375
2000-11-22,3.375
2000-11-24,3.53125
2000-11-27,3.5
2000-11-28,3.53125
2000-11-29,3.5
2000-11-30,3.5
2000-12-01,3.53125
2000-12-04,3.5
2000-12-05,3.4375
2000-12-06,3.4375
2000-12-07,3.46875
2000-12-08,3.5625
2000-12-11,3.5
2000-12-12,3.5
2000-12-13,3.46875
2000-12-14,3.46875
2000-12-15,3.484375
2000-12-18,3.5
2000-12-19,3.5625
2000-12-20,3.4375
2000-12-21,3.5
2000-12-22,3.5
2000-12-26,3.46875
2000-12-27,3.5
2000-12-28,3.4375
2000-12-29,3.5
2001-01-02,3.484375
2001-01-03,3.4375
2001-01-04,3.4375
2001-01-05,3.546875
2001-01-08,3.601562976837158
2001-01-09,3.625
2001-01-10,3.585937976837158
2001-01-11,3.671875
2001-01-12,3.703125
2001-01-16,3.75
2001-01-17,3.71875
2001-01-18,3.71875
2001-01-19,3.5625
2001-01-22,3.6875
2001-01-23,3.65625
2001-01-24,3.625
2001-01-25,3.8125
2001-01-26,3.6875
2001-01-29,3.648437976837158
2001-01-30,3.5625
2001-01-31,3.5625
2001-02-01,3.53125
2001-02-02,3.6875
2001-02-05,3.625
2001-02-06,3.75
2001-02-07,3.75
2001-02-08,3.75
2001-02-09,4.03125
2001-02-12,4.0
2001-02-13,3.84375
2001-02-14,4.0625
2001-02-15,4.0
2001-02-16,3.9375
2001-02-20,3.8125
2001-02-21,4.09375
2001-02-22,4.0625
2001-02-23,4.0
2001-02-26,4.125
2001-02-27,4.0625
2001-02-28,4.0625
2001-03-01,3.96875
2001-03-02,3.96875
2001-03-05,4.1875
2001-03-06,4.125
2001-03-07,4.125
2001-03-08,4.03125
2001-03-09,4.125
2001-03-12,4.15625
2001-03-13,4.0
2001-03-14,4.03125
2001-03-15,4.0
2001-03-16,3.90625
2001-03-19,4.0
2001-03-20,4.0625
2001-03-21,4.0625
2001-03-22,4.125
2001-03-23,4.09375
2001-03-26,4.0625
2001-03-27,4.0
2001-03-28,4.25
2001-03-29,4.46875
2001-03-30,4.75
2001-04-02,4.375
2001-04-03,4.09375
2001-04-04,4.1875
2001-04-05,4.25
2001-04-06,4.3125
2001-04-09,4.565000057220459
2001-04-10,4.630000114440918
2001-04-11,4.755000114440918
2001-04-12,4.744999885559082
2001-04-16,4.605000019073486
2001-04-17,4.599999904632568
2001-04-18,4.675000190734863
2001-04-19,4.519999980926514
2001-04-20,4.474999904632568
2001-04-23,4.605000019073486
2001-04-24,4.699999809265137
2001-04-25,4.5
2001-04-26,4.650000095367432
2001-04-27,4.650000095367432
2001-04-30,4.534999847412109
2001-05-01,4.574999809265137
2001-05-02,4.53000020980835
2001-05-03,4.505000114440918
2001-05-04,4.505000114440918
2001-05-07,4.485000133514404
2001-05-08,4.699999809265137
2001-05-09,4.75
2001-05-10,4.65500020980835
2001-05-11,4.619999885559082
2001-05-14,4.849999904632568
2001-05-15,4.599999904632568
2001-05-16,4.909999847412109
2001-05-17,4.574999809265137
2001-05-18,4.505000114440918
2001-05-21,4.510000228881836
2001-05-22,4.599999904632568
2001-05-23,4.550000190734863
2001-05-24,4.550000190734863
2001-05-25,4.46999979019165
2001-05-29,4.5
2001-05-30,4.525000095367432
2001-05-31,4.425000190734863
2001-06-01,4.625
2001-06-04,4.574999809265137
2001-06-05,4.574999809265137
2001-06-06,4.599999904632568
2001-06-07,4.599999904632568
2001-06-08,4.599999904632568
2001-06-11,4.675000190734863
2001-06-12,4.739999771118164
2001-06-13,4.650000095367432
2001-06-14,4.599999904632568
2001-06-15,4.550000190734863
2001-06-18,4.550000190734863
2001-06-19,4.539999961853027
2001-06-20,4.400000095367432
2001-06-21,4.449999809265137
2001-06-22,4.5
2001-06-25,4.599999904632568
2001-06-26,4.449999809265137
2001-06-27,4.5
2001-06-28,4.480000019073486
2001-06-29,4.550000190734863
2001-07-02,4.449999809265137
2001-07-03,4.5
2001-07-05,4.449999809265137
2001-07-06,4.599999904632568
2001-07-09,4.599999904632568
2001-07-10,4.574999809265137
2001-07-11,4.574999809265137
2001-07-12,4.599999904632568
2001-07-13,4.849999904632568
2001-07-16,5.099999904632568
2001-07-17,5.21999979019165
2001-07-18,5.0
2001-07-19,5.0
2001-07-20,4.900000095367432
2001-07-23,5.21999979019165
2001-07-24,5.125
2001-07-25,5.025000095367432
2001-07-26,5.0
2001-07-27,5.0
2001-07-30,5.440000057220459
2001-07-31,5.454999923706055
2001-08-01,5.25
2001-08-02,5.050000190734863
2001-08-03,5.125
2001-08-06,5.235000133514404
2001-08-07,5.375
2001-08-08,5.425000190734863
2001-08-09,5.5
2001-08-10,5.625
2001-08-13,5.510000228881836
2001-08-14,5.699999809265137
2001-08-15,5.75
2001-08-16,5.550000190734863
2001-08-17,5.5
2001-08-20,5.525000095367432
2001-08-21,5.525000095367432
2001-08-22,5.434999942779541
2001-08-23,5.454999923706055
2001-08-24,5.375
2001-08-27,5.525000095367432
2001-08-28,5.585000038146973
2001-08-29,5.804999828338623
2001-08-30,5.610000133514404
2001-08-31,5.724999904632568
2001-09-04,5.860000133514404
2001-09-05,5.550000190734863
2001-09-06,5.375
2001-09-07,5.574999809265137
2001-09-10,5.394999980926514
2001-09-17,5.25
2001-09-18,5.054999828338623
2001-09-19,5.0
2001-09-20,4.824999809265137
2001-09-21,5.125
2001-09-24,5.474999904632568
2001-09-25,5.264999866485596
2001-09-26,5.545000076293945
2001-09-27,5.445000171661377
2001-09-28,5.5
2001-10-01,5.349999904632568
2001-10-02,5.375
2001-10-03,5.494999885559082
2001-10-04,5.409999847412109
2001-10-05,5.494999885559082
2001-10-08,5.375
2001-10-09,5.449999809265137
2001-10-10,5.420000076293945
2001-10-11,5.460000038146973
2001-10-12,5.400000095367432
2001-10-15,5.0
2001-10-16,5.074999809265137
2001-10-17,5.224999904632568
2001-10-18,5.25
2001-10-19,5.25
2001-10-22,5.5
2001-10-23,5.5
2001-10-24,5.545000076293945
2001-10-25,5.494999885559082
2001-10-26,5.5
2001-10-29,5.449999809265137
2001-10-30,5.349999904632568
2001-10-31,5.474999904632568
2001-11-01,5.355000019073486
2001-11-02,5.46999979019165
2001-11-05,5.53000020980835
2001-11-06,5.275000095367432
2001-11-07,5.309999942779541
2001-11-08,5.400000095367432
2001-11-09,5.380000114440918
2001-11-12,5.300000190734863
2001-11-13,5.369999885559082
2001-11-14,5.25
2001-11-15,5.175000190734863
2001-11-16,5.25
2001-11-19,5.300000190734863
2001-11-20,5.25
2001-11-21,5.199999809265137
2001-11-23,5.150000095367432
2001-11-26,5.255000114440918
2001-11-27,5.315000057220459
2001-11-28,5.300000190734863
2001-11-29,5.324999809265137
2001-11-30,5.300000190734863
2001-12-03,5.454999923706055
2001-12-04,5.550000190734863
2001-12-05,5.5
2001-12-06,5.550000190734863
2001-12-07,5.59499979019165
2001-12-10,5.585000038146973
2001-12-11,5.59499979019165
2001-12-12,5.53000020980835
2001-12-13,5.639999866485596
2001-12-14,5.775000095367432
2001-12-17,5.75
2001-12-18,5.650000095367432
2001-12-19,5.84499979019165
2001-12-20,5.789999961853027
2001-12-21,5.715000152587891
2001-12-24,5.949999809265137
2001-12-26,5.789999961853027
2001-12-27,5.650000095367432
2001-12-28,5.5
2001-12-31,5.670000076293945
2002-01-02,5.885000228881836
2002-01-03,5.824999809265137
2002-01-04,5.744999885559082
2002-01-07,5.75
2002-01-08,5.809999942779541
2002-01-09,5.809999942779541
2002-01-10,5.875
2002-01-11,6.125
2002-01-14,6.125
2002-01-15,6.204999923706055
2002-01-16,6.364999771118164
2002-01-17,6.625
2002-01-18,6.5
2002-01-22,6.375
2002-01-23,6.375
2002-01-24,6.474999904632568
2002-01-25,6.574999809265137
2002-01-28,6.525000095367432
2002-01-29,6.574999809265137
2002-01-30,6.420000076293945
2002-01-31,6.375
2002-02-01,6.494999885559082
2002-02-04,6.324999809265137
2002-02-05,6.5
2002-02-06,6.5
2002-02-07,6.5
2002-02-08,6.425000190734863
2002-02-11,6.150000095367432
2002-02-12,6.25
2002-02-13,6.420000076293945
2002-02-14,6.255000114440918
2002-02-15,6.275000095367432
2002-02-19,6.699999809265137
2002-02-20,6.625
2002-02-21,6.449999809265137
2002-02-22,6.590000152587891
2002-02-25,6.5
2002-02-26,6.574999809265137
2002-02-27,6.5
2002-02-28,6.260000228881836
2002-03-01,6.485000133514404
2002-03-04,6.275000095367432
2002-03-05,6.349999904632568
2002-03-06,6.349999904632568
2002-03-07,6.244999885559082
2002-03-08,6.034999847412109
2002-03-11,6.199999809265137
2002-03-12,6.244999885559082
2002-03-13,6.400000095367432
2002-03-14,6.519999980926514
2002-03-15,6.75
2002-03-18,7.050000190734863
2002-03-19,7.25
2002-03-20,7.21999979019165
2002-03-21,7.25
2002-03-22,7.340000152587891
2002-03-25,7.375
2002-03-26,7.25
2002-03-27,7.375
2002-03-28,7.34499979019165
2002-04-01,7.25
2002-04-02,7.25
2002-04-03,7.25
2002-04-04,7.054999828338623
2002-04-05,6.920000076293945
2002-04-08,6.699999809265137
2002-04-09,6.90500020980835
2002-04-10,6.699999809265137
2002-04-11,6.75
2002-04-12,6.579999923706055
2002-04-15,6.650000095367432
2002-04-16,6.75
2002-04-17,6.889999866485596
2002-04-18,7.074999809265137
2002-04-19,7.375
2002-04-22,7.425000190734863
2002-04-23,7.400000095367432
2002-04-24,7.324999809265137
2002-04-25,6.954999923706055
2002-04-26,7.304999828338623
2002-04-29,7.025000095367432
2002-04-30,7.085000038146973
2002-05-01,7.25
2002-05-02,7.349999904632568
2002-05-03,7.5
2002-05-06,7.550000190734863
2002-05-07,7.34499979019165
2002-05-08,7.5
2002-05-09,7.5
2002-05-10,7.224999904632568
2002-05-13,7.485000133514404
2002-05-14,7.25
2002-05-15,7.15500020980835
2002-05-16,7.474999904632568
2002-05-17,7.375
2002-05-20,7.179999828338623
2002-05-21,7.099999904632568
2002-05-22,7.150000095367432
2002-05-23,7.210000038146973
2002-05-24,7.210000038146973
2002-05-28,7.25
2002-05-29,7.130000114440918
2002-05-30,7.25
2002-05-31,7.059999942779541
2002-06-03,6.809999942779541
2002-06-04,6.800000190734863
2002-06-05,6.565000057220459
2002-06-06,6.934999942779541
2002-06-07,6.934999942779541
2002-06-10,6.849999904632568
2002-06-11,6.925000190734863
2002-06-12,6.849999904632568
2002-06-13,6.949999809265137
2002-06-14,6.994999885559082
2002-06-17,6.945000171661377
2002-06-18,6.96999979019165
2002-06-19,7.050000190734863
2002-06-20,6.675000190734863
2002-06-21,6.65500020980835
2002-06-24,6.775000095367432
2002-06-25,6.974999904632568
2002-06-26,6.625
2002-06-27,7.130000114440918
2002-06-28,7.125
2002-07-01,7.34499979019165
2002-07-02,7.400000095367432
2002-07-03,7.545000076293945
2002-07-05,7.5
2002-07-08,7.53000020980835
2002-07-09,7.599999904632568
2002-07-10,7.53000020980835
2002-07-11,7.400000095367432
2002-07-12,7.474999904632568
2002-07-15,7.25
2002-07-16,7.210000038146973
2002-07-17,7.125
2002-07-18,6.994999885559082
2002-07-19,6.875
2002-07-22,6.650000095367432
2002-07-23,6.800000190734863
2002-07-24,6.550000190734863
2002-07-25,6.650000095367432
2002-07-26,7.494999885559082
2002-07-29,7.434999942779541
2002-07-30,7.114999771118164
2002-07-31,7.005000114440918
2002-08-01,7.014999866485596
2002-08-02,7.050000190734863
2002-08-05,6.525000095367432
2002-08-06,6.84499979019165
2002-08-07,7.03000020980835
2002-08-08,7.150000095367432
2002-08-09,7.385000228881836
2002-08-12,7.349999904632568
2002-08-13,6.945000171661377
2002-08-14,6.900000095367432
2002-08-15,7.050000190734863
2002-08-16,7.25
2002-08-19,6.989999771118164
2002-08-20,6.974999904632568
2002-08-21,6.75
2002-08-22,6.715000152587891
2002-08-23,6.574999809265137
2002-08-26,6.864999771118164
2002-08-27,6.755000114440918
2002-08-28,6.675000190734863
2002-08-29,6.824999809265137
2002-08-30,7.119999885559082
2002-09-03,6.860000133514404
2002-09-04,6.989999771118164
2002-09-05,6.739999771118164
2002-09-06,6.775000095367432
2002-09-09,6.630000114440918
2002-09-10,6.675000190734863
2002-09-11,6.650000095367432
2002-09-12,6.675000190734863
2002-09-13,6.625
2002-09-16,6.800000190734863
2002-09-17,6.994999885559082
2002-09-18,6.855000019073486
2002-09-19,6.550000190734863
2002-09-20,6.699999809265137
2002-09-23,6.664999961853027
2002-09-24,5.769999980926514
2002-09-25,6.275000095367432
2002-09-26,5.625
2002-09-27,5.619999885559082
2002-09-30,5.699999809265137
2002-10-01,5.894999980926514
2002-10-02,5.789999961853027
2002-10-03,5.840000152587891
2002-10-04,6.005000114440918
2002-10-07,6.0
2002-10-08,6.045000076293945
2002-10-09,6.184999942779541
2002-10-10,6.099999904632568
2002-10-11,6.525000095367432
2002-10-14,6.5
2002-10-15,6.355000019073486
2002-10-16,6.320000171661377
2002-10-17,6.494999885559082
2002-10-18,6.5
2002-10-21,6.639999866485596
2002-10-22,6.690000057220459
2002-10-23,6.75
2002-10-24,6.875
2002-10-25,6.849999904632568
2002-10-28,6.900000095367432
2002-10-29,7.050000190734863
2002-10-30,7.0
2002-10-31,7.010000228881836
2002-11-01,6.929999828338623
2002-11-04,6.949999809265137
2002-11-05,6.860000133514404
2002-11-06,7.005000114440918
2002-11-07,7.054999828338623
2002-11-08,7.125
2002-11-11,7.03000020980835
2002-11-12,7.150000095367432
2002-11-13,7.125
2002-11-14,7.085000038146973
2002-11-15,6.775000095367432
2002-11-18,6.275000095367432
2002-11-19,6.534999847412109
2002-11-20,6.519999980926514
2002-11-21,6.489999771118164
2002-11-22,6.485000133514404
2002-11-25,6.559999942779541
2002-11-26,6.599999904632568
2002-11-27,6.65500020980835
2002-11-29,6.760000228881836
2002-12-02,6.704999923706055
2002-12-03,6.78000020980835
2002-12-04,6.875
2002-12-05,6.809999942779541
2002-12-06,6.829999923706055
2002-12-09,6.75
2002-12-10,6.739999771118164
2002-12-11,6.875
2002-12-12,6.914999961853027
2002-12-13,6.875
2002-12-16,6.900000095367432
2002-12-17,7.010000228881836
2002-12-18,7.159999847412109
2002-12-19,7.09499979019165
2002-12-20,7.164999961853027
2002-12-23,7.085000038146973
2002-12-24,7.085000038146973
2002-12-26,7.184999942779541
2002-12-27,7.184999942779541
2002-12-30,7.190000057220459
2002-12-31,7.369999885559082
2003-01-02,7.315000057220459
2003-01-03,7.489999771118164
2003-01-06,7.375
2003-01-07,7.619999885559082
2003-01-08,7.5
2003-01-09,7.639999866485596
2003-01-10,7.605000019073486
2003-01-13,7.635000228881836
2003-01-14,7.735000133514404
2003-01-15,7.599999904632568
2003-01-16,7.590000152587891
2003-01-17,7.400000095367432
2003-01-21,7.304999828338623
2003-01-22,7.394999980926514
2003-01-23,7.614999771118164
2003-01-24,7.570000171661377
2003-01-27,7.525000095367432
2003-01-28,7.434999942779541
2003-01-29,7.474999904632568
2003-01-30,7.434999942779541
2003-01-31,7.275000095367432
2003-02-03,7.135000228881836
2003-02-04,7.364999771118164
2003-02-05,7.369999885559082
2003-02-06,7.375
2003-02-07,7.309999942779541
2003-02-10,7.380000114440918
2003-02-11,7.375
2003-02-12,7.364999771118164
2003-02-13,7.304999828338623
2003-02-14,7.329999923706055
2003-02-18,7.230000019073486
2003-02-19,7.300000190734863
2003-02-20,7.224999904632568
2003-02-21,7.255000114440918
2003-02-24,7.25
2003-02-25,7.25
2003-02-26,7.150000095367432
2003-02-27,7.175000190734863
2003-02-28,7.090000152587891
2003-03-03,7.114999771118164
2003-03-04,7.074999809265137
2003-03-05,7.235000133514404
2003-03-06,7.269999980926514
2003-03-07,7.179999828338623
2003-03-10,7.150000095367432
2003-03-11,7.199999809265137
2003-03-12,7.079999923706055
2003-03-13,7.039999961853027
2003-03-14,7.179999828338623
2003-03-17,7.5
2003-03-18,7.460000038146973
2003-03-19,7.485000133514404
2003-03-20,7.335000038146973
2003-03-21,7.489999771118164
2003-03-24,7.425000190734863
2003-03-25,7.510000228881836
2003-03-26,7.525000095367432
2003-03-27,7.440000057220459
2003-03-28,7.364999771118164
2003-03-31,6.885000228881836
2003-04-01,6.75
2003-04-02,7.074999809265137
2003-04-03,7.275000095367432
2003-04-04,7.0
2003-04-07,7.050000190734863
2003-04-08,7.050000190734863
2003-04-09,7.054999828338623
2003-04-10,7.275000095367432
2003-04-11,7.315000057220459
2003-04-14,7.300000190734863
2003-04-15,7.34499979019165
2003-04-16,7.425000190734863
2003-04-17,7.389999866485596
2003-04-21,7.445000171661377
2003-04-22,7.425000190734863
2003-04-23,7.375
2003-04-24,7.385000228881836
2003-04-25,7.349999904632568
2003-04-28,7.329999923706055
2003-04-29,7.050000190734863
2003-04-30,7.300000190734863
2003-05-01,7.204999923706055
2003-05-02,7.260000228881836
2003-05-05,7.235000133514404
2003-05-06,7.244999885559082
2003-05-07,7.264999866485596
2003-05-08,7.244999885559082
2003-05-09,7.159999847412109
2003-05-12,7.184999942779541
2003-05-13,7.184999942779541
2003-05-14,7.190000057220459
2003-05-15,7.264999866485596
2003-05-16,7.264999866485596
2003-05-19,7.264999866485596
2003-05-20,7.264999866485596
2003-05-21,7.25
2003-05-22,7.090000152587891
2003-05-23,7.139999866485596
2003-05-27,7.190000057220459
2003-05-28,7.369999885559082
2003-05-29,7.309999942779541
2003-05-30,7.224999904632568
2003-06-02,7.235000133514404
2003-06-03,7.215000152587891
2003-06-04,7.224999904632568
2003-06-05,7.105000019073486
2003-06-06,7.235000133514404
2003-06-09,7.105000019073486
2003-06-10,7.099999904632568
2003-06-11,7.125
2003-06-12,7.125
2003-06-13,7.125
2003-06-16,7.110000133514404
2003-06-17,7.110000133514404
2003-06-18,7.125
2003-06-19,7.150000095367432
2003-06-20,7.135000228881836
2003-06-23,7.130000114440918
2003-06-24,7.559999942779541
2003-06-25,7.730000019073486
2003-06-26,7.954999923706055
2003-06-27,7.900000095367432
2003-06-30,7.710000038146973
2003-07-01,7.25
2003-07-02,7.190000057220459
2003-07-03,7.289999961853027
2003-07-07,7.304999828338623
2003-07-08,7.335000038146973
2003-07-09,7.320000171661377
2003-07-10,7.309999942779541
2003-07-11,7.324999809265137
2003-07-14,7.324999809265137
2003-07-15,7.320000171661377
2003-07-16,7.320000171661377
2003-07-17,7.25
2003-07-18,7.300000190734863
2003-07-21,7.295000076293945
2003-07-22,7.300000190734863
2003-07-23,7.230000019073486
2003-07-24,7.295000076293945
2003-07-25,7.199999809265137
2003-07-28,7.239999771118164
2003-07-29,7.375
2003-07-30,7.224999904632568
2003-07-31,7.34499979019165
2003-08-01,7.375
2003-08-04,7.315000057220459
2003-08-05,7.09499979019165
2003-08-06,7.010000228881836
2003-08-07,7.150000095367432
2003-08-08,7.190000057220459
2003-08-11,7.025000095367432
2003-08-12,7.34499979019165
2003-08-13,7.449999809265137
2003-08-14,7.474999904632568
2003-08-15,7.449999809265137
2003-08-18,7.545000076293945
2003-08-19,7.505000114440918
2003-08-20,7.519999980926514
2003-08-21,7.534999847412109
2003-08-22,7.514999866485596
2003-08-25,7.550000190734863
2003-08-26,7.5
2003-08-27,7.550000190734863
2003-08-28,7.570000171661377
2003-08-29,7.574999809265137
2003-09-02,7.550000190734863
2003-09-03,7.605000019073486
2003-09-04,7.925000190734863
2003-09-05,7.875
2003-09-08,7.960000038146973
2003-09-09,8.045000076293945
2003-09-10,7.925000190734863
2003-09-11,7.96999979019165
2003-09-12,7.75
2003-09-15,7.760000228881836
2003-09-16,8.024999618530273
2003-09-17,8.100000381469727
2003-09-18,8.100000381469727
2003-09-19,8.244999885559082
2003-09-22,8.595000267028809
2003-09-23,8.5
2003-09-24,8.5
2003-09-25,8.625
2003-09-26,8.545000076293945
2003-09-29,8.604999542236328
2003-09-30,8.875
2003-10-01,8.875
2003-10-02,8.925000190734863
2003-10-03,8.880000114440918
2003-10-06,9.149999618530273
2003-10-07,8.6850004196167
2003-10-08,9.0
2003-10-09,9.244999885559082
2003-10-10,9.364999771118164
2003-10-13,9.494999885559082
2003-10-14,9.149999618530273
2003-10-15,9.479999542236328
2003-10-16,9.699999809265137
2003-10-17,9.630000114440918
2003-10-20,9.729999542236328
2003-10-21,9.625
2003-10-22,9.449999809265137
2003-10-23,9.25
2003-10-24,9.494999885559082
2003-10-27,9.71500015258789
2003-10-28,9.765000343322754
2003-10-29,9.845000267028809
2003-10-30,9.949999809265137
2003-10-31,9.984999656677246
2003-11-03,9.895000457763672
2003-11-04,10.0
2003-11-05,10.375
2003-11-06,10.460000038146973
2003-11-07,10.395000457763672
2003-11-10,9.824999809265137
2003-11-11,10.489999771118164
2003-11-12,10.260000228881836
2003-11-13,10.0
2003-11-14,9.899999618530273
2003-11-17,9.46500015258789
2003-11-18,9.5
2003-11-19,9.609999656677246
2003-11-20,9.539999961853027
2003-11-21,9.75
2003-11-24,9.850000381469727
2003-11-25,9.875
2003-11-26,9.800000190734863
2003-11-28,9.75
2003-12-01,9.654999732971191
2003-12-02,9.494999885559082
2003-12-03,9.645000457763672
2003-12-04,9.680000305175781
2003-12-05,9.59000015258789
2003-12-08,9.600000381469727
2003-12-09,9.670000076293945
2003-12-10,9.619999885559082
2003-12-11,9.670000076293945
2003-12-12,9.744999885559082
2003-12-15,9.664999961853027
2003-12-16,9.649999618530273
2003-12-17,9.734999656677246
2003-12-18,9.649999618530273
2003-12-19,9.720000267028809
2003-12-22,9.675000190734863
2003-12-23,9.704999923706055
2003-12-24,9.75
2003-12-26,9.75
2003-12-29,9.75
2003-12-30,9.725000381469727
2003-12-31,10.024999618530273
2004-01-02,9.725000381469727
2004-01-05,9.574999809265137
2004-01-06,9.6850004196167
2004-01-07,9.675000190734863
2004-01-08,9.744999885559082
2004-01-09,9.675000190734863
2004-01-12,9.585000038146973
2004-01-13,10.074999809265137
2004-01-14,10.055000305175781
2004-01-15,10.09000015258789
2004-01-16,10.039999961853027
2004-01-20,10.0
