,EWI
2001-03-16,37.599998474121094
2001-03-19,38.0
2001-03-20,38.29999923706055
2001-03-21,37.81999969482422
2001-03-22,35.599998474121094
2001-03-23,37.08000183105469
2001-03-26,37.70000076293945
2001-03-27,38.97999954223633
2001-03-28,37.79999923706055
2001-03-29,38.0
2001-03-30,38.70000076293945
2001-04-02,38.099998474121094
2001-04-03,38.0
2001-04-04,38.599998474121094
2001-04-05,39.459999084472656
2001-04-06,39.29999923706055
2001-04-09,39.79999923706055
2001-04-10,39.81999969482422
2001-04-11,39.20000076293945
2001-04-12,39.439998626708984
2001-04-16,39.5
2001-04-17,39.0
2001-04-18,40.20000076293945
2001-04-19,40.5
2001-04-20,40.70000076293945
2001-04-23,40.0
2001-04-24,40.0
2001-04-25,40.599998474121094
2001-04-26,40.599998474121094
2001-04-27,40.5
2001-04-30,40.52000045776367
2001-05-01,40.900001525878906
2001-05-02,41.099998474121094
2001-05-03,40.18000030517578
2001-05-04,40.5
2001-05-07,40.13999938964844
2001-05-08,39.779998779296875
2001-05-09,38.91999816894531
2001-05-10,39.5
2001-05-11,39.380001068115234
2001-05-14,39.599998474121094
2001-05-15,39.20000076293945
2001-05-16,39.599998474121094
2001-05-17,39.599998474121094
2001-05-18,39.20000076293945
2001-05-21,39.08000183105469
2001-05-22,38.79999923706055
2001-05-23,38.70000076293945
2001-05-24,38.79999923706055
2001-05-25,38.79999923706055
2001-05-29,38.2400016784668
2001-05-30,37.599998474121094
2001-05-31,37.380001068115234
2001-06-01,37.02000045776367
2001-06-04,37.0
2001-06-05,37.099998474121094
2001-06-06,37.18000030517578
2001-06-07,37.099998474121094
2001-06-08,37.599998474121094
2001-06-11,37.20000076293945
2001-06-12,37.0
2001-06-13,37.380001068115234
2001-06-14,36.900001525878906
2001-06-15,36.79999923706055
2001-06-18,36.02000045776367
2001-06-19,35.79999923706055
2001-06-20,35.599998474121094
2001-06-21,35.29999923706055
2001-06-22,35.779998779296875
2001-06-25,36.29999923706055
2001-06-26,36.20000076293945
2001-06-27,36.20000076293945
2001-06-28,35.599998474121094
2001-06-29,35.79999923706055
2001-07-02,36.68000030517578
2001-07-03,36.5
2001-07-05,35.599998474121094
2001-07-06,35.29999923706055
2001-07-09,35.599998474121094
2001-07-10,35.540000915527344
2001-07-11,35.63999938964844
2001-07-12,35.20000076293945
2001-07-13,35.0
2001-07-16,35.119998931884766
2001-07-17,34.619998931884766
2001-07-18,35.08000183105469
2001-07-19,35.599998474121094
2001-07-20,35.02000045776367
2001-07-23,35.400001525878906
2001-07-24,35.5
2001-07-25,35.29999923706055
2001-07-26,35.70000076293945
2001-07-27,35.97999954223633
2001-07-30,36.29999923706055
2001-07-31,36.70000076293945
2001-08-01,36.70000076293945
2001-08-02,36.70000076293945
2001-08-03,36.70000076293945
2001-08-06,36.70000076293945
2001-08-07,36.70000076293945
2001-08-08,36.599998474121094
2001-08-09,36.619998931884766
2001-08-10,36.560001373291016
2001-08-13,36.79999923706055
2001-08-14,37.0
2001-08-15,37.34000015258789
2001-08-16,37.34000015258789
2001-08-17,36.599998474121094
2001-08-20,36.29999923706055
2001-08-21,36.400001525878906
2001-08-22,37.18000030517578
2001-08-23,36.720001220703125
2001-08-24,36.439998626708984
2001-08-27,36.41999816894531
2001-08-28,36.36000061035156
2001-08-29,36.599998474121094
2001-08-30,36.0
2001-08-31,35.52000045776367
2001-09-04,35.52000045776367
2001-09-05,33.58000183105469
2001-09-06,32.599998474121094
2001-09-07,33.08000183105469
2001-09-10,32.29999923706055
2001-09-17,29.799999237060547
2001-09-18,28.700000762939453
2001-09-19,28.0
2001-09-20,26.299999237060547
2001-09-21,25.15999984741211
2001-09-24,26.700000762939453
2001-09-25,27.899999618530273
2001-09-26,28.5
2001-09-27,29.100000381469727
2001-09-28,30.200000762939453
2001-10-01,29.600000381469727
2001-10-02,29.920000076293945
2001-10-03,30.399999618530273
2001-10-04,31.18000030517578
2001-10-05,30.68000030517578
2001-10-08,31.1200008392334
2001-10-09,30.979999542236328
2001-10-10,31.780000686645508
2001-10-11,31.399999618530273
2001-10-12,31.3799991607666
2001-10-15,30.899999618530273
2001-10-16,31.299999237060547
2001-10-17,31.899999618530273
2001-10-18,31.600000381469727
2001-10-19,30.520000457763672
2001-10-22,30.81999969482422
2001-10-23,31.700000762939453
2001-10-24,31.920000076293945
2001-10-25,31.299999237060547
2001-10-26,32.0
2001-10-29,32.20000076293945
2001-10-30,30.81999969482422
2001-10-31,31.280000686645508
2001-11-01,31.600000381469727
2001-11-02,31.0
2001-11-05,31.84000015258789
2001-11-06,31.100000381469727
2001-11-07,31.31999969482422
2001-11-08,31.799999237060547
2001-11-09,31.68000030517578
2001-11-12,30.81999969482422
2001-11-13,31.3799991607666
2001-11-14,31.0
2001-11-15,31.239999771118164
2001-11-16,31.6200008392334
2001-11-19,32.599998474121094
2001-11-20,32.20000076293945
2001-11-21,32.29999923706055
2001-11-23,32.34000015258789
2001-11-26,32.119998931884766
2001-11-27,31.65999984741211
2001-11-28,31.799999237060547
2001-11-29,31.81999969482422
2001-11-30,31.799999237060547
2001-12-03,31.520000457763672
2001-12-04,31.81999969482422
2001-12-05,32.81999969482422
2001-12-06,33.20000076293945
2001-12-07,33.099998474121094
2001-12-10,32.220001220703125
2001-12-11,32.70000076293945
2001-12-12,32.36000061035156
2001-12-13,31.31999969482422
2001-12-14,31.600000381469727
2001-12-17,32.34000015258789
2001-12-18,32.220001220703125
2001-12-19,31.6200008392334
2001-12-20,31.299999237060547
2001-12-21,31.639999389648438
2001-12-24,31.639999389648438
2001-12-26,31.31999969482422
2001-12-27,32.0
2001-12-28,32.0
2001-12-31,32.20000076293945
2002-01-02,32.79999923706055
2002-01-03,33.08000183105469
2002-01-04,32.540000915527344
2002-01-07,32.5
2002-01-08,32.779998779296875
2002-01-09,32.68000030517578
2002-01-10,32.099998474121094
2002-01-11,32.18000030517578
2002-01-14,31.799999237060547
2002-01-15,31.6200008392334
2002-01-16,31.0
2002-01-17,31.65999984741211
2002-01-18,31.559999465942383
2002-01-22,31.700000762939453
2002-01-23,31.799999237060547
2002-01-24,31.65999984741211
2002-01-25,31.100000381469727
2002-01-28,31.600000381469727
2002-01-29,31.299999237060547
2002-01-30,31.299999237060547
2002-01-31,31.299999237060547
2002-02-01,31.399999618530273
2002-02-04,30.899999618530273
2002-02-05,30.299999237060547
2002-02-06,30.020000457763672
2002-02-07,30.020000457763672
2002-02-08,30.31999969482422
2002-02-11,30.559999465942383
2002-02-12,30.459999084472656
2002-02-13,30.700000762939453
2002-02-14,30.84000015258789
2002-02-15,30.639999389648438
2002-02-19,29.84000015258789
2002-02-20,30.079999923706055
2002-02-21,29.899999618530273
2002-02-22,30.579999923706055
2002-02-25,30.600000381469727
2002-02-26,30.15999984741211
2002-02-27,31.100000381469727
2002-02-28,31.360000610351562
2002-03-01,31.260000228881836
2002-03-04,32.18000030517578
2002-03-05,32.0
2002-03-06,32.560001373291016
2002-03-07,32.63999938964844
2002-03-08,32.599998474121094
2002-03-11,32.41999816894531
2002-03-12,32.29999923706055
2002-03-13,32.52000045776367
2002-03-14,33.279998779296875
2002-03-15,32.959999084472656
2002-03-18,33.400001525878906
2002-03-19,33.5
2002-03-20,33.13999938964844
2002-03-21,33.58000183105469
2002-03-22,33.36000061035156
2002-03-25,32.900001525878906
2002-03-26,32.900001525878906
2002-03-27,32.959999084472656
2002-03-28,33.2599983215332
2002-04-01,33.63999938964844
2002-04-02,33.599998474121094
2002-04-03,33.47999954223633
2002-04-04,33.400001525878906
2002-04-05,33.47999954223633
2002-04-08,32.599998474121094
2002-04-09,32.880001068115234
2002-04-10,33.29999923706055
2002-04-11,32.959999084472656
2002-04-12,33.099998474121094
2002-04-15,32.84000015258789
2002-04-16,33.779998779296875
2002-04-17,33.619998931884766
2002-04-18,33.97999954223633
2002-04-19,34.099998474121094
2002-04-22,33.63999938964844
2002-04-23,33.599998474121094
2002-04-24,34.099998474121094
2002-04-25,33.900001525878906
2002-04-26,33.79999923706055
2002-04-29,33.540000915527344
2002-04-30,33.400001525878906
2002-05-01,33.91999816894531
2002-05-02,33.02000045776367
2002-05-03,33.0
2002-05-06,33.099998474121094
2002-05-07,33.060001373291016
2002-05-08,33.459999084472656
2002-05-09,33.13999938964844
2002-05-10,32.97999954223633
2002-05-13,33.36000061035156
2002-05-14,33.52000045776367
2002-05-15,33.70000076293945
2002-05-16,33.70000076293945
2002-05-17,34.0
2002-05-20,33.540000915527344
2002-05-21,33.7599983215332
2002-05-22,33.29999923706055
2002-05-23,33.439998626708984
2002-05-24,33.29999923706055
2002-05-28,33.5
2002-05-29,33.7400016784668
2002-05-30,33.52000045776367
2002-05-31,33.119998931884766
2002-06-03,33.060001373291016
2002-06-04,32.459999084472656
2002-06-05,32.36000061035156
2002-06-06,31.940000534057617
2002-06-07,31.68000030517578
2002-06-10,31.959999084472656
2002-06-11,32.63999938964844
2002-06-12,32.400001525878906
2002-06-13,32.040000915527344
2002-06-14,31.200000762939453
2002-06-17,32.02000045776367
2002-06-18,32.31999969482422
2002-06-19,32.20000076293945
2002-06-20,31.700000762939453
2002-06-21,31.899999618530273
2002-06-24,31.520000457763672
2002-06-25,31.700000762939453
2002-06-26,32.279998779296875
2002-06-27,32.36000061035156
2002-06-28,32.939998626708984
2002-07-01,33.5
2002-07-02,32.380001068115234
2002-07-03,31.899999618530273
2002-07-05,32.91999816894531
2002-07-08,33.20000076293945
2002-07-09,32.81999969482422
2002-07-10,31.920000076293945
2002-07-11,31.799999237060547
2002-07-12,31.1200008392334
2002-07-15,30.200000762939453
2002-07-16,30.299999237060547
2002-07-17,31.1200008392334
2002-07-18,31.31999969482422
2002-07-19,30.479999542236328
2002-07-22,29.219999313354492
2002-07-23,27.420000076293945
2002-07-24,28.200000762939453
2002-07-25,28.780000686645508
2002-07-26,28.780000686645508
2002-07-29,29.979999542236328
2002-07-30,30.18000030517578
2002-07-31,30.0
2002-08-01,29.399999618530273
2002-08-02,29.280000686645508
2002-08-05,27.799999237060547
2002-08-06,29.059999465942383
2002-08-07,28.6200008392334
2002-08-08,29.68000030517578
2002-08-09,30.200000762939453
2002-08-12,30.200000762939453
2002-08-13,29.940000534057617
2002-08-14,30.200000762939453
2002-08-15,30.079999923706055
2002-08-16,30.0
2002-08-19,30.899999618530273
2002-08-20,31.18000030517578
2002-08-21,31.34000015258789
2002-08-22,30.719999313354492
2002-08-23,30.600000381469727
2002-08-26,31.059999465942383
2002-08-27,31.479999542236328
2002-08-28,30.600000381469727
2002-08-29,30.3799991607666
2002-08-30,30.059999465942383
2002-09-03,29.479999542236328
2002-09-04,29.639999389648438
2002-09-05,29.0
2002-09-06,29.420000076293945
2002-09-09,28.860000610351562
2002-09-10,29.5
2002-09-11,30.0
2002-09-12,29.200000762939453
2002-09-13,28.799999237060547
2002-09-16,28.739999771118164
2002-09-17,28.100000381469727
2002-09-18,27.65999984741211
2002-09-19,27.239999771118164
2002-09-20,27.280000686645508
2002-09-23,25.84000015258789
2002-09-24,25.520000457763672
2002-09-25,26.079999923706055
2002-09-26,26.600000381469727
2002-09-27,26.31999969482422
2002-09-30,26.280000686645508
2002-10-01,26.5
2002-10-02,26.200000762939453
2002-10-03,26.559999465942383
2002-10-04,25.719999313354492
2002-10-07,26.059999465942383
2002-10-08,25.739999771118164
2002-10-09,25.34000015258789
2002-10-10,26.219999313354492
2002-10-11,26.719999313354492
2002-10-14,26.200000762939453
2002-10-15,27.979999542236328
2002-10-16,27.520000457763672
2002-10-17,27.280000686645508
2002-10-18,27.700000762939453
2002-10-21,28.100000381469727
2002-10-22,27.8799991607666
2002-10-23,26.860000610351562
2002-10-24,27.739999771118164
2002-10-25,27.200000762939453
2002-10-28,27.559999465942383
2002-10-29,27.260000228881836
2002-10-30,27.920000076293945
2002-10-31,27.899999618530273
2002-11-01,27.739999771118164
2002-11-04,28.979999542236328
2002-11-05,29.15999984741211
2002-11-06,29.200000762939453
2002-11-07,28.920000076293945
2002-11-08,28.440000534057617
2002-11-11,28.0
2002-11-12,28.31999969482422
2002-11-13,28.200000762939453
2002-11-14,29.34000015258789
2002-11-15,29.31999969482422
2002-11-18,29.719999313354492
2002-11-19,29.719999313354492
2002-11-20,29.780000686645508
2002-11-21,30.0
2002-11-22,30.219999313354492
2002-11-25,30.260000228881836
2002-11-26,29.299999237060547
2002-11-27,30.700000762939453
2002-11-29,30.700000762939453
2002-12-02,31.020000457763672
2002-12-03,29.959999084472656
2002-12-04,30.559999465942383
2002-12-05,29.639999389648438
2002-12-06,29.719999313354492
2002-12-09,29.3799991607666
2002-12-10,29.3799991607666
2002-12-11,29.899999618530273
2002-12-12,29.799999237060547
2002-12-13,29.799999237060547
2002-12-16,30.440000534057617
2002-12-17,30.600000381469727
2002-12-18,29.799999237060547
2002-12-19,29.020000457763672
2002-12-20,29.899999618530273
2002-12-23,29.200000762939453
2002-12-24,29.15999984741211
2002-12-26,29.5
2002-12-27,29.299999237060547
2002-12-30,29.200000762939453
2002-12-31,29.200000762939453
2003-01-02,30.200000762939453
2003-01-03,30.5
2003-01-06,31.079999923706055
2003-01-07,30.399999618530273
2003-01-08,30.299999237060547
2003-01-09,30.799999237060547
2003-01-10,30.399999618530273
2003-01-13,30.420000076293945
2003-01-14,30.559999465942383
2003-01-15,30.459999084472656
2003-01-16,30.799999237060547
2003-01-17,30.280000686645508
2003-01-21,29.1200008392334
2003-01-22,28.81999969482422
2003-01-23,28.959999084472656
2003-01-24,28.479999542236328
2003-01-27,28.059999465942383
2003-01-28,28.399999618530273
2003-01-29,28.459999084472656
2003-01-30,28.940000534057617
2003-01-31,29.260000228881836
2003-02-03,29.739999771118164
2003-02-04,28.920000076293945
2003-02-05,28.940000534057617
2003-02-06,28.6200008392334
2003-02-07,29.139999389648438
2003-02-10,28.760000228881836
2003-02-11,29.020000457763672
2003-02-12,29.040000915527344
2003-02-13,29.239999771118164
2003-02-14,29.31999969482422
2003-02-18,29.31999969482422
2003-02-19,29.700000762939453
2003-02-20,29.700000762939453
2003-02-21,29.799999237060547
2003-02-24,29.739999771118164
2003-02-25,29.700000762939453
2003-02-26,29.200000762939453
2003-02-27,29.559999465942383
2003-02-28,30.040000915527344
2003-03-03,29.799999237060547
2003-03-04,29.520000457763672
2003-03-05,29.399999618530273
2003-03-06,28.6200008392334
2003-03-07,28.200000762939453
2003-03-10,27.600000381469727
2003-03-11,27.299999237060547
2003-03-12,26.0
2003-03-13,27.079999923706055
2003-03-14,27.200000762939453
2003-03-17,28.360000610351562
2003-03-18,27.81999969482422
2003-03-19,28.18000030517578
2003-03-20,27.600000381469727
2003-03-21,28.139999389648438
2003-03-24,27.459999084472656
2003-03-25,28.5
2003-03-26,28.100000381469727
2003-03-27,28.0
2003-03-28,27.84000015258789
2003-03-31,27.860000610351562
2003-04-01,28.1200008392334
2003-04-02,28.260000228881836
2003-04-03,28.31999969482422
2003-04-04,28.31999969482422
2003-04-07,29.239999771118164
2003-04-08,29.579999923706055
2003-04-09,29.299999237060547
2003-04-10,29.559999465942383
2003-04-11,29.219999313354492
2003-04-14,29.84000015258789
2003-04-15,29.760000228881836
2003-04-16,29.860000610351562
2003-04-17,30.299999237060547
2003-04-21,30.059999465942383
2003-04-22,30.780000686645508
2003-04-23,31.100000381469727
2003-04-24,31.18000030517578
2003-04-25,30.280000686645508
2003-04-28,31.020000457763672
2003-04-29,31.3799991607666
2003-04-30,31.579999923706055
2003-05-01,31.579999923706055
2003-05-02,31.579999923706055
2003-05-05,32.380001068115234
2003-05-06,32.959999084472656
2003-05-07,32.779998779296875
2003-05-08,32.779998779296875
2003-05-09,32.52000045776367
2003-05-12,32.65999984741211
2003-05-13,32.5
2003-05-14,32.619998931884766
2003-05-15,33.20000076293945
2003-05-16,33.29999923706055
2003-05-19,32.880001068115234
2003-05-20,33.060001373291016
2003-05-21,33.119998931884766
2003-05-22,33.380001068115234
2003-05-23,33.84000015258789
2003-05-27,34.380001068115234
2003-05-28,34.34000015258789
2003-05-29,34.97999954223633
2003-05-30,35.279998779296875
2003-06-02,35.380001068115234
2003-06-03,34.880001068115234
2003-06-04,34.900001525878906
2003-06-05,35.36000061035156
2003-06-06,35.099998474121094
2003-06-09,34.900001525878906
2003-06-10,34.7400016784668
2003-06-11,35.619998931884766
2003-06-12,35.599998474121094
2003-06-13,35.68000030517578
2003-06-16,36.29999923706055
2003-06-17,36.41999816894531
2003-06-18,36.29999923706055
2003-06-19,35.70000076293945
2003-06-20,35.459999084472656
2003-06-23,35.040000915527344
2003-06-24,35.08000183105469
2003-06-25,35.099998474121094
2003-06-26,35.20000076293945
2003-06-27,34.7599983215332
2003-06-30,34.7599983215332
2003-07-01,34.20000076293945
2003-07-02,34.7400016784668
2003-07-03,34.13999938964844
2003-07-07,34.2400016784668
2003-07-08,34.5
2003-07-09,34.220001220703125
2003-07-10,33.900001525878906
2003-07-11,34.400001525878906
2003-07-14,34.41999816894531
2003-07-15,34.15999984741211
2003-07-16,33.959999084472656
2003-07-17,33.7400016784668
2003-07-18,34.29999923706055
2003-07-21,34.279998779296875
2003-07-22,34.5
2003-07-23,34.79999923706055
2003-07-24,34.779998779296875
2003-07-25,34.900001525878906
2003-07-28,35.20000076293945
2003-07-29,34.720001220703125
2003-07-30,34.540000915527344
2003-07-31,34.47999954223633
2003-08-01,34.34000015258789
2003-08-04,34.400001525878906
2003-08-05,34.34000015258789
2003-08-06,33.84000015258789
2003-08-07,33.84000015258789
2003-08-08,34.380001068115234
2003-08-11,34.5
2003-08-12,34.720001220703125
2003-08-13,34.52000045776367
2003-08-14,34.599998474121094
2003-08-15,34.79999923706055
2003-08-18,34.959999084472656
2003-08-19,34.52000045776367
2003-08-20,34.279998779296875
2003-08-21,33.939998626708984
2003-08-22,33.599998474121094
2003-08-25,33.20000076293945
2003-08-26,33.18000030517578
2003-08-27,33.119998931884766
2003-08-28,33.279998779296875
2003-08-29,33.279998779296875
2003-09-02,33.29999923706055
2003-09-03,33.939998626708984
2003-09-04,33.84000015258789
2003-09-05,34.34000015258789
2003-09-08,34.720001220703125
2003-09-09,34.84000015258789
2003-09-10,34.380001068115234
2003-09-11,34.65999984741211
2003-09-12,34.81999969482422
2003-09-15,34.81999969482422
2003-09-16,34.79999923706055
2003-09-17,35.119998931884766
2003-09-18,35.47999954223633
2003-09-19,35.70000076293945
2003-09-22,35.29999923706055
2003-09-23,35.31999969482422
2003-09-24,34.880001068115234
2003-09-25,35.02000045776367
2003-09-26,34.599998474121094
2003-09-29,34.900001525878906
2003-09-30,34.63999938964844
2003-10-01,35.279998779296875
2003-10-02,35.060001373291016
2003-10-03,35.459999084472656
2003-10-06,35.7599983215332
2003-10-07,35.7599983215332
2003-10-08,35.70000076293945
2003-10-09,35.7599983215332
2003-10-10,36.2599983215332
2003-10-13,36.18000030517578
2003-10-14,36.18000030517578
2003-10-15,36.400001525878906
2003-10-16,36.36000061035156
2003-10-17,36.13999938964844
2003-10-20,36.18000030517578
2003-10-21,36.400001525878906
2003-10-22,36.20000076293945
2003-10-23,35.91999816894531
2003-10-24,36.220001220703125
2003-10-27,36.2400016784668
2003-10-28,36.20000076293945
2003-10-29,36.20000076293945
2003-10-30,36.099998474121094
2003-10-31,36.36000061035156
2003-11-03,36.13999938964844
2003-11-04,36.220001220703125
2003-11-05,36.2400016784668
2003-11-06,36.2599983215332
2003-11-07,37.0
2003-11-10,36.65999984741211
2003-11-11,36.599998474121094
2003-11-12,37.2599983215332
2003-11-13,37.84000015258789
2003-11-14,37.84000015258789
2003-11-17,37.2599983215332
2003-11-18,38.02000045776367
2003-11-19,38.15999984741211
2003-11-20,37.5
2003-11-21,37.86000061035156
2003-11-24,38.34000015258789
2003-11-25,38.47999954223633
2003-11-26,38.900001525878906
2003-11-28,38.900001525878906
2003-12-01,39.84000015258789
2003-12-02,40.0
2003-12-03,40.5
2003-12-04,40.63999938964844
2003-12-05,40.34000015258789
2003-12-08,40.70000076293945
2003-12-09,40.70000076293945
2003-12-10,40.20000076293945
2003-12-11,40.70000076293945
2003-12-12,40.459999084472656
2003-12-15,40.70000076293945
2003-12-16,40.880001068115234
2003-12-17,41.279998779296875
2003-12-18,41.599998474121094
2003-12-19,40.79999923706055
2003-12-22,39.040000915527344
2003-12-23,38.86000061035156
2003-12-24,39.34000015258789
2003-12-26,39.34000015258789
2003-12-29,39.86000061035156
2003-12-30,39.599998474121094
2003-12-31,39.439998626708984
2004-01-02,40.15999984741211
2004-01-05,41.08000183105469
2004-01-06,41.5
2004-01-07,40.599998474121094
2004-01-08,41.220001220703125
2004-01-09,41.220001220703125
2004-01-12,41.20000076293945
2004-01-13,41.099998474121094
2004-01-14,40.91999816894531
2004-01-15,41.0
2004-01-16,40.400001525878906
2004-01-20,41.2599983215332
2004-01-21,41.97999954223633
2004-01-22,41.880001068115234
2004-01-23,41.31999969482422
2004-01-26,41.34000015258789
2004-01-27,41.79999923706055
2004-01-28,40.619998931884766
2004-01-29,40.97999954223633
2004-01-30,40.619998931884766
2004-02-02,40.63999938964844
2004-02-03,40.619998931884766
2004-02-04,40.599998474121094
2004-02-05,40.84000015258789
2004-02-06,41.380001068115234
2004-02-09,41.58000183105469
2004-02-10,41.900001525878906
2004-02-11,42.2599983215332
2004-02-12,42.02000045776367
2004-02-13,41.41999816894531
2004-02-17,42.02000045776367
2004-02-18,41.779998779296875
2004-02-19,41.79999923706055
2004-02-20,40.900001525878906
2004-02-23,41.41999816894531
2004-02-24,41.5
2004-02-25,41.0
2004-02-26,40.79999923706055
2004-02-27,41.040000915527344
2004-03-01,41.63999938964844
2004-03-02,40.5
2004-03-03,40.63999938964844
2004-03-04,40.779998779296875
2004-03-05,41.400001525878906
2004-03-08,41.20000076293945
2004-03-09,40.939998626708984
2004-03-10,40.70000076293945
2004-03-11,40.0
2004-03-12,39.7599983215332
2004-03-15,38.86000061035156
2004-03-16,38.959999084472656
2004-03-17,39.36000061035156
2004-03-18,39.279998779296875
2004-03-19,38.599998474121094
2004-03-22,38.29999923706055
2004-03-23,38.36000061035156
2004-03-24,38.08000183105469
2004-03-25,38.900001525878906
2004-03-26,38.47999954223633
2004-03-29,39.36000061035156
2004-03-30,39.2599983215332
2004-03-31,39.52000045776367
2004-04-01,39.880001068115234
2004-04-02,39.86000061035156
2004-04-05,40.0
2004-04-06,39.939998626708984
2004-04-07,40.18000030517578
2004-04-08,40.20000076293945
2004-04-12,40.119998931884766
2004-04-13,39.86000061035156
2004-04-14,40.0
2004-04-15,40.0
2004-04-16,40.220001220703125
2004-04-19,40.68000030517578
2004-04-20,39.86000061035156
2004-04-21,40.13999938964844
2004-04-22,40.47999954223633
2004-04-23,40.13999938964844
2004-04-26,40.279998779296875
2004-04-27,40.619998931884766
2004-04-28,40.15999984741211
2004-04-29,39.68000030517578
2004-04-30,39.939998626708984
2004-05-03,40.34000015258789
2004-05-04,40.58000183105469
2004-05-05,41.13999938964844
2004-05-06,40.15999984741211
2004-05-07,39.0
2004-05-10,38.400001525878906
2004-05-11,38.7400016784668
2004-05-12,38.7400016784668
2004-05-13,38.65999984741211
2004-05-14,38.65999984741211
2004-05-17,38.68000030517578
2004-05-18,38.84000015258789
2004-05-19,39.2599983215332
2004-05-20,39.2599983215332
2004-05-21,38.959999084472656
2004-05-24,39.29999923706055
2004-05-25,40.099998474121094
2004-05-26,40.2400016784668
2004-05-27,40.81999969482422
2004-05-28,40.380001068115234
2004-06-01,40.52000045776367
2004-06-02,40.86000061035156
2004-06-03,40.63999938964844
2004-06-04,41.099998474121094
2004-06-07,41.560001373291016
2004-06-08,41.68000030517578
2004-06-09,40.779998779296875
2004-06-10,40.97999954223633
2004-06-14,40.68000030517578
2004-06-15,41.400001525878906
2004-06-16,40.97999954223633
2004-06-17,41.52000045776367
2004-06-18,41.47999954223633
2004-06-21,41.779998779296875
2004-06-22,41.34000015258789
2004-06-23,41.81999969482422
2004-06-24,41.619998931884766
2004-06-25,42.15999984741211
2004-06-28,42.02000045776367
2004-06-29,42.0
2004-06-30,42.060001373291016
2004-07-01,41.79999923706055
2004-07-02,42.220001220703125
2004-07-06,41.900001525878906
2004-07-07,42.29999923706055
2004-07-08,42.099998474121094
2004-07-09,42.68000030517578
2004-07-12,42.5
2004-07-13,41.900001525878906
2004-07-14,42.099998474121094
2004-07-15,41.68000030517578
2004-07-16,41.68000030517578
2004-07-19,41.880001068115234
2004-07-20,41.68000030517578
2004-07-21,41.040000915527344
2004-07-22,41.36000061035156
2004-07-23,40.13999938964844
2004-07-26,40.41999816894531
2004-07-27,40.540000915527344
2004-07-28,40.13999938964844
2004-07-29,40.560001373291016
2004-07-30,40.599998474121094
2004-08-02,40.7400016784668
2004-08-03,40.91999816894531
2004-08-04,40.63999938964844
2004-08-05,40.13999938964844
2004-08-06,40.20000076293945
2004-08-09,39.900001525878906
2004-08-10,40.20000076293945
2004-08-11,39.5
2004-08-12,39.2599983215332
2004-08-13,39.65999984741211
2004-08-16,40.099998474121094
2004-08-17,40.13999938964844
2004-08-18,40.86000061035156
2004-08-19,40.560001373291016
2004-08-20,40.380001068115234
2004-08-23,40.02000045776367
2004-08-24,39.939998626708984
2004-08-25,40.34000015258789
2004-08-26,40.08000183105469
2004-08-27,40.20000076293945
2004-08-30,40.099998474121094
2004-08-31,40.70000076293945
2004-09-01,41.08000183105469
2004-09-02,41.13999938964844
2004-09-03,41.20000076293945
2004-09-07,41.560001373291016
2004-09-08,41.65999984741211
2004-09-09,41.5
2004-09-10,41.619998931884766
2004-09-13,41.79999923706055
2004-09-14,41.79999923706055
2004-09-15,41.63999938964844
2004-09-16,41.599998474121094
2004-09-17,42.15999984741211
2004-09-20,41.779998779296875
2004-09-21,42.63999938964844
2004-09-22,42.02000045776367
2004-09-23,42.099998474121094
2004-09-24,42.560001373291016
2004-09-27,42.36000061035156
2004-09-28,42.47999954223633
2004-09-29,42.900001525878906
2004-09-30,42.84000015258789
2004-10-01,43.70000076293945
2004-10-04,43.459999084472656
2004-10-05,43.65999984741211
2004-10-06,43.36000061035156
2004-10-07,43.29999923706055
2004-10-08,43.880001068115234
2004-10-11,43.939998626708984
2004-10-12,43.58000183105469
2004-10-13,43.060001373291016
2004-10-14,43.52000045776367
2004-10-15,44.0
2004-10-18,44.29999923706055
2004-10-19,44.099998474121094
2004-10-20,44.439998626708984
2004-10-21,44.63999938964844
2004-10-22,44.7599983215332
2004-10-25,44.900001525878906
2004-10-26,44.91999816894531
2004-10-27,44.97999954223633
2004-10-28,45.439998626708984
2004-10-29,45.5
2004-11-01,45.41999816894531
2004-11-02,45.7400016784668
2004-11-03,46.2599983215332
2004-11-04,47.0
2004-11-05,47.18000030517578
2004-11-08,47.279998779296875
2004-11-09,47.13999938964844
2004-11-10,47.02000045776367
2004-11-11,47.900001525878906
2004-11-12,48.13999938964844
2004-11-15,47.70000076293945
2004-11-16,47.20000076293945
2004-11-17,48.040000915527344
2004-11-18,48.119998931884766
2004-11-19,48.099998474121094
2004-11-22,48.0
2004-11-23,48.20000076293945
2004-11-24,48.58000183105469
2004-11-26,49.20000076293945
2004-11-29,49.2400016784668
2004-11-30,48.91999816894531
2004-12-01,49.779998779296875
2004-12-02,49.20000076293945
2004-12-03,50.099998474121094
2004-12-06,50.31999969482422
2004-12-07,50.400001525878906
2004-12-08,50.13999938964844
2004-12-09,50.380001068115234
2004-12-10,49.86000061035156
2004-12-13,50.7400016784668
2004-12-14,50.720001220703125
2004-12-15,51.060001373291016
2004-12-16,50.20000076293945
2004-12-17,50.29999923706055
2004-12-20,51.119998931884766
2004-12-21,51.47999954223633
2004-12-22,51.63999938964844
2004-12-23,50.900001525878906
2004-12-27,51.400001525878906
2004-12-28,51.41999816894531
2004-12-29,51.41999816894531
2004-12-30,51.29999923706055
