,ACLS
2004-07-02,45.439998626708984
2004-07-06,43.720001220703125
2004-07-07,44.0
2004-07-08,43.880001068115234
2004-07-09,44.279998779296875
2004-07-12,41.560001373291016
2004-07-13,41.040000915527344
2004-07-14,38.52000045776367
2004-07-15,38.79999923706055
2004-07-16,37.91999816894531
2004-07-19,37.91999816894531
2004-07-20,39.279998779296875
2004-07-21,36.040000915527344
2004-07-22,37.040000915527344
2004-07-23,35.0
2004-07-26,34.439998626708984
2004-07-27,35.599998474121094
2004-07-28,33.15999984741211
2004-07-29,35.84000015258789
2004-07-30,37.31999969482422
2004-08-02,37.20000076293945
2004-08-03,35.2400016784668
2004-08-04,36.08000183105469
2004-08-05,35.31999969482422
2004-08-06,32.84000015258789
2004-08-09,33.599998474121094
2004-08-10,33.880001068115234
2004-08-11,32.84000015258789
2004-08-12,31.440000534057617
2004-08-13,31.1200008392334
2004-08-16,32.0
2004-08-17,33.119998931884766
2004-08-18,34.47999954223633
2004-08-19,34.599998474121094
2004-08-20,34.7599983215332
2004-08-23,35.7599983215332
2004-08-24,35.040000915527344
2004-08-25,35.279998779296875
2004-08-26,33.279998779296875
2004-08-27,33.0
2004-08-30,31.8799991607666
2004-08-31,31.200000762939453
2004-09-01,31.399999618530273
2004-09-02,31.31999969482422
2004-09-03,29.600000381469727
2004-09-07,29.920000076293945
2004-09-08,29.040000915527344
2004-09-09,31.559999465942383
2004-09-10,32.560001373291016
2004-09-13,33.439998626708984
2004-09-14,33.439998626708984
2004-09-15,32.31999969482422
2004-09-16,33.0
2004-09-17,33.68000030517578
2004-09-20,34.52000045776367
2004-09-21,35.119998931884766
2004-09-22,32.79999923706055
2004-09-23,33.560001373291016
2004-09-24,32.119998931884766
2004-09-27,31.360000610351562
2004-09-28,31.959999084472656
2004-09-29,33.20000076293945
2004-09-30,33.119998931884766
2004-10-01,35.79999923706055
2004-10-04,36.47999954223633
2004-10-05,36.040000915527344
2004-10-06,35.959999084472656
2004-10-07,35.119998931884766
2004-10-08,32.91999816894531
2004-10-11,33.15999984741211
2004-10-12,32.279998779296875
2004-10-13,32.36000061035156
2004-10-14,30.559999465942383
2004-10-15,31.200000762939453
2004-10-18,31.440000534057617
2004-10-19,31.719999313354492
2004-10-20,32.279998779296875
2004-10-21,33.599998474121094
2004-10-22,31.920000076293945
2004-10-25,32.79999923706055
2004-10-26,32.119998931884766
2004-10-27,33.79999923706055
2004-10-28,34.400001525878906
2004-10-29,34.400001525878906
2004-11-01,34.63999938964844
2004-11-02,34.439998626708984
2004-11-03,34.31999969482422
2004-11-04,28.399999618530273
2004-11-05,28.239999771118164
2004-11-08,27.84000015258789
2004-11-09,27.440000534057617
2004-11-10,26.360000610351562
2004-11-11,27.760000228881836
2004-11-12,27.360000610351562
2004-11-15,28.600000381469727
2004-11-16,27.84000015258789
2004-11-17,29.040000915527344
2004-11-18,28.920000076293945
2004-11-19,28.0
2004-11-22,28.719999313354492
2004-11-23,28.360000610351562
2004-11-24,28.799999237060547
2004-11-26,28.799999237060547
2004-11-29,29.399999618530273
2004-11-30,29.200000762939453
2004-12-01,30.799999237060547
2004-12-02,30.200000762939453
2004-12-03,32.08000183105469
2004-12-06,32.68000030517578
2004-12-07,32.52000045776367
2004-12-08,31.079999923706055
2004-12-09,30.440000534057617
2004-12-10,31.0
2004-12-13,31.719999313354492
2004-12-14,32.720001220703125
2004-12-15,33.31999969482422
2004-12-16,31.8799991607666
2004-12-17,32.63999938964844
2004-12-20,31.920000076293945
2004-12-21,32.79999923706055
2004-12-22,32.439998626708984
2004-12-23,32.2400016784668
2004-12-27,31.8799991607666
2004-12-28,32.68000030517578
2004-12-29,32.400001525878906
2004-12-30,32.31999969482422
2004-12-31,32.52000045776367
2005-01-03,31.559999465942383
2005-01-04,29.559999465942383
2005-01-05,27.84000015258789
2005-01-06,27.760000228881836
2005-01-07,27.15999984741211
2005-01-10,27.959999084472656
2005-01-11,27.360000610351562
2005-01-12,29.239999771118164
2005-01-13,28.200000762939453
2005-01-14,29.15999984741211
2005-01-18,29.200000762939453
2005-01-19,28.920000076293945
2005-01-20,28.200000762939453
2005-01-21,28.1200008392334
2005-01-24,27.719999313354492
2005-01-25,28.0
2005-01-26,29.31999969482422
2005-01-27,29.68000030517578
2005-01-28,29.040000915527344
2005-01-31,29.8799991607666
2005-02-01,30.719999313354492
2005-02-02,30.68000030517578
2005-02-03,30.84000015258789
2005-02-04,34.31999969482422
2005-02-07,34.400001525878906
2005-02-08,35.599998474121094
2005-02-09,34.20000076293945
2005-02-10,33.68000030517578
2005-02-11,35.7599983215332
2005-02-14,36.20000076293945
2005-02-15,37.279998779296875
2005-02-16,37.400001525878906
2005-02-17,35.560001373291016
2005-02-18,35.68000030517578
2005-02-22,35.040000915527344
2005-02-23,33.79999923706055
2005-02-24,35.15999984741211
2005-02-25,35.119998931884766
2005-02-28,34.400001525878906
2005-03-01,35.52000045776367
2005-03-02,35.08000183105469
2005-03-03,34.560001373291016
2005-03-04,34.119998931884766
2005-03-07,34.0
2005-03-08,33.15999984741211
2005-03-09,32.91999816894531
2005-03-10,32.599998474121094
2005-03-11,31.920000076293945
2005-03-14,31.920000076293945
2005-03-15,31.079999923706055
2005-03-16,30.360000610351562
2005-03-17,30.559999465942383
2005-03-18,29.15999984741211
2005-03-21,29.200000762939453
2005-03-22,29.040000915527344
2005-03-23,28.920000076293945
2005-03-24,29.040000915527344
2005-03-28,28.959999084472656
2005-03-29,28.15999984741211
2005-03-30,29.239999771118164
2005-03-31,29.200000762939453
2005-04-01,28.479999542236328
2005-04-04,27.84000015258789
2005-04-05,27.84000015258789
2005-04-06,27.760000228881836
2005-04-07,28.15999984741211
2005-04-08,27.8799991607666
2005-04-11,27.8799991607666
2005-04-12,28.31999969482422
2005-04-13,27.399999618530273
2005-04-14,27.360000610351562
2005-04-15,26.440000534057617
2005-04-18,26.399999618530273
2005-04-19,27.360000610351562
2005-04-20,26.360000610351562
2005-04-21,27.799999237060547
2005-04-22,27.280000686645508
2005-04-25,27.239999771118164
2005-04-26,26.68000030517578
2005-04-27,26.639999389648438
2005-04-28,25.31999969482422
2005-04-29,24.84000015258789
2005-05-02,24.479999542236328
2005-05-03,24.200000762939453
2005-05-04,24.360000610351562
2005-05-05,24.15999984741211
2005-05-06,23.8799991607666
2005-05-09,23.959999084472656
2005-05-10,22.84000015258789
2005-05-11,23.0
2005-05-12,22.719999313354492
2005-05-13,22.440000534057617
2005-05-16,21.959999084472656
2005-05-17,22.600000381469727
2005-05-18,23.8799991607666
2005-05-19,23.399999618530273
2005-05-20,24.040000915527344
2005-05-23,24.360000610351562
2005-05-24,24.639999389648438
2005-05-25,25.280000686645508
2005-05-26,26.31999969482422
2005-05-27,26.200000762939453
2005-05-31,26.600000381469727
2005-06-01,27.280000686645508
2005-06-02,29.040000915527344
2005-06-03,28.239999771118164
2005-06-06,28.15999984741211
2005-06-07,30.760000228881836
2005-06-08,31.280000686645508
2005-06-09,31.84000015258789
2005-06-10,30.760000228881836
2005-06-13,31.200000762939453
2005-06-14,30.440000534057617
2005-06-15,30.31999969482422
2005-06-16,30.68000030517578
2005-06-17,29.31999969482422
2005-06-20,28.84000015258789
2005-06-21,29.0
2005-06-22,29.1200008392334
2005-06-23,29.079999923706055
2005-06-24,28.200000762939453
2005-06-27,27.639999389648438
2005-06-28,28.280000686645508
2005-06-29,28.31999969482422
2005-06-30,27.440000534057617
2005-07-01,27.559999465942383
2005-07-05,27.799999237060547
2005-07-06,28.040000915527344
2005-07-07,28.079999923706055
2005-07-08,28.719999313354492
2005-07-11,29.360000610351562
2005-07-12,29.68000030517578
2005-07-13,29.559999465942383
2005-07-14,29.440000534057617
2005-07-15,28.84000015258789
2005-07-18,28.239999771118164
2005-07-19,29.15999984741211
2005-07-20,29.920000076293945
2005-07-21,28.799999237060547
2005-07-22,29.68000030517578
2005-07-25,29.520000457763672
2005-07-26,29.639999389648438
2005-07-27,29.360000610351562
2005-07-28,27.68000030517578
2005-07-29,27.639999389648438
2005-08-01,26.760000228881836
2005-08-02,26.8799991607666
2005-08-03,27.239999771118164
2005-08-04,26.360000610351562
2005-08-05,25.719999313354492
2005-08-08,25.31999969482422
2005-08-09,24.760000228881836
2005-08-10,24.280000686645508
2005-08-11,25.040000915527344
2005-08-12,24.799999237060547
2005-08-15,25.079999923706055
2005-08-16,24.31999969482422
2005-08-17,25.280000686645508
2005-08-18,25.360000610351562
2005-08-19,25.520000457763672
2005-08-22,25.200000762939453
2005-08-23,24.719999313354492
2005-08-24,23.959999084472656
2005-08-25,23.959999084472656
2005-08-26,23.440000534057617
2005-08-29,23.639999389648438
2005-08-30,23.0
2005-08-31,23.600000381469727
2005-09-01,22.8799991607666
2005-09-02,22.799999237060547
2005-09-06,23.84000015258789
2005-09-07,23.84000015258789
2005-09-08,23.8799991607666
2005-09-09,23.84000015258789
2005-09-12,24.040000915527344
2005-09-13,23.719999313354492
2005-09-14,22.920000076293945
2005-09-15,22.639999389648438
2005-09-16,22.8799991607666
2005-09-19,23.079999923706055
2005-09-20,22.200000762939453
2005-09-21,21.15999984741211
2005-09-22,21.559999465942383
2005-09-23,21.520000457763672
2005-09-26,20.84000015258789
2005-09-27,20.559999465942383
2005-09-28,20.639999389648438
2005-09-29,20.479999542236328
2005-09-30,20.8799991607666
2005-10-03,21.600000381469727
2005-10-04,23.479999542236328
2005-10-05,22.360000610351562
2005-10-06,22.0
2005-10-07,22.440000534057617
2005-10-10,21.8799991607666
2005-10-11,22.079999923706055
2005-10-12,21.520000457763672
2005-10-13,21.920000076293945
2005-10-14,22.239999771118164
2005-10-17,22.520000457763672
2005-10-18,22.959999084472656
2005-10-19,21.84000015258789
2005-10-20,21.760000228881836
2005-10-21,22.1200008392334
2005-10-24,22.719999313354492
2005-10-25,22.200000762939453
2005-10-26,22.200000762939453
2005-10-27,17.31999969482422
2005-10-28,16.799999237060547
2005-10-31,17.399999618530273
2005-11-01,17.360000610351562
2005-11-02,17.68000030517578
2005-11-03,18.079999923706055
2005-11-04,17.440000534057617
2005-11-07,18.079999923706055
2005-11-08,17.68000030517578
2005-11-09,17.600000381469727
2005-11-10,17.799999237060547
2005-11-11,17.440000534057617
2005-11-14,16.719999313354492
2005-11-15,16.479999542236328
2005-11-16,17.280000686645508
2005-11-17,17.31999969482422
2005-11-18,18.479999542236328
2005-11-21,18.639999389648438
2005-11-22,19.079999923706055
2005-11-23,18.799999237060547
2005-11-25,18.959999084472656
2005-11-28,18.479999542236328
2005-11-29,18.479999542236328
2005-11-30,19.15999984741211
2005-12-01,20.559999465942383
2005-12-02,20.8799991607666
2005-12-05,20.84000015258789
2005-12-06,20.84000015258789
2005-12-07,19.799999237060547
2005-12-08,19.639999389648438
2005-12-09,19.440000534057617
2005-12-12,19.1200008392334
2005-12-13,19.040000915527344
2005-12-14,18.920000076293945
2005-12-15,18.799999237060547
2005-12-16,18.959999084472656
2005-12-19,18.719999313354492
2005-12-20,18.719999313354492
2005-12-21,19.15999984741211
2005-12-22,18.68000030517578
2005-12-23,18.719999313354492
2005-12-27,18.559999465942383
2005-12-28,19.040000915527344
2005-12-29,18.8799991607666
2005-12-30,19.079999923706055
2006-01-03,19.1200008392334
2006-01-04,19.559999465942383
2006-01-05,19.719999313354492
2006-01-06,19.799999237060547
2006-01-09,20.84000015258789
2006-01-10,21.360000610351562
2006-01-11,20.799999237060547
2006-01-12,20.559999465942383
2006-01-13,22.1200008392334
2006-01-17,22.639999389648438
2006-01-18,23.239999771118164
2006-01-19,27.079999923706055
2006-01-20,26.399999618530273
2006-01-23,25.959999084472656
2006-01-24,27.239999771118164
2006-01-25,26.479999542236328
2006-01-26,26.479999542236328
2006-01-27,26.31999969482422
2006-01-30,25.8799991607666
2006-01-31,25.280000686645508
2006-02-01,25.520000457763672
2006-02-02,24.799999237060547
2006-02-03,24.360000610351562
2006-02-06,24.360000610351562
2006-02-07,24.440000534057617
2006-02-08,25.440000534057617
2006-02-09,30.479999542236328
2006-02-10,30.399999618530273
2006-02-13,29.600000381469727
2006-02-14,30.760000228881836
2006-02-15,30.8799991607666
2006-02-16,32.0
2006-02-17,30.760000228881836
2006-02-21,29.719999313354492
2006-02-22,29.719999313354492
2006-02-23,28.719999313354492
2006-02-24,28.799999237060547
2006-02-27,28.0
2006-02-28,27.639999389648438
2006-03-01,28.920000076293945
2006-03-02,28.600000381469727
2006-03-03,28.239999771118164
2006-03-06,28.1200008392334
2006-03-07,26.8799991607666
2006-03-08,26.31999969482422
2006-03-09,26.200000762939453
2006-03-10,26.239999771118164
2006-03-13,26.559999465942383
2006-03-14,27.440000534057617
2006-03-15,27.479999542236328
2006-03-16,25.600000381469727
2006-03-17,24.719999313354492
2006-03-20,24.68000030517578
2006-03-21,24.959999084472656
2006-03-22,24.31999969482422
2006-03-23,24.0
2006-03-24,24.440000534057617
2006-03-27,24.280000686645508
2006-03-28,24.040000915527344
2006-03-29,24.200000762939453
2006-03-30,24.040000915527344
2006-03-31,23.440000534057617
2006-04-03,24.0
2006-04-04,23.520000457763672
2006-04-05,24.31999969482422
2006-04-06,25.239999771118164
2006-04-07,24.440000534057617
2006-04-10,23.760000228881836
2006-04-11,23.200000762939453
2006-04-12,23.079999923706055
2006-04-13,23.639999389648438
2006-04-17,22.8799991607666
2006-04-18,23.84000015258789
2006-04-19,24.239999771118164
2006-04-20,24.079999923706055
2006-04-21,23.31999969482422
2006-04-24,23.31999969482422
2006-04-25,23.600000381469727
2006-04-26,23.440000534057617
2006-04-27,23.239999771118164
2006-04-28,23.559999465942383
2006-05-01,23.360000610351562
2006-05-02,23.360000610351562
2006-05-03,23.1200008392334
2006-05-04,24.15999984741211
2006-05-05,27.559999465942383
2006-05-08,28.079999923706055
2006-05-09,27.68000030517578
2006-05-10,26.959999084472656
2006-05-11,25.799999237060547
2006-05-12,25.799999237060547
2006-05-15,25.079999923706055
2006-05-16,24.559999465942383
2006-05-17,25.360000610351562
2006-05-18,25.31999969482422
2006-05-19,25.959999084472656
2006-05-22,25.0
2006-05-23,25.15999984741211
2006-05-24,24.8799991607666
2006-05-25,24.600000381469727
2006-05-26,24.559999465942383
2006-05-30,24.079999923706055
2006-05-31,25.479999542236328
2006-06-01,26.559999465942383
2006-06-02,26.1200008392334
2006-06-05,25.079999923706055
2006-06-06,25.1200008392334
2006-06-07,24.639999389648438
2006-06-08,24.600000381469727
2006-06-09,23.719999313354492
2006-06-12,22.399999618530273
2006-06-13,21.239999771118164
2006-06-14,21.799999237060547
2006-06-15,22.479999542236328
2006-06-16,21.639999389648438
2006-06-19,21.920000076293945
2006-06-20,22.0
2006-06-21,22.440000534057617
2006-06-22,23.040000915527344
2006-06-23,22.799999237060547
2006-06-26,22.479999542236328
2006-06-27,22.040000915527344
2006-06-28,22.360000610351562
2006-06-29,24.15999984741211
2006-06-30,23.600000381469727
2006-07-03,24.0
2006-07-05,23.239999771118164
2006-07-06,23.920000076293945
2006-07-07,23.280000686645508
2006-07-10,22.639999389648438
2006-07-11,24.200000762939453
2006-07-12,23.0
2006-07-13,22.239999771118164
2006-07-14,22.1200008392334
2006-07-17,22.15999984741211
2006-07-18,22.1200008392334
2006-07-19,22.639999389648438
2006-07-20,21.68000030517578
2006-07-21,20.84000015258789
2006-07-24,21.440000534057617
2006-07-25,21.239999771118164
2006-07-26,21.31999969482422
2006-07-27,20.8799991607666
2006-07-28,21.799999237060547
2006-07-31,22.1200008392334
2006-08-01,21.719999313354492
2006-08-02,22.520000457763672
2006-08-03,22.920000076293945
2006-08-04,22.239999771118164
2006-08-07,22.399999618530273
2006-08-08,22.040000915527344
2006-08-09,21.68000030517578
2006-08-10,21.799999237060547
2006-08-11,21.479999542236328
2006-08-14,21.920000076293945
2006-08-15,23.200000762939453
2006-08-16,24.0
2006-08-17,23.799999237060547
2006-08-18,23.84000015258789
2006-08-21,23.520000457763672
2006-08-22,23.959999084472656
2006-08-23,23.799999237060547
2006-08-24,23.719999313354492
2006-08-25,23.719999313354492
2006-08-28,24.1200008392334
2006-08-29,25.079999923706055
2006-08-30,25.239999771118164
2006-08-31,25.15999984741211
2006-09-01,24.639999389648438
2006-09-05,24.760000228881836
2006-09-06,23.600000381469727
2006-09-07,24.68000030517578
2006-09-08,25.0
2006-09-11,25.15999984741211
2006-09-12,26.360000610351562
2006-09-13,26.399999618530273
2006-09-14,25.920000076293945
2006-09-15,25.84000015258789
2006-09-18,25.920000076293945
2006-09-19,26.15999984741211
2006-09-20,26.920000076293945
2006-09-21,25.84000015258789
2006-09-22,27.1200008392334
2006-09-25,27.600000381469727
2006-09-26,27.639999389648438
2006-09-27,27.559999465942383
2006-09-28,27.520000457763672
2006-09-29,28.15999984741211
2006-10-02,27.84000015258789
2006-10-03,28.0
2006-10-04,28.959999084472656
2006-10-05,28.760000228881836
2006-10-06,28.920000076293945
2006-10-09,29.479999542236328
2006-10-10,29.600000381469727
2006-10-11,29.68000030517578
2006-10-12,30.040000915527344
2006-10-13,30.479999542236328
2006-10-16,30.84000015258789
2006-10-17,29.639999389648438
2006-10-18,28.799999237060547
2006-10-19,28.360000610351562
2006-10-20,27.959999084472656
2006-10-23,28.0
2006-10-24,27.479999542236328
2006-10-25,28.079999923706055
2006-10-26,28.079999923706055
2006-10-27,27.239999771118164
2006-10-30,27.520000457763672
2006-10-31,27.600000381469727
2006-11-01,26.040000915527344
2006-11-02,25.0
2006-11-03,25.31999969482422
2006-11-06,26.040000915527344
2006-11-07,26.280000686645508
2006-11-08,26.440000534057617
2006-11-09,25.479999542236328
2006-11-10,25.799999237060547
2006-11-13,26.479999542236328
2006-11-14,27.399999618530273
2006-11-15,27.440000534057617
2006-11-16,26.559999465942383
2006-11-17,26.31999969482422
2006-11-20,26.959999084472656
2006-11-21,26.600000381469727
2006-11-22,26.959999084472656
2006-11-24,27.1200008392334
2006-11-27,26.15999984741211
2006-11-28,26.200000762939453
2006-11-29,26.239999771118164
2006-11-30,25.559999465942383
2006-12-01,25.600000381469727
2006-12-04,26.479999542236328
2006-12-05,26.479999542236328
2006-12-06,26.399999618530273
2006-12-07,25.399999618530273
2006-12-08,24.1200008392334
2006-12-11,24.200000762939453
2006-12-12,24.280000686645508
2006-12-13,23.600000381469727
2006-12-14,24.0
2006-12-15,23.920000076293945
2006-12-18,23.15999984741211
2006-12-19,22.920000076293945
2006-12-20,23.15999984741211
2006-12-21,23.200000762939453
2006-12-22,22.799999237060547
2006-12-26,23.440000534057617
2006-12-27,23.719999313354492
2006-12-28,23.31999969482422
2006-12-29,23.31999969482422
2007-01-03,23.68000030517578
2007-01-04,24.31999969482422
2007-01-05,24.040000915527344
2007-01-08,23.959999084472656
2007-01-09,25.719999313354492
2007-01-10,26.520000457763672
2007-01-11,26.8799991607666
2007-01-12,26.639999389648438
2007-01-16,26.799999237060547
2007-01-17,26.639999389648438
2007-01-18,25.280000686645508
2007-01-19,25.079999923706055
2007-01-22,25.1200008392334
2007-01-23,24.799999237060547
2007-01-24,25.399999618530273
2007-01-25,25.399999618530273
2007-01-26,26.0
2007-01-29,25.8799991607666
2007-01-30,26.079999923706055
2007-01-31,25.760000228881836
2007-02-01,27.079999923706055
2007-02-02,27.600000381469727
2007-02-05,28.0
2007-02-06,27.959999084472656
2007-02-07,28.479999542236328
2007-02-08,28.760000228881836
2007-02-09,28.15999984741211
2007-02-12,27.600000381469727
2007-02-13,30.0
2007-02-14,31.1200008392334
2007-02-15,30.760000228881836
2007-02-16,30.559999465942383
2007-02-20,30.799999237060547
2007-02-21,30.440000534057617
2007-02-22,31.040000915527344
2007-02-23,31.079999923706055
2007-02-26,30.920000076293945
2007-02-27,29.399999618530273
2007-02-28,29.1200008392334
2007-03-01,28.959999084472656
2007-03-02,28.920000076293945
2007-03-05,28.8799991607666
2007-03-06,29.639999389648438
2007-03-07,29.68000030517578
2007-03-08,29.760000228881836
2007-03-09,29.719999313354492
2007-03-12,29.920000076293945
2007-03-13,29.079999923706055
2007-03-14,29.399999618530273
2007-03-15,30.0
2007-03-16,29.920000076293945
2007-03-19,30.0
2007-03-20,30.600000381469727
2007-03-21,31.200000762939453
2007-03-22,31.079999923706055
2007-03-23,31.0
2007-03-26,31.280000686645508
2007-03-27,30.600000381469727
2007-03-28,30.479999542236328
2007-03-29,30.559999465942383
2007-03-30,30.559999465942383
2007-04-02,30.239999771118164
2007-04-03,30.559999465942383
2007-04-04,31.360000610351562
2007-04-05,32.040000915527344
2007-04-09,29.8799991607666
2007-04-10,29.639999389648438
2007-04-11,29.399999618530273
2007-04-12,29.719999313354492
2007-04-13,29.360000610351562
2007-04-16,30.079999923706055
2007-04-17,29.799999237060547
2007-04-18,30.31999969482422
2007-04-19,29.760000228881836
2007-04-20,30.040000915527344
2007-04-23,30.079999923706055
2007-04-24,30.1200008392334
2007-04-25,30.719999313354492
2007-04-26,30.8799991607666
2007-04-27,30.920000076293945
2007-04-30,30.600000381469727
2007-05-01,32.68000030517578
2007-05-02,32.79999923706055
2007-05-03,26.559999465942383
2007-05-04,27.0
2007-05-07,27.15999984741211
2007-05-08,27.079999923706055
2007-05-09,27.200000762939453
2007-05-10,26.079999923706055
2007-05-11,26.360000610351562
2007-05-14,25.520000457763672
2007-05-15,25.559999465942383
2007-05-16,25.559999465942383
2007-05-17,25.239999771118164
2007-05-18,24.68000030517578
2007-05-21,25.239999771118164
2007-05-22,25.31999969482422
2007-05-23,25.0
2007-05-24,24.719999313354492
2007-05-25,24.799999237060547
2007-05-29,25.15999984741211
2007-05-30,25.68000030517578
2007-05-31,25.719999313354492
2007-06-01,25.68000030517578
2007-06-04,25.479999542236328
2007-06-05,25.31999969482422
2007-06-06,25.399999618530273
2007-06-07,25.040000915527344
2007-06-08,25.040000915527344
2007-06-11,24.239999771118164
2007-06-12,23.959999084472656
2007-06-13,23.84000015258789
2007-06-14,24.360000610351562
2007-06-15,25.239999771118164
2007-06-18,25.15999984741211
2007-06-19,25.1200008392334
2007-06-20,24.799999237060547
2007-06-21,25.959999084472656
2007-06-22,26.239999771118164
2007-06-25,25.639999389648438
2007-06-26,25.600000381469727
2007-06-27,26.1200008392334
2007-06-28,26.360000610351562
2007-06-29,25.959999084472656
2007-07-02,25.920000076293945
2007-07-03,26.520000457763672
2007-07-05,25.84000015258789
2007-07-06,25.799999237060547
2007-07-09,25.360000610351562
2007-07-10,24.959999084472656
2007-07-11,24.920000076293945
2007-07-12,25.079999923706055
2007-07-13,24.559999465942383
2007-07-16,24.84000015258789
2007-07-17,25.399999618530273
2007-07-18,25.079999923706055
2007-07-19,25.68000030517578
2007-07-20,24.799999237060547
2007-07-23,25.040000915527344
2007-07-24,24.040000915527344
2007-07-25,23.719999313354492
2007-07-26,22.760000228881836
2007-07-27,22.079999923706055
2007-07-30,22.639999389648438
2007-07-31,22.200000762939453
2007-08-01,23.1200008392334
2007-08-02,20.84000015258789
2007-08-03,19.280000686645508
2007-08-06,19.1200008392334
2007-08-07,18.600000381469727
2007-08-08,19.799999237060547
2007-08-09,19.68000030517578
2007-08-10,18.84000015258789
2007-08-13,20.040000915527344
2007-08-14,20.0
2007-08-15,19.31999969482422
2007-08-16,20.200000762939453
2007-08-17,20.0
2007-08-20,19.280000686645508
2007-08-21,19.040000915527344
2007-08-22,19.399999618530273
2007-08-23,19.360000610351562
2007-08-24,19.479999542236328
2007-08-27,19.1200008392334
2007-08-28,18.079999923706055
2007-08-29,18.68000030517578
2007-08-30,18.31999969482422
2007-08-31,18.84000015258789
2007-09-04,19.239999771118164
2007-09-05,19.1200008392334
2007-09-06,19.440000534057617
2007-09-07,19.360000610351562
2007-09-10,19.479999542236328
2007-09-11,19.68000030517578
2007-09-12,19.479999542236328
2007-09-13,19.520000457763672
2007-09-14,19.200000762939453
2007-09-17,19.239999771118164
2007-09-18,20.040000915527344
2007-09-19,20.760000228881836
2007-09-20,20.31999969482422
2007-09-21,20.959999084472656
2007-09-24,20.360000610351562
2007-09-25,20.280000686645508
2007-09-26,20.399999618530273
2007-09-27,20.360000610351562
2007-09-28,20.440000534057617
2007-10-01,20.479999542236328
2007-10-02,20.399999618530273
2007-10-03,19.84000015258789
2007-10-04,19.600000381469727
2007-10-05,20.079999923706055
2007-10-08,19.84000015258789
2007-10-09,19.959999084472656
2007-10-10,20.040000915527344
2007-10-11,19.719999313354492
2007-10-12,20.040000915527344
2007-10-15,19.8799991607666
2007-10-16,19.760000228881836
2007-10-17,18.760000228881836
2007-10-18,19.15999984741211
2007-10-19,18.719999313354492
2007-10-22,19.040000915527344
2007-10-23,19.0
2007-10-24,18.399999618530273
2007-10-25,17.719999313354492
2007-10-26,17.399999618530273
2007-10-29,17.600000381469727
2007-10-30,18.200000762939453
2007-10-31,18.760000228881836
2007-11-01,17.639999389648438
2007-11-02,16.68000030517578
2007-11-05,16.200000762939453
2007-11-06,16.920000076293945
2007-11-07,16.15999984741211
2007-11-08,16.280000686645508
2007-11-09,16.8799991607666
2007-11-12,17.31999969482422
2007-11-13,17.440000534057617
2007-11-14,17.559999465942383
2007-11-15,17.479999542236328
2007-11-16,17.559999465942383
2007-11-19,17.239999771118164
2007-11-20,17.360000610351562
2007-11-21,17.079999923706055
2007-11-23,17.399999618530273
2007-11-26,16.68000030517578
2007-11-27,16.8799991607666
2007-11-28,17.959999084472656
2007-11-29,17.84000015258789
2007-11-30,18.959999084472656
2007-12-03,18.399999618530273
2007-12-04,17.479999542236328
2007-12-05,17.559999465942383
2007-12-06,18.15999984741211
2007-12-07,18.040000915527344
2007-12-10,17.559999465942383
2007-12-11,17.280000686645508
2007-12-12,17.8799991607666
2007-12-13,18.200000762939453
2007-12-14,18.040000915527344
2007-12-17,17.959999084472656
2007-12-18,18.239999771118164
2007-12-19,18.440000534057617
2007-12-20,19.15999984741211
2007-12-21,20.31999969482422
2007-12-24,19.68000030517578
2007-12-26,20.68000030517578
2007-12-27,18.84000015258789
2007-12-28,19.68000030517578
2007-12-31,18.399999618530273
2008-01-02,18.760000228881836
2008-01-03,18.31999969482422
2008-01-04,17.520000457763672
2008-01-07,17.799999237060547
2008-01-08,17.0
2008-01-09,17.1200008392334
2008-01-10,17.520000457763672
2008-01-11,16.559999465942383
2008-01-14,17.399999618530273
2008-01-15,16.200000762939453
2008-01-16,17.280000686645508
2008-01-17,16.479999542236328
2008-01-18,16.15999984741211
2008-01-22,15.479999542236328
2008-01-23,16.0
2008-01-24,16.31999969482422
2008-01-25,16.1200008392334
2008-01-28,16.239999771118164
2008-01-29,16.520000457763672
2008-01-30,16.0
2008-01-31,15.960000038146973
2008-02-01,16.440000534057617
2008-02-04,16.719999313354492
2008-02-05,16.0
2008-02-06,16.239999771118164
2008-02-07,16.15999984741211
2008-02-08,16.15999984741211
2008-02-11,19.920000076293945
2008-02-12,20.799999237060547
2008-02-13,21.0
2008-02-14,20.68000030517578
2008-02-15,20.559999465942383
2008-02-19,20.440000534057617
2008-02-20,20.360000610351562
2008-02-21,19.479999542236328
2008-02-22,20.639999389648438
2008-02-25,20.84000015258789
2008-02-26,21.280000686645508
2008-02-27,21.31999969482422
2008-02-28,21.68000030517578
2008-02-29,23.0
2008-03-03,21.239999771118164
2008-03-04,20.399999618530273
2008-03-05,20.200000762939453
2008-03-06,20.479999542236328
2008-03-07,21.479999542236328
2008-03-10,21.799999237060547
2008-03-11,21.799999237060547
2008-03-12,21.920000076293945
2008-03-13,22.639999389648438
2008-03-14,22.360000610351562
2008-03-17,20.920000076293945
2008-03-18,22.280000686645508
2008-03-19,21.559999465942383
2008-03-20,22.31999969482422
2008-03-24,22.399999618530273
2008-03-25,22.639999389648438
2008-03-26,22.399999618530273
2008-03-27,21.799999237060547
2008-03-28,21.600000381469727
2008-03-31,22.399999618530273
2008-04-01,22.600000381469727
2008-04-02,22.360000610351562
