,CTIC
2001-11-07,356400.0
2001-11-08,357840.0
2001-11-09,349200.0
2001-11-12,350400.0
2001-11-13,358440.0
2001-11-14,352320.0
2001-11-15,351720.0
2001-11-16,350280.0
2001-11-19,368640.0
2001-11-20,356400.0
2001-11-21,363600.0
2001-11-23,366120.0
2001-11-26,367440.0
2001-11-27,358200.0
2001-11-28,330000.0
2001-11-29,327600.0
2001-11-30,328320.0
2001-12-03,330840.0
2001-12-04,336600.0
2001-12-05,334680.0
2001-12-06,338520.0
2001-12-07,314520.0
2001-12-10,303000.0
2001-12-11,294480.0
2001-12-12,287400.0
2001-12-13,298800.0
2001-12-14,302400.0
2001-12-17,307560.0
2001-12-18,310200.0
2001-12-19,300360.0
2001-12-20,291360.0
2001-12-21,298320.0
2001-12-24,292080.0
2001-12-26,296400.0
2001-12-27,290880.0
2001-12-28,299400.0
2001-12-31,289680.0
2002-01-02,282480.0
2002-01-03,278400.0
2002-01-04,287520.0
2002-01-07,277800.0
2002-01-08,272760.0
2002-01-09,270000.0
2002-01-10,275520.0
2002-01-11,294480.0
2002-01-14,284520.0
2002-01-15,296400.0
2002-01-16,291240.0
2002-01-17,292680.0
2002-01-18,270600.0
2002-01-22,264000.0
2002-01-23,287280.0
2002-01-24,276000.0
2002-01-25,276960.0
2002-01-28,266400.0
2002-01-29,268920.0
2002-01-30,263280.0
2002-01-31,260640.0
2002-02-01,271680.0
2002-02-04,248040.0
2002-02-05,251520.0
2002-02-06,237120.0
2002-02-07,237960.0
2002-02-08,263520.0
2002-02-11,262560.0
2002-02-12,276120.0
2002-02-13,266880.0
2002-02-14,258000.0
2002-02-15,261960.0
2002-02-19,247200.0
2002-02-20,254040.0
2002-02-21,245640.0
2002-02-22,257040.0
2002-02-25,249480.0
2002-02-26,263880.0
2002-02-27,270240.0
2002-02-28,265080.0
2002-03-01,269160.0
2002-03-04,277680.0
2002-03-05,279000.0
2002-03-06,293760.0
2002-03-07,291000.0
2002-03-08,300960.0
2002-03-11,291240.0
2002-03-12,291360.0
2002-03-13,312000.0
2002-03-14,312600.0
2002-03-15,307680.0
2002-03-18,323400.0
2002-03-19,322680.0
2002-03-20,308400.0
2002-03-21,324000.0
2002-03-22,307440.0
2002-03-25,297360.0
2002-03-26,300600.0
2002-03-27,297720.0
2002-03-28,297960.0
2002-04-01,305280.0
2002-04-02,287520.0
2002-04-03,285720.0
2002-04-04,279720.0
2002-04-05,270120.0
2002-04-08,270000.0
2002-04-09,258840.0
2002-04-10,256680.0
2002-04-11,246240.0
2002-04-12,255600.0
2002-04-15,244920.0
2002-04-16,222000.0
2002-04-17,197520.0
2002-04-18,198720.0
2002-04-19,193200.0
2002-04-22,180120.0
2002-04-23,180480.0
2002-04-24,166440.0
2002-04-25,136800.0
2002-04-26,143040.0
2002-04-29,144720.0
2002-04-30,149040.0
2002-05-01,147600.0
2002-05-02,142440.0
2002-05-03,138600.0
2002-05-06,127800.0
2002-05-07,129960.0
2002-05-08,150480.0
2002-05-09,135120.0
2002-05-10,131160.0
2002-05-13,135720.0
2002-05-14,147000.0
2002-05-15,143520.0
2002-05-16,142800.0
2002-05-17,148200.0
2002-05-20,109680.0
2002-05-21,110400.0
2002-05-22,107520.0
2002-05-23,106800.0
2002-05-24,98640.0
2002-05-28,94440.0
2002-05-29,90600.0
2002-05-30,86880.0
2002-05-31,85440.0
2002-06-03,72600.0
2002-06-04,67080.0
2002-06-05,70800.0
2002-06-06,63000.0
2002-06-07,76200.0
2002-06-10,78600.0
2002-06-11,72960.0
2002-06-12,70920.0
2002-06-13,66960.0
2002-06-14,71640.0
2002-06-17,74400.0
2002-06-18,72000.0
2002-06-19,63960.0
2002-06-20,59760.0
2002-06-21,60240.0
2002-06-24,59160.0
2002-06-25,60120.0
2002-06-26,61920.0
2002-06-27,62160.0
2002-06-28,65400.0
2002-07-01,59280.0
2002-07-02,54600.0
2002-07-03,55920.0
2002-07-05,58800.0
2002-07-08,55200.0
2002-07-09,56400.0
2002-07-10,53520.0
2002-07-11,55200.0
2002-07-12,51000.0
2002-07-15,50400.0
2002-07-16,48360.0
2002-07-17,50520.0
2002-07-18,48480.0
2002-07-19,44640.0
2002-07-22,44400.0
2002-07-23,41400.0
2002-07-24,39000.0
2002-07-25,37080.0
2002-07-26,35400.0
2002-07-29,37560.0
2002-07-30,41880.0
2002-07-31,38280.0
2002-08-01,38160.0
2002-08-02,36360.0
2002-08-05,32880.0
2002-08-06,33600.0
2002-08-07,32400.0
2002-08-08,37680.0
2002-08-09,46800.0
2002-08-12,46800.0
2002-08-13,43560.0
2002-08-14,54000.0
2002-08-15,62520.0
2002-08-16,61920.0
2002-08-19,60000.0
2002-08-20,57600.0
2002-08-21,61320.0
2002-08-22,60960.0
2002-08-23,60000.0
2002-08-26,63840.0
2002-08-27,66120.0
2002-08-28,60840.0
2002-08-29,65280.0
2002-08-30,63000.0
2002-09-03,58800.0
2002-09-04,57000.0
2002-09-05,51600.0
2002-09-06,54120.0
2002-09-09,54240.0
2002-09-10,56280.0
2002-09-11,59520.0
2002-09-12,57120.0
2002-09-13,57240.0
2002-09-16,59400.0
2002-09-17,57000.0
2002-09-18,53520.0
2002-09-19,49920.0
2002-09-20,51600.0
2002-09-23,52080.0
2002-09-24,58320.0
2002-09-25,60000.0
2002-09-26,60000.0
2002-09-27,53520.0
2002-09-30,52800.0
2002-10-01,58080.0
2002-10-02,55800.0
2002-10-03,55560.0
2002-10-04,54240.0
2002-10-07,55200.0
2002-10-08,56520.0
2002-10-09,48480.0
2002-10-10,52560.0
2002-10-11,54480.0
2002-10-14,54480.0
2002-10-15,54000.0
2002-10-16,55200.0
2002-10-17,58800.0
2002-10-18,60480.0
2002-10-21,62880.0
2002-10-22,62400.0
2002-10-23,62760.0
2002-10-24,59160.0
2002-10-25,60120.0
2002-10-28,61920.0
2002-10-29,65640.0
2002-10-30,67080.0
2002-10-31,74160.0
2002-11-01,83400.0
2002-11-04,93720.0
2002-11-05,94440.0
2002-11-06,96840.0
2002-11-07,91920.0
2002-11-08,91800.0
2002-11-11,84720.0
2002-11-12,92280.0
2002-11-13,87840.0
2002-11-14,95400.0
2002-11-15,103200.0
2002-11-18,104160.0
2002-11-19,93720.0
2002-11-20,97440.0
2002-11-21,96000.0
2002-11-22,105600.0
2002-11-25,111960.0
2002-11-26,107400.0
2002-11-27,114240.0
2002-11-29,115200.0
2002-12-02,113160.0
2002-12-03,104400.0
2002-12-04,101160.0
2002-12-05,100920.0
2002-12-06,99240.0
2002-12-09,96000.0
2002-12-10,95160.0
2002-12-11,96480.0
2002-12-12,96000.0
2002-12-13,90840.0
2002-12-16,88800.0
2002-12-17,97800.0
2002-12-18,92400.0
2002-12-19,91800.0
2002-12-20,91080.0
2002-12-23,92880.0
2002-12-24,91320.0
2002-12-26,93360.0
2002-12-27,87240.0
2002-12-30,84840.0
2002-12-31,87240.0
2003-01-02,92160.0
2003-01-03,91440.0
2003-01-06,90120.0
2003-01-07,87720.0
2003-01-08,84000.0
2003-01-09,85440.0
2003-01-10,84000.0
2003-01-13,84480.0
2003-01-14,85200.0
2003-01-15,78840.0
2003-01-16,75360.0
2003-01-17,77880.0
2003-01-21,78240.0
2003-01-22,80160.0
2003-01-23,78720.0
2003-01-24,72480.0
2003-01-27,70680.0
2003-01-28,77160.0
2003-01-29,77280.0
2003-01-30,76920.0
2003-01-31,78000.0
2003-02-03,76680.0
2003-02-04,75960.0
2003-02-05,74640.0
2003-02-06,74400.0
2003-02-07,69600.0
2003-02-10,69600.0
2003-02-11,68400.0
2003-02-12,66720.0
2003-02-13,65040.0
2003-02-14,64800.0
2003-02-18,65280.0
2003-02-19,65640.0
2003-02-20,70800.0
2003-02-21,77760.0
2003-02-24,75240.0
2003-02-25,80040.0
2003-02-26,82920.0
2003-02-27,85200.0
2003-02-28,84240.0
2003-03-03,82800.0
2003-03-04,85560.0
2003-03-05,88800.0
2003-03-06,84000.0
2003-03-07,81960.0
2003-03-10,81240.0
2003-03-11,80040.0
2003-03-12,83040.0
2003-03-13,87840.0
2003-03-14,88680.0
2003-03-17,89400.0
2003-03-18,92280.0
2003-03-19,93240.0
2003-03-20,96600.0
2003-03-21,106440.0
2003-03-24,104760.0
2003-03-25,100800.0
2003-03-26,97320.0
2003-03-27,98160.0
2003-03-28,102480.0
2003-03-31,99480.0
2003-04-01,100080.0
2003-04-02,106200.0
2003-04-03,103080.0
2003-04-04,102000.0
2003-04-07,100800.0
2003-04-08,103200.0
2003-04-09,99720.0
2003-04-10,96000.0
2003-04-11,93960.0
2003-04-14,96720.0
2003-04-15,100920.0
2003-04-16,98640.0
2003-04-17,100560.0
2003-04-21,98040.0
2003-04-22,103200.0
2003-04-23,113400.0
2003-04-24,103920.0
2003-04-25,101040.0
2003-04-28,105360.0
2003-04-29,101880.0
2003-04-30,108360.0
2003-05-01,107880.0
2003-05-02,108600.0
2003-05-05,109080.0
2003-05-06,110040.0
2003-05-07,104640.0
2003-05-08,99000.0
2003-05-09,104520.0
2003-05-12,104520.0
2003-05-13,108000.0
2003-05-14,111120.0
2003-05-15,116400.0
2003-05-16,122520.0
2003-05-19,118800.0
2003-05-20,126720.0
2003-05-21,128520.0
2003-05-22,135600.0
2003-05-23,143520.0
2003-05-27,156600.0
2003-05-28,147000.0
2003-05-29,144840.0
2003-05-30,150000.0
2003-06-02,146160.0
2003-06-03,143880.0
2003-06-04,142200.0
2003-06-05,156000.0
2003-06-06,148800.0
2003-06-09,136800.0
2003-06-10,135720.0
2003-06-11,145680.0
2003-06-12,166800.0
2003-06-13,156240.0
2003-06-16,177000.0
2003-06-17,149520.0
2003-06-18,126000.0
2003-06-19,124200.0
2003-06-20,120120.0
2003-06-23,108600.0
2003-06-24,115920.0
2003-06-25,114720.0
2003-06-26,120120.0
2003-06-27,119160.0
2003-06-30,117120.0
2003-07-01,120000.0
2003-07-02,122040.0
2003-07-03,120120.0
2003-07-07,123480.0
2003-07-08,125400.0
2003-07-09,140880.0
2003-07-10,141720.0
2003-07-11,141960.0
2003-07-14,136560.0
2003-07-15,136680.0
2003-07-16,128160.0
2003-07-17,126600.0
2003-07-18,132120.0
2003-07-21,132840.0
2003-07-22,134520.0
2003-07-23,132600.0
2003-07-24,132120.0
2003-07-25,135600.0
2003-07-28,136200.0
2003-07-29,135600.0
2003-07-30,138480.0
2003-07-31,130080.0
2003-08-01,129960.0
2003-08-04,128040.0
2003-08-05,119280.0
2003-08-06,113400.0
2003-08-07,116280.0
2003-08-08,112440.0
2003-08-11,116400.0
2003-08-12,119160.0
2003-08-13,116640.0
2003-08-14,119880.0
2003-08-15,120720.0
2003-08-18,125400.0
2003-08-19,128400.0
2003-08-20,132360.0
2003-08-21,131640.0
2003-08-22,126000.0
2003-08-25,121680.0
2003-08-26,122520.0
2003-08-27,127440.0
2003-08-28,128760.0
2003-08-29,131160.0
2003-09-02,129480.0
2003-09-03,125040.0
2003-09-04,127200.0
2003-09-05,125640.0
2003-09-08,133200.0
2003-09-09,135120.0
2003-09-10,127080.0
2003-09-11,128280.0
2003-09-12,129120.0
2003-09-15,129960.0
2003-09-16,132240.0
2003-09-17,132840.0
2003-09-18,135600.0
2003-09-19,145200.0
2003-09-22,141360.0
2003-09-23,141120.0
2003-09-24,146520.0
2003-09-25,142320.0
2003-09-26,135720.0
2003-09-29,137160.0
2003-09-30,135840.0
2003-10-01,139560.0
2003-10-02,144720.0
2003-10-03,143160.0
2003-10-06,147360.0
2003-10-07,148440.0
2003-10-08,142920.0
2003-10-09,142680.0
2003-10-10,141600.0
2003-10-13,145080.0
2003-10-14,144960.0
2003-10-15,140400.0
2003-10-16,136200.0
2003-10-17,128760.0
2003-10-20,108720.0
2003-10-21,116760.0
2003-10-22,113160.0
2003-10-23,117840.0
2003-10-24,116520.0
2003-10-27,118680.0
2003-10-28,122160.0
2003-10-29,123840.0
2003-10-30,121680.0
2003-10-31,124800.0
2003-11-03,125760.0
2003-11-04,126240.0
2003-11-05,126240.0
2003-11-06,124800.0
2003-11-07,124320.0
2003-11-10,121800.0
2003-11-11,122160.0
2003-11-12,125760.0
2003-11-13,128520.0
2003-11-14,116160.0
2003-11-17,109680.0
2003-11-18,110400.0
2003-11-19,110160.0
2003-11-20,110760.0
2003-11-21,110880.0
2003-11-24,108600.0
2003-11-25,108600.0
2003-11-26,108000.0
2003-11-28,108000.0
2003-12-01,107400.0
2003-12-02,109920.0
2003-12-03,107640.0
2003-12-04,104280.0
2003-12-05,100920.0
2003-12-08,96840.0
2003-12-09,97560.0
2003-12-10,95640.0
2003-12-11,97200.0
2003-12-12,97800.0
2003-12-15,92520.0
2003-12-16,94080.0
2003-12-17,95160.0
2003-12-18,96240.0
2003-12-19,99720.0
2003-12-22,100800.0
2003-12-23,104760.0
2003-12-24,103320.0
2003-12-26,102120.0
2003-12-29,107040.0
2003-12-30,107280.0
2003-12-31,104040.0
2004-01-02,112560.0
2004-01-05,117240.0
2004-01-06,115320.0
2004-01-07,117240.0
2004-01-08,117480.0
2004-01-09,115800.0
2004-01-12,116880.0
2004-01-13,114000.0
2004-01-14,116640.0
2004-01-15,115200.0
2004-01-16,118080.0
2004-01-20,117720.0
2004-01-21,117960.0
2004-01-22,115440.0
2004-01-23,117960.0
2004-01-26,118200.0
2004-01-27,119520.0
2004-01-28,120360.0
2004-01-29,120000.0
2004-01-30,117120.0
2004-02-02,116400.0
2004-02-03,115680.0
2004-02-04,110280.0
2004-02-05,109080.0
2004-02-06,114600.0
2004-02-09,111480.0
2004-02-10,115200.0
2004-02-11,116760.0
2004-02-12,113880.0
2004-02-13,108000.0
2004-02-17,110160.0
2004-02-18,105840.0
2004-02-19,102600.0
2004-02-20,102600.0
2004-02-23,99600.0
2004-02-24,103080.0
2004-02-25,103320.0
2004-02-26,103560.0
2004-02-27,106080.0
2004-03-01,106680.0
2004-03-02,103320.0
2004-03-03,102240.0
2004-03-04,104400.0
2004-03-05,104640.0
2004-03-08,105720.0
2004-03-09,106080.0
2004-03-10,98160.0
2004-03-11,99600.0
2004-03-12,103200.0
2004-03-15,97320.0
2004-03-16,98400.0
2004-03-17,101400.0
2004-03-18,97320.0
2004-03-19,97680.0
2004-03-22,94320.0
2004-03-23,95040.0
2004-03-24,93600.0
2004-03-25,98520.0
2004-03-26,97800.0
2004-03-29,98880.0
2004-03-30,99000.0
2004-03-31,101520.0
2004-04-01,102000.0
2004-04-02,105240.0
2004-04-05,109200.0
2004-04-06,110400.0
2004-04-07,110520.0
2004-04-08,109080.0
2004-04-12,106080.0
2004-04-13,102840.0
2004-04-14,100560.0
2004-04-15,97920.0
2004-04-16,99600.0
2004-04-19,100800.0
2004-04-20,100800.0
2004-04-21,101280.0
2004-04-22,101520.0
2004-04-23,100200.0
2004-04-26,107520.0
2004-04-27,113040.0
2004-04-28,107760.0
2004-04-29,107520.0
2004-04-30,101880.0
2004-05-03,101280.0
2004-05-04,96840.0
2004-05-05,99600.0
2004-05-06,99120.0
2004-05-07,91320.0
2004-05-10,92040.0
2004-05-11,94680.0
2004-05-12,94200.0
2004-05-13,91440.0
2004-05-14,87360.0
2004-05-17,86880.0
2004-05-18,88080.0
2004-05-19,85200.0
2004-05-20,84000.0
2004-05-21,83400.0
2004-05-24,82560.0
2004-05-25,86880.0
2004-05-26,89760.0
2004-05-27,86160.0
2004-05-28,84000.0
2004-06-01,85440.0
2004-06-02,90840.0
2004-06-03,87600.0
2004-06-04,91560.0
2004-06-07,91200.0
2004-06-08,86160.0
2004-06-09,84000.0
2004-06-10,86640.0
2004-06-14,86400.0
2004-06-15,87840.0
2004-06-16,90480.0
2004-06-17,88920.0
2004-06-18,88680.0
2004-06-21,87960.0
2004-06-22,90240.0
2004-06-23,90000.0
2004-06-24,88200.0
2004-06-25,92040.0
2004-06-28,89160.0
2004-06-29,87600.0
2004-06-30,88440.0
2004-07-01,85800.0
2004-07-02,87000.0
2004-07-06,82440.0
2004-07-07,83760.0
2004-07-08,79200.0
2004-07-09,78960.0
2004-07-12,79560.0
2004-07-13,78000.0
2004-07-14,70680.0
2004-07-15,69240.0
2004-07-16,66360.0
2004-07-19,62760.0
2004-07-20,63480.0
2004-07-21,64800.0
2004-07-22,64440.0
2004-07-23,60600.0
2004-07-26,58920.0
2004-07-27,60600.0
2004-07-28,64560.0
2004-07-29,65640.0
2004-07-30,65400.0
2004-08-02,63600.0
2004-08-03,62160.0
2004-08-04,62640.0
2004-08-05,58800.0
2004-08-06,56400.0
2004-08-09,54600.0
2004-08-10,57000.0
2004-08-11,56760.0
2004-08-12,57240.0
2004-08-13,56400.0
2004-08-16,56760.0
2004-08-17,57600.0
2004-08-18,61800.0
2004-08-19,61800.0
2004-08-20,60600.0
2004-08-23,64920.0
2004-08-24,65880.0
2004-08-25,68040.0
2004-08-26,70680.0
2004-08-27,73800.0
2004-08-30,69720.0
2004-08-31,68040.0
2004-09-01,70200.0
2004-09-02,73200.0
2004-09-03,72600.0
2004-09-07,72960.0
2004-09-08,74400.0
2004-09-09,74640.0
2004-09-10,74640.0
2004-09-13,76440.0
2004-09-14,76440.0
2004-09-15,73440.0
2004-09-16,75600.0
2004-09-17,77760.0
2004-09-20,84360.0
2004-09-21,84480.0
2004-09-22,82800.0
2004-09-23,86400.0
2004-09-24,85200.0
2004-09-27,82440.0
2004-09-28,86400.0
2004-09-29,85200.0
2004-09-30,82320.0
2004-10-01,82440.0
2004-10-04,83400.0
2004-10-05,79920.0
2004-10-06,80400.0
2004-10-07,75000.0
2004-10-08,71280.0
2004-10-11,72000.0
2004-10-12,71640.0
2004-10-13,69960.0
2004-10-14,68880.0
2004-10-15,69360.0
2004-10-18,72120.0
2004-10-19,74040.0
2004-10-20,74880.0
2004-10-21,74880.0
2004-10-22,72240.0
2004-10-25,71640.0
2004-10-26,73800.0
2004-10-27,76800.0
2004-10-28,76440.0
2004-10-29,74400.0
2004-11-01,75240.0
2004-11-02,76320.0
2004-11-03,75600.0
2004-11-04,74880.0
2004-11-05,76680.0
2004-11-08,73920.0
2004-11-09,81120.0
2004-11-10,86760.0
2004-11-11,89280.0
2004-11-12,99840.0
2004-11-15,96600.0
2004-11-16,94800.0
2004-11-17,93480.0
2004-11-18,92160.0
2004-11-19,90120.0
2004-11-22,85200.0
2004-11-23,85200.0
2004-11-24,83520.0
2004-11-26,84000.0
2004-11-29,84840.0
2004-11-30,89760.0
2004-12-01,91320.0
2004-12-02,95520.0
2004-12-03,95160.0
2004-12-06,93120.0
2004-12-07,89400.0
2004-12-08,93600.0
2004-12-09,90240.0
2004-12-10,91560.0
2004-12-13,94440.0
2004-12-14,97320.0
2004-12-15,94800.0
2004-12-16,97800.0
2004-12-17,98400.0
2004-12-20,101520.0
2004-12-21,99600.0
2004-12-22,100200.0
2004-12-23,99120.0
2004-12-27,97200.0
2004-12-28,100680.0
2004-12-29,99000.0
2004-12-30,97320.0
2004-12-31,97680.0
2005-01-03,93240.0
2005-01-04,90120.0
2005-01-05,93000.0
2005-01-06,94320.0
2005-01-07,103800.0
2005-01-10,97320.0
2005-01-11,92880.0
2005-01-12,93480.0
2005-01-13,93240.0
2005-01-14,96000.0
2005-01-18,97800.0
2005-01-19,100200.0
2005-01-20,97320.0
2005-01-21,109440.0
2005-01-24,103560.0
2005-01-25,103200.0
2005-01-26,107400.0
2005-01-27,112920.0
2005-01-28,111840.0
2005-01-31,115200.0
2005-02-01,118920.0
2005-02-02,117960.0
2005-02-03,112440.0
2005-02-04,119880.0
2005-02-07,119040.0
2005-02-08,120240.0
2005-02-09,113880.0
2005-02-10,112320.0
2005-02-11,115320.0
2005-02-14,115200.0
2005-02-15,112680.0
2005-02-16,108480.0
2005-02-17,121560.0
2005-02-18,119760.0
2005-02-22,123000.0
2005-02-23,125520.0
2005-02-24,122640.0
2005-02-25,122520.0
2005-02-28,118560.0
2005-03-01,115920.0
2005-03-02,125880.0
2005-03-03,120600.0
2005-03-04,120000.0
2005-03-07,63000.0
2005-03-08,62400.0
2005-03-09,61200.0
2005-03-10,59640.0
2005-03-11,53160.0
2005-03-14,48960.0
2005-03-15,50400.0
2005-03-16,50640.0
2005-03-17,52440.0
2005-03-18,51960.0
2005-03-21,50880.0
2005-03-22,51000.0
2005-03-23,51120.0
2005-03-24,50520.0
2005-03-28,49320.0
2005-03-29,44400.0
2005-03-30,44160.0
2005-03-31,43080.0
2005-04-01,42600.0
2005-04-04,42840.0
2005-04-05,44280.0
2005-04-06,46200.0
2005-04-07,45840.0
2005-04-08,43560.0
2005-04-11,46440.0
2005-04-12,47400.0
2005-04-13,45960.0
2005-04-14,45360.0
2005-04-15,45000.0
2005-04-18,43080.0
2005-04-19,43200.0
2005-04-20,40560.0
2005-04-21,41520.0
2005-04-22,42960.0
2005-04-25,42120.0
2005-04-26,42120.0
2005-04-27,42600.0
2005-04-28,40920.0
2005-04-29,46200.0
2005-05-02,44760.0
2005-05-03,41400.0
2005-05-04,42360.0
2005-05-05,41280.0
2005-05-06,41280.0
2005-05-09,42120.0
2005-05-10,42240.0
2005-05-11,41520.0
2005-05-12,44280.0
2005-05-13,42600.0
2005-05-16,41760.0
2005-05-17,41880.0
2005-05-18,41400.0
2005-05-19,41640.0
2005-05-20,40680.0
2005-05-23,38520.0
2005-05-24,38040.0
2005-05-25,36120.0
2005-05-26,35760.0
2005-05-27,36600.0
2005-05-31,35640.0
2005-06-01,34800.0
2005-06-02,32880.0
2005-06-03,32880.0
2005-06-06,31560.0
2005-06-07,31320.0
2005-06-08,31080.0
2005-06-09,29880.0
2005-06-10,30720.0
2005-06-13,31320.0
2005-06-14,31200.0
2005-06-15,31680.0
2005-06-16,34800.0
2005-06-17,33840.0
2005-06-20,33480.0
2005-06-21,33240.0
2005-06-22,31800.0
2005-06-23,30120.0
2005-06-24,33360.0
2005-06-27,33000.0
2005-06-28,32160.0
2005-06-29,32760.0
2005-06-30,32520.0
2005-07-01,32160.0
2005-07-05,32640.0
2005-07-06,33840.0
2005-07-07,33000.0
2005-07-08,33000.0
2005-07-11,32880.0
2005-07-12,33480.0
2005-07-13,33720.0
2005-07-14,33360.0
2005-07-15,33720.0
2005-07-18,33360.0
2005-07-19,36600.0
2005-07-20,36240.0
2005-07-21,34080.0
2005-07-22,34800.0
2005-07-25,33240.0
2005-07-26,33360.0
2005-07-27,33600.0
2005-07-28,33600.0
2005-07-29,33000.0
2005-08-01,34200.0
2005-08-02,34440.0
2005-08-03,34080.0
2005-08-04,34080.0
2005-08-05,34080.0
2005-08-08,33840.0
2005-08-09,32760.0
2005-08-10,31800.0
2005-08-11,32160.0
2005-08-12,31440.0
2005-08-15,32400.0
2005-08-16,32760.0
2005-08-17,33600.0
2005-08-18,33000.0
2005-08-19,32760.0
2005-08-22,32760.0
2005-08-23,31200.0
2005-08-24,31080.0
2005-08-25,32280.0
2005-08-26,31320.0
2005-08-29,30600.0
2005-08-30,30120.0
2005-08-31,30720.0
2005-09-01,31080.0
2005-09-02,29520.0
2005-09-06,28560.0
2005-09-07,28800.0
2005-09-08,27840.0
2005-09-09,27240.0
2005-09-12,27840.0
2005-09-13,27480.0
2005-09-14,27360.0
2005-09-15,27480.0
2005-09-16,27240.0
2005-09-19,25200.0
2005-09-20,25680.0
2005-09-21,25680.0
2005-09-22,24480.0
2005-09-23,23880.0
2005-09-26,25440.0
2005-09-27,34800.0
2005-09-28,30840.0
2005-09-29,35160.0
2005-09-30,34320.0
2005-10-03,32040.0
2005-10-04,31320.0
2005-10-05,30720.0
2005-10-06,31680.0
2005-10-07,30960.0
2005-10-10,31560.0
2005-10-11,30960.0
2005-10-12,29760.0
2005-10-13,32160.0
2005-10-14,31800.0
2005-10-17,31320.0
2005-10-18,31080.0
2005-10-19,31080.0
2005-10-20,29880.0
2005-10-21,28920.0
2005-10-24,30000.0
2005-10-25,30480.0
2005-10-26,29880.0
2005-10-27,28560.0
2005-10-28,28320.0
2005-10-31,28800.0
2005-11-01,29880.0
2005-11-02,29280.0
2005-11-03,29160.0
2005-11-04,28920.0
2005-11-07,28800.0
2005-11-08,30720.0
2005-11-09,29400.0
2005-11-10,29160.0
2005-11-11,28560.0
2005-11-14,28200.0
2005-11-15,26760.0
2005-11-16,26640.0
2005-11-17,27120.0
2005-11-18,27240.0
2005-11-21,27720.0
2005-11-22,28320.0
2005-11-23,27600.0
2005-11-25,26760.0
2005-11-28,27120.0
2005-11-29,26040.0
2005-11-30,25200.0
2005-12-01,27480.0
2005-12-02,27720.0
2005-12-05,27480.0
2005-12-06,28200.0
2005-12-07,27600.0
2005-12-08,28080.0
2005-12-09,29160.0
2005-12-12,29040.0
2005-12-13,28800.0
2005-12-14,28320.0
2005-12-15,27480.0
2005-12-16,28080.0
2005-12-19,26640.0
2005-12-20,27240.0
2005-12-21,26760.0
2005-12-22,27000.0
2005-12-23,27240.0
2005-12-27,25800.0
2005-12-28,26160.0
2005-12-29,25920.0
2005-12-30,26160.0
2006-01-03,27120.0
2006-01-04,27240.0
2006-01-05,27360.0
2006-01-06,27840.0
2006-01-09,27240.0
2006-01-10,27720.0
2006-01-11,27360.0
2006-01-12,27480.0
2006-01-13,26160.0
2006-01-17,25680.0
2006-01-18,25920.0
2006-01-19,25920.0
2006-01-20,24960.0
2006-01-23,24840.0
2006-01-24,24840.0
2006-01-25,24840.0
2006-01-26,24720.0
2006-01-27,24360.0
2006-01-30,24240.0
2006-01-31,24240.0
2006-02-01,24240.0
2006-02-02,23160.0
2006-02-03,22440.0
2006-02-06,22080.0
2006-02-07,22080.0
2006-02-08,24360.0
2006-02-09,23280.0
2006-02-10,23280.0
2006-02-13,23400.0
2006-02-14,23760.0
2006-02-15,24480.0
2006-02-16,24000.0
2006-02-17,23640.0
2006-02-21,23280.0
2006-02-22,22800.0
2006-02-23,22680.0
2006-02-24,22680.0
2006-02-27,23520.0
2006-02-28,23160.0
2006-03-01,23280.0
2006-03-02,23040.0
2006-03-03,22920.0
2006-03-06,22800.0
2006-03-07,23040.0
2006-03-08,22800.0
2006-03-09,23160.0
2006-03-10,22560.0
2006-03-13,23160.0
2006-03-14,23400.0
2006-03-15,23400.0
2006-03-16,23160.0
2006-03-17,23520.0
2006-03-20,23640.0
2006-03-21,23280.0
2006-03-22,24600.0
2006-03-23,24360.0
2006-03-24,23880.0
2006-03-27,23400.0
2006-03-28,23040.0
2006-03-29,23040.0
2006-03-30,23760.0
2006-03-31,22920.0
2006-04-03,23280.0
2006-04-04,23760.0
2006-04-05,23280.0
2006-04-06,20880.0
2006-04-07,21480.0
2006-04-10,23760.0
2006-04-11,20520.0
2006-04-12,21360.0
2006-04-13,21840.0
2006-04-17,21480.0
2006-04-18,21600.0
2006-04-19,21960.0
2006-04-20,21840.0
2006-04-21,21960.0
2006-04-24,21960.0
2006-04-25,21840.0
2006-04-26,21720.0
2006-04-27,21720.0
2006-04-28,21960.0
2006-05-01,21240.0
2006-05-02,21720.0
2006-05-03,22080.0
2006-05-04,22200.0
2006-05-05,22200.0
2006-05-08,22080.0
2006-05-09,21720.0
2006-05-10,21240.0
2006-05-11,20640.0
2006-05-12,20040.0
2006-05-15,19320.0
2006-05-16,20640.0
2006-05-17,19680.0
2006-05-18,18360.0
2006-05-19,17640.0
2006-05-22,16440.0
2006-05-23,16440.0
2006-05-24,16320.0
2006-05-25,17160.0
2006-05-26,17040.0
2006-05-30,16320.0
2006-05-31,16920.0
2006-06-01,18240.0
2006-06-02,19320.0
2006-06-05,17400.0
2006-06-06,18240.0
2006-06-07,17880.0
2006-06-08,18000.0
2006-06-09,17640.0
2006-06-12,16680.0
2006-06-13,15960.0
2006-06-14,16320.0
2006-06-15,17040.0
2006-06-16,18000.0
2006-06-19,16800.0
2006-06-20,16680.0
2006-06-21,17280.0
2006-06-22,17040.0
2006-06-23,16560.0
2006-06-26,17040.0
