,BBBY
2001-11-09,29.860000610351562
2001-11-12,29.780000686645508
2001-11-13,30.989999771118164
2001-11-14,31.760000228881836
2001-11-15,31.579999923706055
2001-11-16,30.770000457763672
2001-11-19,31.690000534057617
2001-11-20,31.780000686645508
2001-11-21,30.959999084472656
2001-11-23,32.150001525878906
2001-11-26,33.58000183105469
2001-11-27,33.08000183105469
2001-11-28,32.34000015258789
2001-11-29,32.41999816894531
2001-11-30,32.470001220703125
2001-12-03,32.400001525878906
2001-12-04,32.97999954223633
2001-12-05,34.529998779296875
2001-12-06,34.939998626708984
2001-12-07,34.02000045776367
2001-12-10,32.5
2001-12-11,32.08000183105469
2001-12-12,31.700000762939453
2001-12-13,32.33000183105469
2001-12-14,33.0099983215332
2001-12-17,31.989999771118164
2001-12-18,32.16999816894531
2001-12-19,32.5099983215332
2001-12-20,32.52000045776367
2001-12-21,32.349998474121094
2001-12-24,32.650001525878906
2001-12-26,33.349998474121094
2001-12-27,33.66999816894531
2001-12-28,34.54999923706055
2001-12-31,33.900001525878906
2002-01-02,33.38999938964844
2002-01-03,33.68000030517578
2002-01-04,33.810001373291016
2002-01-07,34.150001525878906
2002-01-08,34.52000045776367
2002-01-09,33.56999969482422
2002-01-10,33.4900016784668
2002-01-11,33.13999938964844
2002-01-14,32.650001525878906
2002-01-15,32.630001068115234
2002-01-16,31.639999389648438
2002-01-17,32.45000076293945
2002-01-18,31.81999969482422
2002-01-22,30.899999618530273
2002-01-23,32.25
2002-01-24,32.08000183105469
2002-01-25,32.400001525878906
2002-01-28,33.34000015258789
2002-01-29,32.630001068115234
2002-01-30,33.68000030517578
2002-01-31,34.58000183105469
2002-02-01,33.709999084472656
2002-02-04,33.189998626708984
2002-02-05,33.22999954223633
2002-02-06,33.34000015258789
2002-02-07,33.060001373291016
2002-02-08,33.720001220703125
2002-02-11,34.22999954223633
2002-02-12,33.84000015258789
2002-02-13,35.220001220703125
2002-02-14,35.09000015258789
2002-02-15,34.380001068115234
2002-02-19,33.5
2002-02-20,34.040000915527344
2002-02-21,33.25
2002-02-22,32.84000015258789
2002-02-25,33.810001373291016
2002-02-26,34.0099983215332
2002-02-27,34.029998779296875
2002-02-28,33.400001525878906
2002-03-01,34.150001525878906
2002-03-04,34.209999084472656
2002-03-05,31.979999542236328
2002-03-06,32.040000915527344
2002-03-07,31.600000381469727
2002-03-08,32.70000076293945
2002-03-11,32.02000045776367
2002-03-12,32.29999923706055
2002-03-13,32.06999969482422
2002-03-14,32.369998931884766
2002-03-15,33.09000015258789
2002-03-18,32.540000915527344
2002-03-19,32.58000183105469
2002-03-20,32.16999816894531
2002-03-21,32.310001373291016
2002-03-22,32.0099983215332
2002-03-25,31.579999923706055
2002-03-26,32.650001525878906
2002-03-27,33.65999984741211
2002-03-28,33.75
2002-04-01,32.83000183105469
2002-04-02,31.450000762939453
2002-04-03,31.59000015258789
2002-04-04,33.709999084472656
2002-04-05,34.099998474121094
2002-04-08,36.029998779296875
2002-04-09,35.02000045776367
2002-04-10,35.529998779296875
2002-04-11,34.630001068115234
2002-04-12,34.7400016784668
2002-04-15,34.59000015258789
2002-04-16,35.5
2002-04-17,35.06999969482422
2002-04-18,35.83000183105469
2002-04-19,35.619998931884766
2002-04-22,35.33000183105469
2002-04-23,36.09000015258789
2002-04-24,36.150001525878906
2002-04-25,36.93000030517578
2002-04-26,36.349998474121094
2002-04-29,36.45000076293945
2002-04-30,37.16999816894531
2002-05-01,36.90999984741211
2002-05-02,36.869998931884766
2002-05-03,36.70000076293945
2002-05-06,36.0099983215332
2002-05-07,35.599998474121094
2002-05-08,35.400001525878906
2002-05-09,35.13999938964844
2002-05-10,34.529998779296875
2002-05-13,34.79999923706055
2002-05-14,36.060001373291016
2002-05-15,35.91999816894531
2002-05-16,35.83000183105469
2002-05-17,35.900001525878906
2002-05-20,35.61000061035156
2002-05-21,34.869998931884766
2002-05-22,34.599998474121094
2002-05-23,35.7599983215332
2002-05-24,35.119998931884766
2002-05-28,34.869998931884766
2002-05-29,34.5
2002-05-30,34.58000183105469
2002-05-31,34.29999923706055
2002-06-03,34.33000183105469
2002-06-04,34.369998931884766
2002-06-05,35.880001068115234
2002-06-06,34.939998626708984
2002-06-07,35.5099983215332
2002-06-10,35.369998931884766
2002-06-11,34.369998931884766
2002-06-12,35.36000061035156
2002-06-13,34.58000183105469
2002-06-14,34.189998626708984
2002-06-17,34.38999938964844
2002-06-18,33.83000183105469
2002-06-19,34.38999938964844
2002-06-20,34.5
2002-06-21,36.2599983215332
2002-06-24,36.4900016784668
2002-06-25,36.45000076293945
2002-06-26,36.91999816894531
2002-06-27,37.689998626708984
2002-06-28,37.7400016784668
2002-07-01,37.02000045776367
2002-07-02,35.599998474121094
2002-07-03,36.31999969482422
2002-07-05,37.70000076293945
2002-07-08,36.47999954223633
2002-07-09,35.279998779296875
2002-07-10,32.65999984741211
2002-07-11,33.380001068115234
2002-07-12,32.43000030517578
2002-07-15,32.209999084472656
2002-07-16,31.06999969482422
2002-07-17,30.989999771118164
2002-07-18,30.670000076293945
2002-07-19,29.25
2002-07-22,28.8700008392334
2002-07-23,28.950000762939453
2002-07-24,31.389999389648438
2002-07-25,30.079999923706055
2002-07-26,31.25
2002-07-29,33.5
2002-07-30,32.65999984741211
2002-07-31,31.0
2002-08-01,29.260000228881836
2002-08-02,27.90999984741211
2002-08-05,26.950000762939453
2002-08-06,28.209999084472656
2002-08-07,29.030000686645508
2002-08-08,27.729999542236328
2002-08-09,28.6200008392334
2002-08-12,29.260000228881836
2002-08-13,30.209999084472656
2002-08-14,32.58000183105469
2002-08-15,33.15999984741211
2002-08-16,32.63999938964844
2002-08-19,34.65999984741211
2002-08-20,34.119998931884766
2002-08-21,34.31999969482422
2002-08-22,33.95000076293945
2002-08-23,33.63999938964844
2002-08-26,34.45000076293945
2002-08-27,32.650001525878906
2002-08-28,31.530000686645508
2002-08-29,31.280000686645508
2002-08-30,32.060001373291016
2002-09-03,31.190000534057617
2002-09-04,31.700000762939453
2002-09-05,30.799999237060547
2002-09-06,32.93000030517578
2002-09-09,33.27000045776367
2002-09-10,34.349998474121094
2002-09-11,34.880001068115234
2002-09-12,33.5
2002-09-13,34.59000015258789
2002-09-16,34.779998779296875
2002-09-17,34.349998474121094
2002-09-18,34.34000015258789
2002-09-19,33.849998474121094
2002-09-20,33.939998626708984
2002-09-23,33.36000061035156
2002-09-24,32.33000183105469
2002-09-25,33.68000030517578
2002-09-26,34.5099983215332
2002-09-27,34.0
2002-09-30,32.56999969482422
2002-10-01,32.54999923706055
2002-10-02,31.270000457763672
2002-10-03,31.600000381469727
2002-10-04,31.420000076293945
2002-10-07,30.920000076293945
2002-10-08,32.66999816894531
2002-10-09,31.239999771118164
2002-10-10,30.15999984741211
2002-10-11,32.029998779296875
2002-10-14,32.41999816894531
2002-10-15,34.16999816894531
2002-10-16,33.7599983215332
2002-10-17,34.9900016784668
2002-10-18,35.20000076293945
2002-10-21,35.720001220703125
2002-10-22,35.459999084472656
2002-10-23,36.560001373291016
2002-10-24,36.029998779296875
2002-10-25,37.290000915527344
2002-10-28,36.029998779296875
2002-10-29,35.529998779296875
2002-10-30,35.45000076293945
2002-10-31,35.459999084472656
2002-11-01,36.04999923706055
2002-11-04,34.7599983215332
2002-11-05,35.33000183105469
2002-11-06,35.099998474121094
2002-11-07,33.56999969482422
2002-11-08,33.790000915527344
2002-11-11,32.650001525878906
2002-11-12,32.9900016784668
2002-11-13,33.83000183105469
2002-11-14,34.79999923706055
2002-11-15,35.900001525878906
2002-11-18,34.150001525878906
2002-11-19,33.22999954223633
2002-11-20,34.849998474121094
2002-11-21,35.2400016784668
2002-11-22,34.90999984741211
2002-11-25,35.18000030517578
2002-11-26,33.68000030517578
2002-11-27,35.13999938964844
2002-11-29,34.689998626708984
2002-12-02,34.709999084472656
2002-12-03,34.02000045776367
2002-12-04,34.63999938964844
2002-12-05,33.209999084472656
2002-12-06,34.22999954223633
2002-12-09,33.02000045776367
2002-12-10,33.459999084472656
2002-12-11,33.150001525878906
2002-12-12,33.349998474121094
2002-12-13,31.979999542236328
2002-12-16,33.25
2002-12-17,32.75
2002-12-18,32.33000183105469
2002-12-19,33.72999954223633
2002-12-20,35.25
2002-12-23,34.90999984741211
2002-12-24,34.810001373291016
2002-12-26,34.9900016784668
2002-12-27,35.0
2002-12-30,35.29999923706055
2002-12-31,34.529998779296875
2003-01-02,36.209999084472656
2003-01-03,35.27000045776367
2003-01-06,36.08000183105469
2003-01-07,36.20000076293945
2003-01-08,35.599998474121094
2003-01-09,36.790000915527344
2003-01-10,36.61000061035156
2003-01-13,36.68000030517578
2003-01-14,36.400001525878906
2003-01-15,35.31999969482422
2003-01-16,35.720001220703125
2003-01-17,35.119998931884766
2003-01-21,33.7599983215332
2003-01-22,33.849998474121094
2003-01-23,34.439998626708984
2003-01-24,33.91999816894531
2003-01-27,33.70000076293945
2003-01-28,34.209999084472656
2003-01-29,33.9900016784668
2003-01-30,33.0099983215332
2003-01-31,33.5
2003-02-03,33.5
2003-02-04,33.20000076293945
2003-02-05,32.900001525878906
2003-02-06,32.630001068115234
2003-02-07,32.40999984741211
2003-02-10,32.40999984741211
2003-02-11,32.810001373291016
2003-02-12,32.40999984741211
2003-02-13,31.700000762939453
2003-02-14,32.56999969482422
2003-02-18,33.9900016784668
2003-02-19,33.22999954223633
2003-02-20,33.36000061035156
2003-02-21,34.38999938964844
2003-02-24,33.439998626708984
2003-02-25,33.25
2003-02-26,32.52000045776367
2003-02-27,33.349998474121094
2003-02-28,33.040000915527344
2003-03-03,32.68000030517578
2003-03-04,31.799999237060547
2003-03-05,31.3700008392334
2003-03-06,30.899999618530273
2003-03-07,31.559999465942383
2003-03-10,30.299999237060547
2003-03-11,30.670000076293945
2003-03-12,31.3700008392334
2003-03-13,33.40999984741211
2003-03-14,33.810001373291016
2003-03-17,35.58000183105469
2003-03-18,35.380001068115234
2003-03-19,35.88999938964844
2003-03-20,35.81999969482422
2003-03-21,37.02000045776367
2003-03-24,35.310001373291016
2003-03-25,36.25
2003-03-26,36.5099983215332
2003-03-27,35.779998779296875
2003-03-28,34.91999816894531
2003-03-31,34.540000915527344
2003-04-01,34.22999954223633
2003-04-02,35.47999954223633
2003-04-03,36.25
2003-04-04,36.349998474121094
2003-04-07,36.45000076293945
2003-04-08,37.18000030517578
2003-04-09,36.470001220703125
2003-04-10,37.130001068115234
2003-04-11,37.459999084472656
2003-04-14,38.54999923706055
2003-04-15,39.130001068115234
2003-04-16,38.20000076293945
2003-04-17,39.52000045776367
2003-04-21,39.31999969482422
2003-04-22,39.119998931884766
2003-04-23,38.77000045776367
2003-04-24,38.720001220703125
2003-04-25,37.91999816894531
2003-04-28,39.04999923706055
2003-04-29,40.02000045776367
2003-04-30,39.470001220703125
2003-05-01,38.88999938964844
2003-05-02,39.95000076293945
2003-05-05,39.529998779296875
2003-05-06,40.61000061035156
2003-05-07,39.97999954223633
2003-05-08,39.61000061035156
2003-05-09,40.150001525878906
2003-05-12,41.31999969482422
2003-05-13,41.16999816894531
2003-05-14,40.4900016784668
2003-05-15,40.5
2003-05-16,39.9900016784668
2003-05-19,38.36000061035156
2003-05-20,38.20000076293945
2003-05-21,38.88999938964844
2003-05-22,40.27000045776367
2003-05-23,39.459999084472656
2003-05-27,40.70000076293945
2003-05-28,40.79999923706055
2003-05-29,40.560001373291016
2003-05-30,41.790000915527344
2003-06-02,41.41999816894531
2003-06-03,42.0
2003-06-04,42.959999084472656
2003-06-05,43.79999923706055
2003-06-06,42.88999938964844
2003-06-09,42.20000076293945
2003-06-10,42.650001525878906
2003-06-11,43.54999923706055
2003-06-12,43.41999816894531
2003-06-13,42.68000030517578
2003-06-16,42.9900016784668
2003-06-17,42.04999923706055
2003-06-18,42.43000030517578
2003-06-19,40.56999969482422
2003-06-20,39.150001525878906
2003-06-23,39.439998626708984
2003-06-24,39.5
2003-06-25,39.61000061035156
2003-06-26,40.029998779296875
2003-06-27,39.06999969482422
2003-06-30,38.81999969482422
2003-07-01,38.43000030517578
2003-07-02,39.13999938964844
2003-07-03,38.59000015258789
2003-07-07,39.38999938964844
2003-07-08,40.029998779296875
2003-07-09,39.720001220703125
2003-07-10,39.099998474121094
2003-07-11,39.75
2003-07-14,39.83000183105469
2003-07-15,39.15999984741211
2003-07-16,38.43000030517578
2003-07-17,37.599998474121094
2003-07-18,38.560001373291016
2003-07-21,38.470001220703125
2003-07-22,37.709999084472656
2003-07-23,37.099998474121094
2003-07-24,38.060001373291016
2003-07-25,39.099998474121094
2003-07-28,39.0
2003-07-29,38.83000183105469
2003-07-30,38.52000045776367
2003-07-31,38.83000183105469
2003-08-01,38.279998779296875
2003-08-04,38.849998474121094
2003-08-05,37.86000061035156
2003-08-06,38.33000183105469
2003-08-07,39.29999923706055
2003-08-08,39.849998474121094
2003-08-11,39.380001068115234
2003-08-12,39.38999938964844
2003-08-13,39.689998626708984
2003-08-14,40.47999954223633
2003-08-15,40.529998779296875
2003-08-18,41.400001525878906
2003-08-19,41.11000061035156
2003-08-20,42.0
2003-08-21,42.54999923706055
2003-08-22,42.59000015258789
2003-08-25,42.529998779296875
2003-08-26,42.290000915527344
2003-08-27,42.65999984741211
2003-08-28,43.36000061035156
2003-08-29,43.130001068115234
2003-09-02,43.08000183105469
2003-09-03,42.75
2003-09-04,41.970001220703125
2003-09-05,40.880001068115234
2003-09-08,41.349998474121094
2003-09-09,40.5099983215332
2003-09-10,40.119998931884766
2003-09-11,40.68000030517578
2003-09-12,40.619998931884766
2003-09-15,41.0
2003-09-16,41.380001068115234
2003-09-17,41.099998474121094
2003-09-18,41.33000183105469
2003-09-19,41.43000030517578
2003-09-22,40.43000030517578
2003-09-23,40.189998626708984
2003-09-24,39.41999816894531
2003-09-25,39.720001220703125
2003-09-26,38.810001373291016
2003-09-29,38.79999923706055
2003-09-30,38.27000045776367
2003-10-01,40.18000030517578
2003-10-02,39.77000045776367
2003-10-03,40.459999084472656
2003-10-06,40.790000915527344
2003-10-07,41.09000015258789
2003-10-08,40.060001373291016
2003-10-09,40.290000915527344
2003-10-10,40.2599983215332
2003-10-13,40.79999923706055
2003-10-14,41.599998474121094
2003-10-15,41.06999969482422
2003-10-16,41.45000076293945
2003-10-17,40.75
2003-10-20,41.119998931884766
2003-10-21,40.810001373291016
2003-10-22,40.349998474121094
2003-10-23,40.709999084472656
2003-10-24,41.279998779296875
2003-10-27,41.45000076293945
2003-10-28,42.90999984741211
2003-10-29,42.77000045776367
2003-10-30,42.97999954223633
2003-10-31,42.220001220703125
2003-11-03,43.349998474121094
2003-11-04,43.0099983215332
2003-11-05,42.619998931884766
2003-11-06,42.439998626708984
2003-11-07,42.13999938964844
2003-11-10,41.630001068115234
2003-11-11,42.209999084472656
2003-11-12,42.88999938964844
2003-11-13,42.18000030517578
2003-11-14,41.27000045776367
2003-11-17,40.560001373291016
2003-11-18,40.150001525878906
2003-11-19,39.7599983215332
2003-11-20,40.08000183105469
2003-11-21,39.970001220703125
2003-11-24,41.4900016784668
2003-11-25,41.29999923706055
2003-11-26,42.02000045776367
2003-11-28,42.2400016784668
2003-12-01,43.209999084472656
2003-12-02,42.5099983215332
2003-12-03,42.349998474121094
2003-12-04,42.099998474121094
2003-12-05,42.060001373291016
2003-12-08,41.7400016784668
2003-12-09,40.52000045776367
2003-12-10,40.0
2003-12-11,40.75
2003-12-12,40.33000183105469
2003-12-15,39.599998474121094
2003-12-16,39.0
2003-12-17,39.959999084472656
2003-12-18,42.16999816894531
2003-12-19,42.439998626708984
2003-12-22,42.68000030517578
2003-12-23,43.25
2003-12-24,43.04999923706055
2003-12-26,42.65999984741211
2003-12-29,43.16999816894531
2003-12-30,43.220001220703125
2003-12-31,43.349998474121094
2004-01-02,42.369998931884766
2004-01-05,42.209999084472656
2004-01-06,42.40999984741211
2004-01-07,42.56999969482422
2004-01-08,42.130001068115234
2004-01-09,41.619998931884766
2004-01-12,41.15999984741211
2004-01-13,39.79999923706055
2004-01-14,39.279998779296875
2004-01-15,39.7400016784668
2004-01-16,39.75
2004-01-20,39.619998931884766
2004-01-21,40.060001373291016
2004-01-22,39.849998474121094
2004-01-23,39.97999954223633
2004-01-26,40.52000045776367
2004-01-27,40.25
2004-01-28,39.18000030517578
2004-01-29,39.93000030517578
2004-01-30,40.58000183105469
2004-02-02,41.0
2004-02-03,41.04999923706055
2004-02-04,41.540000915527344
2004-02-05,40.810001373291016
2004-02-06,42.08000183105469
2004-02-09,42.060001373291016
2004-02-10,41.970001220703125
2004-02-11,42.459999084472656
2004-02-12,41.790000915527344
2004-02-13,41.369998931884766
2004-02-17,41.709999084472656
2004-02-18,41.5099983215332
2004-02-19,40.90999984741211
2004-02-20,40.619998931884766
2004-02-23,40.220001220703125
2004-02-24,39.849998474121094
2004-02-25,39.900001525878906
2004-02-26,41.13999938964844
2004-02-27,40.93000030517578
2004-03-01,41.0099983215332
2004-03-02,40.970001220703125
2004-03-03,41.630001068115234
2004-03-04,41.779998779296875
2004-03-05,41.540000915527344
2004-03-08,40.619998931884766
2004-03-09,40.54999923706055
2004-03-10,40.06999969482422
2004-03-11,39.25
2004-03-12,39.81999969482422
2004-03-15,39.029998779296875
2004-03-16,39.119998931884766
2004-03-17,39.040000915527344
2004-03-18,39.11000061035156
2004-03-19,38.2599983215332
2004-03-22,37.939998626708984
2004-03-23,38.79999923706055
2004-03-24,38.84000015258789
2004-03-25,39.45000076293945
2004-03-26,39.38999938964844
2004-03-29,40.25
2004-03-30,41.31999969482422
2004-03-31,41.900001525878906
2004-04-01,40.560001373291016
2004-04-02,39.61000061035156
2004-04-05,40.0
2004-04-06,39.650001525878906
2004-04-07,39.11000061035156
2004-04-08,38.77000045776367
2004-04-12,39.13999938964844
2004-04-13,38.31999969482422
2004-04-14,38.630001068115234
2004-04-15,39.150001525878906
2004-04-16,38.529998779296875
2004-04-19,38.349998474121094
2004-04-20,37.45000076293945
2004-04-21,36.97999954223633
2004-04-22,37.689998626708984
2004-04-23,38.31999969482422
2004-04-26,37.650001525878906
2004-04-27,37.83000183105469
2004-04-28,36.86000061035156
2004-04-29,36.22999954223633
2004-04-30,37.11000061035156
2004-05-03,36.61000061035156
2004-05-04,36.310001373291016
2004-05-05,37.11000061035156
2004-05-06,36.56999969482422
2004-05-07,35.68000030517578
2004-05-10,35.38999938964844
2004-05-11,36.470001220703125
2004-05-12,36.56999969482422
2004-05-13,36.290000915527344
2004-05-14,36.29999923706055
2004-05-17,35.81999969482422
2004-05-18,36.560001373291016
2004-05-19,36.08000183105469
2004-05-20,36.029998779296875
2004-05-21,36.34000015258789
2004-05-24,37.02000045776367
2004-05-25,37.650001525878906
2004-05-26,37.22999954223633
2004-05-27,37.75
2004-05-28,37.2599983215332
2004-06-01,37.33000183105469
2004-06-02,37.400001525878906
2004-06-03,37.220001220703125
2004-06-04,36.279998779296875
2004-06-07,37.43000030517578
2004-06-08,38.119998931884766
2004-06-09,37.81999969482422
2004-06-10,38.029998779296875
2004-06-14,37.68000030517578
2004-06-15,37.7599983215332
2004-06-16,38.040000915527344
2004-06-17,37.029998779296875
2004-06-18,36.45000076293945
2004-06-21,36.689998626708984
2004-06-22,37.060001373291016
2004-06-23,37.630001068115234
2004-06-24,37.529998779296875
2004-06-25,39.75
2004-06-28,39.040000915527344
2004-06-29,38.36000061035156
2004-06-30,38.45000076293945
2004-07-01,37.849998474121094
2004-07-02,38.349998474121094
2004-07-06,37.599998474121094
2004-07-07,37.93000030517578
2004-07-08,37.16999816894531
2004-07-09,36.68000030517578
2004-07-12,36.81999969482422
2004-07-13,36.72999954223633
2004-07-14,36.06999969482422
2004-07-15,35.310001373291016
2004-07-16,35.150001525878906
2004-07-19,35.54999923706055
2004-07-20,35.70000076293945
2004-07-21,35.65999984741211
2004-07-22,35.31999969482422
2004-07-23,34.88999938964844
2004-07-26,35.150001525878906
2004-07-27,36.04999923706055
2004-07-28,35.540000915527344
2004-07-29,36.04999923706055
2004-07-30,35.38999938964844
2004-08-02,35.189998626708984
2004-08-03,35.0099983215332
2004-08-04,35.470001220703125
2004-08-05,34.86000061035156
2004-08-06,33.88999938964844
2004-08-09,34.779998779296875
2004-08-10,35.36000061035156
2004-08-11,34.790000915527344
2004-08-12,34.40999984741211
2004-08-13,34.560001373291016
2004-08-16,34.90999984741211
2004-08-17,35.849998474121094
2004-08-18,35.970001220703125
2004-08-19,35.45000076293945
2004-08-20,35.84000015258789
2004-08-23,35.150001525878906
2004-08-24,35.59000015258789
2004-08-25,37.0
2004-08-26,37.310001373291016
2004-08-27,37.470001220703125
2004-08-30,37.310001373291016
2004-08-31,37.41999816894531
2004-09-01,37.36000061035156
2004-09-02,38.369998931884766
2004-09-03,38.0
2004-09-07,37.880001068115234
2004-09-08,37.83000183105469
2004-09-09,37.75
2004-09-10,37.63999938964844
2004-09-13,38.040000915527344
2004-09-14,37.779998779296875
2004-09-15,37.91999816894531
2004-09-16,38.75
2004-09-17,39.25
2004-09-20,39.18000030517578
2004-09-21,39.88999938964844
2004-09-22,39.58000183105469
2004-09-23,37.59000015258789
2004-09-24,37.470001220703125
2004-09-27,37.0099983215332
2004-09-28,36.720001220703125
2004-09-29,37.27000045776367
2004-09-30,37.11000061035156
2004-10-01,38.5099983215332
2004-10-04,38.70000076293945
2004-10-05,38.58000183105469
2004-10-06,39.11000061035156
2004-10-07,38.72999954223633
2004-10-08,38.83000183105469
2004-10-11,39.189998626708984
2004-10-12,39.25
2004-10-13,39.15999984741211
2004-10-14,38.150001525878906
2004-10-15,38.59000015258789
2004-10-18,39.22999954223633
2004-10-19,38.72999954223633
2004-10-20,39.099998474121094
2004-10-21,39.5
2004-10-22,39.040000915527344
2004-10-25,38.4900016784668
2004-10-26,40.0
2004-10-27,40.41999816894531
2004-10-28,40.810001373291016
2004-10-29,40.790000915527344
2004-11-01,41.41999816894531
2004-11-02,41.38999938964844
2004-11-03,40.849998474121094
2004-11-04,41.54999923706055
2004-11-05,41.400001525878906
2004-11-08,42.439998626708984
2004-11-09,42.52000045776367
2004-11-10,43.29999923706055
2004-11-11,44.09000015258789
2004-11-12,43.4900016784668
2004-11-15,43.619998931884766
2004-11-16,42.880001068115234
2004-11-17,43.119998931884766
2004-11-18,43.150001525878906
2004-11-19,42.38999938964844
2004-11-22,41.959999084472656
2004-11-23,41.099998474121094
2004-11-24,41.459999084472656
2004-11-26,41.310001373291016
2004-11-29,40.880001068115234
2004-11-30,39.93000030517578
2004-12-01,40.45000076293945
2004-12-02,39.84000015258789
2004-12-03,39.88999938964844
2004-12-06,39.79999923706055
2004-12-07,39.4900016784668
2004-12-08,40.08000183105469
2004-12-09,40.529998779296875
2004-12-10,39.9900016784668
2004-12-13,40.27000045776367
2004-12-14,40.689998626708984
2004-12-15,40.33000183105469
2004-12-16,39.63999938964844
2004-12-17,39.040000915527344
2004-12-20,38.7599983215332
2004-12-21,39.04999923706055
2004-12-22,39.290000915527344
2004-12-23,39.349998474121094
2004-12-27,39.38999938964844
2004-12-28,39.91999816894531
2004-12-29,39.970001220703125
2004-12-30,39.79999923706055
2004-12-31,39.83000183105469
2005-01-03,39.90999984741211
2005-01-04,39.65999984741211
2005-01-05,40.0099983215332
2005-01-06,39.959999084472656
2005-01-07,39.79999923706055
2005-01-10,39.90999984741211
2005-01-11,40.22999954223633
2005-01-12,40.91999816894531
2005-01-13,40.75
2005-01-14,41.16999816894531
2005-01-18,41.58000183105469
2005-01-19,41.5099983215332
2005-01-20,40.97999954223633
2005-01-21,40.150001525878906
2005-01-24,39.900001525878906
2005-01-25,39.869998931884766
2005-01-26,39.869998931884766
2005-01-27,39.65999984741211
2005-01-28,39.63999938964844
2005-01-31,40.290000915527344
2005-02-01,40.900001525878906
2005-02-02,40.290000915527344
2005-02-03,39.93000030517578
2005-02-04,40.459999084472656
2005-02-07,40.369998931884766
2005-02-08,39.790000915527344
2005-02-09,39.22999954223633
2005-02-10,38.79999923706055
2005-02-11,39.45000076293945
2005-02-14,39.31999969482422
2005-02-15,39.31999969482422
2005-02-16,39.470001220703125
2005-02-17,38.7599983215332
2005-02-18,37.88999938964844
2005-02-22,37.150001525878906
2005-02-23,36.9900016784668
2005-02-24,37.41999816894531
2005-02-25,37.400001525878906
2005-02-28,37.52000045776367
2005-03-01,38.959999084472656
2005-03-02,38.5
2005-03-03,38.25
2005-03-04,38.22999954223633
2005-03-07,38.880001068115234
2005-03-08,38.66999816894531
2005-03-09,38.5
2005-03-10,38.400001525878906
2005-03-11,37.529998779296875
2005-03-14,37.939998626708984
2005-03-15,37.2400016784668
2005-03-16,36.81999969482422
2005-03-17,36.54999923706055
2005-03-18,36.189998626708984
2005-03-21,35.790000915527344
2005-03-22,36.13999938964844
2005-03-23,35.790000915527344
2005-03-24,35.56999969482422
2005-03-28,36.11000061035156
2005-03-29,36.33000183105469
2005-03-30,36.52000045776367
2005-03-31,36.540000915527344
2005-04-01,36.400001525878906
2005-04-04,36.97999954223633
2005-04-05,37.29999923706055
2005-04-06,36.7400016784668
2005-04-07,40.79999923706055
2005-04-08,39.83000183105469
2005-04-11,39.7400016784668
2005-04-12,39.95000076293945
2005-04-13,39.189998626708984
2005-04-14,38.7599983215332
2005-04-15,37.959999084472656
2005-04-18,38.150001525878906
2005-04-19,38.040000915527344
2005-04-20,37.29999923706055
2005-04-21,37.4900016784668
2005-04-22,37.06999969482422
2005-04-25,37.459999084472656
2005-04-26,37.040000915527344
2005-04-27,37.810001373291016
2005-04-28,37.18000030517578
2005-04-29,37.209999084472656
2005-05-02,37.220001220703125
2005-05-03,37.06999969482422
2005-05-04,37.5
2005-05-05,37.099998474121094
2005-05-06,36.83000183105469
2005-05-09,37.060001373291016
2005-05-10,36.689998626708984
2005-05-11,37.31999969482422
2005-05-12,37.22999954223633
2005-05-13,37.380001068115234
2005-05-16,38.040000915527344
2005-05-17,38.7400016784668
2005-05-18,39.77000045776367
2005-05-19,39.650001525878906
2005-05-20,39.529998779296875
2005-05-23,39.470001220703125
2005-05-24,39.40999984741211
2005-05-25,39.459999084472656
2005-05-26,39.720001220703125
2005-05-27,40.41999816894531
2005-05-31,40.650001525878906
2005-06-01,40.7400016784668
2005-06-02,41.380001068115234
2005-06-03,41.13999938964844
2005-06-06,41.630001068115234
2005-06-07,41.349998474121094
2005-06-08,41.25
2005-06-09,41.7400016784668
2005-06-10,41.220001220703125
2005-06-13,41.7599983215332
2005-06-14,41.220001220703125
2005-06-15,41.9900016784668
2005-06-16,43.91999816894531
2005-06-17,43.41999816894531
2005-06-20,44.11000061035156
2005-06-21,43.869998931884766
2005-06-22,44.369998931884766
2005-06-23,41.959999084472656
2005-06-24,41.2400016784668
2005-06-27,41.43000030517578
2005-06-28,42.40999984741211
2005-06-29,42.2400016784668
2005-06-30,41.779998779296875
2005-07-01,41.40999984741211
2005-07-05,42.86000061035156
2005-07-06,42.59000015258789
2005-07-07,42.790000915527344
2005-07-08,43.5
2005-07-11,43.91999816894531
2005-07-12,44.099998474121094
2005-07-13,43.88999938964844
2005-07-14,44.619998931884766
2005-07-15,45.0
2005-07-18,44.83000183105469
2005-07-19,45.279998779296875
2005-07-20,45.54999923706055
2005-07-21,45.33000183105469
2005-07-22,46.0
2005-07-25,46.13999938964844
2005-07-26,46.369998931884766
2005-07-27,46.45000076293945
2005-07-28,46.84000015258789
2005-07-29,45.900001525878906
2005-08-01,45.599998474121094
2005-08-02,46.029998779296875
2005-08-03,45.150001525878906
2005-08-04,43.75
2005-08-05,43.869998931884766
2005-08-08,43.40999984741211
2005-08-09,43.83000183105469
2005-08-10,43.63999938964844
2005-08-11,44.0099983215332
2005-08-12,44.33000183105469
2005-08-15,43.560001373291016
2005-08-16,42.279998779296875
2005-08-17,42.36000061035156
