,EWBC
2003-05-05,17.520000457763672
2003-05-06,17.834999084472656
2003-05-07,17.959999084472656
2003-05-08,17.795000076293945
2003-05-09,18.2549991607666
2003-05-12,18.18000030517578
2003-05-13,18.30500030517578
2003-05-14,18.329999923706055
2003-05-15,18.239999771118164
2003-05-16,17.924999237060547
2003-05-19,17.5
2003-05-20,17.5
2003-05-21,17.40999984741211
2003-05-22,17.399999618530273
2003-05-23,17.809999465942383
2003-05-27,17.950000762939453
2003-05-28,18.170000076293945
2003-05-29,18.104999542236328
2003-05-30,18.354999542236328
2003-06-02,18.424999237060547
2003-06-03,18.424999237060547
2003-06-04,18.46500015258789
2003-06-05,18.594999313354492
2003-06-06,18.440000534057617
2003-06-09,18.21500015258789
2003-06-10,18.360000610351562
2003-06-11,18.280000686645508
2003-06-12,18.219999313354492
2003-06-13,17.8700008392334
2003-06-16,17.94499969482422
2003-06-17,17.75
2003-06-18,17.649999618530273
2003-06-19,17.385000228881836
2003-06-20,17.5049991607666
2003-06-23,16.989999771118164
2003-06-24,16.950000762939453
2003-06-25,17.225000381469727
2003-06-26,17.549999237060547
2003-06-27,17.774999618530273
2003-06-30,18.065000534057617
2003-07-01,17.844999313354492
2003-07-02,18.2450008392334
2003-07-03,18.2549991607666
2003-07-07,18.475000381469727
2003-07-08,18.59000015258789
2003-07-09,18.575000762939453
2003-07-10,18.610000610351562
2003-07-11,18.889999389648438
2003-07-14,19.190000534057617
2003-07-15,18.975000381469727
2003-07-16,18.645000457763672
2003-07-17,19.424999237060547
2003-07-18,20.690000534057617
2003-07-21,21.1299991607666
2003-07-22,21.385000228881836
2003-07-23,21.7549991607666
2003-07-24,21.895000457763672
2003-07-25,21.774999618530273
2003-07-28,21.65999984741211
2003-07-29,21.399999618530273
2003-07-30,21.46500015258789
2003-07-31,21.614999771118164
2003-08-01,20.854999542236328
2003-08-04,20.639999389648438
2003-08-05,20.56999969482422
2003-08-06,20.690000534057617
2003-08-07,20.600000381469727
2003-08-08,21.065000534057617
2003-08-11,21.014999389648438
2003-08-12,21.149999618530273
2003-08-13,21.174999237060547
2003-08-14,21.200000762939453
2003-08-15,21.05500030517578
2003-08-18,21.989999771118164
2003-08-19,22.475000381469727
2003-08-20,22.420000076293945
2003-08-21,22.399999618530273
2003-08-22,21.545000076293945
2003-08-25,21.81999969482422
2003-08-26,21.780000686645508
2003-08-27,21.795000076293945
2003-08-28,22.024999618530273
2003-08-29,22.165000915527344
2003-09-02,22.475000381469727
2003-09-03,22.385000228881836
2003-09-04,22.489999771118164
2003-09-05,22.06999969482422
2003-09-08,22.475000381469727
2003-09-09,22.395000457763672
2003-09-10,22.100000381469727
2003-09-11,22.549999237060547
2003-09-12,22.674999237060547
2003-09-15,22.56999969482422
2003-09-16,22.270000457763672
2003-09-17,22.079999923706055
2003-09-18,22.389999389648438
2003-09-19,22.440000534057617
2003-09-22,22.184999465942383
2003-09-23,21.799999237060547
2003-09-24,21.584999084472656
2003-09-25,20.844999313354492
2003-09-26,20.875
2003-09-29,21.145000457763672
2003-09-30,21.375
2003-10-01,22.0
2003-10-02,22.094999313354492
2003-10-03,22.350000381469727
2003-10-06,22.545000076293945
2003-10-07,22.895000457763672
2003-10-08,22.7549991607666
2003-10-09,23.2450008392334
2003-10-10,23.229999542236328
2003-10-13,23.9950008392334
2003-10-14,24.114999771118164
2003-10-15,24.03499984741211
2003-10-16,23.614999771118164
2003-10-17,23.81999969482422
2003-10-20,23.514999389648438
2003-10-21,23.7450008392334
2003-10-22,23.684999465942383
2003-10-23,23.985000610351562
2003-10-24,23.549999237060547
2003-10-27,23.770000457763672
2003-10-28,23.84000015258789
2003-10-29,24.434999465942383
2003-10-30,24.280000686645508
2003-10-31,24.545000076293945
2003-11-03,25.0
2003-11-04,25.479999542236328
2003-11-05,25.434999465942383
2003-11-06,25.4950008392334
2003-11-07,25.299999237060547
2003-11-10,25.094999313354492
2003-11-11,25.389999389648438
2003-11-12,25.920000076293945
2003-11-13,25.84000015258789
2003-11-14,25.385000228881836
2003-11-17,25.18000030517578
2003-11-18,25.235000610351562
2003-11-19,25.540000915527344
2003-11-20,25.475000381469727
2003-11-21,25.18000030517578
2003-11-24,25.579999923706055
2003-11-25,26.05500030517578
2003-11-26,26.375
2003-11-28,26.190000534057617
2003-12-01,26.905000686645508
2003-12-02,27.299999237060547
2003-12-03,27.05500030517578
2003-12-04,26.975000381469727
2003-12-05,26.94499969482422
2003-12-08,26.670000076293945
2003-12-09,25.885000228881836
2003-12-10,25.434999465942383
2003-12-11,26.104999542236328
2003-12-12,26.125
2003-12-15,25.899999618530273
2003-12-16,25.649999618530273
2003-12-17,25.674999237060547
2003-12-18,25.735000610351562
2003-12-19,26.6200008392334
2003-12-22,26.5
2003-12-23,26.684999465942383
2003-12-24,26.420000076293945
2003-12-26,26.760000228881836
2003-12-29,27.21500015258789
2003-12-30,27.5
2003-12-31,26.84000015258789
2004-01-02,26.405000686645508
2004-01-05,25.674999237060547
2004-01-06,25.46500015258789
2004-01-07,25.860000610351562
2004-01-08,25.604999542236328
2004-01-09,25.454999923706055
2004-01-12,25.399999618530273
2004-01-13,25.25
2004-01-14,25.354999542236328
2004-01-15,25.299999237060547
2004-01-16,24.975000381469727
2004-01-20,25.100000381469727
2004-01-21,25.014999389648438
2004-01-22,24.75
2004-01-23,24.899999618530273
2004-01-26,25.75
2004-01-27,25.915000915527344
2004-01-28,26.149999618530273
2004-01-29,25.94499969482422
2004-01-30,26.149999618530273
2004-02-02,26.649999618530273
2004-02-03,26.549999237060547
2004-02-04,25.959999084472656
2004-02-05,26.399999618530273
2004-02-06,26.795000076293945
2004-02-09,27.010000228881836
2004-02-10,27.5
2004-02-11,27.174999237060547
2004-02-12,26.885000228881836
2004-02-13,26.565000534057617
2004-02-17,27.059999465942383
2004-02-18,26.844999313354492
2004-02-19,26.75
2004-02-20,26.59000015258789
2004-02-23,26.34000015258789
2004-02-24,26.440000534057617
2004-02-25,26.5049991607666
2004-02-26,26.635000228881836
2004-02-27,26.575000762939453
2004-03-01,26.7450008392334
2004-03-02,26.09000015258789
2004-03-03,26.125
2004-03-04,26.584999084472656
2004-03-05,26.420000076293945
2004-03-08,26.165000915527344
2004-03-09,26.075000762939453
2004-03-10,25.90999984741211
2004-03-11,25.895000457763672
2004-03-12,26.329999923706055
2004-03-15,25.774999618530273
2004-03-16,25.774999618530273
2004-03-17,26.165000915527344
2004-03-18,26.024999618530273
2004-03-19,26.0
2004-03-22,26.149999618530273
2004-03-23,26.364999771118164
2004-03-24,26.200000762939453
2004-03-25,26.829999923706055
2004-03-26,26.815000534057617
2004-03-29,27.2549991607666
2004-03-30,27.635000228881836
2004-03-31,28.0
2004-04-01,28.094999313354492
2004-04-02,28.104999542236328
2004-04-05,28.2450008392334
2004-04-06,28.450000762939453
2004-04-07,28.44499969482422
2004-04-08,28.15999984741211
2004-04-12,28.5
2004-04-13,27.7549991607666
2004-04-14,27.329999923706055
2004-04-15,27.239999771118164
2004-04-16,26.90999984741211
2004-04-19,27.479999542236328
2004-04-20,27.0
2004-04-21,27.44499969482422
2004-04-22,27.985000610351562
2004-04-23,28.19499969482422
2004-04-26,27.924999237060547
2004-04-27,28.270000457763672
2004-04-28,27.915000915527344
2004-04-29,27.934999465942383
2004-04-30,28.165000915527344
2004-05-03,28.479999542236328
2004-05-04,28.084999084472656
2004-05-05,28.364999771118164
2004-05-06,28.260000228881836
2004-05-07,27.049999237060547
2004-05-10,26.780000686645508
2004-05-11,27.059999465942383
2004-05-12,27.049999237060547
2004-05-13,27.350000381469727
2004-05-14,27.684999465942383
2004-05-17,27.5049991607666
2004-05-18,27.649999618530273
2004-05-19,27.514999389648438
2004-05-20,27.899999618530273
2004-05-21,29.15999984741211
2004-05-24,28.854999542236328
2004-05-25,28.96500015258789
2004-05-26,29.834999084472656
2004-05-27,30.295000076293945
2004-05-28,30.334999084472656
2004-06-01,30.809999465942383
2004-06-02,31.049999237060547
2004-06-03,30.510000228881836
2004-06-04,30.575000762939453
2004-06-07,30.674999237060547
2004-06-08,30.674999237060547
2004-06-09,30.145000457763672
2004-06-10,30.094999313354492
2004-06-14,29.825000762939453
2004-06-15,30.4950008392334
2004-06-16,30.625
2004-06-17,30.3799991607666
2004-06-18,30.915000915527344
2004-06-21,30.5
2004-06-22,30.65999984741211
2004-06-23,30.940000534057617
2004-06-24,30.600000381469727
2004-06-25,30.200000762939453
2004-06-28,30.3700008392334
2004-06-29,30.399999618530273
2004-06-30,30.700000762939453
2004-07-01,30.06999969482422
2004-07-02,30.299999237060547
2004-07-06,30.200000762939453
2004-07-07,30.059999465942383
2004-07-08,30.010000228881836
2004-07-09,30.09000015258789
2004-07-12,30.0
2004-07-13,30.389999389648438
2004-07-14,30.149999618530273
2004-07-15,29.989999771118164
2004-07-16,30.68000030517578
2004-07-19,31.6200008392334
2004-07-20,32.689998626708984
2004-07-21,31.59000015258789
2004-07-22,31.440000534057617
2004-07-23,31.469999313354492
2004-07-26,31.510000228881836
2004-07-27,32.16999816894531
2004-07-28,32.63999938964844
2004-07-29,33.869998931884766
2004-07-30,33.720001220703125
2004-08-02,34.349998474121094
2004-08-03,34.0099983215332
2004-08-04,34.650001525878906
2004-08-05,34.040000915527344
2004-08-06,33.2400016784668
2004-08-09,33.18000030517578
2004-08-10,33.91999816894531
2004-08-11,33.900001525878906
2004-08-12,33.72999954223633
2004-08-13,33.869998931884766
2004-08-16,34.2599983215332
2004-08-17,34.119998931884766
2004-08-18,35.439998626708984
2004-08-19,35.5099983215332
2004-08-20,35.65999984741211
2004-08-23,35.47999954223633
2004-08-24,35.41999816894531
2004-08-25,35.63999938964844
2004-08-26,35.0
2004-08-27,35.45000076293945
2004-08-30,35.529998779296875
2004-08-31,36.22999954223633
2004-09-01,35.790000915527344
2004-09-02,35.540000915527344
2004-09-03,35.540000915527344
2004-09-07,36.40999984741211
2004-09-08,36.09000015258789
2004-09-09,36.630001068115234
2004-09-10,36.869998931884766
2004-09-13,37.029998779296875
2004-09-14,36.84000015258789
2004-09-15,36.83000183105469
2004-09-16,36.4900016784668
2004-09-17,35.54999923706055
2004-09-20,35.13999938964844
2004-09-21,34.9900016784668
2004-09-22,33.5099983215332
2004-09-23,33.599998474121094
2004-09-24,32.68000030517578
2004-09-27,32.2400016784668
2004-09-28,33.150001525878906
2004-09-29,33.849998474121094
2004-09-30,33.59000015258789
2004-10-01,34.04999923706055
2004-10-04,34.099998474121094
2004-10-05,34.029998779296875
2004-10-06,34.79999923706055
2004-10-07,34.41999816894531
2004-10-08,34.45000076293945
2004-10-11,34.68000030517578
2004-10-12,34.63999938964844
2004-10-13,34.18000030517578
2004-10-14,33.88999938964844
2004-10-15,34.459999084472656
2004-10-18,34.689998626708984
2004-10-19,34.54999923706055
2004-10-20,34.709999084472656
2004-10-21,36.91999816894531
2004-10-22,37.9900016784668
2004-10-25,38.959999084472656
2004-10-26,39.65999984741211
2004-10-27,39.9900016784668
2004-10-28,40.13999938964844
2004-10-29,40.040000915527344
2004-11-01,40.20000076293945
2004-11-02,40.79999923706055
2004-11-03,42.16999816894531
2004-11-04,42.0
2004-11-05,42.22999954223633
2004-11-08,41.63999938964844
2004-11-09,42.349998474121094
2004-11-10,42.130001068115234
2004-11-11,42.11000061035156
2004-11-12,42.689998626708984
2004-11-15,42.970001220703125
2004-11-16,40.560001373291016
2004-11-17,39.91999816894531
2004-11-18,40.15999984741211
2004-11-19,39.619998931884766
2004-11-22,40.369998931884766
2004-11-23,40.83000183105469
2004-11-24,41.27000045776367
2004-11-26,41.400001525878906
2004-11-29,41.720001220703125
2004-11-30,41.470001220703125
2004-12-01,42.88999938964844
2004-12-02,43.0
2004-12-03,42.310001373291016
2004-12-06,41.849998474121094
2004-12-07,40.5099983215332
2004-12-08,41.06999969482422
2004-12-09,40.59000015258789
2004-12-10,41.06999969482422
2004-12-13,41.810001373291016
2004-12-14,41.77000045776367
2004-12-15,41.36000061035156
2004-12-16,41.16999816894531
2004-12-17,41.97999954223633
2004-12-20,41.68000030517578
2004-12-21,42.91999816894531
2004-12-22,43.20000076293945
2004-12-23,43.29999923706055
2004-12-27,41.84000015258789
2004-12-28,42.970001220703125
2004-12-29,41.70000076293945
2004-12-30,41.86000061035156
2004-12-31,41.959999084472656
2005-01-03,41.5099983215332
2005-01-04,41.06999969482422
2005-01-05,41.349998474121094
2005-01-06,41.20000076293945
2005-01-07,40.099998474121094
2005-01-10,40.02000045776367
2005-01-11,39.630001068115234
2005-01-12,39.0099983215332
2005-01-13,38.779998779296875
2005-01-14,38.130001068115234
2005-01-18,38.38999938964844
2005-01-19,38.099998474121094
2005-01-20,37.5099983215332
2005-01-21,37.279998779296875
2005-01-24,37.16999816894531
2005-01-25,37.29999923706055
2005-01-26,39.349998474121094
2005-01-27,37.90999984741211
2005-01-28,37.279998779296875
2005-01-31,38.939998626708984
2005-02-01,39.130001068115234
2005-02-02,39.20000076293945
2005-02-03,38.689998626708984
2005-02-04,38.20000076293945
2005-02-07,38.0
2005-02-08,37.880001068115234
2005-02-09,36.869998931884766
2005-02-10,36.790000915527344
2005-02-11,37.63999938964844
2005-02-14,37.400001525878906
2005-02-15,36.88999938964844
2005-02-16,36.65999984741211
2005-02-17,36.290000915527344
2005-02-18,35.790000915527344
2005-02-22,34.86000061035156
2005-02-23,35.09000015258789
2005-02-24,35.18000030517578
2005-02-25,35.93000030517578
2005-02-28,35.959999084472656
2005-03-01,37.189998626708984
2005-03-02,37.34000015258789
2005-03-03,37.470001220703125
2005-03-04,38.25
2005-03-07,38.439998626708984
2005-03-08,37.869998931884766
2005-03-09,37.939998626708984
2005-03-10,37.630001068115234
2005-03-11,37.439998626708984
2005-03-14,37.90999984741211
2005-03-15,37.849998474121094
2005-03-16,37.63999938964844
2005-03-17,38.11000061035156
2005-03-18,38.470001220703125
2005-03-21,38.099998474121094
2005-03-22,37.540000915527344
2005-03-23,36.849998474121094
2005-03-24,36.95000076293945
2005-03-28,36.93000030517578
2005-03-29,36.33000183105469
2005-03-30,37.20000076293945
2005-03-31,36.91999816894531
2005-04-01,36.09000015258789
2005-04-04,36.29999923706055
2005-04-05,36.529998779296875
2005-04-06,36.47999954223633
2005-04-07,36.290000915527344
2005-04-08,36.060001373291016
2005-04-11,35.599998474121094
2005-04-12,36.439998626708984
2005-04-13,35.5
2005-04-14,34.4900016784668
2005-04-15,31.8700008392334
2005-04-18,33.81999969482422
2005-04-19,33.84000015258789
2005-04-20,32.97999954223633
2005-04-21,33.220001220703125
2005-04-22,32.0
2005-04-25,31.950000762939453
2005-04-26,31.389999389648438
2005-04-27,31.950000762939453
2005-04-28,31.600000381469727
2005-04-29,32.119998931884766
2005-05-02,32.5
2005-05-03,32.15999984741211
2005-05-04,32.689998626708984
2005-05-05,32.41999816894531
2005-05-06,32.56999969482422
2005-05-09,32.150001525878906
2005-05-10,31.8799991607666
2005-05-11,32.20000076293945
2005-05-12,32.40999984741211
2005-05-13,32.2400016784668
2005-05-16,33.290000915527344
2005-05-17,33.43000030517578
2005-05-18,34.939998626708984
2005-05-19,34.439998626708984
2005-05-20,34.209999084472656
2005-05-23,34.09000015258789
2005-05-24,34.02000045776367
2005-05-25,33.369998931884766
2005-05-26,33.79999923706055
2005-05-27,33.79999923706055
2005-05-31,33.63999938964844
2005-06-01,34.15999984741211
2005-06-02,34.11000061035156
2005-06-03,33.36000061035156
2005-06-06,33.58000183105469
2005-06-07,33.630001068115234
2005-06-08,33.41999816894531
2005-06-09,33.349998474121094
2005-06-10,32.9900016784668
2005-06-13,32.650001525878906
2005-06-14,32.25
2005-06-15,32.18000030517578
2005-06-16,32.119998931884766
2005-06-17,32.130001068115234
2005-06-20,32.310001373291016
2005-06-21,32.220001220703125
2005-06-22,32.619998931884766
2005-06-23,31.829999923706055
2005-06-24,31.950000762939453
2005-06-27,32.529998779296875
2005-06-28,33.34000015258789
2005-06-29,33.599998474121094
2005-06-30,33.59000015258789
2005-07-01,35.88999938964844
2005-07-05,36.18000030517578
2005-07-06,36.0
2005-07-07,36.630001068115234
2005-07-08,37.439998626708984
2005-07-11,37.439998626708984
2005-07-12,38.0
2005-07-13,37.5099983215332
2005-07-14,37.029998779296875
2005-07-15,37.40999984741211
2005-07-18,36.79999923706055
2005-07-19,36.599998474121094
2005-07-20,37.41999816894531
2005-07-21,36.06999969482422
2005-07-22,35.470001220703125
2005-07-25,35.63999938964844
2005-07-26,35.400001525878906
2005-07-27,35.0
2005-07-28,34.779998779296875
2005-07-29,34.5
2005-08-01,34.040000915527344
2005-08-02,34.13999938964844
2005-08-03,34.58000183105469
2005-08-04,34.65999984741211
2005-08-05,34.40999984741211
2005-08-08,34.34000015258789
2005-08-09,33.97999954223633
2005-08-10,34.2599983215332
2005-08-11,34.849998474121094
2005-08-12,34.650001525878906
2005-08-15,34.650001525878906
2005-08-16,34.119998931884766
2005-08-17,33.9900016784668
2005-08-18,33.900001525878906
2005-08-19,33.90999984741211
2005-08-22,34.150001525878906
2005-08-23,33.9900016784668
2005-08-24,33.75
2005-08-25,33.849998474121094
2005-08-26,33.060001373291016
2005-08-29,32.83000183105469
2005-08-30,33.0
2005-08-31,33.939998626708984
2005-09-01,34.75
2005-09-02,34.36000061035156
2005-09-06,34.599998474121094
2005-09-07,33.900001525878906
2005-09-08,33.75
2005-09-09,33.72999954223633
2005-09-12,33.630001068115234
2005-09-13,32.81999969482422
2005-09-14,32.45000076293945
2005-09-15,32.349998474121094
2005-09-16,34.20000076293945
2005-09-19,34.06999969482422
2005-09-20,33.70000076293945
2005-09-21,33.439998626708984
2005-09-22,33.18000030517578
2005-09-23,33.650001525878906
2005-09-26,33.97999954223633
2005-09-27,34.0
2005-09-28,33.72999954223633
2005-09-29,33.97999954223633
2005-09-30,34.040000915527344
2005-10-03,34.439998626708984
2005-10-04,33.869998931884766
2005-10-05,33.54999923706055
2005-10-06,32.95000076293945
2005-10-07,32.560001373291016
2005-10-10,32.310001373291016
2005-10-11,31.850000381469727
2005-10-12,32.04999923706055
2005-10-13,32.900001525878906
2005-10-14,33.5
2005-10-17,33.099998474121094
2005-10-18,33.060001373291016
2005-10-19,36.97999954223633
2005-10-20,36.47999954223633
2005-10-21,36.81999969482422
2005-10-24,37.939998626708984
2005-10-25,37.79999923706055
2005-10-26,37.72999954223633
2005-10-27,37.7599983215332
2005-10-28,38.380001068115234
2005-10-31,38.290000915527344
2005-11-01,38.150001525878906
2005-11-02,38.83000183105469
2005-11-03,38.20000076293945
2005-11-04,38.7400016784668
2005-11-07,38.349998474121094
2005-11-08,38.2599983215332
2005-11-09,38.29999923706055
2005-11-10,38.2599983215332
2005-11-11,38.66999816894531
2005-11-14,38.689998626708984
2005-11-15,38.529998779296875
2005-11-16,38.29999923706055
2005-11-17,38.619998931884766
2005-11-18,38.470001220703125
2005-11-21,38.810001373291016
2005-11-22,38.5099983215332
2005-11-23,38.599998474121094
2005-11-25,38.31999969482422
2005-11-28,38.130001068115234
2005-11-29,38.220001220703125
2005-11-30,37.959999084472656
2005-12-01,38.09000015258789
2005-12-02,37.5
2005-12-05,37.220001220703125
2005-12-06,37.40999984741211
2005-12-07,36.66999816894531
2005-12-08,36.5
2005-12-09,36.5
2005-12-12,36.43000030517578
2005-12-13,37.09000015258789
2005-12-14,37.380001068115234
2005-12-15,37.150001525878906
2005-12-16,37.150001525878906
2005-12-19,36.63999938964844
2005-12-20,36.66999816894531
2005-12-21,36.86000061035156
2005-12-22,36.72999954223633
2005-12-23,36.790000915527344
2005-12-27,36.650001525878906
2005-12-28,36.84000015258789
2005-12-29,36.709999084472656
2005-12-30,36.4900016784668
2006-01-03,37.099998474121094
2006-01-04,37.08000183105469
2006-01-05,36.95000076293945
2006-01-06,36.83000183105469
2006-01-09,36.900001525878906
2006-01-10,37.400001525878906
2006-01-11,37.38999938964844
2006-01-12,36.7400016784668
2006-01-13,37.22999954223633
2006-01-17,36.77000045776367
2006-01-18,36.70000076293945
2006-01-19,36.33000183105469
2006-01-20,35.959999084472656
2006-01-23,35.810001373291016
2006-01-24,36.029998779296875
2006-01-25,36.209999084472656
2006-01-26,36.97999954223633
2006-01-27,37.58000183105469
2006-01-30,37.119998931884766
2006-01-31,36.90999984741211
2006-02-01,36.790000915527344
2006-02-02,36.34000015258789
2006-02-03,36.33000183105469
2006-02-06,35.130001068115234
2006-02-07,35.5099983215332
2006-02-08,35.41999816894531
2006-02-09,35.29999923706055
2006-02-10,35.66999816894531
2006-02-13,35.2599983215332
2006-02-14,35.470001220703125
2006-02-15,35.75
2006-02-16,35.66999816894531
2006-02-17,35.5
2006-02-21,35.72999954223633
2006-02-22,36.560001373291016
2006-02-23,36.5
2006-02-24,37.02000045776367
2006-02-27,37.43000030517578
2006-02-28,37.689998626708984
2006-03-01,37.61000061035156
2006-03-02,37.849998474121094
2006-03-03,36.869998931884766
2006-03-06,36.52000045776367
2006-03-07,36.65999984741211
2006-03-08,36.58000183105469
2006-03-09,36.130001068115234
2006-03-10,37.02000045776367
2006-03-13,37.470001220703125
2006-03-14,37.720001220703125
2006-03-15,37.650001525878906
2006-03-16,37.7599983215332
2006-03-17,38.2400016784668
2006-03-20,39.5099983215332
2006-03-21,39.220001220703125
2006-03-22,39.20000076293945
2006-03-23,38.65999984741211
2006-03-24,38.66999816894531
2006-03-27,38.560001373291016
2006-03-28,38.900001525878906
2006-03-29,39.20000076293945
2006-03-30,38.79999923706055
2006-03-31,38.54999923706055
2006-04-03,37.099998474121094
2006-04-04,37.220001220703125
2006-04-05,37.34000015258789
2006-04-06,37.279998779296875
2006-04-07,37.220001220703125
2006-04-10,37.29999923706055
2006-04-11,37.189998626708984
2006-04-12,36.86000061035156
2006-04-13,37.31999969482422
2006-04-17,37.0
2006-04-18,39.650001525878906
2006-04-19,40.900001525878906
2006-04-20,39.93000030517578
2006-04-21,40.0
2006-04-24,39.79999923706055
2006-04-25,39.810001373291016
2006-04-26,40.16999816894531
2006-04-27,40.02000045776367
2006-04-28,39.66999816894531
2006-05-01,39.279998779296875
2006-05-02,39.22999954223633
2006-05-03,39.310001373291016
2006-05-04,39.29999923706055
2006-05-05,39.4900016784668
2006-05-08,39.380001068115234
2006-05-09,39.43000030517578
2006-05-10,39.29999923706055
2006-05-11,39.08000183105469
2006-05-12,39.33000183105469
2006-05-15,39.459999084472656
2006-05-16,39.709999084472656
2006-05-17,39.099998474121094
2006-05-18,38.75
2006-05-19,38.97999954223633
2006-05-22,39.20000076293945
2006-05-23,39.220001220703125
2006-05-24,39.209999084472656
2006-05-25,39.56999969482422
2006-05-26,39.849998474121094
2006-05-30,39.45000076293945
2006-05-31,39.95000076293945
2006-06-01,40.29999923706055
2006-06-02,40.90999984741211
2006-06-05,39.61000061035156
2006-06-06,39.31999969482422
2006-06-07,39.72999954223633
2006-06-08,39.880001068115234
2006-06-09,40.209999084472656
2006-06-12,39.5099983215332
2006-06-13,38.90999984741211
2006-06-14,38.47999954223633
2006-06-15,38.619998931884766
2006-06-16,38.560001373291016
2006-06-19,37.93000030517578
2006-06-20,37.65999984741211
2006-06-21,37.91999816894531
2006-06-22,37.529998779296875
2006-06-23,36.7599983215332
2006-06-26,37.0
2006-06-27,36.90999984741211
2006-06-28,37.13999938964844
2006-06-29,38.119998931884766
2006-06-30,37.90999984741211
2006-07-03,38.38999938964844
2006-07-05,38.09000015258789
2006-07-06,38.0
2006-07-07,37.81999969482422
2006-07-10,38.16999816894531
2006-07-11,37.65999984741211
2006-07-12,37.41999816894531
2006-07-13,36.900001525878906
2006-07-14,36.7599983215332
2006-07-17,37.599998474121094
2006-07-18,37.290000915527344
2006-07-19,38.15999984741211
2006-07-20,40.66999816894531
2006-07-21,39.529998779296875
2006-07-24,39.88999938964844
2006-07-25,40.06999969482422
2006-07-26,40.70000076293945
2006-07-27,39.689998626708984
2006-07-28,40.61000061035156
2006-07-31,40.349998474121094
2006-08-01,40.38999938964844
2006-08-02,40.779998779296875
2006-08-03,40.880001068115234
2006-08-04,40.65999984741211
2006-08-07,40.4900016784668
2006-08-08,39.790000915527344
2006-08-09,39.279998779296875
2006-08-10,39.540000915527344
2006-08-11,39.43000030517578
2006-08-14,39.459999084472656
2006-08-15,39.900001525878906
2006-08-16,40.08000183105469
2006-08-17,40.0
2006-08-18,40.22999954223633
2006-08-21,40.20000076293945
2006-08-22,40.16999816894531
2006-08-23,39.56999969482422
2006-08-24,39.900001525878906
2006-08-25,40.06999969482422
2006-08-28,40.16999816894531
2006-08-29,40.220001220703125
2006-08-30,40.459999084472656
2006-08-31,40.5
2006-09-01,40.33000183105469
2006-09-05,40.56999969482422
2006-09-06,40.31999969482422
2006-09-07,39.86000061035156
2006-09-08,40.0
2006-09-11,39.599998474121094
2006-09-12,39.970001220703125
2006-09-13,40.08000183105469
2006-09-14,39.869998931884766
2006-09-15,39.880001068115234
2006-09-18,39.29999923706055
2006-09-19,39.220001220703125
2006-09-20,40.040000915527344
2006-09-21,40.09000015258789
2006-09-22,39.54999923706055
2006-09-25,40.04999923706055
2006-09-26,40.029998779296875
2006-09-27,40.369998931884766
2006-09-28,40.20000076293945
2006-09-29,39.61000061035156
2006-10-02,39.02000045776367
2006-10-03,38.54999923706055
2006-10-04,39.63999938964844
2006-10-05,39.5099983215332
2006-10-06,39.099998474121094
2006-10-09,39.38999938964844
2006-10-10,39.15999984741211
2006-10-11,38.7400016784668
2006-10-12,37.58000183105469
2006-10-13,37.7599983215332
2006-10-16,37.52000045776367
2006-10-17,37.060001373291016
2006-10-18,37.0099983215332
2006-10-19,36.5
2006-10-20,36.400001525878906
2006-10-23,36.630001068115234
2006-10-24,36.470001220703125
2006-10-25,36.459999084472656
2006-10-26,36.27000045776367
2006-10-27,36.11000061035156
2006-10-30,35.97999954223633
2006-10-31,36.5099983215332
2006-11-01,36.400001525878906
2006-11-02,36.439998626708984
2006-11-03,36.5
2006-11-06,36.560001373291016
2006-11-07,36.630001068115234
2006-11-08,37.040000915527344
2006-11-09,36.869998931884766
2006-11-10,36.959999084472656
2006-11-13,37.06999969482422
2006-11-14,37.029998779296875
2006-11-15,37.13999938964844
2006-11-16,37.209999084472656
2006-11-17,36.61000061035156
2006-11-20,36.540000915527344
2006-11-21,36.459999084472656
2006-11-22,36.2400016784668
2006-11-24,36.13999938964844
2006-11-27,35.619998931884766
2006-11-28,35.529998779296875
2006-11-29,35.560001373291016
2006-11-30,35.61000061035156
2006-12-01,35.470001220703125
2006-12-04,35.869998931884766
2006-12-05,35.95000076293945
2006-12-06,35.959999084472656
2006-12-07,35.61000061035156
2006-12-08,35.20000076293945
2006-12-11,34.79999923706055
2006-12-12,34.95000076293945
2006-12-13,34.77000045776367
2006-12-14,34.4900016784668
2006-12-15,34.83000183105469
2006-12-18,34.52000045776367
2006-12-19,34.75
2006-12-20,35.0
2006-12-21,35.0099983215332
2006-12-22,35.040000915527344
2006-12-26,35.099998474121094
2006-12-27,35.43000030517578
2006-12-28,35.58000183105469
2006-12-29,35.41999816894531
2007-01-03,35.560001373291016
2007-01-04,35.83000183105469
2007-01-05,35.369998931884766
2007-01-08,35.380001068115234
2007-01-09,35.33000183105469
2007-01-10,35.2599983215332
2007-01-11,35.650001525878906
2007-01-12,35.79999923706055
2007-01-16,36.130001068115234
2007-01-17,36.2599983215332
2007-01-18,36.279998779296875
2007-01-19,36.349998474121094
2007-01-22,36.31999969482422
2007-01-23,36.36000061035156
2007-01-24,36.65999984741211
2007-01-25,38.27000045776367
2007-01-26,37.90999984741211
2007-01-29,38.2400016784668
2007-01-30,38.099998474121094
2007-01-31,38.400001525878906
2007-02-01,38.36000061035156
2007-02-02,38.29999923706055
2007-02-05,38.189998626708984
2007-02-06,38.2400016784668
2007-02-07,38.34000015258789
2007-02-08,38.150001525878906
