,APTO
1997-03-12,382.5
1997-03-13,382.5
1997-03-14,382.5
1997-03-17,388.125
1997-03-18,388.125
1997-03-19,410.625
1997-03-20,399.375
1997-03-21,399.375
1997-03-24,399.375
1997-03-25,399.375
1997-03-26,399.375
1997-03-27,399.375
1997-03-31,399.375
1997-04-01,382.5
1997-04-02,382.5
1997-04-03,382.5
1997-04-04,354.375
1997-04-07,376.875
1997-04-08,376.875
1997-04-09,371.25
1997-04-10,371.25
1997-04-11,371.25
1997-04-14,371.25
1997-04-15,382.5
1997-04-16,382.5
1997-04-17,382.5
1997-04-18,382.5
1997-04-21,382.5
1997-04-22,382.5
1997-04-23,405.0
1997-04-24,382.5
1997-04-25,382.5
1997-04-28,382.5
1997-04-29,382.5
1997-04-30,427.5
1997-05-01,427.5
1997-05-02,382.5
1997-05-05,405.0
1997-05-06,393.75
1997-05-07,393.75
1997-05-08,393.75
1997-05-09,393.75
1997-05-12,393.75
1997-05-13,393.75
1997-05-14,393.75
1997-05-15,393.75
1997-05-16,393.75
1997-05-19,393.75
1997-05-20,393.75
1997-05-21,393.75
1997-05-22,393.75
1997-05-23,393.75
1997-05-27,315.0
1997-05-28,315.0
1997-05-29,315.0
1997-05-30,315.0
1997-06-02,315.0
1997-06-03,315.0
1997-06-04,315.0
1997-06-05,315.0
1997-06-06,315.0
1997-06-09,315.0
1997-06-10,315.0
1997-06-11,315.0
1997-06-12,315.0
1997-06-13,315.0
1997-06-16,315.0
1997-06-17,315.0
1997-06-18,315.0
1997-06-19,315.0
1997-06-20,315.0
1997-06-23,315.0
1997-06-24,270.0
1997-06-25,270.0
1997-06-26,270.0
1997-06-27,270.0
1997-06-30,270.0
1997-07-01,270.0
1997-07-02,270.0
1997-07-03,270.0
1997-07-07,270.0
1997-07-08,247.5
1997-07-09,247.5
1997-07-10,247.5
1997-07-11,247.5
1997-07-14,247.5
1997-07-15,247.5
1997-07-16,247.5
1997-07-17,270.0
1997-07-18,270.0
1997-07-21,270.0
1997-07-22,270.0
1997-07-23,270.0
1997-07-24,270.0
1997-07-25,270.0
1997-07-28,270.0
1997-07-29,270.0
1997-07-30,270.0
1997-07-31,270.0
1997-08-01,270.0
1997-08-04,270.0
1997-08-05,270.0
1997-08-06,236.25
1997-08-07,236.25
1997-08-08,241.875
1997-08-11,241.875
1997-08-12,241.875
1997-08-13,241.875
1997-08-14,241.875
1997-08-15,241.875
1997-08-18,247.5
1997-08-19,241.875
1997-08-20,241.875
1997-08-21,258.75
1997-08-22,230.625
1997-08-25,247.5
1997-08-26,247.5
1997-08-27,247.5
1997-08-28,202.5
1997-08-29,202.5
1997-09-02,225.0
1997-09-03,219.375
1997-09-04,219.375
1997-09-05,219.375
1997-09-08,270.0
1997-09-09,270.0
1997-09-10,292.5
1997-09-11,292.5
1997-09-12,286.875
1997-09-15,286.875
1997-09-16,286.875
1997-09-17,286.875
1997-09-18,286.875
1997-09-19,286.875
1997-09-22,286.875
1997-09-23,286.875
1997-09-24,286.875
1997-09-25,286.875
1997-09-26,286.875
1997-09-29,247.5
1997-09-30,247.5
1997-10-01,247.5
1997-10-02,286.875
1997-10-03,326.25
1997-10-06,320.625
1997-10-07,320.625
1997-10-08,315.0
1997-10-09,281.25
1997-10-10,281.25
1997-10-13,281.25
1997-10-14,281.25
1997-10-15,281.25
1997-10-16,286.875
1997-10-17,286.875
1997-10-20,286.875
1997-10-21,286.875
1997-10-22,303.75
1997-10-23,303.75
1997-10-24,303.75
1997-10-27,303.75
1997-10-28,303.75
1997-10-29,303.75
1997-10-30,303.75
1997-10-31,303.75
1997-11-03,303.75
1997-11-04,303.75
1997-11-05,303.75
1997-11-06,303.75
1997-11-07,298.125
1997-11-10,298.125
1997-11-11,225.0
1997-11-12,225.0
1997-11-13,225.0
1997-11-14,225.0
1997-11-17,225.0
1997-11-18,225.0
1997-11-19,225.0
1997-11-20,225.0
1997-11-21,225.0
1997-11-24,286.875
1997-11-25,286.875
1997-11-26,286.875
1997-11-28,286.875
1997-12-01,286.875
1997-12-02,247.5
1997-12-03,247.5
1997-12-04,247.5
1997-12-05,247.5
1997-12-08,270.0
1997-12-09,292.5
1997-12-10,241.875
1997-12-11,241.875
1997-12-12,241.875
1997-12-15,241.875
1997-12-16,213.75
1997-12-17,213.75
1997-12-18,213.75
1997-12-19,213.75
1997-12-22,213.75
1997-12-23,213.75
1997-12-24,213.75
1997-12-26,213.75
1997-12-29,225.0
1997-12-30,202.5
1997-12-31,202.5
1998-01-02,202.5
1998-01-05,202.5
1998-01-06,202.5
1998-01-07,202.5
1998-01-08,202.5
1998-01-09,202.5
1998-01-12,202.5
1998-01-13,202.5
1998-01-14,202.5
1998-01-15,202.5
1998-01-16,202.5
1998-01-20,202.5
1998-01-21,202.5
1998-01-22,202.5
1998-01-23,202.5
1998-01-26,202.5
1998-01-27,202.5
1998-01-28,202.5
1998-01-29,202.5
1998-01-30,202.5
1998-02-02,225.0
1998-02-03,225.0
1998-02-04,225.0
1998-02-05,225.0
1998-02-06,225.0
1998-02-09,270.0
1998-02-10,270.0
1998-02-11,270.0
1998-02-12,270.0
1998-02-13,270.0
1998-02-17,270.0
1998-02-18,191.25
1998-02-19,191.25
1998-02-20,219.375
1998-02-23,219.375
1998-02-24,219.375
1998-02-25,219.375
1998-02-26,258.75
1998-02-27,258.75
1998-03-02,258.75
1998-03-03,196.875
1998-03-04,196.875
1998-03-05,230.625
1998-03-06,230.625
1998-03-09,230.625
1998-03-10,230.625
1998-03-11,230.625
1998-03-12,230.625
1998-03-13,230.625
1998-03-16,230.625
1998-03-17,230.625
1998-03-18,191.25
1998-03-19,157.5
1998-03-20,157.5
1998-03-23,236.25
1998-03-24,196.875
1998-03-25,208.125
1998-03-26,157.5
1998-03-27,191.25
1998-03-30,191.25
1998-03-31,157.5
1998-04-01,202.5
1998-04-02,157.5
1998-04-03,157.5
1998-04-06,157.5
1998-04-07,157.5
1998-04-08,157.5
1998-04-09,174.375
1998-04-13,174.375
1998-04-14,180.0
1998-04-15,174.375
1998-04-16,174.375
1998-04-17,174.375
1998-04-20,202.5
1998-04-21,202.5
1998-04-22,202.5
1998-04-23,202.5
1998-04-24,202.5
1998-04-27,180.0
1998-04-28,180.0
1998-04-29,157.5
1998-04-30,157.5
1998-05-01,157.5
1998-05-04,247.5
1998-05-05,360.0
1998-05-06,270.0
1998-05-07,270.0
1998-05-08,270.0
1998-05-11,326.25
1998-05-12,320.625
1998-05-13,281.25
1998-05-14,270.0
1998-05-15,258.75
1998-05-18,247.5
1998-05-19,270.0
1998-05-20,241.875
1998-05-21,236.25
1998-05-22,236.25
1998-05-26,236.25
1998-05-27,270.0
1998-05-28,258.75
1998-05-29,236.25
1998-06-01,236.25
1998-06-02,225.0
1998-06-03,236.25
1998-06-04,236.25
1998-06-05,225.0
1998-06-08,213.75
1998-06-09,213.75
1998-06-10,202.5
1998-06-11,191.25
1998-06-12,191.25
1998-06-15,191.25
1998-06-16,168.75
1998-06-17,157.5
1998-06-18,180.0
1998-06-19,168.75
1998-06-22,168.75
1998-06-23,196.875
1998-06-24,213.75
1998-06-25,180.0
1998-06-26,180.0
1998-06-29,191.25
1998-06-30,202.5
1998-07-01,191.25
1998-07-02,202.5
1998-07-06,202.5
1998-07-07,191.25
1998-07-08,225.0
1998-07-09,225.0
1998-07-10,202.5
1998-07-13,202.5
1998-07-14,180.0
1998-07-15,180.0
1998-07-16,202.5
1998-07-17,180.0
1998-07-20,191.25
1998-07-21,202.5
1998-07-22,180.0
1998-07-23,191.25
1998-07-24,180.0
1998-07-27,168.75
1998-07-28,163.125
1998-07-29,157.5
1998-07-30,157.5
1998-07-31,157.5
1998-08-03,180.0
1998-08-04,202.5
1998-08-05,202.5
1998-08-06,168.75
1998-08-07,168.75
1998-08-10,180.0
1998-08-11,180.0
1998-08-12,157.5
1998-08-13,157.5
1998-08-14,157.5
1998-08-17,157.5
1998-08-18,157.5
1998-08-19,157.5
1998-08-20,157.5
1998-08-21,129.375
1998-08-24,135.0
1998-08-25,123.75
1998-08-26,146.25
1998-08-27,146.25
1998-08-28,106.875
1998-08-31,101.25
1998-09-01,101.25
1998-09-02,129.375
1998-09-03,135.0
1998-09-04,157.5
1998-09-08,163.125
1998-09-09,157.5
1998-09-10,146.25
1998-09-11,135.0
1998-09-14,135.0
1998-09-15,135.0
1998-09-16,135.0
1998-09-17,135.0
1998-09-18,146.25
1998-09-21,157.5
1998-09-22,112.5
1998-09-23,112.5
1998-09-24,157.5
1998-09-25,157.5
1998-09-28,123.75
1998-09-29,123.75
1998-09-30,123.75
1998-10-01,112.5
1998-10-02,112.5
1998-10-05,112.5
1998-10-06,112.5
1998-10-07,112.5
1998-10-08,112.5
1998-10-09,90.0
1998-10-12,90.0
1998-10-13,135.0
1998-10-14,90.0
1998-10-15,90.0
1998-10-16,90.0
1998-10-19,90.0
1998-10-20,112.5
1998-10-21,112.5
1998-10-22,112.5
1998-10-23,112.5
1998-10-26,112.5
1998-10-27,90.0
1998-10-28,90.0
1998-10-29,84.375
1998-10-30,67.5
1998-11-02,67.5
1998-11-03,106.875
1998-11-04,112.5
1998-11-05,118.125
1998-11-06,118.125
1998-11-09,118.125
1998-11-10,84.375
1998-11-11,84.375
1998-11-12,73.125
1998-11-13,73.125
1998-11-16,84.375
1998-11-17,78.75
1998-11-18,56.25
1998-11-19,56.25
1998-11-20,56.25
1998-11-23,56.25
1998-11-24,56.25
1998-11-25,90.0
1998-11-27,90.0
1998-11-30,90.0
1998-12-01,90.0
1998-12-02,73.125
1998-12-03,90.0
1998-12-04,90.0
1998-12-07,67.5
1998-12-08,90.0
1998-12-09,73.125
1998-12-10,73.125
1998-12-11,73.125
1998-12-14,73.125
1998-12-15,67.5
1998-12-16,67.5
1998-12-17,67.5
1998-12-18,56.25
1998-12-21,56.25
1998-12-22,56.25
1998-12-23,95.625
1998-12-24,95.625
1998-12-28,73.125
1998-12-29,73.125
1998-12-30,67.5
1998-12-31,56.25
1999-01-04,56.25
1999-01-05,56.25
1999-01-06,56.25
1999-01-07,56.25
1999-01-08,56.25
1999-01-11,84.375
1999-01-12,84.375
1999-01-13,84.375
1999-01-14,84.375
1999-01-15,84.375
1999-01-19,84.375
1999-01-20,84.375
1999-01-21,84.375
1999-01-22,84.375
1999-01-25,84.375
1999-01-26,84.375
1999-01-27,61.875
1999-01-28,78.75
1999-01-29,78.75
1999-02-01,78.75
1999-02-02,90.0
1999-02-03,90.0
1999-02-04,95.625
1999-02-05,95.625
1999-02-08,95.625
1999-02-09,95.625
1999-02-10,73.125
1999-02-11,84.375
1999-02-12,95.625
1999-02-16,95.625
1999-02-17,78.75
1999-02-18,73.125
1999-02-19,73.125
1999-02-22,73.125
1999-02-23,73.125
1999-02-24,73.125
1999-02-25,67.5
1999-02-26,67.5
1999-03-01,84.375
1999-03-02,84.375
1999-03-03,84.375
1999-03-04,61.875
1999-03-05,61.875
1999-03-08,90.0
1999-03-09,90.0
1999-03-10,90.0
1999-03-11,90.0
1999-03-12,67.5
1999-03-15,95.625
1999-03-16,95.625
1999-03-17,95.625
1999-03-18,95.625
1999-03-19,95.625
1999-03-22,67.5
1999-03-23,67.5
1999-03-24,67.5
1999-03-25,67.5
1999-03-26,67.5
1999-03-29,61.875
1999-03-30,61.875
1999-03-31,61.875
1999-04-01,135.0
1999-04-05,151.875
1999-04-06,118.125
1999-04-07,118.125
1999-04-08,95.625
1999-04-09,95.625
1999-04-12,95.625
1999-04-13,174.375
1999-04-14,241.875
1999-04-15,180.0
1999-04-16,135.0
1999-04-19,129.375
1999-04-20,174.375
1999-04-21,146.25
1999-04-22,146.25
1999-04-23,146.25
1999-04-26,180.0
1999-04-27,106.875
1999-04-28,106.875
1999-04-29,106.875
1999-04-30,106.875
1999-05-03,129.375
1999-05-04,129.375
1999-05-05,129.375
1999-05-06,129.375
1999-05-07,129.375
1999-05-10,106.875
1999-05-11,106.875
1999-05-12,106.875
1999-05-13,106.875
1999-05-14,106.875
1999-05-17,106.875
1999-05-18,106.875
1999-05-19,106.875
1999-05-20,106.875
1999-05-21,106.875
1999-05-24,196.875
1999-05-25,140.625
1999-05-26,196.875
1999-05-27,196.875
1999-05-28,196.875
1999-06-01,135.0
1999-06-02,135.0
1999-06-03,135.0
1999-06-04,163.125
1999-06-07,112.5
1999-06-08,112.5
1999-06-09,112.5
1999-06-10,106.875
1999-06-11,135.0
1999-06-14,135.0
1999-06-15,135.0
1999-06-16,135.0
1999-06-17,106.875
1999-06-18,106.875
1999-06-21,135.0
1999-06-22,135.0
1999-06-23,106.875
1999-06-24,106.875
1999-06-25,106.875
1999-06-28,106.875
1999-06-29,106.875
1999-06-30,118.125
1999-07-01,118.125
1999-07-02,135.0
1999-07-06,123.75
1999-07-07,112.5
1999-07-08,112.5
1999-07-09,112.5
1999-07-12,95.625
1999-07-13,151.875
1999-07-14,146.25
1999-07-15,146.25
1999-07-16,146.25
1999-07-19,95.625
1999-07-20,95.625
1999-07-21,151.875
1999-07-22,95.625
1999-07-23,95.625
1999-07-26,90.0
1999-07-27,135.0
1999-07-28,90.0
1999-07-29,90.0
1999-07-30,90.0
1999-08-02,90.0
1999-08-03,90.0
1999-08-04,90.0
1999-08-05,106.875
1999-08-06,106.875
1999-08-09,106.875
1999-08-10,106.875
1999-08-11,106.875
1999-08-12,106.875
1999-08-13,106.875
1999-08-16,106.875
1999-08-17,106.875
1999-08-18,112.5
1999-08-19,112.5
1999-08-20,95.625
1999-08-23,90.0
1999-08-24,90.0
1999-08-25,90.0
1999-08-26,90.0
1999-08-27,90.0
1999-08-30,90.0
1999-08-31,123.75
1999-09-01,123.75
1999-09-02,123.75
1999-09-03,123.75
1999-09-07,123.75
1999-09-08,123.75
1999-09-09,90.0
1999-09-10,106.875
1999-09-13,123.75
1999-09-14,123.75
1999-09-15,123.75
1999-09-16,123.75
1999-09-17,123.75
1999-09-20,123.75
1999-09-21,106.875
1999-09-22,106.875
1999-09-23,106.875
1999-09-24,95.625
1999-09-27,95.625
1999-09-28,90.0
1999-09-29,90.0
1999-09-30,101.25
1999-10-01,95.625
1999-10-04,84.375
1999-10-05,84.375
1999-10-06,112.5
1999-10-07,112.5
1999-10-08,112.5
1999-10-11,112.5
1999-10-12,84.375
1999-10-13,90.0
1999-10-14,123.75
1999-10-15,123.75
1999-10-18,112.5
1999-10-19,112.5
1999-10-20,90.0
1999-10-21,90.0
1999-10-22,90.0
1999-10-25,90.0
1999-10-26,90.0
1999-10-27,90.0
1999-10-28,90.0
1999-10-29,90.0
1999-11-01,118.125
1999-11-02,118.125
1999-11-03,90.0
1999-11-04,90.0
1999-11-05,84.375
1999-11-08,106.875
1999-11-09,106.875
1999-11-10,106.875
1999-11-11,106.875
1999-11-12,90.0
1999-11-15,84.375
1999-11-16,106.875
1999-11-17,101.25
1999-11-18,90.0
1999-11-19,78.75
1999-11-22,112.5
1999-11-23,112.5
1999-11-24,106.875
1999-11-26,101.25
1999-11-29,118.125
1999-11-30,140.625
1999-12-01,185.625
1999-12-02,163.125
1999-12-03,174.375
1999-12-06,191.25
1999-12-07,253.125
1999-12-08,298.125
1999-12-09,236.25
1999-12-10,253.125
1999-12-13,270.0
1999-12-14,264.375
1999-12-15,247.5
1999-12-16,270.0
1999-12-17,286.875
1999-12-20,230.625
1999-12-21,185.625
1999-12-22,196.875
1999-12-23,225.0
1999-12-27,258.75
1999-12-28,225.0
1999-12-29,247.5
1999-12-30,258.75
1999-12-31,320.625
2000-01-03,472.5
2000-01-04,376.875
2000-01-05,540.0
2000-01-06,607.5
2000-01-07,540.0
2000-01-10,556.875
2000-01-11,556.875
2000-01-12,523.125
2000-01-13,472.5
2000-01-14,517.5
2000-01-18,466.875
2000-01-19,450.0
2000-01-20,528.75
2000-01-21,562.5
2000-01-24,523.125
2000-01-25,540.0
2000-01-26,675.0
2000-01-27,613.125
2000-01-28,607.5
2000-01-31,540.0
2000-02-01,556.875
2000-02-02,511.875
2000-02-03,596.25
2000-02-04,596.25
2000-02-07,646.875
2000-02-08,613.125
2000-02-09,630.0
2000-02-10,613.125
2000-02-11,613.125
2000-02-14,686.25
2000-02-15,725.625
2000-02-16,1012.5
2000-02-17,900.0
2000-02-18,900.0
2000-02-22,916.875
2000-02-23,900.0
2000-02-24,793.125
2000-02-25,793.125
2000-02-28,922.5
2000-02-29,1192.5
2000-03-01,1125.0
2000-03-02,1057.5
2000-03-03,1507.5
2000-03-06,1957.5
2000-03-07,1710.0
2000-03-08,1890.0
2000-03-09,1890.0
2000-03-10,1800.0
2000-03-13,1642.5
2000-03-14,1395.0
2000-03-15,1395.0
2000-03-16,1485.0
2000-03-17,1485.0
2000-03-20,1423.125
2000-03-21,1305.0
2000-03-22,1305.0
2000-03-23,1395.0
2000-03-24,1327.5
2000-03-27,1271.25
2000-03-28,1260.0
2000-03-29,1147.5
2000-03-30,1147.5
2000-03-31,1237.5
2000-04-03,1440.0
2000-04-04,1327.5
2000-04-05,1215.0
2000-04-06,1305.0
2000-04-07,1293.75
2000-04-10,1192.5
2000-04-11,1125.0
2000-04-12,911.25
2000-04-13,810.0
2000-04-14,720.0
2000-04-17,720.0
2000-04-18,877.5
2000-04-19,855.0
2000-04-20,843.75
2000-04-24,821.25
2000-04-25,821.25
2000-04-26,810.0
2000-04-27,765.0
2000-04-28,787.5
2000-05-01,765.0
2000-05-02,781.875
2000-05-03,731.25
2000-05-04,703.125
2000-05-05,720.0
2000-05-08,697.5
2000-05-09,686.25
2000-05-10,663.75
2000-05-11,686.25
2000-05-12,675.0
2000-05-15,652.5
2000-05-16,630.0
2000-05-17,630.0
2000-05-18,736.875
2000-05-19,720.0
2000-05-22,675.0
2000-05-23,675.0
2000-05-24,562.5
2000-05-25,585.0
2000-05-26,562.5
2000-05-30,540.0
2000-05-31,585.0
2000-06-01,697.5
2000-06-02,675.0
2000-06-05,691.875
2000-06-06,720.0
2000-06-07,742.5
2000-06-08,742.5
2000-06-09,810.0
2000-06-12,787.5
2000-06-13,855.0
2000-06-14,810.0
2000-06-15,787.5
2000-06-16,720.0
2000-06-19,720.0
2000-06-20,720.0
2000-06-21,708.75
2000-06-22,708.75
2000-06-23,787.5
2000-06-26,798.75
2000-06-27,742.5
2000-06-28,753.75
2000-06-29,776.25
2000-06-30,742.5
2000-07-03,765.0
2000-07-05,742.5
2000-07-06,753.75
2000-07-07,725.625
2000-07-10,720.0
2000-07-11,753.75
2000-07-12,720.0
2000-07-13,720.0
2000-07-14,720.0
2000-07-17,714.375
2000-07-18,697.5
2000-07-19,697.5
2000-07-20,720.0
2000-07-21,708.75
2000-07-24,675.0
2000-07-25,697.5
2000-07-26,691.875
2000-07-27,663.75
2000-07-28,652.5
2000-07-31,630.0
2000-08-01,596.25
2000-08-02,618.75
2000-08-03,613.125
2000-08-04,646.875
2000-08-07,590.625
2000-08-08,596.25
2000-08-09,596.25
2000-08-10,596.25
2000-08-11,596.25
2000-08-14,613.125
2000-08-15,613.125
2000-08-16,630.0
2000-08-17,658.125
2000-08-18,618.75
2000-08-21,618.75
2000-08-22,646.875
2000-08-23,624.375
2000-08-24,821.25
2000-08-25,742.5
2000-08-28,697.5
2000-08-29,697.5
2000-08-30,731.25
2000-08-31,787.5
2000-09-01,765.0
2000-09-05,804.375
2000-09-06,776.25
2000-09-07,798.75
2000-09-08,753.75
2000-09-11,708.75
2000-09-12,720.0
2000-09-13,691.875
2000-09-14,703.125
2000-09-15,720.0
2000-09-18,697.5
2000-09-19,753.75
2000-09-20,697.5
2000-09-21,742.5
2000-09-22,697.5
2000-09-25,697.5
2000-09-26,675.0
2000-09-27,652.5
2000-09-28,686.25
2000-09-29,652.5
2000-10-02,630.0
2000-10-03,630.0
2000-10-04,675.0
2000-10-05,641.25
2000-10-06,630.0
2000-10-09,607.5
2000-10-10,613.125
2000-10-11,568.125
2000-10-12,562.5
2000-10-13,556.875
2000-10-16,585.0
2000-10-17,618.75
2000-10-18,585.0
2000-10-19,635.625
2000-10-20,613.125
2000-10-23,613.125
2000-10-24,573.75
2000-10-25,585.0
2000-10-26,540.0
2000-10-27,573.75
2000-10-30,556.875
2000-10-31,573.75
2000-11-01,540.0
2000-11-02,540.0
2000-11-03,528.75
2000-11-06,596.25
2000-11-07,585.0
2000-11-08,506.25
2000-11-09,506.25
2000-11-10,506.25
2000-11-13,461.25
2000-11-14,534.375
2000-11-15,506.25
2000-11-16,495.0
2000-11-17,472.5
2000-11-20,517.5
2000-11-21,483.75
2000-11-22,416.25
2000-11-24,450.0
2000-11-27,483.75
2000-11-28,450.0
2000-11-29,461.25
2000-11-30,393.75
2000-12-01,393.75
2000-12-04,371.25
2000-12-05,382.5
2000-12-06,382.5
2000-12-07,360.0
2000-12-08,371.25
2000-12-11,376.875
2000-12-12,376.875
2000-12-13,360.0
2000-12-14,376.875
2000-12-15,365.625
2000-12-18,326.25
2000-12-19,315.0
2000-12-20,264.375
2000-12-21,270.0
2000-12-22,303.75
2000-12-26,281.25
2000-12-27,303.75
2000-12-28,365.625
2000-12-29,416.25
2001-01-02,433.125
2001-01-03,438.75
2001-01-04,371.25
2001-01-05,365.625
2001-01-08,348.75
2001-01-09,472.5
2001-01-10,472.5
2001-01-11,455.625
2001-01-12,427.5
2001-01-16,450.0
2001-01-17,450.0
2001-01-18,433.125
2001-01-19,444.375
2001-01-22,438.75
2001-01-23,444.375
2001-01-24,433.125
2001-01-25,483.75
2001-01-26,466.875
2001-01-29,472.5
2001-01-30,495.0
2001-01-31,506.25
2001-02-01,590.625
2001-02-02,573.75
2001-02-05,562.5
2001-02-06,590.625
2001-02-07,596.25
2001-02-08,545.625
2001-02-09,523.125
2001-02-12,517.5
2001-02-13,495.0
2001-02-14,455.625
2001-02-15,506.25
2001-02-16,478.125
2001-02-20,551.25
2001-02-21,495.0
2001-02-22,495.0
2001-02-23,483.75
2001-02-26,506.25
2001-02-27,478.125
2001-02-28,466.875
2001-03-01,450.0
2001-03-02,450.0
2001-03-05,427.5
2001-03-06,444.375
2001-03-07,438.75
2001-03-08,416.25
2001-03-09,405.0
2001-03-12,427.5
2001-03-13,433.125
2001-03-14,376.875
2001-03-15,416.25
2001-03-16,410.625
2001-03-19,427.5
2001-03-20,405.0
2001-03-21,376.875
2001-03-22,343.125
2001-03-23,376.875
2001-03-26,427.5
2001-03-27,405.0
2001-03-28,393.75
2001-03-29,376.875
2001-03-30,382.5
2001-04-02,348.75
2001-04-03,343.125
2001-04-04,365.625
2001-04-05,376.875
2001-04-06,360.0
2001-04-09,363.6000061035156
2001-04-10,370.79998779296875
2001-04-11,392.3999938964844
2001-04-12,392.3999938964844
2001-04-16,403.20001220703125
2001-04-17,403.20001220703125
2001-04-18,424.79998779296875
2001-04-19,403.20001220703125
2001-04-20,417.6000061035156
2001-04-23,432.0
2001-04-24,378.0
2001-04-25,396.0
2001-04-26,378.0
2001-04-27,388.79998779296875
2001-04-30,370.79998779296875
2001-05-01,378.0
2001-05-02,399.6000061035156
2001-05-03,410.3999938964844
2001-05-04,410.3999938964844
2001-05-07,403.20001220703125
2001-05-08,403.20001220703125
2001-05-09,464.3999938964844
2001-05-10,439.20001220703125
2001-05-11,457.20001220703125
2001-05-14,435.6000061035156
2001-05-15,410.3999938964844
2001-05-16,410.3999938964844
2001-05-17,396.0
2001-05-18,406.79998779296875
2001-05-21,388.79998779296875
2001-05-22,406.79998779296875
2001-05-23,392.3999938964844
2001-05-24,403.20001220703125
2001-05-25,392.3999938964844
2001-05-29,385.20001220703125
2001-05-30,378.0
2001-05-31,385.20001220703125
2001-06-01,374.3999938964844
2001-06-04,388.79998779296875
2001-06-05,370.79998779296875
2001-06-06,403.20001220703125
2001-06-07,403.20001220703125
2001-06-08,392.3999938964844
2001-06-11,414.0
2001-06-12,399.6000061035156
2001-06-13,414.0
2001-06-14,396.0
2001-06-15,374.3999938964844
2001-06-18,363.6000061035156
2001-06-19,360.0
2001-06-20,370.79998779296875
2001-06-21,360.0
2001-06-22,378.0
2001-06-25,385.20001220703125
2001-06-26,378.0
2001-06-27,356.3999938964844
2001-06-28,363.6000061035156
2001-06-29,392.3999938964844
2001-07-02,388.79998779296875
2001-07-03,392.3999938964844
2001-07-05,392.3999938964844
2001-07-06,363.6000061035156
2001-07-09,342.0
2001-07-10,360.0
2001-07-11,360.0
2001-07-12,360.0
2001-07-13,342.0
2001-07-16,331.20001220703125
2001-07-17,331.20001220703125
2001-07-18,327.6000061035156
2001-07-19,313.20001220703125
2001-07-20,309.6000061035156
2001-07-23,302.3999938964844
2001-07-24,302.3999938964844
2001-07-25,313.20001220703125
2001-07-26,302.3999938964844
2001-07-27,309.6000061035156
2001-07-30,316.79998779296875
2001-07-31,306.0
2001-08-01,309.6000061035156
2001-08-02,309.6000061035156
2001-08-03,295.20001220703125
2001-08-06,298.79998779296875
2001-08-07,320.3999938964844
2001-08-08,302.3999938964844
2001-08-09,302.3999938964844
2001-08-10,306.0
2001-08-13,306.0
2001-08-14,298.79998779296875
2001-08-15,320.3999938964844
2001-08-16,331.20001220703125
2001-08-17,327.6000061035156
2001-08-20,306.0
2001-08-21,309.6000061035156
2001-08-22,298.79998779296875
2001-08-23,298.79998779296875
2001-08-24,298.79998779296875
2001-08-27,291.6000061035156
2001-08-28,270.0
2001-08-29,252.0
2001-08-30,255.60000610351562
2001-08-31,259.20001220703125
2001-09-04,262.79998779296875
2001-09-05,262.79998779296875
2001-09-06,237.60000610351562
2001-09-07,244.8000030517578
2001-09-10,244.8000030517578
2001-09-17,216.0
2001-09-18,219.60000610351562
2001-09-19,208.8000030517578
2001-09-20,201.60000610351562
2001-09-21,205.1999969482422
2001-09-24,205.1999969482422
2001-09-25,201.60000610351562
2001-09-26,187.1999969482422
2001-09-27,194.39999389648438
2001-09-28,208.8000030517578
2001-10-01,194.39999389648438
2001-10-02,205.1999969482422
2001-10-03,194.39999389648438
2001-10-04,198.0
2001-10-05,201.60000610351562
2001-10-08,201.60000610351562
2001-10-09,248.39999389648438
2001-10-10,266.3999938964844
2001-10-11,266.3999938964844
2001-10-12,266.3999938964844
2001-10-15,255.60000610351562
2001-10-16,252.0
2001-10-17,266.3999938964844
2001-10-18,255.60000610351562
2001-10-19,252.0
2001-10-22,244.8000030517578
2001-10-23,237.60000610351562
2001-10-24,234.0
2001-10-25,244.8000030517578
2001-10-26,248.39999389648438
2001-10-29,252.0
2001-10-30,244.8000030517578
2001-10-31,241.1999969482422
2001-11-01,237.60000610351562
2001-11-02,241.1999969482422
2001-11-05,234.0
2001-11-06,226.8000030517578
2001-11-07,226.8000030517578
2001-11-08,266.3999938964844
2001-11-09,252.0
2001-11-12,252.0
2001-11-13,248.39999389648438
2001-11-14,244.8000030517578
2001-11-15,244.8000030517578
2001-11-16,270.0
2001-11-19,295.20001220703125
2001-11-20,331.20001220703125
2001-11-21,298.79998779296875
2001-11-23,302.3999938964844
2001-11-26,324.0
2001-11-27,324.0
2001-11-28,324.0
2001-11-29,316.79998779296875
2001-11-30,291.6000061035156
2001-12-03,252.0
2001-12-04,252.0
2001-12-05,259.20001220703125
2001-12-06,259.20001220703125
2001-12-07,302.3999938964844
2001-12-10,277.20001220703125
2001-12-11,277.20001220703125
2001-12-12,270.0
2001-12-13,262.79998779296875
2001-12-14,273.6000061035156
2001-12-17,291.6000061035156
2001-12-18,288.0
2001-12-19,255.60000610351562
2001-12-20,255.60000610351562
2001-12-21,259.20001220703125
2001-12-24,280.79998779296875
2001-12-26,259.20001220703125
2001-12-27,288.0
2001-12-28,288.0
2001-12-31,288.0
2002-01-02,288.0
2002-01-03,291.6000061035156
2002-01-04,302.3999938964844
2002-01-07,295.20001220703125
2002-01-08,280.79998779296875
2002-01-09,273.6000061035156
2002-01-10,295.20001220703125
2002-01-11,273.6000061035156
