,MYI
2001-12-24,14.529999732971191
2001-12-26,14.529999732971191
2001-12-27,14.390000343322754
2001-12-28,14.449999809265137
2001-12-31,14.5
2002-01-02,14.630000114440918
2002-01-03,14.670000076293945
2002-01-04,14.710000038146973
2002-01-07,14.8100004196167
2002-01-08,14.869999885559082
2002-01-09,14.9399995803833
2002-01-10,14.970000267028809
2002-01-11,14.869999885559082
2002-01-14,14.899999618530273
2002-01-15,14.789999961853027
2002-01-16,14.779999732971191
2002-01-17,14.84000015258789
2002-01-18,14.9399995803833
2002-01-22,14.869999885559082
2002-01-23,14.90999984741211
2002-01-24,14.949999809265137
2002-01-25,14.920000076293945
2002-01-28,14.90999984741211
2002-01-29,14.930000305175781
2002-01-30,14.979999542236328
2002-01-31,15.020000457763672
2002-02-01,15.0
2002-02-04,14.970000267028809
2002-02-05,14.970000267028809
2002-02-06,14.9399995803833
2002-02-07,14.970000267028809
2002-02-08,15.010000228881836
2002-02-11,15.020000457763672
2002-02-12,14.979999542236328
2002-02-13,14.989999771118164
2002-02-14,14.989999771118164
2002-02-15,14.930000305175781
2002-02-19,14.90999984741211
2002-02-20,14.930000305175781
2002-02-21,14.899999618530273
2002-02-22,14.9399995803833
2002-02-25,14.9399995803833
2002-02-26,14.949999809265137
2002-02-27,14.979999542236328
2002-02-28,15.0
2002-03-01,15.0
2002-03-04,14.949999809265137
2002-03-05,14.880000114440918
2002-03-06,14.890000343322754
2002-03-07,14.680000305175781
2002-03-08,14.460000038146973
2002-03-11,14.350000381469727
2002-03-12,14.399999618530273
2002-03-13,14.270000457763672
2002-03-14,14.130000114440918
2002-03-15,13.9399995803833
2002-03-18,13.859999656677246
2002-03-19,13.84000015258789
2002-03-20,13.789999961853027
2002-03-21,13.640000343322754
2002-03-22,13.640000343322754
2002-03-25,13.539999961853027
2002-03-26,13.569999694824219
2002-03-27,13.569999694824219
2002-03-28,13.539999961853027
2002-04-01,13.579999923706055
2002-04-02,13.6899995803833
2002-04-03,13.65999984741211
2002-04-04,13.65999984741211
2002-04-05,13.670000076293945
2002-04-08,13.760000228881836
2002-04-09,13.819999694824219
2002-04-10,13.8100004196167
2002-04-11,13.899999618530273
2002-04-12,14.0
2002-04-15,13.800000190734863
2002-04-16,13.699999809265137
2002-04-17,13.720000267028809
2002-04-18,13.649999618530273
2002-04-19,13.699999809265137
2002-04-22,13.75
2002-04-23,13.720000267028809
2002-04-24,13.819999694824219
2002-04-25,13.819999694824219
2002-04-26,13.890000343322754
2002-04-29,13.960000038146973
2002-04-30,14.0600004196167
2002-05-01,14.149999618530273
2002-05-02,14.119999885559082
2002-05-03,14.100000381469727
2002-05-06,14.170000076293945
2002-05-07,14.199999809265137
2002-05-08,14.039999961853027
2002-05-09,14.010000228881836
2002-05-10,14.020000457763672
2002-05-13,14.0600004196167
2002-05-14,14.020000457763672
2002-05-15,14.140000343322754
2002-05-16,14.0600004196167
2002-05-17,14.079999923706055
2002-05-20,14.149999618530273
2002-05-21,14.15999984741211
2002-05-22,14.239999771118164
2002-05-23,14.1899995803833
2002-05-24,14.210000038146973
2002-05-28,14.300000190734863
2002-05-29,14.289999961853027
2002-05-30,14.369999885559082
2002-05-31,14.489999771118164
2002-06-03,14.529999732971191
2002-06-04,14.319999694824219
2002-06-05,14.350000381469727
2002-06-06,14.359999656677246
2002-06-07,14.350000381469727
2002-06-10,14.4399995803833
2002-06-11,14.5
2002-06-12,14.5
2002-06-13,14.470000267028809
2002-06-14,14.300000190734863
2002-06-17,14.3100004196167
2002-06-18,14.40999984741211
2002-06-19,14.369999885559082
2002-06-20,14.420000076293945
2002-06-21,14.399999618530273
2002-06-24,14.449999809265137
2002-06-25,14.380000114440918
2002-06-26,14.390000343322754
2002-06-27,14.4399995803833
2002-06-28,14.510000228881836
2002-07-01,14.680000305175781
2002-07-02,14.710000038146973
2002-07-03,14.75
2002-07-05,14.960000038146973
2002-07-08,14.609999656677246
2002-07-09,14.699999809265137
2002-07-10,14.8100004196167
2002-07-11,14.8100004196167
2002-07-12,14.880000114440918
2002-07-15,14.859999656677246
2002-07-16,14.75
2002-07-17,14.84000015258789
2002-07-18,14.829999923706055
2002-07-19,14.90999984741211
2002-07-22,14.890000343322754
2002-07-23,14.699999809265137
2002-07-24,14.600000381469727
2002-07-25,14.649999618530273
2002-07-26,14.720000267028809
2002-07-29,14.710000038146973
2002-07-30,14.600000381469727
2002-07-31,14.649999618530273
2002-08-01,14.779999732971191
2002-08-02,14.920000076293945
2002-08-05,14.880000114440918
2002-08-06,14.789999961853027
2002-08-07,14.899999618530273
2002-08-08,14.90999984741211
2002-08-09,14.960000038146973
2002-08-12,14.949999809265137
2002-08-13,15.0
2002-08-14,15.100000381469727
2002-08-15,14.960000038146973
2002-08-16,14.9399995803833
2002-08-19,14.920000076293945
2002-08-20,14.949999809265137
2002-08-21,14.970000267028809
2002-08-22,14.949999809265137
2002-08-23,14.920000076293945
2002-08-26,14.850000381469727
2002-08-27,14.819999694824219
2002-08-28,14.819999694824219
2002-08-29,14.859999656677246
2002-08-30,14.949999809265137
2002-09-03,15.0
2002-09-04,15.039999961853027
2002-09-05,15.09000015258789
2002-09-06,15.029999732971191
2002-09-09,15.050000190734863
2002-09-10,15.079999923706055
2002-09-11,15.050000190734863
2002-09-12,15.119999885559082
2002-09-13,15.079999923706055
2002-09-16,15.180000305175781
2002-09-17,15.050000190734863
2002-09-18,15.130000114440918
2002-09-19,15.170000076293945
2002-09-20,15.069999694824219
2002-09-23,15.020000457763672
2002-09-24,15.0
2002-09-25,15.079999923706055
2002-09-26,15.029999732971191
2002-09-27,15.09000015258789
2002-09-30,15.210000038146973
2002-10-01,15.170000076293945
2002-10-02,15.25
2002-10-03,15.25
2002-10-04,15.180000305175781
2002-10-07,15.170000076293945
2002-10-08,15.239999771118164
2002-10-09,15.300000190734863
2002-10-10,15.140000343322754
2002-10-11,14.989999771118164
2002-10-14,14.979999542236328
2002-10-15,14.720000267028809
2002-10-16,14.399999618530273
2002-10-17,14.199999809265137
2002-10-18,13.84000015258789
2002-10-21,13.6899995803833
2002-10-22,13.59000015258789
2002-10-23,13.670000076293945
2002-10-24,13.949999809265137
2002-10-25,13.970000267028809
2002-10-28,14.020000457763672
2002-10-29,14.109999656677246
2002-10-30,14.170000076293945
2002-10-31,14.3100004196167
2002-11-01,14.3100004196167
2002-11-04,14.210000038146973
2002-11-05,14.069999694824219
2002-11-06,14.069999694824219
2002-11-07,14.15999984741211
2002-11-08,14.359999656677246
2002-11-11,14.380000114440918
2002-11-12,14.399999618530273
2002-11-13,14.260000228881836
2002-11-14,14.020000457763672
2002-11-15,13.800000190734863
2002-11-18,13.859999656677246
2002-11-19,13.8100004196167
2002-11-20,13.800000190734863
2002-11-21,13.800000190734863
2002-11-22,13.729999542236328
2002-11-25,13.770000457763672
2002-11-26,13.84000015258789
2002-11-27,13.850000381469727
2002-11-29,13.859999656677246
2002-12-02,13.890000343322754
2002-12-03,13.880000114440918
2002-12-04,14.020000457763672
2002-12-05,14.020000457763672
2002-12-06,13.989999771118164
2002-12-09,13.979999542236328
2002-12-10,13.989999771118164
2002-12-11,13.869999885559082
2002-12-12,13.890000343322754
2002-12-13,13.789999961853027
2002-12-16,13.699999809265137
2002-12-17,13.6899995803833
2002-12-18,13.800000190734863
2002-12-19,13.880000114440918
2002-12-20,13.890000343322754
2002-12-23,13.970000267028809
2002-12-24,13.989999771118164
2002-12-26,14.0600004196167
2002-12-27,14.15999984741211
2002-12-30,14.399999618530273
2002-12-31,14.529999732971191
2003-01-02,14.3100004196167
2003-01-03,14.479999542236328
2003-01-06,14.319999694824219
2003-01-07,14.25
2003-01-08,14.170000076293945
2003-01-09,13.890000343322754
2003-01-10,14.050000190734863
2003-01-13,13.899999618530273
2003-01-14,13.960000038146973
2003-01-15,14.010000228881836
2003-01-16,13.930000305175781
2003-01-17,14.0600004196167
2003-01-21,14.149999618530273
2003-01-22,14.1899995803833
2003-01-23,14.199999809265137
2003-01-24,14.15999984741211
2003-01-27,14.25
2003-01-28,14.300000190734863
2003-01-29,14.300000190734863
2003-01-30,14.350000381469727
2003-01-31,14.390000343322754
2003-02-03,14.40999984741211
2003-02-04,14.449999809265137
2003-02-05,14.359999656677246
2003-02-06,14.359999656677246
2003-02-07,14.390000343322754
2003-02-10,14.369999885559082
2003-02-11,14.399999618530273
2003-02-12,14.34000015258789
2003-02-13,14.300000190734863
2003-02-14,14.25
2003-02-18,14.289999961853027
2003-02-19,14.260000228881836
2003-02-20,14.239999771118164
2003-02-21,14.25
2003-02-24,14.369999885559082
2003-02-25,14.399999618530273
2003-02-26,14.4399995803833
2003-02-27,14.4399995803833
2003-02-28,14.4399995803833
2003-03-03,14.569999694824219
2003-03-04,14.609999656677246
2003-03-05,14.529999732971191
2003-03-06,14.350000381469727
2003-03-07,14.430000305175781
2003-03-10,14.539999961853027
2003-03-11,14.5600004196167
2003-03-12,14.600000381469727
2003-03-13,14.399999618530273
2003-03-14,14.420000076293945
2003-03-17,14.369999885559082
2003-03-18,14.430000305175781
2003-03-19,14.319999694824219
2003-03-20,14.1899995803833
2003-03-21,14.140000343322754
2003-03-24,14.25
2003-03-25,14.260000228881836
2003-03-26,14.359999656677246
2003-03-27,14.430000305175781
2003-03-28,14.4399995803833
2003-03-31,14.510000228881836
2003-04-01,14.550000190734863
2003-04-02,14.510000228881836
2003-04-03,14.579999923706055
2003-04-04,14.619999885559082
2003-04-07,14.430000305175781
2003-04-08,14.4399995803833
2003-04-09,14.449999809265137
2003-04-10,14.510000228881836
2003-04-11,14.579999923706055
2003-04-14,14.4399995803833
2003-04-15,14.420000076293945
2003-04-16,14.470000267028809
2003-04-17,14.539999961853027
2003-04-21,14.569999694824219
2003-04-22,14.569999694824219
2003-04-23,14.600000381469727
2003-04-24,14.59000015258789
2003-04-25,14.600000381469727
2003-04-28,14.680000305175781
2003-04-29,14.760000228881836
2003-04-30,14.720000267028809
2003-05-01,14.779999732971191
2003-05-02,14.800000190734863
2003-05-05,14.84000015258789
2003-05-06,14.869999885559082
2003-05-07,14.890000343322754
2003-05-08,14.9399995803833
2003-05-09,14.899999618530273
2003-05-12,14.970000267028809
2003-05-13,14.960000038146973
2003-05-14,14.949999809265137
2003-05-15,15.020000457763672
2003-05-16,15.149999618530273
2003-05-19,15.140000343322754
2003-05-20,15.020000457763672
2003-05-21,15.079999923706055
2003-05-22,15.039999961853027
2003-05-23,15.039999961853027
2003-05-27,15.130000114440918
2003-05-28,15.039999961853027
2003-05-29,15.100000381469727
2003-05-30,15.130000114440918
2003-06-02,15.119999885559082
2003-06-03,15.210000038146973
2003-06-04,15.289999961853027
2003-06-05,15.359999656677246
2003-06-06,15.380000114440918
2003-06-09,15.4399995803833
2003-06-10,15.4399995803833
2003-06-11,15.4399995803833
2003-06-12,15.430000305175781
2003-06-13,15.4399995803833
2003-06-16,15.460000038146973
2003-06-17,15.460000038146973
2003-06-18,15.289999961853027
2003-06-19,15.050000190734863
2003-06-20,14.970000267028809
2003-06-23,15.0
2003-06-24,15.020000457763672
2003-06-25,15.020000457763672
2003-06-26,14.979999542236328
2003-06-27,15.029999732971191
2003-06-30,15.140000343322754
2003-07-01,15.210000038146973
2003-07-02,15.3100004196167
2003-07-03,15.210000038146973
2003-07-07,15.180000305175781
2003-07-08,15.079999923706055
2003-07-09,15.170000076293945
2003-07-10,15.149999618530273
2003-07-11,15.15999984741211
2003-07-14,15.1899995803833
2003-07-15,14.970000267028809
2003-07-16,14.5600004196167
2003-07-17,14.260000228881836
2003-07-18,14.430000305175781
2003-07-21,14.329999923706055
2003-07-22,14.3100004196167
2003-07-23,14.359999656677246
2003-07-24,14.300000190734863
2003-07-25,14.270000457763672
2003-07-28,14.100000381469727
2003-07-29,14.09000015258789
2003-07-30,14.25
2003-07-31,14.25
2003-08-01,14.279999732971191
2003-08-04,14.279999732971191
2003-08-05,14.15999984741211
2003-08-06,14.279999732971191
2003-08-07,14.260000228881836
2003-08-08,14.279999732971191
2003-08-11,14.25
2003-08-12,14.350000381469727
2003-08-13,14.109999656677246
2003-08-14,14.0600004196167
2003-08-15,14.0600004196167
2003-08-18,14.119999885559082
2003-08-19,14.119999885559082
2003-08-20,14.140000343322754
2003-08-21,14.09000015258789
2003-08-22,14.0600004196167
2003-08-25,14.029999732971191
2003-08-26,14.010000228881836
2003-08-27,14.020000457763672
2003-08-28,14.109999656677246
2003-08-29,14.199999809265137
2003-09-02,14.109999656677246
2003-09-03,14.109999656677246
2003-09-04,14.1899995803833
2003-09-05,14.220000267028809
2003-09-08,14.279999732971191
2003-09-09,14.270000457763672
2003-09-10,14.289999961853027
2003-09-11,14.319999694824219
2003-09-12,14.329999923706055
2003-09-15,14.300000190734863
2003-09-16,14.350000381469727
2003-09-17,14.359999656677246
2003-09-18,14.300000190734863
2003-09-19,14.300000190734863
2003-09-22,14.210000038146973
2003-09-23,14.25
2003-09-24,14.289999961853027
2003-09-25,14.329999923706055
2003-09-26,14.40999984741211
2003-09-29,14.40999984741211
2003-09-30,14.539999961853027
2003-10-01,14.579999923706055
2003-10-02,14.529999732971191
2003-10-03,14.430000305175781
2003-10-06,14.40999984741211
2003-10-07,14.390000343322754
2003-10-08,14.40999984741211
2003-10-09,14.449999809265137
2003-10-10,14.460000038146973
2003-10-13,14.40999984741211
2003-10-14,14.4399995803833
2003-10-15,14.279999732971191
2003-10-16,14.329999923706055
2003-10-17,14.270000457763672
2003-10-20,14.25
2003-10-21,14.279999732971191
2003-10-22,14.369999885559082
2003-10-23,14.350000381469727
2003-10-24,14.369999885559082
2003-10-27,14.380000114440918
2003-10-28,14.420000076293945
2003-10-29,14.449999809265137
2003-10-30,14.5
2003-10-31,14.510000228881836
2003-11-03,14.529999732971191
2003-11-04,14.579999923706055
2003-11-05,14.569999694824219
2003-11-06,14.5
2003-11-07,14.470000267028809
2003-11-10,14.470000267028809
2003-11-11,14.489999771118164
2003-11-12,14.430000305175781
2003-11-13,14.449999809265137
2003-11-14,14.460000038146973
2003-11-17,14.460000038146973
2003-11-18,14.390000343322754
2003-11-19,14.460000038146973
2003-11-20,14.470000267028809
2003-11-21,14.59000015258789
2003-11-24,14.539999961853027
2003-11-25,14.550000190734863
2003-11-26,14.5
2003-11-28,14.460000038146973
2003-12-01,14.420000076293945
2003-12-02,14.369999885559082
2003-12-03,14.399999618530273
2003-12-04,14.350000381469727
2003-12-05,14.460000038146973
2003-12-08,14.430000305175781
2003-12-09,14.479999542236328
2003-12-10,14.529999732971191
2003-12-11,14.510000228881836
2003-12-12,14.579999923706055
2003-12-15,14.59000015258789
2003-12-16,14.569999694824219
2003-12-17,14.609999656677246
2003-12-18,14.680000305175781
2003-12-19,14.699999809265137
2003-12-22,14.729999542236328
2003-12-23,14.65999984741211
2003-12-24,14.569999694824219
2003-12-26,14.65999984741211
2003-12-29,14.630000114440918
2003-12-30,14.630000114440918
2003-12-31,14.699999809265137
2004-01-02,14.680000305175781
2004-01-05,14.75
2004-01-06,14.720000267028809
2004-01-07,14.739999771118164
2004-01-08,14.739999771118164
2004-01-09,14.819999694824219
2004-01-12,14.970000267028809
2004-01-13,15.100000381469727
2004-01-14,15.09000015258789
2004-01-15,15.079999923706055
2004-01-16,15.039999961853027
2004-01-20,14.989999771118164
2004-01-21,15.020000457763672
2004-01-22,15.130000114440918
2004-01-23,15.039999961853027
2004-01-26,15.029999732971191
2004-01-27,15.0
2004-01-28,14.979999542236328
2004-01-29,14.819999694824219
2004-01-30,14.880000114440918
2004-02-02,14.9399995803833
2004-02-03,15.010000228881836
2004-02-04,15.020000457763672
2004-02-05,14.859999656677246
2004-02-06,14.890000343322754
2004-02-09,15.0
2004-02-10,15.050000190734863
2004-02-11,15.050000190734863
2004-02-12,15.15999984741211
2004-02-13,15.15999984741211
2004-02-17,15.180000305175781
2004-02-18,15.199999809265137
2004-02-19,15.15999984741211
2004-02-20,15.140000343322754
2004-02-23,15.119999885559082
2004-02-24,15.079999923706055
2004-02-25,15.180000305175781
2004-02-26,15.239999771118164
2004-02-27,15.25
2004-03-01,15.329999923706055
2004-03-02,15.1899995803833
2004-03-03,15.100000381469727
2004-03-04,15.140000343322754
2004-03-05,15.260000228881836
2004-03-08,15.34000015258789
2004-03-09,15.359999656677246
2004-03-10,15.420000076293945
2004-03-11,15.359999656677246
2004-03-12,15.350000381469727
2004-03-15,15.369999885559082
2004-03-16,15.399999618530273
2004-03-17,15.350000381469727
2004-03-18,15.279999732971191
2004-03-19,15.3100004196167
2004-03-22,15.34000015258789
2004-03-23,15.329999923706055
2004-03-24,15.430000305175781
2004-03-25,15.40999984741211
2004-03-26,15.34000015258789
2004-03-29,15.1899995803833
2004-03-30,15.15999984741211
2004-03-31,15.300000190734863
2004-04-01,15.289999961853027
2004-04-02,15.010000228881836
2004-04-05,14.529999732971191
2004-04-06,14.449999809265137
2004-04-07,14.649999618530273
2004-04-08,14.529999732971191
2004-04-12,14.359999656677246
2004-04-13,14.180000305175781
2004-04-14,14.020000457763672
2004-04-15,14.029999732971191
2004-04-16,14.1899995803833
2004-04-19,14.100000381469727
2004-04-20,14.020000457763672
2004-04-21,14.079999923706055
2004-04-22,13.970000267028809
2004-04-23,13.880000114440918
2004-04-26,13.699999809265137
2004-04-27,13.729999542236328
2004-04-28,13.720000267028809
2004-04-29,13.630000114440918
2004-04-30,13.8100004196167
2004-05-03,13.75
2004-05-04,13.630000114440918
2004-05-05,13.640000343322754
2004-05-06,13.470000267028809
2004-05-07,13.149999618530273
2004-05-10,13.0600004196167
2004-05-11,13.300000190734863
2004-05-12,13.130000114440918
2004-05-13,12.9399995803833
2004-05-14,13.079999923706055
2004-05-17,13.100000381469727
2004-05-18,13.119999885559082
2004-05-19,13.130000114440918
2004-05-20,13.140000343322754
2004-05-21,13.270000457763672
2004-05-24,13.420000076293945
2004-05-25,13.430000305175781
2004-05-26,13.470000267028809
2004-05-27,13.720000267028809
2004-05-28,13.770000457763672
2004-06-01,13.65999984741211
2004-06-02,13.59000015258789
2004-06-03,13.550000190734863
2004-06-04,13.539999961853027
2004-06-07,13.520000457763672
2004-06-08,13.470000267028809
2004-06-09,13.390000343322754
2004-06-10,13.25
2004-06-14,13.09000015258789
2004-06-15,13.199999809265137
2004-06-16,13.199999809265137
2004-06-17,13.15999984741211
2004-06-18,13.170000076293945
2004-06-21,13.220000267028809
2004-06-22,13.199999809265137
2004-06-23,13.25
2004-06-24,13.3100004196167
2004-06-25,13.260000228881836
2004-06-28,13.25
2004-06-29,13.229999542236328
2004-06-30,13.359999656677246
2004-07-01,13.520000457763672
2004-07-02,13.619999885559082
2004-07-06,13.619999885559082
2004-07-07,13.710000038146973
2004-07-08,13.710000038146973
2004-07-09,13.75
2004-07-12,13.819999694824219
2004-07-13,13.649999618530273
2004-07-14,13.720000267028809
2004-07-15,13.680000305175781
2004-07-16,13.699999809265137
2004-07-19,13.779999732971191
2004-07-20,13.609999656677246
2004-07-21,13.569999694824219
2004-07-22,13.600000381469727
2004-07-23,13.609999656677246
2004-07-26,13.59000015258789
2004-07-27,13.59000015258789
2004-07-28,13.640000343322754
2004-07-29,13.779999732971191
2004-07-30,13.90999984741211
2004-08-02,13.899999618530273
2004-08-03,13.979999542236328
2004-08-04,13.970000267028809
2004-08-05,13.949999809265137
2004-08-06,14.09000015258789
2004-08-09,14.100000381469727
2004-08-10,14.0
2004-08-11,14.039999961853027
2004-08-12,14.0
2004-08-13,14.050000190734863
2004-08-16,14.100000381469727
2004-08-17,14.170000076293945
2004-08-18,14.180000305175781
2004-08-19,14.180000305175781
2004-08-20,14.199999809265137
2004-08-23,14.199999809265137
2004-08-24,14.210000038146973
2004-08-25,14.239999771118164
2004-08-26,14.239999771118164
2004-08-27,14.289999961853027
2004-08-30,14.289999961853027
2004-08-31,14.380000114440918
2004-09-01,14.350000381469727
2004-09-02,14.289999961853027
2004-09-03,14.15999984741211
2004-09-07,14.25
2004-09-08,14.329999923706055
2004-09-09,14.34000015258789
2004-09-10,14.369999885559082
2004-09-13,14.399999618530273
2004-09-14,14.420000076293945
2004-09-15,14.399999618530273
2004-09-16,14.479999542236328
2004-09-17,14.5
2004-09-20,14.510000228881836
2004-09-21,14.520000457763672
2004-09-22,14.569999694824219
2004-09-23,14.510000228881836
2004-09-24,14.5
2004-09-27,14.5
2004-09-28,14.630000114440918
2004-09-29,14.539999961853027
2004-09-30,14.550000190734863
2004-10-01,14.539999961853027
2004-10-04,14.5
2004-10-05,14.600000381469727
2004-10-06,14.59000015258789
2004-10-07,14.550000190734863
2004-10-08,14.630000114440918
2004-10-11,14.670000076293945
2004-10-12,14.699999809265137
2004-10-13,14.640000343322754
2004-10-14,14.670000076293945
2004-10-15,14.670000076293945
2004-10-18,14.600000381469727
2004-10-19,14.609999656677246
2004-10-20,14.630000114440918
2004-10-21,14.630000114440918
2004-10-22,14.630000114440918
2004-10-25,14.630000114440918
2004-10-26,14.569999694824219
2004-10-27,14.539999961853027
2004-10-28,14.579999923706055
2004-10-29,14.569999694824219
2004-11-01,14.600000381469727
2004-11-02,14.609999656677246
2004-11-03,14.59000015258789
2004-11-04,14.619999885559082
2004-11-05,14.239999771118164
2004-11-08,13.859999656677246
2004-11-09,14.050000190734863
2004-11-10,14.1899995803833
2004-11-11,14.239999771118164
2004-11-12,14.300000190734863
2004-11-15,14.380000114440918
2004-11-16,14.34000015258789
2004-11-17,14.430000305175781
2004-11-18,14.430000305175781
2004-11-19,14.279999732971191
2004-11-22,14.319999694824219
2004-11-23,14.350000381469727
2004-11-24,14.420000076293945
2004-11-26,14.40999984741211
2004-11-29,14.289999961853027
2004-11-30,14.270000457763672
2004-12-01,14.359999656677246
2004-12-02,14.289999961853027
2004-12-03,14.319999694824219
2004-12-06,14.170000076293945
2004-12-07,14.260000228881836
2004-12-08,14.210000038146973
2004-12-09,14.229999542236328
2004-12-10,14.319999694824219
2004-12-13,14.229999542236328
2004-12-14,14.180000305175781
2004-12-15,14.149999618530273
2004-12-16,14.010000228881836
2004-12-17,14.069999694824219
2004-12-20,14.170000076293945
2004-12-21,14.140000343322754
2004-12-22,14.119999885559082
2004-12-23,14.149999618530273
2004-12-27,14.170000076293945
2004-12-28,14.100000381469727
2004-12-29,14.109999656677246
2004-12-30,14.100000381469727
2004-12-31,14.1899995803833
2005-01-03,14.279999732971191
2005-01-04,14.210000038146973
2005-01-05,14.350000381469727
2005-01-06,14.399999618530273
2005-01-07,14.4399995803833
2005-01-10,14.539999961853027
2005-01-11,14.449999809265137
2005-01-12,14.510000228881836
2005-01-13,14.470000267028809
2005-01-14,14.380000114440918
2005-01-18,14.319999694824219
2005-01-19,14.40999984741211
2005-01-20,14.479999542236328
2005-01-21,14.510000228881836
2005-01-24,14.529999732971191
2005-01-25,14.59000015258789
2005-01-26,14.550000190734863
2005-01-27,14.619999885559082
2005-01-28,14.569999694824219
2005-01-31,14.640000343322754
2005-02-01,14.65999984741211
2005-02-02,14.680000305175781
2005-02-03,14.640000343322754
2005-02-04,14.75
2005-02-07,14.819999694824219
2005-02-08,14.8100004196167
2005-02-09,14.859999656677246
2005-02-10,14.949999809265137
2005-02-11,14.880000114440918
2005-02-14,14.890000343322754
2005-02-15,14.850000381469727
2005-02-16,14.760000228881836
2005-02-17,14.729999542236328
2005-02-18,14.640000343322754
2005-02-22,14.5600004196167
2005-02-23,14.609999656677246
2005-02-24,14.720000267028809
2005-02-25,14.770000457763672
2005-02-28,14.699999809265137
2005-03-01,14.739999771118164
2005-03-02,14.720000267028809
2005-03-03,14.75
2005-03-04,14.859999656677246
2005-03-07,14.829999923706055
2005-03-08,14.789999961853027
2005-03-09,14.640000343322754
2005-03-10,14.640000343322754
2005-03-11,14.479999542236328
2005-03-14,14.350000381469727
2005-03-15,14.239999771118164
2005-03-16,14.289999961853027
2005-03-17,14.25
2005-03-18,14.3100004196167
2005-03-21,14.220000267028809
2005-03-22,14.130000114440918
2005-03-23,13.930000305175781
2005-03-24,13.979999542236328
2005-03-28,13.890000343322754
2005-03-29,13.869999885559082
2005-03-30,14.09000015258789
2005-03-31,14.199999809265137
2005-04-01,14.3100004196167
2005-04-04,14.34000015258789
2005-04-05,14.319999694824219
2005-04-06,14.390000343322754
2005-04-07,14.300000190734863
2005-04-08,14.279999732971191
2005-04-11,14.380000114440918
2005-04-12,14.430000305175781
2005-04-13,14.369999885559082
2005-04-14,14.300000190734863
2005-04-15,14.220000267028809
2005-04-18,14.279999732971191
2005-04-19,14.350000381469727
2005-04-20,14.289999961853027
2005-04-21,14.34000015258789
2005-04-22,14.350000381469727
2005-04-25,14.399999618530273
2005-04-26,14.430000305175781
2005-04-27,14.470000267028809
2005-04-28,14.529999732971191
2005-04-29,14.5600004196167
2005-05-02,14.600000381469727
2005-05-03,14.630000114440918
2005-05-04,14.739999771118164
2005-05-05,14.739999771118164
2005-05-06,14.59000015258789
2005-05-09,14.579999923706055
2005-05-10,14.550000190734863
2005-05-11,14.550000190734863
2005-05-12,14.609999656677246
2005-05-13,14.649999618530273
2005-05-16,14.699999809265137
2005-05-17,14.680000305175781
2005-05-18,14.710000038146973
2005-05-19,14.729999542236328
2005-05-20,14.720000267028809
2005-05-23,14.789999961853027
2005-05-24,14.850000381469727
2005-05-25,14.789999961853027
2005-05-26,14.770000457763672
2005-05-27,14.770000457763672
2005-05-31,14.789999961853027
2005-06-01,14.829999923706055
2005-06-02,14.949999809265137
2005-06-03,14.970000267028809
2005-06-06,15.0
2005-06-07,15.069999694824219
2005-06-08,15.039999961853027
2005-06-09,15.0600004196167
2005-06-10,14.949999809265137
2005-06-13,14.930000305175781
2005-06-14,15.0
2005-06-15,15.0
2005-06-16,15.050000190734863
2005-06-17,15.050000190734863
2005-06-20,15.039999961853027
2005-06-21,15.029999732971191
2005-06-22,15.100000381469727
2005-06-23,15.109999656677246
2005-06-24,15.140000343322754
2005-06-27,15.170000076293945
2005-06-28,15.229999542236328
2005-06-29,15.229999542236328
2005-06-30,15.239999771118164
2005-07-01,15.25
2005-07-05,15.289999961853027
2005-07-06,15.270000457763672
2005-07-07,15.329999923706055
2005-07-08,15.369999885559082
2005-07-11,15.34000015258789
2005-07-12,15.34000015258789
2005-07-13,15.329999923706055
2005-07-14,15.319999694824219
2005-07-15,15.390000343322754
2005-07-18,15.289999961853027
2005-07-19,15.319999694824219
2005-07-20,15.40999984741211
2005-07-21,15.40999984741211
2005-07-22,15.289999961853027
2005-07-25,15.319999694824219
2005-07-26,15.3100004196167
2005-07-27,15.34000015258789
2005-07-28,15.329999923706055
2005-07-29,15.229999542236328
2005-08-01,15.100000381469727
2005-08-02,14.970000267028809
2005-08-03,14.989999771118164
2005-08-04,15.069999694824219
2005-08-05,15.020000457763672
2005-08-08,14.979999542236328
2005-08-09,14.859999656677246
2005-08-10,14.989999771118164
2005-08-11,14.960000038146973
2005-08-12,14.960000038146973
2005-08-15,14.949999809265137
2005-08-16,14.970000267028809
2005-08-17,14.970000267028809
2005-08-18,14.970000267028809
2005-08-19,15.130000114440918
2005-08-22,15.170000076293945
2005-08-23,15.15999984741211
2005-08-24,15.260000228881836
2005-08-25,15.34000015258789
2005-08-26,15.390000343322754
2005-08-29,15.390000343322754
2005-08-30,15.350000381469727
2005-08-31,15.40999984741211
2005-09-01,15.550000190734863
2005-09-02,15.609999656677246
2005-09-06,15.65999984741211
2005-09-07,15.600000381469727
2005-09-08,15.579999923706055
2005-09-09,15.5
2005-09-12,15.430000305175781
2005-09-13,15.479999542236328
2005-09-14,15.40999984741211
2005-09-15,15.300000190734863
2005-09-16,15.369999885559082
2005-09-19,15.329999923706055
2005-09-20,15.270000457763672
2005-09-21,15.359999656677246
2005-09-22,15.0600004196167
2005-09-23,14.920000076293945
2005-09-26,14.829999923706055
2005-09-27,14.670000076293945
