,CARV
1999-10-19,116.25
1999-10-20,112.5
1999-10-21,106.875
1999-10-22,105.0
1999-10-25,108.75
1999-10-26,112.5
1999-10-27,112.5
1999-10-28,108.75
1999-10-29,106.875
1999-11-01,106.875
1999-11-02,108.75
1999-11-03,112.5
1999-11-04,112.5
1999-11-05,116.25
1999-11-08,112.5
1999-11-09,112.5
1999-11-10,116.25
1999-11-11,114.375
1999-11-12,120.0
1999-11-15,134.0625
1999-11-16,142.5
1999-11-17,150.0
1999-11-18,155.625
1999-11-19,161.25
1999-11-22,157.5
1999-11-23,161.25
1999-11-24,161.25
1999-11-26,161.25
1999-11-29,165.0
1999-11-30,161.25
1999-12-01,157.5
1999-12-02,155.625
1999-12-03,157.5
1999-12-06,155.625
1999-12-07,151.875
1999-12-08,151.875
1999-12-09,151.875
1999-12-10,155.625
1999-12-13,150.0
1999-12-14,142.5
1999-12-15,141.5625
1999-12-16,136.875
1999-12-17,136.875
1999-12-20,138.75
1999-12-21,138.75
1999-12-22,138.75
1999-12-23,140.625
1999-12-27,140.625
1999-12-28,142.5
1999-12-29,144.375
1999-12-30,150.0
1999-12-31,166.875
2000-01-03,163.125
2000-01-04,158.4375
2000-01-05,157.5
2000-01-06,159.375
2000-01-07,153.75
2000-01-10,153.75
2000-01-11,155.625
2000-01-12,159.375
2000-01-13,180.0
2000-01-14,183.75
2000-01-18,183.75
2000-01-19,185.625
2000-01-20,183.75
2000-01-21,185.625
2000-01-24,179.0625
2000-01-25,176.25
2000-01-26,178.125
2000-01-27,181.875
2000-01-28,183.75
2000-01-31,185.625
2000-02-01,181.875
2000-02-02,183.75
2000-02-03,185.625
2000-02-04,185.625
2000-02-07,191.25
2000-02-08,190.3125
2000-02-09,191.25
2000-02-10,189.375
2000-02-11,181.875
2000-02-14,183.75
2000-02-15,180.9375
2000-02-16,180.0
2000-02-17,179.0625
2000-02-18,179.0625
2000-02-22,180.0
2000-02-23,180.0
2000-02-24,195.0
2000-02-25,193.125
2000-02-28,187.5
2000-02-29,169.6875
2000-03-01,164.0625
2000-03-02,148.125
2000-03-03,148.125
2000-03-06,146.25
2000-03-07,142.5
2000-03-08,142.5
2000-03-09,138.75
2000-03-10,135.0
2000-03-13,129.375
2000-03-14,125.625
2000-03-15,125.625
2000-03-16,136.875
2000-03-17,136.875
2000-03-20,135.0
2000-03-21,140.625
2000-03-22,138.75
2000-03-23,136.875
2000-03-24,136.875
2000-03-27,137.8125
2000-03-28,135.0
2000-03-29,131.25
2000-03-30,131.25
2000-03-31,131.25
2000-04-03,131.25
2000-04-04,129.375
2000-04-05,127.5
2000-04-06,127.5
2000-04-07,127.5
2000-04-10,127.5
2000-04-11,127.5
2000-04-12,127.5
2000-04-13,127.5
2000-04-14,123.75
2000-04-17,125.625
2000-04-18,127.5
2000-04-19,125.625
2000-04-20,123.75
2000-04-24,120.0
2000-04-25,135.0
2000-04-26,134.0625
2000-04-27,134.0625
2000-04-28,142.5
2000-05-01,142.5
2000-05-02,141.5625
2000-05-03,141.5625
2000-05-04,139.6875
2000-05-05,140.625
2000-05-08,140.625
2000-05-09,136.875
2000-05-10,136.875
2000-05-11,131.25
2000-05-12,131.25
2000-05-15,128.4375
2000-05-16,127.5
2000-05-17,125.625
2000-05-18,123.75
2000-05-19,120.0
2000-05-22,118.125
2000-05-23,116.25
2000-05-24,114.375
2000-05-25,114.375
2000-05-26,114.375
2000-05-30,115.3125
2000-05-31,131.25
2000-06-01,123.75
2000-06-02,127.5
2000-06-05,131.25
2000-06-06,131.25
2000-06-07,135.0
2000-06-08,133.125
2000-06-09,136.875
2000-06-12,136.875
2000-06-13,136.875
2000-06-14,137.8125
2000-06-15,137.8125
2000-06-16,143.4375
2000-06-19,142.5
2000-06-20,136.875
2000-06-21,136.875
2000-06-22,136.875
2000-06-23,140.625
2000-06-26,140.625
2000-06-27,142.5
2000-06-28,144.375
2000-06-29,144.375
2000-06-30,164.0625
2000-07-03,161.25
2000-07-05,159.375
2000-07-06,155.625
2000-07-07,155.625
2000-07-10,153.75
2000-07-11,151.875
2000-07-12,150.0
2000-07-13,150.0
2000-07-14,150.0
2000-07-17,150.0
2000-07-18,155.625
2000-07-19,159.375
2000-07-20,157.5
2000-07-21,157.5
2000-07-24,157.5
2000-07-25,159.375
2000-07-26,159.375
2000-07-27,158.4375
2000-07-28,158.4375
2000-07-31,155.625
2000-08-01,155.625
2000-08-02,155.625
2000-08-03,155.625
2000-08-04,153.75
2000-08-07,154.6875
2000-08-08,151.875
2000-08-09,150.0
2000-08-10,150.0
2000-08-11,150.0
2000-08-14,148.125
2000-08-15,150.0
2000-08-16,150.0
2000-08-17,153.75
2000-08-18,150.0
2000-08-21,150.0
2000-08-22,150.0
2000-08-23,148.125
2000-08-24,148.125
2000-08-25,144.375
2000-08-28,144.375
2000-08-29,144.375
2000-08-30,138.75
2000-08-31,142.5
2000-09-01,140.625
2000-09-05,138.75
2000-09-06,135.0
2000-09-07,129.375
2000-09-08,130.3125
2000-09-11,129.375
2000-09-12,132.1875
2000-09-13,127.5
2000-09-14,127.5
2000-09-15,128.4375
2000-09-18,127.5
2000-09-19,128.4375
2000-09-20,125.625
2000-09-21,121.875
2000-09-22,121.875
2000-09-25,121.875
2000-09-26,121.875
2000-09-27,121.875
2000-09-28,121.875
2000-09-29,121.875
2000-10-02,121.875
2000-10-03,121.875
2000-10-04,121.875
2000-10-05,120.0
2000-10-06,121.875
2000-10-09,120.0
2000-10-10,120.0
2000-10-11,116.25
2000-10-12,114.375
2000-10-13,114.375
2000-10-16,114.375
2000-10-17,112.5
2000-10-18,112.5
2000-10-19,112.5
2000-10-20,110.625
2000-10-23,110.625
2000-10-24,110.625
2000-10-25,110.625
2000-10-26,110.625
2000-10-27,108.75
2000-10-30,108.75
2000-10-31,108.75
2000-11-01,108.75
2000-11-02,108.75
2000-11-03,108.75
2000-11-06,110.625
2000-11-07,109.6875
2000-11-08,109.6875
2000-11-09,108.75
2000-11-10,108.75
2000-11-13,110.625
2000-11-14,111.5625
2000-11-15,111.5625
2000-11-16,112.5
2000-11-17,112.5
2000-11-20,114.375
2000-11-21,114.375
2000-11-22,116.25
2000-11-24,116.25
2000-11-27,120.0
2000-11-28,127.5
2000-11-29,126.5625
2000-11-30,131.25
2000-12-01,127.5
2000-12-04,125.625
2000-12-05,127.5
2000-12-06,129.375
2000-12-07,129.375
2000-12-08,133.125
2000-12-11,129.375
2000-12-12,129.375
2000-12-13,129.375
2000-12-14,129.375
2000-12-15,136.875
2000-12-18,135.9375
2000-12-19,135.0
2000-12-20,133.125
2000-12-21,131.25
2000-12-22,131.25
2000-12-26,131.25
2000-12-27,134.0625
2000-12-28,135.0
2000-12-29,146.25
2001-01-02,142.5
2001-01-03,142.5
2001-01-04,144.375
2001-01-05,148.125
2001-01-08,148.125
2001-01-09,146.25
2001-01-10,147.1875
2001-01-11,148.125
2001-01-12,150.0
2001-01-16,150.0
2001-01-17,149.0625
2001-01-18,149.0625
2001-01-19,149.0625
2001-01-22,150.0
2001-01-23,152.8125
2001-01-24,152.8125
2001-01-25,151.875
2001-01-26,150.0
2001-01-29,153.0
2001-01-30,152.85000610351562
2001-01-31,152.85000610351562
2001-02-01,153.0
2001-02-02,153.0
2001-02-05,153.0
2001-02-06,153.0
2001-02-07,153.0
2001-02-08,153.0
2001-02-09,153.0
2001-02-12,153.0
2001-02-13,153.0
2001-02-14,153.0
2001-02-15,150.75
2001-02-16,153.0
2001-02-20,146.25
2001-02-21,142.5
2001-02-22,138.75
2001-02-23,135.0
2001-02-26,135.0
2001-02-27,136.5
2001-02-28,135.0
2001-03-01,135.0
2001-03-02,135.0
2001-03-05,135.0
2001-03-06,135.0
2001-03-07,135.0
2001-03-08,138.60000610351562
2001-03-09,150.0
2001-03-12,150.0
2001-03-13,150.0
2001-03-14,144.0
2001-03-15,144.0
2001-03-16,141.0
2001-03-19,141.0
2001-03-20,132.75
2001-03-21,132.75
2001-03-22,132.75
2001-03-23,135.0
2001-03-26,135.0
2001-03-27,135.0
2001-03-28,133.0500030517578
2001-03-29,133.0500030517578
2001-03-30,133.0500030517578
2001-04-02,132.75
2001-04-03,132.75
2001-04-04,132.0
2001-04-05,131.25
2001-04-06,131.25
2001-04-09,131.25
2001-04-10,131.25
2001-04-11,131.25
2001-04-12,135.0
2001-04-16,134.25
2001-04-17,129.0
2001-04-18,129.0
2001-04-19,132.60000610351562
2001-04-20,132.60000610351562
2001-04-23,132.60000610351562
2001-04-24,135.0
2001-04-25,135.0
2001-04-26,135.0
2001-04-27,135.0
2001-04-30,132.0
2001-05-01,132.0
2001-05-02,132.0
2001-05-03,133.5
2001-05-04,131.25
2001-05-07,131.25
2001-05-08,131.25
2001-05-09,131.25
2001-05-10,131.25
2001-05-11,131.25
2001-05-14,132.0
2001-05-15,132.0
2001-05-16,132.0
2001-05-17,133.35000610351562
2001-05-18,133.35000610351562
2001-05-21,133.35000610351562
2001-05-22,133.35000610351562
2001-05-23,133.35000610351562
2001-05-24,132.75
2001-05-25,132.75
2001-05-29,132.75
2001-05-30,131.25
2001-05-31,133.5
2001-06-01,133.5
2001-06-04,134.85000610351562
2001-06-05,134.85000610351562
2001-06-06,133.64999389648438
2001-06-07,135.0
2001-06-08,135.0
2001-06-11,135.0
2001-06-12,135.0
2001-06-13,137.6999969482422
2001-06-14,137.6999969482422
2001-06-15,136.9499969482422
2001-06-18,135.0
2001-06-19,135.0
2001-06-20,135.0
2001-06-21,133.5
2001-06-22,135.0
2001-06-25,135.0
2001-06-26,131.25
2001-06-27,131.25
2001-06-28,131.25
2001-06-29,131.10000610351562
2001-07-02,130.5
2001-07-03,130.5
2001-07-05,130.5
2001-07-06,131.25
2001-07-09,131.25
2001-07-10,129.0
2001-07-11,125.25
2001-07-12,125.25
2001-07-13,122.25
2001-07-16,122.25
2001-07-17,122.8499984741211
2001-07-18,124.5
2001-07-19,124.5
2001-07-20,124.5
2001-07-23,124.5
2001-07-24,124.5
2001-07-25,124.5
2001-07-26,124.5
2001-07-27,128.25
2001-07-30,128.25
2001-07-31,132.0
2001-08-01,135.0
2001-08-02,135.0
2001-08-03,140.25
2001-08-06,142.35000610351562
2001-08-07,141.0
2001-08-08,141.0
2001-08-09,143.85000610351562
2001-08-10,143.85000610351562
2001-08-13,143.85000610351562
2001-08-14,143.85000610351562
2001-08-15,143.85000610351562
2001-08-16,141.0
2001-08-17,141.0
2001-08-20,141.0
2001-08-21,144.0
2001-08-22,151.5
2001-08-23,151.9499969482422
2001-08-24,148.8000030517578
2001-08-27,144.75
2001-08-28,143.5500030517578
2001-08-29,143.5500030517578
2001-08-30,140.25
2001-08-31,139.5
2001-09-04,139.5
2001-09-05,139.5
2001-09-06,138.75
2001-09-07,137.25
2001-09-10,138.0
2001-09-17,136.35000610351562
2001-09-18,135.75
2001-09-19,135.75
2001-09-20,135.0
2001-09-21,135.0
2001-09-24,135.0
2001-09-25,134.85000610351562
2001-09-26,133.5
2001-09-27,133.5
2001-09-28,133.5
2001-10-01,133.5
2001-10-02,133.5
2001-10-03,133.5
2001-10-04,133.5
2001-10-05,133.5
2001-10-08,133.5
2001-10-09,133.5
2001-10-10,133.5
2001-10-11,133.5
2001-10-12,131.25
2001-10-15,131.25
2001-10-16,130.5
2001-10-17,130.5
2001-10-18,130.5
2001-10-19,130.5
2001-10-22,130.5
2001-10-23,130.5
2001-10-24,130.0500030517578
2001-10-25,130.0500030517578
2001-10-26,129.75
2001-10-29,129.75
2001-10-30,129.75
2001-10-31,129.75
2001-11-01,129.75
2001-11-02,130.5
2001-11-05,129.75
2001-11-06,129.75
2001-11-07,129.60000610351562
2001-11-08,129.60000610351562
2001-11-09,129.60000610351562
2001-11-12,129.60000610351562
2001-11-13,129.60000610351562
2001-11-14,129.60000610351562
2001-11-15,131.25
2001-11-16,131.25
2001-11-19,135.0
2001-11-20,135.0
2001-11-21,135.0
2001-11-23,135.0
2001-11-26,135.0
2001-11-27,136.5
2001-11-28,135.75
2001-11-29,139.0500030517578
2001-11-30,145.5
2001-12-03,146.25
2001-12-04,144.89999389648438
2001-12-05,146.25
2001-12-06,147.0
2001-12-07,146.85000610351562
2001-12-10,146.85000610351562
2001-12-11,146.85000610351562
2001-12-12,146.25
2001-12-13,146.25
2001-12-14,142.5
2001-12-17,138.75
2001-12-18,138.75
2001-12-19,138.75
2001-12-20,142.5
2001-12-21,132.89999389648438
2001-12-24,135.0
2001-12-26,132.0
2001-12-27,132.0
2001-12-28,130.64999389648438
2001-12-31,135.0
2002-01-02,144.0
2002-01-03,144.0
2002-01-04,147.75
2002-01-07,147.75
2002-01-08,148.1999969482422
2002-01-09,148.0500030517578
2002-01-10,148.0500030517578
2002-01-11,148.0500030517578
2002-01-14,150.0
2002-01-15,150.0
2002-01-16,150.0
2002-01-17,150.0
2002-01-18,150.0
2002-01-22,150.0
2002-01-23,150.0
2002-01-24,150.0
2002-01-25,150.0
2002-01-28,151.5
2002-01-29,157.5
2002-01-30,162.0
2002-01-31,171.0
2002-02-01,169.5
2002-02-04,168.75
2002-02-05,169.5
2002-02-06,166.5
2002-02-07,165.0
2002-02-08,165.0
2002-02-11,163.0500030517578
2002-02-12,162.0
2002-02-13,157.5
2002-02-14,160.5
2002-02-15,159.75
2002-02-19,159.75
2002-02-20,159.75
2002-02-21,159.75
2002-02-22,159.75
2002-02-25,159.75
2002-02-26,159.75
2002-02-27,159.75
2002-02-28,159.75
2002-03-01,159.75
2002-03-04,159.75
2002-03-05,162.75
2002-03-06,164.85000610351562
2002-03-07,161.39999389648438
2002-03-08,164.85000610351562
2002-03-11,164.85000610351562
2002-03-12,165.0
2002-03-13,165.0
2002-03-14,166.1999969482422
2002-03-15,166.1999969482422
2002-03-18,167.25
2002-03-19,168.75
2002-03-20,168.75
2002-03-21,172.35000610351562
2002-03-22,170.39999389648438
2002-03-25,170.39999389648438
2002-03-26,170.39999389648438
2002-03-27,170.85000610351562
2002-03-28,171.0
2002-04-01,171.0
2002-04-02,173.25
2002-04-03,172.5
2002-04-04,172.5
2002-04-05,173.25
2002-04-08,177.0
2002-04-09,179.5500030517578
2002-04-10,179.25
2002-04-11,179.25
2002-04-12,179.39999389648438
2002-04-15,177.75
2002-04-16,181.35000610351562
2002-04-17,179.25
2002-04-18,179.25
2002-04-19,179.25
2002-04-22,179.10000610351562
2002-04-23,179.10000610351562
2002-04-24,178.64999389648438
2002-04-25,178.64999389648438
2002-04-26,178.64999389648438
2002-04-29,176.25
2002-04-30,176.25
2002-05-01,178.8000030517578
2002-05-02,177.0
2002-05-03,175.8000030517578
2002-05-06,177.75
2002-05-07,178.5
2002-05-08,178.5
2002-05-09,178.5
2002-05-10,184.35000610351562
2002-05-13,192.0
2002-05-14,196.5
2002-05-15,196.5
2002-05-16,186.75
2002-05-17,187.5
2002-05-20,180.75
2002-05-21,183.75
2002-05-22,183.75
2002-05-23,181.5
2002-05-24,180.0
2002-05-28,181.5
2002-05-29,178.8000030517578
2002-05-30,174.75
2002-05-31,183.75
2002-06-03,180.0
2002-06-04,180.0
2002-06-05,181.8000030517578
2002-06-06,181.8000030517578
2002-06-07,180.0
2002-06-10,183.75
2002-06-11,183.75
2002-06-12,180.0
2002-06-13,176.25
2002-06-14,177.75
2002-06-17,179.25
2002-06-18,180.0
2002-06-19,180.0
2002-06-20,180.0
2002-06-21,180.0
2002-06-24,180.14999389648438
2002-06-25,180.14999389648438
2002-06-26,180.14999389648438
2002-06-27,180.14999389648438
2002-06-28,183.60000610351562
2002-07-01,177.0
2002-07-02,177.0
2002-07-03,176.25
2002-07-05,176.25
2002-07-08,180.0
2002-07-09,178.0500030517578
2002-07-10,178.0500030517578
2002-07-11,174.14999389648438
2002-07-12,172.5
2002-07-15,170.25
2002-07-16,165.0
2002-07-17,166.5
2002-07-18,164.25
2002-07-19,158.25
2002-07-22,156.0
2002-07-23,155.25
2002-07-24,154.1999969482422
2002-07-25,154.1999969482422
2002-07-26,157.5
2002-07-29,158.25
2002-07-30,153.75
2002-07-31,157.5
2002-08-01,157.5
2002-08-02,157.5
2002-08-05,156.0
2002-08-06,157.5
2002-08-07,176.25
2002-08-08,180.0
2002-08-09,174.14999389648438
2002-08-12,169.5
2002-08-13,167.39999389648438
2002-08-14,168.60000610351562
2002-08-15,170.25
2002-08-16,168.14999389648438
2002-08-19,165.0
2002-08-20,165.0
2002-08-21,165.0
2002-08-22,165.0
2002-08-23,165.4499969482422
2002-08-26,165.0
2002-08-27,163.5
2002-08-28,162.0
2002-08-29,162.75
2002-08-30,164.6999969482422
2002-09-03,161.25
2002-09-04,164.5500030517578
2002-09-05,164.5500030517578
2002-09-06,163.9499969482422
2002-09-09,163.5
2002-09-10,161.25
2002-09-11,161.25
2002-09-12,161.25
2002-09-13,160.5
2002-09-16,159.0
2002-09-17,159.0
2002-09-18,159.0
2002-09-19,159.75
2002-09-20,159.75
2002-09-23,159.0
2002-09-24,157.5
2002-09-25,153.75
2002-09-26,151.5
2002-09-27,150.14999389648438
2002-09-30,148.5
2002-10-01,148.5
2002-10-02,145.5
2002-10-03,145.5
2002-10-04,144.0
2002-10-07,144.0
2002-10-08,144.0
2002-10-09,144.0
2002-10-10,141.75
2002-10-11,145.1999969482422
2002-10-14,140.5500030517578
2002-10-15,140.5500030517578
2002-10-16,145.1999969482422
2002-10-17,145.35000610351562
2002-10-18,145.35000610351562
2002-10-21,144.75
2002-10-22,139.5
2002-10-23,137.25
2002-10-24,139.5
2002-10-25,142.5
2002-10-28,144.0
2002-10-29,144.0
2002-10-30,147.60000610351562
2002-10-31,163.5
2002-11-01,168.75
2002-11-04,167.25
2002-11-05,168.75
2002-11-06,167.85000610351562
2002-11-07,165.0
2002-11-08,170.25
2002-11-11,168.89999389648438
2002-11-12,168.75
2002-11-13,166.5
2002-11-14,166.5
2002-11-15,168.4499969482422
2002-11-18,169.64999389648438
2002-11-19,166.1999969482422
2002-11-20,167.25
2002-11-21,165.14999389648438
2002-11-22,168.75
2002-11-25,168.60000610351562
2002-11-26,168.60000610351562
2002-11-27,168.89999389648438
2002-11-29,168.75
2002-12-02,168.75
2002-12-03,166.5
2002-12-04,166.5
2002-12-05,165.75
2002-12-06,165.89999389648438
2002-12-09,165.75
2002-12-10,160.5
2002-12-11,160.5
2002-12-12,160.5
2002-12-13,160.64999389648438
2002-12-16,163.0500030517578
2002-12-17,168.0
2002-12-18,164.25
2002-12-19,164.25
2002-12-20,165.0
2002-12-23,167.10000610351562
2002-12-24,167.10000610351562
2002-12-26,167.25
2002-12-27,168.3000030517578
2002-12-30,168.3000030517578
2002-12-31,168.3000030517578
2003-01-02,170.25
2003-01-03,170.25
2003-01-06,172.0500030517578
2003-01-07,172.1999969482422
2003-01-08,173.5500030517578
2003-01-09,182.6999969482422
2003-01-10,185.85000610351562
2003-01-13,186.0
2003-01-14,187.5
2003-01-15,185.25
2003-01-16,185.25
2003-01-17,182.39999389648438
2003-01-21,183.0
2003-01-22,184.5
2003-01-23,187.8000030517578
2003-01-24,191.25
2003-01-27,191.25
2003-01-28,187.8000030517578
2003-01-29,187.64999389648438
2003-01-30,185.85000610351562
2003-01-31,185.39999389648438
2003-02-03,185.25
2003-02-04,186.0
2003-02-05,186.0
2003-02-06,186.0
2003-02-07,185.25
2003-02-10,184.5
2003-02-11,180.75
2003-02-12,181.0500030517578
2003-02-13,180.3000030517578
2003-02-14,180.0
2003-02-18,182.25
2003-02-19,180.75
2003-02-20,180.0
2003-02-21,181.0500030517578
2003-02-24,180.0
2003-02-25,181.35000610351562
2003-02-26,181.1999969482422
2003-02-27,180.89999389648438
2003-02-28,181.5
2003-03-03,183.75
2003-03-04,185.6999969482422
2003-03-05,183.0
2003-03-06,181.5
2003-03-07,183.0
2003-03-10,180.75
2003-03-11,181.5
2003-03-12,181.5
2003-03-13,184.0500030517578
2003-03-14,183.75
2003-03-17,183.75
2003-03-18,184.5
2003-03-19,191.25
2003-03-20,192.75
2003-03-21,197.25
2003-03-24,198.0
2003-03-25,213.0
2003-03-26,209.25
2003-03-27,210.75
2003-03-28,209.25
2003-03-31,210.0
2003-04-01,212.10000610351562
2003-04-02,213.0
2003-04-03,210.89999389648438
2003-04-04,211.5
2003-04-07,212.25
2003-04-08,210.0
2003-04-09,208.64999389648438
2003-04-10,205.5
2003-04-11,205.5
2003-04-14,206.25
2003-04-15,212.25
2003-04-16,212.25
2003-04-17,210.0
2003-04-21,210.0
2003-04-22,210.0
2003-04-23,219.0
2003-04-24,219.0
2003-04-25,219.0
2003-04-28,221.25
2003-04-29,221.25
2003-04-30,216.14999389648438
2003-05-01,216.0
2003-05-02,216.0
2003-05-05,217.5
2003-05-06,213.75
2003-05-07,214.5
2003-05-08,214.5
2003-05-09,214.64999389648438
2003-05-12,218.5500030517578
2003-05-13,224.25
2003-05-14,217.5
2003-05-15,217.64999389648438
2003-05-16,220.1999969482422
2003-05-19,219.75
2003-05-20,224.10000610351562
2003-05-21,224.25
2003-05-22,228.75
2003-05-23,228.0
2003-05-27,226.5
2003-05-28,228.0
2003-05-29,227.25
2003-05-30,229.5
2003-06-02,238.64999389648438
2003-06-03,240.0
2003-06-04,245.25
2003-06-05,243.75
2003-06-06,243.0
2003-06-09,243.60000610351562
2003-06-10,241.5
2003-06-11,241.9499969482422
2003-06-12,242.25
2003-06-13,243.0
2003-06-16,243.75
2003-06-17,246.0
2003-06-18,246.0
2003-06-19,243.75
2003-06-20,243.75
2003-06-23,244.5
2003-06-24,245.6999969482422
2003-06-25,245.25
2003-06-26,248.85000610351562
2003-06-27,247.1999969482422
2003-06-30,246.75
2003-07-01,247.5
2003-07-02,243.75
2003-07-03,243.75
2003-07-07,244.5
2003-07-08,244.5
2003-07-09,246.4499969482422
2003-07-10,248.39999389648438
2003-07-11,247.1999969482422
2003-07-14,247.5
2003-07-15,246.4499969482422
2003-07-16,248.39999389648438
2003-07-17,250.5
2003-07-18,249.3000030517578
2003-07-21,260.25
2003-07-22,255.75
2003-07-23,250.8000030517578
2003-07-24,254.5500030517578
2003-07-25,252.0
2003-07-28,251.5500030517578
2003-07-29,257.25
2003-07-30,263.25
2003-07-31,265.79998779296875
2003-08-01,264.75
2003-08-04,265.04998779296875
2003-08-05,264.0
2003-08-06,264.29998779296875
2003-08-07,265.5
2003-08-08,265.5
2003-08-11,266.25
2003-08-12,265.79998779296875
2003-08-13,264.0
2003-08-14,264.0
2003-08-15,264.0
2003-08-18,266.25
2003-08-19,266.25
2003-08-20,264.75
2003-08-21,266.25
2003-08-22,267.75
2003-08-25,265.5
2003-08-26,264.75
2003-08-27,264.75
2003-08-28,264.0
2003-08-29,259.5
2003-09-02,259.5
2003-09-03,258.8999938964844
2003-09-04,258.75
2003-09-05,259.6499938964844
2003-09-08,259.6499938964844
2003-09-09,262.04998779296875
2003-09-10,260.25
2003-09-11,259.6499938964844
2003-09-12,262.79998779296875
2003-09-15,261.0
2003-09-16,261.0
2003-09-17,261.0
2003-09-18,261.75
2003-09-19,261.0
2003-09-22,261.0
2003-09-23,263.25
2003-09-24,263.25
2003-09-25,263.25
2003-09-26,266.25
2003-09-29,267.75
2003-09-30,272.25
2003-10-01,272.25
2003-10-02,266.25
2003-10-03,264.0
2003-10-06,267.75
2003-10-07,267.75
2003-10-08,270.0
2003-10-09,270.0
2003-10-10,270.0
2003-10-13,270.75
2003-10-14,271.04998779296875
2003-10-15,275.25
2003-10-16,277.5
2003-10-17,277.5
2003-10-20,276.0
2003-10-21,284.25
2003-10-22,284.25
2003-10-23,284.25
2003-10-24,304.5
2003-10-27,307.6499938964844
2003-10-28,315.0
2003-10-29,312.0
2003-10-30,299.8500061035156
2003-10-31,297.0
2003-11-03,300.29998779296875
2003-11-04,300.29998779296875
2003-11-05,298.95001220703125
2003-11-06,298.95001220703125
2003-11-07,298.95001220703125
2003-11-10,301.5
2003-11-11,306.75
2003-11-12,309.0
2003-11-13,315.0
2003-11-14,312.75
2003-11-17,318.75
2003-11-18,318.75
2003-11-19,321.0
2003-11-20,321.75
2003-11-21,324.8999938964844
2003-11-24,336.0
2003-11-25,336.0
2003-11-26,343.5
2003-11-28,343.6499938964844
2003-12-01,345.0
2003-12-02,354.0
2003-12-03,353.25
2003-12-04,355.5
2003-12-05,375.0
2003-12-08,382.5
2003-12-09,389.25
2003-12-10,387.0
2003-12-11,387.0
2003-12-12,374.25
2003-12-15,385.5
2003-12-16,390.0
2003-12-17,397.20001220703125
2003-12-18,397.5
2003-12-19,393.75
2003-12-22,386.3999938964844
2003-12-23,390.0
2003-12-24,390.0
2003-12-26,386.25
2003-12-29,389.25
2003-12-30,389.8500061035156
2003-12-31,381.0
2004-01-02,375.8999938964844
2004-01-05,375.8999938964844
2004-01-06,371.25
2004-01-07,364.5
2004-01-08,364.5
2004-01-09,371.25
2004-01-12,378.75
2004-01-13,381.6000061035156
2004-01-14,376.6499938964844
2004-01-15,387.0
2004-01-16,389.8500061035156
2004-01-20,389.70001220703125
2004-01-21,388.04998779296875
2004-01-22,387.75
2004-01-23,387.75
2004-01-26,385.20001220703125
2004-01-27,381.0
2004-01-28,381.0
2004-01-29,377.25
2004-01-30,382.5
2004-02-02,378.29998779296875
2004-02-03,378.1499938964844
2004-02-04,378.1499938964844
2004-02-05,378.0
2004-02-06,378.0
2004-02-09,379.79998779296875
2004-02-10,370.5
2004-02-11,373.04998779296875
2004-02-12,368.25
2004-02-13,368.25
2004-02-17,372.75
2004-02-18,375.0
2004-02-19,375.75
2004-02-20,368.25
2004-02-23,367.5
2004-02-24,362.54998779296875
2004-02-25,360.0
2004-02-26,360.0
2004-02-27,360.0
2004-03-01,359.54998779296875
2004-03-02,359.54998779296875
2004-03-03,363.75
2004-03-04,363.75
2004-03-05,363.75
2004-03-08,363.75
2004-03-09,363.75
2004-03-10,363.75
2004-03-11,363.8999938964844
2004-03-12,365.25
2004-03-15,365.25
2004-03-16,360.0
2004-03-17,362.70001220703125
2004-03-18,360.1499938964844
2004-03-19,359.8500061035156
2004-03-22,359.8500061035156
2004-03-23,357.75
2004-03-24,355.5
2004-03-25,355.5
2004-03-26,353.25
2004-03-29,345.29998779296875
2004-03-30,352.5
2004-03-31,352.5
2004-04-01,350.25
2004-04-02,359.25
2004-04-05,358.04998779296875
2004-04-06,354.75
2004-04-07,358.04998779296875
2004-04-08,358.04998779296875
2004-04-12,353.25
2004-04-13,353.25
2004-04-14,351.0
2004-04-15,348.75
2004-04-16,348.75
2004-04-19,348.75
2004-04-20,347.25
2004-04-21,348.6000061035156
2004-04-22,346.6499938964844
2004-04-23,346.6499938964844
2004-04-26,346.6499938964844
2004-04-27,346.20001220703125
2004-04-28,334.5
2004-04-29,328.5
2004-04-30,328.5
2004-05-03,322.5
2004-05-04,322.5
2004-05-05,318.75
2004-05-06,318.0
2004-05-07,320.25
2004-05-10,307.5
2004-05-11,298.5
2004-05-12,297.75
2004-05-13,297.75
2004-05-14,297.75
2004-05-17,294.75
2004-05-18,287.25
2004-05-19,295.20001220703125
2004-05-20,303.75
2004-05-21,326.25
2004-05-24,316.5
2004-05-25,316.5
2004-05-26,316.5
2004-05-27,315.0
2004-05-28,315.0
2004-06-01,312.0
2004-06-02,312.0
2004-06-03,312.0
2004-06-04,312.0
2004-06-07,311.25
2004-06-08,309.0
2004-06-09,312.75
2004-06-10,312.75
2004-06-14,312.75
2004-06-15,312.75
2004-06-16,307.5
2004-06-17,307.5
2004-06-18,307.5
2004-06-21,303.75
2004-06-22,295.5
2004-06-23,294.75
2004-06-24,294.75
2004-06-25,297.0
2004-06-28,295.6499938964844
2004-06-29,292.5
2004-06-30,300.0
2004-07-01,300.0
2004-07-02,300.0
2004-07-06,300.0
2004-07-07,299.25
2004-07-08,299.25
2004-07-09,297.75
2004-07-12,297.45001220703125
