,FATE
2021-03-25,78.5199966430664
2021-03-26,72.16000366210938
2021-03-29,72.7699966430664
2021-03-30,74.08999633789062
2021-03-31,82.44999694824219
2021-04-01,81.91000366210938
2021-04-05,83.66000366210938
2021-04-06,80.0999984741211
2021-04-07,75.69999694824219
2021-04-08,79.01000213623047
2021-04-09,77.98999786376953
2021-04-12,75.0
2021-04-13,78.91000366210938
2021-04-14,84.7300033569336
2021-04-15,84.4000015258789
2021-04-16,81.16999816894531
2021-04-19,79.6500015258789
2021-04-20,78.18000030517578
2021-04-21,84.23999786376953
2021-04-22,84.2300033569336
2021-04-23,85.33999633789062
2021-04-26,92.01000213623047
2021-04-27,92.5199966430664
2021-04-28,92.08999633789062
2021-04-29,85.87000274658203
2021-04-30,87.38999938964844
2021-05-03,85.11000061035156
2021-05-04,79.7300033569336
2021-05-05,77.7300033569336
2021-05-06,76.55000305175781
2021-05-07,76.48999786376953
2021-05-10,75.70999908447266
2021-05-11,78.0
2021-05-12,72.29000091552734
2021-05-13,71.51000213623047
2021-05-14,76.69999694824219
