,CVLG
1999-10-28,15.59375
1999-10-29,15.375
1999-11-01,15.4375
1999-11-02,15.1875
1999-11-03,15.1875
1999-11-04,15.125
1999-11-05,15.25
1999-11-08,15.125
1999-11-09,15.25
1999-11-10,15.0
1999-11-11,15.5
1999-11-12,15.5
1999-11-15,15.125
1999-11-16,15.5
1999-11-17,14.875
1999-11-18,15.125
1999-11-19,15.125
1999-11-22,15.125
1999-11-23,14.9375
1999-11-24,14.875
1999-11-26,15.0
1999-11-29,14.625
1999-11-30,14.5
1999-12-01,14.375
1999-12-02,14.0
1999-12-03,14.125
1999-12-06,14.125
1999-12-07,14.125
1999-12-08,13.75
1999-12-09,13.625
1999-12-10,13.5
1999-12-13,14.0
1999-12-14,14.5
1999-12-15,14.625
1999-12-16,14.625
1999-12-17,14.5
1999-12-20,14.71875
1999-12-21,14.625
1999-12-22,14.625
1999-12-23,14.84375
1999-12-27,15.625
1999-12-28,17.0
1999-12-29,17.5
1999-12-30,17.96875
1999-12-31,17.375
2000-01-03,16.75
2000-01-04,16.375
2000-01-05,15.75
2000-01-06,15.75
2000-01-07,15.65625
2000-01-10,15.0
2000-01-11,15.5
2000-01-12,15.5625
2000-01-13,16.125
2000-01-14,15.625
2000-01-18,16.125
2000-01-19,17.25
2000-01-20,18.0
2000-01-21,17.5
2000-01-24,17.125
2000-01-25,16.3125
2000-01-26,15.375
2000-01-27,15.0
2000-01-28,14.1875
2000-01-31,13.375
2000-02-01,12.8125
2000-02-02,12.75
2000-02-03,13.25
2000-02-04,14.25
2000-02-07,14.875
2000-02-08,15.0
2000-02-09,14.375
2000-02-10,13.0
2000-02-11,13.125
2000-02-14,12.625
2000-02-15,11.375
2000-02-16,11.125
2000-02-17,11.0
2000-02-18,10.625
2000-02-22,10.4375
2000-02-23,10.75
2000-02-24,10.5
2000-02-25,11.4375
2000-02-28,11.375
2000-02-29,11.5
2000-03-01,11.25
2000-03-02,10.75
2000-03-03,11.25
2000-03-06,11.1875
2000-03-07,11.125
2000-03-08,11.0
2000-03-09,10.9375
2000-03-10,10.75
2000-03-13,11.0625
2000-03-14,11.9375
2000-03-15,14.9375
2000-03-16,14.4375
2000-03-17,14.6875
2000-03-20,14.625
2000-03-21,14.625
2000-03-22,15.0
2000-03-23,15.625
2000-03-24,15.25
2000-03-27,15.6875
2000-03-28,15.6875
2000-03-29,15.640625
2000-03-30,15.9375
2000-03-31,15.875
2000-04-03,14.375
2000-04-04,14.6875
2000-04-05,14.75
2000-04-06,15.0
2000-04-07,14.625
2000-04-10,14.25
2000-04-11,14.0
2000-04-12,13.625
2000-04-13,13.625
2000-04-14,11.375
2000-04-17,11.625
2000-04-18,14.125
2000-04-19,13.875
2000-04-20,12.375
2000-04-24,11.875
2000-04-25,11.9375
2000-04-26,12.0
2000-04-27,12.25
2000-04-28,13.1875
2000-05-01,13.5
2000-05-02,12.75
2000-05-03,12.4375
2000-05-04,11.875
2000-05-05,12.0625
2000-05-08,13.125
2000-05-09,12.5
2000-05-10,12.375
2000-05-11,12.625
2000-05-12,12.4375
2000-05-15,12.15625
2000-05-16,12.078125
2000-05-17,12.1875
2000-05-18,12.0
2000-05-19,11.8125
2000-05-22,11.5
2000-05-23,11.375
2000-05-24,10.875
2000-05-25,10.375
2000-05-26,10.375
2000-05-30,10.375
2000-05-31,10.25
2000-06-01,10.4375
2000-06-02,10.25
2000-06-05,8.6875
2000-06-06,8.25
2000-06-07,8.3125
2000-06-08,8.25
2000-06-09,8.28125
2000-06-12,8.25
2000-06-13,7.9375
2000-06-14,7.875
2000-06-15,7.78125
2000-06-16,8.0
2000-06-19,8.0
2000-06-20,7.875
2000-06-21,8.0
2000-06-22,8.03125
2000-06-23,8.125
2000-06-26,8.0
2000-06-27,8.03125
2000-06-28,8.0625
2000-06-29,7.875
2000-06-30,8.0
2000-07-03,8.4375
2000-07-05,8.0
2000-07-06,8.1875
2000-07-07,8.125
2000-07-10,8.125
2000-07-11,8.1875
2000-07-12,8.375
2000-07-13,8.1875
2000-07-14,9.5
2000-07-17,9.375
2000-07-18,9.0
2000-07-19,8.75
2000-07-20,8.5
2000-07-21,8.5
2000-07-24,8.53125
2000-07-25,8.265625
2000-07-26,8.046875
2000-07-27,8.0
2000-07-28,7.9375
2000-07-31,8.0
2000-08-01,8.0
2000-08-02,8.0
2000-08-03,8.359375
2000-08-04,8.375
2000-08-07,8.375
2000-08-08,8.75
2000-08-09,8.9375
2000-08-10,8.6875
2000-08-11,8.75
2000-08-14,8.484375
2000-08-15,8.6875
2000-08-16,9.125
2000-08-17,9.5
2000-08-18,9.0
2000-08-21,9.125
2000-08-22,8.5625
2000-08-23,9.0
2000-08-24,9.875
2000-08-25,9.875
2000-08-28,10.25
2000-08-29,10.25
2000-08-30,10.5
2000-08-31,10.5
2000-09-01,10.3125
2000-09-05,9.96875
2000-09-06,9.75
2000-09-07,10.9375
2000-09-08,10.6875
2000-09-11,10.125
2000-09-12,10.375
2000-09-13,10.71875
2000-09-14,10.5625
2000-09-15,10.625
2000-09-18,10.4375
2000-09-19,10.4375
2000-09-20,10.0
2000-09-21,9.9375
2000-09-22,9.9375
2000-09-25,9.8125
2000-09-26,9.625
2000-09-27,9.75
2000-09-28,9.625
2000-09-29,9.3125
2000-10-02,9.75
2000-10-03,9.875
2000-10-04,9.78125
2000-10-05,9.75
2000-10-06,9.46875
2000-10-09,9.375
2000-10-10,9.125
2000-10-11,9.0
2000-10-12,9.0
2000-10-13,8.75
2000-10-16,8.75
2000-10-17,8.5
2000-10-18,8.84375
2000-10-19,8.75
2000-10-20,9.0
2000-10-23,9.0625
2000-10-24,8.875
2000-10-25,8.1875
2000-10-26,8.25
2000-10-27,8.5
2000-10-30,8.625
2000-10-31,9.0625
2000-11-01,8.9375
2000-11-02,9.125
2000-11-03,9.0625
2000-11-06,9.0
2000-11-07,9.0
2000-11-08,8.875
2000-11-09,8.90625
2000-11-10,8.6875
2000-11-13,8.1875
2000-11-14,8.9375
2000-11-15,8.5
2000-11-16,8.1875
2000-11-17,8.6875
2000-11-20,8.3125
2000-11-21,8.3125
2000-11-22,8.1875
2000-11-24,8.125
2000-11-27,8.5625
2000-11-28,8.1875
2000-11-29,8.4375
2000-11-30,8.4375
2000-12-01,8.5
2000-12-04,8.5
2000-12-05,9.9375
2000-12-06,9.875
2000-12-07,10.625
2000-12-08,11.25
2000-12-11,12.0
2000-12-12,11.375
2000-12-13,11.125
2000-12-14,10.0
2000-12-15,9.75
2000-12-18,10.125
2000-12-19,10.5
2000-12-20,10.0
2000-12-21,10.0
2000-12-22,10.125
2000-12-26,10.0
2000-12-27,9.75
2000-12-28,10.0
2000-12-29,10.75
2001-01-02,10.3125
2001-01-03,11.0
2001-01-04,13.3125
2001-01-05,14.0
2001-01-08,14.5
2001-01-09,14.5
2001-01-10,14.1875
2001-01-11,14.125
2001-01-12,13.875
2001-01-16,14.0625
2001-01-17,13.625
2001-01-18,13.625
2001-01-19,13.625
2001-01-22,14.125
2001-01-23,14.5625
2001-01-24,15.1875
2001-01-25,16.0
2001-01-26,15.875
2001-01-29,15.75
2001-01-30,15.8125
2001-01-31,15.625
2001-02-01,15.6875
2001-02-02,15.875
2001-02-05,15.875
2001-02-06,16.125
2001-02-07,15.8125
2001-02-08,15.5625
2001-02-09,15.25
2001-02-12,14.875
2001-02-13,14.875
2001-02-14,14.375
2001-02-15,13.9375
2001-02-16,13.625
2001-02-20,12.625
2001-02-21,13.4375
2001-02-22,13.5
2001-02-23,13.25
2001-02-26,12.875
2001-02-27,12.625
2001-02-28,12.6875
2001-03-01,12.5
2001-03-02,13.4375
2001-03-05,13.9375
2001-03-06,14.0625
2001-03-07,14.75
2001-03-08,14.625
2001-03-09,14.3125
2001-03-12,13.625
2001-03-13,14.25
2001-03-14,13.0625
2001-03-15,13.125
2001-03-16,12.625
2001-03-19,13.0
2001-03-20,13.25
2001-03-21,13.0
2001-03-22,13.75
2001-03-23,13.5
2001-03-26,13.5
2001-03-27,13.75
2001-03-28,13.75
2001-03-29,13.75
2001-03-30,13.625
2001-04-02,13.625
2001-04-03,13.125
2001-04-04,13.375
2001-04-05,14.625
2001-04-06,13.9375
2001-04-09,13.449999809265137
2001-04-10,13.649999618530273
2001-04-11,13.789999961853027
2001-04-12,13.680000305175781
2001-04-16,13.75
2001-04-17,13.899999618530273
2001-04-18,14.050000190734863
2001-04-19,14.0
2001-04-20,15.09000015258789
2001-04-23,15.170000076293945
2001-04-24,14.699999809265137
2001-04-25,15.350000381469727
2001-04-26,15.09000015258789
2001-04-27,15.399999618530273
2001-04-30,15.649999618530273
2001-05-01,16.1299991607666
2001-05-02,16.5
2001-05-03,16.90999984741211
2001-05-04,16.8700008392334
2001-05-07,16.799999237060547
2001-05-08,16.770000457763672
2001-05-09,16.8700008392334
2001-05-10,17.270000457763672
2001-05-11,17.200000762939453
2001-05-14,17.25
2001-05-15,16.950000762939453
2001-05-16,17.25
2001-05-17,16.790000915527344
2001-05-18,16.59000015258789
2001-05-21,17.0
2001-05-22,16.700000762939453
2001-05-23,16.6299991607666
2001-05-24,16.899999618530273
2001-05-25,17.299999237060547
2001-05-29,17.200000762939453
2001-05-30,17.280000686645508
2001-05-31,17.309999465942383
2001-06-01,16.18000030517578
2001-06-04,16.299999237060547
2001-06-05,16.549999237060547
2001-06-06,16.549999237060547
2001-06-07,13.0
2001-06-08,13.0
2001-06-11,13.029999732971191
2001-06-12,13.180000305175781
2001-06-13,13.0
2001-06-14,13.029999732971191
2001-06-15,12.90999984741211
2001-06-18,13.020000457763672
2001-06-19,12.449999809265137
2001-06-20,12.210000038146973
2001-06-21,12.140000343322754
2001-06-22,11.180000305175781
2001-06-25,11.3100004196167
2001-06-26,13.270000457763672
2001-06-27,13.449999809265137
2001-06-28,12.90999984741211
2001-06-29,12.449999809265137
2001-07-02,12.630000114440918
2001-07-03,12.800000190734863
2001-07-05,12.869999885559082
2001-07-06,12.869999885559082
2001-07-09,13.239999771118164
2001-07-10,13.319999694824219
2001-07-11,13.449999809265137
2001-07-12,13.949999809265137
2001-07-13,13.850000381469727
2001-07-16,14.079999923706055
2001-07-17,15.380000114440918
2001-07-18,14.199999809265137
2001-07-19,14.479999542236328
2001-07-20,15.069999694824219
2001-07-23,15.0
2001-07-24,14.699999809265137
2001-07-25,14.0
2001-07-26,14.039999961853027
2001-07-27,14.0
2001-07-30,13.899999618530273
2001-07-31,13.960000038146973
2001-08-01,13.960000038146973
2001-08-02,13.989999771118164
2001-08-03,14.149999618530273
2001-08-06,14.0
2001-08-07,14.0600004196167
2001-08-08,14.0
2001-08-09,14.029999732971191
2001-08-10,14.119999885559082
2001-08-13,14.1899995803833
2001-08-14,14.050000190734863
2001-08-15,14.279999732971191
2001-08-16,14.449999809265137
2001-08-17,14.0600004196167
2001-08-20,13.979999542236328
2001-08-21,13.869999885559082
2001-08-22,13.859999656677246
2001-08-23,14.350000381469727
2001-08-24,14.829999923706055
2001-08-27,14.920000076293945
2001-08-28,14.789999961853027
2001-08-29,14.960000038146973
2001-08-30,14.75
2001-08-31,15.100000381469727
2001-09-04,15.050000190734863
2001-09-05,14.729999542236328
2001-09-06,15.350000381469727
2001-09-07,14.449999809265137
2001-09-10,14.550000190734863
2001-09-17,13.420000076293945
2001-09-18,11.369999885559082
2001-09-19,11.460000038146973
2001-09-20,11.100000381469727
2001-09-21,10.149999618530273
2001-09-24,9.489999771118164
2001-09-25,9.180000305175781
2001-09-26,9.34000015258789
2001-09-27,9.350000381469727
2001-09-28,9.399999618530273
2001-10-01,9.739999771118164
2001-10-02,9.649999618530273
2001-10-03,9.770000457763672
2001-10-04,10.300000190734863
2001-10-05,10.359999656677246
2001-10-08,10.350000381469727
2001-10-09,10.399999618530273
2001-10-10,10.550000190734863
2001-10-11,11.989999771118164
2001-10-12,11.760000228881836
2001-10-15,12.149999618530273
2001-10-16,11.989999771118164
2001-10-17,12.550000190734863
2001-10-18,11.789999961853027
2001-10-19,12.079999923706055
2001-10-22,12.390000343322754
2001-10-23,12.569999694824219
2001-10-24,12.399999618530273
2001-10-25,12.800000190734863
2001-10-26,13.5
2001-10-29,13.329999923706055
2001-10-30,13.760000228881836
2001-10-31,13.5
2001-11-01,13.84000015258789
2001-11-02,13.680000305175781
2001-11-05,13.399999618530273
2001-11-06,13.5600004196167
2001-11-07,13.680000305175781
2001-11-08,13.8100004196167
2001-11-09,13.699999809265137
2001-11-12,13.5
2001-11-13,13.399999618530273
2001-11-14,13.619999885559082
2001-11-15,13.510000228881836
2001-11-16,13.989999771118164
2001-11-19,13.880000114440918
2001-11-20,13.510000228881836
2001-11-21,13.5
2001-11-23,13.25
2001-11-26,13.300000190734863
2001-11-27,13.5
2001-11-28,13.100000381469727
2001-11-29,13.300000190734863
2001-11-30,13.119999885559082
2001-12-03,13.369999885559082
2001-12-04,13.350000381469727
2001-12-05,14.199999809265137
2001-12-06,14.40999984741211
2001-12-07,15.050000190734863
2001-12-10,15.140000343322754
2001-12-11,15.390000343322754
2001-12-12,15.489999771118164
2001-12-13,15.899999618530273
2001-12-14,16.040000915527344
2001-12-17,16.200000762939453
2001-12-18,15.859999656677246
2001-12-19,15.0600004196167
2001-12-20,15.34000015258789
2001-12-21,15.720000267028809
2001-12-24,16.030000686645508
2001-12-26,16.450000762939453
2001-12-27,16.40999984741211
2001-12-28,16.68000030517578
2001-12-31,15.960000038146973
2002-01-02,15.199999809265137
2002-01-03,16.149999618530273
2002-01-04,16.8700008392334
2002-01-07,16.110000610351562
2002-01-08,16.25
2002-01-09,16.0
2002-01-10,15.460000038146973
2002-01-11,15.699999809265137
2002-01-14,15.699999809265137
2002-01-15,15.649999618530273
2002-01-16,15.779999732971191
2002-01-17,16.0
2002-01-18,15.850000381469727
2002-01-22,15.869999885559082
2002-01-23,16.200000762939453
2002-01-24,16.399999618530273
2002-01-25,16.299999237060547
2002-01-28,16.5
2002-01-29,16.600000381469727
2002-01-30,16.799999237060547
2002-01-31,16.75
2002-02-01,16.700000762939453
2002-02-04,16.559999465942383
2002-02-05,16.799999237060547
2002-02-06,16.649999618530273
2002-02-07,16.649999618530273
2002-02-08,16.75
2002-02-11,16.799999237060547
2002-02-12,16.649999618530273
2002-02-13,16.84000015258789
2002-02-14,16.600000381469727
2002-02-15,16.600000381469727
2002-02-19,16.56999969482422
2002-02-20,16.600000381469727
2002-02-21,16.229999542236328
2002-02-22,16.149999618530273
2002-02-25,16.030000686645508
2002-02-26,15.180000305175781
2002-02-27,15.09000015258789
2002-02-28,15.020000457763672
2002-03-01,15.460000038146973
2002-03-04,15.3100004196167
2002-03-05,15.890000343322754
2002-03-06,15.989999771118164
2002-03-07,15.5
2002-03-08,15.710000038146973
2002-03-11,15.460000038146973
2002-03-12,15.739999771118164
2002-03-13,15.550000190734863
2002-03-14,15.5
2002-03-15,15.300000190734863
2002-03-18,15.170000076293945
2002-03-19,15.3100004196167
2002-03-20,15.329999923706055
2002-03-21,15.5
2002-03-22,15.5
2002-03-25,15.020000457763672
2002-03-26,14.59000015258789
2002-03-27,14.399999618530273
2002-03-28,14.65999984741211
2002-04-01,14.699999809265137
2002-04-02,14.800000190734863
2002-04-03,14.699999809265137
2002-04-04,15.0
2002-04-05,14.989999771118164
2002-04-08,14.449999809265137
2002-04-09,14.609999656677246
2002-04-10,14.649999618530273
2002-04-11,14.850000381469727
2002-04-12,15.75
2002-04-15,15.520000457763672
2002-04-16,16.190000534057617
2002-04-17,15.75
2002-04-18,15.329999923706055
2002-04-19,16.049999237060547
2002-04-22,15.84000015258789
2002-04-23,15.670000076293945
2002-04-24,16.0
2002-04-25,16.450000762939453
2002-04-26,15.850000381469727
2002-04-29,15.859999656677246
2002-04-30,16.09000015258789
2002-05-01,15.859999656677246
2002-05-02,16.149999618530273
2002-05-03,16.190000534057617
2002-05-06,16.149999618530273
2002-05-07,16.100000381469727
2002-05-08,15.970000267028809
2002-05-09,15.869999885559082
2002-05-10,15.369999885559082
2002-05-13,15.529999732971191
2002-05-14,16.149999618530273
2002-05-15,16.020000457763672
2002-05-16,15.390000343322754
2002-05-17,15.449999809265137
2002-05-20,15.079999923706055
2002-05-21,14.899999618530273
2002-05-22,15.130000114440918
2002-05-23,15.720000267028809
2002-05-24,15.800000190734863
2002-05-28,16.0
2002-05-29,15.899999618530273
2002-05-30,15.989999771118164
2002-05-31,15.989999771118164
2002-06-03,15.699999809265137
2002-06-04,15.5
2002-06-05,15.569999694824219
2002-06-06,15.5
2002-06-07,15.5
2002-06-10,15.720000267028809
2002-06-11,16.0
2002-06-12,16.299999237060547
2002-06-13,17.399999618530273
2002-06-14,17.200000762939453
2002-06-17,18.450000762939453
2002-06-18,18.829999923706055
2002-06-19,18.530000686645508
2002-06-20,18.989999771118164
2002-06-21,19.43000030517578
2002-06-24,19.399999618530273
2002-06-25,19.239999771118164
2002-06-26,18.950000762939453
2002-06-27,19.1200008392334
2002-06-28,21.25
2002-07-01,20.770000457763672
2002-07-02,21.010000228881836
2002-07-03,20.5
2002-07-05,20.440000534057617
2002-07-08,21.010000228881836
2002-07-09,21.600000381469727
2002-07-10,21.260000228881836
2002-07-11,21.299999237060547
2002-07-12,21.399999618530273
2002-07-15,20.6299991607666
2002-07-16,19.40999984741211
2002-07-17,17.889999389648438
2002-07-18,19.190000534057617
2002-07-19,18.59000015258789
2002-07-22,17.100000381469727
2002-07-23,16.479999542236328
2002-07-24,16.25
2002-07-25,17.700000762939453
2002-07-26,18.100000381469727
2002-07-29,18.399999618530273
2002-07-30,18.8700008392334
2002-07-31,19.260000228881836
2002-08-01,19.0
2002-08-02,18.5
2002-08-05,18.0
2002-08-06,17.989999771118164
2002-08-07,18.0
2002-08-08,18.399999618530273
2002-08-09,18.329999923706055
2002-08-12,18.0
2002-08-13,17.959999084472656
2002-08-14,18.0
2002-08-15,18.270000457763672
2002-08-16,18.81999969482422
2002-08-19,18.75
2002-08-20,19.110000610351562
2002-08-21,19.31999969482422
2002-08-22,19.399999618530273
2002-08-23,18.860000610351562
2002-08-26,18.959999084472656
2002-08-27,18.75
2002-08-28,18.43000030517578
2002-08-29,16.600000381469727
2002-08-30,18.030000686645508
2002-09-03,18.229999542236328
2002-09-04,18.8799991607666
2002-09-05,18.360000610351562
2002-09-06,18.56999969482422
2002-09-09,18.270000457763672
2002-09-10,18.25
2002-09-11,18.6299991607666
2002-09-12,18.040000915527344
2002-09-13,17.899999618530273
2002-09-16,17.799999237060547
2002-09-17,17.670000076293945
2002-09-18,17.610000610351562
2002-09-19,17.420000076293945
2002-09-20,17.18000030517578
2002-09-23,17.610000610351562
2002-09-24,17.989999771118164
2002-09-25,17.940000534057617
2002-09-26,17.850000381469727
2002-09-27,17.56999969482422
2002-09-30,17.5
2002-10-01,17.469999313354492
2002-10-02,17.25
2002-10-03,16.780000686645508
2002-10-04,16.75
2002-10-07,16.790000915527344
2002-10-08,16.899999618530273
2002-10-09,16.979999542236328
2002-10-10,16.989999771118164
2002-10-11,17.25
2002-10-14,16.950000762939453
2002-10-15,17.75
2002-10-16,16.809999465942383
2002-10-17,17.049999237060547
2002-10-18,17.049999237060547
2002-10-21,17.0
2002-10-22,17.020000457763672
2002-10-23,17.239999771118164
2002-10-24,17.399999618530273
2002-10-25,17.479999542236328
2002-10-28,17.399999618530273
2002-10-29,16.989999771118164
2002-10-30,17.18000030517578
2002-10-31,17.170000076293945
2002-11-01,16.389999389648438
2002-11-04,16.6299991607666
2002-11-05,16.100000381469727
2002-11-06,16.299999237060547
2002-11-07,16.049999237060547
2002-11-08,15.989999771118164
2002-11-11,16.010000228881836
2002-11-12,15.649999618530273
2002-11-13,15.890000343322754
2002-11-14,16.149999618530273
2002-11-15,16.149999618530273
2002-11-18,16.309999465942383
2002-11-19,15.800000190734863
2002-11-20,15.75
2002-11-21,16.049999237060547
2002-11-22,16.049999237060547
2002-11-25,16.239999771118164
2002-11-26,16.290000915527344
2002-11-27,17.200000762939453
2002-11-29,17.649999618530273
2002-12-02,18.270000457763672
2002-12-03,17.649999618530273
2002-12-04,17.3799991607666
2002-12-05,18.1299991607666
2002-12-06,18.100000381469727
2002-12-09,18.149999618530273
2002-12-10,17.799999237060547
2002-12-11,18.549999237060547
2002-12-12,18.360000610351562
2002-12-13,18.0
2002-12-16,18.020000457763672
2002-12-17,18.139999389648438
2002-12-18,18.579999923706055
2002-12-19,18.65999984741211
2002-12-20,18.43000030517578
2002-12-23,18.219999313354492
2002-12-24,18.440000534057617
2002-12-26,18.239999771118164
2002-12-27,17.950000762939453
2002-12-30,18.309999465942383
2002-12-31,18.959999084472656
2003-01-02,18.65999984741211
2003-01-03,18.920000076293945
2003-01-06,18.959999084472656
2003-01-07,18.34000015258789
2003-01-08,17.989999771118164
2003-01-09,18.0
2003-01-10,18.25
2003-01-13,18.899999618530273
2003-01-14,18.799999237060547
2003-01-15,19.059999465942383
2003-01-16,19.110000610351562
2003-01-17,18.770000457763672
2003-01-21,18.5
2003-01-22,18.5
2003-01-23,18.25
2003-01-24,17.729999542236328
2003-01-27,16.979999542236328
2003-01-28,17.059999465942383
2003-01-29,17.3799991607666
2003-01-30,16.739999771118164
2003-01-31,16.770000457763672
2003-02-03,16.489999771118164
2003-02-04,16.579999923706055
2003-02-05,16.549999237060547
2003-02-06,16.790000915527344
2003-02-07,16.75
2003-02-10,16.889999389648438
2003-02-11,16.75
2003-02-12,16.510000228881836
2003-02-13,16.75
2003-02-14,17.3799991607666
2003-02-18,17.440000534057617
2003-02-19,16.899999618530273
2003-02-20,17.299999237060547
2003-02-21,16.559999465942383
2003-02-24,15.529999732971191
2003-02-25,15.65999984741211
2003-02-26,15.350000381469727
2003-02-27,15.930000305175781
2003-02-28,16.18000030517578
2003-03-03,16.190000534057617
2003-03-04,16.299999237060547
2003-03-05,16.079999923706055
2003-03-06,15.529999732971191
2003-03-07,15.239999771118164
2003-03-10,15.039999961853027
2003-03-11,14.84000015258789
2003-03-12,14.829999923706055
2003-03-13,15.229999542236328
2003-03-14,15.220000267028809
2003-03-17,15.229999542236328
2003-03-18,17.18000030517578
2003-03-19,16.889999389648438
2003-03-20,16.600000381469727
2003-03-21,17.549999237060547
2003-03-24,17.399999618530273
2003-03-25,17.43000030517578
2003-03-26,17.239999771118164
2003-03-27,17.049999237060547
2003-03-28,16.84000015258789
2003-03-31,16.989999771118164
2003-04-01,16.90999984741211
2003-04-02,17.0
2003-04-03,16.989999771118164
2003-04-04,16.829999923706055
2003-04-07,16.8700008392334
2003-04-08,16.75
2003-04-09,16.729999542236328
2003-04-10,16.729999542236328
2003-04-11,17.149999618530273
2003-04-14,17.270000457763672
2003-04-15,18.209999084472656
2003-04-16,18.110000610351562
2003-04-17,19.360000610351562
2003-04-21,19.0
2003-04-22,18.979999542236328
2003-04-23,19.280000686645508
2003-04-24,19.260000228881836
2003-04-25,18.719999313354492
2003-04-28,18.68000030517578
2003-04-29,18.8799991607666
2003-04-30,18.200000762939453
2003-05-01,17.90999984741211
2003-05-02,18.5
2003-05-05,18.299999237060547
2003-05-06,18.360000610351562
2003-05-07,18.719999313354492
2003-05-08,18.360000610351562
2003-05-09,17.93000030517578
2003-05-12,17.8700008392334
2003-05-13,18.219999313354492
2003-05-14,18.399999618530273
2003-05-15,18.110000610351562
2003-05-16,18.15999984741211
2003-05-19,17.549999237060547
2003-05-20,17.610000610351562
2003-05-21,17.479999542236328
2003-05-22,17.6299991607666
2003-05-23,17.649999618530273
2003-05-27,18.739999771118164
2003-05-28,18.59000015258789
2003-05-29,18.559999465942383
2003-05-30,18.739999771118164
2003-06-02,19.010000228881836
2003-06-03,18.739999771118164
2003-06-04,19.059999465942383
2003-06-05,19.15999984741211
2003-06-06,18.6299991607666
2003-06-09,18.049999237060547
2003-06-10,18.290000915527344
2003-06-11,18.540000915527344
2003-06-12,18.809999465942383
2003-06-13,18.559999465942383
2003-06-16,18.270000457763672
2003-06-17,18.18000030517578
2003-06-18,17.350000381469727
2003-06-19,17.100000381469727
2003-06-20,17.850000381469727
2003-06-23,17.1200008392334
2003-06-24,16.59000015258789
2003-06-25,16.700000762939453
2003-06-26,16.700000762939453
2003-06-27,17.200000762939453
2003-06-30,17.15999984741211
2003-07-01,16.75
2003-07-02,16.65999984741211
2003-07-03,16.719999313354492
2003-07-07,16.959999084472656
2003-07-08,17.280000686645508
2003-07-09,17.1200008392334
2003-07-10,17.649999618530273
2003-07-11,18.1200008392334
2003-07-14,18.1299991607666
2003-07-15,18.579999923706055
2003-07-16,18.739999771118164
2003-07-17,17.860000610351562
2003-07-18,17.950000762939453
2003-07-21,17.850000381469727
2003-07-22,18.65999984741211
2003-07-23,18.6299991607666
2003-07-24,17.90999984741211
2003-07-25,18.34000015258789
2003-07-28,17.850000381469727
2003-07-29,17.899999618530273
2003-07-30,17.8700008392334
2003-07-31,17.579999923706055
2003-08-01,16.860000610351562
2003-08-04,15.989999771118164
2003-08-05,16.459999084472656
2003-08-06,16.780000686645508
2003-08-07,16.549999237060547
2003-08-08,16.709999084472656
2003-08-11,16.700000762939453
2003-08-12,16.729999542236328
2003-08-13,16.579999923706055
2003-08-14,16.760000228881836
2003-08-15,16.510000228881836
2003-08-18,16.780000686645508
2003-08-19,16.799999237060547
2003-08-20,16.75
2003-08-21,16.850000381469727
2003-08-22,16.799999237060547
2003-08-25,16.90999984741211
2003-08-26,16.6299991607666
2003-08-27,16.989999771118164
2003-08-28,17.0
2003-08-29,16.950000762939453
2003-09-02,17.889999389648438
2003-09-03,18.299999237060547
2003-09-04,18.5
2003-09-05,18.829999923706055
2003-09-08,19.049999237060547
2003-09-09,19.100000381469727
2003-09-10,19.040000915527344
2003-09-11,19.290000915527344
2003-09-12,19.700000762939453
2003-09-15,19.729999542236328
2003-09-16,19.8799991607666
2003-09-17,19.459999084472656
2003-09-18,19.719999313354492
2003-09-19,19.770000457763672
2003-09-22,20.25
2003-09-23,20.15999984741211
2003-09-24,19.190000534057617
2003-09-25,19.15999984741211
2003-09-26,18.09000015258789
2003-09-29,18.0
2003-09-30,18.290000915527344
2003-10-01,19.0
2003-10-02,18.809999465942383
2003-10-03,19.260000228881836
2003-10-06,19.510000228881836
2003-10-07,20.09000015258789
2003-10-08,19.399999618530273
2003-10-09,19.969999313354492
2003-10-10,19.110000610351562
2003-10-13,19.649999618530273
2003-10-14,21.0
2003-10-15,20.950000762939453
2003-10-16,19.959999084472656
2003-10-17,18.780000686645508
2003-10-20,19.15999984741211
2003-10-21,18.989999771118164
2003-10-22,17.8700008392334
2003-10-23,17.3799991607666
2003-10-24,18.40999984741211
2003-10-27,18.829999923706055
2003-10-28,19.450000762939453
2003-10-29,20.299999237060547
2003-10-30,20.31999969482422
2003-10-31,18.90999984741211
2003-11-03,19.690000534057617
2003-11-04,20.299999237060547
2003-11-05,20.200000762939453
2003-11-06,20.700000762939453
2003-11-07,19.65999984741211
2003-11-10,18.90999984741211
2003-11-11,19.020000457763672
2003-11-12,19.34000015258789
2003-11-13,19.350000381469727
2003-11-14,19.229999542236328
2003-11-17,18.3799991607666
2003-11-18,18.850000381469727
2003-11-19,19.010000228881836
2003-11-20,18.43000030517578
2003-11-21,18.139999389648438
2003-11-24,18.350000381469727
2003-11-25,18.5
2003-11-26,18.360000610351562
2003-11-28,18.799999237060547
2003-12-01,18.8799991607666
2003-12-02,19.190000534057617
2003-12-03,18.829999923706055
2003-12-04,19.3799991607666
2003-12-05,18.770000457763672
2003-12-08,18.84000015258789
2003-12-09,18.700000762939453
2003-12-10,18.809999465942383
2003-12-11,19.6299991607666
2003-12-12,19.0
2003-12-15,19.360000610351562
2003-12-16,19.18000030517578
2003-12-17,18.90999984741211
2003-12-18,19.389999389648438
2003-12-19,19.059999465942383
2003-12-22,19.979999542236328
2003-12-23,19.450000762939453
