,PAG
2001-06-21,7.824999809265137
2001-06-22,7.914999961853027
2001-06-25,7.400000095367432
2001-06-26,7.425000190734863
2001-06-27,7.775000095367432
2001-06-28,7.914999961853027
2001-06-29,8.75
2001-07-02,7.525000095367432
2001-07-03,8.46500015258789
2001-07-05,8.4399995803833
2001-07-06,8.25
2001-07-09,8.274999618530273
2001-07-10,7.840000152587891
2001-07-11,7.744999885559082
2001-07-12,8.170000076293945
2001-07-13,8.704999923706055
2001-07-16,8.795000076293945
2001-07-17,9.005000114440918
2001-07-18,8.875
2001-07-19,8.824999809265137
2001-07-20,8.649999618530273
2001-07-23,8.975000381469727
2001-07-24,8.954999923706055
2001-07-25,9.029999732971191
2001-07-26,8.8149995803833
2001-07-27,8.5
2001-07-30,8.414999961853027
2001-07-31,8.479999542236328
2001-08-01,8.600000381469727
2001-08-02,8.800000190734863
2001-08-03,9.300000190734863
2001-08-06,9.5
2001-08-07,10.404999732971191
2001-08-08,10.875
2001-08-09,10.854999542236328
2001-08-10,10.654999732971191
2001-08-13,10.704999923706055
2001-08-14,10.899999618530273
2001-08-15,10.720000267028809
2001-08-16,10.4399995803833
2001-08-17,9.944999694824219
2001-08-20,9.899999618530273
2001-08-21,9.9350004196167
2001-08-22,9.899999618530273
2001-08-23,10.020000457763672
2001-08-24,10.225000381469727
2001-08-27,10.25
2001-08-28,10.324999809265137
2001-08-29,10.255000114440918
2001-08-30,10.074999809265137
2001-08-31,9.975000381469727
2001-09-04,9.994999885559082
2001-09-05,9.904999732971191
2001-09-06,9.425000190734863
2001-09-07,9.25
2001-09-10,8.819999694824219
2001-09-17,7.849999904632568
2001-09-18,7.074999809265137
2001-09-19,6.625
2001-09-20,5.744999885559082
2001-09-21,5.400000095367432
2001-09-24,5.900000095367432
2001-09-25,7.125
2001-09-26,6.809999942779541
2001-09-27,7.400000095367432
2001-09-28,8.319999694824219
2001-10-01,8.399999618530273
2001-10-02,8.015000343322754
2001-10-03,8.640000343322754
2001-10-04,8.75
2001-10-05,8.625
2001-10-08,9.199999809265137
2001-10-09,9.399999618530273
2001-10-10,9.5
2001-10-11,9.704999923706055
2001-10-12,9.194999694824219
2001-10-15,9.550000190734863
2001-10-16,9.824999809265137
2001-10-17,9.640000343322754
2001-10-18,9.649999618530273
2001-10-19,9.21500015258789
2001-10-22,8.5
2001-10-23,8.4399995803833
2001-10-24,7.400000095367432
2001-10-25,7.59499979019165
2001-10-26,7.619999885559082
2001-10-29,7.550000190734863
2001-10-30,7.385000228881836
2001-10-31,8.0
2001-11-01,7.215000152587891
2001-11-02,7.5
2001-11-05,7.929999828338623
2001-11-06,8.100000381469727
2001-11-07,8.194999694824219
2001-11-08,8.100000381469727
2001-11-09,7.78000020980835
2001-11-12,8.020000457763672
2001-11-13,8.505000114440918
2001-11-14,8.774999618530273
2001-11-15,8.699999809265137
2001-11-16,8.670000076293945
2001-11-19,8.699999809265137
2001-11-20,8.625
2001-11-21,8.75
2001-11-23,8.920000076293945
2001-11-26,8.664999961853027
2001-11-27,8.595000267028809
2001-11-28,8.350000381469727
2001-11-29,8.614999771118164
2001-11-30,8.875
2001-12-03,8.494999885559082
2001-12-04,8.869999885559082
2001-12-05,9.600000381469727
2001-12-06,9.899999618530273
2001-12-07,9.255000114440918
2001-12-10,9.390000343322754
2001-12-11,10.0
2001-12-12,10.350000381469727
2001-12-13,10.100000381469727
2001-12-14,10.354999542236328
2001-12-17,10.800000190734863
2001-12-18,11.354999542236328
2001-12-19,11.274999618530273
2001-12-20,11.760000228881836
2001-12-21,11.914999961853027
2001-12-24,12.100000381469727
2001-12-26,11.574999809265137
2001-12-27,13.100000381469727
2001-12-28,12.760000228881836
2001-12-31,12.904999732971191
2002-01-02,12.550000190734863
2002-01-03,12.0
2002-01-04,11.920000076293945
2002-01-07,11.180000305175781
2002-01-08,11.015000343322754
2002-01-09,12.359999656677246
2002-01-10,12.5
2002-01-11,11.914999961853027
2002-01-14,12.619999885559082
2002-01-15,12.425000190734863
2002-01-16,12.454999923706055
2002-01-17,12.744999885559082
2002-01-18,12.960000038146973
2002-01-22,13.175000190734863
2002-01-23,13.100000381469727
2002-01-24,13.220000267028809
2002-01-25,12.725000381469727
2002-01-28,11.680000305175781
2002-01-29,12.164999961853027
2002-01-30,12.505000114440918
2002-01-31,12.6850004196167
2002-02-01,12.710000038146973
2002-02-04,12.0
2002-02-05,11.949999809265137
2002-02-06,11.109999656677246
2002-02-07,10.444999694824219
2002-02-08,10.220000267028809
2002-02-11,10.619999885559082
2002-02-12,10.774999618530273
2002-02-13,10.890000343322754
2002-02-14,10.850000381469727
2002-02-15,10.994999885559082
2002-02-19,10.630000114440918
2002-02-20,10.725000381469727
2002-02-21,10.760000228881836
2002-02-22,10.475000381469727
2002-02-25,10.795000076293945
2002-02-26,11.029999732971191
2002-02-27,10.734999656677246
2002-02-28,10.729999542236328
2002-03-01,11.274999618530273
2002-03-04,11.875
2002-03-05,11.699999809265137
2002-03-06,11.704999923706055
2002-03-07,11.425000190734863
2002-03-08,11.550000190734863
2002-03-11,11.949999809265137
2002-03-12,11.694999694824219
2002-03-13,11.0
2002-03-14,10.880000114440918
2002-03-15,10.84000015258789
2002-03-18,11.024999618530273
2002-03-19,11.074999809265137
2002-03-20,11.125
2002-03-21,11.1899995803833
2002-03-22,11.050000190734863
2002-03-25,10.760000228881836
2002-03-26,10.850000381469727
2002-03-27,10.994999885559082
2002-03-28,11.270000457763672
2002-04-01,11.199999809265137
2002-04-02,11.005000114440918
2002-04-03,11.175000190734863
2002-04-04,10.96500015258789
2002-04-05,10.994999885559082
2002-04-08,11.529999732971191
2002-04-09,11.720000267028809
2002-04-10,12.649999618530273
2002-04-11,11.800000190734863
2002-04-12,11.845000267028809
2002-04-15,11.904999732971191
2002-04-16,12.25
2002-04-17,12.175000190734863
2002-04-18,12.024999618530273
2002-04-19,12.0
2002-04-22,11.699999809265137
2002-04-23,11.8100004196167
2002-04-24,11.885000228881836
2002-04-25,11.975000381469727
2002-04-26,12.03499984741211
2002-04-29,11.75
2002-04-30,12.460000038146973
2002-05-01,13.375
2002-05-02,13.895000457763672
2002-05-03,14.875
2002-05-06,15.454999923706055
2002-05-07,14.75
2002-05-08,14.895000457763672
2002-05-09,15.5649995803833
2002-05-10,15.100000381469727
2002-05-13,14.989999771118164
2002-05-14,15.494999885559082
2002-05-15,15.199999809265137
2002-05-16,15.0
2002-05-17,15.010000228881836
2002-05-20,15.125
2002-05-21,14.699999809265137
2002-05-22,14.0
2002-05-23,14.300000190734863
2002-05-24,14.350000381469727
2002-05-28,13.920000076293945
2002-05-29,13.630000114440918
2002-05-30,12.845000267028809
2002-05-31,13.170000076293945
2002-06-03,12.699999809265137
2002-06-04,12.0
2002-06-05,12.430000305175781
2002-06-06,12.375
2002-06-07,12.6850004196167
2002-06-10,12.550000190734863
2002-06-11,12.600000381469727
2002-06-12,12.199999809265137
2002-06-13,11.645000457763672
2002-06-14,11.5
2002-06-17,11.6850004196167
2002-06-18,11.645000457763672
2002-06-19,11.789999961853027
2002-06-20,11.444999694824219
2002-06-21,11.25
2002-06-24,10.619999885559082
2002-06-25,10.555000305175781
2002-06-26,9.989999771118164
2002-06-27,9.800000190734863
2002-06-28,10.449999809265137
2002-07-01,10.0
2002-07-02,9.270000457763672
2002-07-03,8.6899995803833
2002-07-05,8.975000381469727
2002-07-08,9.444999694824219
2002-07-09,9.175000190734863
2002-07-10,8.619999885559082
2002-07-11,8.180000305175781
2002-07-12,8.125
2002-07-15,8.175000190734863
2002-07-16,7.724999904632568
2002-07-17,7.724999904632568
2002-07-18,8.0
2002-07-19,7.900000095367432
2002-07-22,7.380000114440918
2002-07-23,6.925000190734863
2002-07-24,8.0
2002-07-25,7.644999980926514
2002-07-26,7.949999809265137
2002-07-29,8.875
2002-07-30,8.199999809265137
2002-07-31,7.875
2002-08-01,7.610000133514404
2002-08-02,7.019999980926514
2002-08-05,6.275000095367432
2002-08-06,7.224999904632568
2002-08-07,7.295000076293945
2002-08-08,6.510000228881836
2002-08-09,6.670000076293945
2002-08-12,6.914999961853027
2002-08-13,7.0
2002-08-14,7.519999980926514
2002-08-15,8.1850004196167
2002-08-16,8.350000381469727
2002-08-19,8.1850004196167
2002-08-20,8.390000343322754
2002-08-21,8.510000228881836
2002-08-22,8.404999732971191
2002-08-23,8.289999961853027
2002-08-26,8.555000305175781
2002-08-27,8.430000305175781
2002-08-28,7.840000152587891
2002-08-29,8.050000190734863
2002-08-30,7.954999923706055
2002-09-03,7.505000114440918
2002-09-04,8.085000038146973
2002-09-05,7.789999961853027
2002-09-06,8.244999885559082
2002-09-09,8.244999885559082
2002-09-10,8.239999771118164
2002-09-11,8.229999542236328
2002-09-12,8.194999694824219
2002-09-13,8.050000190734863
2002-09-16,8.045000076293945
2002-09-17,7.980000019073486
2002-09-18,7.670000076293945
2002-09-19,7.400000095367432
2002-09-20,7.414999961853027
2002-09-23,7.014999866485596
2002-09-24,6.954999923706055
2002-09-25,7.355000019073486
2002-09-26,7.599999904632568
2002-09-27,7.150000095367432
2002-09-30,7.005000114440918
2002-10-01,7.125
2002-10-02,6.675000190734863
2002-10-03,6.755000114440918
2002-10-04,6.699999809265137
2002-10-07,6.449999809265137
2002-10-08,6.46999979019165
2002-10-09,5.704999923706055
2002-10-10,5.75
2002-10-11,6.034999847412109
2002-10-14,5.989999771118164
2002-10-15,6.650000095367432
2002-10-16,6.585000038146973
2002-10-17,6.994999885559082
2002-10-18,7.175000190734863
2002-10-21,7.394999980926514
2002-10-22,7.260000228881836
2002-10-23,7.335000038146973
2002-10-24,7.724999904632568
2002-10-25,7.574999809265137
2002-10-28,7.170000076293945
2002-10-29,7.449999809265137
2002-10-30,7.449999809265137
2002-10-31,6.639999866485596
2002-11-01,6.590000152587891
2002-11-04,6.360000133514404
2002-11-05,6.369999885559082
2002-11-06,6.650000095367432
2002-11-07,6.46999979019165
2002-11-08,6.150000095367432
2002-11-11,5.885000228881836
2002-11-12,5.855000019073486
2002-11-13,5.864999771118164
2002-11-14,6.070000171661377
2002-11-15,6.050000190734863
2002-11-18,6.019999980926514
2002-11-19,6.025000095367432
2002-11-20,6.175000190734863
2002-11-21,6.434999942779541
2002-11-22,6.800000190734863
2002-11-25,7.130000114440918
2002-11-26,6.639999866485596
2002-11-27,7.010000228881836
2002-11-29,6.755000114440918
2002-12-02,6.775000095367432
2002-12-03,6.599999904632568
2002-12-04,6.730000019073486
2002-12-05,6.534999847412109
2002-12-06,6.519999980926514
2002-12-09,6.25
2002-12-10,6.625
2002-12-11,6.724999904632568
2002-12-12,6.605000019073486
2002-12-13,6.650000095367432
2002-12-16,6.534999847412109
2002-12-17,6.375
2002-12-18,6.150000095367432
2002-12-19,6.050000190734863
2002-12-20,6.019999980926514
2002-12-23,6.010000228881836
2002-12-24,6.005000114440918
2002-12-26,6.139999866485596
2002-12-27,6.039999961853027
2002-12-30,6.09499979019165
2002-12-31,6.235000133514404
2003-01-02,6.545000076293945
2003-01-03,6.34499979019165
2003-01-06,6.400000095367432
2003-01-07,6.489999771118164
2003-01-08,6.465000152587891
2003-01-09,6.579999923706055
2003-01-10,6.5
2003-01-13,6.704999923706055
2003-01-14,6.775000095367432
2003-01-15,6.585000038146973
2003-01-16,6.554999828338623
2003-01-17,6.449999809265137
2003-01-21,6.25
2003-01-22,6.034999847412109
2003-01-23,5.889999866485596
2003-01-24,5.795000076293945
2003-01-27,5.494999885559082
2003-01-28,5.755000114440918
2003-01-29,5.875
2003-01-30,5.684999942779541
2003-01-31,6.005000114440918
2003-02-03,6.039999961853027
2003-02-04,6.110000133514404
2003-02-05,5.929999828338623
2003-02-06,5.864999771118164
2003-02-07,5.775000095367432
2003-02-10,5.565000057220459
2003-02-11,5.519999980926514
2003-02-12,5.525000095367432
2003-02-13,5.5
2003-02-14,5.585000038146973
2003-02-18,5.840000152587891
2003-02-19,5.5
2003-02-20,5.53000020980835
2003-02-21,5.554999828338623
2003-02-24,5.355000019073486
2003-02-25,5.449999809265137
2003-02-26,5.400000095367432
2003-02-27,5.574999809265137
2003-02-28,5.565000057220459
2003-03-03,5.505000114440918
2003-03-04,5.170000076293945
2003-03-05,4.994999885559082
2003-03-06,5.005000114440918
2003-03-07,5.400000095367432
2003-03-10,5.099999904632568
2003-03-11,5.0
2003-03-12,4.940000057220459
2003-03-13,5.21999979019165
2003-03-14,5.349999904632568
2003-03-17,5.414999961853027
2003-03-18,5.550000190734863
2003-03-19,5.5
2003-03-20,5.820000171661377
2003-03-21,6.059999942779541
2003-03-24,5.75
2003-03-25,5.900000095367432
2003-03-26,6.039999961853027
2003-03-27,6.085000038146973
2003-03-28,5.885000228881836
2003-03-31,5.875
2003-04-01,5.824999809265137
2003-04-02,6.25
2003-04-03,6.324999809265137
2003-04-04,6.349999904632568
2003-04-07,6.53000020980835
2003-04-08,6.559999942779541
2003-04-09,6.53000020980835
2003-04-10,6.664999961853027
2003-04-11,6.710000038146973
2003-04-14,6.809999942779541
2003-04-15,6.864999771118164
2003-04-16,6.940000057220459
2003-04-17,7.025000095367432
2003-04-21,7.309999942779541
2003-04-22,7.724999904632568
2003-04-23,7.599999904632568
2003-04-24,7.489999771118164
2003-04-25,7.619999885559082
2003-04-28,8.1899995803833
2003-04-29,8.5600004196167
2003-04-30,8.524999618530273
2003-05-01,8.404999732971191
2003-05-02,8.625
2003-05-05,8.795000076293945
2003-05-06,8.850000381469727
2003-05-07,8.925000190734863
2003-05-08,9.010000228881836
2003-05-09,9.15999984741211
2003-05-12,9.350000381469727
2003-05-13,9.649999618530273
2003-05-14,9.5
2003-05-15,9.414999961853027
2003-05-16,9.024999618530273
2003-05-19,8.635000228881836
2003-05-20,8.515000343322754
2003-05-21,8.550000190734863
2003-05-22,8.90999984741211
2003-05-23,9.050000190734863
2003-05-27,9.199999809265137
2003-05-28,9.430000305175781
2003-05-29,9.34000015258789
2003-05-30,9.399999618530273
2003-06-02,9.805000305175781
2003-06-03,9.869999885559082
2003-06-04,9.975000381469727
2003-06-05,10.600000381469727
2003-06-06,10.1899995803833
2003-06-09,9.949999809265137
2003-06-10,10.489999771118164
2003-06-11,10.425000190734863
2003-06-12,11.0
2003-06-13,10.579999923706055
2003-06-16,10.649999618530273
2003-06-17,10.824999809265137
2003-06-18,10.864999771118164
2003-06-19,10.649999618530273
2003-06-20,11.119999885559082
2003-06-23,10.774999618530273
2003-06-24,10.765000343322754
2003-06-25,10.890000343322754
2003-06-26,10.774999618530273
2003-06-27,10.824999809265137
2003-06-30,10.890000343322754
2003-07-01,10.625
2003-07-02,10.850000381469727
2003-07-03,10.734999656677246
2003-07-07,11.289999961853027
2003-07-08,11.649999618530273
2003-07-09,11.449999809265137
2003-07-10,11.175000190734863
2003-07-11,11.569999694824219
2003-07-14,11.649999618530273
2003-07-15,11.90999984741211
2003-07-16,11.805000305175781
2003-07-17,11.385000228881836
2003-07-18,11.170000076293945
2003-07-21,10.899999618530273
2003-07-22,11.3149995803833
2003-07-23,11.335000038146973
2003-07-24,11.824999809265137
2003-07-25,11.824999809265137
2003-07-28,11.960000038146973
2003-07-29,11.600000381469727
2003-07-30,11.045000076293945
2003-07-31,11.420000076293945
2003-08-01,11.074999809265137
2003-08-04,10.954999923706055
2003-08-05,10.890000343322754
2003-08-06,10.734999656677246
2003-08-07,10.755000114440918
2003-08-08,10.875
2003-08-11,10.920000076293945
2003-08-12,11.550000190734863
2003-08-13,11.664999961853027
2003-08-14,11.630000114440918
2003-08-15,11.699999809265137
2003-08-18,12.5
2003-08-19,12.729999542236328
2003-08-20,12.725000381469727
2003-08-21,12.640000343322754
2003-08-22,12.515000343322754
2003-08-25,12.494999885559082
2003-08-26,12.470000267028809
2003-08-27,12.5649995803833
2003-08-28,12.574999809265137
2003-08-29,12.800000190734863
2003-09-02,12.989999771118164
2003-09-03,12.875
2003-09-04,12.800000190734863
2003-09-05,12.414999961853027
2003-09-08,12.595000267028809
2003-09-09,12.449999809265137
2003-09-10,12.0
2003-09-11,12.239999771118164
2003-09-12,12.1899995803833
2003-09-15,12.194999694824219
2003-09-16,11.6850004196167
2003-09-17,11.71500015258789
2003-09-18,12.15999984741211
2003-09-19,12.079999923706055
2003-09-22,11.975000381469727
2003-09-23,12.335000038146973
2003-09-24,12.0
2003-09-25,11.75
2003-09-26,11.475000381469727
2003-09-29,11.539999961853027
2003-09-30,11.5
2003-10-01,12.8100004196167
2003-10-02,12.925000190734863
2003-10-03,13.15999984741211
2003-10-06,13.390000343322754
2003-10-07,13.574999809265137
2003-10-08,13.425000190734863
2003-10-09,13.539999961853027
2003-10-10,13.625
2003-10-13,13.864999771118164
2003-10-14,14.175000190734863
2003-10-15,13.425000190734863
2003-10-16,13.489999771118164
2003-10-17,13.125
2003-10-20,13.149999618530273
2003-10-21,13.154999732971191
2003-10-22,13.024999618530273
2003-10-23,13.024999618530273
2003-10-24,12.5
2003-10-27,13.09000015258789
2003-10-28,12.979999542236328
2003-10-29,12.850000381469727
2003-10-30,13.300000190734863
2003-10-31,12.984999656677246
2003-11-03,12.925000190734863
2003-11-04,13.395000457763672
2003-11-05,12.984999656677246
2003-11-06,12.6850004196167
2003-11-07,12.574999809265137
2003-11-10,12.545000076293945
2003-11-11,12.505000114440918
2003-11-12,12.925000190734863
2003-11-13,12.890000343322754
2003-11-14,12.885000228881836
2003-11-17,12.579999923706055
2003-11-18,12.300000190734863
2003-11-19,12.364999771118164
2003-11-20,12.364999771118164
2003-11-21,12.199999809265137
2003-11-24,12.375
2003-11-25,12.520000457763672
2003-11-26,12.319999694824219
2003-11-28,12.350000381469727
2003-12-01,12.345000267028809
2003-12-02,12.399999618530273
2003-12-03,12.425000190734863
2003-12-04,12.125
2003-12-05,12.229999542236328
2003-12-08,12.395000457763672
2003-12-09,12.475000381469727
2003-12-10,12.5649995803833
2003-12-11,12.710000038146973
2003-12-12,12.819999694824219
2003-12-15,13.130000114440918
2003-12-16,13.449999809265137
2003-12-17,13.609999656677246
2003-12-18,13.725000381469727
2003-12-19,13.8100004196167
2003-12-22,13.819999694824219
2003-12-23,13.895000457763672
2003-12-24,13.824999809265137
2003-12-26,13.989999771118164
2003-12-29,14.0
2003-12-30,15.654999732971191
2003-12-31,15.649999618530273
2004-01-02,15.350000381469727
2004-01-05,15.220000267028809
2004-01-06,15.180000305175781
2004-01-07,15.244999885559082
2004-01-08,15.015000343322754
2004-01-09,14.779999732971191
2004-01-12,14.880000114440918
2004-01-13,14.8100004196167
2004-01-14,15.149999618530273
2004-01-15,15.050000190734863
2004-01-16,15.0
2004-01-20,14.5600004196167
2004-01-21,14.984999656677246
2004-01-22,15.015000343322754
2004-01-23,14.890000343322754
2004-01-26,15.029999732971191
2004-01-27,14.675000190734863
2004-01-28,14.170000076293945
2004-01-29,14.225000381469727
2004-01-30,14.170000076293945
2004-02-02,14.175000190734863
2004-02-03,14.475000381469727
2004-02-04,14.324999809265137
2004-02-05,14.449999809265137
2004-02-06,14.545000076293945
2004-02-09,15.300000190734863
2004-02-10,15.09000015258789
2004-02-11,15.574999809265137
2004-02-12,15.274999618530273
2004-02-13,14.9399995803833
2004-02-17,15.529999732971191
2004-02-18,14.975000381469727
2004-02-19,14.835000038146973
2004-02-20,14.800000190734863
2004-02-23,14.145000457763672
2004-02-24,14.300000190734863
2004-02-25,14.260000228881836
2004-02-26,14.550000190734863
2004-02-27,14.1899995803833
2004-03-01,14.5
2004-03-02,14.755000114440918
2004-03-03,14.704999923706055
2004-03-04,14.800000190734863
2004-03-05,15.229999542236328
2004-03-08,14.979999542236328
2004-03-09,14.729999542236328
2004-03-10,14.279999732971191
2004-03-11,13.904999732971191
2004-03-12,14.199999809265137
2004-03-15,13.805000305175781
2004-03-16,13.729999542236328
2004-03-17,13.925000190734863
2004-03-18,13.859999656677246
2004-03-19,13.515000343322754
2004-03-22,13.1899995803833
2004-03-23,13.145000457763672
2004-03-24,12.989999771118164
2004-03-25,13.520000457763672
2004-03-26,13.704999923706055
2004-03-29,13.75
2004-03-30,13.649999618530273
2004-03-31,13.680000305175781
2004-04-01,13.760000228881836
2004-04-02,13.75
2004-04-05,14.28499984741211
2004-04-06,14.274999618530273
2004-04-07,14.244999885559082
2004-04-08,14.074999809265137
2004-04-12,14.015000343322754
2004-04-13,13.699999809265137
2004-04-14,13.609999656677246
2004-04-15,13.789999961853027
2004-04-16,13.78499984741211
2004-04-19,13.845000267028809
2004-04-20,13.550000190734863
2004-04-21,13.914999961853027
2004-04-22,14.324999809265137
2004-04-23,14.4399995803833
2004-04-26,14.699999809265137
2004-04-27,15.704999923706055
2004-04-28,15.699999809265137
2004-04-29,15.399999618530273
2004-04-30,15.414999961853027
2004-05-03,15.385000228881836
2004-05-04,15.390000343322754
2004-05-05,15.390000343322754
2004-05-06,15.149999618530273
2004-05-07,14.524999618530273
2004-05-10,14.050000190734863
2004-05-11,14.475000381469727
2004-05-12,13.774999618530273
2004-05-13,13.954999923706055
2004-05-14,14.005000114440918
2004-05-17,13.850000381469727
2004-05-18,13.805000305175781
2004-05-19,14.029999732971191
2004-05-20,14.0
2004-05-21,14.045000076293945
2004-05-24,14.375
2004-05-25,14.739999771118164
2004-05-26,14.614999771118164
2004-05-27,14.550000190734863
2004-05-28,14.46500015258789
2004-06-01,14.404999732971191
2004-06-02,14.354999542236328
2004-06-03,14.074999809265137
2004-06-04,13.975000381469727
2004-06-07,14.484999656677246
2004-06-08,14.420000076293945
2004-06-09,14.125
2004-06-10,14.125
2004-06-14,14.460000038146973
2004-06-15,15.369999885559082
2004-06-16,15.899999618530273
2004-06-17,16.1299991607666
2004-06-18,15.664999961853027
2004-06-21,15.579999923706055
2004-06-22,15.699999809265137
2004-06-23,16.139999389648438
2004-06-24,16.145000457763672
2004-06-25,15.899999618530273
2004-06-28,16.040000915527344
2004-06-29,15.5
2004-06-30,15.324999809265137
2004-07-01,15.055000305175781
2004-07-02,14.850000381469727
2004-07-06,14.654999732971191
2004-07-07,14.765000343322754
2004-07-08,14.4399995803833
2004-07-09,14.229999542236328
2004-07-12,14.1899995803833
2004-07-13,14.164999961853027
2004-07-14,13.954999923706055
2004-07-15,13.515000343322754
2004-07-16,13.449999809265137
2004-07-19,13.739999771118164
2004-07-20,13.619999885559082
2004-07-21,13.600000381469727
2004-07-22,13.619999885559082
2004-07-23,13.460000038146973
2004-07-26,13.350000381469727
2004-07-27,13.635000228881836
2004-07-28,13.3100004196167
2004-07-29,13.6899995803833
2004-07-30,13.720000267028809
2004-08-02,13.720000267028809
2004-08-03,12.625
2004-08-04,12.824999809265137
2004-08-05,12.164999961853027
2004-08-06,12.109999656677246
2004-08-09,12.095000267028809
2004-08-10,12.3100004196167
2004-08-11,12.074999809265137
2004-08-12,11.779999732971191
2004-08-13,11.550000190734863
2004-08-16,11.9350004196167
2004-08-17,12.029999732971191
2004-08-18,12.225000381469727
2004-08-19,12.164999961853027
2004-08-20,12.199999809265137
2004-08-23,12.09000015258789
2004-08-24,12.180000305175781
2004-08-25,12.545000076293945
2004-08-26,12.454999923706055
2004-08-27,12.404999732971191
2004-08-30,12.260000228881836
2004-08-31,12.114999771118164
2004-09-01,12.265000343322754
2004-09-02,12.680000305175781
2004-09-03,12.59000015258789
2004-09-07,12.800000190734863
2004-09-08,12.71500015258789
2004-09-09,12.494999885559082
2004-09-10,12.515000343322754
2004-09-13,12.539999961853027
2004-09-14,12.100000381469727
2004-09-15,11.8100004196167
2004-09-16,12.125
2004-09-17,12.09000015258789
2004-09-20,12.03499984741211
2004-09-21,12.329999923706055
2004-09-22,11.925000190734863
2004-09-23,11.6850004196167
2004-09-24,11.630000114440918
2004-09-27,11.649999618530273
2004-09-28,12.104999542236328
2004-09-29,12.350000381469727
2004-09-30,12.545000076293945
2004-10-01,12.989999771118164
2004-10-04,13.069999694824219
2004-10-05,13.029999732971191
2004-10-06,13.204999923706055
2004-10-07,13.145000457763672
2004-10-08,13.03499984741211
2004-10-11,13.09000015258789
2004-10-12,13.0
2004-10-13,13.0
2004-10-14,12.765000343322754
2004-10-15,13.0
2004-10-18,13.154999732971191
2004-10-19,12.8100004196167
2004-10-20,13.050000190734863
2004-10-21,12.864999771118164
2004-10-22,12.649999618530273
2004-10-25,12.949999809265137
2004-10-26,13.074999809265137
2004-10-27,13.1899995803833
2004-10-28,13.625
2004-10-29,13.5
2004-11-01,13.800000190734863
2004-11-02,13.885000228881836
2004-11-03,14.050000190734863
2004-11-04,14.524999618530273
2004-11-05,14.550000190734863
2004-11-08,14.260000228881836
2004-11-09,14.079999923706055
2004-11-10,14.5
2004-11-11,14.645000457763672
2004-11-12,14.71500015258789
2004-11-15,14.824999809265137
2004-11-16,14.484999656677246
2004-11-17,14.59000015258789
2004-11-18,14.635000228881836
2004-11-19,14.510000228881836
2004-11-22,14.494999885559082
2004-11-23,14.489999771118164
2004-11-24,14.505000114440918
2004-11-26,14.614999771118164
2004-11-29,14.59000015258789
2004-11-30,14.260000228881836
2004-12-01,14.555000305175781
2004-12-02,14.600000381469727
2004-12-03,14.359999656677246
2004-12-06,14.25
2004-12-07,13.960000038146973
2004-12-08,14.395000457763672
2004-12-09,14.225000381469727
2004-12-10,14.319999694824219
2004-12-13,14.329999923706055
2004-12-14,15.039999961853027
2004-12-15,14.869999885559082
2004-12-16,14.725000381469727
2004-12-17,14.595000267028809
2004-12-20,14.725000381469727
2004-12-21,14.734999656677246
2004-12-22,14.960000038146973
2004-12-23,14.720000267028809
2004-12-27,14.59000015258789
2004-12-28,15.020000457763672
2004-12-29,15.055000305175781
2004-12-30,15.085000038146973
2004-12-31,14.795000076293945
2005-01-03,14.5
2005-01-04,14.234999656677246
2005-01-05,14.149999618530273
2005-01-06,14.350000381469727
2005-01-07,13.975000381469727
2005-01-10,14.170000076293945
2005-01-11,14.085000038146973
2005-01-12,14.175000190734863
2005-01-13,14.085000038146973
2005-01-14,14.135000228881836
2005-01-18,14.175000190734863
2005-01-19,14.15999984741211
2005-01-20,13.90999984741211
2005-01-21,14.125
2005-01-24,13.65999984741211
2005-01-25,13.609999656677246
2005-01-26,13.975000381469727
2005-01-27,13.90999984741211
2005-01-28,13.770000457763672
2005-01-31,14.135000228881836
2005-02-01,14.425000190734863
2005-02-02,14.595000267028809
2005-02-03,14.335000038146973
2005-02-04,14.819999694824219
2005-02-07,14.850000381469727
2005-02-08,14.704999923706055
2005-02-09,14.614999771118164
2005-02-10,14.375
2005-02-11,14.130000114440918
2005-02-14,14.079999923706055
2005-02-15,14.244999885559082
2005-02-16,14.255000114440918
2005-02-17,14.25
2005-02-18,14.274999618530273
2005-02-22,14.050000190734863
2005-02-23,14.010000228881836
2005-02-24,14.260000228881836
2005-02-25,14.3100004196167
2005-02-28,13.9399995803833
2005-03-01,14.345000267028809
2005-03-02,14.225000381469727
2005-03-03,13.9350004196167
2005-03-04,14.1899995803833
2005-03-07,14.430000305175781
2005-03-08,14.255000114440918
2005-03-09,14.1899995803833
2005-03-10,14.1850004196167
2005-03-11,14.1850004196167
2005-03-14,14.225000381469727
2005-03-15,14.25
2005-03-16,14.0
2005-03-17,14.125
2005-03-18,14.149999618530273
2005-03-21,14.074999809265137
2005-03-22,14.0600004196167
2005-03-23,14.085000038146973
2005-03-24,14.079999923706055
2005-03-28,14.175000190734863
2005-03-29,13.944999694824219
2005-03-30,14.079999923706055
2005-03-31,13.914999961853027
2005-04-01,13.625
2005-04-04,13.9399995803833
2005-04-05,14.199999809265137
2005-04-06,13.8149995803833
2005-04-07,13.65999984741211
2005-04-08,13.350000381469727
2005-04-11,13.350000381469727
2005-04-12,13.680000305175781
2005-04-13,13.40999984741211
2005-04-14,13.265000343322754
2005-04-15,12.869999885559082
2005-04-18,13.15999984741211
2005-04-19,14.539999961853027
