,DAKT
1998-10-01,1.21875
1998-10-02,1.375
1998-10-05,1.15625
1998-10-06,1.1875
1998-10-07,1.171875
1998-10-08,1.0
1998-10-09,1.0625
1998-10-12,1.078125
1998-10-13,1.09375
1998-10-14,1.09375
1998-10-15,1.046875
1998-10-16,1.125
1998-10-19,1.125
1998-10-20,1.203125
1998-10-21,1.1875
1998-10-22,1.34375
1998-10-23,1.328125
1998-10-26,1.359375
1998-10-27,1.3125
1998-10-28,1.390625
1998-10-29,1.375
1998-10-30,1.4375
1998-11-02,1.625
1998-11-03,1.625
1998-11-04,1.6875
1998-11-05,1.683593988418579
1998-11-06,1.6875
1998-11-09,1.6875
1998-11-10,1.703125
1998-11-11,1.71875
1998-11-12,1.640625
1998-11-13,1.71875
1998-11-16,1.96875
1998-11-17,1.921875
1998-11-18,1.671875
1998-11-19,1.421875
1998-11-20,1.3671879768371582
1998-11-23,1.390625
1998-11-24,1.3828129768371582
1998-11-25,1.375
1998-11-27,1.375
1998-11-30,1.3515629768371582
1998-12-01,1.3671879768371582
1998-12-02,1.359375
1998-12-03,1.359375
1998-12-04,1.375
1998-12-07,1.375
1998-12-08,1.40625
1998-12-09,1.3125
1998-12-10,1.3125
1998-12-11,1.359375
1998-12-14,1.3671879768371582
1998-12-15,1.453125
1998-12-16,1.625
1998-12-17,1.625
1998-12-18,1.5625
1998-12-21,1.53125
1998-12-22,1.59375
1998-12-23,1.65625
1998-12-24,1.625
1998-12-28,1.5
1998-12-29,1.5
1998-12-30,1.515625
1998-12-31,1.484375
1999-01-04,1.59375
1999-01-05,1.5
1999-01-06,1.578125
1999-01-07,1.609375
1999-01-08,1.59375
1999-01-11,1.5546879768371582
1999-01-12,1.578125
1999-01-13,1.59375
1999-01-14,1.59375
1999-01-15,1.59375
1999-01-19,1.5625
1999-01-20,1.5625
1999-01-21,1.625
1999-01-22,1.5625
1999-01-25,1.578125
1999-01-26,1.578125
1999-01-27,1.53125
1999-01-28,1.5
1999-01-29,1.390625
1999-02-01,1.375
1999-02-02,1.46875
1999-02-03,1.5
1999-02-04,1.5
1999-02-05,1.5
1999-02-08,1.46875
1999-02-09,1.40625
1999-02-10,1.3125
1999-02-11,1.375
1999-02-12,1.3125
1999-02-16,1.328125
1999-02-17,1.203125
1999-02-18,1.1875
1999-02-19,1.234375
1999-02-22,1.2578129768371582
1999-02-23,1.28125
1999-02-24,1.21875
1999-02-25,1.125
1999-02-26,1.171875
1999-03-01,1.140625
1999-03-02,1.125
1999-03-03,1.0546879768371582
1999-03-04,1.09375
1999-03-05,1.125
1999-03-08,1.0625
1999-03-09,1.0625
1999-03-10,1.09375
1999-03-11,1.1484379768371582
1999-03-12,1.1484379768371582
1999-03-15,1.140625
1999-03-16,1.140625
1999-03-17,1.265625
1999-03-18,1.453125
1999-03-19,1.40625
1999-03-22,1.28125
1999-03-23,1.28125
1999-03-24,1.234375
1999-03-25,1.25
1999-03-26,1.28125
1999-03-29,1.375
1999-03-30,1.1875
1999-03-31,1.3125
1999-04-01,1.21875
1999-04-05,1.25
1999-04-06,1.21875
1999-04-07,1.1875
1999-04-08,1.25
1999-04-09,1.28125
1999-04-12,1.21875
1999-04-13,1.1875
1999-04-14,1.1875
1999-04-15,1.1953129768371582
1999-04-16,1.2265629768371582
1999-04-19,1.125
1999-04-20,1.21875
1999-04-21,1.265625
1999-04-22,1.2265629768371582
1999-04-23,1.25
1999-04-26,1.15625
1999-04-27,1.160156011581421
1999-04-28,1.25
1999-04-29,1.1875
1999-04-30,1.234375
1999-05-03,1.234375
1999-05-04,1.3359379768371582
1999-05-05,1.375
1999-05-06,1.375
1999-05-07,1.390625
1999-05-10,1.296875
1999-05-11,1.328125
1999-05-12,1.328125
1999-05-13,1.328125
1999-05-14,1.363281011581421
1999-05-17,1.34375
1999-05-18,1.34375
1999-05-19,1.296875
1999-05-20,1.34375
1999-05-21,1.28125
1999-05-24,1.265625
1999-05-25,1.25
1999-05-26,1.25
1999-05-27,1.25
1999-05-28,1.296875
1999-06-01,1.34375
1999-06-02,1.2890629768371582
1999-06-03,1.3125
1999-06-04,1.3828129768371582
1999-06-07,1.390625
1999-06-08,1.40625
1999-06-09,1.3125
1999-06-10,1.3125
1999-06-11,1.3125
1999-06-14,1.328125
1999-06-15,1.5
1999-06-16,1.515625
1999-06-17,1.375
1999-06-18,1.375
1999-06-21,1.4375
1999-06-22,1.328125
1999-06-23,1.296875
1999-06-24,1.25
1999-06-25,1.34375
1999-06-28,1.484375
1999-06-29,1.46875
1999-06-30,1.46875
1999-07-01,1.578125
1999-07-02,1.5
1999-07-06,1.5
1999-07-07,1.59375
1999-07-08,1.53125
1999-07-09,1.46875
1999-07-12,1.5625
1999-07-13,1.53125
1999-07-14,1.46875
1999-07-15,1.484375
1999-07-16,1.546875
1999-07-19,1.5625
1999-07-20,1.5
1999-07-21,1.546875
1999-07-22,1.4921879768371582
1999-07-23,1.5
1999-07-26,1.453125
1999-07-27,1.5625
1999-07-28,1.5
1999-07-29,1.5
1999-07-30,1.5
1999-08-02,1.5625
1999-08-03,1.6171879768371582
1999-08-04,1.6113280057907104
1999-08-05,1.609375
1999-08-06,1.53125
1999-08-09,1.53125
1999-08-10,1.6171879768371582
1999-08-11,1.859375
1999-08-12,1.953125
1999-08-13,1.90625
1999-08-16,1.984375
1999-08-17,2.09375
1999-08-18,2.109375
1999-08-19,2.03125
1999-08-20,2.109375
1999-08-23,2.203125
1999-08-24,2.1875
1999-08-25,2.125
1999-08-26,2.015625
1999-08-27,1.9921879768371582
1999-08-30,1.921875
1999-08-31,2.148437976837158
1999-09-01,2.203125
1999-09-02,2.15625
1999-09-03,2.15625
1999-09-07,2.15625
1999-09-08,2.125
1999-09-09,2.039062976837158
1999-09-10,2.054687976837158
1999-09-13,2.015625
1999-09-14,2.03125
1999-09-15,2.03125
1999-09-16,2.0
1999-09-17,2.054687976837158
1999-09-20,2.132812976837158
1999-09-21,2.0625
1999-09-22,2.09375
1999-09-23,1.921875
1999-09-24,1.875
1999-09-27,1.9375
1999-09-28,1.953125
1999-09-29,2.015625
1999-09-30,2.015625
1999-10-01,1.953125
1999-10-04,1.984375
1999-10-05,2.015625
1999-10-06,1.96875
1999-10-07,1.921875
1999-10-08,1.859375
1999-10-11,1.890625
1999-10-12,1.859375
1999-10-13,1.796875
1999-10-14,1.796875
1999-10-15,1.796875
1999-10-18,1.765625
1999-10-19,1.765625
1999-10-20,1.75
1999-10-21,1.796875
1999-10-22,1.765625
1999-10-25,1.609375
1999-10-26,1.703125
1999-10-27,1.671875
1999-10-28,1.6640629768371582
1999-10-29,1.71875
1999-11-01,1.78125
1999-11-02,1.8125
1999-11-03,1.84375
1999-11-04,1.890625
1999-11-05,1.875
1999-11-08,1.953125
1999-11-09,2.125
1999-11-10,2.0625
1999-11-11,2.0
1999-11-12,1.9609379768371582
1999-11-15,1.96875
1999-11-16,2.125
1999-11-17,2.375
1999-11-18,2.625
1999-11-19,2.640625
1999-11-22,2.8125
1999-11-23,2.734375
1999-11-24,2.75
1999-11-26,2.640625
1999-11-29,2.789062976837158
1999-11-30,2.6875
1999-12-01,2.6875
1999-12-02,2.710937976837158
1999-12-03,2.484375
1999-12-06,2.546875
1999-12-07,3.0
1999-12-08,3.132812976837158
1999-12-09,3.1875
1999-12-10,3.210937976837158
1999-12-13,3.234375
1999-12-14,3.1875
1999-12-15,3.117187976837158
1999-12-16,3.25
1999-12-17,3.28125
1999-12-20,3.421875
1999-12-21,3.546875
1999-12-22,3.664062976837158
1999-12-23,3.507812976837158
1999-12-27,3.21875
1999-12-28,3.1875
1999-12-29,3.15625
1999-12-30,3.109375
1999-12-31,3.15625
2000-01-03,3.148437976837158
2000-01-04,3.28125
2000-01-05,3.1875
2000-01-06,3.3125
2000-01-07,3.5
2000-01-10,4.234375
2000-01-11,3.71875
2000-01-12,3.75
2000-01-13,3.78125
2000-01-14,3.59375
2000-01-18,3.75
2000-01-19,3.617187976837158
2000-01-20,3.328125
2000-01-21,3.21875
2000-01-24,2.90625
2000-01-25,2.8125
2000-01-26,3.109375
2000-01-27,3.21875
2000-01-28,3.234375
2000-01-31,3.484375
2000-02-01,3.25
2000-02-02,3.28125
2000-02-03,3.25
2000-02-04,3.21875
2000-02-07,3.015625
2000-02-08,2.96875
2000-02-09,2.9375
2000-02-10,3.21875
2000-02-11,3.390625
2000-02-14,3.5625
2000-02-15,3.546875
2000-02-16,2.8125
2000-02-17,2.890625
2000-02-18,2.875
2000-02-22,2.78125
2000-02-23,2.625
2000-02-24,2.671875
2000-02-25,2.578125
2000-02-28,2.5625
2000-02-29,2.5625
2000-03-01,2.5625
2000-03-02,2.28125
2000-03-03,2.3125
2000-03-06,2.53125
2000-03-07,2.617187976837158
2000-03-08,2.4375
2000-03-09,2.40625
2000-03-10,2.4375
2000-03-13,2.75
2000-03-14,2.65625
2000-03-15,2.59375
2000-03-16,2.625
2000-03-17,2.484375
2000-03-20,2.53125
2000-03-21,2.5625
2000-03-22,2.492187976837158
2000-03-23,2.378906011581421
2000-03-24,2.46875
2000-03-27,2.546875
2000-03-28,2.59375
2000-03-29,2.5625
2000-03-30,2.625
2000-03-31,2.53125
2000-04-03,2.5625
2000-04-04,2.46875
2000-04-05,2.484375
2000-04-06,2.5
2000-04-07,2.410156011581421
2000-04-10,2.53125
2000-04-11,2.40625
2000-04-12,2.46875
2000-04-13,2.5
2000-04-14,2.09375
2000-04-17,2.1875
2000-04-18,2.34375
2000-04-19,2.25
2000-04-20,2.28125
2000-04-24,2.25
2000-04-25,2.125
2000-04-26,2.1875
2000-04-27,2.1875
2000-04-28,2.265625
2000-05-01,2.28125
2000-05-02,2.234375
2000-05-03,2.21875
2000-05-04,2.25
2000-05-05,2.3125
2000-05-08,2.46875
2000-05-09,2.53125
2000-05-10,2.46875
2000-05-11,2.390625
2000-05-12,2.390625
2000-05-15,2.40625
2000-05-16,2.5
2000-05-17,2.375
2000-05-18,2.328125
2000-05-19,2.328125
2000-05-22,2.25
2000-05-23,2.25
2000-05-24,2.21875
2000-05-25,2.21875
2000-05-26,2.25
2000-05-30,2.3125
2000-05-31,2.25
2000-06-01,2.25
2000-06-02,2.269531011581421
2000-06-05,2.28125
2000-06-06,2.28125
2000-06-07,2.25
2000-06-08,2.328125
2000-06-09,2.453125
2000-06-12,2.375
2000-06-13,2.484375
2000-06-14,2.5
2000-06-15,2.453125
2000-06-16,2.34375
2000-06-19,2.4375
2000-06-20,2.515625
2000-06-21,2.53125
2000-06-22,2.359375
2000-06-23,2.4375
2000-06-26,2.53125
2000-06-27,2.46875
2000-06-28,2.5
2000-06-29,2.40625
2000-06-30,2.484375
2000-07-03,2.5
2000-07-05,2.421875
2000-07-06,2.53125
2000-07-07,2.6875
2000-07-10,2.8125
2000-07-11,2.75
2000-07-12,2.6875
2000-07-13,2.75
2000-07-14,2.8125
2000-07-17,2.84375
2000-07-18,2.8125
2000-07-19,2.78125
2000-07-20,2.71875
2000-07-21,2.75
2000-07-24,2.75
2000-07-25,2.78125
2000-07-26,2.75
2000-07-27,2.71875
2000-07-28,2.597656011581421
2000-07-31,2.75
2000-08-01,2.78125
2000-08-02,2.75
2000-08-03,2.71875
2000-08-04,2.78125
2000-08-07,2.65625
2000-08-08,2.65625
2000-08-09,2.6875
2000-08-10,2.71875
2000-08-11,2.703125
2000-08-14,2.71875
2000-08-15,2.875
2000-08-16,2.96875
2000-08-17,3.09375
2000-08-18,3.015625
2000-08-21,2.96875
2000-08-22,2.921875
2000-08-23,2.90625
2000-08-24,3.03125
2000-08-25,3.078125
2000-08-28,3.125
2000-08-29,3.125
2000-08-30,3.359375
2000-08-31,3.5
2000-09-01,3.53125
2000-09-05,3.9375
2000-09-06,3.78125
2000-09-07,3.671875
2000-09-08,3.859375
2000-09-11,3.875
2000-09-12,3.96875
2000-09-13,3.9375
2000-09-14,3.875
2000-09-15,3.890625
2000-09-18,3.84375
2000-09-19,3.859375
2000-09-20,3.84375
2000-09-21,3.828125
2000-09-22,3.625
2000-09-25,3.40625
2000-09-26,3.375
2000-09-27,3.375
2000-09-28,3.375
2000-09-29,3.375
2000-10-02,3.5
2000-10-03,3.421875
2000-10-04,3.4375
2000-10-05,3.4375
2000-10-06,3.3125
2000-10-09,3.109375
2000-10-10,3.140625
2000-10-11,3.0625
2000-10-12,2.9375
2000-10-13,2.9375
2000-10-16,3.125
2000-10-17,3.1875
2000-10-18,3.125
2000-10-19,3.34375
2000-10-20,3.171875
2000-10-23,3.203125
2000-10-24,3.15625
2000-10-25,3.03125
2000-10-26,3.140625
2000-10-27,3.21875
2000-10-30,3.21875
2000-10-31,3.40625
2000-11-01,3.34375
2000-11-02,3.4375
2000-11-03,3.4375
2000-11-06,3.375
2000-11-07,3.390625
2000-11-08,3.390625
2000-11-09,3.390625
2000-11-10,3.375
2000-11-13,3.34375
2000-11-14,3.390625
2000-11-15,3.625
2000-11-16,3.828125
2000-11-17,3.3125
2000-11-20,3.5
2000-11-21,3.4375
2000-11-22,3.4375
2000-11-24,3.3125
2000-11-27,3.453125
2000-11-28,3.375
2000-11-29,3.359375
2000-11-30,3.328125
2000-12-01,3.34375
2000-12-04,3.140625
2000-12-05,3.21875
2000-12-06,3.296875
2000-12-07,3.375
2000-12-08,3.0
2000-12-11,3.234375
2000-12-12,3.296875
2000-12-13,3.34375
2000-12-14,3.40625
2000-12-15,3.203125
2000-12-18,3.21875
2000-12-19,3.125
2000-12-20,2.984375
2000-12-21,3.078125
2000-12-22,3.140625
2000-12-26,2.96875
2000-12-27,2.890625
2000-12-28,2.953125
2000-12-29,2.96875
2001-01-02,3.125
2001-01-03,3.0625
2001-01-04,3.125
2001-01-05,3.1875
2001-01-08,3.125
2001-01-09,3.375
2001-01-10,3.328125
2001-01-11,3.34375
2001-01-12,3.46875
2001-01-16,3.59375
2001-01-17,3.5625
2001-01-18,3.625
2001-01-19,3.71875
2001-01-22,3.671875
2001-01-23,3.71875
2001-01-24,3.953125
2001-01-25,4.0
2001-01-26,3.96875
2001-01-29,3.875
2001-01-30,3.953125
2001-01-31,3.875
2001-02-01,3.8125
2001-02-02,3.6875
2001-02-05,3.703125
2001-02-06,3.75
2001-02-07,3.75
2001-02-08,3.625
2001-02-09,3.5
2001-02-12,3.625
2001-02-13,3.53125
2001-02-14,3.578125
2001-02-15,4.0625
2001-02-16,4.03125
2001-02-20,4.4375
2001-02-21,4.46875
2001-02-22,4.390625
2001-02-23,4.1875
2001-02-26,4.40625
2001-02-27,4.46875
2001-02-28,4.421875
2001-03-01,4.3125
2001-03-02,4.484375
2001-03-05,4.609375
2001-03-06,5.0625
2001-03-07,4.875
2001-03-08,5.046875
2001-03-09,5.0
2001-03-12,4.984375
2001-03-13,4.171875
2001-03-14,4.0
2001-03-15,4.328125
2001-03-16,4.1875
2001-03-19,4.234375
2001-03-20,4.34375
2001-03-21,4.265625
2001-03-22,4.25
2001-03-23,4.28125
2001-03-26,4.53125
2001-03-27,4.71875
2001-03-28,4.71875
2001-03-29,4.75
2001-03-30,4.6875
2001-04-02,4.625
2001-04-03,4.515625
2001-04-04,4.25
2001-04-05,4.359375
2001-04-06,4.4375
2001-04-09,4.4375
2001-04-10,4.514999866485596
2001-04-11,4.5
2001-04-12,4.5625
2001-04-16,4.550000190734863
2001-04-17,4.712500095367432
2001-04-18,4.824999809265137
2001-04-19,4.837500095367432
2001-04-20,4.925000190734863
2001-04-23,4.925000190734863
2001-04-24,5.019999980926514
2001-04-25,5.012499809265137
2001-04-26,5.5
2001-04-27,5.824999809265137
2001-04-30,5.622499942779541
2001-05-01,5.675000190734863
2001-05-02,5.804999828338623
2001-05-03,6.074999809265137
2001-05-04,6.449999809265137
2001-05-07,6.650000095367432
2001-05-08,6.497499942779541
2001-05-09,6.287499904632568
2001-05-10,6.597499847412109
2001-05-11,6.642499923706055
2001-05-14,7.0
2001-05-15,6.739999771118164
2001-05-16,6.837500095367432
2001-05-17,7.150000095367432
2001-05-18,7.327499866485596
2001-05-21,7.840000152587891
2001-05-22,7.897500038146973
2001-05-23,7.302499771118164
2001-05-24,7.675000190734863
2001-05-25,7.699999809265137
2001-05-29,7.659999847412109
2001-05-30,7.612500190734863
2001-05-31,7.525000095367432
2001-06-01,7.010000228881836
2001-06-04,7.1875
2001-06-05,7.5
2001-06-06,7.037499904632568
2001-06-07,6.449999809265137
2001-06-08,7.309999942779541
2001-06-11,7.855000019073486
2001-06-12,8.199999809265137
2001-06-13,7.875
2001-06-14,7.889999866485596
2001-06-15,7.324999809265137
2001-06-18,6.9375
2001-06-19,7.197500228881836
2001-06-20,6.75
2001-06-21,7.1875
2001-06-22,7.360000133514404
2001-06-25,7.510000228881836
2001-06-26,8.125
2001-06-27,8.1899995803833
2001-06-28,8.295000076293945
2001-06-29,7.695000171661377
2001-07-02,7.329999923706055
2001-07-03,7.485000133514404
2001-07-05,7.224999904632568
2001-07-06,7.179999828338623
2001-07-09,7.5
2001-07-10,7.275000095367432
2001-07-11,7.059999942779541
2001-07-12,6.679999828338623
2001-07-13,5.09499979019165
2001-07-16,4.920000076293945
2001-07-17,4.684999942779541
2001-07-18,5.085000038146973
2001-07-19,4.755000114440918
2001-07-20,4.699999809265137
2001-07-23,4.389999866485596
2001-07-24,4.449999809265137
2001-07-25,4.360000133514404
2001-07-26,4.25
2001-07-27,4.485000133514404
2001-07-30,4.534999847412109
2001-07-31,4.364999771118164
2001-08-01,4.449999809265137
2001-08-02,4.525000095367432
2001-08-03,4.525000095367432
2001-08-06,4.5
2001-08-07,4.5
2001-08-08,4.630000114440918
2001-08-09,4.840000152587891
2001-08-10,4.900000095367432
2001-08-13,5.025000095367432
2001-08-14,5.025000095367432
2001-08-15,4.860000133514404
2001-08-16,4.869999885559082
2001-08-17,4.699999809265137
2001-08-20,5.050000190734863
2001-08-21,5.215000152587891
2001-08-22,5.324999809265137
2001-08-23,5.349999904632568
2001-08-24,5.514999866485596
2001-08-27,5.75
2001-08-28,5.724999904632568
2001-08-29,5.590000152587891
2001-08-30,5.550000190734863
2001-08-31,5.474999904632568
2001-09-04,5.429999828338623
2001-09-05,5.465000152587891
2001-09-06,5.050000190734863
2001-09-07,4.75
2001-09-10,5.070000171661377
2001-09-17,4.760000228881836
2001-09-18,4.949999809265137
2001-09-19,4.675000190734863
2001-09-20,4.449999809265137
2001-09-21,4.099999904632568
2001-09-24,4.005000114440918
2001-09-25,4.150000095367432
2001-09-26,4.150000095367432
2001-09-27,4.0
2001-09-28,4.400000095367432
2001-10-01,4.175000190734863
2001-10-02,4.230000019073486
2001-10-03,5.0
2001-10-04,4.949999809265137
2001-10-05,4.300000190734863
2001-10-08,4.5
2001-10-09,4.179999828338623
2001-10-10,4.244999885559082
2001-10-11,3.0999999046325684
2001-10-12,3.075000047683716
2001-10-15,3.2750000953674316
2001-10-16,3.4749999046325684
2001-10-17,3.3499999046325684
2001-10-18,3.2699999809265137
2001-10-19,3.2750000953674316
2001-10-22,3.1600000858306885
2001-10-23,3.2300000190734863
2001-10-24,3.25
2001-10-25,3.265000104904175
2001-10-26,3.5399999618530273
2001-10-29,3.4649999141693115
2001-10-30,3.299999952316284
2001-10-31,3.2799999713897705
2001-11-01,3.430000066757202
2001-11-02,3.3949999809265137
2001-11-05,3.450000047683716
2001-11-06,3.494999885559082
2001-11-07,3.5250000953674316
2001-11-08,3.384999990463257
2001-11-09,3.5250000953674316
2001-11-12,3.625
2001-11-13,3.9800000190734863
2001-11-14,4.019999980926514
2001-11-15,4.125
2001-11-16,4.150000095367432
2001-11-19,4.309999942779541
2001-11-20,4.230000019073486
2001-11-21,4.210000038146973
2001-11-23,4.199999809265137
2001-11-26,4.050000190734863
2001-11-27,3.950000047683716
2001-11-28,4.0
2001-11-29,4.065000057220459
2001-11-30,4.09499979019165
2001-12-03,4.204999923706055
2001-12-04,4.239999771118164
2001-12-05,4.289999961853027
2001-12-06,4.269999980926514
2001-12-07,4.320000171661377
2001-12-10,4.34499979019165
2001-12-11,4.215000152587891
2001-12-12,4.284999847412109
2001-12-13,4.25
2001-12-14,4.195000171661377
2001-12-17,4.324999809265137
2001-12-18,4.125
2001-12-19,4.144999980926514
2001-12-20,4.099999904632568
2001-12-21,4.25
2001-12-24,4.199999809265137
2001-12-26,4.300000190734863
2001-12-27,4.340000152587891
2001-12-28,4.375
2001-12-31,4.224999904632568
2002-01-02,4.275000095367432
2002-01-03,4.25
2002-01-04,4.204999923706055
2002-01-07,4.425000190734863
2002-01-08,4.425000190734863
2002-01-09,4.25
2002-01-10,4.284999847412109
2002-01-11,4.355000019073486
2002-01-14,4.400000095367432
2002-01-15,4.34499979019165
2002-01-16,3.7850000858306885
2002-01-17,3.8499999046325684
2002-01-18,3.5799999237060547
2002-01-22,3.5299999713897705
2002-01-23,3.575000047683716
2002-01-24,3.5850000381469727
2002-01-25,3.5299999713897705
2002-01-28,3.440000057220459
2002-01-29,3.430000066757202
2002-01-30,3.3399999141693115
2002-01-31,3.2750000953674316
2002-02-01,3.234999895095825
2002-02-04,3.140000104904175
2002-02-05,3.1649999618530273
2002-02-06,3.299999952316284
2002-02-07,3.375
2002-02-08,3.680000066757202
2002-02-11,3.75
2002-02-12,3.8350000381469727
2002-02-13,3.5
2002-02-14,3.5
2002-02-15,3.5
2002-02-19,3.25
2002-02-20,3.309999942779541
2002-02-21,3.25
2002-02-22,3.2699999809265137
2002-02-25,3.325000047683716
2002-02-26,3.2249999046325684
2002-02-27,3.2049999237060547
2002-02-28,3.200000047683716
2002-03-01,3.2200000286102295
2002-03-04,3.309999942779541
2002-03-05,3.3949999809265137
2002-03-06,3.7149999141693115
2002-03-07,3.7100000381469727
2002-03-08,3.7249999046325684
2002-03-11,3.7200000286102295
2002-03-12,3.7249999046325684
2002-03-13,3.8450000286102295
2002-03-14,3.875
2002-03-15,3.9600000381469727
2002-03-18,3.880000114440918
2002-03-19,3.884999990463257
2002-03-20,3.815000057220459
2002-03-21,4.0
2002-03-22,4.090000152587891
2002-03-25,4.110000133514404
2002-03-26,3.994999885559082
2002-03-27,4.014999866485596
2002-03-28,3.994999885559082
2002-04-01,3.950000047683716
2002-04-02,3.950000047683716
2002-04-03,3.9749999046325684
2002-04-04,3.934999942779541
2002-04-05,3.9049999713897705
2002-04-08,3.9800000190734863
2002-04-09,4.099999904632568
2002-04-10,4.195000171661377
2002-04-11,4.25
2002-04-12,4.445000171661377
2002-04-15,4.510000228881836
2002-04-16,4.75
2002-04-17,4.550000190734863
2002-04-18,4.599999904632568
2002-04-19,4.605000019073486
2002-04-22,4.525000095367432
2002-04-23,4.599999904632568
2002-04-24,4.534999847412109
2002-04-25,4.559999942779541
2002-04-26,4.625
2002-04-29,4.695000171661377
2002-04-30,4.920000076293945
2002-05-01,5.065000057220459
2002-05-02,5.375
2002-05-03,5.065000057220459
2002-05-06,4.974999904632568
2002-05-07,4.710000038146973
2002-05-08,4.855000019073486
2002-05-09,5.050000190734863
2002-05-10,4.849999904632568
2002-05-13,4.925000190734863
2002-05-14,5.159999847412109
2002-05-15,5.099999904632568
2002-05-16,4.925000190734863
2002-05-17,4.795000076293945
2002-05-20,4.53000020980835
2002-05-21,4.550000190734863
2002-05-22,4.565000057220459
2002-05-23,4.59499979019165
2002-05-24,4.5
2002-05-28,4.599999904632568
2002-05-29,4.585000038146973
2002-05-30,4.610000133514404
2002-05-31,4.585000038146973
2002-06-03,4.590000152587891
2002-06-04,4.599999904632568
2002-06-05,4.599999904632568
2002-06-06,4.565000057220459
2002-06-07,4.670000076293945
2002-06-10,4.590000152587891
2002-06-11,4.59499979019165
2002-06-12,4.675000190734863
2002-06-13,4.519999980926514
2002-06-14,4.525000095367432
2002-06-17,4.744999885559082
2002-06-18,4.599999904632568
2002-06-19,4.619999885559082
2002-06-20,4.659999847412109
2002-06-21,4.784999847412109
2002-06-24,4.84499979019165
2002-06-25,4.869999885559082
2002-06-26,4.914999961853027
2002-06-27,4.96999979019165
2002-06-28,4.920000076293945
2002-07-01,5.125
2002-07-02,4.90500020980835
2002-07-03,4.875
2002-07-05,5.0
2002-07-08,4.795000076293945
2002-07-09,4.974999904632568
2002-07-10,4.775000095367432
2002-07-11,4.639999866485596
2002-07-12,4.639999866485596
2002-07-15,4.625
2002-07-16,4.565000057220459
2002-07-17,4.675000190734863
2002-07-18,4.559999942779541
2002-07-19,4.099999904632568
2002-07-22,4.269999980926514
2002-07-23,4.125
2002-07-24,3.674999952316284
2002-07-25,4.574999809265137
2002-07-26,4.375
2002-07-29,4.75
2002-07-30,4.900000095367432
2002-07-31,4.699999809265137
2002-08-01,4.695000171661377
2002-08-02,4.574999809265137
2002-08-05,4.5
2002-08-06,4.869999885559082
2002-08-07,4.880000114440918
2002-08-08,4.920000076293945
2002-08-09,4.590000152587891
2002-08-12,4.394999980926514
2002-08-13,4.349999904632568
2002-08-14,4.619999885559082
2002-08-15,4.679999828338623
2002-08-16,4.760000228881836
2002-08-19,4.920000076293945
2002-08-20,4.90500020980835
2002-08-21,5.284999847412109
2002-08-22,5.070000171661377
2002-08-23,4.800000190734863
2002-08-26,4.96999979019165
2002-08-27,4.804999828338623
2002-08-28,4.730000019073486
2002-08-29,4.934999942779541
2002-08-30,4.855000019073486
2002-09-03,4.625
2002-09-04,4.84499979019165
2002-09-05,4.625
2002-09-06,4.849999904632568
2002-09-09,4.840000152587891
2002-09-10,4.784999847412109
2002-09-11,4.900000095367432
2002-09-12,4.925000190734863
2002-09-13,4.949999809265137
2002-09-16,4.880000114440918
2002-09-17,4.824999809265137
2002-09-18,4.885000228881836
2002-09-19,4.744999885559082
2002-09-20,4.815000057220459
2002-09-23,4.625
2002-09-24,4.605000019073486
2002-09-25,4.704999923706055
2002-09-26,4.820000171661377
2002-09-27,4.724999904632568
2002-09-30,4.795000076293945
2002-10-01,4.880000114440918
2002-10-02,4.670000076293945
2002-10-03,4.724999904632568
2002-10-04,4.505000114440918
2002-10-07,4.480000019073486
2002-10-08,4.409999847412109
2002-10-09,4.400000095367432
2002-10-10,4.364999771118164
2002-10-11,4.445000171661377
2002-10-14,4.5
2002-10-15,4.800000190734863
2002-10-16,4.630000114440918
2002-10-17,4.755000114440918
2002-10-18,4.849999904632568
2002-10-21,4.860000133514404
2002-10-22,4.744999885559082
2002-10-23,4.855000019073486
2002-10-24,4.809999942779541
2002-10-25,4.784999847412109
2002-10-28,4.695000171661377
2002-10-29,4.744999885559082
2002-10-30,4.820000171661377
2002-10-31,4.625
2002-11-01,4.880000114440918
2002-11-04,4.695000171661377
2002-11-05,4.644999980926514
2002-11-06,4.900000095367432
2002-11-07,4.849999904632568
2002-11-08,4.90500020980835
2002-11-11,4.875
2002-11-12,4.949999809265137
2002-11-13,4.925000190734863
2002-11-14,4.875
2002-11-15,4.849999904632568
2002-11-18,4.804999828338623
2002-11-19,4.90500020980835
2002-11-20,5.75
2002-11-21,5.945000171661377
2002-11-22,5.784999847412109
2002-11-25,6.199999809265137
2002-11-26,6.440000057220459
2002-11-27,6.695000171661377
2002-11-29,7.184999942779541
2002-12-02,6.84499979019165
2002-12-03,6.230000019073486
2002-12-04,6.574999809265137
2002-12-05,6.369999885559082
2002-12-06,6.389999866485596
2002-12-09,6.349999904632568
2002-12-10,6.570000171661377
2002-12-11,6.900000095367432
2002-12-12,6.840000152587891
2002-12-13,6.690000057220459
2002-12-16,6.800000190734863
2002-12-17,6.894999980926514
2002-12-18,6.894999980926514
2002-12-19,6.960000038146973
2002-12-20,7.050000190734863
2002-12-23,7.025000095367432
2002-12-24,6.974999904632568
2002-12-26,6.760000228881836
2002-12-27,6.349999904632568
2002-12-30,6.425000190734863
2002-12-31,6.690000057220459
2003-01-02,6.599999904632568
2003-01-03,6.670000076293945
2003-01-06,6.885000228881836
