,AEYE
2018-05-14,5.0
2018-05-15,5.0
2018-05-16,5.0
2018-05-17,5.75
2018-05-18,5.25
2018-05-21,5.0
2018-05-22,5.25
2018-05-23,5.0
2018-05-24,5.25
2018-05-25,5.5
2018-05-29,5.5
2018-05-30,5.75
2018-05-31,5.5
2018-06-01,5.25
2018-06-04,5.0
2018-06-05,5.5
2018-06-06,5.25
2018-06-07,5.5
2018-06-08,5.75
2018-06-11,5.5
2018-06-12,5.5
2018-06-13,5.5
2018-06-14,4.75
2018-06-15,5.5
2018-06-18,5.25
2018-06-19,5.5
2018-06-20,5.75
2018-06-21,5.75
2018-06-22,5.75
2018-06-25,5.0
2018-06-26,5.25
2018-06-27,5.25
2018-06-28,5.25
2018-06-29,6.5
2018-07-02,6.5
2018-07-03,7.5
2018-07-05,6.75
2018-07-06,6.75
2018-07-09,6.75
2018-07-10,6.75
2018-07-11,6.5
2018-07-12,7.5
2018-07-13,8.0
2018-07-16,8.75
2018-07-17,8.5
2018-07-18,8.0
2018-07-19,8.0
2018-07-20,8.5
2018-07-23,8.5
2018-07-24,7.75
2018-07-25,8.25
2018-07-26,8.5
2018-07-27,8.0
2018-07-30,7.0
2018-07-31,8.0
2018-08-01,7.75
2018-08-02,7.0
2018-08-03,7.5
2018-08-06,7.5
2018-08-07,8.0
2018-08-08,8.0
2018-08-09,7.0
2018-08-10,7.210000038146973
2018-08-13,7.0
2018-08-14,7.300000190734863
2018-08-15,7.0
2018-08-16,8.0
2018-08-17,7.050000190734863
2018-08-20,7.25
2018-08-21,8.0
2018-08-22,8.0
2018-08-23,7.070000171661377
2018-08-24,7.099999904632568
2018-08-27,7.989999771118164
2018-08-28,7.75
2018-08-29,7.5
2018-08-30,7.0
2018-08-31,7.0
2018-09-04,7.300000190734863
2018-09-05,8.520000457763672
2018-09-06,9.029999732971191
2018-09-07,8.5
2018-09-10,8.699999809265137
2018-09-11,9.149999618530273
2018-09-12,9.300000190734863
2018-09-13,8.640000343322754
2018-09-14,9.0600004196167
2018-09-17,8.979999542236328
2018-09-18,8.850000381469727
2018-09-19,8.149999618530273
2018-09-20,8.260000228881836
2018-09-21,8.630000114440918
2018-09-24,8.600000381469727
2018-09-25,8.600000381469727
2018-09-26,9.029999732971191
2018-09-27,9.199999809265137
2018-09-28,9.0
2018-10-01,9.0
2018-10-02,8.5
2018-10-03,8.579999923706055
2018-10-04,8.25
2018-10-05,8.75
2018-10-08,9.279999732971191
2018-10-09,8.899999618530273
2018-10-10,8.399999618530273
2018-10-11,8.25
2018-10-12,8.199999809265137
2018-10-15,8.199999809265137
2018-10-16,8.800000190734863
2018-10-17,8.199999809265137
2018-10-18,8.109999656677246
2018-10-19,8.0
2018-10-22,7.699999809265137
2018-10-23,7.599999904632568
2018-10-24,7.699999809265137
2018-10-25,7.71999979019165
2018-10-26,7.650000095367432
2018-10-29,8.199999809265137
2018-10-30,7.980000019073486
2018-10-31,7.900000095367432
2018-11-01,7.5
2018-11-02,7.5
2018-11-05,7.5
2018-11-06,7.199999809265137
2018-11-07,7.050000190734863
2018-11-08,6.5
2018-11-09,6.210000038146973
2018-11-12,5.670000076293945
2018-11-13,5.659999847412109
2018-11-14,5.900000095367432
2018-11-15,6.059999942779541
2018-11-16,6.300000190734863
2018-11-19,6.150000095367432
2018-11-20,5.960000038146973
2018-11-21,6.199999809265137
2018-11-23,5.96999979019165
2018-11-26,6.0
2018-11-27,5.96999979019165
2018-11-28,6.619999885559082
2018-11-29,6.5
2018-11-30,6.650000095367432
2018-12-03,7.25
2018-12-04,6.949999809265137
2018-12-06,6.550000190734863
2018-12-07,6.989999771118164
2018-12-10,7.070000171661377
2018-12-11,7.0
2018-12-12,7.070000171661377
2018-12-13,7.099999904632568
2018-12-14,7.0
2018-12-17,7.699999809265137
2018-12-18,7.949999809265137
2018-12-19,7.699999809265137
2018-12-20,7.860000133514404
2018-12-21,7.010000228881836
2018-12-24,6.75
2018-12-26,7.099999904632568
2018-12-27,8.0
2018-12-28,8.460000038146973
2018-12-31,8.550000190734863
2019-01-02,8.5
2019-01-03,8.5600004196167
2019-01-04,8.539999961853027
2019-01-07,8.899999618530273
2019-01-08,7.320000171661377
2019-01-09,7.920000076293945
2019-01-10,7.539999961853027
2019-01-11,8.149999618530273
2019-01-14,8.180000305175781
2019-01-15,8.25
2019-01-16,8.989999771118164
2019-01-17,10.210000038146973
2019-01-18,10.800000190734863
2019-01-22,11.25
2019-01-23,10.800000190734863
2019-01-24,11.199999809265137
2019-01-25,11.850000381469727
2019-01-28,11.460000038146973
2019-01-29,11.180000305175781
2019-01-30,11.0
2019-01-31,9.850000381469727
2019-02-01,9.850000381469727
2019-02-04,10.010000228881836
2019-02-05,10.420000076293945
2019-02-06,10.699999809265137
2019-02-07,10.550000190734863
2019-02-08,10.989999771118164
2019-02-11,9.899999618530273
2019-02-12,10.0
2019-02-13,9.760000228881836
2019-02-14,9.649999618530273
2019-02-15,10.390000343322754
2019-02-19,10.460000038146973
2019-02-20,10.699999809265137
2019-02-21,10.899999618530273
2019-02-22,11.300000190734863
2019-02-25,11.100000381469727
2019-02-26,10.829999923706055
2019-02-27,10.75
2019-02-28,10.65999984741211
2019-03-01,10.550000190734863
2019-03-04,10.5
2019-03-05,10.399999618530273
2019-03-06,10.100000381469727
2019-03-07,10.319999694824219
2019-03-08,10.149999618530273
2019-03-11,10.279999732971191
2019-03-12,10.09000015258789
2019-03-13,10.289999961853027
2019-03-14,10.869999885559082
2019-03-15,10.619999885559082
2019-03-18,10.199999809265137
2019-03-19,10.319999694824219
2019-03-20,10.260000228881836
2019-03-21,10.010000228881836
2019-03-22,9.550000190734863
2019-03-25,9.100000381469727
2019-03-26,9.539999961853027
2019-03-27,9.229999542236328
2019-03-28,9.079999923706055
2019-03-29,9.010000228881836
2019-04-01,9.100000381469727
2019-04-02,9.100000381469727
2019-04-03,8.5600004196167
2019-04-04,9.100000381469727
2019-04-05,9.489999771118164
2019-04-08,9.949999809265137
2019-04-09,9.550000190734863
2019-04-10,10.010000228881836
2019-04-11,10.199999809265137
2019-04-12,10.279999732971191
2019-04-15,9.630000114440918
2019-04-16,9.109999656677246
2019-04-17,8.899999618530273
2019-04-18,9.0
2019-04-22,8.550000190734863
2019-04-23,8.569999694824219
2019-04-24,8.65999984741211
2019-04-25,8.5600004196167
2019-04-26,8.579999923706055
2019-04-29,8.4399995803833
2019-04-30,8.520000457763672
2019-05-01,8.770000457763672
2019-05-02,9.619999885559082
2019-05-03,10.399999618530273
2019-05-06,10.050000190734863
2019-05-07,10.069999694824219
2019-05-08,9.899999618530273
2019-05-09,9.979999542236328
2019-05-10,10.029999732971191
2019-05-13,9.710000038146973
2019-05-14,9.949999809265137
2019-05-15,9.020000457763672
2019-05-16,9.470000267028809
2019-05-17,8.75
2019-05-20,8.630000114440918
2019-05-21,8.039999961853027
2019-05-22,7.989999771118164
2019-05-23,7.75
2019-05-24,7.46999979019165
2019-05-28,7.449999809265137
2019-05-29,6.880000114440918
2019-05-30,6.340000152587891
2019-05-31,6.150000095367432
2019-06-03,6.53000020980835
2019-06-04,6.989999771118164
2019-06-05,7.199999809265137
2019-06-06,7.25
2019-06-07,7.340000152587891
2019-06-10,7.5
2019-06-11,7.940000057220459
2019-06-12,7.730000019073486
2019-06-13,7.900000095367432
2019-06-14,7.349999904632568
2019-06-17,7.699999809265137
2019-06-18,7.639999866485596
2019-06-19,7.639999866485596
2019-06-20,7.5
2019-06-21,7.690000057220459
2019-06-24,7.5
2019-06-25,7.199999809265137
2019-06-26,7.449999809265137
2019-06-27,7.670000076293945
2019-06-28,7.900000095367432
2019-07-01,7.96999979019165
2019-07-02,7.840000152587891
2019-07-03,7.840000152587891
2019-07-05,7.860000133514404
2019-07-08,7.260000228881836
2019-07-09,7.480000019073486
2019-07-10,7.369999885559082
2019-07-11,7.28000020980835
2019-07-12,7.269999980926514
2019-07-15,7.239999771118164
2019-07-16,7.119999885559082
2019-07-17,7.489999771118164
2019-07-18,7.0
2019-07-19,6.949999809265137
2019-07-22,7.070000171661377
2019-07-23,6.869999885559082
2019-07-24,6.599999904632568
2019-07-25,6.550000190734863
2019-07-26,6.5
2019-07-29,6.409999847412109
2019-07-30,6.139999866485596
2019-07-31,6.090000152587891
2019-08-01,6.159999847412109
2019-08-02,6.25
2019-08-05,5.900000095367432
2019-08-06,6.099999904632568
2019-08-07,6.230000019073486
2019-08-08,6.010000228881836
2019-08-09,6.139999866485596
2019-08-12,5.96999979019165
2019-08-13,5.5
2019-08-14,5.5
2019-08-15,4.5
2019-08-16,4.25
2019-08-19,3.9700000286102295
2019-08-20,3.9000000953674316
2019-08-21,3.7699999809265137
2019-08-22,3.930000066757202
2019-08-23,4.409999847412109
2019-08-26,4.880000114440918
2019-08-27,4.199999809265137
2019-08-28,3.9000000953674316
2019-08-29,3.990000009536743
2019-08-30,4.090000152587891
2019-09-03,3.7899999618530273
2019-09-04,3.950000047683716
2019-09-05,4.400000095367432
2019-09-06,4.150000095367432
2019-09-09,4.119999885559082
2019-09-10,3.9800000190734863
2019-09-11,3.940000057220459
2019-09-12,3.950000047683716
2019-09-13,3.9700000286102295
2019-09-16,3.9200000762939453
2019-09-17,3.9600000381469727
2019-09-18,3.9200000762939453
2019-09-19,4.269999980926514
2019-09-20,4.289999961853027
2019-09-23,4.150000095367432
2019-09-24,4.079999923706055
2019-09-25,3.9700000286102295
2019-09-26,3.930000066757202
2019-09-27,3.7799999713897705
2019-09-30,3.869999885559082
2019-10-01,3.7300000190734863
2019-10-02,3.630000114440918
2019-10-03,3.9000000953674316
2019-10-04,3.7200000286102295
2019-10-07,3.5
2019-10-08,3.5899999141693115
2019-10-09,3.430000066757202
2019-10-10,3.369999885559082
2019-10-11,3.569999933242798
2019-10-14,3.3499999046325684
2019-10-15,3.319999933242798
2019-10-16,2.759999990463257
2019-10-17,3.109999895095825
2019-10-18,2.9000000953674316
2019-10-21,3.0999999046325684
2019-10-22,3.0
2019-10-23,2.950000047683716
2019-10-24,3.4200000762939453
2019-10-25,3.4000000953674316
2019-10-28,3.359999895095825
2019-10-29,3.2799999713897705
2019-10-30,3.309999942779541
2019-10-31,3.25
2019-11-01,3.3399999141693115
2019-11-04,3.549999952316284
2019-11-05,3.440000057220459
2019-11-06,3.3299999237060547
2019-11-07,3.299999952316284
2019-11-08,3.369999885559082
2019-11-11,3.9000000953674316
2019-11-12,3.4700000286102295
2019-11-13,3.4200000762939453
2019-11-14,3.9100000858306885
2019-11-15,3.9200000762939453
2019-11-18,4.989999771118164
2019-11-19,6.03000020980835
2019-11-20,6.019999980926514
2019-11-21,5.78000020980835
2019-11-22,5.170000076293945
2019-11-25,5.480000019073486
2019-11-26,5.269999980926514
2019-11-27,5.099999904632568
2019-11-29,5.099999904632568
2019-12-02,5.0
2019-12-03,5.090000152587891
2019-12-04,4.820000171661377
2019-12-05,4.900000095367432
2019-12-06,4.849999904632568
2019-12-09,5.010000228881836
2019-12-10,5.199999809265137
2019-12-11,5.210000038146973
2019-12-12,5.099999904632568
2019-12-13,5.079999923706055
2019-12-16,5.309999942779541
2019-12-17,5.199999809265137
2019-12-18,5.159999847412109
2019-12-19,5.190000057220459
2019-12-20,5.130000114440918
2019-12-23,5.090000152587891
2019-12-24,5.0
2019-12-26,4.980000019073486
2019-12-27,4.75
2019-12-30,4.599999904632568
2019-12-31,4.690000057220459
2020-01-02,4.900000095367432
2020-01-03,4.579999923706055
2020-01-06,4.949999809265137
2020-01-07,5.019999980926514
2020-01-08,5.039999961853027
2020-01-09,5.150000095367432
2020-01-10,4.980000019073486
2020-01-13,5.349999904632568
2020-01-14,5.0
2020-01-15,5.03000020980835
2020-01-16,4.730000019073486
2020-01-17,4.650000095367432
2020-01-21,5.119999885559082
2020-01-22,5.400000095367432
2020-01-23,5.300000190734863
2020-01-24,5.130000114440918
2020-01-27,4.829999923706055
2020-01-28,4.710000038146973
2020-01-29,4.849999904632568
2020-01-30,4.659999847412109
2020-01-31,4.929999828338623
2020-02-03,5.0
2020-02-04,5.0
2020-02-05,4.699999809265137
2020-02-06,5.170000076293945
2020-02-07,4.96999979019165
2020-02-10,5.099999904632568
2020-02-11,4.949999809265137
2020-02-12,4.900000095367432
2020-02-13,5.0
2020-02-14,5.079999923706055
2020-02-18,4.71999979019165
2020-02-19,4.860000133514404
2020-02-20,5.0
2020-02-21,4.980000019073486
2020-02-24,4.880000114440918
2020-02-25,4.539999961853027
2020-02-26,4.170000076293945
2020-02-27,4.050000190734863
2020-02-28,3.9600000381469727
2020-03-02,3.880000114440918
2020-03-03,3.819999933242798
2020-03-04,3.859999895095825
2020-03-05,3.8499999046325684
2020-03-06,3.6500000953674316
2020-03-09,3.5
2020-03-10,3.559999942779541
2020-03-11,3.5
2020-03-12,2.7899999618530273
2020-03-13,3.0
2020-03-16,2.569999933242798
2020-03-17,2.690000057220459
2020-03-18,2.440000057220459
2020-03-19,2.569999933242798
2020-03-20,2.3399999141693115
2020-03-23,3.690000057220459
2020-03-24,4.320000171661377
2020-03-25,4.090000152587891
2020-03-26,4.349999904632568
2020-03-27,4.010000228881836
2020-03-30,4.150000095367432
2020-03-31,4.440000057220459
2020-04-01,4.0
2020-04-02,4.360000133514404
2020-04-03,4.309999942779541
2020-04-06,4.099999904632568
2020-04-07,4.300000190734863
2020-04-08,4.269999980926514
2020-04-09,4.380000114440918
2020-04-13,4.760000228881836
2020-04-14,4.909999847412109
2020-04-15,5.0
2020-04-16,5.320000171661377
2020-04-17,5.710000038146973
2020-04-20,6.650000095367432
2020-04-21,7.159999847412109
2020-04-22,7.449999809265137
2020-04-23,7.650000095367432
2020-04-24,7.800000190734863
2020-04-27,7.519999980926514
2020-04-28,7.309999942779541
2020-04-29,7.670000076293945
2020-04-30,7.590000152587891
2020-05-01,7.449999809265137
2020-05-04,7.25
2020-05-05,7.920000076293945
2020-05-06,7.449999809265137
2020-05-07,7.5
2020-05-08,7.989999771118164
2020-05-11,8.069999694824219
2020-05-12,8.789999961853027
2020-05-13,8.100000381469727
2020-05-14,8.779999732971191
2020-05-15,7.75
2020-05-18,7.559999942779541
2020-05-19,7.71999979019165
2020-05-20,7.980000019073486
2020-05-21,7.610000133514404
2020-05-22,7.510000228881836
2020-05-26,7.039999961853027
2020-05-27,7.329999923706055
2020-05-28,8.630000114440918
2020-05-29,8.470000267028809
2020-06-01,8.819999694824219
2020-06-02,9.600000381469727
2020-06-03,9.59000015258789
2020-06-04,8.859999656677246
2020-06-05,8.729999542236328
2020-06-08,8.930000305175781
2020-06-09,9.050000190734863
2020-06-10,8.869999885559082
2020-06-11,8.029999732971191
2020-06-12,8.609999656677246
2020-06-15,8.399999618530273
2020-06-16,8.600000381469727
2020-06-17,9.199999809265137
2020-06-18,9.899999618530273
2020-06-19,9.899999618530273
2020-06-22,9.239999771118164
2020-06-23,9.399999618530273
2020-06-24,8.90999984741211
2020-06-25,9.260000228881836
2020-06-26,9.40999984741211
2020-06-29,9.869999885559082
2020-06-30,10.0
2020-07-01,10.170000076293945
2020-07-02,10.319999694824219
2020-07-06,9.949999809265137
2020-07-07,10.25
2020-07-08,10.1899995803833
2020-07-09,10.800000190734863
2020-07-10,11.300000190734863
2020-07-13,11.979999542236328
2020-07-14,13.800000190734863
2020-07-15,14.09000015258789
2020-07-16,13.800000190734863
2020-07-17,15.380000114440918
2020-07-20,15.4399995803833
2020-07-21,15.529999732971191
2020-07-22,15.550000190734863
2020-07-23,15.279999732971191
2020-07-24,14.90999984741211
2020-07-27,15.100000381469727
2020-07-28,14.9399995803833
2020-07-29,14.65999984741211
2020-07-30,14.760000228881836
2020-07-31,14.6899995803833
2020-08-03,14.869999885559082
2020-08-04,13.899999618530273
2020-08-05,11.770000457763672
2020-08-06,12.989999771118164
2020-08-07,13.460000038146973
2020-08-10,14.140000343322754
2020-08-11,13.430000305175781
2020-08-12,12.65999984741211
2020-08-13,13.600000381469727
2020-08-14,13.550000190734863
2020-08-17,14.069999694824219
2020-08-18,16.170000076293945
2020-08-19,16.90999984741211
2020-08-20,18.649999618530273
2020-08-21,21.280000686645508
2020-08-24,19.31999969482422
2020-08-25,19.709999084472656
2020-08-26,19.0
2020-08-27,20.15999984741211
2020-08-28,19.489999771118164
2020-08-31,19.049999237060547
2020-09-01,18.1200008392334
2020-09-02,17.969999313354492
2020-09-03,17.190000534057617
2020-09-04,18.229999542236328
2020-09-08,16.530000686645508
2020-09-09,16.1299991607666
2020-09-10,15.789999961853027
2020-09-11,16.579999923706055
2020-09-14,14.600000381469727
2020-09-15,12.640000343322754
2020-09-16,13.40999984741211
2020-09-17,14.970000267028809
2020-09-18,15.850000381469727
2020-09-21,15.390000343322754
2020-09-22,18.0
2020-09-23,16.229999542236328
2020-09-24,15.470000267028809
2020-09-25,15.760000228881836
2020-09-28,15.609999656677246
2020-09-29,15.029999732971191
2020-09-30,14.59000015258789
2020-10-01,14.319999694824219
2020-10-02,14.229999542236328
2020-10-05,15.850000381469727
2020-10-06,15.0
2020-10-07,17.09000015258789
2020-10-08,17.229999542236328
2020-10-09,16.760000228881836
2020-10-12,17.549999237060547
2020-10-13,17.170000076293945
2020-10-14,17.170000076293945
2020-10-15,18.059999465942383
2020-10-16,17.790000915527344
2020-10-19,17.360000610351562
2020-10-20,17.440000534057617
2020-10-21,17.229999542236328
2020-10-22,16.670000076293945
2020-10-23,16.6200008392334
2020-10-26,16.3799991607666
2020-10-27,16.799999237060547
2020-10-28,16.8700008392334
2020-10-29,17.469999313354492
2020-10-30,16.809999465942383
2020-11-02,17.8700008392334
2020-11-03,18.65999984741211
2020-11-04,19.31999969482422
2020-11-05,20.309999465942383
2020-11-06,20.56999969482422
2020-11-09,17.799999237060547
2020-11-10,18.56999969482422
2020-11-11,19.200000762939453
2020-11-12,19.40999984741211
2020-11-13,17.739999771118164
2020-11-16,17.969999313354492
2020-11-17,17.520000457763672
2020-11-18,17.0
2020-11-19,16.790000915527344
2020-11-20,17.200000762939453
2020-11-23,16.559999465942383
2020-11-24,16.15999984741211
2020-11-25,15.5600004196167
2020-11-27,15.739999771118164
2020-11-30,16.84000015258789
2020-12-01,18.739999771118164
2020-12-02,18.190000534057617
2020-12-03,18.350000381469727
2020-12-04,18.239999771118164
2020-12-07,18.760000228881836
2020-12-08,18.8700008392334
2020-12-09,17.3700008392334
2020-12-10,18.239999771118164
2020-12-11,19.690000534057617
2020-12-14,19.65999984741211
2020-12-15,20.239999771118164
2020-12-16,21.209999084472656
2020-12-17,23.969999313354492
2020-12-18,24.959999084472656
2020-12-21,27.56999969482422
2020-12-22,26.709999084472656
2020-12-23,26.260000228881836
2020-12-24,26.200000762939453
2020-12-28,25.229999542236328
2020-12-29,24.56999969482422
2020-12-30,27.190000534057617
2020-12-31,25.829999923706055
2021-01-04,24.8700008392334
2021-01-05,24.809999465942383
2021-01-06,23.700000762939453
2021-01-07,24.700000762939453
2021-01-08,25.0
2021-01-11,25.0
2021-01-12,25.139999389648438
2021-01-13,23.709999084472656
2021-01-14,25.0
2021-01-15,23.860000610351562
2021-01-19,25.350000381469727
2021-01-20,25.59000015258789
2021-01-21,24.670000076293945
2021-01-22,24.899999618530273
2021-01-25,24.56999969482422
2021-01-26,24.290000915527344
2021-01-27,23.68000030517578
2021-01-28,24.510000228881836
2021-01-29,23.920000076293945
2021-02-01,23.270000457763672
2021-02-02,23.8799991607666
2021-02-03,24.3700008392334
2021-02-04,29.649999618530273
2021-02-05,29.600000381469727
2021-02-08,39.65999984741211
2021-02-09,37.810001373291016
2021-02-10,41.43000030517578
2021-02-11,43.66999816894531
2021-02-12,42.25
2021-02-16,40.84000015258789
2021-02-17,40.04999923706055
2021-02-18,37.810001373291016
2021-02-19,40.45000076293945
2021-02-22,38.54999923706055
2021-02-23,34.91999816894531
2021-02-24,35.34000015258789
2021-02-25,32.29999923706055
2021-02-26,31.559999465942383
2021-03-01,33.720001220703125
2021-03-02,31.65999984741211
2021-03-03,30.780000686645508
2021-03-04,26.670000076293945
2021-03-05,27.549999237060547
2021-03-08,26.270000457763672
2021-03-09,28.329999923706055
2021-03-10,27.6200008392334
2021-03-11,29.25
2021-03-12,28.5
2021-03-15,28.1200008392334
2021-03-16,27.18000030517578
2021-03-17,26.559999465942383
2021-03-18,27.799999237060547
2021-03-19,32.83000183105469
2021-03-22,34.38999938964844
2021-03-23,30.010000228881836
2021-03-24,26.729999542236328
2021-03-25,27.489999771118164
2021-03-26,26.360000610351562
2021-03-29,25.56999969482422
2021-03-30,26.219999313354492
2021-03-31,27.940000534057617
2021-04-01,28.549999237060547
2021-04-05,27.84000015258789
2021-04-06,28.65999984741211
2021-04-07,28.760000228881836
2021-04-08,29.68000030517578
2021-04-09,28.950000762939453
2021-04-12,28.0
2021-04-13,26.440000534057617
2021-04-14,25.40999984741211
2021-04-15,24.809999465942383
2021-04-16,23.860000610351562
2021-04-19,23.68000030517578
2021-04-20,21.690000534057617
2021-04-21,22.6200008392334
2021-04-22,23.56999969482422
2021-04-23,24.780000686645508
2021-04-26,25.299999237060547
2021-04-27,24.90999984741211
2021-04-28,26.030000686645508
2021-04-29,25.530000686645508
2021-04-30,25.299999237060547
2021-05-03,25.079999923706055
2021-05-04,23.950000762939453
2021-05-05,22.959999084472656
2021-05-06,21.09000015258789
2021-05-07,20.34000015258789
2021-05-10,18.56999969482422
2021-05-11,20.229999542236328
2021-05-12,18.18000030517578
2021-05-13,18.020000457763672
2021-05-14,16.100000381469727
