,SKG
2018-07-23,18863.599609375
2018-07-24,18863.599609375
2018-07-25,18545.5
2018-07-26,18681.80078125
2018-07-27,18772.69921875
2018-07-30,18590.900390625
2018-07-31,18590.900390625
2018-08-01,18636.400390625
2018-08-02,18727.30078125
2018-08-03,18909.099609375
2018-08-06,19818.19921875
2018-08-07,19454.5
2018-08-08,19136.400390625
2018-08-09,18818.19921875
2018-08-10,19000.0
2018-08-13,18818.19921875
2018-08-14,18818.19921875
2018-08-15,18681.80078125
2018-08-16,19045.5
2018-08-17,19227.30078125
2018-08-20,20181.80078125
2018-08-21,20636.400390625
2018-08-22,20363.599609375
2018-08-23,21090.900390625
2018-08-24,21000.0
2018-08-27,20818.19921875
2018-08-28,20636.400390625
2018-08-29,20818.19921875
2018-08-30,20818.19921875
2018-08-31,20727.30078125
2018-09-04,19454.5
2018-09-05,19636.400390625
2018-09-06,19818.19921875
2018-09-07,20227.30078125
2018-09-10,19818.19921875
2018-09-11,20272.69921875
2018-09-12,20545.5
2018-09-13,21545.5
2018-09-14,22227.30078125
2018-09-17,21954.5
2018-09-18,22545.5
2018-09-19,22681.80078125
2018-09-20,22454.5
2018-09-21,22363.599609375
2018-09-24,22000.0
2018-09-25,21727.30078125
2018-09-26,22545.5
2018-09-27,22454.5
2018-09-28,22500.0
2018-10-01,21818.19921875
2018-10-02,21727.30078125
2018-10-03,22272.69921875
2018-10-04,22000.0
2018-10-05,21772.69921875
2018-10-08,21727.30078125
2018-10-09,21409.099609375
2018-10-10,20818.19921875
2018-10-11,19363.599609375
2018-10-12,19500.0
2018-10-15,19454.5
2018-10-16,19500.0
2018-10-17,18136.400390625
2018-10-18,16909.099609375
2018-10-19,15727.2998046875
2018-10-22,16181.7998046875
2018-10-23,15863.599609375
2018-10-24,15636.400390625
2018-10-25,15363.599609375
2018-10-26,15272.7001953125
2018-10-29,14772.7001953125
2018-10-30,15090.900390625
2018-10-31,15454.5
2018-11-01,15045.5
2018-11-02,15090.900390625
2018-11-05,15090.900390625
2018-11-06,14954.5
2018-11-07,14772.7001953125
2018-11-08,14818.2001953125
2018-11-09,14909.099609375
2018-11-12,14818.2001953125
2018-11-13,14818.2001953125
2018-11-14,14818.2001953125
2018-11-15,14545.5
2018-11-16,14636.400390625
2018-11-19,14681.7998046875
2018-11-20,14545.5
2018-11-21,15545.5
2018-11-23,15227.2998046875
2018-11-26,14772.7001953125
2018-11-27,14727.2998046875
2018-11-28,14954.5
2018-11-29,15000.0
2018-11-30,15000.0
2018-12-03,15545.5
2018-12-04,15363.599609375
2018-12-06,15454.5
2018-12-07,15318.2001953125
2018-12-10,15272.7001953125
2018-12-11,15136.400390625
2018-12-12,15136.400390625
2018-12-13,15545.5
2018-12-14,15727.2998046875
2018-12-17,15863.599609375
2018-12-18,15454.5
2018-12-19,15454.5
2018-12-20,16500.0
2018-12-21,16727.30078125
2018-12-24,16590.900390625
2018-12-26,16227.2998046875
2018-12-27,16318.2001953125
2018-12-28,16318.2001953125
2018-12-31,16318.2001953125
2019-01-02,15863.599609375
2019-01-03,15772.7001953125
2019-01-04,15454.5
2019-01-07,15363.599609375
2019-01-08,15454.5
2019-01-09,15363.599609375
2019-01-10,15045.5
2019-01-11,15272.7001953125
2019-01-14,15227.2998046875
2019-01-15,15363.599609375
2019-01-16,15181.7998046875
2019-01-17,15318.2001953125
2019-01-18,15181.7998046875
2019-01-22,13181.7998046875
2019-01-23,13363.599609375
2019-01-24,13181.7998046875
2019-01-25,13363.599609375
2019-01-28,13318.2001953125
2019-01-29,13227.2998046875
2019-01-30,13318.2001953125
2019-01-31,13318.2001953125
2019-02-01,13318.2001953125
2019-02-04,13318.2001953125
2019-02-05,13318.2001953125
2019-02-06,13318.2001953125
2019-02-07,13318.2001953125
2019-02-08,13318.2001953125
2019-02-11,13363.599609375
2019-02-12,13363.599609375
2019-02-13,13818.2001953125
2019-02-14,13818.2001953125
2019-02-15,13818.2001953125
2019-02-19,13500.0
2019-02-20,13545.5
2019-02-21,13545.5
2019-02-22,13500.0
2019-02-25,13545.5
2019-02-26,13500.0
2019-02-27,13500.0
2019-02-28,13363.599609375
2019-03-01,13500.0
2019-03-04,14000.0
2019-03-05,13909.099609375
2019-03-06,13727.2998046875
2019-03-07,14136.400390625
2019-03-08,14136.400390625
2019-03-11,13863.599609375
2019-03-12,13954.5
2019-03-13,13909.099609375
2019-03-14,13772.7001953125
2019-03-15,14045.5
2019-03-18,14045.5
2019-03-19,14000.0
2019-03-20,13863.599609375
2019-03-21,13818.2001953125
2019-03-22,13818.2001953125
2019-03-25,13363.599609375
2019-03-26,13545.5
2019-03-27,13727.2998046875
2019-03-28,13545.5
2019-03-29,13500.0
2019-04-01,13636.400390625
2019-04-02,13636.400390625
2019-04-03,13454.5
2019-04-04,13409.099609375
2019-04-05,13409.099609375
2019-04-08,13363.599609375
2019-04-09,13227.2998046875
2019-04-10,13090.900390625
2019-04-11,13045.5
2019-04-12,13272.7001953125
2019-04-15,13272.7001953125
2019-04-16,13136.400390625
2019-04-17,13090.900390625
2019-04-18,12909.099609375
2019-04-22,12500.0
2019-04-23,12500.0
2019-04-24,12545.5
2019-04-25,12500.0
2019-04-26,12454.5
2019-04-29,12454.5
2019-04-30,12454.5
2019-05-01,12454.5
2019-05-02,12454.5
2019-05-03,12409.099609375
2019-05-06,12272.7001953125
2019-05-07,12181.7998046875
2019-05-08,12090.900390625
2019-05-09,12000.0
2019-05-10,12090.900390625
2019-05-13,12227.2998046875
2019-05-14,12227.2998046875
2019-05-15,12681.7998046875
2019-05-16,12727.2998046875
2019-05-17,12909.099609375
2019-05-20,13000.0
2019-05-21,12954.5
2019-05-22,12954.5
2019-05-23,12772.7001953125
2019-05-24,12772.7001953125
2019-05-28,12727.2998046875
2019-05-29,12818.2001953125
2019-05-30,12636.400390625
2019-05-31,12636.400390625
2019-06-03,12545.5
2019-06-04,12727.2998046875
2019-06-05,12727.2998046875
2019-06-06,12545.5
2019-06-07,12545.5
2019-06-10,13181.7998046875
2019-06-11,13227.2998046875
2019-06-12,13227.2998046875
2019-06-13,13000.0
2019-06-14,13090.900390625
2019-06-17,13090.900390625
2019-06-18,13045.5
2019-06-19,13045.5
2019-06-20,13045.5
2019-06-21,12909.099609375
2019-06-24,13136.400390625
2019-06-25,13227.2998046875
2019-06-26,13545.5
2019-06-27,13363.599609375
2019-06-28,12450.0
2019-07-01,12200.0
2019-07-02,12000.0
2019-07-03,12050.0
2019-07-05,12050.0
2019-07-08,12050.0
2019-07-09,12050.0
2019-07-10,12050.0
2019-07-11,12050.0
2019-07-12,12050.0
2019-07-15,12050.0
2019-07-16,12050.0
2019-07-17,11900.0
2019-07-18,11900.0
2019-07-19,11900.0
2019-07-22,11750.0
2019-07-23,11900.0
2019-07-24,11850.0
2019-07-25,11850.0
2019-07-26,11850.0
2019-07-29,11850.0
2019-07-30,11850.0
2019-07-31,11400.0
2019-08-01,11200.0
2019-08-02,11400.0
2019-08-05,11350.0
2019-08-06,11350.0
2019-08-07,11450.0
2019-08-08,11400.0
2019-08-09,11400.0
2019-08-12,11450.0
2019-08-13,11450.0
2019-08-14,11700.0
2019-08-15,11500.0
2019-08-16,11500.0
2019-08-19,11500.0
2019-08-20,11500.0
2019-08-21,11350.0
2019-08-22,11450.0
2019-08-23,11350.0
2019-08-26,11250.0
2019-08-27,11200.0
2019-08-28,11550.0
2019-08-29,11450.0
2019-08-30,11500.0
2019-09-03,11300.0
2019-09-04,11250.0
2019-09-05,11350.0
2019-09-06,11250.0
2019-09-09,11300.0
2019-09-10,11100.0
2019-09-11,11100.0
2019-09-12,11150.0
2019-09-13,11250.0
2019-09-16,11150.0
2019-09-17,11250.0
2019-09-18,11300.0
2019-09-19,11200.0
2019-09-20,11200.0
2019-09-23,11200.0
2019-09-24,11200.0
2019-09-25,11200.0
2019-09-26,11200.0
2019-09-27,11200.0
2019-09-30,11050.0
2019-10-01,11050.0
2019-10-02,11050.0
2019-10-03,11000.0
2019-10-04,10800.0
2019-10-07,10700.0
2019-10-08,10700.0
2019-10-09,10800.0
2019-10-10,10700.0
2019-10-11,10700.0
2019-10-14,10750.0
2019-10-15,10850.0
2019-10-16,10900.0
2019-10-17,10800.0
2019-10-18,10850.0
2019-10-21,11600.0
2019-10-22,11600.0
2019-10-23,11300.0
2019-10-24,11250.0
2019-10-25,11100.0
2019-10-28,11200.0
2019-10-29,11200.0
2019-10-30,11250.0
2019-10-31,11100.0
2019-11-01,11000.0
2019-11-04,11200.0
2019-11-05,11250.0
2019-11-06,11250.0
2019-11-07,11200.0
2019-11-08,11150.0
2019-11-11,11000.0
2019-11-12,11150.0
2019-11-13,11200.0
2019-11-14,11200.0
2019-11-15,11050.0
2019-11-18,11200.0
2019-11-19,11200.0
2019-11-20,11200.0
2019-11-21,11100.0
2019-11-22,11000.0
2019-11-25,11000.0
2019-11-26,11000.0
2019-11-27,11100.0
2019-11-29,11150.0
2019-12-02,11050.0
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,11050.0
2019-12-09,11050.0
2019-12-10,11000.0
2019-12-11,11100.0
2019-12-12,11100.0
2019-12-13,11100.0
2019-12-16,11200.0
2019-12-17,11600.0
2019-12-18,11550.0
2019-12-19,11450.0
2019-12-20,11400.0
2019-12-23,11950.0
2019-12-24,12450.0
2019-12-26,12000.0
2019-12-27,12300.0
2019-12-30,12850.0
2019-12-31,12800.0
2020-01-02,13100.0
2020-01-03,12950.0
2020-01-06,12350.0
2020-01-07,12300.0
2020-01-08,11750.0
2020-01-09,12000.0
2020-01-10,12150.0
2020-01-13,11850.0
2020-01-14,12150.0
2020-01-15,11900.0
2020-01-16,11700.0
2020-01-17,11950.0
2020-01-21,12100.0
2020-01-22,12300.0
2020-01-23,12300.0
2020-01-24,12300.0
2020-01-27,12300.0
2020-01-28,12300.0
2020-01-29,12300.0
2020-01-30,11800.0
2020-01-31,11500.0
2020-02-03,10900.0
2020-02-04,11000.0
2020-02-05,11000.0
2020-02-06,11600.0
2020-02-07,11550.0
2020-02-10,11500.0
2020-02-11,11500.0
2020-02-12,11350.0
2020-02-13,11550.0
2020-02-14,11550.0
2020-02-18,11500.0
2020-02-19,11450.0
2020-02-20,11450.0
2020-02-21,11350.0
2020-02-24,10800.0
2020-02-25,10400.0
2020-02-26,10400.0
2020-02-27,10500.0
2020-02-28,10400.0
2020-03-02,10400.0
2020-03-03,10650.0
2020-03-04,10750.0
2020-03-05,11200.0
2020-03-06,10900.0
2020-03-09,10250.0
2020-03-10,10400.0
2020-03-11,10300.0
2020-03-12,9950.0
2020-03-13,9300.0
2020-03-16,9350.0
2020-03-17,9480.0
2020-03-18,9450.0
2020-03-19,9440.0
2020-03-20,9150.0
2020-03-23,8510.0
2020-03-24,8000.0
2020-03-25,8120.0
2020-03-26,8000.0
2020-03-27,7510.0
2020-03-30,6990.0
2020-03-31,7100.0
2020-04-01,7390.0
2020-04-02,7390.0
2020-04-03,7900.0
2020-04-06,8450.0
2020-04-07,8450.0
2020-04-08,8640.0
2020-04-09,8660.0
2020-04-13,9210.0
2020-04-14,9100.0
2020-04-15,9100.0
2020-04-16,8890.0
2020-04-17,9190.0
2020-04-20,9180.0
2020-04-21,9080.0
2020-04-22,9080.0
2020-04-23,9510.0
2020-04-24,9980.0
2020-04-27,10100.0
2020-04-28,9840.0
2020-04-29,9840.0
2020-04-30,9840.0
2020-05-01,9840.0
2020-05-04,9800.0
2020-05-05,9760.0
2020-05-06,9750.0
2020-05-07,9940.0
2020-05-08,9960.0
2020-05-11,9950.0
2020-05-12,9910.0
2020-05-13,9970.0
2020-05-14,9950.0
2020-05-15,9950.0
2020-05-18,9950.0
2020-05-19,10150.0
2020-05-20,10150.0
2020-05-21,10400.0
2020-05-22,10250.0
2020-05-26,10300.0
2020-05-27,10250.0
2020-05-28,10200.0
2020-05-29,10250.0
2020-06-01,10300.0
2020-06-02,10200.0
2020-06-03,10200.0
2020-06-04,10300.0
2020-06-05,10300.0
2020-06-08,10300.0
2020-06-09,10300.0
2020-06-10,11350.0
2020-06-11,10600.0
2020-06-12,10600.0
2020-06-15,10200.0
2020-06-16,10450.0
2020-06-17,10350.0
2020-06-18,10300.0
2020-06-19,10450.0
2020-06-22,10250.0
2020-06-23,10250.0
2020-06-24,10300.0
2020-06-25,10200.0
2020-06-26,10250.0
2020-06-29,10150.0
2020-06-30,9900.0
2020-07-01,10150.0
2020-07-02,10000.0
2020-07-06,10400.0
2020-07-07,10400.0
2020-07-08,10700.0
2020-07-09,10850.0
2020-07-10,10850.0
2020-07-13,10700.0
2020-07-14,10650.0
2020-07-15,10650.0
2020-07-16,9890.0
2020-07-17,9700.0
2020-07-20,9240.0
2020-07-21,9240.0
2020-07-22,9260.0
2020-07-23,9100.0
2020-07-24,8480.0
2020-07-27,7890.0
2020-07-28,8050.0
2020-07-29,7500.0
2020-07-30,7560.0
2020-07-31,7800.0
2020-08-03,7900.0
2020-08-04,8000.0
2020-08-05,8300.0
2020-08-06,8180.0
2020-08-07,8180.0
2020-08-10,8220.0
2020-08-11,8390.0
2020-08-12,8800.0
2020-08-13,9150.0
2020-08-14,8880.0
2020-08-17,8700.0
2020-08-18,8600.0
2020-08-19,8600.0
2020-08-20,8580.0
2020-08-21,8620.0
2020-08-24,8670.0
2020-08-25,8680.0
2020-08-26,8670.0
2020-08-27,8670.0
2020-08-28,8650.0
2020-08-31,8640.0
2020-09-01,8640.0
2020-09-02,8640.0
2020-09-03,8920.0
2020-09-04,8760.0
2020-09-08,8880.0
2020-09-09,8860.0
2020-09-10,8860.0
2020-09-11,8950.0
2020-09-14,9190.0
2020-09-15,9300.0
2020-09-16,9300.0
2020-09-17,9300.0
2020-09-18,9300.0
2020-09-21,9550.0
2020-09-22,9800.0
2020-09-23,9780.0
2020-09-24,9500.0
2020-09-25,9750.0
2020-09-28,9950.0
2020-09-29,9700.0
2020-09-30,9600.0
2020-10-01,9600.0
2020-10-02,9610.0
2020-10-05,9700.0
2020-10-06,9700.0
2020-10-07,9790.0
2020-10-08,9750.0
2020-10-09,9700.0
2020-10-12,9570.0
2020-10-13,9600.0
2020-10-14,9610.0
2020-10-15,9550.0
2020-10-16,9550.0
2020-10-19,9530.0
2020-10-20,9550.0
2020-10-21,9520.0
2020-10-22,9570.0
2020-10-23,9540.0
2020-10-26,9500.0
2020-10-27,9450.0
2020-10-28,9330.0
2020-10-29,9330.0
2020-10-30,9280.0
2020-11-02,9290.0
2020-11-03,9280.0
2020-11-04,9480.0
2020-11-05,9440.0
2020-11-06,9420.0
2020-11-09,9440.0
2020-11-10,9720.0
2020-11-11,9710.0
2020-11-12,9610.0
2020-11-13,9600.0
2020-11-16,9530.0
2020-11-17,9550.0
2020-11-18,10200.0
2020-11-19,10900.0
2020-11-20,10850.0
2020-11-23,10400.0
2020-11-24,10600.0
2020-11-25,10350.0
2020-11-27,10350.0
2020-11-30,10200.0
2020-12-01,10200.0
2020-12-02,10200.0
2020-12-03,10200.0
2020-12-04,10600.0
2020-12-07,10700.0
2020-12-08,10600.0
2020-12-09,10600.0
2020-12-10,11150.0
2020-12-11,11200.0
2020-12-14,11150.0
2020-12-15,10950.0
2020-12-16,10950.0
2020-12-17,10900.0
2020-12-18,10800.0
2020-12-21,10850.0
2020-12-22,10850.0
2020-12-23,11800.0
2020-12-24,11200.0
2020-12-28,12200.0
2020-12-29,12350.0
2020-12-30,12050.0
2020-12-31,12200.0
2021-01-04,12250.0
2021-01-05,12150.0
2021-01-06,12150.0
2021-01-07,12150.0
2021-01-08,12500.0
2021-01-11,13300.0
2021-01-12,13250.0
2021-01-13,13450.0
2021-01-14,13200.0
2021-01-15,13350.0
2021-01-19,12400.0
2021-01-20,12000.0
2021-01-21,12250.0
2021-01-22,12000.0
2021-01-25,12000.0
2021-01-26,11500.0
2021-01-27,10950.0
2021-01-28,10200.0
2021-01-29,10500.0
2021-02-01,10000.0
2021-02-02,9960.0
2021-02-03,10650.0
2021-02-04,10650.0
2021-02-05,10800.0
2021-02-08,10300.0
2021-02-09,10300.0
2021-02-10,10300.0
2021-02-11,10300.0
2021-02-12,10300.0
2021-02-16,10300.0
2021-02-17,10800.0
2021-02-18,11000.0
2021-02-19,11400.0
2021-02-22,11550.0
2021-02-23,11400.0
2021-02-24,11400.0
2021-02-25,11400.0
2021-02-26,11200.0
2021-03-01,11350.0
2021-03-02,11450.0
2021-03-03,11450.0
2021-03-04,11250.0
2021-03-05,11300.0
2021-03-08,12050.0
2021-03-09,12350.0
2021-03-10,12200.0
2021-03-11,12200.0
2021-03-12,12150.0
2021-03-15,12550.0
2021-03-16,12600.0
2021-03-17,12600.0
2021-03-18,12700.0
2021-03-19,13150.0
2021-03-22,13550.0
2021-03-23,13850.0
2021-03-24,13700.0
2021-03-25,13200.0
2021-03-26,12550.0
2021-03-29,13400.0
2021-03-30,13600.0
2021-03-31,13600.0
2021-04-01,13500.0
2021-04-05,13700.0
2021-04-06,13600.0
2021-04-07,14200.0
2021-04-08,14100.0
2021-04-09,14000.0
2021-04-12,13900.0
2021-04-13,13550.0
2021-04-14,13700.0
2021-04-15,13150.0
2021-04-16,12800.0
2021-04-19,13250.0
2021-04-20,13250.0
2021-04-21,13250.0
2021-04-22,12800.0
2021-04-23,12900.0
2021-04-26,12800.0
2021-04-27,12500.0
2021-04-28,12500.0
2021-04-29,12500.0
2021-04-30,12500.0
2021-05-03,12500.0
2021-05-04,12100.0
2021-05-05,12250.0
2021-05-06,11900.0
2021-05-07,11600.0
2021-05-10,11350.0
2021-05-11,11400.0
2021-05-12,11800.0
2021-05-13,11600.0
2021-05-14,11350.0
