,CYCC
2008-07-21,3024.0
2008-07-22,2940.0
2008-07-23,3040.800048828125
2008-07-24,3007.199951171875
2008-07-25,2990.39990234375
2008-07-28,2889.60009765625
2008-07-29,2839.199951171875
2008-07-30,3074.39990234375
2008-07-31,3175.199951171875
2008-08-01,3024.0
2008-08-04,2788.800048828125
2008-08-05,2788.800048828125
2008-08-06,2788.800048828125
2008-08-07,2721.60009765625
2008-08-08,2688.0
2008-08-11,2704.800048828125
2008-08-12,2772.0
2008-08-13,2772.0
2008-08-14,2772.0
2008-08-15,2856.0
2008-08-18,2973.60009765625
2008-08-19,2856.0
2008-08-20,2940.0
2008-08-21,3108.0
2008-08-22,2990.39990234375
2008-08-25,2940.0
2008-08-26,2923.199951171875
2008-08-27,2822.39990234375
2008-08-28,2772.0
2008-08-29,2822.39990234375
2008-09-02,2620.800048828125
2008-09-03,2217.60009765625
2008-09-04,1982.4000244140625
2008-09-05,2301.60009765625
2008-09-08,2385.60009765625
2008-09-09,2436.0
2008-09-10,2318.39990234375
2008-09-11,2251.199951171875
2008-09-12,2318.39990234375
2008-09-15,2100.0
2008-09-16,2066.39990234375
2008-09-17,1932.0
2008-09-18,2032.800048828125
2008-09-19,2184.0
2008-09-22,1982.4000244140625
2008-09-23,1932.0
2008-09-24,1780.800048828125
2008-09-25,1965.5999755859375
2008-09-26,1848.0
2008-09-29,1713.5999755859375
2008-09-30,2016.0
2008-10-01,1713.5999755859375
2008-10-02,1696.800048828125
2008-10-03,1612.800048828125
2008-10-06,1495.199951171875
2008-10-07,1327.199951171875
2008-10-08,1293.5999755859375
2008-10-09,1092.0
2008-10-10,1260.0
2008-10-13,1327.199951171875
2008-10-14,1394.4000244140625
2008-10-15,1327.199951171875
2008-10-16,1344.0
2008-10-17,1512.0
2008-10-20,1428.0
2008-10-21,1293.5999755859375
2008-10-22,1108.800048828125
2008-10-23,1041.5999755859375
2008-10-24,974.4000244140625
2008-10-27,1108.800048828125
2008-10-28,806.4000244140625
2008-10-29,722.4000244140625
2008-10-30,789.5999755859375
2008-10-31,823.2000122070312
2008-11-03,1142.4000244140625
2008-11-04,1024.800048828125
2008-11-05,1092.0
2008-11-06,924.0
2008-11-07,1024.800048828125
2008-11-10,1125.5999755859375
2008-11-11,1142.4000244140625
2008-11-12,957.5999755859375
2008-11-13,873.5999755859375
2008-11-14,823.2000122070312
2008-11-17,991.2000122070312
2008-11-18,739.2000122070312
2008-11-19,537.5999755859375
2008-11-20,504.0
2008-11-21,537.5999755859375
2008-11-24,504.0
2008-11-25,554.4000244140625
2008-11-26,672.0
2008-11-28,907.2000122070312
2008-12-01,672.0
2008-12-02,621.5999755859375
2008-12-03,520.7999877929688
2008-12-04,453.6000061035156
2008-12-05,453.6000061035156
2008-12-08,554.4000244140625
2008-12-09,470.3999938964844
2008-12-10,470.3999938964844
2008-12-11,487.20001220703125
2008-12-12,504.0
2008-12-15,487.20001220703125
2008-12-16,453.6000061035156
2008-12-17,487.20001220703125
2008-12-18,571.2000122070312
2008-12-19,588.0
2008-12-22,588.0
2008-12-23,537.5999755859375
2008-12-24,739.2000122070312
2008-12-26,756.0
2008-12-29,705.5999755859375
2008-12-30,672.0
2008-12-31,705.5999755859375
2009-01-02,672.0
2009-01-05,672.0
2009-01-06,772.7999877929688
2009-01-07,772.7999877929688
2009-01-08,739.2000122070312
2009-01-09,756.0
2009-01-12,856.7999877929688
2009-01-13,823.2000122070312
2009-01-14,789.5999755859375
2009-01-15,705.5999755859375
2009-01-16,705.5999755859375
2009-01-20,638.4000244140625
2009-01-21,688.7999877929688
2009-01-22,621.5999755859375
2009-01-23,604.7999877929688
2009-01-26,638.4000244140625
2009-01-27,571.2000122070312
2009-01-28,604.7999877929688
2009-01-29,604.7999877929688
2009-01-30,554.4000244140625
2009-02-02,520.7999877929688
2009-02-03,537.5999755859375
2009-02-04,638.4000244140625
2009-02-05,604.7999877929688
2009-02-06,621.5999755859375
2009-02-09,588.0
2009-02-10,588.0
2009-02-11,604.7999877929688
2009-02-12,537.5999755859375
2009-02-13,537.5999755859375
2009-02-17,537.5999755859375
2009-02-18,537.5999755859375
2009-02-19,504.0
2009-02-20,487.20001220703125
2009-02-23,487.20001220703125
2009-02-24,487.20001220703125
2009-02-25,470.3999938964844
2009-02-26,487.20001220703125
2009-02-27,470.3999938964844
2009-03-02,453.6000061035156
2009-03-03,436.79998779296875
2009-03-04,453.6000061035156
2009-03-05,470.3999938964844
2009-03-06,470.3999938964844
2009-03-09,487.20001220703125
2009-03-10,504.0
2009-03-11,537.5999755859375
2009-03-12,504.0
2009-03-13,504.0
2009-03-16,571.2000122070312
2009-03-17,705.5999755859375
2009-03-18,638.4000244140625
2009-03-19,672.0
2009-03-20,655.2000122070312
2009-03-23,688.7999877929688
2009-03-24,705.5999755859375
2009-03-25,655.2000122070312
2009-03-26,655.2000122070312
2009-03-27,672.0
2009-03-30,621.5999755859375
2009-03-31,604.7999877929688
2009-04-01,520.7999877929688
2009-04-02,571.2000122070312
2009-04-03,588.0
2009-04-06,588.0
2009-04-07,588.0
2009-04-08,588.0
2009-04-09,638.4000244140625
2009-04-13,688.7999877929688
2009-04-14,772.7999877929688
2009-04-15,756.0
2009-04-16,789.5999755859375
2009-04-17,840.0
2009-04-20,856.7999877929688
2009-04-21,840.0
2009-04-22,1008.0
2009-04-23,957.5999755859375
2009-04-24,1041.5999755859375
2009-04-27,974.4000244140625
2009-04-28,991.2000122070312
2009-04-29,1058.4000244140625
2009-04-30,1024.800048828125
2009-05-01,1075.199951171875
2009-05-04,1058.4000244140625
2009-05-05,1041.5999755859375
2009-05-06,1024.800048828125
2009-05-07,1058.4000244140625
2009-05-08,1058.4000244140625
2009-05-11,1276.800048828125
2009-05-12,1377.5999755859375
2009-05-13,1293.5999755859375
2009-05-14,1260.0
2009-05-15,1478.4000244140625
2009-05-18,1411.199951171875
2009-05-19,1377.5999755859375
2009-05-20,1226.4000244140625
2009-05-21,1243.199951171875
2009-05-22,1596.0
2009-05-26,1646.4000244140625
2009-05-27,1680.0
2009-05-28,2133.60009765625
2009-05-29,1612.800048828125
2009-06-01,1545.5999755859375
2009-06-02,1545.5999755859375
2009-06-03,1646.4000244140625
2009-06-04,1596.0
2009-06-05,1428.0
2009-06-08,1478.4000244140625
2009-06-09,1394.4000244140625
2009-06-10,1394.4000244140625
2009-06-11,1528.800048828125
2009-06-12,1831.199951171875
2009-06-15,2436.0
2009-06-16,2150.39990234375
2009-06-17,1932.0
2009-06-18,1915.199951171875
2009-06-19,2032.800048828125
2009-06-22,1864.800048828125
2009-06-23,1864.800048828125
2009-06-24,1932.0
2009-06-25,2083.199951171875
2009-06-26,1932.0
2009-06-29,1999.199951171875
2009-06-30,1898.4000244140625
2009-07-01,1764.0
2009-07-02,1696.800048828125
2009-07-06,1596.0
2009-07-07,1629.5999755859375
2009-07-08,1528.800048828125
2009-07-09,1512.0
2009-07-10,1512.0
2009-07-13,1495.199951171875
2009-07-14,1680.0
2009-07-15,1730.4000244140625
2009-07-16,1663.199951171875
2009-07-17,1680.0
2009-07-20,1747.199951171875
2009-07-21,1646.4000244140625
2009-07-22,1680.0
2009-07-23,1713.5999755859375
2009-07-24,1864.800048828125
2009-07-27,1898.4000244140625
2009-07-28,1915.199951171875
2009-07-29,1764.0
2009-07-30,1713.5999755859375
2009-07-31,1680.0
2009-08-03,1780.800048828125
2009-08-04,1780.800048828125
2009-08-05,1747.199951171875
2009-08-06,1915.199951171875
2009-08-07,1629.5999755859375
2009-08-10,1747.199951171875
2009-08-11,1713.5999755859375
2009-08-12,1680.0
2009-08-13,1696.800048828125
2009-08-14,1680.0
2009-08-17,1696.800048828125
2009-08-18,1713.5999755859375
2009-08-19,1680.0
2009-08-20,1646.4000244140625
2009-08-21,1646.4000244140625
2009-08-24,1629.5999755859375
2009-08-25,1646.4000244140625
2009-08-26,1629.5999755859375
2009-08-27,1629.5999755859375
2009-08-28,1579.199951171875
2009-08-31,1444.800048828125
2009-09-01,1344.0
2009-09-02,1411.199951171875
2009-09-03,1411.199951171875
2009-09-04,1528.800048828125
2009-09-08,1680.0
2009-09-09,1696.800048828125
2009-09-10,1680.0
2009-09-11,1713.5999755859375
2009-09-14,1680.0
2009-09-15,1696.800048828125
2009-09-16,1612.800048828125
2009-09-17,1646.4000244140625
2009-09-18,1612.800048828125
2009-09-21,1646.4000244140625
2009-09-22,1680.0
2009-09-23,1612.800048828125
2009-09-24,1612.800048828125
2009-09-25,1545.5999755859375
2009-09-28,1545.5999755859375
2009-09-29,1461.5999755859375
2009-09-30,1461.5999755859375
2009-10-01,1444.800048828125
2009-10-02,1444.800048828125
2009-10-05,1444.800048828125
2009-10-06,1444.800048828125
2009-10-07,1428.0
2009-10-08,1411.199951171875
2009-10-09,1428.0
2009-10-12,1461.5999755859375
2009-10-13,1562.4000244140625
2009-10-14,1663.199951171875
2009-10-15,1612.800048828125
2009-10-16,1612.800048828125
2009-10-19,1612.800048828125
2009-10-20,1461.5999755859375
2009-10-21,1512.0
2009-10-22,1579.199951171875
2009-10-23,1545.5999755859375
2009-10-26,1612.800048828125
2009-10-27,1596.0
2009-10-28,1663.199951171875
2009-10-29,1461.5999755859375
2009-10-30,1461.5999755859375
2009-11-02,1394.4000244140625
2009-11-03,1360.800048828125
2009-11-04,1428.0
2009-11-05,1495.199951171875
2009-11-06,1428.0
2009-11-09,1411.199951171875
2009-11-10,1377.5999755859375
2009-11-11,1394.4000244140625
2009-11-12,1428.0
2009-11-13,1377.5999755859375
2009-11-16,1360.800048828125
2009-11-17,1377.5999755859375
2009-11-18,1344.0
2009-11-19,1360.800048828125
2009-11-20,1344.0
2009-11-23,1344.0
2009-11-24,1377.5999755859375
2009-11-25,1377.5999755859375
2009-11-27,1377.5999755859375
2009-11-30,1444.800048828125
2009-12-01,1428.0
2009-12-02,1562.4000244140625
2009-12-03,1545.5999755859375
2009-12-04,1545.5999755859375
2009-12-07,1411.199951171875
2009-12-08,1377.5999755859375
2009-12-09,1411.199951171875
2009-12-10,1663.199951171875
2009-12-11,2234.39990234375
2009-12-14,2284.800048828125
2009-12-15,2083.199951171875
2009-12-16,1780.800048828125
2009-12-17,1831.199951171875
2009-12-18,1848.0
2009-12-21,1680.0
2009-12-22,1696.800048828125
2009-12-23,1696.800048828125
2009-12-24,1629.5999755859375
2009-12-28,1512.0
2009-12-29,1579.199951171875
2009-12-30,1814.4000244140625
2009-12-31,1747.199951171875
2010-01-04,1747.199951171875
2010-01-05,1696.800048828125
2010-01-06,1780.800048828125
2010-01-07,4485.60009765625
2010-01-08,4972.7998046875
2010-01-11,4166.39990234375
2010-01-12,4754.39990234375
2010-01-13,4653.60009765625
2010-01-14,4317.60009765625
2010-01-15,4401.60009765625
2010-01-19,4267.2001953125
2010-01-20,4384.7998046875
2010-01-21,4032.0
2010-01-22,3864.0
2010-01-25,3729.60009765625
2010-01-26,3628.800048828125
2010-01-27,3494.39990234375
2010-01-28,3544.800048828125
2010-01-29,3124.800048828125
2010-02-01,3225.60009765625
2010-02-02,3477.60009765625
2010-02-03,3326.39990234375
2010-02-04,3864.0
2010-02-05,3864.0
2010-02-08,3528.0
2010-02-09,3427.199951171875
2010-02-10,3309.60009765625
2010-02-11,3914.39990234375
2010-02-12,4015.199951171875
2010-02-16,4032.0
2010-02-17,4653.60009765625
2010-02-18,4401.60009765625
2010-02-19,4334.39990234375
2010-02-22,4552.7998046875
2010-02-23,4418.39990234375
2010-02-24,4300.7998046875
2010-02-25,4166.39990234375
2010-02-26,4132.7998046875
2010-03-01,4250.39990234375
2010-03-02,4233.60009765625
2010-03-03,4166.39990234375
2010-03-04,4048.800048828125
2010-03-05,4082.39990234375
2010-03-08,3948.0
2010-03-09,3948.0
2010-03-10,4435.2001953125
2010-03-11,4720.7998046875
2010-03-12,4569.60009765625
2010-03-15,4519.2001953125
2010-03-16,4166.39990234375
2010-03-17,4048.800048828125
2010-03-18,4048.800048828125
2010-03-19,4099.2001953125
2010-03-22,4032.0
2010-03-23,4216.7998046875
2010-03-24,3998.39990234375
2010-03-25,3931.199951171875
2010-03-26,3964.800048828125
2010-03-29,3998.39990234375
2010-03-30,3746.39990234375
2010-03-31,3612.0
2010-04-01,3897.60009765625
2010-04-05,4149.60009765625
2010-04-06,4116.0
2010-04-07,3931.199951171875
2010-04-08,4015.199951171875
2010-04-09,4015.199951171875
2010-04-12,4250.39990234375
2010-04-13,4048.800048828125
2010-04-14,4082.39990234375
2010-04-15,4065.60009765625
2010-04-16,4452.0
2010-04-19,4636.7998046875
2010-04-20,4132.7998046875
2010-04-21,3998.39990234375
2010-04-22,4116.0
2010-04-23,4032.0
2010-04-26,3948.0
2010-04-27,3948.0
2010-04-28,3897.60009765625
2010-04-29,3914.39990234375
2010-04-30,3864.0
2010-05-03,4099.2001953125
2010-05-04,4132.7998046875
2010-05-05,3897.60009765625
2010-05-06,3511.199951171875
2010-05-07,3393.60009765625
2010-05-10,3645.60009765625
2010-05-11,3931.199951171875
2010-05-12,3948.0
2010-05-13,3796.800048828125
2010-05-14,3696.0
2010-05-17,3628.800048828125
2010-05-18,3561.60009765625
2010-05-19,3309.60009765625
2010-05-20,2973.60009765625
2010-05-21,3124.800048828125
2010-05-24,3276.0
2010-05-25,3612.0
2010-05-26,3578.39990234375
2010-05-27,3595.199951171875
2010-05-28,3628.800048828125
2010-06-01,3444.0
2010-06-02,3544.800048828125
2010-06-03,3645.60009765625
2010-06-04,3645.60009765625
2010-06-07,2923.199951171875
2010-06-08,2738.39990234375
2010-06-09,2385.60009765625
2010-06-10,2721.60009765625
2010-06-11,3242.39990234375
2010-06-14,3074.39990234375
2010-06-15,2906.39990234375
2010-06-16,2923.199951171875
2010-06-17,2889.60009765625
2010-06-18,2805.60009765625
2010-06-21,2839.199951171875
2010-06-22,2704.800048828125
2010-06-23,2671.199951171875
2010-06-24,2671.199951171875
2010-06-25,2839.199951171875
2010-06-28,2856.0
2010-06-29,2923.199951171875
2010-06-30,2889.60009765625
2010-07-01,2822.39990234375
2010-07-02,2872.800048828125
2010-07-06,2604.0
2010-07-07,2654.39990234375
2010-07-08,2688.0
2010-07-09,2671.199951171875
2010-07-12,2620.800048828125
2010-07-13,2772.0
2010-07-14,2822.39990234375
2010-07-15,2738.39990234375
2010-07-16,2587.199951171875
2010-07-19,2503.199951171875
2010-07-20,2452.800048828125
2010-07-21,2452.800048828125
2010-07-22,2587.199951171875
2010-07-23,2721.60009765625
2010-07-26,2738.39990234375
2010-07-27,2620.800048828125
2010-07-28,2671.199951171875
2010-07-29,2671.199951171875
2010-07-30,2889.60009765625
2010-08-02,2822.39990234375
2010-08-03,2856.0
2010-08-04,2772.0
2010-08-05,2822.39990234375
2010-08-06,2755.199951171875
2010-08-09,2788.800048828125
2010-08-10,2755.199951171875
2010-08-11,2772.0
2010-08-12,2704.800048828125
2010-08-13,2654.39990234375
2010-08-16,2604.0
2010-08-17,2587.199951171875
2010-08-18,2553.60009765625
2010-08-19,2570.39990234375
2010-08-20,2604.0
2010-08-23,2553.60009765625
2010-08-24,2436.0
2010-08-25,2419.199951171875
2010-08-26,2419.199951171875
2010-08-27,2520.0
2010-08-30,2520.0
2010-08-31,2436.0
2010-09-01,2520.0
2010-09-02,2587.199951171875
2010-09-03,2520.0
2010-09-07,2452.800048828125
2010-09-08,2520.0
2010-09-09,2620.800048828125
2010-09-10,2637.60009765625
2010-09-13,2772.0
2010-09-14,2671.199951171875
2010-09-15,2570.39990234375
2010-09-16,2452.800048828125
2010-09-17,2436.0
2010-09-20,2637.60009765625
2010-09-21,2587.199951171875
2010-09-22,2839.199951171875
2010-09-23,2940.0
2010-09-24,2872.800048828125
2010-09-27,2940.0
2010-09-28,2956.800048828125
2010-09-29,2889.60009765625
2010-09-30,2889.60009765625
2010-10-01,2889.60009765625
2010-10-04,2822.39990234375
2010-10-05,2738.39990234375
2010-10-06,2772.0
2010-10-07,2805.60009765625
2010-10-08,2805.60009765625
2010-10-11,2738.39990234375
2010-10-12,2822.39990234375
2010-10-13,2856.0
2010-10-14,2755.199951171875
2010-10-15,2755.199951171875
2010-10-18,2704.800048828125
2010-10-19,2704.800048828125
2010-10-20,2671.199951171875
2010-10-21,2704.800048828125
2010-10-22,2721.60009765625
2010-10-25,2704.800048828125
2010-10-26,2738.39990234375
2010-10-27,2704.800048828125
2010-10-28,2738.39990234375
2010-10-29,2755.199951171875
2010-11-01,2738.39990234375
2010-11-02,2704.800048828125
2010-11-03,2721.60009765625
2010-11-04,2671.199951171875
2010-11-05,2688.0
2010-11-08,2536.800048828125
2010-11-09,2436.0
2010-11-10,2469.60009765625
2010-11-11,2688.0
2010-11-12,2805.60009765625
2010-11-15,2772.0
2010-11-16,2654.39990234375
2010-11-17,2688.0
2010-11-18,2755.199951171875
2010-11-19,2822.39990234375
2010-11-22,2940.0
2010-11-23,2940.0
2010-11-24,3158.39990234375
2010-11-26,3175.199951171875
2010-11-29,3192.0
2010-11-30,3074.39990234375
2010-12-01,3057.60009765625
2010-12-02,2940.0
2010-12-03,3091.199951171875
2010-12-06,2822.39990234375
2010-12-07,2721.60009765625
2010-12-08,2671.199951171875
2010-12-09,2704.800048828125
2010-12-10,2671.199951171875
2010-12-13,2620.800048828125
2010-12-14,2604.0
2010-12-15,2620.800048828125
2010-12-16,2637.60009765625
2010-12-17,2620.800048828125
2010-12-20,2721.60009765625
2010-12-21,2704.800048828125
2010-12-22,2570.39990234375
2010-12-23,2587.199951171875
2010-12-27,2604.0
2010-12-28,2553.60009765625
2010-12-29,2536.800048828125
2010-12-30,2486.39990234375
2010-12-31,2469.60009765625
2011-01-03,2536.800048828125
2011-01-04,2486.39990234375
2011-01-05,2536.800048828125
2011-01-06,2570.39990234375
2011-01-07,2469.60009765625
2011-01-10,2520.0
2011-01-11,2620.800048828125
2011-01-12,2604.0
2011-01-13,2570.39990234375
2011-01-14,2570.39990234375
2011-01-18,2587.199951171875
2011-01-19,2503.199951171875
2011-01-20,2503.199951171875
2011-01-21,2503.199951171875
2011-01-24,2520.0
2011-01-25,2536.800048828125
2011-01-26,2503.199951171875
2011-01-27,2486.39990234375
2011-01-28,2419.199951171875
2011-01-31,2436.0
2011-02-01,2419.199951171875
2011-02-02,2402.39990234375
2011-02-03,2436.0
2011-02-04,2486.39990234375
2011-02-07,2469.60009765625
2011-02-08,2469.60009765625
2011-02-09,2436.0
2011-02-10,2436.0
2011-02-11,2469.60009765625
2011-02-14,2486.39990234375
2011-02-15,2503.199951171875
2011-02-16,2469.60009765625
2011-02-17,2469.60009765625
2011-02-18,2402.39990234375
2011-02-22,2318.39990234375
2011-02-23,2318.39990234375
2011-02-24,2251.199951171875
2011-02-25,2251.199951171875
2011-02-28,2167.199951171875
2011-03-01,2049.60009765625
2011-03-02,2133.60009765625
2011-03-03,2301.60009765625
2011-03-04,2200.800048828125
2011-03-07,2200.800048828125
2011-03-08,2234.39990234375
2011-03-09,2217.60009765625
2011-03-10,2150.39990234375
2011-03-11,2116.800048828125
2011-03-14,2083.199951171875
2011-03-15,2268.0
2011-03-16,2200.800048828125
2011-03-17,2200.800048828125
2011-03-18,2184.0
2011-03-21,2217.60009765625
2011-03-22,2251.199951171875
2011-03-23,2318.39990234375
2011-03-24,2234.39990234375
2011-03-25,2234.39990234375
2011-03-28,2268.0
2011-03-29,2318.39990234375
2011-03-30,2402.39990234375
2011-03-31,2402.39990234375
2011-04-01,2452.800048828125
2011-04-04,2486.39990234375
2011-04-05,2419.199951171875
2011-04-06,2419.199951171875
2011-04-07,2402.39990234375
2011-04-08,2318.39990234375
2011-04-11,2284.800048828125
2011-04-12,2184.0
2011-04-13,2133.60009765625
2011-04-14,2066.39990234375
2011-04-15,2133.60009765625
2011-04-18,2100.0
2011-04-19,2100.0
2011-04-20,2200.800048828125
2011-04-21,2167.199951171875
2011-04-25,2167.199951171875
2011-04-26,2335.199951171875
2011-04-27,2486.39990234375
2011-04-28,2486.39990234375
2011-04-29,2419.199951171875
2011-05-02,2352.0
2011-05-03,2402.39990234375
2011-05-04,2368.800048828125
2011-05-05,2301.60009765625
2011-05-06,2368.800048828125
2011-05-09,2721.60009765625
2011-05-10,2671.199951171875
2011-05-11,2587.199951171875
2011-05-12,2570.39990234375
2011-05-13,2856.0
2011-05-16,2704.800048828125
2011-05-17,2738.39990234375
2011-05-18,2671.199951171875
2011-05-19,2637.60009765625
2011-05-20,2704.800048828125
2011-05-23,2654.39990234375
2011-05-24,2570.39990234375
2011-05-25,2637.60009765625
2011-05-26,2604.0
2011-05-27,2738.39990234375
2011-05-31,2688.0
2011-06-01,2637.60009765625
2011-06-02,2604.0
2011-06-03,2536.800048828125
2011-06-06,2284.800048828125
2011-06-07,2301.60009765625
2011-06-08,2150.39990234375
2011-06-09,2167.199951171875
2011-06-10,2133.60009765625
2011-06-13,2116.800048828125
2011-06-14,2116.800048828125
2011-06-15,2133.60009765625
2011-06-16,2167.199951171875
2011-06-17,2150.39990234375
2011-06-20,2116.800048828125
2011-06-21,2116.800048828125
2011-06-22,2133.60009765625
2011-06-23,2184.0
2011-06-24,2184.0
2011-06-27,2200.800048828125
2011-06-28,2268.0
2011-06-29,2234.39990234375
2011-06-30,2284.800048828125
2011-07-01,2083.199951171875
2011-07-05,2032.800048828125
2011-07-06,2016.0
2011-07-07,2100.0
2011-07-08,2066.39990234375
2011-07-11,2016.0
2011-07-12,2066.39990234375
2011-07-13,2100.0
2011-07-14,2049.60009765625
2011-07-15,2049.60009765625
2011-07-18,2032.800048828125
2011-07-19,1965.5999755859375
2011-07-20,1898.4000244140625
2011-07-21,1948.800048828125
2011-07-22,2049.60009765625
2011-07-25,1965.5999755859375
2011-07-26,1965.5999755859375
2011-07-27,1881.5999755859375
2011-07-28,1915.199951171875
2011-07-29,1881.5999755859375
2011-08-01,1864.800048828125
2011-08-02,1831.199951171875
2011-08-03,1764.0
2011-08-04,1394.4000244140625
2011-08-05,1461.5999755859375
2011-08-08,1209.5999755859375
2011-08-09,1310.4000244140625
2011-08-10,1276.800048828125
2011-08-11,1327.199951171875
2011-08-12,1327.199951171875
2011-08-15,1411.199951171875
2011-08-16,1394.4000244140625
2011-08-17,1344.0
2011-08-18,1276.800048828125
2011-08-19,1276.800048828125
2011-08-22,1226.4000244140625
2011-08-23,1276.800048828125
2011-08-24,1243.199951171875
2011-08-25,1260.0
2011-08-26,1310.4000244140625
2011-08-29,1394.4000244140625
2011-08-30,1411.199951171875
2011-08-31,1411.199951171875
2011-09-01,1344.0
2011-09-02,1293.5999755859375
2011-09-06,1243.199951171875
2011-09-07,1260.0
2011-09-08,1260.0
2011-09-09,1226.4000244140625
2011-09-12,1108.800048828125
2011-09-13,1209.5999755859375
2011-09-14,1192.800048828125
2011-09-15,1243.199951171875
2011-09-16,1176.0
2011-09-19,1176.0
2011-09-20,1192.800048828125
2011-09-21,1125.5999755859375
2011-09-22,924.0
2011-09-23,840.0
2011-09-26,823.2000122070312
2011-09-27,806.4000244140625
2011-09-28,722.4000244140625
2011-09-29,739.2000122070312
2011-09-30,739.2000122070312
2011-10-03,655.2000122070312
2011-10-04,672.0
2011-10-05,739.2000122070312
2011-10-06,756.0
2011-10-07,705.5999755859375
2011-10-10,772.7999877929688
2011-10-11,756.0
2011-10-12,772.7999877929688
2011-10-13,957.5999755859375
2011-10-14,890.4000244140625
2011-10-17,907.2000122070312
2011-10-18,890.4000244140625
2011-10-19,1041.5999755859375
2011-10-20,1024.800048828125
2011-10-21,991.2000122070312
2011-10-24,957.5999755859375
2011-10-25,1058.4000244140625
2011-10-26,1041.5999755859375
2011-10-27,1024.800048828125
2011-10-28,1008.0
2011-10-31,1024.800048828125
2011-11-01,957.5999755859375
2011-11-02,974.4000244140625
2011-11-03,991.2000122070312
2011-11-04,1075.199951171875
2011-11-07,1108.800048828125
2011-11-08,1075.199951171875
2011-11-09,1075.199951171875
2011-11-10,1075.199951171875
2011-11-11,1125.5999755859375
2011-11-14,1041.5999755859375
2011-11-15,1024.800048828125
2011-11-16,1041.5999755859375
2011-11-17,1075.199951171875
2011-11-18,1041.5999755859375
2011-11-21,1008.0
2011-11-22,1008.0
2011-11-23,957.5999755859375
2011-11-25,873.5999755859375
2011-11-28,974.4000244140625
2011-11-29,924.0
2011-11-30,974.4000244140625
2011-12-01,1192.800048828125
2011-12-02,1226.4000244140625
2011-12-05,1293.5999755859375
2011-12-06,1394.4000244140625
2011-12-07,1159.199951171875
2011-12-08,1176.0
2011-12-09,1176.0
2011-12-12,1142.4000244140625
2011-12-13,1075.199951171875
2011-12-14,1024.800048828125
2011-12-15,974.4000244140625
2011-12-16,974.4000244140625
2011-12-19,924.0
2011-12-20,873.5999755859375
2011-12-21,806.4000244140625
2011-12-22,823.2000122070312
2011-12-23,840.0
2011-12-27,806.4000244140625
2011-12-28,840.0
2011-12-29,823.2000122070312
2011-12-30,991.2000122070312
2012-01-03,940.7999877929688
2012-01-04,907.2000122070312
2012-01-05,907.2000122070312
2012-01-06,957.5999755859375
2012-01-09,924.0
2012-01-10,907.2000122070312
2012-01-11,924.0
2012-01-12,924.0
2012-01-13,890.4000244140625
2012-01-17,940.7999877929688
2012-01-18,907.2000122070312
2012-01-19,873.5999755859375
2012-01-20,890.4000244140625
2012-01-23,890.4000244140625
2012-01-24,890.4000244140625
2012-01-25,907.2000122070312
2012-01-26,940.7999877929688
2012-01-27,924.0
2012-01-30,957.5999755859375
2012-01-31,907.2000122070312
2012-02-01,924.0
2012-02-02,924.0
2012-02-03,957.5999755859375
2012-02-06,1108.800048828125
2012-02-07,1075.199951171875
2012-02-08,1108.800048828125
2012-02-09,1092.0
2012-02-10,1008.0
2012-02-13,1142.4000244140625
2012-02-14,1142.4000244140625
2012-02-15,1159.199951171875
2012-02-16,1260.0
2012-02-17,1176.0
2012-02-21,1108.800048828125
2012-02-22,1058.4000244140625
2012-02-23,1075.199951171875
2012-02-24,1159.199951171875
2012-02-27,1226.4000244140625
2012-02-28,1310.4000244140625
2012-02-29,1209.5999755859375
2012-03-01,1209.5999755859375
2012-03-02,1260.0
2012-03-05,1243.199951171875
2012-03-06,1192.800048828125
2012-03-07,1209.5999755859375
2012-03-08,1159.199951171875
2012-03-09,1108.800048828125
2012-03-12,1092.0
2012-03-13,1108.800048828125
2012-03-14,1041.5999755859375
2012-03-15,1041.5999755859375
2012-03-16,1092.0
2012-03-19,1092.0
2012-03-20,1058.4000244140625
2012-03-21,1092.0
2012-03-22,1075.199951171875
2012-03-23,1058.4000244140625
2012-03-26,1092.0
2012-03-27,1159.199951171875
2012-03-28,1159.199951171875
2012-03-29,1192.800048828125
2012-03-30,1209.5999755859375
2012-04-02,1243.199951171875
2012-04-03,1192.800048828125
2012-04-04,1159.199951171875
2012-04-05,1176.0
2012-04-09,1125.5999755859375
2012-04-10,1075.199951171875
2012-04-11,1008.0
2012-04-12,1024.800048828125
2012-04-13,974.4000244140625
2012-04-16,991.2000122070312
2012-04-17,957.5999755859375
2012-04-18,957.5999755859375
2012-04-19,957.5999755859375
2012-04-20,991.2000122070312
2012-04-23,957.5999755859375
2012-04-24,974.4000244140625
2012-04-25,1008.0
2012-04-26,991.2000122070312
2012-04-27,974.4000244140625
2012-04-30,991.2000122070312
2012-05-01,957.5999755859375
2012-05-02,957.5999755859375
2012-05-03,890.4000244140625
2012-05-04,840.0
2012-05-07,823.2000122070312
2012-05-08,806.4000244140625
2012-05-09,789.5999755859375
2012-05-10,823.2000122070312
2012-05-11,789.5999755859375
2012-05-14,840.0
2012-05-15,840.0
2012-05-16,806.4000244140625
2012-05-17,806.4000244140625
2012-05-18,722.4000244140625
2012-05-21,840.0
2012-05-22,823.2000122070312
2012-05-23,789.5999755859375
2012-05-24,890.4000244140625
2012-05-25,856.7999877929688
