,FLWS
2003-10-15,10.09000015258789
2003-10-16,10.0
2003-10-17,10.079999923706055
2003-10-20,10.039999961853027
2003-10-21,9.930000305175781
2003-10-22,9.4399995803833
2003-10-23,9.399999618530273
2003-10-24,9.569999694824219
2003-10-27,9.789999961853027
2003-10-28,10.100000381469727
2003-10-29,10.479999542236328
2003-10-30,10.65999984741211
2003-10-31,10.460000038146973
2003-11-03,10.5600004196167
2003-11-04,10.75
2003-11-05,10.550000190734863
2003-11-06,10.800000190734863
2003-11-07,10.619999885559082
2003-11-10,10.520000457763672
2003-11-11,10.350000381469727
2003-11-12,11.25
2003-11-13,11.0600004196167
2003-11-14,11.109999656677246
2003-11-17,11.170000076293945
2003-11-18,11.75
2003-11-19,11.760000228881836
2003-11-20,11.770000457763672
2003-11-21,11.75
2003-11-24,11.8100004196167
2003-11-25,11.75
2003-11-26,11.699999809265137
2003-11-28,11.739999771118164
2003-12-01,12.0
2003-12-02,11.8100004196167
2003-12-03,11.640000343322754
2003-12-04,11.710000038146973
2003-12-05,11.260000228881836
2003-12-08,11.109999656677246
2003-12-09,11.069999694824219
2003-12-10,10.680000305175781
2003-12-11,11.0
2003-12-12,11.0
2003-12-15,10.489999771118164
2003-12-16,10.510000228881836
2003-12-17,10.630000114440918
2003-12-18,10.9399995803833
2003-12-19,11.020000457763672
2003-12-22,11.170000076293945
2003-12-23,11.300000190734863
2003-12-24,11.260000228881836
2003-12-26,11.720000267028809
2003-12-29,11.460000038146973
2003-12-30,11.449999809265137
2003-12-31,11.0600004196167
2004-01-02,10.989999771118164
2004-01-05,10.90999984741211
2004-01-06,10.949999809265137
2004-01-07,10.479999542236328
2004-01-08,10.390000343322754
2004-01-09,10.180000305175781
2004-01-12,10.5
2004-01-13,10.5
2004-01-14,10.289999961853027
2004-01-15,10.300000190734863
2004-01-16,10.229999542236328
2004-01-20,10.850000381469727
2004-01-21,11.0
2004-01-22,10.829999923706055
2004-01-23,10.75
2004-01-26,10.710000038146973
2004-01-27,10.630000114440918
2004-01-28,10.180000305175781
2004-01-29,10.0600004196167
2004-01-30,10.1899995803833
2004-02-02,9.970000267028809
2004-02-03,9.699999809265137
2004-02-04,9.25
2004-02-05,9.699999809265137
2004-02-06,9.75
2004-02-09,10.199999809265137
2004-02-10,10.100000381469727
2004-02-11,10.050000190734863
2004-02-12,9.75
2004-02-13,9.75
2004-02-17,9.600000381469727
2004-02-18,9.670000076293945
2004-02-19,9.619999885559082
2004-02-20,9.229999542236328
2004-02-23,9.0600004196167
2004-02-24,9.0600004196167
2004-02-25,9.050000190734863
2004-02-26,9.220000267028809
2004-02-27,9.3100004196167
2004-03-01,9.479999542236328
2004-03-02,9.680000305175781
2004-03-03,9.739999771118164
2004-03-04,9.869999885559082
2004-03-05,10.0600004196167
2004-03-08,10.0600004196167
2004-03-09,10.09000015258789
2004-03-10,10.430000305175781
2004-03-11,9.5600004196167
2004-03-12,10.34000015258789
2004-03-15,10.100000381469727
2004-03-16,9.8100004196167
2004-03-17,9.720000267028809
2004-03-18,9.600000381469727
2004-03-19,9.75
2004-03-22,9.460000038146973
2004-03-23,9.130000114440918
2004-03-24,9.149999618530273
2004-03-25,9.149999618530273
2004-03-26,9.65999984741211
2004-03-29,9.710000038146973
2004-03-30,9.489999771118164
2004-03-31,9.550000190734863
2004-04-01,10.210000038146973
2004-04-02,10.5
2004-04-05,10.90999984741211
2004-04-06,11.050000190734863
2004-04-07,11.0
2004-04-08,10.880000114440918
2004-04-12,10.930000305175781
2004-04-13,10.899999618530273
2004-04-14,10.930000305175781
2004-04-15,10.699999809265137
2004-04-16,10.460000038146973
2004-04-19,10.25
2004-04-20,10.4399995803833
2004-04-21,10.989999771118164
2004-04-22,10.350000381469727
2004-04-23,10.699999809265137
2004-04-26,10.899999618530273
2004-04-27,10.399999618530273
2004-04-28,10.100000381469727
2004-04-29,10.220000267028809
2004-04-30,9.979999542236328
2004-05-03,10.199999809265137
2004-05-04,9.960000038146973
2004-05-05,10.050000190734863
2004-05-06,10.010000228881836
2004-05-07,9.6899995803833
2004-05-10,9.289999961853027
2004-05-11,9.5
2004-05-12,9.40999984741211
2004-05-13,9.460000038146973
2004-05-14,9.329999923706055
2004-05-17,9.279999732971191
2004-05-18,9.300000190734863
2004-05-19,9.369999885559082
2004-05-20,9.539999961853027
2004-05-21,9.449999809265137
2004-05-24,9.579999923706055
2004-05-25,9.449999809265137
2004-05-26,9.489999771118164
2004-05-27,9.8100004196167
2004-05-28,9.609999656677246
2004-06-01,10.180000305175781
2004-06-02,9.949999809265137
2004-06-03,9.84000015258789
2004-06-04,9.859999656677246
2004-06-07,10.0
2004-06-08,9.880000114440918
2004-06-09,9.8100004196167
2004-06-10,9.899999618530273
2004-06-14,9.399999618530273
2004-06-15,9.380000114440918
2004-06-16,9.449999809265137
2004-06-17,9.369999885559082
2004-06-18,9.5600004196167
2004-06-21,9.479999542236328
2004-06-22,9.329999923706055
2004-06-23,9.229999542236328
2004-06-24,9.550000190734863
2004-06-25,9.579999923706055
2004-06-28,9.329999923706055
2004-06-29,8.199999809265137
2004-06-30,8.140000343322754
2004-07-01,8.170000076293945
2004-07-02,8.25
2004-07-06,8.25
2004-07-07,8.1899995803833
2004-07-08,7.260000228881836
2004-07-09,7.610000133514404
2004-07-12,7.820000171661377
2004-07-13,7.860000133514404
2004-07-14,7.5
2004-07-15,7.610000133514404
2004-07-16,7.570000171661377
2004-07-19,7.559999942779541
2004-07-20,7.619999885559082
2004-07-21,7.5
2004-07-22,7.400000095367432
2004-07-23,7.300000190734863
2004-07-26,7.400000095367432
2004-07-27,7.420000076293945
2004-07-28,7.179999828338623
2004-07-29,7.5
2004-07-30,7.539999961853027
2004-08-02,7.550000190734863
2004-08-03,7.349999904632568
2004-08-04,7.539999961853027
2004-08-05,7.199999809265137
2004-08-06,7.150000095367432
2004-08-09,7.300000190734863
2004-08-10,7.730000019073486
2004-08-11,7.599999904632568
2004-08-12,7.570000171661377
2004-08-13,7.309999942779541
2004-08-16,7.210000038146973
2004-08-17,7.360000133514404
2004-08-18,7.579999923706055
2004-08-19,7.550000190734863
2004-08-20,7.590000152587891
2004-08-23,7.590000152587891
2004-08-24,7.599999904632568
2004-08-25,7.480000019073486
2004-08-26,7.559999942779541
2004-08-27,7.53000020980835
2004-08-30,7.300000190734863
2004-08-31,7.440000057220459
2004-09-01,7.440000057220459
2004-09-02,7.599999904632568
2004-09-03,7.400000095367432
2004-09-07,7.489999771118164
2004-09-08,7.400000095367432
2004-09-09,7.409999847412109
2004-09-10,7.559999942779541
2004-09-13,7.619999885559082
2004-09-14,8.300000190734863
2004-09-15,8.600000381469727
2004-09-16,8.699999809265137
2004-09-17,8.600000381469727
2004-09-20,8.619999885559082
2004-09-21,8.720000267028809
2004-09-22,8.579999923706055
2004-09-23,8.699999809265137
2004-09-24,8.59000015258789
2004-09-27,8.100000381469727
2004-09-28,8.300000190734863
2004-09-29,8.319999694824219
2004-09-30,8.300000190734863
2004-10-01,8.350000381469727
2004-10-04,8.510000228881836
2004-10-05,8.65999984741211
2004-10-06,8.720000267028809
2004-10-07,8.649999618530273
2004-10-08,8.550000190734863
2004-10-11,8.539999961853027
2004-10-12,8.5600004196167
2004-10-13,8.539999961853027
2004-10-14,8.449999809265137
2004-10-15,8.470000267028809
2004-10-18,8.0600004196167
2004-10-19,8.050000190734863
2004-10-20,8.0
2004-10-21,8.050000190734863
2004-10-22,8.140000343322754
2004-10-25,8.079999923706055
2004-10-26,8.050000190734863
2004-10-27,8.050000190734863
2004-10-28,7.929999828338623
2004-10-29,8.079999923706055
2004-11-01,7.96999979019165
2004-11-02,7.96999979019165
2004-11-03,7.949999809265137
2004-11-04,7.949999809265137
2004-11-05,7.849999904632568
2004-11-08,7.889999866485596
2004-11-09,7.670000076293945
2004-11-10,7.46999979019165
2004-11-11,7.670000076293945
2004-11-12,7.900000095367432
2004-11-15,8.3100004196167
2004-11-16,8.25
2004-11-17,8.460000038146973
2004-11-18,8.399999618530273
2004-11-19,8.119999885559082
2004-11-22,8.079999923706055
2004-11-23,8.319999694824219
2004-11-24,8.430000305175781
2004-11-26,8.3100004196167
2004-11-29,8.399999618530273
2004-11-30,8.300000190734863
2004-12-01,8.359999656677246
2004-12-02,8.449999809265137
2004-12-03,8.5
2004-12-06,8.619999885559082
2004-12-07,8.300000190734863
2004-12-08,8.800000190734863
2004-12-09,8.75
2004-12-10,8.779999732971191
2004-12-13,8.829999923706055
2004-12-14,8.890000343322754
2004-12-15,8.869999885559082
2004-12-16,8.720000267028809
2004-12-17,8.479999542236328
2004-12-20,8.399999618530273
2004-12-21,8.380000114440918
2004-12-22,8.300000190734863
2004-12-23,8.149999618530273
2004-12-27,8.369999885559082
2004-12-28,8.380000114440918
2004-12-29,8.420000076293945
2004-12-30,8.479999542236328
2004-12-31,8.399999618530273
2005-01-03,8.390000343322754
2005-01-04,8.050000190734863
2005-01-05,8.069999694824219
2005-01-06,8.09000015258789
2005-01-07,7.989999771118164
2005-01-10,7.75
2005-01-11,7.630000114440918
2005-01-12,7.590000152587891
2005-01-13,7.659999847412109
2005-01-14,7.860000133514404
2005-01-18,7.679999828338623
2005-01-19,7.480000019073486
2005-01-20,7.599999904632568
2005-01-21,7.449999809265137
2005-01-24,7.300000190734863
2005-01-25,7.28000020980835
2005-01-26,7.320000171661377
2005-01-27,7.429999828338623
2005-01-28,7.329999923706055
2005-01-31,7.349999904632568
2005-02-01,7.460000038146973
2005-02-02,7.710000038146973
2005-02-03,7.800000190734863
2005-02-04,8.0600004196167
2005-02-07,7.739999771118164
2005-02-08,7.78000020980835
2005-02-09,7.599999904632568
2005-02-10,7.53000020980835
2005-02-11,7.579999923706055
2005-02-14,7.409999847412109
2005-02-15,7.699999809265137
2005-02-16,7.559999942779541
2005-02-17,7.429999828338623
2005-02-18,7.480000019073486
2005-02-22,7.380000114440918
2005-02-23,7.400000095367432
2005-02-24,7.409999847412109
2005-02-25,7.400000095367432
2005-02-28,7.5
2005-03-01,7.53000020980835
2005-03-02,7.570000171661377
2005-03-03,7.690000057220459
2005-03-04,7.690000057220459
2005-03-07,7.760000228881836
2005-03-08,7.75
2005-03-09,7.75
2005-03-10,7.78000020980835
2005-03-11,7.760000228881836
2005-03-14,7.809999942779541
2005-03-15,7.769999980926514
2005-03-16,7.820000171661377
2005-03-17,7.769999980926514
2005-03-18,7.579999923706055
2005-03-21,7.5
2005-03-22,7.510000228881836
2005-03-23,7.329999923706055
2005-03-24,7.28000020980835
2005-03-28,7.380000114440918
2005-03-29,7.300000190734863
2005-03-30,7.510000228881836
2005-03-31,7.570000171661377
2005-04-01,7.489999771118164
2005-04-04,7.599999904632568
2005-04-05,7.610000133514404
2005-04-06,7.71999979019165
2005-04-07,7.690000057220459
2005-04-08,7.579999923706055
2005-04-11,7.409999847412109
2005-04-12,7.650000095367432
2005-04-13,7.559999942779541
2005-04-14,7.610000133514404
2005-04-15,7.429999828338623
2005-04-18,7.53000020980835
2005-04-19,7.559999942779541
2005-04-20,7.630000114440918
2005-04-21,7.25
2005-04-22,7.03000020980835
2005-04-25,6.789999961853027
2005-04-26,6.800000190734863
2005-04-27,6.809999942779541
2005-04-28,6.860000133514404
2005-04-29,6.699999809265137
2005-05-02,6.809999942779541
2005-05-03,6.809999942779541
2005-05-04,6.860000133514404
2005-05-05,6.949999809265137
2005-05-06,7.0
2005-05-09,7.03000020980835
2005-05-10,6.809999942779541
2005-05-11,6.829999923706055
2005-05-12,6.630000114440918
2005-05-13,6.71999979019165
2005-05-16,7.150000095367432
2005-05-17,7.340000152587891
2005-05-18,7.440000057220459
2005-05-19,7.360000133514404
2005-05-20,7.420000076293945
2005-05-23,7.670000076293945
2005-05-24,7.550000190734863
2005-05-25,7.420000076293945
2005-05-26,7.650000095367432
2005-05-27,7.75
2005-05-31,7.409999847412109
2005-06-01,7.340000152587891
2005-06-02,7.320000171661377
2005-06-03,7.230000019073486
2005-06-06,7.179999828338623
2005-06-07,7.269999980926514
2005-06-08,7.320000171661377
2005-06-09,7.429999828338623
2005-06-10,7.380000114440918
2005-06-13,7.340000152587891
2005-06-14,7.440000057220459
2005-06-15,7.360000133514404
2005-06-16,7.269999980926514
2005-06-17,7.110000133514404
2005-06-20,7.179999828338623
2005-06-21,7.190000057220459
2005-06-22,7.230000019073486
2005-06-23,7.260000228881836
2005-06-24,7.070000171661377
2005-06-27,7.110000133514404
2005-06-28,7.050000190734863
2005-06-29,7.019999980926514
2005-06-30,7.039999961853027
2005-07-01,7.099999904632568
2005-07-05,7.28000020980835
2005-07-06,7.050000190734863
2005-07-07,7.03000020980835
2005-07-08,7.179999828338623
2005-07-11,7.369999885559082
2005-07-12,7.190000057220459
2005-07-13,7.090000152587891
2005-07-14,7.050000190734863
2005-07-15,7.110000133514404
2005-07-18,7.070000171661377
2005-07-19,7.150000095367432
2005-07-20,7.320000171661377
2005-07-21,7.190000057220459
2005-07-22,7.25
2005-07-25,7.170000076293945
2005-07-26,7.159999847412109
2005-07-27,7.28000020980835
2005-07-28,7.360000133514404
2005-07-29,7.460000038146973
2005-08-01,7.579999923706055
2005-08-02,7.690000057220459
2005-08-03,7.519999980926514
2005-08-04,7.300000190734863
2005-08-05,7.090000152587891
2005-08-08,7.210000038146973
2005-08-09,7.170000076293945
2005-08-10,7.429999828338623
2005-08-11,7.460000038146973
2005-08-12,7.260000228881836
2005-08-15,7.440000057220459
2005-08-16,7.28000020980835
2005-08-17,7.380000114440918
2005-08-18,7.309999942779541
2005-08-19,7.110000133514404
2005-08-22,7.090000152587891
2005-08-23,6.940000057220459
2005-08-24,6.760000228881836
2005-08-25,6.78000020980835
2005-08-26,6.710000038146973
2005-08-29,6.920000076293945
2005-08-30,6.980000019073486
2005-08-31,6.949999809265137
2005-09-01,6.96999979019165
2005-09-02,6.980000019073486
2005-09-06,6.940000057220459
2005-09-07,6.929999828338623
2005-09-08,6.880000114440918
2005-09-09,6.889999866485596
2005-09-12,6.889999866485596
2005-09-13,6.78000020980835
2005-09-14,6.690000057220459
2005-09-15,6.599999904632568
2005-09-16,6.71999979019165
2005-09-19,7.300000190734863
2005-09-20,7.099999904632568
2005-09-21,6.78000020980835
2005-09-22,7.059999942779541
2005-09-23,7.119999885559082
2005-09-26,6.800000190734863
2005-09-27,6.849999904632568
2005-09-28,6.880000114440918
2005-09-29,7.019999980926514
2005-09-30,7.010000228881836
2005-10-03,6.929999828338623
2005-10-04,6.789999961853027
2005-10-05,6.78000020980835
2005-10-06,6.650000095367432
2005-10-07,6.710000038146973
2005-10-10,6.5
2005-10-11,6.300000190734863
2005-10-12,6.409999847412109
2005-10-13,6.519999980926514
2005-10-14,6.699999809265137
2005-10-17,6.619999885559082
2005-10-18,6.5
2005-10-19,6.489999771118164
2005-10-20,6.53000020980835
2005-10-21,6.360000133514404
2005-10-24,6.53000020980835
2005-10-25,6.599999904632568
2005-10-26,6.699999809265137
2005-10-27,6.5
2005-10-28,6.610000133514404
2005-10-31,6.789999961853027
2005-11-01,6.590000152587891
2005-11-02,6.889999866485596
2005-11-03,6.699999809265137
2005-11-04,6.590000152587891
2005-11-07,6.889999866485596
2005-11-08,6.829999923706055
2005-11-09,6.760000228881836
2005-11-10,6.820000171661377
2005-11-11,6.650000095367432
2005-11-14,6.539999961853027
2005-11-15,6.409999847412109
2005-11-16,6.420000076293945
2005-11-17,6.489999771118164
2005-11-18,6.559999942779541
2005-11-21,6.71999979019165
2005-11-22,6.980000019073486
2005-11-23,6.96999979019165
2005-11-25,6.949999809265137
2005-11-28,6.849999904632568
2005-11-29,6.829999923706055
2005-11-30,6.929999828338623
2005-12-01,6.909999847412109
2005-12-02,6.900000095367432
2005-12-05,7.070000171661377
2005-12-06,7.110000133514404
2005-12-07,7.119999885559082
2005-12-08,7.5
2005-12-09,7.46999979019165
2005-12-12,7.380000114440918
2005-12-13,7.309999942779541
2005-12-14,7.260000228881836
2005-12-15,7.239999771118164
2005-12-16,7.039999961853027
2005-12-19,6.989999771118164
2005-12-20,6.840000152587891
2005-12-21,6.880000114440918
2005-12-22,6.869999885559082
2005-12-23,6.840000152587891
2005-12-27,6.730000019073486
2005-12-28,6.5
2005-12-29,6.460000038146973
2005-12-30,6.420000076293945
2006-01-03,6.360000133514404
2006-01-04,6.389999866485596
2006-01-05,6.46999979019165
2006-01-06,6.519999980926514
2006-01-09,6.480000019073486
2006-01-10,6.53000020980835
2006-01-11,6.619999885559082
2006-01-12,6.639999866485596
2006-01-13,6.599999904632568
2006-01-17,6.579999923706055
2006-01-18,6.590000152587891
2006-01-19,6.570000171661377
2006-01-20,6.510000228881836
2006-01-23,6.650000095367432
2006-01-24,6.789999961853027
2006-01-25,6.909999847412109
2006-01-26,6.860000133514404
2006-01-27,6.769999980926514
2006-01-30,6.699999809265137
2006-01-31,6.570000171661377
2006-02-01,6.53000020980835
2006-02-02,6.46999979019165
2006-02-03,6.409999847412109
2006-02-06,6.429999828338623
2006-02-07,6.320000171661377
2006-02-08,6.28000020980835
2006-02-09,6.269999980926514
2006-02-10,6.369999885559082
2006-02-13,6.289999961853027
2006-02-14,6.570000171661377
2006-02-15,6.440000057220459
2006-02-16,6.440000057220459
2006-02-17,6.380000114440918
2006-02-21,6.269999980926514
2006-02-22,6.230000019073486
2006-02-23,6.269999980926514
2006-02-24,6.300000190734863
2006-02-27,6.349999904632568
2006-02-28,6.380000114440918
2006-03-01,6.510000228881836
2006-03-02,6.519999980926514
2006-03-03,6.5
2006-03-06,6.5
2006-03-07,6.510000228881836
2006-03-08,6.550000190734863
2006-03-09,6.5
2006-03-10,6.539999961853027
2006-03-13,6.53000020980835
2006-03-14,6.679999828338623
2006-03-15,6.679999828338623
2006-03-16,6.730000019073486
2006-03-17,6.679999828338623
2006-03-20,6.730000019073486
2006-03-21,6.539999961853027
2006-03-22,6.71999979019165
2006-03-23,6.800000190734863
2006-03-24,6.78000020980835
2006-03-27,6.570000171661377
2006-03-28,6.510000228881836
2006-03-29,6.559999942779541
2006-03-30,6.860000133514404
2006-03-31,7.099999904632568
2006-04-03,7.039999961853027
2006-04-04,7.059999942779541
2006-04-05,7.0
2006-04-06,7.019999980926514
2006-04-07,6.989999771118164
2006-04-10,7.760000228881836
2006-04-11,7.5
2006-04-12,7.650000095367432
2006-04-13,7.820000171661377
2006-04-17,7.550000190734863
2006-04-18,7.699999809265137
2006-04-19,7.710000038146973
2006-04-20,7.71999979019165
2006-04-21,7.739999771118164
2006-04-24,7.599999904632568
2006-04-25,7.480000019073486
2006-04-26,7.329999923706055
2006-04-27,7.260000228881836
2006-04-28,7.21999979019165
2006-05-01,7.130000114440918
2006-05-02,7.260000228881836
2006-05-03,7.179999828338623
2006-05-04,7.199999809265137
2006-05-05,7.199999809265137
2006-05-08,7.510000228881836
2006-05-09,7.349999904632568
2006-05-10,7.449999809265137
2006-05-11,7.340000152587891
2006-05-12,7.300000190734863
2006-05-15,7.179999828338623
2006-05-16,7.179999828338623
2006-05-17,7.079999923706055
2006-05-18,6.949999809265137
2006-05-19,6.699999809265137
2006-05-22,6.650000095367432
2006-05-23,6.329999923706055
2006-05-24,6.579999923706055
2006-05-25,6.480000019073486
2006-05-26,6.590000152587891
2006-05-30,6.260000228881836
2006-05-31,6.309999942779541
2006-06-01,6.21999979019165
2006-06-02,6.28000020980835
2006-06-05,6.170000076293945
2006-06-06,6.349999904632568
2006-06-07,6.119999885559082
2006-06-08,6.050000190734863
2006-06-09,5.679999828338623
2006-06-12,5.760000228881836
2006-06-13,5.579999923706055
2006-06-14,5.650000095367432
2006-06-15,5.78000020980835
2006-06-16,5.800000190734863
2006-06-19,5.619999885559082
2006-06-20,5.46999979019165
2006-06-21,5.559999942779541
2006-06-22,5.550000190734863
2006-06-23,5.5
2006-06-26,5.619999885559082
2006-06-27,5.539999961853027
2006-06-28,5.510000228881836
2006-06-29,5.760000228881836
2006-06-30,5.769999980926514
2006-07-03,5.880000114440918
2006-07-05,5.820000171661377
2006-07-06,5.699999809265137
2006-07-07,5.650000095367432
2006-07-10,5.630000114440918
2006-07-11,5.889999866485596
2006-07-12,5.809999942779541
2006-07-13,5.659999847412109
2006-07-14,5.760000228881836
2006-07-17,5.639999866485596
2006-07-18,5.599999904632568
2006-07-19,6.03000020980835
2006-07-20,5.510000228881836
2006-07-21,5.630000114440918
2006-07-24,5.480000019073486
2006-07-25,5.590000152587891
2006-07-26,5.579999923706055
2006-07-27,5.46999979019165
2006-07-28,5.590000152587891
2006-07-31,5.71999979019165
2006-08-01,5.590000152587891
2006-08-02,5.579999923706055
2006-08-03,5.710000038146973
2006-08-04,5.71999979019165
2006-08-07,5.630000114440918
2006-08-08,5.699999809265137
2006-08-09,5.849999904632568
2006-08-10,5.050000190734863
2006-08-11,4.760000228881836
2006-08-14,4.690000057220459
2006-08-15,4.650000095367432
2006-08-16,4.619999885559082
2006-08-17,4.610000133514404
2006-08-18,4.800000190734863
2006-08-21,4.619999885559082
2006-08-22,4.639999866485596
2006-08-23,4.53000020980835
2006-08-24,4.460000038146973
2006-08-25,4.349999904632568
2006-08-28,4.409999847412109
2006-08-29,4.559999942779541
2006-08-30,4.579999923706055
2006-08-31,4.610000133514404
2006-09-01,4.71999979019165
2006-09-05,4.949999809265137
2006-09-06,4.920000076293945
2006-09-07,4.869999885559082
2006-09-08,4.949999809265137
2006-09-11,5.139999866485596
2006-09-12,5.389999866485596
2006-09-13,5.360000133514404
2006-09-14,5.289999961853027
2006-09-15,5.119999885559082
2006-09-18,5.409999847412109
2006-09-19,5.28000020980835
2006-09-20,5.420000076293945
2006-09-21,5.429999828338623
2006-09-22,5.150000095367432
2006-09-25,5.320000171661377
2006-09-26,5.199999809265137
2006-09-27,5.230000019073486
2006-09-28,5.260000228881836
2006-09-29,5.260000228881836
2006-10-02,5.0
2006-10-03,5.119999885559082
2006-10-04,5.070000171661377
2006-10-05,5.289999961853027
2006-10-06,5.139999866485596
2006-10-09,5.25
2006-10-10,5.130000114440918
2006-10-11,5.059999942779541
2006-10-12,5.070000171661377
2006-10-13,5.25
2006-10-16,5.329999923706055
2006-10-17,5.28000020980835
2006-10-18,5.480000019073486
2006-10-19,5.579999923706055
2006-10-20,5.440000057220459
2006-10-23,5.400000095367432
2006-10-24,5.28000020980835
2006-10-25,5.579999923706055
2006-10-26,5.559999942779541
2006-10-27,5.510000228881836
2006-10-30,5.599999904632568
2006-10-31,5.519999980926514
2006-11-01,5.550000190734863
2006-11-02,5.360000133514404
2006-11-03,5.230000019073486
2006-11-06,5.130000114440918
2006-11-07,5.179999828338623
2006-11-08,5.289999961853027
2006-11-09,5.309999942779541
2006-11-10,5.869999885559082
2006-11-13,5.53000020980835
2006-11-14,5.5
2006-11-15,5.570000171661377
2006-11-16,5.480000019073486
2006-11-17,5.670000076293945
2006-11-20,5.800000190734863
2006-11-21,5.670000076293945
2006-11-22,5.550000190734863
2006-11-24,5.460000038146973
2006-11-27,5.260000228881836
2006-11-28,5.210000038146973
2006-11-29,5.369999885559082
2006-11-30,5.619999885559082
2006-12-01,5.659999847412109
2006-12-04,5.650000095367432
2006-12-05,5.610000133514404
2006-12-06,5.550000190734863
2006-12-07,5.510000228881836
2006-12-08,5.610000133514404
2006-12-11,5.690000057220459
2006-12-12,6.079999923706055
2006-12-13,6.03000020980835
2006-12-14,6.130000114440918
2006-12-15,5.980000019073486
2006-12-18,5.949999809265137
2006-12-19,5.820000171661377
2006-12-20,5.949999809265137
2006-12-21,5.960000038146973
2006-12-22,5.920000076293945
2006-12-26,6.050000190734863
2006-12-27,6.300000190734863
2006-12-28,6.159999847412109
2006-12-29,6.159999847412109
2007-01-03,6.199999809265137
2007-01-04,6.400000095367432
2007-01-05,6.159999847412109
2007-01-08,6.119999885559082
2007-01-09,6.010000228881836
2007-01-10,5.96999979019165
2007-01-11,6.0
2007-01-12,6.039999961853027
2007-01-16,6.150000095367432
2007-01-17,6.199999809265137
2007-01-18,6.150000095367432
2007-01-19,6.260000228881836
2007-01-22,6.239999771118164
2007-01-23,6.460000038146973
2007-01-24,6.650000095367432
2007-01-25,6.75
2007-01-26,6.820000171661377
2007-01-29,6.900000095367432
2007-01-30,7.010000228881836
2007-01-31,7.059999942779541
2007-02-01,7.139999866485596
2007-02-02,7.110000133514404
2007-02-05,7.190000057220459
2007-02-06,7.46999979019165
2007-02-07,7.460000038146973
2007-02-08,7.739999771118164
2007-02-09,7.559999942779541
2007-02-12,7.599999904632568
2007-02-13,7.510000228881836
2007-02-14,6.909999847412109
2007-02-15,7.070000171661377
2007-02-16,6.980000019073486
2007-02-20,7.21999979019165
2007-02-21,7.519999980926514
2007-02-22,7.730000019073486
2007-02-23,7.809999942779541
2007-02-26,7.639999866485596
2007-02-27,7.349999904632568
2007-02-28,7.309999942779541
2007-03-01,7.610000133514404
2007-03-02,7.639999866485596
2007-03-05,7.150000095367432
2007-03-06,7.75
2007-03-07,7.630000114440918
2007-03-08,7.429999828338623
2007-03-09,7.579999923706055
2007-03-12,7.710000038146973
2007-03-13,7.190000057220459
2007-03-14,7.199999809265137
2007-03-15,7.349999904632568
2007-03-16,7.050000190734863
2007-03-19,7.159999847412109
2007-03-20,7.28000020980835
2007-03-21,7.360000133514404
2007-03-22,7.760000228881836
2007-03-23,7.920000076293945
2007-03-26,7.880000114440918
2007-03-27,7.849999904632568
2007-03-28,7.78000020980835
2007-03-29,7.760000228881836
2007-03-30,7.78000020980835
2007-04-02,7.980000019073486
2007-04-03,7.909999847412109
2007-04-04,7.989999771118164
2007-04-05,7.880000114440918
2007-04-09,7.800000190734863
2007-04-10,7.920000076293945
2007-04-11,8.239999771118164
2007-04-12,8.3100004196167
2007-04-13,8.5
2007-04-16,8.449999809265137
2007-04-17,8.550000190734863
2007-04-18,8.479999542236328
2007-04-19,8.210000038146973
2007-04-20,8.079999923706055
2007-04-23,8.119999885559082
2007-04-24,8.050000190734863
2007-04-25,8.3100004196167
2007-04-26,8.350000381469727
2007-04-27,8.180000305175781
2007-04-30,8.09000015258789
2007-05-01,8.15999984741211
2007-05-02,8.149999618530273
2007-05-03,8.010000228881836
2007-05-04,8.010000228881836
2007-05-07,8.260000228881836
2007-05-08,8.210000038146973
2007-05-09,8.149999618530273
2007-05-10,8.0
2007-05-11,8.220000267028809
2007-05-14,8.039999961853027
2007-05-15,7.800000190734863
2007-05-16,7.820000171661377
2007-05-17,8.25
2007-05-18,8.180000305175781
2007-05-21,8.270000457763672
2007-05-22,8.319999694824219
2007-05-23,8.510000228881836
2007-05-24,8.520000457763672
2007-05-25,8.59000015258789
2007-05-29,8.550000190734863
2007-05-30,8.649999618530273
2007-05-31,8.869999885559082
2007-06-01,9.130000114440918
2007-06-04,9.09000015258789
2007-06-05,9.079999923706055
2007-06-06,9.199999809265137
2007-06-07,8.9399995803833
2007-06-08,9.229999542236328
2007-06-11,9.180000305175781
2007-06-12,9.079999923706055
2007-06-13,9.220000267028809
2007-06-14,9.15999984741211
2007-06-15,9.350000381469727
2007-06-18,9.239999771118164
2007-06-19,9.359999656677246
2007-06-20,9.130000114440918
2007-06-21,9.029999732971191
2007-06-22,8.979999542236328
2007-06-25,8.779999732971191
2007-06-26,9.210000038146973
2007-06-27,9.210000038146973
2007-06-28,9.069999694824219
2007-06-29,9.430000305175781
2007-07-02,9.670000076293945
2007-07-03,9.8100004196167
2007-07-05,9.819999694824219
2007-07-06,9.899999618530273
2007-07-09,9.930000305175781
2007-07-10,9.779999732971191
2007-07-11,9.859999656677246
2007-07-12,10.029999732971191
2007-07-13,9.680000305175781
2007-07-16,9.899999618530273
2007-07-17,10.279999732971191
2007-07-18,10.050000190734863
2007-07-19,9.989999771118164
2007-07-20,9.890000343322754
2007-07-23,9.899999618530273
2007-07-24,9.609999656677246
