,SRE
2002-10-31,22.139999389648438
2002-11-01,22.389999389648438
2002-11-04,23.100000381469727
2002-11-05,22.34000015258789
2002-11-06,22.889999389648438
2002-11-07,22.010000228881836
2002-11-08,21.729999542236328
2002-11-11,21.790000915527344
2002-11-12,21.059999465942383
2002-11-13,21.049999237060547
2002-11-14,21.8799991607666
2002-11-15,22.149999618530273
2002-11-18,22.049999237060547
2002-11-19,21.959999084472656
2002-11-20,22.200000762939453
2002-11-21,22.610000610351562
2002-11-22,23.110000610351562
2002-11-25,22.889999389648438
2002-11-26,22.959999084472656
2002-11-27,23.0
2002-11-29,23.170000076293945
2002-12-02,23.450000762939453
2002-12-03,23.399999618530273
2002-12-04,22.799999237060547
2002-12-05,22.600000381469727
2002-12-06,22.799999237060547
2002-12-09,23.059999465942383
2002-12-10,22.940000534057617
2002-12-11,23.31999969482422
2002-12-12,23.950000762939453
2002-12-13,23.649999618530273
2002-12-16,24.3700008392334
2002-12-17,24.290000915527344
2002-12-18,24.049999237060547
2002-12-19,23.399999618530273
2002-12-20,23.200000762939453
2002-12-23,22.940000534057617
2002-12-24,22.979999542236328
2002-12-26,23.219999313354492
2002-12-27,23.0
2002-12-30,23.5
2002-12-31,23.649999618530273
2003-01-02,24.3700008392334
2003-01-03,24.829999923706055
2003-01-06,25.889999389648438
2003-01-07,25.059999465942383
2003-01-08,25.489999771118164
2003-01-09,25.149999618530273
2003-01-10,25.06999969482422
2003-01-13,24.3799991607666
2003-01-14,24.760000228881836
2003-01-15,24.610000610351562
2003-01-16,24.719999313354492
2003-01-17,24.40999984741211
2003-01-21,24.399999618530273
2003-01-22,24.399999618530273
2003-01-23,24.549999237060547
2003-01-24,23.729999542236328
2003-01-27,23.329999923706055
2003-01-28,23.639999389648438
2003-01-29,23.540000915527344
2003-01-30,23.59000015258789
2003-01-31,24.100000381469727
2003-02-03,24.600000381469727
2003-02-04,24.209999084472656
2003-02-05,23.829999923706055
2003-02-06,23.920000076293945
2003-02-07,23.3700008392334
2003-02-10,23.450000762939453
2003-02-11,22.989999771118164
2003-02-12,22.639999389648438
2003-02-13,23.079999923706055
2003-02-14,23.489999771118164
2003-02-18,23.549999237060547
2003-02-19,23.389999389648438
2003-02-20,24.399999618530273
2003-02-21,24.719999313354492
2003-02-24,24.8700008392334
2003-02-25,24.639999389648438
2003-02-26,24.079999923706055
2003-02-27,23.030000686645508
2003-02-28,23.200000762939453
2003-03-03,23.0
2003-03-04,22.8700008392334
2003-03-05,22.5
2003-03-06,22.59000015258789
2003-03-07,22.889999389648438
2003-03-10,22.6299991607666
2003-03-11,22.600000381469727
2003-03-12,22.56999969482422
2003-03-13,23.030000686645508
2003-03-14,23.31999969482422
2003-03-17,23.649999618530273
2003-03-18,23.68000030517578
2003-03-19,23.809999465942383
2003-03-20,24.399999618530273
2003-03-21,25.020000457763672
2003-03-24,24.229999542236328
2003-03-25,25.1299991607666
2003-03-26,24.489999771118164
2003-03-27,25.010000228881836
2003-03-28,24.950000762939453
2003-03-31,24.959999084472656
2003-04-01,25.079999923706055
2003-04-02,24.950000762939453
2003-04-03,24.84000015258789
2003-04-04,25.010000228881836
2003-04-07,25.209999084472656
2003-04-08,25.139999389648438
2003-04-09,24.739999771118164
2003-04-10,25.3799991607666
2003-04-11,25.709999084472656
2003-04-14,26.270000457763672
2003-04-15,26.489999771118164
2003-04-16,26.540000915527344
2003-04-17,26.299999237060547
2003-04-21,26.399999618530273
2003-04-22,26.639999389648438
2003-04-23,26.68000030517578
2003-04-24,27.110000610351562
2003-04-25,26.860000610351562
2003-04-28,27.110000610351562
2003-04-29,26.950000762939453
2003-04-30,26.84000015258789
2003-05-01,25.139999389648438
2003-05-02,24.40999984741211
2003-05-05,24.850000381469727
2003-05-06,24.989999771118164
2003-05-07,24.440000534057617
2003-05-08,24.399999618530273
2003-05-09,24.700000762939453
2003-05-12,24.829999923706055
2003-05-13,25.200000762939453
2003-05-14,25.209999084472656
2003-05-15,25.280000686645508
2003-05-16,26.15999984741211
2003-05-19,25.600000381469727
2003-05-20,25.700000762939453
2003-05-21,25.90999984741211
2003-05-22,26.510000228881836
2003-05-23,27.450000762939453
2003-05-27,27.489999771118164
2003-05-28,27.1200008392334
2003-05-29,26.899999618530273
2003-05-30,27.270000457763672
2003-06-02,27.809999465942383
2003-06-03,27.770000457763672
2003-06-04,28.350000381469727
2003-06-05,28.09000015258789
2003-06-06,27.920000076293945
2003-06-09,27.709999084472656
2003-06-10,27.850000381469727
2003-06-11,28.149999618530273
2003-06-12,28.760000228881836
2003-06-13,28.649999618530273
2003-06-16,29.1299991607666
2003-06-17,28.969999313354492
2003-06-18,29.059999465942383
2003-06-19,28.809999465942383
2003-06-20,28.940000534057617
2003-06-23,28.90999984741211
2003-06-24,28.829999923706055
2003-06-25,28.729999542236328
2003-06-26,28.969999313354492
2003-06-27,28.549999237060547
2003-06-30,28.530000686645508
2003-07-01,28.489999771118164
2003-07-02,28.729999542236328
2003-07-03,28.5
2003-07-07,28.719999313354492
2003-07-08,28.520000457763672
2003-07-09,28.0
2003-07-10,27.59000015258789
2003-07-11,27.959999084472656
2003-07-14,28.190000534057617
2003-07-15,27.979999542236328
2003-07-16,27.6200008392334
2003-07-17,27.670000076293945
2003-07-18,28.229999542236328
2003-07-21,27.549999237060547
2003-07-22,27.610000610351562
2003-07-23,27.790000915527344
2003-07-24,27.75
2003-07-25,28.190000534057617
2003-07-28,27.899999618530273
2003-07-29,27.81999969482422
2003-07-30,27.760000228881836
2003-07-31,27.829999923706055
2003-08-01,27.670000076293945
2003-08-04,27.989999771118164
2003-08-05,27.579999923706055
2003-08-06,27.59000015258789
2003-08-07,27.899999618530273
2003-08-08,27.920000076293945
2003-08-11,27.950000762939453
2003-08-12,28.459999084472656
2003-08-13,28.18000030517578
2003-08-14,28.600000381469727
2003-08-15,28.559999465942383
2003-08-18,28.31999969482422
2003-08-19,28.459999084472656
2003-08-20,28.780000686645508
2003-08-21,29.190000534057617
2003-08-22,28.649999618530273
2003-08-25,29.030000686645508
2003-08-26,29.360000610351562
2003-08-27,29.1299991607666
2003-08-28,29.329999923706055
2003-08-29,29.75
2003-09-02,30.079999923706055
2003-09-03,30.139999389648438
2003-09-04,29.979999542236328
2003-09-05,29.68000030517578
2003-09-08,29.75
2003-09-09,29.549999237060547
2003-09-10,29.799999237060547
2003-09-11,30.1299991607666
2003-09-12,30.059999465942383
2003-09-15,29.959999084472656
2003-09-16,30.170000076293945
2003-09-17,29.399999618530273
2003-09-18,29.700000762939453
2003-09-19,29.719999313354492
2003-09-22,29.40999984741211
2003-09-23,29.389999389648438
2003-09-24,29.489999771118164
2003-09-25,29.229999542236328
2003-09-26,29.219999313354492
2003-09-29,29.600000381469727
2003-09-30,29.360000610351562
2003-10-01,30.059999465942383
2003-10-02,30.309999465942383
2003-10-03,30.670000076293945
2003-10-06,30.649999618530273
2003-10-07,30.399999618530273
2003-10-08,28.450000762939453
2003-10-09,28.799999237060547
2003-10-10,28.670000076293945
2003-10-13,28.399999618530273
2003-10-14,28.229999542236328
2003-10-15,28.440000534057617
2003-10-16,28.440000534057617
2003-10-17,28.3700008392334
2003-10-20,28.459999084472656
2003-10-21,27.969999313354492
2003-10-22,28.100000381469727
2003-10-23,28.110000610351562
2003-10-24,27.989999771118164
2003-10-27,27.950000762939453
2003-10-28,28.059999465942383
2003-10-29,28.049999237060547
2003-10-30,27.850000381469727
2003-10-31,27.799999237060547
2003-11-03,28.079999923706055
2003-11-04,27.780000686645508
2003-11-05,27.549999237060547
2003-11-06,28.329999923706055
2003-11-07,28.149999618530273
2003-11-10,27.690000534057617
2003-11-11,27.600000381469727
2003-11-12,27.899999618530273
2003-11-13,27.68000030517578
2003-11-14,27.459999084472656
2003-11-17,27.020000457763672
2003-11-18,26.399999618530273
2003-11-19,26.989999771118164
2003-11-20,26.979999542236328
2003-11-21,27.020000457763672
2003-11-24,27.56999969482422
2003-11-25,27.860000610351562
2003-11-26,28.020000457763672
2003-11-28,28.31999969482422
2003-12-01,28.200000762939453
2003-12-02,27.989999771118164
2003-12-03,28.0
2003-12-04,28.260000228881836
2003-12-05,29.100000381469727
2003-12-08,29.0
2003-12-09,28.729999542236328
2003-12-10,28.559999465942383
2003-12-11,28.530000686645508
2003-12-12,28.600000381469727
2003-12-15,28.649999618530273
2003-12-16,28.329999923706055
2003-12-17,28.299999237060547
2003-12-18,29.110000610351562
2003-12-19,29.030000686645508
2003-12-22,29.75
2003-12-23,29.799999237060547
2003-12-24,29.760000228881836
2003-12-26,29.850000381469727
2003-12-29,30.059999465942383
2003-12-30,30.059999465942383
2003-12-31,30.059999465942383
2004-01-02,30.200000762939453
2004-01-05,30.049999237060547
2004-01-06,30.200000762939453
2004-01-07,30.229999542236328
2004-01-08,30.059999465942383
2004-01-09,30.149999618530273
2004-01-12,29.829999923706055
2004-01-13,29.739999771118164
2004-01-14,30.329999923706055
2004-01-15,30.170000076293945
2004-01-16,30.520000457763672
2004-01-20,30.8700008392334
2004-01-21,31.3799991607666
2004-01-22,31.68000030517578
2004-01-23,31.950000762939453
2004-01-26,31.479999542236328
2004-01-27,31.43000030517578
2004-01-28,31.239999771118164
2004-01-29,31.350000381469727
2004-01-30,31.139999389648438
2004-02-02,30.93000030517578
2004-02-03,31.040000915527344
2004-02-04,30.899999618530273
2004-02-05,30.93000030517578
2004-02-06,31.139999389648438
2004-02-09,30.809999465942383
2004-02-10,31.270000457763672
2004-02-11,31.520000457763672
2004-02-12,31.299999237060547
2004-02-13,31.010000228881836
2004-02-17,31.149999618530273
2004-02-18,31.100000381469727
2004-02-19,31.010000228881836
2004-02-20,30.940000534057617
2004-02-23,30.90999984741211
2004-02-24,31.3799991607666
2004-02-25,31.56999969482422
2004-02-26,31.68000030517578
2004-02-27,31.700000762939453
2004-03-01,32.380001068115234
2004-03-02,32.400001525878906
2004-03-03,32.66999816894531
2004-03-04,32.849998474121094
2004-03-05,32.959999084472656
2004-03-08,32.900001525878906
2004-03-09,32.720001220703125
2004-03-10,32.33000183105469
2004-03-11,31.709999084472656
2004-03-12,31.90999984741211
2004-03-15,31.809999465942383
2004-03-16,32.119998931884766
2004-03-17,32.880001068115234
2004-03-18,31.959999084472656
2004-03-19,31.649999618530273
2004-03-22,31.399999618530273
2004-03-23,31.309999465942383
2004-03-24,31.239999771118164
2004-03-25,31.239999771118164
2004-03-26,31.030000686645508
2004-03-29,31.190000534057617
2004-03-30,31.8799991607666
2004-03-31,31.799999237060547
2004-04-01,32.0099983215332
2004-04-02,32.11000061035156
2004-04-05,32.11000061035156
2004-04-06,32.099998474121094
2004-04-07,32.189998626708984
2004-04-08,32.11000061035156
2004-04-12,31.719999313354492
2004-04-13,31.100000381469727
2004-04-14,31.299999237060547
2004-04-15,31.239999771118164
2004-04-16,31.270000457763672
2004-04-19,31.15999984741211
2004-04-20,31.25
2004-04-21,31.200000762939453
2004-04-22,31.520000457763672
2004-04-23,31.739999771118164
2004-04-26,31.75
2004-04-27,31.649999618530273
2004-04-28,31.219999313354492
2004-04-29,31.399999618530273
2004-04-30,31.75
2004-05-03,32.22999954223633
2004-05-04,32.45000076293945
2004-05-05,32.88999938964844
2004-05-06,32.93000030517578
2004-05-07,32.209999084472656
2004-05-10,31.350000381469727
2004-05-11,31.149999618530273
2004-05-12,31.329999923706055
2004-05-13,31.270000457763672
2004-05-14,31.639999389648438
2004-05-17,31.40999984741211
2004-05-18,31.209999084472656
2004-05-19,31.079999923706055
2004-05-20,31.200000762939453
2004-05-21,31.219999313354492
2004-05-24,31.469999313354492
2004-05-25,32.38999938964844
2004-05-26,32.459999084472656
2004-05-27,32.939998626708984
2004-05-28,33.369998931884766
2004-06-01,33.25
2004-06-02,33.45000076293945
2004-06-03,33.41999816894531
2004-06-04,33.2400016784668
2004-06-07,34.27000045776367
2004-06-08,33.88999938964844
2004-06-09,33.88999938964844
2004-06-10,34.52000045776367
2004-06-14,34.650001525878906
2004-06-15,34.38999938964844
2004-06-16,34.400001525878906
2004-06-17,34.5
2004-06-18,34.599998474121094
2004-06-21,34.5099983215332
2004-06-22,34.59000015258789
2004-06-23,34.45000076293945
2004-06-24,34.560001373291016
2004-06-25,34.470001220703125
2004-06-28,34.47999954223633
2004-06-29,34.02000045776367
2004-06-30,34.43000030517578
2004-07-01,34.27000045776367
2004-07-02,34.56999969482422
2004-07-06,34.70000076293945
2004-07-07,34.79999923706055
2004-07-08,34.560001373291016
2004-07-09,34.5
2004-07-12,34.290000915527344
2004-07-13,34.27000045776367
2004-07-14,34.2400016784668
2004-07-15,34.81999969482422
2004-07-16,35.45000076293945
2004-07-19,35.95000076293945
2004-07-20,36.11000061035156
2004-07-21,35.40999984741211
2004-07-22,35.45000076293945
2004-07-23,34.83000183105469
2004-07-26,34.97999954223633
2004-07-27,34.790000915527344
2004-07-28,35.13999938964844
2004-07-29,35.58000183105469
2004-07-30,35.75
2004-08-02,35.939998626708984
2004-08-03,36.04999923706055
2004-08-04,36.459999084472656
2004-08-05,36.0
2004-08-06,36.09000015258789
2004-08-09,35.810001373291016
2004-08-10,35.63999938964844
2004-08-11,35.529998779296875
2004-08-12,35.540000915527344
2004-08-13,35.529998779296875
2004-08-16,35.72999954223633
2004-08-17,35.849998474121094
2004-08-18,36.34000015258789
2004-08-19,36.400001525878906
2004-08-20,36.70000076293945
2004-08-23,36.36000061035156
2004-08-24,35.97999954223633
2004-08-25,36.5
2004-08-26,36.29999923706055
2004-08-27,36.20000076293945
2004-08-30,36.11000061035156
2004-08-31,36.150001525878906
2004-09-01,36.75
2004-09-02,36.900001525878906
2004-09-03,36.880001068115234
2004-09-07,37.189998626708984
2004-09-08,36.61000061035156
2004-09-09,36.459999084472656
2004-09-10,36.439998626708984
2004-09-13,36.5099983215332
2004-09-14,36.70000076293945
2004-09-15,36.279998779296875
2004-09-16,36.5
2004-09-17,36.599998474121094
2004-09-20,36.290000915527344
2004-09-21,36.400001525878906
2004-09-22,36.369998931884766
2004-09-23,35.90999984741211
2004-09-24,35.900001525878906
2004-09-27,36.040000915527344
2004-09-28,36.2400016784668
2004-09-29,36.25
2004-09-30,36.189998626708984
2004-10-01,36.5
2004-10-04,36.70000076293945
2004-10-05,36.619998931884766
2004-10-06,36.95000076293945
2004-10-07,36.529998779296875
2004-10-08,36.959999084472656
2004-10-11,36.95000076293945
2004-10-12,37.189998626708984
2004-10-13,36.0
2004-10-14,35.81999969482422
2004-10-15,36.34000015258789
2004-10-18,33.150001525878906
2004-10-19,32.63999938964844
2004-10-20,33.349998474121094
2004-10-21,33.689998626708984
2004-10-22,34.099998474121094
2004-10-25,34.34000015258789
2004-10-26,33.529998779296875
2004-10-27,33.68000030517578
2004-10-28,33.20000076293945
2004-10-29,33.540000915527344
2004-11-01,34.15999984741211
2004-11-02,33.779998779296875
2004-11-03,34.709999084472656
2004-11-04,35.15999984741211
2004-11-05,35.349998474121094
2004-11-08,35.5
2004-11-09,35.45000076293945
2004-11-10,35.779998779296875
2004-11-11,36.18000030517578
2004-11-12,36.79999923706055
2004-11-15,36.86000061035156
2004-11-16,36.880001068115234
2004-11-17,36.650001525878906
2004-11-18,37.33000183105469
2004-11-19,36.529998779296875
2004-11-22,37.119998931884766
2004-11-23,37.59000015258789
2004-11-24,37.79999923706055
2004-11-26,37.7400016784668
2004-11-29,37.2599983215332
2004-11-30,36.97999954223633
2004-12-01,36.709999084472656
2004-12-02,36.29999923706055
2004-12-03,36.29999923706055
2004-12-06,36.150001525878906
2004-12-07,35.779998779296875
2004-12-08,35.59000015258789
2004-12-09,35.58000183105469
2004-12-10,35.400001525878906
2004-12-13,35.959999084472656
2004-12-14,36.04999923706055
2004-12-15,36.15999984741211
2004-12-16,36.31999969482422
2004-12-17,37.0
2004-12-20,37.099998474121094
2004-12-21,36.970001220703125
2004-12-22,37.20000076293945
2004-12-23,37.150001525878906
2004-12-27,36.75
2004-12-28,36.900001525878906
2004-12-29,36.7599983215332
2004-12-30,36.810001373291016
2004-12-31,36.68000030517578
2005-01-03,36.29999923706055
2005-01-04,36.209999084472656
2005-01-05,35.75
2005-01-06,36.06999969482422
2005-01-07,36.04999923706055
2005-01-10,36.150001525878906
2005-01-11,36.11000061035156
2005-01-12,35.84000015258789
2005-01-13,35.959999084472656
2005-01-14,36.380001068115234
2005-01-18,36.709999084472656
2005-01-19,36.52000045776367
2005-01-20,36.439998626708984
2005-01-21,36.04999923706055
2005-01-24,36.220001220703125
2005-01-25,36.279998779296875
2005-01-26,36.709999084472656
2005-01-27,36.95000076293945
2005-01-28,36.900001525878906
2005-01-31,37.220001220703125
2005-02-01,37.369998931884766
2005-02-02,37.75
2005-02-03,38.029998779296875
2005-02-04,38.90999984741211
2005-02-07,39.0
2005-02-08,39.380001068115234
2005-02-09,39.5099983215332
2005-02-10,39.90999984741211
2005-02-11,40.290000915527344
2005-02-14,40.5
2005-02-15,40.060001373291016
2005-02-16,40.33000183105469
2005-02-17,40.0
2005-02-18,39.5
2005-02-22,39.279998779296875
2005-02-23,39.650001525878906
2005-02-24,39.58000183105469
2005-02-25,39.63999938964844
2005-02-28,40.0
2005-03-01,40.47999954223633
2005-03-02,40.38999938964844
2005-03-03,40.189998626708984
2005-03-04,40.849998474121094
2005-03-07,42.18000030517578
2005-03-08,41.88999938964844
2005-03-09,40.849998474121094
2005-03-10,40.70000076293945
2005-03-11,39.9900016784668
2005-03-14,40.970001220703125
2005-03-15,40.65999984741211
2005-03-16,40.41999816894531
2005-03-17,40.790000915527344
2005-03-18,40.560001373291016
2005-03-21,40.83000183105469
2005-03-22,39.459999084472656
2005-03-23,39.22999954223633
2005-03-24,39.45000076293945
2005-03-28,39.619998931884766
2005-03-29,38.93000030517578
2005-03-30,39.29999923706055
2005-03-31,39.84000015258789
2005-04-01,40.040000915527344
2005-04-04,40.0
2005-04-05,40.349998474121094
2005-04-06,40.459999084472656
2005-04-07,40.58000183105469
2005-04-08,40.22999954223633
2005-04-11,40.22999954223633
2005-04-12,40.779998779296875
2005-04-13,40.310001373291016
2005-04-14,39.619998931884766
2005-04-15,38.630001068115234
2005-04-18,38.810001373291016
2005-04-19,39.79999923706055
2005-04-20,38.63999938964844
2005-04-21,39.70000076293945
2005-04-22,39.84000015258789
2005-04-25,40.0
2005-04-26,39.900001525878906
2005-04-27,39.95000076293945
2005-04-28,39.18000030517578
2005-04-29,40.380001068115234
2005-05-02,40.40999984741211
2005-05-03,40.47999954223633
2005-05-04,39.5
2005-05-05,38.97999954223633
2005-05-06,39.130001068115234
2005-05-09,39.22999954223633
2005-05-10,38.91999816894531
2005-05-11,39.04999923706055
2005-05-12,38.369998931884766
2005-05-13,37.81999969482422
2005-05-16,38.08000183105469
2005-05-17,38.75
2005-05-18,38.75
2005-05-19,38.849998474121094
2005-05-20,38.540000915527344
2005-05-23,38.59000015258789
2005-05-24,38.68000030517578
2005-05-25,38.54999923706055
2005-05-26,39.04999923706055
2005-05-27,39.220001220703125
2005-05-31,39.66999816894531
2005-06-01,39.79999923706055
2005-06-02,39.65999984741211
2005-06-03,39.779998779296875
2005-06-06,39.75
2005-06-07,39.70000076293945
2005-06-08,39.95000076293945
2005-06-09,39.91999816894531
2005-06-10,40.04999923706055
2005-06-13,40.29999923706055
2005-06-14,40.099998474121094
2005-06-15,39.91999816894531
2005-06-16,39.970001220703125
2005-06-17,40.130001068115234
2005-06-20,40.11000061035156
2005-06-21,40.150001525878906
2005-06-22,40.52000045776367
2005-06-23,40.849998474121094
2005-06-24,40.619998931884766
2005-06-27,40.7599983215332
2005-06-28,40.880001068115234
2005-06-29,40.97999954223633
2005-06-30,41.310001373291016
2005-07-01,41.81999969482422
2005-07-05,41.81999969482422
2005-07-06,41.63999938964844
2005-07-07,41.880001068115234
2005-07-08,42.0
2005-07-11,42.33000183105469
2005-07-12,42.599998474121094
2005-07-13,42.54999923706055
2005-07-14,42.2599983215332
2005-07-15,42.34000015258789
2005-07-18,42.2400016784668
2005-07-19,42.34000015258789
2005-07-20,42.619998931884766
2005-07-21,41.9900016784668
2005-07-22,42.27000045776367
2005-07-25,42.04999923706055
2005-07-26,42.150001525878906
2005-07-27,42.029998779296875
2005-07-28,42.349998474121094
2005-07-29,42.5
2005-08-01,42.02000045776367
2005-08-02,42.900001525878906
2005-08-03,43.18000030517578
2005-08-04,42.849998474121094
2005-08-05,42.0
2005-08-08,41.099998474121094
2005-08-09,41.9900016784668
2005-08-10,42.099998474121094
2005-08-11,42.5
2005-08-12,42.13999938964844
2005-08-15,42.4900016784668
2005-08-16,41.9900016784668
2005-08-17,42.52000045776367
2005-08-18,43.439998626708984
2005-08-19,43.5
2005-08-22,44.2400016784668
2005-08-23,44.290000915527344
2005-08-24,44.0
2005-08-25,44.220001220703125
2005-08-26,43.9900016784668
2005-08-29,44.18000030517578
2005-08-30,44.25
2005-08-31,44.81999969482422
2005-09-01,45.5
2005-09-02,45.13999938964844
2005-09-06,45.18000030517578
2005-09-07,45.779998779296875
2005-09-08,44.97999954223633
2005-09-09,45.70000076293945
2005-09-12,45.29999923706055
2005-09-13,44.83000183105469
2005-09-14,45.900001525878906
2005-09-15,45.95000076293945
2005-09-16,46.7599983215332
2005-09-19,46.72999954223633
2005-09-20,45.91999816894531
2005-09-21,45.4900016784668
2005-09-22,45.349998474121094
2005-09-23,45.5
2005-09-26,45.65999984741211
2005-09-27,45.40999984741211
2005-09-28,45.9900016784668
2005-09-29,46.79999923706055
2005-09-30,47.060001373291016
2005-10-03,47.4900016784668
2005-10-04,46.459999084472656
2005-10-05,44.869998931884766
2005-10-06,43.43000030517578
2005-10-07,43.970001220703125
2005-10-10,43.45000076293945
2005-10-11,43.619998931884766
2005-10-12,43.150001525878906
2005-10-13,42.79999923706055
2005-10-14,42.939998626708984
2005-10-17,43.290000915527344
2005-10-18,42.720001220703125
2005-10-19,42.689998626708984
2005-10-20,41.439998626708984
2005-10-21,41.459999084472656
2005-10-24,42.880001068115234
2005-10-25,43.029998779296875
2005-10-26,42.5
2005-10-27,42.25
2005-10-28,43.040000915527344
2005-10-31,44.29999923706055
2005-11-01,43.150001525878906
2005-11-02,43.0
2005-11-03,43.029998779296875
2005-11-04,42.79999923706055
2005-11-07,42.959999084472656
2005-11-08,43.099998474121094
2005-11-09,43.880001068115234
2005-11-10,43.810001373291016
2005-11-11,43.22999954223633
2005-11-14,43.04999923706055
2005-11-15,42.45000076293945
2005-11-16,42.43000030517578
2005-11-17,42.599998474121094
2005-11-18,42.34000015258789
2005-11-21,43.099998474121094
2005-11-22,43.720001220703125
2005-11-23,43.40999984741211
2005-11-25,43.5
2005-11-28,43.52000045776367
2005-11-29,44.279998779296875
2005-11-30,43.95000076293945
2005-12-01,44.209999084472656
2005-12-02,44.540000915527344
2005-12-05,44.81999969482422
2005-12-06,44.63999938964844
2005-12-07,44.25
2005-12-08,44.9900016784668
2005-12-09,45.5099983215332
2005-12-12,45.02000045776367
2005-12-13,45.599998474121094
2005-12-14,46.5
2005-12-15,46.47999954223633
2005-12-16,46.56999969482422
2005-12-19,45.83000183105469
2005-12-20,45.83000183105469
2005-12-21,45.58000183105469
2005-12-22,45.2599983215332
2005-12-23,45.13999938964844
2005-12-27,44.90999984741211
2005-12-28,44.869998931884766
2005-12-29,44.75
2005-12-30,44.84000015258789
2006-01-03,46.13999938964844
2006-01-04,45.540000915527344
2006-01-05,46.81999969482422
2006-01-06,46.9900016784668
2006-01-09,46.54999923706055
2006-01-10,46.630001068115234
2006-01-11,46.90999984741211
2006-01-12,46.70000076293945
2006-01-13,47.220001220703125
2006-01-17,47.599998474121094
2006-01-18,47.560001373291016
2006-01-19,47.68000030517578
2006-01-20,47.72999954223633
2006-01-23,47.54999923706055
2006-01-24,48.08000183105469
2006-01-25,47.83000183105469
2006-01-26,47.900001525878906
2006-01-27,48.25
2006-01-30,48.15999984741211
2006-01-31,48.04999923706055
2006-02-01,48.20000076293945
2006-02-02,47.439998626708984
2006-02-03,47.02000045776367
2006-02-06,47.08000183105469
2006-02-07,47.0099983215332
2006-02-08,46.810001373291016
2006-02-09,46.709999084472656
2006-02-10,46.880001068115234
2006-02-13,46.70000076293945
2006-02-14,46.70000076293945
2006-02-15,46.72999954223633
2006-02-16,47.209999084472656
2006-02-17,47.86000061035156
2006-02-21,48.45000076293945
2006-02-22,48.720001220703125
2006-02-23,48.5
2006-02-24,48.58000183105469
2006-02-27,48.279998779296875
2006-02-28,47.84000015258789
2006-03-01,47.970001220703125
2006-03-02,47.9900016784668
2006-03-03,46.650001525878906
2006-03-06,46.0
2006-03-07,46.29999923706055
2006-03-08,46.13999938964844
2006-03-09,45.810001373291016
2006-03-10,46.5099983215332
2006-03-13,46.63999938964844
2006-03-14,46.95000076293945
2006-03-15,46.83000183105469
2006-03-16,47.2400016784668
2006-03-17,47.22999954223633
2006-03-20,46.79999923706055
2006-03-21,46.380001068115234
2006-03-22,46.40999984741211
2006-03-23,46.91999816894531
2006-03-24,47.220001220703125
2006-03-27,46.66999816894531
2006-03-28,46.77000045776367
2006-03-29,46.709999084472656
2006-03-30,46.529998779296875
2006-03-31,46.459999084472656
2006-04-03,46.5
2006-04-04,46.560001373291016
2006-04-05,47.06999969482422
2006-04-06,46.75
2006-04-07,45.880001068115234
2006-04-10,45.54999923706055
2006-04-11,44.68000030517578
2006-04-12,45.119998931884766
2006-04-13,44.65999984741211
2006-04-17,44.720001220703125
2006-04-18,46.31999969482422
2006-04-19,45.709999084472656
2006-04-20,45.79999923706055
2006-04-21,45.900001525878906
2006-04-24,46.130001068115234
2006-04-25,45.5
2006-04-26,45.560001373291016
2006-04-27,46.130001068115234
2006-04-28,46.02000045776367
2006-05-01,46.130001068115234
2006-05-02,45.31999969482422
2006-05-03,45.2400016784668
2006-05-04,46.0
2006-05-05,46.95000076293945
2006-05-08,46.47999954223633
2006-05-09,45.41999816894531
2006-05-10,45.810001373291016
2006-05-11,45.150001525878906
2006-05-12,44.36000061035156
2006-05-15,44.93000030517578
2006-05-16,44.380001068115234
2006-05-17,43.369998931884766
2006-05-18,43.650001525878906
2006-05-19,44.040000915527344
2006-05-22,45.29999923706055
2006-05-23,44.79999923706055
2006-05-24,44.84000015258789
2006-05-25,45.220001220703125
2006-05-26,45.16999816894531
2006-05-30,44.689998626708984
2006-05-31,44.970001220703125
2006-06-01,45.20000076293945
2006-06-02,46.11000061035156
2006-06-05,45.08000183105469
2006-06-06,44.900001525878906
2006-06-07,44.45000076293945
2006-06-08,44.83000183105469
2006-06-09,44.599998474121094
2006-06-12,44.470001220703125
2006-06-13,43.65999984741211
2006-06-14,43.36000061035156
2006-06-15,44.13999938964844
2006-06-16,44.380001068115234
2006-06-19,43.97999954223633
2006-06-20,43.66999816894531
2006-06-21,44.459999084472656
2006-06-22,44.16999816894531
2006-06-23,43.86000061035156
2006-06-26,44.16999816894531
2006-06-27,43.79999923706055
2006-06-28,44.84000015258789
2006-06-29,45.13999938964844
2006-06-30,45.47999954223633
2006-07-03,46.25
2006-07-05,45.93000030517578
2006-07-06,45.9900016784668
2006-07-07,46.08000183105469
2006-07-10,45.33000183105469
2006-07-11,45.810001373291016
2006-07-12,45.470001220703125
2006-07-13,45.15999984741211
2006-07-14,44.90999984741211
2006-07-17,45.0099983215332
2006-07-18,45.209999084472656
2006-07-19,46.689998626708984
2006-07-20,46.70000076293945
2006-07-21,47.02000045776367
2006-07-24,47.5
2006-07-25,47.540000915527344
2006-07-26,48.06999969482422
2006-07-27,48.08000183105469
2006-07-28,48.470001220703125
2006-07-31,48.2599983215332
2006-08-01,48.56999969482422
2006-08-02,47.93000030517578
2006-08-03,47.869998931884766
2006-08-04,47.439998626708984
2006-08-07,47.31999969482422
2006-08-08,47.310001373291016
2006-08-09,47.650001525878906
2006-08-10,47.20000076293945
