,CSGS
2001-01-04,45.875
2001-01-05,43.25
2001-01-08,44.0625
2001-01-09,45.25
2001-01-10,46.5
2001-01-11,46.1875
2001-01-12,46.1875
2001-01-16,47.0
2001-01-17,47.0
2001-01-18,51.5625
2001-01-19,49.0
2001-01-22,49.125
2001-01-23,51.25
2001-01-24,49.4375
2001-01-25,45.75
2001-01-26,45.6875
2001-01-29,45.25
2001-01-30,44.5625
2001-01-31,44.375
2001-02-01,42.4375
2001-02-02,40.8125
2001-02-05,40.25
2001-02-06,41.375
2001-02-07,40.9375
2001-02-08,42.8125
2001-02-09,42.4375
2001-02-12,41.9375
2001-02-13,41.3125
2001-02-14,38.5
2001-02-15,39.125
2001-02-16,36.125
2001-02-20,35.71875
2001-02-21,35.8125
2001-02-22,37.625
2001-02-23,38.234375
2001-02-26,36.875
2001-02-27,37.125
2001-02-28,37.6875
2001-03-01,37.8125
2001-03-02,40.9375
2001-03-05,41.0
2001-03-06,42.875
2001-03-07,43.0625
2001-03-08,42.5
2001-03-09,43.4375
2001-03-12,43.125
2001-03-13,42.5
2001-03-14,41.5625
2001-03-15,41.5
2001-03-16,40.3125
2001-03-19,41.6875
2001-03-20,41.0625
2001-03-21,40.25
2001-03-22,39.25
2001-03-23,40.625
2001-03-26,41.5
2001-03-27,42.25
2001-03-28,42.6875
2001-03-29,41.9375
2001-03-30,41.1875
2001-04-02,39.8125
2001-04-03,37.0625
2001-04-04,37.0625
2001-04-05,40.0625
2001-04-06,40.875
2001-04-09,42.06999969482422
2001-04-10,45.150001525878906
2001-04-11,46.900001525878906
2001-04-12,47.7599983215332
2001-04-16,47.02000045776367
2001-04-17,48.5
2001-04-18,51.5
2001-04-19,51.470001220703125
2001-04-20,48.09000015258789
2001-04-23,45.54999923706055
2001-04-24,45.91999816894531
2001-04-25,46.2599983215332
2001-04-26,54.90999984741211
2001-04-27,55.97999954223633
2001-04-30,58.209999084472656
2001-05-01,59.349998474121094
2001-05-02,58.54999923706055
2001-05-03,57.0099983215332
2001-05-04,56.95000076293945
2001-05-07,58.5
2001-05-08,58.81999969482422
2001-05-09,58.7400016784668
2001-05-10,59.08000183105469
2001-05-11,59.0
2001-05-14,58.31999969482422
2001-05-15,61.43000030517578
2001-05-16,60.20000076293945
2001-05-17,60.099998474121094
2001-05-18,60.060001373291016
2001-05-21,62.33000183105469
2001-05-22,63.29999923706055
2001-05-23,60.970001220703125
2001-05-24,61.79999923706055
2001-05-25,61.310001373291016
2001-05-29,60.33000183105469
2001-05-30,59.709999084472656
2001-05-31,60.27000045776367
2001-06-01,60.349998474121094
2001-06-04,59.5
2001-06-05,62.20000076293945
2001-06-06,61.54999923706055
2001-06-07,62.68000030517578
2001-06-08,59.79999923706055
2001-06-11,60.38999938964844
2001-06-12,60.36000061035156
2001-06-13,59.5
2001-06-14,58.79999923706055
2001-06-15,57.29999923706055
2001-06-18,56.75
2001-06-19,55.5099983215332
2001-06-20,56.150001525878906
2001-06-21,54.95000076293945
2001-06-22,55.560001373291016
2001-06-25,55.939998626708984
2001-06-26,55.45000076293945
2001-06-27,56.97999954223633
2001-06-28,57.72999954223633
2001-06-29,58.0
2001-07-02,59.0099983215332
2001-07-03,58.95000076293945
2001-07-05,57.2599983215332
2001-07-06,56.63999938964844
2001-07-09,56.38999938964844
2001-07-10,56.88999938964844
2001-07-11,56.5
2001-07-12,54.06999969482422
2001-07-13,54.0099983215332
2001-07-16,52.650001525878906
2001-07-17,54.099998474121094
2001-07-18,53.290000915527344
2001-07-19,52.7599983215332
2001-07-20,53.540000915527344
2001-07-23,51.400001525878906
2001-07-24,48.150001525878906
2001-07-25,45.29999923706055
2001-07-26,51.5099983215332
2001-07-27,51.5099983215332
2001-07-30,50.630001068115234
2001-07-31,47.15999984741211
2001-08-01,48.91999816894531
2001-08-02,48.959999084472656
2001-08-03,49.29999923706055
2001-08-06,49.099998474121094
2001-08-07,48.790000915527344
2001-08-08,48.2400016784668
2001-08-09,47.279998779296875
2001-08-10,47.52000045776367
2001-08-13,47.79999923706055
2001-08-14,47.29999923706055
2001-08-15,46.38999938964844
2001-08-16,46.54999923706055
2001-08-17,45.20000076293945
2001-08-20,45.9900016784668
2001-08-21,45.11000061035156
2001-08-22,46.599998474121094
2001-08-23,46.4900016784668
2001-08-24,48.0
2001-08-27,49.119998931884766
2001-08-28,47.45000076293945
2001-08-29,47.9900016784668
2001-08-30,46.09000015258789
2001-08-31,45.900001525878906
2001-09-04,44.599998474121094
2001-09-05,42.59000015258789
2001-09-06,42.58000183105469
2001-09-07,42.11000061035156
2001-09-10,41.75
2001-09-17,40.369998931884766
2001-09-18,41.5
2001-09-19,41.95000076293945
2001-09-20,41.619998931884766
2001-09-21,41.40999984741211
2001-09-24,43.20000076293945
2001-09-25,41.959999084472656
2001-09-26,42.0
2001-09-27,42.900001525878906
2001-09-28,41.0
2001-10-01,39.290000915527344
2001-10-02,38.439998626708984
2001-10-03,39.86000061035156
2001-10-04,38.68000030517578
2001-10-05,40.130001068115234
2001-10-08,40.34000015258789
2001-10-09,40.2400016784668
2001-10-10,41.95000076293945
2001-10-11,42.0099983215332
2001-10-12,41.70000076293945
2001-10-15,39.439998626708984
2001-10-16,39.38999938964844
2001-10-17,38.0
2001-10-18,37.779998779296875
2001-10-19,39.22999954223633
2001-10-22,37.599998474121094
2001-10-23,36.900001525878906
2001-10-24,38.33000183105469
2001-10-25,38.65999984741211
2001-10-26,40.02000045776367
2001-10-29,39.20000076293945
2001-10-30,31.760000228881836
2001-10-31,31.260000228881836
2001-11-01,33.5
2001-11-02,33.689998626708984
2001-11-05,34.75
2001-11-06,33.959999084472656
2001-11-07,33.72999954223633
2001-11-08,33.11000061035156
2001-11-09,33.130001068115234
2001-11-12,33.029998779296875
2001-11-13,33.709999084472656
2001-11-14,33.72999954223633
2001-11-15,33.63999938964844
2001-11-16,35.34000015258789
2001-11-19,33.599998474121094
2001-11-20,33.25
2001-11-21,33.400001525878906
2001-11-23,34.70000076293945
2001-11-26,34.290000915527344
2001-11-27,32.650001525878906
2001-11-28,31.530000686645508
2001-11-29,30.760000228881836
2001-11-30,30.950000762939453
2001-12-03,32.40999984741211
2001-12-04,32.619998931884766
2001-12-05,33.93000030517578
2001-12-06,35.279998779296875
2001-12-07,34.61000061035156
2001-12-10,35.36000061035156
2001-12-11,35.11000061035156
2001-12-12,35.040000915527344
2001-12-13,34.209999084472656
2001-12-14,34.43000030517578
2001-12-17,35.040000915527344
2001-12-18,35.2400016784668
2001-12-19,36.0099983215332
2001-12-20,38.0
2001-12-21,38.099998474121094
2001-12-24,40.650001525878906
2001-12-26,41.9900016784668
2001-12-27,41.4900016784668
2001-12-28,41.20000076293945
2001-12-31,40.45000076293945
2002-01-02,40.5
2002-01-03,39.77000045776367
2002-01-04,39.9900016784668
2002-01-07,38.59000015258789
2002-01-08,38.29999923706055
2002-01-09,40.90999984741211
2002-01-10,40.5
2002-01-11,40.29999923706055
2002-01-14,39.2599983215332
2002-01-15,39.40999984741211
2002-01-16,36.439998626708984
2002-01-17,34.95000076293945
2002-01-18,35.119998931884766
2002-01-22,35.02000045776367
2002-01-23,35.7400016784668
2002-01-24,35.77000045776367
2002-01-25,35.95000076293945
2002-01-28,36.130001068115234
2002-01-29,37.470001220703125
2002-01-30,37.36000061035156
2002-01-31,37.11000061035156
2002-02-01,38.59000015258789
2002-02-04,36.9900016784668
2002-02-05,36.150001525878906
2002-02-06,35.25
2002-02-07,36.16999816894531
2002-02-08,36.220001220703125
2002-02-11,35.880001068115234
2002-02-12,34.349998474121094
2002-02-13,34.70000076293945
2002-02-14,31.540000915527344
2002-02-15,31.299999237060547
2002-02-19,30.65999984741211
2002-02-20,31.139999389648438
2002-02-21,30.510000228881836
2002-02-22,30.829999923706055
2002-02-25,31.65999984741211
2002-02-26,32.08000183105469
2002-02-27,32.2599983215332
2002-02-28,31.18000030517578
2002-03-01,32.90999984741211
2002-03-04,34.77000045776367
2002-03-05,33.869998931884766
2002-03-06,35.68000030517578
2002-03-07,36.16999816894531
2002-03-08,36.279998779296875
2002-03-11,36.599998474121094
2002-03-12,36.970001220703125
2002-03-13,35.45000076293945
2002-03-14,30.139999389648438
2002-03-15,30.850000381469727
2002-03-18,31.68000030517578
2002-03-19,31.760000228881836
2002-03-20,30.280000686645508
2002-03-21,30.809999465942383
2002-03-22,30.81999969482422
2002-03-25,30.43000030517578
2002-03-26,30.40999984741211
2002-03-27,30.299999237060547
2002-03-28,28.469999313354492
2002-04-01,27.170000076293945
2002-04-02,26.43000030517578
2002-04-03,26.350000381469727
2002-04-04,25.780000686645508
2002-04-05,24.549999237060547
2002-04-08,25.09000015258789
2002-04-09,25.920000076293945
2002-04-10,26.0
2002-04-11,24.809999465942383
2002-04-12,24.280000686645508
2002-04-15,24.709999084472656
2002-04-16,26.440000534057617
2002-04-17,26.649999618530273
2002-04-18,24.8799991607666
2002-04-19,26.0
2002-04-22,25.399999618530273
2002-04-23,25.6299991607666
2002-04-24,26.31999969482422
2002-04-25,26.399999618530273
2002-04-26,25.6200008392334
2002-04-29,25.959999084472656
2002-04-30,26.219999313354492
2002-05-01,27.5
2002-05-02,27.040000915527344
2002-05-03,27.020000457763672
2002-05-06,26.540000915527344
2002-05-07,27.25
2002-05-08,30.010000228881836
2002-05-09,28.809999465942383
2002-05-10,28.200000762939453
2002-05-13,26.020000457763672
2002-05-14,26.920000076293945
2002-05-15,27.65999984741211
2002-05-16,27.18000030517578
2002-05-17,28.59000015258789
2002-05-20,28.350000381469727
2002-05-21,26.65999984741211
2002-05-22,26.989999771118164
2002-05-23,27.760000228881836
2002-05-24,27.90999984741211
2002-05-28,26.610000610351562
2002-05-29,26.350000381469727
2002-05-30,26.989999771118164
2002-05-31,26.530000686645508
2002-06-03,25.75
2002-06-04,25.700000762939453
2002-06-05,25.149999618530273
2002-06-06,24.780000686645508
2002-06-07,24.5
2002-06-10,24.540000915527344
2002-06-11,24.040000915527344
2002-06-12,23.65999984741211
2002-06-13,24.579999923706055
2002-06-14,24.940000534057617
2002-06-17,26.170000076293945
2002-06-18,26.100000381469727
2002-06-19,26.350000381469727
2002-06-20,25.709999084472656
2002-06-21,22.100000381469727
2002-06-24,20.799999237060547
2002-06-25,19.399999618530273
2002-06-26,19.809999465942383
2002-06-27,18.25
2002-06-28,19.139999389648438
2002-07-01,17.729999542236328
2002-07-02,17.280000686645508
2002-07-03,17.440000534057617
2002-07-05,18.520000457763672
2002-07-08,17.899999618530273
2002-07-09,15.770000457763672
2002-07-10,15.710000038146973
2002-07-11,16.610000610351562
2002-07-12,15.800000190734863
2002-07-15,16.709999084472656
2002-07-16,17.5
2002-07-17,17.399999618530273
2002-07-18,16.520000457763672
2002-07-19,16.31999969482422
2002-07-22,16.149999618530273
2002-07-23,15.260000228881836
2002-07-24,15.170000076293945
2002-07-25,14.84000015258789
2002-07-26,15.0600004196167
2002-07-29,15.770000457763672
2002-07-30,10.5
2002-07-31,11.569999694824219
2002-08-01,11.1899995803833
2002-08-02,10.300000190734863
2002-08-05,10.510000228881836
2002-08-06,10.869999885559082
2002-08-07,10.65999984741211
2002-08-08,10.829999923706055
2002-08-09,10.739999771118164
2002-08-12,10.6899995803833
2002-08-13,10.609999656677246
2002-08-14,11.520000457763672
2002-08-15,11.069999694824219
2002-08-16,11.380000114440918
2002-08-19,11.979999542236328
2002-08-20,12.079999923706055
2002-08-21,12.5
2002-08-22,12.920000076293945
2002-08-23,12.420000076293945
2002-08-26,12.710000038146973
2002-08-27,12.279999732971191
2002-08-28,11.529999732971191
2002-08-29,12.050000190734863
2002-08-30,11.880000114440918
2002-09-03,11.550000190734863
2002-09-04,11.779999732971191
2002-09-05,11.25
2002-09-06,12.100000381469727
2002-09-09,11.90999984741211
2002-09-10,12.109999656677246
2002-09-11,11.960000038146973
2002-09-12,11.789999961853027
2002-09-13,11.979999542236328
2002-09-16,11.640000343322754
2002-09-17,11.619999885559082
2002-09-18,11.760000228881836
2002-09-19,11.220000267028809
2002-09-20,10.399999618530273
2002-09-23,10.40999984741211
2002-09-24,10.140000343322754
2002-09-25,10.130000114440918
2002-09-26,10.670000076293945
2002-09-27,11.069999694824219
2002-09-30,10.899999618530273
2002-10-01,11.020000457763672
2002-10-02,10.210000038146973
2002-10-03,10.510000228881836
2002-10-04,10.0
2002-10-07,9.279999732971191
2002-10-08,9.390000343322754
2002-10-09,8.979999542236328
2002-10-10,9.890000343322754
2002-10-11,10.279999732971191
2002-10-14,10.609999656677246
2002-10-15,11.239999771118164
2002-10-16,10.84000015258789
2002-10-17,11.40999984741211
2002-10-18,11.430000305175781
2002-10-21,12.010000228881836
2002-10-22,11.579999923706055
2002-10-23,11.680000305175781
2002-10-24,11.369999885559082
2002-10-25,11.979999542236328
2002-10-28,11.760000228881836
2002-10-29,11.949999809265137
2002-10-30,12.329999923706055
2002-10-31,12.869999885559082
2002-11-01,13.100000381469727
2002-11-04,14.539999961853027
2002-11-05,14.59000015258789
2002-11-06,14.460000038146973
2002-11-07,14.529999732971191
2002-11-08,14.350000381469727
2002-11-11,14.0
2002-11-12,14.470000267028809
2002-11-13,14.75
2002-11-14,15.5600004196167
2002-11-15,16.030000686645508
2002-11-18,15.899999618530273
2002-11-19,15.680000305175781
2002-11-20,16.68000030517578
2002-11-21,17.149999618530273
2002-11-22,14.789999961853027
2002-11-25,14.899999618530273
2002-11-26,14.399999618530273
2002-11-27,14.4399995803833
2002-11-29,14.100000381469727
2002-12-02,14.270000457763672
2002-12-03,14.800000190734863
2002-12-04,14.579999923706055
2002-12-05,14.350000381469727
2002-12-06,14.220000267028809
2002-12-09,13.520000457763672
2002-12-10,13.899999618530273
2002-12-11,13.90999984741211
2002-12-12,14.0
2002-12-13,13.649999618530273
2002-12-16,14.100000381469727
2002-12-17,13.6899995803833
2002-12-18,13.40999984741211
2002-12-19,13.329999923706055
2002-12-20,13.449999809265137
2002-12-23,13.449999809265137
2002-12-24,13.359999656677246
2002-12-26,13.350000381469727
2002-12-27,13.220000267028809
2002-12-30,13.140000343322754
2002-12-31,13.649999618530273
2003-01-02,13.649999618530273
2003-01-03,13.550000190734863
2003-01-06,13.9399995803833
2003-01-07,13.850000381469727
2003-01-08,13.819999694824219
2003-01-09,14.609999656677246
2003-01-10,15.109999656677246
2003-01-13,15.119999885559082
2003-01-14,15.020000457763672
2003-01-15,15.010000228881836
2003-01-16,15.359999656677246
2003-01-17,15.050000190734863
2003-01-21,14.899999618530273
2003-01-22,13.699999809265137
2003-01-23,13.84000015258789
2003-01-24,13.850000381469727
2003-01-27,14.039999961853027
2003-01-28,13.960000038146973
2003-01-29,10.4399995803833
2003-01-30,10.479999542236328
2003-01-31,10.399999618530273
2003-02-03,10.5
2003-02-04,10.149999618530273
2003-02-05,9.819999694824219
2003-02-06,9.630000114440918
2003-02-07,9.670000076293945
2003-02-10,9.359999656677246
2003-02-11,9.40999984741211
2003-02-12,9.489999771118164
2003-02-13,9.270000457763672
2003-02-14,9.59000015258789
2003-02-18,9.579999923706055
2003-02-19,9.529999732971191
2003-02-20,9.619999885559082
2003-02-21,9.720000267028809
2003-02-24,9.25
2003-02-25,9.369999885559082
2003-02-26,9.079999923706055
2003-02-27,9.100000381469727
2003-02-28,9.649999618530273
2003-03-03,9.260000228881836
2003-03-04,9.100000381469727
2003-03-05,9.109999656677246
2003-03-06,9.09000015258789
2003-03-07,9.369999885559082
2003-03-10,9.119999885559082
2003-03-11,8.9399995803833
2003-03-12,8.90999984741211
2003-03-13,9.0
2003-03-14,9.15999984741211
2003-03-17,9.59000015258789
2003-03-18,9.9399995803833
2003-03-19,9.869999885559082
2003-03-20,10.390000343322754
2003-03-21,10.25
2003-03-24,9.850000381469727
2003-03-25,10.239999771118164
2003-03-26,10.0600004196167
2003-03-27,10.210000038146973
2003-03-28,10.279999732971191
2003-03-31,8.670000076293945
2003-04-01,9.0
2003-04-02,8.960000038146973
2003-04-03,8.5
2003-04-04,8.399999618530273
2003-04-07,9.130000114440918
2003-04-08,8.970000267028809
2003-04-09,9.130000114440918
2003-04-10,9.260000228881836
2003-04-11,9.130000114440918
2003-04-14,9.0
2003-04-15,9.09000015258789
2003-04-16,9.600000381469727
2003-04-17,9.680000305175781
2003-04-21,9.890000343322754
2003-04-22,10.079999923706055
2003-04-23,10.609999656677246
2003-04-24,9.949999809265137
2003-04-25,10.0
2003-04-28,10.220000267028809
2003-04-29,10.210000038146973
2003-04-30,10.5
2003-05-01,10.859999656677246
2003-05-02,11.319999694824219
2003-05-05,11.369999885559082
2003-05-06,11.569999694824219
2003-05-07,11.5
2003-05-08,11.729999542236328
2003-05-09,11.710000038146973
2003-05-12,12.199999809265137
2003-05-13,12.25
2003-05-14,12.800000190734863
2003-05-15,12.829999923706055
2003-05-16,12.729999542236328
2003-05-19,12.510000228881836
2003-05-20,12.15999984741211
2003-05-21,12.59000015258789
2003-05-22,12.430000305175781
2003-05-23,12.800000190734863
2003-05-27,12.729999542236328
2003-05-28,12.609999656677246
2003-05-29,12.890000343322754
2003-05-30,13.199999809265137
2003-06-02,13.0600004196167
2003-06-03,12.989999771118164
2003-06-04,13.380000114440918
2003-06-05,14.109999656677246
2003-06-06,13.550000190734863
2003-06-09,12.800000190734863
2003-06-10,13.390000343322754
2003-06-11,13.510000228881836
2003-06-12,13.539999961853027
2003-06-13,13.369999885559082
2003-06-16,13.949999809265137
2003-06-17,14.020000457763672
2003-06-18,14.0
2003-06-19,13.970000267028809
2003-06-20,14.239999771118164
2003-06-23,13.949999809265137
2003-06-24,13.539999961853027
2003-06-25,13.90999984741211
2003-06-26,13.949999809265137
2003-06-27,14.199999809265137
2003-06-30,14.1899995803833
2003-07-01,14.149999618530273
2003-07-02,14.1899995803833
2003-07-03,13.930000305175781
2003-07-07,14.399999618530273
2003-07-08,14.170000076293945
2003-07-09,14.180000305175781
2003-07-10,13.789999961853027
2003-07-11,14.100000381469727
2003-07-14,14.010000228881836
2003-07-15,14.0
2003-07-16,14.079999923706055
2003-07-17,13.270000457763672
2003-07-18,13.710000038146973
2003-07-21,13.039999961853027
2003-07-22,13.170000076293945
2003-07-23,13.149999618530273
2003-07-24,12.960000038146973
2003-07-25,12.9399995803833
2003-07-28,13.180000305175781
2003-07-29,13.210000038146973
2003-07-30,14.859999656677246
2003-07-31,15.079999923706055
2003-08-01,14.829999923706055
2003-08-04,14.949999809265137
2003-08-05,14.510000228881836
2003-08-06,14.279999732971191
2003-08-07,14.130000114440918
2003-08-08,14.489999771118164
2003-08-11,14.550000190734863
2003-08-12,14.899999618530273
2003-08-13,14.5600004196167
2003-08-14,15.109999656677246
2003-08-15,15.069999694824219
2003-08-18,15.489999771118164
2003-08-19,15.149999618530273
2003-08-20,15.5
2003-08-21,15.729999542236328
2003-08-22,15.399999618530273
2003-08-25,15.399999618530273
2003-08-26,15.489999771118164
2003-08-27,15.630000114440918
2003-08-28,15.5
2003-08-29,15.550000190734863
2003-09-02,15.899999618530273
2003-09-03,16.5
2003-09-04,16.84000015258789
2003-09-05,16.5
2003-09-08,16.780000686645508
2003-09-09,16.530000686645508
2003-09-10,16.1200008392334
2003-09-11,16.649999618530273
2003-09-12,16.530000686645508
2003-09-15,16.5
2003-09-16,16.59000015258789
2003-09-17,16.190000534057617
2003-09-18,16.200000762939453
2003-09-19,16.0
2003-09-22,15.8100004196167
2003-09-23,15.989999771118164
2003-09-24,15.069999694824219
2003-09-25,14.760000228881836
2003-09-26,14.739999771118164
2003-09-29,15.050000190734863
2003-09-30,14.8100004196167
2003-10-01,15.15999984741211
2003-10-02,15.050000190734863
2003-10-03,15.630000114440918
2003-10-06,15.279999732971191
2003-10-07,15.5
2003-10-08,9.279999732971191
2003-10-09,8.949999809265137
2003-10-10,9.260000228881836
2003-10-13,9.210000038146973
2003-10-14,9.270000457763672
2003-10-15,9.229999542236328
2003-10-16,9.130000114440918
2003-10-17,9.15999984741211
2003-10-20,9.15999984741211
2003-10-21,9.239999771118164
2003-10-22,9.050000190734863
2003-10-23,9.020000457763672
2003-10-24,9.020000457763672
2003-10-27,8.989999771118164
2003-10-28,9.25
2003-10-29,11.050000190734863
2003-10-30,11.460000038146973
2003-10-31,11.489999771118164
2003-11-03,11.600000381469727
2003-11-04,11.869999885559082
2003-11-05,11.989999771118164
2003-11-06,12.0
2003-11-07,12.010000228881836
2003-11-10,11.640000343322754
2003-11-11,11.539999961853027
2003-11-12,11.779999732971191
2003-11-13,11.90999984741211
2003-11-14,11.739999771118164
2003-11-17,11.420000076293945
2003-11-18,11.180000305175781
2003-11-19,11.359999656677246
2003-11-20,11.449999809265137
2003-11-21,11.40999984741211
2003-11-24,11.600000381469727
2003-11-25,11.649999618530273
2003-11-26,11.489999771118164
2003-11-28,11.579999923706055
2003-12-01,11.720000267028809
2003-12-02,11.5600004196167
2003-12-03,11.430000305175781
2003-12-04,11.380000114440918
2003-12-05,11.399999618530273
2003-12-08,11.449999809265137
2003-12-09,11.300000190734863
2003-12-10,11.489999771118164
2003-12-11,11.779999732971191
2003-12-12,12.0
2003-12-15,11.609999656677246
2003-12-16,12.0600004196167
2003-12-17,11.979999542236328
2003-12-18,12.489999771118164
2003-12-19,12.119999885559082
2003-12-22,12.289999961853027
2003-12-23,12.640000343322754
2003-12-24,12.359999656677246
2003-12-26,12.149999618530273
2003-12-29,12.329999923706055
2003-12-30,12.4399995803833
2003-12-31,12.489999771118164
2004-01-02,12.84000015258789
2004-01-05,13.359999656677246
2004-01-06,12.979999542236328
2004-01-07,13.1899995803833
2004-01-08,13.199999809265137
2004-01-09,13.220000267028809
2004-01-12,13.960000038146973
2004-01-13,13.949999809265137
2004-01-14,14.0600004196167
2004-01-15,14.350000381469727
2004-01-16,14.170000076293945
2004-01-20,14.65999984741211
2004-01-21,14.680000305175781
2004-01-22,14.609999656677246
2004-01-23,14.380000114440918
2004-01-26,14.350000381469727
2004-01-27,13.699999809265137
2004-01-28,14.050000190734863
2004-01-29,14.149999618530273
2004-01-30,14.329999923706055
2004-02-02,14.229999542236328
2004-02-03,14.0600004196167
2004-02-04,13.899999618530273
2004-02-05,13.850000381469727
2004-02-06,14.229999542236328
2004-02-09,14.300000190734863
2004-02-10,14.520000457763672
2004-02-11,14.850000381469727
2004-02-12,14.520000457763672
2004-02-13,14.3100004196167
2004-02-17,14.510000228881836
2004-02-18,14.25
2004-02-19,13.760000228881836
2004-02-20,13.75
2004-02-23,13.520000457763672
2004-02-24,13.869999885559082
2004-02-25,14.0
2004-02-26,14.1899995803833
2004-02-27,14.0
2004-03-01,14.0600004196167
2004-03-02,14.449999809265137
2004-03-03,15.029999732971191
2004-03-04,15.0600004196167
2004-03-05,15.050000190734863
2004-03-08,14.600000381469727
2004-03-09,14.470000267028809
2004-03-10,14.180000305175781
2004-03-11,13.899999618530273
2004-03-12,14.3100004196167
2004-03-15,14.069999694824219
2004-03-16,14.15999984741211
2004-03-17,14.359999656677246
2004-03-18,17.010000228881836
2004-03-19,16.65999984741211
2004-03-22,16.059999465942383
2004-03-23,16.170000076293945
2004-03-24,16.059999465942383
2004-03-25,16.68000030517578
2004-03-26,16.520000457763672
2004-03-29,16.829999923706055
2004-03-30,17.040000915527344
2004-03-31,17.18000030517578
2004-04-01,17.219999313354492
2004-04-02,17.350000381469727
2004-04-05,17.260000228881836
2004-04-06,17.040000915527344
2004-04-07,17.06999969482422
2004-04-08,16.829999923706055
2004-04-12,16.979999542236328
2004-04-13,16.670000076293945
2004-04-14,16.579999923706055
2004-04-15,16.18000030517578
2004-04-16,16.260000228881836
2004-04-19,16.43000030517578
2004-04-20,15.970000267028809
2004-04-21,16.450000762939453
2004-04-22,16.489999771118164
2004-04-23,16.440000534057617
2004-04-26,16.1299991607666
2004-04-27,16.56999969482422
2004-04-28,17.079999923706055
2004-04-29,16.690000534057617
2004-04-30,16.790000915527344
2004-05-03,16.959999084472656
2004-05-04,17.020000457763672
2004-05-05,17.219999313354492
2004-05-06,17.200000762939453
2004-05-07,17.5
2004-05-10,17.920000076293945
2004-05-11,17.889999389648438
2004-05-12,17.959999084472656
2004-05-13,18.100000381469727
2004-05-14,18.709999084472656
2004-05-17,18.639999389648438
2004-05-18,18.860000610351562
2004-05-19,18.75
2004-05-20,18.850000381469727
2004-05-21,18.530000686645508
2004-05-24,18.899999618530273
2004-05-25,18.84000015258789
2004-05-26,18.719999313354492
2004-05-27,19.56999969482422
2004-05-28,19.09000015258789
2004-06-01,19.399999618530273
2004-06-02,19.780000686645508
2004-06-03,20.459999084472656
2004-06-04,20.510000228881836
2004-06-07,20.59000015258789
2004-06-08,21.06999969482422
2004-06-09,20.40999984741211
2004-06-10,20.0
2004-06-14,19.860000610351562
2004-06-15,20.510000228881836
2004-06-16,20.56999969482422
2004-06-17,20.219999313354492
2004-06-18,20.110000610351562
2004-06-21,20.1299991607666
2004-06-22,20.610000610351562
2004-06-23,20.489999771118164
2004-06-24,20.68000030517578
2004-06-25,20.530000686645508
2004-06-28,20.649999618530273
2004-06-29,20.770000457763672
2004-06-30,20.700000762939453
2004-07-01,20.459999084472656
2004-07-02,20.639999389648438
2004-07-06,19.739999771118164
2004-07-07,20.049999237060547
2004-07-08,19.290000915527344
2004-07-09,19.639999389648438
2004-07-12,19.799999237060547
2004-07-13,19.709999084472656
2004-07-14,19.420000076293945
2004-07-15,19.829999923706055
2004-07-16,19.59000015258789
2004-07-19,19.3700008392334
2004-07-20,19.649999618530273
2004-07-21,19.549999237060547
2004-07-22,18.219999313354492
2004-07-23,18.170000076293945
2004-07-26,18.030000686645508
2004-07-27,17.90999984741211
2004-07-28,16.280000686645508
2004-07-29,16.65999984741211
2004-07-30,16.399999618530273
2004-08-02,16.06999969482422
2004-08-03,16.06999969482422
2004-08-04,15.979999542236328
2004-08-05,15.119999885559082
2004-08-06,14.75
2004-08-09,14.869999885559082
2004-08-10,15.100000381469727
2004-08-11,14.619999885559082
2004-08-12,14.25
2004-08-13,14.279999732971191
2004-08-16,14.59000015258789
2004-08-17,14.479999542236328
2004-08-18,14.829999923706055
2004-08-19,14.449999809265137
2004-08-20,14.6899995803833
2004-08-23,14.65999984741211
2004-08-24,14.699999809265137
2004-08-25,14.670000076293945
2004-08-26,14.630000114440918
2004-08-27,14.489999771118164
2004-08-30,14.460000038146973
2004-08-31,14.470000267028809
2004-09-01,14.529999732971191
2004-09-02,14.890000343322754
2004-09-03,15.09000015258789
2004-09-07,15.350000381469727
2004-09-08,15.329999923706055
2004-09-09,15.380000114440918
2004-09-10,16.229999542236328
2004-09-13,16.100000381469727
2004-09-14,15.779999732971191
2004-09-15,15.569999694824219
2004-09-16,15.680000305175781
2004-09-17,15.729999542236328
2004-09-20,15.649999618530273
2004-09-21,15.819999694824219
2004-09-22,15.5600004196167
2004-09-23,15.5600004196167
2004-09-24,15.289999961853027
2004-09-27,14.920000076293945
2004-09-28,15.289999961853027
2004-09-29,15.279999732971191
2004-09-30,15.40999984741211
2004-10-01,15.829999923706055
2004-10-04,15.5
2004-10-05,15.84000015258789
2004-10-06,15.920000076293945
2004-10-07,15.380000114440918
2004-10-08,15.430000305175781
2004-10-11,15.609999656677246
2004-10-12,15.420000076293945
2004-10-13,15.029999732971191
2004-10-14,14.760000228881836
2004-10-15,15.170000076293945
2004-10-18,15.3100004196167
2004-10-19,15.119999885559082
2004-10-20,15.289999961853027
2004-10-21,15.449999809265137
2004-10-22,14.8100004196167
2004-10-25,15.720000267028809
2004-10-26,17.3700008392334
2004-10-27,17.1299991607666
2004-10-28,17.0
2004-10-29,16.809999465942383
2004-11-01,16.979999542236328
2004-11-02,17.170000076293945
2004-11-03,17.40999984741211
2004-11-04,17.6200008392334
2004-11-05,17.34000015258789
2004-11-08,17.93000030517578
2004-11-09,17.899999618530273
2004-11-10,18.350000381469727
