,ESEA
2010-06-02,288.0
2010-06-03,297.6000061035156
2010-06-04,288.0
2010-06-07,287.20001220703125
2010-06-08,284.0
2010-06-09,287.20001220703125
2010-06-10,297.6000061035156
2010-06-11,297.6000061035156
2010-06-14,305.6000061035156
2010-06-15,308.79998779296875
2010-06-16,308.0
2010-06-17,300.0
2010-06-18,289.6000061035156
2010-06-21,296.79998779296875
2010-06-22,284.0
2010-06-23,290.3999938964844
2010-06-24,288.79998779296875
2010-06-25,289.6000061035156
2010-06-28,290.3999938964844
2010-06-29,281.6000061035156
2010-06-30,281.6000061035156
2010-07-01,270.3999938964844
2010-07-02,272.0
2010-07-06,268.0
2010-07-07,264.79998779296875
2010-07-08,270.3999938964844
2010-07-09,272.79998779296875
2010-07-12,267.20001220703125
2010-07-13,272.79998779296875
2010-07-14,283.20001220703125
2010-07-15,292.0
2010-07-16,289.6000061035156
2010-07-19,284.0
2010-07-20,287.20001220703125
2010-07-21,280.0
2010-07-22,280.0
2010-07-23,286.3999938964844
2010-07-26,289.6000061035156
2010-07-27,284.0
2010-07-28,284.0
2010-07-29,284.79998779296875
2010-07-30,282.3999938964844
2010-08-02,280.79998779296875
2010-08-03,300.0
2010-08-04,306.3999938964844
2010-08-05,314.3999938964844
2010-08-06,316.79998779296875
2010-08-09,318.3999938964844
2010-08-10,317.6000061035156
2010-08-11,320.79998779296875
2010-08-12,312.0
2010-08-13,322.3999938964844
2010-08-16,321.6000061035156
2010-08-17,324.79998779296875
2010-08-18,327.20001220703125
2010-08-19,320.0
2010-08-20,316.79998779296875
2010-08-23,307.20001220703125
2010-08-24,298.3999938964844
2010-08-25,290.3999938964844
2010-08-26,300.79998779296875
2010-08-27,303.20001220703125
2010-08-30,303.20001220703125
2010-08-31,296.0
2010-09-01,304.0
2010-09-02,307.20001220703125
2010-09-03,307.20001220703125
2010-09-07,305.6000061035156
2010-09-08,310.3999938964844
2010-09-09,316.79998779296875
2010-09-10,316.0
2010-09-13,318.3999938964844
2010-09-14,314.3999938964844
2010-09-15,310.3999938964844
2010-09-16,314.3999938964844
2010-09-17,305.6000061035156
2010-09-20,307.20001220703125
2010-09-21,314.3999938964844
2010-09-22,312.0
2010-09-23,306.3999938964844
2010-09-24,308.0
2010-09-27,307.20001220703125
2010-09-28,312.0
2010-09-29,321.6000061035156
2010-09-30,319.20001220703125
2010-10-01,312.79998779296875
2010-10-04,318.3999938964844
2010-10-05,323.20001220703125
2010-10-06,320.79998779296875
2010-10-07,322.3999938964844
2010-10-08,327.20001220703125
2010-10-11,324.0
2010-10-12,324.0
2010-10-13,324.79998779296875
2010-10-14,315.20001220703125
2010-10-15,314.3999938964844
2010-10-18,316.79998779296875
2010-10-19,313.6000061035156
2010-10-20,316.79998779296875
2010-10-21,316.0
2010-10-22,317.6000061035156
2010-10-25,316.79998779296875
2010-10-26,322.3999938964844
2010-10-27,325.6000061035156
2010-10-28,325.6000061035156
2010-10-29,321.6000061035156
2010-11-01,318.3999938964844
2010-11-02,316.0
2010-11-03,316.0
2010-11-04,329.6000061035156
2010-11-05,332.0
2010-11-08,328.0
2010-11-09,324.79998779296875
2010-11-10,320.0
2010-11-11,332.0
2010-11-12,321.6000061035156
2010-11-15,320.79998779296875
2010-11-16,322.3999938964844
2010-11-17,316.0
2010-11-18,318.3999938964844
2010-11-19,329.6000061035156
2010-11-22,321.6000061035156
2010-11-23,316.0
2010-11-24,316.79998779296875
2010-11-26,322.3999938964844
2010-11-29,316.79998779296875
2010-11-30,308.79998779296875
2010-12-01,304.79998779296875
2010-12-02,303.20001220703125
2010-12-03,299.20001220703125
2010-12-06,308.79998779296875
2010-12-07,300.79998779296875
2010-12-08,300.0
2010-12-09,300.79998779296875
2010-12-10,300.79998779296875
2010-12-13,298.3999938964844
2010-12-14,296.0
2010-12-15,291.20001220703125
2010-12-16,313.6000061035156
2010-12-17,308.79998779296875
2010-12-20,304.0
2010-12-21,299.20001220703125
2010-12-22,301.6000061035156
2010-12-23,298.3999938964844
2010-12-27,292.79998779296875
2010-12-28,281.6000061035156
2010-12-29,280.79998779296875
2010-12-30,281.6000061035156
2010-12-31,295.20001220703125
2011-01-03,306.3999938964844
2011-01-04,312.0
2011-01-05,313.6000061035156
2011-01-06,313.6000061035156
2011-01-07,308.0
2011-01-10,304.79998779296875
2011-01-11,291.20001220703125
2011-01-12,292.0
2011-01-13,291.20001220703125
2011-01-14,304.0
2011-01-18,296.79998779296875
2011-01-19,292.0
2011-01-20,288.0
2011-01-21,289.6000061035156
2011-01-24,293.6000061035156
2011-01-25,292.0
2011-01-26,288.0
2011-01-27,288.79998779296875
2011-01-28,288.0
2011-01-31,286.3999938964844
2011-02-01,288.79998779296875
2011-02-02,288.0
2011-02-03,286.3999938964844
2011-02-04,284.79998779296875
2011-02-07,288.79998779296875
2011-02-08,293.6000061035156
2011-02-09,293.6000061035156
2011-02-10,293.6000061035156
2011-02-11,292.0
2011-02-14,307.20001220703125
2011-02-15,307.20001220703125
2011-02-16,312.0
2011-02-17,315.20001220703125
2011-02-18,320.79998779296875
2011-02-22,322.3999938964844
2011-02-23,320.0
2011-02-24,314.3999938964844
2011-02-25,311.20001220703125
2011-02-28,310.3999938964844
2011-03-01,300.79998779296875
2011-03-02,304.0
2011-03-03,308.0
2011-03-04,315.20001220703125
2011-03-07,319.20001220703125
2011-03-08,319.20001220703125
2011-03-09,320.0
2011-03-10,320.0
2011-03-11,340.79998779296875
2011-03-14,344.0
2011-03-15,343.20001220703125
2011-03-16,342.3999938964844
2011-03-17,336.0
2011-03-18,344.79998779296875
2011-03-21,340.0
2011-03-22,339.20001220703125
2011-03-23,340.0
2011-03-24,360.0
2011-03-25,361.6000061035156
2011-03-28,369.6000061035156
2011-03-29,370.3999938964844
2011-03-30,374.3999938964844
2011-03-31,386.3999938964844
2011-04-01,386.3999938964844
2011-04-04,385.6000061035156
2011-04-05,388.0
2011-04-06,388.0
2011-04-07,372.79998779296875
2011-04-08,364.79998779296875
2011-04-11,367.20001220703125
2011-04-12,360.0
2011-04-13,356.0
2011-04-14,348.79998779296875
2011-04-15,352.79998779296875
2011-04-18,347.20001220703125
2011-04-19,348.79998779296875
2011-04-20,342.3999938964844
2011-04-21,340.79998779296875
2011-04-25,342.3999938964844
2011-04-26,346.3999938964844
2011-04-27,343.20001220703125
2011-04-28,344.0
2011-04-29,349.6000061035156
2011-05-02,352.79998779296875
2011-05-03,348.0
2011-05-04,346.3999938964844
2011-05-05,344.0
2011-05-06,340.79998779296875
2011-05-09,341.6000061035156
2011-05-10,344.79998779296875
2011-05-11,344.79998779296875
2011-05-12,359.20001220703125
2011-05-13,360.79998779296875
2011-05-16,370.3999938964844
2011-05-17,372.0
2011-05-18,366.3999938964844
2011-05-19,373.6000061035156
2011-05-20,368.0
2011-05-23,358.3999938964844
2011-05-24,361.6000061035156
2011-05-25,359.20001220703125
2011-05-26,372.0
2011-05-27,378.3999938964844
2011-05-31,378.3999938964844
2011-06-01,369.6000061035156
2011-06-02,366.3999938964844
2011-06-03,372.79998779296875
2011-06-06,354.3999938964844
2011-06-07,344.79998779296875
2011-06-08,342.3999938964844
2011-06-09,349.6000061035156
2011-06-10,348.79998779296875
2011-06-13,344.0
2011-06-14,347.20001220703125
2011-06-15,344.0
2011-06-16,344.79998779296875
2011-06-17,344.0
2011-06-20,347.20001220703125
2011-06-21,349.6000061035156
2011-06-22,349.6000061035156
2011-06-23,346.3999938964844
2011-06-24,347.20001220703125
2011-06-27,345.6000061035156
2011-06-28,347.20001220703125
2011-06-29,344.0
2011-06-30,348.79998779296875
2011-07-01,348.0
2011-07-05,344.79998779296875
2011-07-06,344.79998779296875
2011-07-07,348.79998779296875
2011-07-08,348.0
2011-07-11,344.0
2011-07-12,343.20001220703125
2011-07-13,344.0
2011-07-14,347.20001220703125
2011-07-15,344.0
2011-07-18,344.0
2011-07-19,344.0
2011-07-20,344.0
2011-07-21,346.3999938964844
2011-07-22,352.0
2011-07-25,340.0
2011-07-26,340.0
2011-07-27,328.0
2011-07-28,329.6000061035156
2011-07-29,326.3999938964844
2011-08-01,324.79998779296875
2011-08-02,324.79998779296875
2011-08-03,320.0
2011-08-04,301.6000061035156
2011-08-05,292.79998779296875
2011-08-08,276.0
2011-08-09,283.20001220703125
2011-08-10,300.79998779296875
2011-08-11,298.3999938964844
2011-08-12,304.79998779296875
2011-08-15,312.79998779296875
2011-08-16,300.0
2011-08-17,304.0
2011-08-18,295.20001220703125
2011-08-19,294.3999938964844
2011-08-22,294.3999938964844
2011-08-23,292.0
2011-08-24,296.79998779296875
2011-08-25,297.6000061035156
2011-08-26,295.20001220703125
2011-08-29,299.20001220703125
2011-08-30,302.3999938964844
2011-08-31,292.79998779296875
2011-09-01,296.79998779296875
2011-09-02,300.0
2011-09-06,294.3999938964844
2011-09-07,294.3999938964844
2011-09-08,296.0
2011-09-09,287.20001220703125
2011-09-12,283.20001220703125
2011-09-13,273.6000061035156
2011-09-14,292.0
2011-09-15,279.20001220703125
2011-09-16,269.6000061035156
2011-09-19,254.39999389648438
2011-09-20,251.1999969482422
2011-09-21,240.8000030517578
2011-09-22,228.8000030517578
2011-09-23,239.1999969482422
2011-09-26,236.0
2011-09-27,241.60000610351562
2011-09-28,260.0
2011-09-29,260.0
2011-09-30,252.8000030517578
2011-10-03,245.60000610351562
2011-10-04,253.60000610351562
2011-10-05,256.0
2011-10-06,267.20001220703125
2011-10-07,252.8000030517578
2011-10-10,252.8000030517578
2011-10-11,258.3999938964844
2011-10-12,253.60000610351562
2011-10-13,278.3999938964844
2011-10-14,272.0
2011-10-17,254.39999389648438
2011-10-18,260.0
2011-10-19,249.60000610351562
2011-10-20,252.0
2011-10-21,250.39999389648438
2011-10-24,256.0
2011-10-25,251.1999969482422
2011-10-26,256.0
2011-10-27,252.8000030517578
2011-10-28,261.6000061035156
2011-10-31,256.79998779296875
2011-11-01,255.1999969482422
2011-11-02,253.60000610351562
2011-11-03,254.39999389648438
2011-11-04,251.1999969482422
2011-11-07,249.60000610351562
2011-11-08,254.39999389648438
2011-11-09,252.0
2011-11-10,249.60000610351562
2011-11-11,244.0
2011-11-14,245.60000610351562
2011-11-15,248.0
2011-11-16,249.60000610351562
2011-11-17,247.1999969482422
2011-11-18,249.60000610351562
2011-11-21,244.8000030517578
2011-11-22,244.0
2011-11-23,222.39999389648438
2011-11-25,228.0
2011-11-28,232.8000030517578
2011-11-29,224.8000030517578
2011-11-30,223.1999969482422
2011-12-01,218.39999389648438
2011-12-02,216.8000030517578
2011-12-05,209.60000610351562
2011-12-06,211.1999969482422
2011-12-07,211.1999969482422
2011-12-08,210.39999389648438
2011-12-09,215.1999969482422
2011-12-12,208.0
2011-12-13,213.60000610351562
2011-12-14,214.39999389648438
2011-12-15,209.60000610351562
2011-12-16,198.39999389648438
2011-12-19,191.1999969482422
2011-12-20,194.39999389648438
2011-12-21,184.8000030517578
2011-12-22,188.8000030517578
2011-12-23,188.0
2011-12-27,183.1999969482422
2011-12-28,182.39999389648438
2011-12-29,180.8000030517578
2011-12-30,188.0
2012-01-03,195.1999969482422
2012-01-04,200.0
2012-01-05,200.8000030517578
2012-01-06,205.60000610351562
2012-01-09,209.60000610351562
2012-01-10,220.0
2012-01-11,212.8000030517578
2012-01-12,220.0
2012-01-13,224.8000030517578
2012-01-17,225.60000610351562
2012-01-18,231.1999969482422
2012-01-19,226.39999389648438
2012-01-20,218.39999389648438
2012-01-23,233.60000610351562
2012-01-24,232.8000030517578
2012-01-25,228.8000030517578
2012-01-26,233.60000610351562
2012-01-27,224.0
2012-01-30,225.60000610351562
2012-01-31,224.8000030517578
2012-02-01,218.39999389648438
2012-02-02,222.39999389648438
2012-02-03,223.1999969482422
2012-02-06,229.60000610351562
2012-02-07,222.39999389648438
2012-02-08,229.60000610351562
2012-02-09,222.39999389648438
2012-02-10,233.60000610351562
2012-02-13,244.0
2012-02-14,244.0
2012-02-15,242.39999389648438
2012-02-16,235.1999969482422
2012-02-17,238.39999389648438
2012-02-21,228.0
2012-02-22,230.39999389648438
2012-02-23,228.0
2012-02-24,236.0
2012-02-27,236.8000030517578
2012-02-28,236.0
2012-02-29,221.60000610351562
2012-03-01,208.8000030517578
2012-03-02,204.0
2012-03-05,193.60000610351562
2012-03-06,187.1999969482422
2012-03-07,187.1999969482422
2012-03-08,188.0
2012-03-09,185.60000610351562
2012-03-12,187.1999969482422
2012-03-13,185.60000610351562
2012-03-14,188.0
2012-03-15,187.1999969482422
2012-03-16,190.39999389648438
2012-03-19,187.1999969482422
2012-03-20,188.8000030517578
2012-03-21,187.1999969482422
2012-03-22,185.60000610351562
2012-03-23,187.1999969482422
2012-03-26,187.1999969482422
2012-03-27,185.60000610351562
2012-03-28,184.0
2012-03-29,187.1999969482422
2012-03-30,182.39999389648438
2012-04-02,163.1999969482422
2012-04-03,161.60000610351562
2012-04-04,160.8000030517578
2012-04-05,158.39999389648438
2012-04-09,156.8000030517578
2012-04-10,152.8000030517578
2012-04-11,154.39999389648438
2012-04-12,155.1999969482422
2012-04-13,155.1999969482422
2012-04-16,151.1999969482422
2012-04-17,151.1999969482422
2012-04-18,153.60000610351562
2012-04-19,149.60000610351562
2012-04-20,151.1999969482422
2012-04-23,150.39999389648438
2012-04-24,152.8000030517578
2012-04-25,148.0
2012-04-26,149.60000610351562
2012-04-27,148.8000030517578
2012-04-30,148.8000030517578
2012-05-01,150.39999389648438
2012-05-02,150.39999389648438
2012-05-03,149.60000610351562
2012-05-04,147.1999969482422
2012-05-07,127.19999694824219
2012-05-08,124.80000305175781
2012-05-09,120.0
2012-05-10,118.4000015258789
2012-05-11,116.0
2012-05-14,116.0
2012-05-15,116.0
2012-05-16,108.0
2012-05-17,114.4000015258789
2012-05-18,101.5999984741211
2012-05-21,104.0
2012-05-22,107.19999694824219
2012-05-23,104.0
2012-05-24,107.19999694824219
2012-05-25,98.4000015258789
2012-05-29,98.4000015258789
2012-05-30,100.80000305175781
2012-05-31,97.5999984741211
2012-06-01,95.19999694824219
2012-06-04,93.5999984741211
2012-06-05,93.5999984741211
2012-06-06,93.5999984741211
2012-06-07,93.5999984741211
2012-06-08,92.80000305175781
2012-06-11,92.80000305175781
2012-06-12,90.4000015258789
2012-06-13,91.19999694824219
2012-06-14,92.80000305175781
2012-06-15,95.19999694824219
2012-06-18,96.80000305175781
2012-06-19,98.4000015258789
2012-06-20,97.5999984741211
2012-06-21,92.0
2012-06-22,88.0
2012-06-25,85.5999984741211
2012-06-26,87.19999694824219
2012-06-27,84.80000305175781
2012-06-28,92.80000305175781
2012-06-29,94.4000015258789
2012-07-02,96.0
2012-07-03,96.0
2012-07-05,98.4000015258789
2012-07-06,100.0
2012-07-09,98.4000015258789
2012-07-10,93.5999984741211
2012-07-11,95.19999694824219
2012-07-12,93.5999984741211
2012-07-13,88.80000305175781
2012-07-16,98.4000015258789
2012-07-17,99.19999694824219
2012-07-18,97.5999984741211
2012-07-19,95.19999694824219
2012-07-20,89.5999984741211
2012-07-23,92.80000305175781
2012-07-24,86.4000015258789
2012-07-25,94.4000015258789
2012-07-26,93.5999984741211
2012-07-27,92.80000305175781
2012-07-30,94.4000015258789
2012-07-31,92.0
2012-08-01,92.80000305175781
2012-08-02,89.5999984741211
2012-08-03,92.0
2012-08-06,95.19999694824219
2012-08-07,94.4000015258789
2012-08-08,93.5999984741211
2012-08-09,100.80000305175781
2012-08-10,99.19999694824219
2012-08-13,98.4000015258789
2012-08-14,92.0
2012-08-15,94.4000015258789
2012-08-16,93.5999984741211
2012-08-17,92.80000305175781
2012-08-20,93.5999984741211
2012-08-21,92.0
2012-08-22,93.5999984741211
2012-08-23,93.5999984741211
2012-08-24,92.80000305175781
2012-08-27,91.19999694824219
2012-08-28,93.5999984741211
2012-08-29,88.80000305175781
2012-08-30,91.19999694824219
2012-08-31,87.19999694824219
2012-09-04,86.4000015258789
2012-09-05,84.80000305175781
2012-09-06,86.4000015258789
2012-09-07,87.19999694824219
2012-09-10,91.19999694824219
2012-09-11,89.5999984741211
2012-09-12,90.4000015258789
2012-09-13,89.5999984741211
2012-09-14,92.0
2012-09-17,90.4000015258789
2012-09-18,89.5999984741211
2012-09-19,97.5999984741211
2012-09-20,91.19999694824219
2012-09-21,92.80000305175781
2012-09-24,98.4000015258789
2012-09-25,93.5999984741211
2012-09-26,92.0
2012-09-27,92.0
2012-09-28,89.5999984741211
2012-10-01,89.5999984741211
2012-10-02,90.4000015258789
2012-10-03,91.19999694824219
2012-10-04,91.19999694824219
2012-10-05,92.0
2012-10-08,91.19999694824219
2012-10-09,96.0
2012-10-10,90.4000015258789
2012-10-11,95.19999694824219
2012-10-12,93.5999984741211
2012-10-15,88.0
2012-10-16,92.80000305175781
2012-10-17,89.5999984741211
2012-10-18,92.0
2012-10-19,91.19999694824219
2012-10-22,96.0
2012-10-23,101.5999984741211
2012-10-24,104.80000305175781
2012-10-25,98.4000015258789
2012-10-26,96.0
2012-10-31,91.19999694824219
2012-11-01,92.80000305175781
2012-11-02,90.4000015258789
2012-11-05,90.4000015258789
2012-11-06,89.5999984741211
2012-11-07,88.80000305175781
2012-11-08,90.4000015258789
2012-11-09,89.5999984741211
2012-11-12,88.0
2012-11-13,88.80000305175781
2012-11-14,82.4000015258789
2012-11-15,87.19999694824219
2012-11-16,84.0
2012-11-19,84.80000305175781
2012-11-20,82.4000015258789
2012-11-21,82.4000015258789
2012-11-23,82.4000015258789
2012-11-26,83.19999694824219
2012-11-27,82.4000015258789
2012-11-28,82.4000015258789
2012-11-29,82.4000015258789
2012-11-30,83.19999694824219
2012-12-03,81.5999984741211
2012-12-04,82.4000015258789
2012-12-05,82.4000015258789
2012-12-06,75.19999694824219
2012-12-07,77.5999984741211
2012-12-10,76.80000305175781
2012-12-11,76.80000305175781
2012-12-12,74.4000015258789
2012-12-13,72.80000305175781
2012-12-14,70.4000015258789
2012-12-17,72.0
2012-12-18,72.0
2012-12-19,72.80000305175781
2012-12-20,73.5999984741211
2012-12-21,70.4000015258789
2012-12-24,69.5999984741211
2012-12-26,69.5999984741211
2012-12-27,70.4000015258789
2012-12-28,68.80000305175781
2012-12-31,72.80000305175781
2013-01-02,74.4000015258789
2013-01-03,74.4000015258789
2013-01-04,80.0
2013-01-07,83.19999694824219
2013-01-08,88.80000305175781
2013-01-09,87.19999694824219
2013-01-10,84.0
2013-01-11,84.0
2013-01-14,84.0
2013-01-15,81.5999984741211
2013-01-16,80.0
2013-01-17,80.80000305175781
2013-01-18,82.4000015258789
2013-01-22,82.4000015258789
2013-01-23,84.0
2013-01-24,81.5999984741211
2013-01-25,83.19999694824219
2013-01-28,84.0
2013-01-29,82.4000015258789
2013-01-30,80.0
2013-01-31,80.80000305175781
2013-02-01,80.80000305175781
2013-02-04,80.0
2013-02-05,79.19999694824219
2013-02-06,76.80000305175781
2013-02-07,79.19999694824219
2013-02-08,80.0
2013-02-11,81.5999984741211
2013-02-12,83.19999694824219
2013-02-13,83.19999694824219
2013-02-14,82.4000015258789
2013-02-15,80.80000305175781
2013-02-19,81.5999984741211
2013-02-20,79.19999694824219
2013-02-21,80.0
2013-02-22,80.0
2013-02-25,80.0
2013-02-26,78.4000015258789
2013-02-27,78.4000015258789
2013-02-28,79.19999694824219
2013-03-01,79.19999694824219
2013-03-04,76.0
2013-03-05,78.4000015258789
2013-03-06,79.19999694824219
2013-03-07,79.19999694824219
2013-03-08,81.5999984741211
2013-03-11,82.4000015258789
2013-03-12,80.0
2013-03-13,79.19999694824219
2013-03-14,80.0
2013-03-15,77.5999984741211
2013-03-18,79.19999694824219
2013-03-19,77.5999984741211
2013-03-20,79.19999694824219
2013-03-21,80.0
2013-03-22,84.0
2013-03-25,92.80000305175781
2013-03-26,88.80000305175781
2013-03-27,92.80000305175781
2013-03-28,92.0
2013-04-01,90.4000015258789
2013-04-02,88.80000305175781
2013-04-03,81.5999984741211
2013-04-04,81.5999984741211
2013-04-05,84.0
2013-04-08,84.0
2013-04-09,85.5999984741211
2013-04-10,87.19999694824219
2013-04-11,83.19999694824219
2013-04-12,85.5999984741211
2013-04-15,82.4000015258789
2013-04-16,84.80000305175781
2013-04-17,84.0
2013-04-18,84.0
2013-04-19,84.80000305175781
2013-04-22,84.80000305175781
2013-04-23,84.80000305175781
2013-04-24,84.80000305175781
2013-04-25,84.80000305175781
2013-04-26,88.80000305175781
2013-04-29,90.4000015258789
2013-04-30,91.19999694824219
2013-05-01,86.4000015258789
2013-05-02,89.5999984741211
2013-05-03,86.4000015258789
2013-05-06,86.4000015258789
2013-05-07,86.4000015258789
2013-05-08,86.4000015258789
2013-05-09,89.5999984741211
2013-05-10,89.5999984741211
2013-05-13,90.4000015258789
2013-05-14,89.5999984741211
2013-05-15,89.5999984741211
2013-05-16,99.19999694824219
2013-05-17,93.5999984741211
2013-05-20,92.0
2013-05-21,98.4000015258789
2013-05-22,90.4000015258789
2013-05-23,89.5999984741211
2013-05-24,91.19999694824219
2013-05-28,87.19999694824219
2013-05-29,85.5999984741211
2013-05-30,87.19999694824219
2013-05-31,88.80000305175781
2013-06-03,83.19999694824219
2013-06-04,84.80000305175781
2013-06-05,82.4000015258789
2013-06-06,83.19999694824219
2013-06-07,83.19999694824219
2013-06-10,82.4000015258789
2013-06-11,81.5999984741211
2013-06-12,80.0
2013-06-13,80.80000305175781
2013-06-14,80.80000305175781
2013-06-17,83.19999694824219
2013-06-18,84.0
2013-06-19,81.5999984741211
2013-06-20,80.80000305175781
2013-06-21,81.5999984741211
2013-06-24,80.80000305175781
2013-06-25,81.5999984741211
2013-06-26,81.5999984741211
2013-06-27,81.5999984741211
2013-06-28,83.19999694824219
2013-07-01,83.19999694824219
2013-07-02,84.0
2013-07-03,83.19999694824219
2013-07-05,82.4000015258789
2013-07-08,80.80000305175781
2013-07-09,82.4000015258789
2013-07-10,84.0
2013-07-11,83.19999694824219
2013-07-12,82.4000015258789
2013-07-15,82.4000015258789
2013-07-16,83.19999694824219
2013-07-17,85.5999984741211
2013-07-18,92.80000305175781
2013-07-19,91.19999694824219
2013-07-22,88.0
2013-07-23,86.4000015258789
2013-07-24,85.5999984741211
2013-07-25,83.19999694824219
2013-07-26,81.5999984741211
2013-07-29,87.19999694824219
2013-07-30,83.19999694824219
2013-07-31,85.5999984741211
2013-08-01,86.4000015258789
2013-08-02,84.0
2013-08-05,84.0
2013-08-06,83.19999694824219
2013-08-07,82.4000015258789
2013-08-08,84.0
2013-08-09,82.4000015258789
2013-08-12,83.19999694824219
2013-08-13,81.5999984741211
2013-08-14,87.19999694824219
2013-08-15,87.19999694824219
2013-08-16,92.0
2013-08-19,84.0
2013-08-20,84.80000305175781
2013-08-21,88.80000305175781
2013-08-22,91.19999694824219
2013-08-23,98.4000015258789
2013-08-26,100.0
2013-08-27,100.0
2013-08-28,100.0
2013-08-29,97.5999984741211
2013-08-30,96.80000305175781
2013-09-03,92.80000305175781
2013-09-04,102.4000015258789
2013-09-05,118.4000015258789
2013-09-06,114.4000015258789
2013-09-09,129.60000610351562
2013-09-10,127.19999694824219
2013-09-11,121.5999984741211
2013-09-12,120.0
2013-09-13,113.5999984741211
2013-09-16,117.5999984741211
2013-09-17,117.5999984741211
2013-09-18,117.5999984741211
2013-09-19,143.1999969482422
2013-09-20,136.0
2013-09-23,131.1999969482422
2013-09-24,131.1999969482422
2013-09-25,128.8000030517578
2013-09-26,128.8000030517578
2013-09-27,124.0
2013-09-30,120.80000305175781
2013-10-01,121.5999984741211
2013-10-02,121.5999984741211
2013-10-03,118.4000015258789
2013-10-04,115.19999694824219
2013-10-07,113.5999984741211
2013-10-08,108.0
2013-10-09,108.80000305175781
2013-10-10,104.0
2013-10-11,104.0
2013-10-14,107.19999694824219
2013-10-15,108.80000305175781
2013-10-16,108.0
2013-10-17,108.80000305175781
2013-10-18,108.0
2013-10-21,104.0
2013-10-22,103.19999694824219
2013-10-23,102.4000015258789
2013-10-24,100.80000305175781
2013-10-25,101.5999984741211
2013-10-28,100.0
2013-10-29,100.0
2013-10-30,99.19999694824219
2013-10-31,100.80000305175781
2013-11-01,104.0
2013-11-04,102.4000015258789
2013-11-05,105.5999984741211
2013-11-06,102.4000015258789
2013-11-07,101.5999984741211
2013-11-08,103.19999694824219
2013-11-11,104.0
2013-11-12,92.0
2013-11-13,95.19999694824219
2013-11-14,93.5999984741211
2013-11-15,92.80000305175781
2013-11-18,93.5999984741211
2013-11-19,92.0
2013-11-20,90.4000015258789
2013-11-21,90.4000015258789
2013-11-22,91.19999694824219
2013-11-25,93.5999984741211
2013-11-26,92.0
2013-11-27,94.4000015258789
2013-11-29,104.80000305175781
2013-12-02,101.5999984741211
2013-12-03,98.4000015258789
2013-12-04,100.0
2013-12-05,101.5999984741211
2013-12-06,99.19999694824219
2013-12-09,97.5999984741211
2013-12-10,95.19999694824219
2013-12-11,95.19999694824219
2013-12-12,95.19999694824219
2013-12-13,98.4000015258789
2013-12-16,97.5999984741211
2013-12-17,95.19999694824219
2013-12-18,95.19999694824219
2013-12-19,96.0
2013-12-20,96.80000305175781
2013-12-23,104.0
2013-12-24,112.0
2013-12-26,123.19999694824219
2013-12-27,117.5999984741211
2013-12-30,115.19999694824219
2013-12-31,116.0
2014-01-02,112.0
2014-01-03,111.19999694824219
2014-01-06,108.80000305175781
2014-01-07,111.19999694824219
2014-01-08,111.19999694824219
2014-01-09,110.4000015258789
2014-01-10,105.5999984741211
2014-01-13,103.19999694824219
2014-01-14,105.5999984741211
2014-01-15,113.5999984741211
2014-01-16,112.0
2014-01-17,108.80000305175781
2014-01-21,106.4000015258789
2014-01-22,109.5999984741211
2014-01-23,109.5999984741211
2014-01-24,100.80000305175781
2014-01-27,102.4000015258789
2014-01-28,107.19999694824219
2014-01-29,106.4000015258789
2014-01-30,104.0
2014-01-31,105.5999984741211
2014-02-03,104.80000305175781
2014-02-04,104.80000305175781
2014-02-05,102.4000015258789
2014-02-06,104.0
2014-02-07,104.80000305175781
2014-02-10,108.80000305175781
2014-02-11,109.5999984741211
2014-02-12,109.5999984741211
2014-02-13,108.80000305175781
2014-02-14,108.80000305175781
2014-02-18,110.4000015258789
2014-02-19,106.4000015258789
2014-02-20,105.5999984741211
2014-02-21,105.5999984741211
2014-02-24,106.4000015258789
2014-02-25,108.0
2014-02-26,107.19999694824219
2014-02-27,108.0
2014-02-28,108.0
2014-03-03,104.80000305175781
2014-03-04,110.4000015258789
2014-03-05,111.19999694824219
2014-03-06,109.5999984741211
2014-03-07,111.19999694824219
2014-03-10,110.4000015258789
2014-03-11,108.80000305175781
2014-03-12,105.5999984741211
2014-03-13,100.0
2014-03-14,100.0
2014-03-17,101.5999984741211
2014-03-18,104.80000305175781
2014-03-19,105.5999984741211
2014-03-20,106.4000015258789
2014-03-21,104.0
2014-03-24,103.19999694824219
2014-03-25,101.5999984741211
2014-03-26,100.0
2014-03-27,100.0
2014-03-28,100.80000305175781
2014-03-31,100.0
2014-04-01,101.5999984741211
2014-04-02,104.0
2014-04-03,104.80000305175781
2014-04-04,103.19999694824219
2014-04-07,100.0
2014-04-08,100.80000305175781
2014-04-09,96.80000305175781
2014-04-10,96.0
2014-04-11,96.80000305175781
2014-04-14,92.80000305175781
2014-04-15,94.4000015258789
2014-04-16,95.19999694824219
2014-04-17,96.80000305175781
2014-04-21,97.5999984741211
2014-04-22,98.4000015258789
2014-04-23,98.4000015258789
2014-04-24,97.5999984741211
2014-04-25,96.80000305175781
2014-04-28,96.80000305175781
2014-04-29,94.4000015258789
2014-04-30,95.19999694824219
2014-05-01,94.4000015258789
2014-05-02,95.19999694824219
2014-05-05,93.5999984741211
2014-05-06,95.19999694824219
2014-05-07,95.19999694824219
2014-05-08,92.80000305175781
2014-05-09,94.4000015258789
2014-05-12,95.19999694824219
