,CENX
2001-03-15,16.375
2001-03-16,15.5
2001-03-19,15.0625
2001-03-20,15.6875
2001-03-21,15.875
2001-03-22,14.75
2001-03-23,14.25
2001-03-26,13.875
2001-03-27,13.8125
2001-03-28,13.8125
2001-03-29,15.1875
2001-03-30,16.0
2001-04-02,15.5
2001-04-03,14.75
2001-04-04,15.1875
2001-04-05,15.6875
2001-04-06,16.25
2001-04-09,17.90999984741211
2001-04-10,18.260000228881836
2001-04-11,18.209999084472656
2001-04-12,18.399999618530273
2001-04-16,18.850000381469727
2001-04-17,19.25
2001-04-18,20.049999237060547
2001-04-19,19.75
2001-04-20,19.649999618530273
2001-04-23,19.860000610351562
2001-04-24,20.979999542236328
2001-04-25,20.979999542236328
2001-04-26,21.719999313354492
2001-04-27,22.0
2001-04-30,22.25
2001-05-01,22.709999084472656
2001-05-02,21.350000381469727
2001-05-03,19.770000457763672
2001-05-04,19.709999084472656
2001-05-07,21.350000381469727
2001-05-08,20.959999084472656
2001-05-09,20.799999237060547
2001-05-10,20.420000076293945
2001-05-11,19.700000762939453
2001-05-14,20.040000915527344
2001-05-15,20.979999542236328
2001-05-16,21.06999969482422
2001-05-17,22.020000457763672
2001-05-18,21.969999313354492
2001-05-21,21.549999237060547
2001-05-22,20.549999237060547
2001-05-23,19.950000762939453
2001-05-24,19.799999237060547
2001-05-25,19.709999084472656
2001-05-29,19.469999313354492
2001-05-30,19.549999237060547
2001-05-31,19.799999237060547
2001-06-01,21.5
2001-06-04,21.510000228881836
2001-06-05,21.25
2001-06-06,21.850000381469727
2001-06-07,21.190000534057617
2001-06-08,21.200000762939453
2001-06-11,20.09000015258789
2001-06-12,19.350000381469727
2001-06-13,19.049999237060547
2001-06-14,18.329999923706055
2001-06-15,17.440000534057617
2001-06-18,16.209999084472656
2001-06-19,17.350000381469727
2001-06-20,18.299999237060547
2001-06-21,17.600000381469727
2001-06-22,16.31999969482422
2001-06-25,16.0
2001-06-26,16.010000228881836
2001-06-27,16.049999237060547
2001-06-28,15.699999809265137
2001-06-29,16.040000915527344
2001-07-02,15.5
2001-07-03,17.5
2001-07-05,17.950000762939453
2001-07-06,18.770000457763672
2001-07-09,18.600000381469727
2001-07-10,18.469999313354492
2001-07-11,18.329999923706055
2001-07-12,18.75
2001-07-13,20.329999923706055
2001-07-16,19.420000076293945
2001-07-17,18.889999389648438
2001-07-18,18.799999237060547
2001-07-19,18.790000915527344
2001-07-20,18.920000076293945
2001-07-23,18.860000610351562
2001-07-24,18.639999389648438
2001-07-25,17.780000686645508
2001-07-26,18.549999237060547
2001-07-27,18.600000381469727
2001-07-30,17.700000762939453
2001-07-31,17.450000762939453
2001-08-01,18.0
2001-08-02,17.200000762939453
2001-08-03,17.719999313354492
2001-08-06,17.0
2001-08-07,16.799999237060547
2001-08-08,16.809999465942383
2001-08-09,15.569999694824219
2001-08-10,14.079999923706055
2001-08-13,14.279999732971191
2001-08-14,14.800000190734863
2001-08-15,14.930000305175781
2001-08-16,15.0
2001-08-17,14.949999809265137
2001-08-20,14.649999618530273
2001-08-21,14.5600004196167
2001-08-22,15.050000190734863
2001-08-23,14.970000267028809
2001-08-24,15.899999618530273
2001-08-27,16.40999984741211
2001-08-28,16.31999969482422
2001-08-29,16.790000915527344
2001-08-30,16.489999771118164
2001-08-31,16.780000686645508
2001-09-04,17.040000915527344
2001-09-05,16.920000076293945
2001-09-06,16.469999313354492
2001-09-07,15.5
2001-09-10,14.5
2001-09-17,14.0
2001-09-18,13.75
2001-09-19,13.300000190734863
2001-09-20,11.100000381469727
2001-09-21,7.71999979019165
2001-09-24,8.039999961853027
2001-09-25,7.849999904632568
2001-09-26,8.050000190734863
2001-09-27,7.96999979019165
2001-09-28,8.010000228881836
2001-10-01,8.470000267028809
2001-10-02,9.640000343322754
2001-10-03,9.920000076293945
2001-10-04,10.15999984741211
2001-10-05,10.699999809265137
2001-10-08,11.6899995803833
2001-10-09,9.5
2001-10-10,9.960000038146973
2001-10-11,11.390000343322754
2001-10-12,11.149999618530273
2001-10-15,10.390000343322754
2001-10-16,10.300000190734863
2001-10-17,11.100000381469727
2001-10-18,11.229999542236328
2001-10-19,10.720000267028809
2001-10-22,11.0
2001-10-23,10.510000228881836
2001-10-24,10.039999961853027
2001-10-25,10.300000190734863
2001-10-26,10.399999618530273
2001-10-29,9.850000381469727
2001-10-30,9.569999694824219
2001-10-31,9.75
2001-11-01,9.869999885559082
2001-11-02,9.789999961853027
2001-11-05,9.9399995803833
2001-11-06,9.680000305175781
2001-11-07,9.329999923706055
2001-11-08,8.9399995803833
2001-11-09,8.449999809265137
2001-11-12,8.890000343322754
2001-11-13,9.729999542236328
2001-11-14,10.399999618530273
2001-11-15,10.300000190734863
2001-11-16,11.0
2001-11-19,11.25
2001-11-20,11.0
2001-11-21,10.920000076293945
2001-11-23,10.899999618530273
2001-11-26,11.050000190734863
2001-11-27,11.75
2001-11-28,11.5
2001-11-29,11.800000190734863
2001-11-30,12.5
2001-12-03,12.40999984741211
2001-12-04,13.0
2001-12-05,13.989999771118164
2001-12-06,14.050000190734863
2001-12-07,14.15999984741211
2001-12-10,13.930000305175781
2001-12-11,14.050000190734863
2001-12-12,13.899999618530273
2001-12-13,14.0
2001-12-14,13.899999618530273
2001-12-17,14.539999961853027
2001-12-18,15.710000038146973
2001-12-19,13.90999984741211
2001-12-20,14.329999923706055
2001-12-21,14.050000190734863
2001-12-24,14.479999542236328
2001-12-26,14.5
2001-12-27,14.600000381469727
2001-12-28,13.989999771118164
2001-12-31,13.359999656677246
2002-01-02,13.369999885559082
2002-01-03,15.0600004196167
2002-01-04,15.0
2002-01-07,14.649999618530273
2002-01-08,15.0
2002-01-09,14.899999618530273
2002-01-10,13.920000076293945
2002-01-11,14.050000190734863
2002-01-14,13.300000190734863
2002-01-15,13.449999809265137
2002-01-16,13.460000038146973
2002-01-17,14.119999885559082
2002-01-18,13.529999732971191
2002-01-22,13.069999694824219
2002-01-23,14.449999809265137
2002-01-24,13.770000457763672
2002-01-25,13.989999771118164
2002-01-28,15.0
2002-01-29,14.0
2002-01-30,12.399999618530273
2002-01-31,12.880000114440918
2002-02-01,12.199999809265137
2002-02-04,11.75
2002-02-05,12.050000190734863
2002-02-06,11.859999656677246
2002-02-07,11.289999961853027
2002-02-08,11.699999809265137
2002-02-11,11.850000381469727
2002-02-12,11.5
2002-02-13,11.75
2002-02-14,11.609999656677246
2002-02-15,11.899999618530273
2002-02-19,11.4399995803833
2002-02-20,11.699999809265137
2002-02-21,11.65999984741211
2002-02-22,11.199999809265137
2002-02-25,11.350000381469727
2002-02-26,11.0600004196167
2002-02-27,11.149999618530273
2002-02-28,11.140000343322754
2002-03-01,12.319999694824219
2002-03-04,12.449999809265137
2002-03-05,12.550000190734863
2002-03-06,13.449999809265137
2002-03-07,13.890000343322754
2002-03-08,13.989999771118164
2002-03-11,13.800000190734863
2002-03-12,13.649999618530273
2002-03-13,13.710000038146973
2002-03-14,13.729999542236328
2002-03-15,14.399999618530273
2002-03-18,14.5600004196167
2002-03-19,14.949999809265137
2002-03-20,13.949999809265137
2002-03-21,13.699999809265137
2002-03-22,13.140000343322754
2002-03-25,13.8100004196167
2002-03-26,14.850000381469727
2002-03-27,14.819999694824219
2002-03-28,16.25
2002-04-01,15.600000381469727
2002-04-02,15.59000015258789
2002-04-03,15.970000267028809
2002-04-04,15.390000343322754
2002-04-05,15.630000114440918
2002-04-08,15.149999618530273
2002-04-09,15.020000457763672
2002-04-10,16.15999984741211
2002-04-11,16.5
2002-04-12,17.100000381469727
2002-04-15,17.059999465942383
2002-04-16,17.030000686645508
2002-04-17,16.59000015258789
2002-04-18,16.799999237060547
2002-04-19,16.75
2002-04-22,16.469999313354492
2002-04-23,16.559999465942383
2002-04-24,15.819999694824219
2002-04-25,15.4399995803833
2002-04-26,14.970000267028809
2002-04-29,15.25
2002-04-30,15.15999984741211
2002-05-01,15.020000457763672
2002-05-02,15.319999694824219
2002-05-03,16.09000015258789
2002-05-06,15.979999542236328
2002-05-07,15.5
2002-05-08,15.890000343322754
2002-05-09,15.5600004196167
2002-05-10,15.260000228881836
2002-05-13,15.420000076293945
2002-05-14,16.299999237060547
2002-05-15,16.190000534057617
2002-05-16,15.699999809265137
2002-05-17,15.850000381469727
2002-05-20,15.960000038146973
2002-05-21,15.25
2002-05-22,15.109999656677246
2002-05-23,15.350000381469727
2002-05-24,14.890000343322754
2002-05-28,15.270000457763672
2002-05-29,15.220000267028809
2002-05-30,15.029999732971191
2002-05-31,16.239999771118164
2002-06-03,14.800000190734863
2002-06-04,14.649999618530273
2002-06-05,14.699999809265137
2002-06-06,14.819999694824219
2002-06-07,15.15999984741211
2002-06-10,15.350000381469727
2002-06-11,14.600000381469727
2002-06-12,14.9399995803833
2002-06-13,14.75
2002-06-14,15.029999732971191
2002-06-17,15.039999961853027
2002-06-18,14.979999542236328
2002-06-19,15.0
2002-06-20,14.760000228881836
2002-06-21,15.229999542236328
2002-06-24,15.300000190734863
2002-06-25,15.40999984741211
2002-06-26,15.5
2002-06-27,14.380000114440918
2002-06-28,14.890000343322754
2002-07-01,14.949999809265137
2002-07-02,13.800000190734863
2002-07-03,13.550000190734863
2002-07-05,14.40999984741211
2002-07-08,13.6899995803833
2002-07-09,13.710000038146973
2002-07-10,12.449999809265137
2002-07-11,12.880000114440918
2002-07-12,12.0
2002-07-15,10.800000190734863
2002-07-16,11.239999771118164
2002-07-17,11.369999885559082
2002-07-18,10.460000038146973
2002-07-19,10.800000190734863
2002-07-22,10.100000381469727
2002-07-23,9.800000190734863
2002-07-24,9.399999618530273
2002-07-25,8.279999732971191
2002-07-26,8.149999618530273
2002-07-29,8.0
2002-07-30,9.239999771118164
2002-07-31,8.5
2002-08-01,8.600000381469727
2002-08-02,8.489999771118164
2002-08-05,8.3100004196167
2002-08-06,8.899999618530273
2002-08-07,8.5
2002-08-08,8.75
2002-08-09,8.800000190734863
2002-08-12,8.829999923706055
2002-08-13,8.949999809265137
2002-08-14,9.149999618530273
2002-08-15,10.130000114440918
2002-08-16,9.710000038146973
2002-08-19,9.970000267028809
2002-08-20,9.850000381469727
2002-08-21,10.350000381469727
2002-08-22,10.100000381469727
2002-08-23,10.100000381469727
2002-08-26,10.199999809265137
2002-08-27,9.460000038146973
2002-08-28,9.25
2002-08-29,8.979999542236328
2002-08-30,9.09000015258789
2002-09-03,8.510000228881836
2002-09-04,8.25
2002-09-05,7.900000095367432
2002-09-06,8.0
2002-09-09,8.380000114440918
2002-09-10,8.25
2002-09-11,8.149999618530273
2002-09-12,8.180000305175781
2002-09-13,7.800000190734863
2002-09-16,7.829999923706055
2002-09-17,7.429999828338623
2002-09-18,7.590000152587891
2002-09-19,7.400000095367432
2002-09-20,7.119999885559082
2002-09-23,7.150000095367432
2002-09-24,7.190000057220459
2002-09-25,7.150000095367432
2002-09-26,7.179999828338623
2002-09-27,7.119999885559082
2002-09-30,6.960000038146973
2002-10-01,7.300000190734863
2002-10-02,8.170000076293945
2002-10-03,7.78000020980835
2002-10-04,7.329999923706055
2002-10-07,7.130000114440918
2002-10-08,7.03000020980835
2002-10-09,6.099999904632568
2002-10-10,6.53000020980835
2002-10-11,7.190000057220459
2002-10-14,7.079999923706055
2002-10-15,7.170000076293945
2002-10-16,6.869999885559082
2002-10-17,7.099999904632568
2002-10-18,7.150000095367432
2002-10-21,6.880000114440918
2002-10-22,6.800000190734863
2002-10-23,6.400000095367432
2002-10-24,6.039999961853027
2002-10-25,5.960000038146973
2002-10-28,6.019999980926514
2002-10-29,5.989999771118164
2002-10-30,6.0
2002-10-31,6.349999904632568
2002-11-01,6.550000190734863
2002-11-04,6.53000020980835
2002-11-05,6.900000095367432
2002-11-06,6.980000019073486
2002-11-07,6.960000038146973
2002-11-08,6.809999942779541
2002-11-11,6.929999828338623
2002-11-12,7.199999809265137
2002-11-13,6.869999885559082
2002-11-14,7.199999809265137
2002-11-15,7.320000171661377
2002-11-18,7.460000038146973
2002-11-19,7.449999809265137
2002-11-20,7.769999980926514
2002-11-21,7.489999771118164
2002-11-22,7.599999904632568
2002-11-25,7.96999979019165
2002-11-26,7.699999809265137
2002-11-27,8.0
2002-11-29,7.659999847412109
2002-12-02,7.920000076293945
2002-12-03,7.800000190734863
2002-12-04,7.53000020980835
2002-12-05,8.0
2002-12-06,8.0
2002-12-09,7.949999809265137
2002-12-10,8.0
2002-12-11,8.0
2002-12-12,7.980000019073486
2002-12-13,7.949999809265137
2002-12-16,8.0
2002-12-17,7.949999809265137
2002-12-18,7.800000190734863
2002-12-19,8.1899995803833
2002-12-20,8.079999923706055
2002-12-23,8.399999618530273
2002-12-24,8.109999656677246
2002-12-26,8.0
2002-12-27,7.769999980926514
2002-12-30,7.510000228881836
2002-12-31,7.409999847412109
2003-01-02,7.400000095367432
2003-01-03,7.329999923706055
2003-01-06,7.46999979019165
2003-01-07,7.360000133514404
2003-01-08,7.159999847412109
2003-01-09,6.909999847412109
2003-01-10,7.050000190734863
2003-01-13,7.019999980926514
2003-01-14,7.0
2003-01-15,6.900000095367432
2003-01-16,6.800000190734863
2003-01-17,6.559999942779541
2003-01-21,6.289999961853027
2003-01-22,6.460000038146973
2003-01-23,6.800000190734863
2003-01-24,6.510000228881836
2003-01-27,6.340000152587891
2003-01-28,6.289999961853027
2003-01-29,6.300000190734863
2003-01-30,6.300000190734863
2003-01-31,6.440000057220459
2003-02-03,6.440000057220459
2003-02-04,6.0
2003-02-05,5.920000076293945
2003-02-06,5.800000190734863
2003-02-07,5.699999809265137
2003-02-10,6.0
2003-02-11,5.809999942779541
2003-02-12,5.869999885559082
2003-02-13,5.809999942779541
2003-02-14,5.75
2003-02-18,6.050000190734863
2003-02-19,5.980000019073486
2003-02-20,5.909999847412109
2003-02-21,6.150000095367432
2003-02-24,5.989999771118164
2003-02-25,6.019999980926514
2003-02-26,5.96999979019165
2003-02-27,6.300000190734863
2003-02-28,6.5
2003-03-03,6.559999942779541
2003-03-04,6.440000057220459
2003-03-05,6.440000057220459
2003-03-06,6.449999809265137
2003-03-07,6.630000114440918
2003-03-10,6.389999866485596
2003-03-11,6.400000095367432
2003-03-12,5.900000095367432
2003-03-13,6.039999961853027
2003-03-14,6.150000095367432
2003-03-17,6.210000038146973
2003-03-18,6.369999885559082
2003-03-19,6.599999904632568
2003-03-20,6.369999885559082
2003-03-21,6.449999809265137
2003-03-24,6.079999923706055
2003-03-25,6.28000020980835
2003-03-26,6.050000190734863
2003-03-27,6.380000114440918
2003-03-28,6.769999980926514
2003-03-31,6.309999942779541
2003-04-01,6.309999942779541
2003-04-02,6.260000228881836
2003-04-03,6.210000038146973
2003-04-04,6.050000190734863
2003-04-07,6.190000057220459
2003-04-08,6.309999942779541
2003-04-09,6.190000057220459
2003-04-10,6.079999923706055
2003-04-11,5.980000019073486
2003-04-14,6.179999828338623
2003-04-15,6.46999979019165
2003-04-16,6.5
2003-04-17,6.489999771118164
2003-04-21,6.389999866485596
2003-04-22,6.269999980926514
2003-04-23,6.559999942779541
2003-04-24,6.599999904632568
2003-04-25,6.519999980926514
2003-04-28,6.440000057220459
2003-04-29,6.630000114440918
2003-04-30,6.639999866485596
2003-05-01,6.53000020980835
2003-05-02,6.460000038146973
2003-05-05,6.730000019073486
2003-05-06,6.869999885559082
2003-05-07,6.840000152587891
2003-05-08,6.869999885559082
2003-05-09,7.0
2003-05-12,7.059999942779541
2003-05-13,7.099999904632568
2003-05-14,7.139999866485596
2003-05-15,6.909999847412109
2003-05-16,6.849999904632568
2003-05-19,6.559999942779541
2003-05-20,6.340000152587891
2003-05-21,6.380000114440918
2003-05-22,6.650000095367432
2003-05-23,6.619999885559082
2003-05-27,6.599999904632568
2003-05-28,6.599999904632568
2003-05-29,6.690000057220459
2003-05-30,7.0
2003-06-02,6.989999771118164
2003-06-03,7.050000190734863
2003-06-04,7.300000190734863
2003-06-05,7.289999961853027
2003-06-06,7.050000190734863
2003-06-09,6.440000057220459
2003-06-10,6.25
2003-06-11,6.739999771118164
2003-06-12,7.199999809265137
2003-06-13,7.190000057220459
2003-06-16,7.25
2003-06-17,7.25
2003-06-18,6.960000038146973
2003-06-19,7.0
2003-06-20,7.289999961853027
2003-06-23,7.070000171661377
2003-06-24,7.329999923706055
2003-06-25,7.46999979019165
2003-06-26,7.059999942779541
2003-06-27,7.190000057220459
2003-06-30,7.0
2003-07-01,7.150000095367432
2003-07-02,7.519999980926514
2003-07-03,7.539999961853027
2003-07-07,8.319999694824219
2003-07-08,8.600000381469727
2003-07-09,8.09000015258789
2003-07-10,8.180000305175781
2003-07-11,8.520000457763672
2003-07-14,8.369999885559082
2003-07-15,8.399999618530273
2003-07-16,8.550000190734863
2003-07-17,8.489999771118164
2003-07-18,8.550000190734863
2003-07-21,8.100000381469727
2003-07-22,8.25
2003-07-23,7.920000076293945
2003-07-24,8.100000381469727
2003-07-25,8.420000076293945
2003-07-28,9.029999732971191
2003-07-29,8.899999618530273
2003-07-30,9.0
2003-07-31,8.979999542236328
2003-08-01,9.010000228881836
2003-08-04,9.0
2003-08-05,8.899999618530273
2003-08-06,9.420000076293945
2003-08-07,9.119999885559082
2003-08-08,9.300000190734863
2003-08-11,9.149999618530273
2003-08-12,9.100000381469727
2003-08-13,8.84000015258789
2003-08-14,9.079999923706055
2003-08-15,9.1899995803833
2003-08-18,9.270000457763672
2003-08-19,9.239999771118164
2003-08-20,9.25
2003-08-21,9.25
2003-08-22,9.119999885559082
2003-08-25,8.880000114440918
2003-08-26,9.220000267028809
2003-08-27,9.1899995803833
2003-08-28,9.289999961853027
2003-08-29,9.25
2003-09-02,9.25
2003-09-03,9.0600004196167
2003-09-04,9.220000267028809
2003-09-05,9.420000076293945
2003-09-08,9.420000076293945
2003-09-09,10.59000015258789
2003-09-10,10.119999885559082
2003-09-11,10.319999694824219
2003-09-12,11.079999923706055
2003-09-15,11.199999809265137
2003-09-16,11.25
2003-09-17,11.199999809265137
2003-09-18,12.449999809265137
2003-09-19,11.989999771118164
2003-09-22,11.479999542236328
2003-09-23,11.960000038146973
2003-09-24,11.850000381469727
2003-09-25,11.380000114440918
2003-09-26,10.880000114440918
2003-09-29,11.100000381469727
2003-09-30,10.720000267028809
2003-10-01,11.529999732971191
2003-10-02,11.649999618530273
2003-10-03,12.34000015258789
2003-10-06,13.0
2003-10-07,12.829999923706055
2003-10-08,13.350000381469727
2003-10-09,13.279999732971191
2003-10-10,13.390000343322754
2003-10-13,13.600000381469727
2003-10-14,13.550000190734863
2003-10-15,13.130000114440918
2003-10-16,12.899999618530273
2003-10-17,12.210000038146973
2003-10-20,11.960000038146973
2003-10-21,12.579999923706055
2003-10-22,11.670000076293945
2003-10-23,13.609999656677246
2003-10-24,13.319999694824219
2003-10-27,13.729999542236328
2003-10-28,14.369999885559082
2003-10-29,15.880000114440918
2003-10-30,17.030000686645508
2003-10-31,16.459999084472656
2003-11-03,16.5
2003-11-04,16.40999984741211
2003-11-05,15.970000267028809
2003-11-06,16.399999618530273
2003-11-07,16.25
2003-11-10,16.100000381469727
2003-11-11,16.209999084472656
2003-11-12,16.459999084472656
2003-11-13,16.350000381469727
2003-11-14,16.190000534057617
2003-11-17,16.170000076293945
2003-11-18,16.049999237060547
2003-11-19,15.899999618530273
2003-11-20,15.40999984741211
2003-11-21,16.0
2003-11-24,15.920000076293945
2003-11-25,15.960000038146973
2003-11-26,16.399999618530273
2003-11-28,16.600000381469727
2003-12-01,16.850000381469727
2003-12-02,18.709999084472656
2003-12-03,18.469999313354492
2003-12-04,19.0
2003-12-05,18.770000457763672
2003-12-08,19.18000030517578
2003-12-09,18.56999969482422
2003-12-10,17.010000228881836
2003-12-11,17.639999389648438
2003-12-12,18.829999923706055
2003-12-15,17.1299991607666
2003-12-16,18.209999084472656
2003-12-17,19.139999389648438
2003-12-18,18.290000915527344
2003-12-19,18.639999389648438
2003-12-22,21.010000228881836
2003-12-23,20.0
2003-12-24,20.18000030517578
2003-12-26,20.940000534057617
2003-12-29,20.610000610351562
2003-12-30,20.0
2003-12-31,19.010000228881836
2004-01-02,21.100000381469727
2004-01-05,22.5
2004-01-06,21.209999084472656
2004-01-07,21.719999313354492
2004-01-08,23.850000381469727
2004-01-09,22.700000762939453
2004-01-12,21.989999771118164
2004-01-13,22.3799991607666
2004-01-14,23.260000228881836
2004-01-15,25.65999984741211
2004-01-16,24.549999237060547
2004-01-20,26.049999237060547
2004-01-21,25.40999984741211
2004-01-22,25.059999465942383
2004-01-23,25.190000534057617
2004-01-26,25.649999618530273
2004-01-27,25.649999618530273
2004-01-28,25.799999237060547
2004-01-29,25.010000228881836
2004-01-30,25.190000534057617
2004-02-02,23.15999984741211
2004-02-03,24.0
2004-02-04,24.350000381469727
2004-02-05,24.530000686645508
2004-02-06,24.760000228881836
2004-02-09,25.3799991607666
2004-02-10,25.709999084472656
2004-02-11,25.809999465942383
2004-02-12,26.200000762939453
2004-02-13,26.06999969482422
2004-02-17,27.5
2004-02-18,27.3799991607666
2004-02-19,26.75
2004-02-20,26.290000915527344
2004-02-23,26.059999465942383
2004-02-24,26.899999618530273
2004-02-25,27.549999237060547
2004-02-26,26.200000762939453
2004-02-27,27.200000762939453
2004-03-01,27.549999237060547
2004-03-02,28.25
2004-03-03,27.979999542236328
2004-03-04,28.190000534057617
2004-03-05,27.610000610351562
2004-03-08,27.920000076293945
2004-03-09,26.479999542236328
2004-03-10,25.1200008392334
2004-03-11,25.979999542236328
2004-03-12,27.260000228881836
2004-03-15,26.790000915527344
2004-03-16,26.600000381469727
2004-03-17,26.0
2004-03-18,27.06999969482422
2004-03-19,28.579999923706055
2004-03-22,26.889999389648438
2004-03-23,27.1200008392334
2004-03-24,26.100000381469727
2004-03-25,28.1200008392334
2004-03-26,28.8700008392334
2004-03-29,28.90999984741211
2004-03-30,29.209999084472656
2004-03-31,28.229999542236328
2004-04-01,28.200000762939453
2004-04-02,29.280000686645508
2004-04-05,27.5
2004-04-06,27.65999984741211
2004-04-07,25.540000915527344
2004-04-08,24.489999771118164
2004-04-12,24.600000381469727
2004-04-13,24.100000381469727
2004-04-14,24.049999237060547
2004-04-15,23.850000381469727
2004-04-16,24.170000076293945
2004-04-19,24.5
2004-04-20,24.15999984741211
2004-04-21,22.43000030517578
2004-04-22,22.700000762939453
2004-04-23,22.149999618530273
2004-04-26,21.850000381469727
2004-04-27,21.860000610351562
2004-04-28,20.799999237060547
2004-04-29,20.579999923706055
2004-04-30,19.799999237060547
2004-05-03,20.809999465942383
2004-05-04,21.559999465942383
2004-05-05,21.959999084472656
2004-05-06,21.229999542236328
2004-05-07,19.790000915527344
2004-05-10,19.3700008392334
2004-05-11,19.959999084472656
2004-05-12,19.559999465942383
2004-05-13,20.0
2004-05-14,19.579999923706055
2004-05-17,19.200000762939453
2004-05-18,19.600000381469727
2004-05-19,19.65999984741211
2004-05-20,19.600000381469727
2004-05-21,19.829999923706055
2004-05-24,20.600000381469727
2004-05-25,21.549999237060547
2004-05-26,21.56999969482422
2004-05-27,22.81999969482422
2004-05-28,23.170000076293945
2004-06-01,23.700000762939453
2004-06-02,22.829999923706055
2004-06-03,22.639999389648438
2004-06-04,22.959999084472656
2004-06-07,23.8700008392334
2004-06-08,24.020000457763672
2004-06-09,23.049999237060547
2004-06-10,22.84000015258789
2004-06-14,22.440000534057617
2004-06-15,23.15999984741211
2004-06-16,23.40999984741211
2004-06-17,23.329999923706055
2004-06-18,23.770000457763672
2004-06-21,23.56999969482422
2004-06-22,23.829999923706055
2004-06-23,24.260000228881836
2004-06-24,23.690000534057617
2004-06-25,24.489999771118164
2004-06-28,24.389999389648438
2004-06-29,24.610000610351562
2004-06-30,24.790000915527344
2004-07-01,24.850000381469727
2004-07-02,24.290000915527344
2004-07-06,24.780000686645508
2004-07-07,25.0
2004-07-08,24.979999542236328
2004-07-09,24.3700008392334
2004-07-12,24.1200008392334
2004-07-13,23.809999465942383
2004-07-14,23.84000015258789
2004-07-15,23.899999618530273
2004-07-16,24.309999465942383
2004-07-19,24.100000381469727
2004-07-20,24.850000381469727
2004-07-21,23.90999984741211
2004-07-22,23.350000381469727
2004-07-23,22.65999984741211
2004-07-26,22.610000610351562
2004-07-27,23.149999618530273
2004-07-28,23.809999465942383
2004-07-29,24.920000076293945
2004-07-30,23.549999237060547
2004-08-02,23.899999618530273
2004-08-03,24.030000686645508
2004-08-04,23.75
2004-08-05,24.25
2004-08-06,23.280000686645508
2004-08-09,23.549999237060547
2004-08-10,23.920000076293945
2004-08-11,23.709999084472656
2004-08-12,23.920000076293945
2004-08-13,24.110000610351562
2004-08-16,24.610000610351562
2004-08-17,24.850000381469727
2004-08-18,25.459999084472656
2004-08-19,25.0
2004-08-20,25.260000228881836
2004-08-23,24.399999618530273
2004-08-24,24.360000610351562
2004-08-25,24.8700008392334
2004-08-26,25.0
2004-08-27,25.059999465942383
2004-08-30,24.399999618530273
2004-08-31,24.780000686645508
2004-09-01,24.579999923706055
2004-09-02,25.15999984741211
2004-09-03,24.56999969482422
2004-09-07,24.579999923706055
2004-09-08,24.510000228881836
2004-09-09,25.600000381469727
2004-09-10,24.950000762939453
2004-09-13,25.0
2004-09-14,24.920000076293945
2004-09-15,24.899999618530273
2004-09-16,25.139999389648438
2004-09-17,25.719999313354492
2004-09-20,25.860000610351562
2004-09-21,26.3700008392334
2004-09-22,26.450000762939453
2004-09-23,26.010000228881836
2004-09-24,26.559999465942383
2004-09-27,26.209999084472656
2004-09-28,27.59000015258789
2004-09-29,27.510000228881836
2004-09-30,27.729999542236328
2004-10-01,28.059999465942383
2004-10-04,28.43000030517578
2004-10-05,28.09000015258789
2004-10-06,28.649999618530273
2004-10-07,28.799999237060547
2004-10-08,28.31999969482422
2004-10-11,27.760000228881836
2004-10-12,27.520000457763672
2004-10-13,25.84000015258789
2004-10-14,26.329999923706055
2004-10-15,26.760000228881836
2004-10-18,26.149999618530273
2004-10-19,25.75
2004-10-20,26.270000457763672
2004-10-21,27.1200008392334
2004-10-22,26.0
2004-10-25,26.399999618530273
2004-10-26,26.969999313354492
2004-10-27,24.90999984741211
2004-10-28,23.299999237060547
2004-10-29,23.139999389648438
2004-11-01,23.68000030517578
2004-11-02,22.989999771118164
2004-11-03,23.3799991607666
2004-11-04,24.0
2004-11-05,24.5
2004-11-08,24.3700008392334
2004-11-09,24.940000534057617
2004-11-10,24.479999542236328
2004-11-11,24.610000610351562
2004-11-12,25.950000762939453
2004-11-15,25.75
2004-11-16,25.06999969482422
2004-11-17,25.360000610351562
2004-11-18,25.190000534057617
2004-11-19,24.809999465942383
2004-11-22,25.280000686645508
2004-11-23,24.850000381469727
2004-11-24,25.209999084472656
2004-11-26,25.600000381469727
2004-11-29,25.739999771118164
2004-11-30,25.6200008392334
2004-12-01,25.90999984741211
2004-12-02,24.68000030517578
2004-12-03,24.889999389648438
2004-12-06,24.860000610351562
2004-12-07,23.690000534057617
2004-12-08,23.420000076293945
2004-12-09,23.100000381469727
2004-12-10,23.920000076293945
2004-12-13,24.459999084472656
2004-12-14,24.1200008392334
2004-12-15,23.920000076293945
2004-12-16,23.600000381469727
2004-12-17,23.969999313354492
2004-12-20,24.479999542236328
2004-12-21,25.350000381469727
2004-12-22,25.049999237060547
2004-12-23,25.25
2004-12-27,25.149999618530273
2004-12-28,25.780000686645508
2004-12-29,25.809999465942383
2004-12-30,25.850000381469727
2004-12-31,26.260000228881836
2005-01-03,26.329999923706055
2005-01-04,25.399999618530273
2005-01-05,24.709999084472656
2005-01-06,24.299999237060547
2005-01-07,24.850000381469727
2005-01-10,24.639999389648438
2005-01-11,23.989999771118164
2005-01-12,24.170000076293945
2005-01-13,24.469999313354492
2005-01-14,25.489999771118164
2005-01-18,25.719999313354492
2005-01-19,25.200000762939453
