,EXPO
2000-07-25,1.15625
2000-07-26,1.15625
2000-07-27,1.125
2000-07-28,1.109375
2000-07-31,1.109375
2000-08-01,1.125
2000-08-02,1.125
2000-08-03,1.09375
2000-08-04,1.078125
2000-08-07,1.109375
2000-08-08,1.109375
2000-08-09,1.109375
2000-08-10,1.082031011581421
2000-08-11,1.078125
2000-08-14,1.078125
2000-08-15,1.1328129768371582
2000-08-16,1.125
2000-08-17,1.078125
2000-08-18,1.125
2000-08-21,1.0625
2000-08-22,1.097656011581421
2000-08-23,1.078125
2000-08-24,1.078125
2000-08-25,1.078125
2000-08-28,1.0625
2000-08-29,1.0625
2000-08-30,1.078125
2000-08-31,1.0859379768371582
2000-09-01,1.09375
2000-09-05,1.046875
2000-09-06,1.046875
2000-09-07,1.109375
2000-09-08,1.09375
2000-09-11,1.078125
2000-09-12,1.1015629768371582
2000-09-13,1.1015629768371582
2000-09-14,1.1171879768371582
2000-09-15,1.125
2000-09-18,1.1171879768371582
2000-09-19,1.125
2000-09-20,1.125
2000-09-21,1.125
2000-09-22,1.109375
2000-09-25,1.078125
2000-09-26,1.078125
2000-09-27,1.0878909826278687
2000-09-28,1.0703129768371582
2000-09-29,1.0703129768371582
2000-10-02,1.03125
2000-10-03,0.8945310115814209
2000-10-04,0.890625
2000-10-05,0.90625
2000-10-06,0.90625
2000-10-09,0.90625
2000-10-10,0.9375
2000-10-11,0.890625
2000-10-12,0.90625
2000-10-13,1.046875
2000-10-16,0.984375
2000-10-17,1.03125
2000-10-18,0.9921879768371582
2000-10-19,1.0625
2000-10-20,1.0546879768371582
2000-10-23,1.0625
2000-10-24,1.125
2000-10-25,1.1171879768371582
2000-10-26,1.09375
2000-10-27,1.15625
2000-10-30,1.125
2000-10-31,1.152343988418579
2000-11-01,1.125
2000-11-02,1.1484379768371582
2000-11-03,1.1875
2000-11-06,1.140625
2000-11-07,1.144531011581421
2000-11-08,1.125
2000-11-09,1.140625
2000-11-10,1.125
2000-11-13,1.125
2000-11-14,1.140625
2000-11-15,1.171875
2000-11-16,1.144531011581421
2000-11-17,1.15625
2000-11-20,1.171875
2000-11-21,1.1875
2000-11-22,1.1875
2000-11-24,1.1875
2000-11-27,1.1875
2000-11-28,1.1875
2000-11-29,1.1875
2000-11-30,1.1875
2000-12-01,1.1875
2000-12-04,1.1875
2000-12-05,1.203125
2000-12-06,1.203125
2000-12-07,1.191406011581421
2000-12-08,1.1875
2000-12-11,1.1953129768371582
2000-12-12,1.234375
2000-12-13,1.25
2000-12-14,1.25
2000-12-15,1.203125
2000-12-18,1.175781011581421
2000-12-19,1.140625
2000-12-20,1.140625
2000-12-21,1.140625
2000-12-22,1.140625
2000-12-26,1.140625
2000-12-27,1.171875
2000-12-28,1.203125
2000-12-29,1.1953129768371582
2001-01-02,1.1875
2001-01-03,1.1640629768371582
2001-01-04,1.21875
2001-01-05,1.1875
2001-01-08,1.1484379768371582
2001-01-09,1.140625
2001-01-10,1.171875
2001-01-11,1.171875
2001-01-12,1.175781011581421
2001-01-16,1.171875
2001-01-17,1.1484379768371582
2001-01-18,1.140625
2001-01-19,1.140625
2001-01-22,1.1484379768371582
2001-01-23,1.140625
2001-01-24,1.15625
2001-01-25,1.2421879768371582
2001-01-26,1.234375
2001-01-29,1.15625
2001-01-30,1.1875
2001-01-31,1.203125
2001-02-01,1.203125
2001-02-02,1.1875
2001-02-05,1.203125
2001-02-06,1.25
2001-02-07,1.25
2001-02-08,1.2402340173721313
2001-02-09,1.1875
2001-02-12,1.246093988418579
2001-02-13,1.246093988418579
2001-02-14,1.234375
2001-02-15,1.234375
2001-02-16,1.234375
2001-02-20,1.21875
2001-02-21,1.2421879768371582
2001-02-22,1.21875
2001-02-23,1.203125
2001-02-26,1.375
2001-02-27,1.5
2001-02-28,1.4375
2001-03-01,1.3828129768371582
2001-03-02,1.3671879768371582
2001-03-05,1.46875
2001-03-06,1.359375
2001-03-07,1.4296879768371582
2001-03-08,1.4140629768371582
2001-03-09,1.4765629768371582
2001-03-12,1.4375
2001-03-13,1.453125
2001-03-14,1.5
2001-03-15,1.46875
2001-03-16,1.46875
2001-03-19,1.4609379768371582
2001-03-20,1.46875
2001-03-21,1.359375
2001-03-22,1.328125
2001-03-23,1.3828129768371582
2001-03-26,1.390625
2001-03-27,1.5
2001-03-28,1.5
2001-03-29,1.5
2001-03-30,1.6875
2001-04-02,1.625
2001-04-03,1.5625
2001-04-04,1.546875
2001-04-05,1.5078129768371582
2001-04-06,1.4375
2001-04-09,1.378749966621399
2001-04-10,1.53125
2001-04-11,1.524999976158142
2001-04-12,1.4637500047683716
2001-04-16,1.3387500047683716
2001-04-17,1.4187500476837158
2001-04-18,1.3825000524520874
2001-04-19,1.3762500286102295
2001-04-20,1.3737499713897705
2001-04-23,1.3849999904632568
2001-04-24,1.34375
2001-04-25,1.34375
2001-04-26,1.3387500047683716
2001-04-27,1.431249976158142
2001-04-30,1.3875000476837158
2001-05-01,1.40625
2001-05-02,1.4375
2001-05-03,1.471250057220459
2001-05-04,1.5125000476837158
2001-05-07,1.5437500476837158
2001-05-08,1.5575000047683716
2001-05-09,1.502500057220459
2001-05-10,1.506250023841858
2001-05-11,1.5
2001-05-14,1.3875000476837158
2001-05-15,1.375
2001-05-16,1.399999976158142
2001-05-17,1.34375
2001-05-18,1.347499966621399
2001-05-21,1.3324999809265137
2001-05-22,1.3250000476837158
2001-05-23,1.403749942779541
2001-05-24,1.4574999809265137
2001-05-25,1.4424999952316284
2001-05-29,1.475000023841858
2001-05-30,1.4912500381469727
2001-05-31,1.4874999523162842
2001-06-01,1.4987499713897705
2001-06-04,1.28125
2001-06-05,1.306249976158142
2001-06-06,1.40625
2001-06-07,1.3875000476837158
2001-06-08,1.3737499713897705
2001-06-11,1.3624999523162842
2001-06-12,1.431249976158142
2001-06-13,1.381250023841858
2001-06-14,1.3887499570846558
2001-06-15,1.306249976158142
2001-06-18,1.306249976158142
2001-06-19,1.3562500476837158
2001-06-20,1.2825000286102295
2001-06-21,1.28125
2001-06-22,1.2937500476837158
2001-06-25,1.3125
2001-06-26,1.375
2001-06-27,1.3137500286102295
2001-06-28,1.337499976158142
2001-06-29,1.347499966621399
2001-07-02,1.381250023841858
2001-07-03,1.3875000476837158
2001-07-05,1.381250023841858
2001-07-06,1.3975000381469727
2001-07-09,1.375
2001-07-10,1.3624999523162842
2001-07-11,1.375
2001-07-12,1.375
2001-07-13,1.381250023841858
2001-07-16,1.375
2001-07-17,1.375
2001-07-18,1.368749976158142
2001-07-19,1.368749976158142
2001-07-20,1.274999976158142
2001-07-23,1.3237500190734863
2001-07-24,1.306249976158142
2001-07-25,1.2887500524520874
2001-07-26,1.274999976158142
2001-07-27,1.2987500429153442
2001-07-30,1.2575000524520874
2001-07-31,1.2587499618530273
2001-08-01,1.28125
2001-08-02,1.3037500381469727
2001-08-03,1.2987500429153442
2001-08-06,1.2999999523162842
2001-08-07,1.2687499523162842
2001-08-08,1.2687499523162842
2001-08-09,1.2687499523162842
2001-08-10,1.3125
2001-08-13,1.2687499523162842
2001-08-14,1.2687499523162842
2001-08-15,1.2625000476837158
2001-08-16,1.274999976158142
2001-08-17,1.2862499952316284
2001-08-20,1.256250023841858
2001-08-21,1.256250023841858
2001-08-22,1.25
2001-08-23,1.1687500476837158
2001-08-24,1.1687500476837158
2001-08-27,1.162500023841858
2001-08-28,1.131250023841858
2001-08-29,1.15625
2001-08-30,1.1337499618530273
2001-08-31,1.1325000524520874
2001-09-04,1.25
2001-09-05,1.375
2001-09-06,1.2687499523162842
2001-09-07,1.2975000143051147
2001-09-10,1.34375
2001-09-17,1.5
2001-09-18,1.462499976158142
2001-09-19,1.4299999475479126
2001-09-20,1.4075000286102295
2001-09-21,1.2312500476837158
2001-09-24,1.25
2001-09-25,1.372499942779541
2001-09-26,1.315000057220459
2001-09-27,1.306249976158142
2001-09-28,1.3624999523162842
2001-10-01,1.2999999523162842
2001-10-02,1.21875
2001-10-03,1.184999942779541
2001-10-04,1.181249976158142
2001-10-05,1.1862499713897705
2001-10-08,1.2237499952316284
2001-10-09,1.215000033378601
2001-10-10,1.1749999523162842
2001-10-11,1.15625
2001-10-12,1.1875
2001-10-15,1.2062499523162842
2001-10-16,1.2324999570846558
2001-10-17,1.2387499809265137
2001-10-18,1.2312500476837158
2001-10-19,1.2000000476837158
2001-10-22,1.25
2001-10-23,1.2362500429153442
2001-10-24,1.243749976158142
2001-10-25,1.25
2001-10-26,1.2725000381469727
2001-10-29,1.2675000429153442
2001-10-30,1.2625000476837158
2001-10-31,1.2487499713897705
2001-11-01,1.25
2001-11-02,1.2400000095367432
2001-11-05,1.2387499809265137
2001-11-06,1.2374999523162842
2001-11-07,1.2100000381469727
2001-11-08,1.193750023841858
2001-11-09,1.2412500381469727
2001-11-12,1.2312500476837158
2001-11-13,1.25
2001-11-14,1.2487499713897705
2001-11-15,1.2487499713897705
2001-11-16,1.225000023841858
2001-11-19,1.212499976158142
2001-11-20,1.2074999809265137
2001-11-21,1.2074999809265137
2001-11-23,1.2074999809265137
2001-11-26,1.225000023841858
2001-11-27,1.2312500476837158
2001-11-28,1.2312500476837158
2001-11-29,1.256250023841858
2001-11-30,1.2450000047683716
2001-12-03,1.277500033378601
2001-12-04,1.28125
2001-12-05,1.287500023841858
2001-12-06,1.3312499523162842
2001-12-07,1.350000023841858
2001-12-10,1.3799999952316284
2001-12-11,1.3925000429153442
2001-12-12,1.3937499523162842
2001-12-13,1.4387500286102295
2001-12-14,1.5
2001-12-17,1.5012500286102295
2001-12-18,1.6124999523162842
2001-12-19,1.568750023841858
2001-12-20,1.5625
2001-12-21,1.5625
2001-12-24,1.5387500524520874
2001-12-26,1.587499976158142
2001-12-27,1.5637500286102295
2001-12-28,1.625
2001-12-31,1.5399999618530273
2002-01-02,1.6087499856948853
2002-01-03,1.5750000476837158
2002-01-04,1.5750000476837158
2002-01-07,1.6012500524520874
2002-01-08,1.6237499713897705
2002-01-09,1.625
2002-01-10,1.621250033378601
2002-01-11,1.618749976158142
2002-01-14,1.618749976158142
2002-01-15,1.5750000476837158
2002-01-16,1.5987499952316284
2002-01-17,1.631250023841858
2002-01-18,1.5950000286102295
2002-01-22,1.6062500476837158
2002-01-23,1.625
2002-01-24,1.6237499713897705
2002-01-25,1.625
2002-01-28,1.6062500476837158
2002-01-29,1.600000023841858
2002-01-30,1.600000023841858
2002-01-31,1.6237499713897705
2002-02-01,1.6124999523162842
2002-02-04,1.6124999523162842
2002-02-05,1.59375
2002-02-06,1.6062500476837158
2002-02-07,1.618749976158142
2002-02-08,1.625
2002-02-11,1.587499976158142
2002-02-12,1.622499942779541
2002-02-13,1.625
2002-02-14,1.600000023841858
2002-02-15,1.59375
2002-02-19,1.625
2002-02-20,1.6124999523162842
2002-02-21,1.5774999856948853
2002-02-22,1.5987499952316284
2002-02-25,1.6124999523162842
2002-02-26,1.625
2002-02-27,1.618749976158142
2002-02-28,1.618749976158142
2002-03-01,1.631250023841858
2002-03-04,1.6425000429153442
2002-03-05,1.6124999523162842
2002-03-06,1.625
2002-03-07,1.75
2002-03-08,1.712499976158142
2002-03-11,1.7074999809265137
2002-03-12,1.631250023841858
2002-03-13,1.712499976158142
2002-03-14,1.7074999809265137
2002-03-15,1.715000033378601
2002-03-18,1.625
2002-03-19,1.6787500381469727
2002-03-20,1.690000057220459
2002-03-21,1.690000057220459
2002-03-22,1.6575000286102295
2002-03-25,1.6712499856948853
2002-03-26,1.6662499904632568
2002-03-27,1.618749976158142
2002-03-28,1.6637500524520874
2002-04-01,1.71875
2002-04-02,1.625
2002-04-03,1.6299999952316284
2002-04-04,1.649999976158142
2002-04-05,1.6675000190734863
2002-04-08,1.6687500476837158
2002-04-09,1.6437499523162842
2002-04-10,1.649999976158142
2002-04-11,1.681249976158142
2002-04-12,1.7350000143051147
2002-04-15,1.7374999523162842
2002-04-16,1.6875
2002-04-17,1.691249966621399
2002-04-18,1.6875
2002-04-19,1.6875
2002-04-22,1.6875
2002-04-23,1.65625
2002-04-24,1.6437499523162842
2002-04-25,1.6387499570846558
2002-04-26,1.649999976158142
2002-04-29,1.625
2002-04-30,1.6425000429153442
2002-05-01,1.6437499523162842
2002-05-02,1.6375000476837158
2002-05-03,1.6399999856948853
2002-05-06,1.6437499523162842
2002-05-07,1.631250023841858
2002-05-08,1.6349999904632568
2002-05-09,1.6437499523162842
2002-05-10,1.65625
2002-05-13,1.65625
2002-05-14,1.6150000095367432
2002-05-15,1.6087499856948853
2002-05-16,1.6162500381469727
2002-05-17,1.625
2002-05-20,1.625
2002-05-21,1.6074999570846558
2002-05-22,1.5987499952316284
2002-05-23,1.6237499713897705
2002-05-24,1.587499976158142
2002-05-28,1.5750000476837158
2002-05-29,1.5762499570846558
2002-05-30,1.6162500381469727
2002-05-31,1.600000023841858
2002-06-03,1.625
2002-06-04,1.6174999475479126
2002-06-05,1.625
2002-06-06,1.618749976158142
2002-06-07,1.6124999523162842
2002-06-10,1.5950000286102295
2002-06-11,1.600000023841858
2002-06-12,1.6062500476837158
2002-06-13,1.6100000143051147
2002-06-14,1.6100000143051147
2002-06-17,1.6100000143051147
2002-06-18,1.6375000476837158
2002-06-19,1.59375
2002-06-20,1.5812499523162842
2002-06-21,1.625
2002-06-24,1.59375
2002-06-25,1.600000023841858
2002-06-26,1.625
2002-06-27,1.631250023841858
2002-06-28,1.6137499809265137
2002-07-01,1.662500023841858
2002-07-02,1.662500023841858
2002-07-03,1.6200000047683716
2002-07-05,1.631250023841858
2002-07-08,1.625
2002-07-09,1.627500057220459
2002-07-10,1.6437499523162842
2002-07-11,1.6549999713897705
2002-07-12,1.631250023841858
2002-07-15,1.625
2002-07-16,1.6237499713897705
2002-07-17,1.6124999523162842
2002-07-18,1.5750000476837158
2002-07-19,1.625
2002-07-22,1.5499999523162842
2002-07-23,1.4249999523162842
2002-07-24,1.403749942779541
2002-07-25,1.3887499570846558
2002-07-26,1.5
2002-07-29,1.4674999713897705
2002-07-30,1.4762500524520874
2002-07-31,1.5175000429153442
2002-08-01,1.4987499713897705
2002-08-02,1.440000057220459
2002-08-05,1.4375
2002-08-06,1.5
2002-08-07,1.5700000524520874
2002-08-08,1.59375
2002-08-09,1.618749976158142
2002-08-12,1.556249976158142
2002-08-13,1.53125
2002-08-14,1.5325000286102295
2002-08-15,1.503749966621399
2002-08-16,1.5737500190734863
2002-08-19,1.5225000381469727
2002-08-20,1.4874999523162842
2002-08-21,1.5
2002-08-22,1.5
2002-08-23,1.502500057220459
2002-08-26,1.497499942779541
2002-08-27,1.4500000476837158
2002-08-28,1.4924999475479126
2002-08-29,1.471250057220459
2002-08-30,1.5525000095367432
2002-09-03,1.5449999570846558
2002-09-04,1.587499976158142
2002-09-05,1.6375000476837158
2002-09-06,1.649999976158142
2002-09-09,1.6749999523162842
2002-09-10,1.7374999523162842
2002-09-11,1.7062499523162842
2002-09-12,1.712499976158142
2002-09-13,1.8125
2002-09-16,1.8737499713897705
2002-09-17,1.7074999809265137
2002-09-18,1.712499976158142
2002-09-19,1.649999976158142
2002-09-20,1.622499942779541
2002-09-23,1.59375
2002-09-24,1.502500057220459
2002-09-25,1.6124999523162842
2002-09-26,1.618749976158142
2002-09-27,1.625
2002-09-30,1.5762499570846558
2002-10-01,1.662500023841858
2002-10-02,1.662500023841858
2002-10-03,1.75
2002-10-04,1.8125
2002-10-07,1.8262499570846558
2002-10-08,1.7699999809265137
2002-10-09,1.7575000524520874
2002-10-10,1.7737499475479126
2002-10-11,1.7374999523162842
2002-10-14,1.7637499570846558
2002-10-15,1.7649999856948853
2002-10-16,1.7062499523162842
2002-10-17,1.6549999713897705
2002-10-18,1.6237499713897705
2002-10-21,1.6037499904632568
2002-10-22,1.5612499713897705
2002-10-23,1.568750023841858
2002-10-24,1.65625
2002-10-25,1.65625
2002-10-28,1.59375
2002-10-29,1.5750000476837158
2002-10-30,1.5750000476837158
2002-10-31,1.5812499523162842
2002-11-01,1.625
2002-11-04,1.6237499713897705
2002-11-05,1.618749976158142
2002-11-06,1.6237499713897705
2002-11-07,1.625
2002-11-08,1.5750000476837158
2002-11-11,1.600000023841858
2002-11-12,1.59375
2002-11-13,1.6112500429153442
2002-11-14,1.5750000476837158
2002-11-15,1.59375
2002-11-18,1.618749976158142
2002-11-19,1.59375
2002-11-20,1.5499999523162842
2002-11-21,1.5750000476837158
2002-11-22,1.600000023841858
2002-11-25,1.6037499904632568
2002-11-26,1.6174999475479126
2002-11-27,1.59375
2002-11-29,1.6137499809265137
2002-12-02,1.7337499856948853
2002-12-03,1.7237499952316284
2002-12-04,1.6887500286102295
2002-12-05,1.7512500286102295
2002-12-06,1.75
2002-12-09,1.75
2002-12-10,1.778749942779541
2002-12-11,1.78125
2002-12-12,1.8125
2002-12-13,1.8174999952316284
2002-12-16,1.8537499904632568
2002-12-17,1.8125
2002-12-18,1.8624999523162842
2002-12-19,1.8612500429153442
2002-12-20,1.8674999475479126
2002-12-23,1.8112499713897705
2002-12-24,1.841249942779541
2002-12-26,1.7949999570846558
2002-12-27,1.8012499809265137
2002-12-30,1.7825000286102295
2002-12-31,1.8350000381469727
2003-01-02,1.8562500476837158
2003-01-03,1.8762500286102295
2003-01-06,1.90625
2003-01-07,1.8862500190734863
2003-01-08,1.8925000429153442
2003-01-09,1.8875000476837158
2003-01-10,1.881250023841858
2003-01-13,1.8324999809265137
2003-01-14,1.84375
2003-01-15,1.8125
2003-01-16,1.8049999475479126
2003-01-17,1.8362499475479126
2003-01-21,1.8550000190734863
2003-01-22,1.815000057220459
2003-01-23,1.8224999904632568
2003-01-24,1.8200000524520874
2003-01-27,1.8274999856948853
2003-01-28,1.84375
2003-01-29,1.868749976158142
2003-01-30,1.8312499523162842
2003-01-31,1.7999999523162842
2003-02-03,1.8174999952316284
2003-02-04,1.743749976158142
2003-02-05,1.747499942779541
2003-02-06,1.712499976158142
2003-02-07,1.722499966621399
2003-02-10,1.71875
2003-02-11,1.7237499952316284
2003-02-12,1.7012499570846558
2003-02-13,1.691249966621399
2003-02-14,1.7324999570846558
2003-02-18,1.715000033378601
2003-02-19,1.6862499713897705
2003-02-20,1.712499976158142
2003-02-21,1.6887500286102295
2003-02-24,1.7050000429153442
2003-02-25,1.712499976158142
2003-02-26,1.6962499618530273
2003-02-27,1.71875
2003-02-28,1.75
2003-03-03,1.7625000476837158
2003-03-04,1.850000023841858
2003-03-05,1.8562500476837158
2003-03-06,1.8362499475479126
2003-03-07,1.7637499570846558
2003-03-10,1.6675000190734863
2003-03-11,1.6649999618530273
2003-03-12,1.6649999618530273
2003-03-13,1.662500023841858
2003-03-14,1.6449999809265137
2003-03-17,1.6875
2003-03-18,1.6749999523162842
2003-03-19,1.662500023841858
2003-03-20,1.6462500095367432
2003-03-21,1.6387499570846558
2003-03-24,1.622499942779541
2003-03-25,1.622499942779541
2003-03-26,1.6200000047683716
2003-03-27,1.622499942779541
2003-03-28,1.6449999809265137
2003-03-31,1.6437499523162842
2003-04-01,1.6449999809265137
2003-04-02,1.75
2003-04-03,1.747499942779541
2003-04-04,1.683750033378601
2003-04-07,1.7062499523162842
2003-04-08,1.6662499904632568
2003-04-09,1.631250023841858
2003-04-10,1.6637500524520874
2003-04-11,1.625
2003-04-14,1.625
2003-04-15,1.6237499713897705
2003-04-16,1.6124999523162842
2003-04-17,1.6124999523162842
2003-04-21,1.618749976158142
2003-04-22,1.778749942779541
2003-04-23,1.7625000476837158
2003-04-24,1.752500057220459
2003-04-25,1.747499942779541
2003-04-28,1.746250033378601
2003-04-29,1.7374999523162842
2003-04-30,1.7387499809265137
2003-05-01,1.756250023841858
2003-05-02,1.7987500429153442
2003-05-05,1.78125
2003-05-06,1.7937500476837158
2003-05-07,1.8350000381469727
2003-05-08,1.8674999475479126
2003-05-09,1.941249966621399
2003-05-12,1.9375
2003-05-13,1.8925000429153442
2003-05-14,1.9299999475479126
2003-05-15,1.9362499713897705
2003-05-16,1.9375
2003-05-19,1.9149999618530273
2003-05-20,1.875
2003-05-21,1.8587499856948853
2003-05-22,1.816249966621399
2003-05-23,1.9012500047683716
2003-05-27,1.9049999713897705
2003-05-28,1.909999966621399
2003-05-29,1.875
2003-05-30,1.9912500381469727
2003-06-02,1.9049999713897705
2003-06-03,1.8975000381469727
2003-06-04,1.9212499856948853
2003-06-05,1.9075000286102295
2003-06-06,1.899999976158142
2003-06-09,1.9262499809265137
2003-06-10,2.0487499237060547
2003-06-11,2.049999952316284
2003-06-12,2.1649999618530273
2003-06-13,2.174999952316284
2003-06-16,2.1362500190734863
2003-06-17,2.0137500762939453
2003-06-18,1.962499976158142
2003-06-19,1.9912500381469727
2003-06-20,1.9787499904632568
2003-06-23,1.9837499856948853
2003-06-24,2.0037500858306885
2003-06-25,2.016249895095825
2003-06-26,1.9674999713897705
2003-06-27,2.005000114440918
2003-06-30,1.9375
2003-07-01,2.0199999809265137
2003-07-02,2.0037500858306885
2003-07-03,1.9912500381469727
2003-07-07,2.0487499237060547
2003-07-08,2.0687499046325684
2003-07-09,2.0225000381469727
2003-07-10,1.9450000524520874
2003-07-11,1.9162499904632568
2003-07-14,1.9325000047683716
2003-07-15,2.0062499046325684
2003-07-16,1.9450000524520874
2003-07-17,1.9137500524520874
2003-07-18,1.9824999570846558
2003-07-21,2.0299999713897705
2003-07-22,2.059999942779541
2003-07-23,2.09375
2003-07-24,2.0625
2003-07-25,2.049999952316284
2003-07-28,2.0274999141693115
2003-07-29,1.9950000047683716
2003-07-30,1.96875
2003-07-31,1.9812500476837158
2003-08-01,2.009999990463257
2003-08-04,2.1050000190734863
2003-08-05,2.077500104904175
2003-08-06,2.0762500762939453
2003-08-07,2.0250000953674316
2003-08-08,2.026249885559082
2003-08-11,2.043750047683716
2003-08-12,2.055000066757202
2003-08-13,2.0737500190734863
2003-08-14,2.09375
2003-08-15,2.059999942779541
2003-08-18,2.0374999046325684
2003-08-19,2.140000104904175
2003-08-20,2.0999999046325684
2003-08-21,2.1812500953674316
2003-08-22,2.1075000762939453
2003-08-25,2.137500047683716
2003-08-26,2.125
2003-08-27,2.1362500190734863
2003-08-28,2.1362500190734863
2003-08-29,2.1549999713897705
2003-09-02,2.0450000762939453
2003-09-03,2.09375
2003-09-04,2.0950000286102295
2003-09-05,2.1475000381469727
2003-09-08,2.132499933242798
2003-09-09,2.117500066757202
2003-09-10,2.0762500762939453
2003-09-11,2.0612499713897705
2003-09-12,2.047499895095825
2003-09-15,2.09375
2003-09-16,2.0950000286102295
2003-09-17,2.1137499809265137
2003-09-18,2.1187500953674316
2003-09-19,2.1500000953674316
2003-09-22,2.1262500286102295
2003-09-23,2.0274999141693115
2003-09-24,2.0199999809265137
2003-09-25,2.043750047683716
2003-09-26,2.0625
2003-09-29,2.088749885559082
2003-09-30,2.1737499237060547
2003-10-01,2.168750047683716
2003-10-02,2.2012500762939453
2003-10-03,2.1875
2003-10-06,2.192500114440918
2003-10-07,2.182499885559082
2003-10-08,2.1624999046325684
2003-10-09,2.148750066757202
2003-10-10,2.127500057220459
2003-10-13,2.1600000858306885
2003-10-14,2.1600000858306885
2003-10-15,2.1700000762939453
2003-10-16,2.137500047683716
2003-10-17,2.1387500762939453
2003-10-20,2.0875000953674316
2003-10-21,2.46875
2003-10-22,2.523750066757202
2003-10-23,2.5562500953674316
2003-10-24,2.5625
2003-10-27,2.5299999713897705
2003-10-28,2.5799999237060547
2003-10-29,2.6500000953674316
2003-10-30,2.643749952316284
2003-10-31,2.641249895095825
2003-11-03,2.643749952316284
2003-11-04,2.731250047683716
2003-11-05,2.723750114440918
2003-11-06,2.601249933242798
2003-11-07,2.6875
2003-11-10,2.8125
2003-11-11,2.771250009536743
2003-11-12,2.7049999237060547
2003-11-13,2.7225000858306885
2003-11-14,2.75
2003-11-17,2.8424999713897705
2003-11-18,2.7437500953674316
2003-11-19,2.677500009536743
2003-11-20,2.75
2003-11-21,2.733750104904175
2003-11-24,2.8324999809265137
2003-11-25,2.8125
2003-11-26,2.853749990463257
2003-11-28,2.8399999141693115
2003-12-01,2.918750047683716
2003-12-02,2.875
2003-12-03,2.859999895095825
2003-12-04,2.836250066757202
2003-12-05,2.8237500190734863
2003-12-08,2.7437500953674316
2003-12-09,2.6624999046325684
2003-12-10,2.716249942779541
2003-12-11,2.716249942779541
2003-12-12,2.668750047683716
2003-12-15,2.59375
2003-12-16,2.5
2003-12-17,2.46875
2003-12-18,2.471250057220459
2003-12-19,2.471250057220459
2003-12-22,2.494999885559082
2003-12-23,2.5425000190734863
2003-12-24,2.5225000381469727
2003-12-26,2.5250000953674316
2003-12-29,2.5374999046325684
2003-12-30,2.653749942779541
2003-12-31,2.674999952316284
2004-01-02,2.661250114440918
2004-01-05,2.666249990463257
2004-01-06,2.75
2004-01-07,2.8499999046325684
2004-01-08,2.768749952316284
2004-01-09,2.848750114440918
2004-01-12,2.7874999046325684
2004-01-13,2.8350000381469727
2004-01-14,2.8262500762939453
2004-01-15,2.9049999713897705
2004-01-16,2.987499952316284
2004-01-20,3.012500047683716
2004-01-21,3.0
2004-01-22,3.0512499809265137
2004-01-23,3.065000057220459
2004-01-26,3.091249942779541
2004-01-27,3.1050000190734863
2004-01-28,3.043750047683716
2004-01-29,3.036250114440918
2004-01-30,2.9987499713897705
2004-02-02,2.9237499237060547
2004-02-03,2.8550000190734863
2004-02-04,2.796250104904175
2004-02-05,2.8137500286102295
2004-02-06,2.7874999046325684
2004-02-09,2.71875
2004-02-10,2.7412500381469727
2004-02-11,3.0112500190734863
2004-02-12,2.9912500381469727
2004-02-13,2.9487500190734863
2004-02-17,2.924999952316284
2004-02-18,2.8187499046325684
2004-02-19,2.851249933242798
2004-02-20,2.8324999809265137
2004-02-23,2.831249952316284
2004-02-24,2.819999933242798
2004-02-25,2.8125
2004-02-26,2.7850000858306885
2004-02-27,2.762500047683716
2004-03-01,2.765000104904175
2004-03-02,2.7774999141693115
2004-03-03,2.75
2004-03-04,2.809999942779541
2004-03-05,2.8125
2004-03-08,2.8187499046325684
2004-03-09,2.7850000858306885
2004-03-10,2.8112499713897705
2004-03-11,2.84375
2004-03-12,2.8350000381469727
2004-03-15,2.8499999046325684
2004-03-16,2.796250104904175
2004-03-17,2.8499999046325684
2004-03-18,2.8475000858306885
2004-03-19,2.8324999809265137
2004-03-22,2.815000057220459
2004-03-23,2.8112499713897705
2004-03-24,2.819999933242798
2004-03-25,2.8137500286102295
2004-03-26,2.8125
2004-03-29,2.831249952316284
2004-03-30,2.875
2004-03-31,2.815000057220459
2004-04-01,2.8375000953674316
2004-04-02,2.875
2004-04-05,2.84375
2004-04-06,2.8399999141693115
2004-04-07,2.819999933242798
2004-04-08,2.8299999237060547
2004-04-12,2.8237500190734863
2004-04-13,2.815000057220459
2004-04-14,2.853749990463257
2004-04-15,2.8499999046325684
2004-04-16,2.8499999046325684
2004-04-19,3.0
2004-04-20,3.1475000381469727
2004-04-21,3.046250104904175
2004-04-22,3.046250104904175
2004-04-23,3.049999952316284
2004-04-26,3.0999999046325684
2004-04-27,3.1875
2004-04-28,3.125
2004-04-29,3.067500114440918
2004-04-30,3.1287500858306885
2004-05-03,3.15625
2004-05-04,3.134999990463257
2004-05-05,3.1362500190734863
2004-05-06,3.1262500286102295
2004-05-07,3.1312499046325684
2004-05-10,3.125
2004-05-11,3.0562500953674316
2004-05-12,3.0625
2004-05-13,3.0374999046325684
2004-05-14,3.088749885559082
2004-05-17,3.033750057220459
2004-05-18,3.0087499618530273
2004-05-19,3.098750114440918
2004-05-20,3.0762500762939453
2004-05-21,3.0875000953674316
2004-05-24,3.103749990463257
2004-05-25,3.0824999809265137
2004-05-26,3.106250047683716
2004-05-27,3.1075000762939453
2004-05-28,3.1162500381469727
2004-06-01,3.1162500381469727
