,AAWW
2009-10-05,30.209999084472656
2009-10-06,31.600000381469727
2009-10-07,31.799999237060547
2009-10-08,33.79999923706055
2009-10-09,34.130001068115234
2009-10-12,34.29999923706055
2009-10-13,35.0
2009-10-14,36.86000061035156
2009-10-15,36.90999984741211
2009-10-16,36.5
2009-10-19,37.5
2009-10-20,36.880001068115234
2009-10-21,36.11000061035156
2009-10-22,36.22999954223633
2009-10-23,35.470001220703125
2009-10-26,28.350000381469727
2009-10-27,27.059999465942383
2009-10-28,25.889999389648438
2009-10-29,26.3799991607666
2009-10-30,26.290000915527344
2009-11-02,25.079999923706055
2009-11-03,25.850000381469727
2009-11-04,26.09000015258789
2009-11-05,26.709999084472656
2009-11-06,27.190000534057617
2009-11-09,28.31999969482422
2009-11-10,28.0
2009-11-11,29.020000457763672
2009-11-12,28.6200008392334
2009-11-13,28.530000686645508
2009-11-16,29.84000015258789
2009-11-17,29.59000015258789
2009-11-18,29.8700008392334
2009-11-19,30.040000915527344
2009-11-20,29.829999923706055
2009-11-23,30.850000381469727
2009-11-24,30.799999237060547
2009-11-25,30.510000228881836
2009-11-27,29.799999237060547
2009-11-30,29.299999237060547
2009-12-01,30.729999542236328
2009-12-02,31.56999969482422
2009-12-03,32.0099983215332
2009-12-04,33.91999816894531
2009-12-07,34.130001068115234
2009-12-08,35.56999969482422
2009-12-09,35.689998626708984
2009-12-10,34.369998931884766
2009-12-11,34.689998626708984
2009-12-14,35.52000045776367
2009-12-15,35.5099983215332
2009-12-16,37.11000061035156
2009-12-17,37.16999816894531
2009-12-18,36.93000030517578
2009-12-21,37.34000015258789
2009-12-22,37.349998474121094
2009-12-23,38.08000183105469
2009-12-24,37.790000915527344
2009-12-28,37.86000061035156
2009-12-29,38.18000030517578
2009-12-30,37.599998474121094
2009-12-31,37.25
2010-01-04,38.20000076293945
2010-01-05,40.310001373291016
2010-01-06,38.630001068115234
2010-01-07,38.95000076293945
2010-01-08,39.27000045776367
2010-01-11,39.38999938964844
2010-01-12,39.349998474121094
2010-01-13,40.13999938964844
2010-01-14,40.29999923706055
2010-01-15,39.41999816894531
2010-01-19,39.58000183105469
2010-01-20,38.83000183105469
2010-01-21,38.06999969482422
2010-01-22,37.060001373291016
2010-01-25,36.90999984741211
2010-01-26,36.470001220703125
2010-01-27,37.33000183105469
2010-01-28,36.47999954223633
2010-01-29,36.66999816894531
2010-02-01,37.369998931884766
2010-02-02,38.34000015258789
2010-02-03,37.599998474121094
2010-02-04,38.18000030517578
2010-02-05,38.08000183105469
2010-02-08,38.61000061035156
2010-02-09,38.7400016784668
2010-02-10,38.7400016784668
2010-02-11,38.47999954223633
2010-02-12,38.40999984741211
2010-02-16,40.38999938964844
2010-02-17,40.20000076293945
2010-02-18,39.61000061035156
2010-02-19,39.9900016784668
2010-02-22,40.02000045776367
2010-02-23,39.880001068115234
2010-02-24,42.349998474121094
2010-02-25,44.13999938964844
2010-02-26,45.08000183105469
2010-03-01,46.66999816894531
2010-03-02,46.849998474121094
2010-03-03,46.810001373291016
2010-03-04,49.099998474121094
2010-03-05,49.130001068115234
2010-03-08,47.41999816894531
2010-03-09,48.91999816894531
2010-03-10,48.41999816894531
2010-03-11,48.0
2010-03-12,48.11000061035156
2010-03-15,48.36000061035156
2010-03-16,49.13999938964844
2010-03-17,49.81999969482422
2010-03-18,50.349998474121094
2010-03-19,48.630001068115234
2010-03-22,48.52000045776367
2010-03-23,50.709999084472656
2010-03-24,50.15999984741211
2010-03-25,51.970001220703125
2010-03-26,52.869998931884766
2010-03-29,52.72999954223633
2010-03-30,53.22999954223633
2010-03-31,53.04999923706055
2010-04-01,53.279998779296875
2010-04-05,52.61000061035156
2010-04-06,51.810001373291016
2010-04-07,51.77000045776367
2010-04-08,52.790000915527344
2010-04-09,54.29999923706055
2010-04-12,55.939998626708984
2010-04-13,57.59000015258789
2010-04-14,58.2400016784668
2010-04-15,58.869998931884766
2010-04-16,56.869998931884766
2010-04-19,56.0
2010-04-20,54.9900016784668
2010-04-21,57.66999816894531
2010-04-22,57.93000030517578
2010-04-23,58.45000076293945
2010-04-26,58.45000076293945
2010-04-27,56.900001525878906
2010-04-28,56.47999954223633
2010-04-29,56.709999084472656
2010-04-30,55.27000045776367
2010-05-03,55.95000076293945
2010-05-04,54.779998779296875
2010-05-05,54.810001373291016
2010-05-06,52.77000045776367
2010-05-07,49.45000076293945
2010-05-10,53.189998626708984
2010-05-11,53.43000030517578
2010-05-12,55.2599983215332
2010-05-13,54.150001525878906
2010-05-14,51.70000076293945
2010-05-17,51.970001220703125
2010-05-18,50.40999984741211
2010-05-19,50.130001068115234
2010-05-20,46.849998474121094
2010-05-21,50.209999084472656
2010-05-24,47.52000045776367
2010-05-25,48.63999938964844
2010-05-26,49.619998931884766
2010-05-27,52.52000045776367
2010-05-28,52.27000045776367
2010-06-01,49.939998626708984
2010-06-02,53.16999816894531
2010-06-03,52.970001220703125
2010-06-04,49.22999954223633
2010-06-07,47.41999816894531
2010-06-08,47.81999969482422
2010-06-09,47.779998779296875
2010-06-10,50.06999969482422
2010-06-11,51.4900016784668
2010-06-14,52.25
2010-06-15,53.7400016784668
2010-06-16,53.369998931884766
2010-06-17,53.31999969482422
2010-06-18,53.029998779296875
2010-06-21,52.27000045776367
2010-06-22,51.189998626708984
2010-06-23,51.29999923706055
2010-06-24,51.0
2010-06-25,51.709999084472656
2010-06-28,51.279998779296875
2010-06-29,48.400001525878906
2010-06-30,47.5
2010-07-01,47.459999084472656
2010-07-02,46.810001373291016
2010-07-06,47.029998779296875
2010-07-07,47.95000076293945
2010-07-08,50.209999084472656
2010-07-09,51.099998474121094
2010-07-12,51.220001220703125
2010-07-13,54.400001525878906
2010-07-14,56.97999954223633
2010-07-15,56.810001373291016
2010-07-16,53.7599983215332
2010-07-19,53.54999923706055
2010-07-20,55.0099983215332
2010-07-21,54.779998779296875
2010-07-22,57.47999954223633
2010-07-23,57.5
2010-07-26,60.0
2010-07-27,59.18000030517578
2010-07-28,58.4900016784668
2010-07-29,58.790000915527344
2010-07-30,58.47999954223633
2010-08-02,59.25
2010-08-03,50.2400016784668
2010-08-04,50.59000015258789
2010-08-05,50.439998626708984
2010-08-06,48.880001068115234
2010-08-09,49.79999923706055
2010-08-10,48.47999954223633
2010-08-11,47.22999954223633
2010-08-12,46.279998779296875
2010-08-13,45.66999816894531
2010-08-16,45.70000076293945
2010-08-17,47.029998779296875
2010-08-18,48.09000015258789
2010-08-19,45.619998931884766
2010-08-20,44.790000915527344
2010-08-23,45.36000061035156
2010-08-24,43.400001525878906
2010-08-25,43.939998626708984
2010-08-26,45.08000183105469
2010-08-27,45.38999938964844
2010-08-30,43.79999923706055
2010-08-31,43.34000015258789
2010-09-01,45.369998931884766
2010-09-02,47.380001068115234
2010-09-03,49.36000061035156
2010-09-07,47.91999816894531
2010-09-08,47.310001373291016
2010-09-09,46.91999816894531
2010-09-10,46.0
2010-09-13,47.959999084472656
2010-09-14,47.43000030517578
2010-09-15,48.25
2010-09-16,48.2400016784668
2010-09-17,48.2400016784668
2010-09-20,49.4900016784668
2010-09-21,53.18000030517578
2010-09-22,55.459999084472656
2010-09-23,54.04999923706055
2010-09-24,55.0099983215332
2010-09-27,55.02000045776367
2010-09-28,54.93000030517578
2010-09-29,54.290000915527344
2010-09-30,50.29999923706055
2010-10-01,50.11000061035156
2010-10-04,49.380001068115234
2010-10-05,51.5099983215332
2010-10-06,52.099998474121094
2010-10-07,52.0
2010-10-08,53.68000030517578
2010-10-11,53.52000045776367
2010-10-12,53.7400016784668
2010-10-13,55.08000183105469
2010-10-14,54.790000915527344
2010-10-15,55.119998931884766
2010-10-18,56.369998931884766
2010-10-19,52.689998626708984
2010-10-20,54.7599983215332
2010-10-21,53.369998931884766
2010-10-22,53.779998779296875
2010-10-25,54.88999938964844
2010-10-26,55.04999923706055
2010-10-27,55.2599983215332
2010-10-28,53.45000076293945
2010-10-29,52.2599983215332
2010-11-01,55.599998474121094
2010-11-02,58.869998931884766
2010-11-03,59.599998474121094
2010-11-04,60.150001525878906
2010-11-05,61.189998626708984
2010-11-08,61.029998779296875
2010-11-09,59.22999954223633
2010-11-10,59.279998779296875
2010-11-11,59.689998626708984
2010-11-12,57.4900016784668
2010-11-15,56.5
2010-11-16,54.95000076293945
2010-11-17,55.099998474121094
2010-11-18,57.630001068115234
2010-11-19,57.72999954223633
2010-11-22,57.45000076293945
2010-11-23,54.88999938964844
2010-11-24,56.0
2010-11-26,55.849998474121094
2010-11-29,54.599998474121094
2010-11-30,54.560001373291016
2010-12-01,55.18000030517578
2010-12-02,55.2400016784668
2010-12-03,55.63999938964844
2010-12-06,57.66999816894531
2010-12-07,59.220001220703125
2010-12-08,59.029998779296875
2010-12-09,59.29999923706055
2010-12-10,58.70000076293945
2010-12-13,57.349998474121094
2010-12-14,57.11000061035156
2010-12-15,56.08000183105469
2010-12-16,56.97999954223633
2010-12-17,56.79999923706055
2010-12-20,56.959999084472656
2010-12-21,57.29999923706055
2010-12-22,57.45000076293945
2010-12-23,57.59000015258789
2010-12-27,57.25
2010-12-28,56.5
2010-12-29,56.810001373291016
2010-12-30,56.4900016784668
2010-12-31,55.83000183105469
2011-01-03,55.86000061035156
2011-01-04,53.95000076293945
2011-01-05,53.970001220703125
2011-01-06,53.209999084472656
2011-01-07,52.88999938964844
2011-01-10,51.95000076293945
2011-01-11,51.970001220703125
2011-01-12,52.119998931884766
2011-01-13,51.5
2011-01-14,51.52000045776367
2011-01-18,50.9900016784668
2011-01-19,50.06999969482422
2011-01-20,51.06999969482422
2011-01-21,50.7599983215332
2011-01-24,51.970001220703125
2011-01-25,51.58000183105469
2011-01-26,53.540000915527344
2011-01-27,53.13999938964844
2011-01-28,50.54999923706055
2011-01-31,50.810001373291016
2011-02-01,53.91999816894531
2011-02-02,52.779998779296875
2011-02-03,53.619998931884766
2011-02-04,53.4900016784668
2011-02-07,54.099998474121094
2011-02-08,54.220001220703125
2011-02-09,53.81999969482422
2011-02-10,54.529998779296875
2011-02-11,56.45000076293945
2011-02-14,63.77000045776367
2011-02-15,68.43000030517578
2011-02-16,69.4000015258789
2011-02-17,71.06999969482422
2011-02-18,72.26000213623047
2011-02-22,69.36000061035156
2011-02-23,66.9800033569336
2011-02-24,67.95999908447266
2011-02-25,68.19000244140625
2011-02-28,68.27999877929688
2011-03-01,67.43000030517578
2011-03-02,67.87999725341797
2011-03-03,69.83999633789062
2011-03-04,67.94000244140625
2011-03-07,67.0
2011-03-08,68.8499984741211
2011-03-09,67.81999969482422
2011-03-10,65.4800033569336
2011-03-11,65.0999984741211
2011-03-14,64.18000030517578
2011-03-15,63.290000915527344
2011-03-16,61.66999816894531
2011-03-17,63.310001373291016
2011-03-18,64.94000244140625
2011-03-21,67.08000183105469
2011-03-22,66.2300033569336
2011-03-23,67.25
2011-03-24,67.93000030517578
2011-03-25,68.94000244140625
2011-03-28,68.08000183105469
2011-03-29,68.22000122070312
2011-03-30,69.27999877929688
2011-03-31,69.72000122070312
2011-04-01,68.9000015258789
2011-04-04,67.72000122070312
2011-04-05,67.77999877929688
2011-04-06,67.66999816894531
2011-04-07,66.4800033569336
2011-04-08,65.66999816894531
2011-04-11,64.58999633789062
2011-04-12,64.1500015258789
2011-04-13,63.279998779296875
2011-04-14,64.31999969482422
2011-04-15,65.11000061035156
2011-04-18,63.08000183105469
2011-04-19,61.970001220703125
2011-04-20,61.93000030517578
2011-04-21,64.6500015258789
2011-04-25,65.26000213623047
2011-04-26,67.33999633789062
2011-04-27,67.18000030517578
2011-04-28,67.75
2011-04-29,68.91000366210938
2011-05-02,68.87000274658203
2011-05-03,63.709999084472656
2011-05-04,63.099998474121094
2011-05-05,63.16999816894531
2011-05-06,64.13999938964844
2011-05-09,63.41999816894531
2011-05-10,65.20999908447266
2011-05-11,65.20999908447266
2011-05-12,64.66999816894531
2011-05-13,64.7699966430664
2011-05-16,62.43000030517578
2011-05-17,61.40999984741211
2011-05-18,62.41999816894531
2011-05-19,64.36000061035156
2011-05-20,63.970001220703125
2011-05-23,61.38999938964844
2011-05-24,60.61000061035156
2011-05-25,60.52000045776367
2011-05-26,60.90999984741211
2011-05-27,61.31999969482422
2011-05-31,63.290000915527344
2011-06-01,60.33000183105469
2011-06-02,61.459999084472656
2011-06-03,59.310001373291016
2011-06-06,58.689998626708984
2011-06-07,58.369998931884766
2011-06-08,58.04999923706055
2011-06-09,57.79999923706055
2011-06-10,57.13999938964844
2011-06-13,57.13999938964844
2011-06-14,57.68000030517578
2011-06-15,56.38999938964844
2011-06-16,56.380001068115234
2011-06-17,56.29999923706055
2011-06-20,56.349998474121094
2011-06-21,58.400001525878906
2011-06-22,59.279998779296875
2011-06-23,58.34000015258789
2011-06-24,57.34000015258789
2011-06-27,58.90999984741211
2011-06-28,59.599998474121094
2011-06-29,59.0099983215332
2011-06-30,59.5099983215332
2011-07-01,60.83000183105469
2011-07-05,60.599998474121094
2011-07-06,61.22999954223633
2011-07-07,63.709999084472656
2011-07-08,63.22999954223633
2011-07-11,61.88999938964844
2011-07-12,58.86000061035156
2011-07-13,57.790000915527344
2011-07-14,57.630001068115234
2011-07-15,56.59000015258789
2011-07-18,54.31999969482422
2011-07-19,55.09000015258789
2011-07-20,54.56999969482422
2011-07-21,54.41999816894531
2011-07-22,56.11000061035156
2011-07-25,56.220001220703125
2011-07-26,56.06999969482422
2011-07-27,54.97999954223633
2011-07-28,53.869998931884766
2011-07-29,52.38999938964844
2011-08-01,50.529998779296875
2011-08-02,51.20000076293945
2011-08-03,50.040000915527344
2011-08-04,45.61000061035156
2011-08-05,45.47999954223633
2011-08-08,42.45000076293945
2011-08-09,44.150001525878906
2011-08-10,40.72999954223633
2011-08-11,43.810001373291016
2011-08-12,43.38999938964844
2011-08-15,44.68000030517578
2011-08-16,43.349998474121094
2011-08-17,43.7599983215332
2011-08-18,40.77000045776367
2011-08-19,41.5099983215332
2011-08-22,41.22999954223633
2011-08-23,43.58000183105469
2011-08-24,44.70000076293945
2011-08-25,43.099998474121094
2011-08-26,44.36000061035156
2011-08-29,47.279998779296875
2011-08-30,48.459999084472656
2011-08-31,49.08000183105469
2011-09-01,49.40999984741211
2011-09-02,46.560001373291016
2011-09-06,43.45000076293945
2011-09-07,46.130001068115234
2011-09-08,45.22999954223633
2011-09-09,43.88999938964844
2011-09-12,43.880001068115234
2011-09-13,44.79999923706055
2011-09-14,45.720001220703125
2011-09-15,47.06999969482422
2011-09-16,47.09000015258789
2011-09-19,45.79999923706055
2011-09-20,43.439998626708984
2011-09-21,37.650001525878906
2011-09-22,36.130001068115234
2011-09-23,36.099998474121094
2011-09-26,36.29999923706055
2011-09-27,38.119998931884766
2011-09-28,35.4900016784668
2011-09-29,35.810001373291016
2011-09-30,33.290000915527344
2011-10-03,30.899999618530273
2011-10-04,31.68000030517578
2011-10-05,33.0
2011-10-06,35.04999923706055
2011-10-07,33.41999816894531
2011-10-10,34.959999084472656
2011-10-11,35.130001068115234
2011-10-12,35.9900016784668
2011-10-13,34.630001068115234
2011-10-14,35.84000015258789
2011-10-17,34.869998931884766
2011-10-18,35.59000015258789
2011-10-19,34.0
2011-10-20,34.119998931884766
2011-10-21,36.5
2011-10-24,39.310001373291016
2011-10-25,37.68000030517578
2011-10-26,39.25
2011-10-27,42.72999954223633
2011-10-28,42.25
2011-10-31,38.52000045776367
2011-11-01,37.11000061035156
2011-11-02,38.5099983215332
2011-11-03,39.09000015258789
2011-11-04,38.29999923706055
2011-11-07,37.43000030517578
2011-11-08,38.880001068115234
2011-11-09,35.880001068115234
2011-11-10,36.470001220703125
2011-11-11,38.220001220703125
2011-11-14,37.459999084472656
2011-11-15,39.22999954223633
2011-11-16,38.66999816894531
2011-11-17,39.33000183105469
2011-11-18,39.189998626708984
2011-11-21,38.15999984741211
2011-11-22,37.349998474121094
2011-11-23,35.29999923706055
2011-11-25,34.68000030517578
2011-11-28,36.880001068115234
2011-11-29,36.56999969482422
2011-11-30,42.25
2011-12-01,40.06999969482422
2011-12-02,39.88999938964844
2011-12-05,40.45000076293945
2011-12-06,39.90999984741211
2011-12-07,40.470001220703125
2011-12-08,38.29999923706055
2011-12-09,40.029998779296875
2011-12-12,39.119998931884766
2011-12-13,36.709999084472656
2011-12-14,35.810001373291016
2011-12-15,36.72999954223633
2011-12-16,37.779998779296875
2011-12-19,36.22999954223633
2011-12-20,37.959999084472656
2011-12-21,38.66999816894531
2011-12-22,38.58000183105469
2011-12-23,38.88999938964844
2011-12-27,39.15999984741211
2011-12-28,37.45000076293945
2011-12-29,38.540000915527344
2011-12-30,38.43000030517578
2012-01-03,38.880001068115234
2012-01-04,39.279998779296875
2012-01-05,38.70000076293945
2012-01-06,39.02000045776367
2012-01-09,39.900001525878906
2012-01-10,41.45000076293945
2012-01-11,41.54999923706055
2012-01-12,41.099998474121094
2012-01-13,40.599998474121094
2012-01-17,40.75
2012-01-18,41.70000076293945
2012-01-19,43.25
2012-01-20,43.45000076293945
2012-01-23,43.43000030517578
2012-01-24,43.08000183105469
2012-01-25,44.380001068115234
2012-01-26,46.880001068115234
2012-01-27,47.150001525878906
2012-01-30,47.040000915527344
2012-01-31,47.630001068115234
2012-02-01,49.060001373291016
2012-02-02,48.66999816894531
2012-02-03,50.790000915527344
2012-02-06,51.34000015258789
2012-02-07,52.11000061035156
2012-02-08,51.0099983215332
2012-02-09,50.310001373291016
2012-02-10,49.439998626708984
2012-02-13,50.61000061035156
2012-02-14,50.459999084472656
2012-02-15,45.04999923706055
2012-02-16,45.880001068115234
2012-02-17,45.959999084472656
2012-02-21,45.310001373291016
2012-02-22,45.040000915527344
2012-02-23,44.630001068115234
2012-02-24,42.43000030517578
2012-02-27,42.88999938964844
2012-02-28,43.0099983215332
2012-02-29,42.619998931884766
2012-03-01,43.4900016784668
2012-03-02,42.29999923706055
2012-03-05,42.4900016784668
2012-03-06,41.54999923706055
2012-03-07,43.04999923706055
2012-03-08,43.400001525878906
2012-03-09,43.939998626708984
2012-03-12,42.869998931884766
2012-03-13,46.34000015258789
2012-03-14,45.59000015258789
2012-03-15,47.650001525878906
2012-03-16,47.93000030517578
2012-03-19,48.54999923706055
2012-03-20,48.36000061035156
2012-03-21,49.5099983215332
2012-03-22,48.13999938964844
2012-03-23,48.90999984741211
2012-03-26,50.220001220703125
2012-03-27,48.790000915527344
2012-03-28,48.38999938964844
2012-03-29,49.25
2012-03-30,49.209999084472656
2012-04-02,49.88999938964844
2012-04-03,49.72999954223633
2012-04-04,48.68000030517578
2012-04-05,48.849998474121094
2012-04-09,48.18000030517578
2012-04-10,46.04999923706055
2012-04-11,46.58000183105469
2012-04-12,47.41999816894531
2012-04-13,46.97999954223633
2012-04-16,46.93000030517578
2012-04-17,48.16999816894531
2012-04-18,47.279998779296875
2012-04-19,46.66999816894531
2012-04-20,45.40999984741211
2012-04-23,44.43000030517578
2012-04-24,45.189998626708984
2012-04-25,45.310001373291016
2012-04-26,45.0099983215332
2012-04-27,45.470001220703125
2012-04-30,46.04999923706055
2012-05-01,46.619998931884766
2012-05-02,47.0
2012-05-03,52.2599983215332
2012-05-04,51.970001220703125
2012-05-07,50.900001525878906
2012-05-08,51.0099983215332
2012-05-09,49.279998779296875
2012-05-10,49.2599983215332
2012-05-11,49.2599983215332
2012-05-14,48.220001220703125
2012-05-15,47.52000045776367
2012-05-16,46.88999938964844
2012-05-17,45.779998779296875
2012-05-18,45.779998779296875
2012-05-21,47.40999984741211
2012-05-22,45.790000915527344
2012-05-23,46.689998626708984
2012-05-24,46.68000030517578
2012-05-25,45.91999816894531
2012-05-29,47.36000061035156
2012-05-30,45.630001068115234
2012-05-31,45.41999816894531
2012-06-01,42.29999923706055
2012-06-04,41.119998931884766
2012-06-05,42.04999923706055
2012-06-06,44.08000183105469
2012-06-07,44.09000015258789
2012-06-08,44.849998474121094
2012-06-11,43.66999816894531
2012-06-12,44.380001068115234
2012-06-13,42.81999969482422
2012-06-14,42.939998626708984
2012-06-15,42.439998626708984
2012-06-18,43.130001068115234
2012-06-19,44.40999984741211
2012-06-20,44.04999923706055
2012-06-21,43.47999954223633
2012-06-22,43.97999954223633
2012-06-25,41.40999984741211
2012-06-26,40.79999923706055
2012-06-27,41.43000030517578
2012-06-28,40.68000030517578
2012-06-29,43.5099983215332
2012-07-02,44.2599983215332
2012-07-03,45.810001373291016
2012-07-05,45.79999923706055
2012-07-06,45.41999816894531
2012-07-09,44.34000015258789
2012-07-10,43.65999984741211
2012-07-11,44.08000183105469
2012-07-12,44.70000076293945
2012-07-13,45.310001373291016
2012-07-16,44.900001525878906
2012-07-17,45.150001525878906
2012-07-18,46.540000915527344
2012-07-19,46.849998474121094
2012-07-20,43.560001373291016
2012-07-23,42.15999984741211
2012-07-24,42.06999969482422
2012-07-25,43.040000915527344
2012-07-26,43.56999969482422
2012-07-27,45.41999816894531
2012-07-30,45.11000061035156
2012-07-31,45.36000061035156
2012-08-01,45.279998779296875
2012-08-02,46.869998931884766
2012-08-03,51.2599983215332
2012-08-06,51.779998779296875
2012-08-07,52.900001525878906
2012-08-08,51.310001373291016
2012-08-09,52.130001068115234
2012-08-10,51.849998474121094
2012-08-13,51.060001373291016
2012-08-14,51.290000915527344
2012-08-15,51.970001220703125
2012-08-16,52.790000915527344
2012-08-17,53.650001525878906
2012-08-20,52.72999954223633
2012-08-21,52.40999984741211
2012-08-22,52.77000045776367
2012-08-23,52.18000030517578
2012-08-24,52.27000045776367
2012-08-27,50.560001373291016
2012-08-28,50.5099983215332
2012-08-29,51.560001373291016
2012-08-30,51.36000061035156
2012-08-31,51.5
2012-09-04,52.189998626708984
2012-09-05,51.43000030517578
2012-09-06,53.59000015258789
2012-09-07,54.54999923706055
2012-09-10,56.2400016784668
2012-09-11,55.720001220703125
2012-09-12,56.97999954223633
2012-09-13,56.970001220703125
2012-09-14,56.599998474121094
2012-09-17,56.11000061035156
2012-09-18,55.27000045776367
2012-09-19,56.5
2012-09-20,55.66999816894531
2012-09-21,55.47999954223633
2012-09-24,55.61000061035156
2012-09-25,52.47999954223633
2012-09-26,52.18000030517578
2012-09-27,53.36000061035156
2012-09-28,51.630001068115234
2012-10-01,51.880001068115234
2012-10-02,50.97999954223633
2012-10-03,51.22999954223633
2012-10-04,52.47999954223633
2012-10-05,52.959999084472656
2012-10-08,51.970001220703125
2012-10-09,52.15999984741211
2012-10-10,52.470001220703125
2012-10-11,52.63999938964844
2012-10-12,51.650001525878906
2012-10-15,51.20000076293945
2012-10-16,52.88999938964844
2012-10-17,53.470001220703125
2012-10-18,52.540000915527344
2012-10-19,51.29999923706055
2012-10-22,51.2599983215332
2012-10-23,52.369998931884766
2012-10-24,52.65999984741211
2012-10-25,54.209999084472656
2012-10-26,54.22999954223633
2012-10-31,54.9900016784668
2012-11-01,45.54999923706055
2012-11-02,44.77000045776367
2012-11-05,43.79999923706055
2012-11-06,44.470001220703125
2012-11-07,43.029998779296875
2012-11-08,43.09000015258789
2012-11-09,42.52000045776367
2012-11-12,42.66999816894531
2012-11-13,41.540000915527344
2012-11-14,40.22999954223633
2012-11-15,40.380001068115234
2012-11-16,41.599998474121094
2012-11-19,42.2599983215332
2012-11-20,42.13999938964844
2012-11-21,42.22999954223633
2012-11-23,42.4900016784668
2012-11-26,43.4900016784668
2012-11-27,41.91999816894531
2012-11-28,42.79999923706055
2012-11-29,43.400001525878906
2012-11-30,43.279998779296875
2012-12-03,42.849998474121094
2012-12-04,42.61000061035156
2012-12-05,42.619998931884766
2012-12-06,42.34000015258789
2012-12-07,42.400001525878906
2012-12-10,42.720001220703125
2012-12-11,43.099998474121094
2012-12-12,42.41999816894531
2012-12-13,41.59000015258789
2012-12-14,41.709999084472656
2012-12-17,42.029998779296875
2012-12-18,43.29999923706055
2012-12-19,44.52000045776367
2012-12-20,43.90999984741211
2012-12-21,44.439998626708984
2012-12-24,44.33000183105469
2012-12-26,44.54999923706055
2012-12-27,44.150001525878906
2012-12-28,43.439998626708984
2012-12-31,44.31999969482422
2013-01-02,45.58000183105469
2013-01-03,44.7599983215332
2013-01-04,45.189998626708984
2013-01-07,44.84000015258789
2013-01-08,45.529998779296875
2013-01-09,46.5
2013-01-10,45.70000076293945
2013-01-11,45.41999816894531
2013-01-14,44.790000915527344
2013-01-15,43.36000061035156
2013-01-16,43.290000915527344
2013-01-17,45.33000183105469
2013-01-18,46.16999816894531
2013-01-22,46.88999938964844
2013-01-23,46.130001068115234
2013-01-24,46.91999816894531
2013-01-25,46.81999969482422
2013-01-28,46.79999923706055
2013-01-29,46.560001373291016
2013-01-30,45.41999816894531
2013-01-31,45.09000015258789
2013-02-01,45.18000030517578
2013-02-04,44.209999084472656
2013-02-05,44.52000045776367
2013-02-06,44.29999923706055
2013-02-07,44.31999969482422
2013-02-08,44.459999084472656
2013-02-11,45.43000030517578
2013-02-12,46.130001068115234
2013-02-13,46.619998931884766
2013-02-14,46.70000076293945
2013-02-15,46.939998626708984
2013-02-19,46.81999969482422
2013-02-20,46.70000076293945
2013-02-21,45.52000045776367
2013-02-22,47.88999938964844
2013-02-25,47.18000030517578
2013-02-26,46.58000183105469
2013-02-27,47.310001373291016
2013-02-28,47.189998626708984
2013-03-01,46.400001525878906
2013-03-04,45.63999938964844
2013-03-05,46.119998931884766
2013-03-06,45.43000030517578
2013-03-07,44.2400016784668
2013-03-08,43.529998779296875
2013-03-11,43.779998779296875
2013-03-12,43.34000015258789
2013-03-13,43.7400016784668
2013-03-14,44.27000045776367
2013-03-15,44.63999938964844
2013-03-18,44.380001068115234
2013-03-19,43.66999816894531
2013-03-20,42.68000030517578
2013-03-21,42.099998474121094
2013-03-22,42.04999923706055
2013-03-25,41.81999969482422
2013-03-26,41.72999954223633
2013-03-27,41.15999984741211
2013-03-28,40.7599983215332
2013-04-01,39.97999954223633
2013-04-02,39.27000045776367
2013-04-03,39.4900016784668
2013-04-04,39.099998474121094
2013-04-05,40.029998779296875
2013-04-08,39.5
2013-04-09,39.25
2013-04-10,39.72999954223633
2013-04-11,40.0
2013-04-12,40.0099983215332
2013-04-15,38.97999954223633
2013-04-16,38.72999954223633
2013-04-17,38.040000915527344
2013-04-18,38.18000030517578
2013-04-19,38.06999969482422
2013-04-22,38.31999969482422
2013-04-23,38.59000015258789
2013-04-24,38.720001220703125
2013-04-25,38.709999084472656
2013-04-26,37.650001525878906
2013-04-29,37.84000015258789
2013-04-30,37.400001525878906
2013-05-01,37.5
2013-05-02,40.189998626708984
2013-05-03,41.63999938964844
2013-05-06,44.09000015258789
2013-05-07,43.869998931884766
2013-05-08,44.61000061035156
2013-05-09,44.5099983215332
2013-05-10,44.599998474121094
2013-05-13,44.34000015258789
2013-05-14,46.0099983215332
2013-05-15,46.119998931884766
2013-05-16,45.880001068115234
2013-05-17,46.09000015258789
2013-05-20,46.29999923706055
2013-05-21,46.52000045776367
2013-05-22,45.470001220703125
2013-05-23,45.41999816894531
2013-05-24,45.310001373291016
2013-05-28,45.88999938964844
2013-05-29,46.2400016784668
2013-05-30,46.54999923706055
2013-05-31,46.41999816894531
2013-06-03,46.20000076293945
2013-06-04,45.849998474121094
2013-06-05,45.310001373291016
2013-06-06,45.54999923706055
2013-06-07,46.5
2013-06-10,46.880001068115234
2013-06-11,45.880001068115234
2013-06-12,45.54999923706055
2013-06-13,47.099998474121094
2013-06-14,46.11000061035156
2013-06-17,46.130001068115234
2013-06-18,46.689998626708984
2013-06-19,46.16999816894531
2013-06-20,45.16999816894531
2013-06-21,44.58000183105469
2013-06-24,43.59000015258789
2013-06-25,43.84000015258789
2013-06-26,43.849998474121094
2013-06-27,44.0
2013-06-28,43.7599983215332
2013-07-01,43.470001220703125
2013-07-02,42.7599983215332
2013-07-03,42.540000915527344
2013-07-05,42.66999816894531
