,BEEM
2015-01-26,7.0
2015-01-27,6.75
2015-01-28,7.0
2015-01-29,7.0
2015-01-30,6.0
2015-02-02,6.0
2015-02-03,7.0
2015-02-04,5.75
2015-02-05,5.800000190734863
2015-02-06,5.800000190734863
2015-02-09,7.0
2015-02-10,6.5
2015-02-11,6.25
2015-02-12,6.5
2015-02-13,6.5
2015-02-17,7.0
2015-02-18,7.0
2015-02-19,7.0
2015-02-20,7.0
2015-02-23,5.900000095367432
2015-02-24,7.0
2015-02-25,6.5
2015-02-26,6.75
2015-02-27,6.75
2015-03-02,6.599999904632568
2015-03-03,7.300000190734863
2015-03-04,7.0
2015-03-05,7.0
2015-03-06,7.0
2015-03-09,7.0
2015-03-10,7.0
2015-03-11,6.5
2015-03-12,7.5
2015-03-13,7.25
2015-03-16,7.0
2015-03-17,6.5
2015-03-18,6.5
2015-03-19,6.25
2015-03-20,7.0
2015-03-23,6.5
2015-03-24,7.0
2015-03-25,6.599999904632568
2015-03-26,6.75
2015-03-27,6.75
2015-03-30,6.25
2015-03-31,5.550000190734863
2015-04-01,6.099999904632568
2015-04-02,6.25
2015-04-06,6.25
2015-04-07,6.400000095367432
2015-04-08,6.550000190734863
2015-04-09,6.550000190734863
2015-04-10,6.5
2015-04-13,6.0
2015-04-14,6.449999809265137
2015-04-15,6.400000095367432
2015-04-16,6.0
2015-04-17,5.949999809265137
2015-04-20,6.0
2015-04-21,6.349999904632568
2015-04-22,5.5
2015-04-23,5.5
2015-04-24,6.0
2015-04-27,5.75
2015-04-28,5.75
2015-04-29,5.5
2015-04-30,5.849999904632568
2015-05-01,5.849999904632568
2015-05-04,6.050000190734863
2015-05-05,5.5
2015-05-06,5.5
2015-05-07,5.75
2015-05-08,6.0
2015-05-11,6.0
2015-05-12,6.0
2015-05-13,6.0
2015-05-14,5.75
2015-05-15,6.0
2015-05-18,6.25
2015-05-19,6.25
2015-05-20,6.25
2015-05-21,6.0
2015-05-22,5.75
2015-05-26,6.25
2015-05-27,5.900000095367432
2015-05-28,6.349999904632568
2015-05-29,6.0
2015-06-01,5.900000095367432
2015-06-02,6.0
2015-06-03,6.300000190734863
2015-06-04,6.349999904632568
2015-06-05,6.349999904632568
2015-06-08,6.349999904632568
2015-06-09,5.75
2015-06-10,6.25
2015-06-11,6.25
2015-06-12,6.349999904632568
2015-06-15,5.849999904632568
2015-06-16,5.849999904632568
2015-06-17,6.0
2015-06-18,6.0
2015-06-19,6.0
2015-06-22,6.0
2015-06-23,5.5
2015-06-24,5.550000190734863
2015-06-25,5.300000190734863
2015-06-26,5.5
2015-06-29,5.449999809265137
2015-06-30,5.449999809265137
2015-07-01,5.449999809265137
2015-07-02,5.0
2015-07-06,5.449999809265137
2015-07-07,5.900000095367432
2015-07-08,5.900000095367432
2015-07-09,5.0
2015-07-10,5.800000190734863
2015-07-13,5.800000190734863
2015-07-14,6.75
2015-07-15,6.0
2015-07-16,8.0
2015-07-17,8.75
2015-07-20,9.5
2015-07-21,8.5
2015-07-22,8.0
2015-07-23,8.5
2015-07-24,9.5
2015-07-27,9.100000381469727
2015-07-28,8.0
2015-07-29,10.0
2015-07-30,8.300000190734863
2015-07-31,10.0
2015-08-03,9.5
2015-08-04,9.600000381469727
2015-08-05,8.300000190734863
2015-08-06,9.0
2015-08-07,9.0
2015-08-10,9.0
2015-08-11,8.350000381469727
2015-08-12,9.649999618530273
2015-08-13,8.850000381469727
2015-08-14,9.0
2015-08-17,7.949999809265137
2015-08-18,8.75
2015-08-19,8.75
2015-08-20,7.75
2015-08-21,8.399999618530273
2015-08-24,8.5
2015-08-25,7.5
2015-08-26,8.0
2015-08-27,8.0
2015-08-28,7.75
2015-08-31,8.0
2015-09-01,8.0
2015-09-02,7.5
2015-09-03,8.0
2015-09-04,8.0
2015-09-08,8.0
2015-09-09,8.0
2015-09-10,7.5
2015-09-11,7.75
2015-09-14,7.5
2015-09-15,7.5
2015-09-16,7.5
2015-09-17,7.5
2015-09-18,7.5
2015-09-21,7.0
2015-09-22,8.0
2015-09-23,8.0
2015-09-24,6.75
2015-09-25,7.5
2015-09-28,6.75
2015-09-29,6.75
2015-09-30,6.75
2015-10-01,7.5
2015-10-02,7.5
2015-10-05,7.5
2015-10-06,7.5
2015-10-07,7.5
2015-10-08,7.5
2015-10-09,7.5
2015-10-12,7.25
2015-10-13,7.25
2015-10-14,7.25
2015-10-15,7.349999904632568
2015-10-16,7.349999904632568
2015-10-19,7.0
2015-10-20,6.75
2015-10-21,6.800000190734863
2015-10-22,8.0
2015-10-23,7.949999809265137
2015-10-26,7.949999809265137
2015-10-27,6.900000095367432
2015-10-28,7.900000095367432
2015-10-29,7.900000095367432
2015-10-30,7.900000095367432
2015-11-02,7.900000095367432
2015-11-03,7.900000095367432
2015-11-04,7.0
2015-11-05,7.349999904632568
2015-11-06,7.5
2015-11-09,7.849999904632568
2015-11-10,7.349999904632568
2015-11-11,7.349999904632568
2015-11-12,7.5
2015-11-13,7.699999809265137
2015-11-16,7.050000190734863
2015-11-17,7.449999809265137
2015-11-18,7.5
2015-11-19,7.25
2015-11-20,7.5
2015-11-23,7.25
2015-11-24,6.849999904632568
2015-11-25,7.0
2015-11-27,6.75
2015-11-30,6.75
2015-12-01,6.949999809265137
2015-12-02,6.849999904632568
2015-12-03,6.949999809265137
2015-12-04,6.75
2015-12-07,6.75
2015-12-08,6.75
2015-12-09,6.650000095367432
2015-12-10,6.75
2015-12-11,6.75
2015-12-14,7.0
2015-12-15,6.5
2015-12-16,6.5
2015-12-17,6.5
2015-12-18,6.5
2015-12-21,6.5
2015-12-22,6.25
2015-12-23,6.5
2015-12-24,6.5
2015-12-28,6.0
2015-12-29,6.0
2015-12-30,5.5
2015-12-31,6.5
2016-01-04,6.5
2016-01-05,6.5
2016-01-06,7.5
2016-01-07,7.5
2016-01-08,6.849999904632568
2016-01-11,7.0
2016-01-12,6.449999809265137
2016-01-13,6.0
2016-01-14,6.5
2016-01-15,6.5
2016-01-19,6.5
2016-01-20,5.550000190734863
2016-01-21,7.0
2016-01-22,6.849999904632568
2016-01-25,6.25
2016-01-26,6.949999809265137
2016-01-27,7.0
2016-01-28,7.0
2016-01-29,7.0
2016-02-01,7.0
2016-02-02,7.0
2016-02-03,5.800000190734863
2016-02-04,7.0
2016-02-05,6.949999809265137
2016-02-08,7.0
2016-02-09,6.099999904632568
2016-02-10,6.25
2016-02-11,6.25
2016-02-12,6.25
2016-02-16,6.5
2016-02-17,6.5
2016-02-18,6.5
2016-02-19,6.5
2016-02-22,6.949999809265137
2016-02-23,6.900000095367432
2016-02-24,6.949999809265137
2016-02-25,6.75
2016-02-26,6.75
2016-02-29,7.0
2016-03-01,7.0
2016-03-02,6.099999904632568
2016-03-03,7.0
2016-03-04,8.100000381469727
2016-03-07,7.0
2016-03-08,7.0
2016-03-09,6.849999904632568
2016-03-10,6.650000095367432
2016-03-11,7.0
2016-03-14,6.800000190734863
2016-03-15,6.199999809265137
2016-03-16,6.849999904632568
2016-03-17,7.349999904632568
2016-03-18,8.25
2016-03-21,8.5
2016-03-22,7.5
2016-03-23,6.5
2016-03-24,7.5
2016-03-28,7.5
2016-03-29,7.5
2016-03-30,8.0
2016-03-31,9.25
2016-04-01,8.25
2016-04-04,8.0
2016-04-05,8.5
2016-04-06,8.199999809265137
2016-04-07,8.0
2016-04-08,8.0
2016-04-11,8.050000190734863
2016-04-12,8.75
2016-04-13,9.0
2016-04-14,8.050000190734863
2016-04-15,7.75
2016-04-18,9.0
2016-04-19,8.449999809265137
2016-04-20,8.449999809265137
2016-04-21,9.0
2016-04-22,8.5
2016-04-25,8.75
2016-04-26,8.800000190734863
2016-04-27,9.0
2016-04-28,8.5
2016-04-29,8.75
2016-05-02,8.699999809265137
2016-05-03,8.399999618530273
2016-05-04,8.399999618530273
2016-05-05,8.100000381469727
2016-05-06,8.0
2016-05-09,8.050000190734863
2016-05-10,8.050000190734863
2016-05-11,7.900000095367432
2016-05-12,7.849999904632568
2016-05-13,7.5
2016-05-16,7.25
2016-05-17,7.449999809265137
2016-05-18,7.300000190734863
2016-05-19,7.150000095367432
2016-05-20,7.150000095367432
2016-05-23,7.25
2016-05-24,7.25
2016-05-25,7.650000095367432
2016-05-26,7.650000095367432
2016-05-27,7.5
2016-05-31,7.5
2016-06-01,8.25
2016-06-02,8.25
2016-06-03,8.0
2016-06-06,8.050000190734863
2016-06-07,8.25
2016-06-08,8.25
2016-06-09,8.25
2016-06-10,8.100000381469727
2016-06-13,8.0
2016-06-14,6.949999809265137
2016-06-15,8.25
2016-06-16,8.050000190734863
2016-06-17,8.25
2016-06-20,8.25
2016-06-21,7.5
2016-06-22,7.5
2016-06-23,7.5
2016-06-24,7.25
2016-06-27,7.25
2016-06-28,7.25
2016-06-29,8.0
2016-06-30,8.0
2016-07-01,8.0
2016-07-05,8.0
2016-07-06,8.0
2016-07-07,7.0
2016-07-08,7.5
2016-07-11,7.5
2016-07-12,8.0
2016-07-13,8.0
2016-07-14,6.900000095367432
2016-07-15,8.0
2016-07-18,7.25
2016-07-19,7.5
2016-07-20,7.449999809265137
2016-07-21,8.0
2016-07-22,7.25
2016-07-25,8.5
2016-07-26,8.449999809265137
2016-07-27,7.5
2016-07-28,8.449999809265137
2016-07-29,8.449999809265137
2016-08-01,7.25
2016-08-02,7.25
2016-08-03,7.25
2016-08-04,7.5
2016-08-05,8.0
2016-08-08,8.449999809265137
2016-08-09,8.0
2016-08-10,8.0
2016-08-11,8.75
2016-08-12,8.5
2016-08-15,7.550000190734863
2016-08-16,7.900000095367432
2016-08-17,8.350000381469727
2016-08-18,7.5
2016-08-19,7.75
2016-08-22,8.25
2016-08-23,8.199999809265137
2016-08-24,7.699999809265137
2016-08-25,8.25
2016-08-26,7.800000190734863
2016-08-29,8.350000381469727
2016-08-30,7.949999809265137
2016-08-31,7.75
2016-09-01,8.399999618530273
2016-09-02,8.399999618530273
2016-09-06,8.300000190734863
2016-09-07,8.350000381469727
2016-09-08,8.5
2016-09-09,8.5
2016-09-12,8.5
2016-09-13,8.5
2016-09-14,7.800000190734863
2016-09-15,8.0
2016-09-16,8.0
2016-09-19,8.100000381469727
2016-09-20,7.800000190734863
2016-09-21,7.800000190734863
2016-09-22,8.0
2016-09-23,7.949999809265137
2016-09-26,7.800000190734863
2016-09-27,8.0
2016-09-28,8.0
2016-09-29,8.25
2016-09-30,7.75
2016-10-03,8.25
2016-10-04,8.25
2016-10-05,7.5
2016-10-06,7.5
2016-10-07,8.0
2016-10-10,8.0
2016-10-11,8.449999809265137
2016-10-12,7.5
2016-10-13,7.5
2016-10-14,8.100000381469727
2016-10-17,7.550000190734863
2016-10-18,7.550000190734863
2016-10-19,7.900000095367432
2016-10-20,8.25
2016-10-21,7.550000190734863
2016-10-24,8.199999809265137
2016-10-25,8.5
2016-10-26,8.25
2016-10-27,8.5
2016-10-28,8.75
2016-10-31,8.75
2016-11-01,8.75
2016-11-02,8.75
2016-11-03,8.75
2016-11-04,8.75
2016-11-07,8.5
2016-11-08,8.75
2016-11-09,8.25
2016-11-10,8.75
2016-11-11,8.0
2016-11-14,8.5
2016-11-15,7.5
2016-11-16,7.5
2016-11-17,7.800000190734863
2016-11-18,7.949999809265137
2016-11-21,8.199999809265137
2016-11-22,8.050000190734863
2016-11-23,8.0
2016-11-25,8.0
2016-11-28,7.5
2016-11-29,8.050000190734863
2016-11-30,8.0
2016-12-01,7.949999809265137
2016-12-02,7.550000190734863
2016-12-05,7.599999904632568
2016-12-06,8.199999809265137
2016-12-07,8.199999809265137
2016-12-08,8.0
2016-12-09,8.0
2016-12-12,8.0
2016-12-13,8.0
2016-12-14,7.849999904632568
2016-12-15,8.0
2016-12-16,8.0
2016-12-19,7.599999904632568
2016-12-20,7.599999904632568
2016-12-21,7.650000095367432
2016-12-22,7.800000190734863
2016-12-23,8.0
2016-12-27,7.800000190734863
2016-12-28,7.0
2016-12-29,7.099999904632568
2016-12-30,7.199999809265137
2017-01-03,7.25
2017-01-04,6.75
2017-01-05,6.75
2017-01-06,7.800000190734863
2017-01-09,7.25
2017-01-10,7.25
2017-01-11,7.5
2017-01-12,7.300000190734863
2017-01-13,7.5
2017-01-17,6.900000095367432
2017-01-18,7.800000190734863
2017-01-19,7.800000190734863
2017-01-20,7.449999809265137
2017-01-23,7.5
2017-01-24,7.300000190734863
2017-01-25,7.25
2017-01-26,7.449999809265137
2017-01-27,7.5
2017-01-30,7.0
2017-01-31,7.400000095367432
2017-02-01,7.400000095367432
2017-02-02,7.5
2017-02-03,7.400000095367432
2017-02-06,7.949999809265137
2017-02-07,7.699999809265137
2017-02-08,7.949999809265137
2017-02-09,7.849999904632568
2017-02-10,7.349999904632568
2017-02-13,7.25
2017-02-14,7.25
2017-02-15,7.699999809265137
2017-02-16,7.5
2017-02-17,7.5
2017-02-21,7.25
2017-02-22,6.75
2017-02-23,7.0
2017-02-24,7.5
2017-02-27,7.25
2017-02-28,7.0
2017-03-01,7.349999904632568
2017-03-02,7.349999904632568
2017-03-03,7.400000095367432
2017-03-06,6.699999809265137
2017-03-07,7.0
2017-03-08,7.0
2017-03-09,6.650000095367432
2017-03-10,6.900000095367432
2017-03-13,6.900000095367432
2017-03-14,6.75
2017-03-15,7.0
2017-03-16,6.75
2017-03-17,7.0
2017-03-20,7.0
2017-03-21,7.25
2017-03-22,7.0
2017-03-23,7.5
2017-03-24,7.5
2017-03-27,7.25
2017-03-28,7.0
2017-03-29,6.449999809265137
2017-03-30,7.0
2017-03-31,7.0
2017-04-03,7.0
2017-04-04,7.0
2017-04-05,7.0
2017-04-06,6.949999809265137
2017-04-07,7.0
2017-04-10,6.699999809265137
2017-04-11,6.949999809265137
2017-04-12,7.0
2017-04-13,6.75
2017-04-17,7.0
2017-04-18,7.25
2017-04-19,7.050000190734863
2017-04-20,7.449999809265137
2017-04-21,7.050000190734863
2017-04-24,7.400000095367432
2017-04-25,7.25
2017-04-26,7.199999809265137
2017-04-27,6.699999809265137
2017-04-28,7.25
2017-05-01,7.5
2017-05-02,6.849999904632568
2017-05-03,6.900000095367432
2017-05-04,7.25
2017-05-05,7.5
2017-05-08,7.5
2017-05-09,7.5
2017-05-10,7.650000095367432
2017-05-11,7.75
2017-05-12,7.25
2017-05-15,6.849999904632568
2017-05-16,7.400000095367432
2017-05-17,7.400000095367432
2017-05-18,7.25
2017-05-19,7.199999809265137
2017-05-22,7.050000190734863
2017-05-23,7.099999904632568
2017-05-24,7.0
2017-05-25,6.75
2017-05-26,6.949999809265137
2017-05-30,6.900000095367432
2017-05-31,6.650000095367432
2017-06-01,6.650000095367432
2017-06-02,6.400000095367432
2017-06-05,6.800000190734863
2017-06-06,6.25
2017-06-07,6.150000095367432
2017-06-08,6.25
2017-06-09,6.349999904632568
2017-06-12,5.800000190734863
2017-06-13,5.75
2017-06-14,4.599999904632568
2017-06-15,4.800000190734863
2017-06-16,4.75
2017-06-19,4.900000095367432
2017-06-20,5.0
2017-06-21,5.300000190734863
2017-06-22,5.0
2017-06-23,4.849999904632568
2017-06-26,5.099999904632568
2017-06-27,5.400000095367432
2017-06-28,5.349999904632568
2017-06-29,5.099999904632568
2017-06-30,5.0
2017-07-03,5.400000095367432
2017-07-05,5.0
2017-07-06,5.0
2017-07-07,5.5
2017-07-10,5.650000095367432
2017-07-11,4.800000190734863
2017-07-12,5.449999809265137
2017-07-13,4.800000190734863
2017-07-14,5.0
2017-07-17,5.849999904632568
2017-07-18,6.150000095367432
2017-07-19,5.849999904632568
2017-07-20,6.099999904632568
2017-07-21,6.5
2017-07-24,7.0
2017-07-25,6.949999809265137
2017-07-26,7.0
2017-07-27,7.0
2017-07-28,7.0
2017-07-31,6.650000095367432
2017-08-01,6.900000095367432
2017-08-02,7.0
2017-08-03,7.25
2017-08-04,6.349999904632568
2017-08-07,6.75
2017-08-08,7.0
2017-08-09,7.25
2017-08-10,6.550000190734863
2017-08-11,7.0
2017-08-14,7.199999809265137
2017-08-15,6.650000095367432
2017-08-16,6.849999904632568
2017-08-17,7.0
2017-08-18,7.25
2017-08-21,7.050000190734863
2017-08-22,6.5
2017-08-23,7.349999904632568
2017-08-24,7.0
2017-08-25,7.300000190734863
2017-08-28,7.25
2017-08-29,7.349999904632568
2017-08-30,7.25
2017-08-31,7.349999904632568
2017-09-01,7.050000190734863
2017-09-05,7.400000095367432
2017-09-06,7.400000095367432
2017-09-07,7.25
2017-09-08,7.0
2017-09-11,5.800000190734863
2017-09-12,6.849999904632568
2017-09-13,7.25
2017-09-14,7.5
2017-09-15,7.199999809265137
2017-09-18,7.0
2017-09-19,7.150000095367432
2017-09-20,7.0
2017-09-21,7.5
2017-09-22,7.5
2017-09-25,7.75
2017-09-26,7.5
2017-09-27,7.5
2017-09-28,7.400000095367432
2017-09-29,7.75
2017-10-02,7.349999904632568
2017-10-03,7.5
2017-10-04,7.5
2017-10-05,7.5
2017-10-06,7.5
2017-10-09,7.5
2017-10-10,7.5
2017-10-11,7.400000095367432
2017-10-12,7.75
2017-10-13,7.75
2017-10-16,8.0
2017-10-17,8.5
2017-10-18,9.649999618530273
2017-10-19,9.949999809265137
2017-10-20,9.5
2017-10-23,9.5
2017-10-24,9.5
2017-10-25,9.449999809265137
2017-10-26,9.25
2017-10-27,9.25
2017-10-30,9.25
2017-10-31,9.25
2017-11-01,9.25
2017-11-02,9.5
2017-11-03,9.5
2017-11-06,9.449999809265137
2017-11-07,9.5
2017-11-08,9.449999809265137
2017-11-09,9.5
2017-11-10,9.5
2017-11-13,9.449999809265137
2017-11-14,9.25
2017-11-15,8.649999618530273
2017-11-16,8.75
2017-11-17,8.449999809265137
2017-11-20,8.449999809265137
2017-11-21,8.449999809265137
2017-11-22,8.149999618530273
2017-11-24,8.600000381469727
2017-11-27,8.699999809265137
2017-11-28,8.25
2017-11-29,8.25
2017-11-30,8.100000381469727
2017-12-01,8.25
2017-12-04,8.5
2017-12-05,8.5
2017-12-06,8.300000190734863
2017-12-07,8.25
2017-12-08,7.949999809265137
2017-12-11,8.5
2017-12-12,8.5
2017-12-13,8.199999809265137
2017-12-14,8.100000381469727
2017-12-15,8.25
2017-12-18,8.0
2017-12-19,8.0
2017-12-20,7.900000095367432
2017-12-21,7.5
2017-12-22,8.25
2017-12-26,8.25
2017-12-27,8.25
2017-12-28,8.0
2017-12-29,7.5
2018-01-02,7.75
2018-01-03,7.550000190734863
2018-01-04,7.550000190734863
2018-01-05,7.5
2018-01-08,7.550000190734863
2018-01-09,7.550000190734863
2018-01-10,7.5
2018-01-11,7.75
2018-01-12,7.5
2018-01-16,7.5
2018-01-17,7.75
2018-01-18,7.5
2018-01-19,8.0
2018-01-22,8.800000190734863
2018-01-23,9.0
2018-01-24,9.100000381469727
2018-01-25,9.050000190734863
2018-01-26,9.100000381469727
2018-01-29,9.5
2018-01-30,10.0
2018-01-31,10.5
2018-02-01,10.25
2018-02-02,10.0
2018-02-05,8.600000381469727
2018-02-06,8.899999618530273
2018-02-07,9.0
2018-02-08,9.899999618530273
2018-02-09,10.5
2018-02-12,11.5
2018-02-13,11.5
2018-02-14,11.350000381469727
2018-02-15,11.550000190734863
2018-02-16,13.5
2018-02-20,12.300000190734863
2018-02-21,12.0
2018-02-22,11.5
2018-02-23,11.0
2018-02-26,11.399999618530273
2018-02-27,11.75
2018-02-28,11.949999809265137
2018-03-01,12.0
2018-03-02,12.399999618530273
2018-03-05,12.25
2018-03-06,12.699999809265137
2018-03-07,12.75
2018-03-08,14.300000190734863
2018-03-09,18.5
2018-03-12,21.0
2018-03-13,20.0
2018-03-14,20.75
2018-03-15,20.5
2018-03-16,19.5
2018-03-19,18.5
2018-03-20,19.0
2018-03-21,17.600000381469727
2018-03-22,18.0
2018-03-23,17.0
2018-03-26,17.0
2018-03-27,18.399999618530273
2018-03-28,18.649999618530273
2018-03-29,17.75
2018-04-02,16.5
2018-04-03,17.5
2018-04-04,17.5
2018-04-05,17.75
2018-04-06,17.75
2018-04-09,17.200000762939453
2018-04-10,17.0
2018-04-11,16.549999237060547
2018-04-12,16.5
2018-04-13,17.100000381469727
2018-04-16,17.5
2018-04-17,17.049999237060547
2018-04-18,17.5
2018-04-19,17.0
2018-04-20,14.0
2018-04-23,14.25
2018-04-24,15.75
2018-04-25,15.25
2018-04-26,16.149999618530273
2018-04-27,14.550000190734863
2018-04-30,17.0
2018-05-01,16.0
2018-05-02,16.75
2018-05-03,17.0
2018-05-04,16.899999618530273
2018-05-07,16.950000762939453
2018-05-08,16.850000381469727
2018-05-09,16.799999237060547
2018-05-10,16.5
2018-05-11,16.399999618530273
2018-05-14,15.0
2018-05-15,14.5
2018-05-16,13.449999809265137
2018-05-17,14.550000190734863
2018-05-18,16.0
2018-05-21,15.149999618530273
2018-05-22,14.0
2018-05-23,15.5
2018-05-24,15.5
2018-05-25,16.0
2018-05-29,14.449999809265137
2018-05-30,14.25
2018-05-31,13.25
2018-06-01,14.0
2018-06-04,13.75
2018-06-05,13.5
2018-06-06,13.5
2018-06-07,12.600000381469727
2018-06-08,12.5
2018-06-11,13.0
2018-06-12,13.0
2018-06-13,12.449999809265137
2018-06-14,12.5
2018-06-15,12.5
2018-06-18,13.5
2018-06-19,13.0
2018-06-20,13.5
2018-06-21,13.5
2018-06-22,12.5
2018-06-25,12.800000190734863
2018-06-26,12.0
2018-06-27,12.5
2018-06-28,12.050000190734863
2018-06-29,12.0
2018-07-02,10.949999809265137
2018-07-03,10.0
2018-07-05,10.199999809265137
2018-07-06,10.25
2018-07-09,9.75
2018-07-10,10.199999809265137
2018-07-11,10.5
2018-07-12,10.050000190734863
2018-07-13,10.5
2018-07-16,10.0
2018-07-17,10.050000190734863
2018-07-18,10.0
2018-07-19,10.199999809265137
2018-07-20,9.5
2018-07-23,10.199999809265137
2018-07-24,10.199999809265137
2018-07-25,10.199999809265137
2018-07-26,9.5
2018-07-27,10.0
2018-07-30,10.199999809265137
2018-07-31,10.199999809265137
2018-08-01,10.0
2018-08-02,9.550000190734863
2018-08-03,10.25
2018-08-06,9.5
2018-08-07,9.600000381469727
2018-08-08,9.25
2018-08-09,9.75
2018-08-10,9.600000381469727
2018-08-13,10.0
2018-08-14,9.5
2018-08-15,10.0
2018-08-16,9.75
2018-08-17,10.0
2018-08-20,10.0
2018-08-21,10.0
2018-08-22,10.0
2018-08-23,10.149999618530273
2018-08-24,10.199999809265137
2018-08-27,10.199999809265137
2018-08-28,10.5
2018-08-29,10.0
2018-08-30,10.0
2018-08-31,9.75
2018-09-04,9.899999618530273
2018-09-05,10.0
2018-09-06,10.0
2018-09-07,10.0
2018-09-10,10.0
2018-09-11,10.0
2018-09-12,10.0
2018-09-13,10.0
2018-09-14,9.949999809265137
2018-09-17,9.75
2018-09-18,9.850000381469727
2018-09-19,9.899999618530273
2018-09-20,10.0
2018-09-21,9.850000381469727
2018-09-24,9.75
2018-09-25,9.449999809265137
2018-09-26,9.5
2018-09-27,9.0
2018-09-28,9.25
2018-10-01,8.5
2018-10-02,8.0
2018-10-03,9.0
2018-10-04,9.5
2018-10-05,9.050000190734863
2018-10-08,9.100000381469727
2018-10-09,9.0
2018-10-10,9.0
2018-10-11,9.0
2018-10-12,9.0
2018-10-15,9.300000190734863
2018-10-16,9.25
2018-10-17,9.550000190734863
2018-10-18,9.75
2018-10-19,10.25
2018-10-22,10.0
2018-10-23,9.5
2018-10-24,8.899999618530273
2018-10-25,9.949999809265137
2018-10-26,10.0
2018-10-29,10.0
2018-10-30,10.449999809265137
2018-10-31,10.0
2018-11-01,10.449999809265137
2018-11-02,10.899999618530273
2018-11-05,10.5
2018-11-06,10.0
2018-11-07,10.449999809265137
2018-11-08,10.699999809265137
2018-11-09,11.199999809265137
2018-11-12,11.0
2018-11-13,11.5
2018-11-14,11.5
2018-11-15,11.899999618530273
2018-11-16,11.949999809265137
2018-11-19,12.0
2018-11-20,11.25
2018-11-21,11.0
2018-11-23,11.5
2018-11-26,11.5
2018-11-27,10.100000381469727
2018-11-28,10.5
2018-11-29,10.75
2018-11-30,10.75
2018-12-03,11.0
2018-12-04,11.0
2018-12-06,11.0
2018-12-07,10.5
2018-12-10,11.25
2018-12-11,10.5
2018-12-12,10.5
2018-12-13,10.5
2018-12-14,10.5
2018-12-17,10.5
2018-12-18,10.0
2018-12-19,10.5
2018-12-20,9.600000381469727
2018-12-21,10.0
2018-12-24,10.0
2018-12-26,10.0
2018-12-27,8.0
2018-12-28,9.949999809265137
2018-12-31,9.75
2019-01-02,9.5
2019-01-03,10.0
2019-01-04,9.949999809265137
2019-01-07,9.75
2019-01-08,9.649999618530273
2019-01-09,9.25
2019-01-10,9.75
2019-01-11,9.949999809265137
2019-01-14,9.050000190734863
2019-01-15,10.399999618530273
2019-01-16,10.0
2019-01-17,9.75
2019-01-18,10.100000381469727
2019-01-22,10.350000381469727
2019-01-23,10.100000381469727
2019-01-24,10.350000381469727
2019-01-25,10.100000381469727
2019-01-28,10.0
2019-01-29,9.5
2019-01-30,9.25
2019-01-31,10.0
2019-02-01,9.300000190734863
2019-02-04,10.0
2019-02-05,9.449999809265137
2019-02-06,10.199999809265137
2019-02-07,10.199999809265137
2019-02-08,10.300000190734863
2019-02-11,11.0
2019-02-12,10.5
2019-02-13,10.899999618530273
2019-02-14,10.5
2019-02-15,10.5
2019-02-19,10.350000381469727
2019-02-20,10.0
2019-02-21,10.600000381469727
2019-02-22,10.350000381469727
2019-02-25,10.0
2019-02-26,9.800000190734863
2019-02-27,9.75
2019-02-28,9.75
2019-03-01,10.0
2019-03-04,10.25
2019-03-05,9.300000190734863
2019-03-06,10.0
2019-03-07,10.0
2019-03-08,9.75
2019-03-11,10.0
2019-03-12,10.050000190734863
2019-03-13,9.399999618530273
2019-03-14,10.0
2019-03-15,10.0
2019-03-18,9.5
2019-03-19,9.050000190734863
2019-03-20,9.5
2019-03-21,9.199999809265137
2019-03-22,9.800000190734863
2019-03-25,9.100000381469727
2019-03-26,9.800000190734863
2019-03-27,9.25
2019-03-28,9.5
2019-03-29,9.050000190734863
2019-04-01,8.75
2019-04-02,9.0
2019-04-03,9.0
2019-04-04,9.0
2019-04-05,8.649999618530273
2019-04-08,9.0
2019-04-09,8.75
2019-04-10,8.199999809265137
2019-04-11,8.399999618530273
2019-04-12,8.199999809265137
2019-04-15,8.25
2019-04-16,5.440000057220459
2019-04-17,5.400000095367432
2019-04-18,5.5
2019-04-22,5.460000038146973
2019-04-23,5.599999904632568
2019-04-24,5.349999904632568
2019-04-25,5.230000019073486
2019-04-26,5.25
2019-04-29,5.223999977111816
2019-04-30,5.25
2019-05-01,5.400000095367432
2019-05-02,5.25
2019-05-03,5.400000095367432
2019-05-06,5.389999866485596
2019-05-07,5.400000095367432
2019-05-08,5.3470001220703125
2019-05-09,5.25
2019-05-10,5.25
2019-05-13,5.230000019073486
2019-05-14,5.25
2019-05-15,5.21999979019165
2019-05-16,5.260000228881836
2019-05-17,5.340000152587891
2019-05-20,5.349999904632568
2019-05-21,5.434999942779541
2019-05-22,5.449999809265137
2019-05-23,5.320000171661377
2019-05-24,5.269999980926514
2019-05-28,5.239999771118164
2019-05-29,5.230000019073486
2019-05-30,5.400000095367432
2019-05-31,5.329999923706055
2019-06-03,5.230000019073486
2019-06-04,5.150000095367432
2019-06-05,5.0
2019-06-06,4.690000057220459
2019-06-07,4.800000190734863
2019-06-10,4.900000095367432
2019-06-11,4.767000198364258
2019-06-12,4.949999809265137
2019-06-13,5.079999923706055
2019-06-14,5.349999904632568
2019-06-17,5.630000114440918
2019-06-18,5.96999979019165
2019-06-19,5.929999828338623
2019-06-20,5.889999866485596
2019-06-21,5.539999961853027
2019-06-24,5.150000095367432
2019-06-25,5.110000133514404
2019-06-26,5.150000095367432
2019-06-27,5.150000095367432
2019-06-28,4.940000057220459
