,ARGX
2021-03-08,295.7900085449219
2021-03-09,315.1700134277344
2021-03-10,308.8699951171875
2021-03-11,312.1499938964844
2021-03-12,310.6600036621094
2021-03-15,317.54998779296875
2021-03-16,317.7300109863281
2021-03-17,312.70001220703125
2021-03-18,303.80999755859375
2021-03-19,305.9700012207031
2021-03-22,307.07000732421875
2021-03-23,294.5199890136719
2021-03-24,283.8900146484375
2021-03-25,293.45001220703125
2021-03-26,283.0
2021-03-29,271.489990234375
2021-03-30,272.260009765625
2021-03-31,275.3900146484375
2021-04-01,282.3599853515625
2021-04-05,288.3500061035156
2021-04-06,282.0299987792969
2021-04-07,276.95001220703125
2021-04-08,281.0299987792969
2021-04-09,277.9599914550781
2021-04-12,263.25
2021-04-13,268.9800109863281
2021-04-14,272.7799987792969
2021-04-15,277.4700012207031
2021-04-16,281.7200012207031
2021-04-19,274.79998779296875
2021-04-20,278.3399963378906
2021-04-21,289.3399963378906
2021-04-22,294.57000732421875
2021-04-23,296.4100036621094
2021-04-26,293.0299987792969
2021-04-27,288.45001220703125
2021-04-28,290.2900085449219
2021-04-29,291.32000732421875
2021-04-30,286.7099914550781
2021-05-03,284.0400085449219
2021-05-04,270.0400085449219
2021-05-05,268.7799987792969
2021-05-06,258.2799987792969
2021-05-07,263.70001220703125
2021-05-10,257.1099853515625
2021-05-11,257.25
2021-05-12,258.2099914550781
2021-05-13,261.2799987792969
2021-05-14,272.29998779296875
