,FCEL
2002-05-21,1897.9200439453125
2002-05-22,1903.6800537109375
2002-05-23,1807.199951171875
2002-05-24,1788.47998046875
2002-05-28,1854.719970703125
2002-05-29,1840.3199462890625
2002-05-30,1751.0400390625
2002-05-31,1751.0400390625
2002-06-03,1640.1600341796875
2002-06-04,1501.9200439453125
2002-06-05,1552.3199462890625
2002-06-06,1461.5999755859375
2002-06-07,1454.4000244140625
2002-06-10,1425.5999755859375
2002-06-11,1440.0
2002-06-12,1454.4000244140625
2002-06-13,1411.199951171875
2002-06-14,1434.239990234375
2002-06-17,1448.6400146484375
2002-06-18,1488.9599609375
2002-06-19,1396.800048828125
2002-06-20,1375.199951171875
2002-06-21,1332.0
2002-06-24,1203.8399658203125
2002-06-25,1238.4000244140625
2002-06-26,1221.1199951171875
2002-06-27,1343.52001953125
2002-06-28,1481.760009765625
2002-07-01,1297.43994140625
2002-07-02,1244.1600341796875
2002-07-03,1180.800048828125
2002-07-05,1274.4000244140625
2002-07-08,1339.199951171875
2002-07-09,1316.1600341796875
2002-07-10,1231.199951171875
2002-07-11,1236.9599609375
2002-07-12,1291.6800537109375
2002-07-15,1232.6400146484375
2002-07-16,1211.0400390625
2002-07-17,1236.9599609375
2002-07-18,1211.0400390625
2002-07-19,1143.3599853515625
2002-07-22,1068.47998046875
2002-07-23,953.280029296875
2002-07-24,1038.239990234375
2002-07-25,1045.43994140625
2002-07-26,1068.47998046875
2002-07-29,1094.4000244140625
2002-07-30,1081.43994140625
2002-07-31,1018.0800170898438
2002-08-01,967.6799926757812
2002-08-02,941.760009765625
2002-08-05,892.7999877929688
2002-08-06,931.6799926757812
2002-08-07,969.1199951171875
2002-08-08,1002.239990234375
2002-08-09,1009.4400024414062
2002-08-12,1110.239990234375
2002-08-13,1077.1199951171875
2002-08-14,1150.56005859375
2002-08-15,1118.8800048828125
2002-08-16,1081.43994140625
2002-08-19,1010.8800048828125
2002-08-20,992.1599731445312
2002-08-21,1133.280029296875
2002-08-22,1153.43994140625
2002-08-23,1121.760009765625
2002-08-26,1114.56005859375
2002-08-27,1058.4000244140625
2002-08-28,1095.8399658203125
2002-08-29,996.47998046875
2002-08-30,1008.0
2002-09-03,928.7999877929688
2002-09-04,977.760009765625
2002-09-05,947.52001953125
2002-09-06,979.2000122070312
2002-09-09,993.5999755859375
2002-09-10,1044.0
2002-09-11,1072.800048828125
2002-09-12,1087.199951171875
2002-09-13,1101.5999755859375
2002-09-16,1052.6400146484375
2002-09-17,1051.199951171875
2002-09-18,1028.1600341796875
2002-09-19,979.2000122070312
2002-09-20,993.5999755859375
2002-09-23,954.719970703125
2002-09-24,917.280029296875
2002-09-25,993.5999755859375
2002-09-26,992.1599731445312
2002-09-27,963.3599853515625
2002-09-30,907.2000122070312
2002-10-01,924.47998046875
2002-10-02,936.0
2002-10-03,904.3200073242188
2002-10-04,780.47998046875
2002-10-07,724.3200073242188
2002-10-08,694.0800170898438
2002-10-09,659.52001953125
2002-10-10,776.1599731445312
2002-10-11,768.9600219726562
2002-10-14,812.1599731445312
2002-10-15,881.280029296875
2002-10-16,792.0
2002-10-17,852.47998046875
2002-10-18,751.6799926757812
2002-10-21,761.760009765625
2002-10-22,768.9600219726562
2002-10-23,776.1599731445312
2002-10-24,789.1199951171875
2002-10-25,895.6799926757812
2002-10-28,828.0
2002-10-29,813.5999755859375
2002-10-30,868.3200073242188
2002-10-31,830.8800048828125
2002-11-01,881.280029296875
2002-11-04,1002.239990234375
2002-11-05,970.5599975585938
2002-11-06,1077.1199951171875
2002-11-07,997.9199829101562
2002-11-08,1003.6799926757812
2002-11-11,956.1599731445312
2002-11-12,997.9199829101562
2002-11-13,1012.3200073242188
2002-11-14,1064.1600341796875
2002-11-15,1051.199951171875
2002-11-18,1019.52001953125
2002-11-19,1097.280029296875
2002-11-20,1136.1600341796875
2002-11-21,1160.6400146484375
2002-11-22,1186.56005859375
2002-11-25,1238.4000244140625
2002-11-26,1248.47998046875
2002-11-27,1293.1199951171875
2002-11-29,1303.199951171875
2002-12-02,1254.239990234375
2002-12-03,1157.760009765625
2002-12-04,1170.719970703125
2002-12-05,1128.9599609375
2002-12-06,1111.6800537109375
2002-12-09,1018.0800170898438
2002-12-10,1097.280029296875
2002-12-11,1028.1600341796875
2002-12-12,1020.9600219726562
2002-12-13,977.760009765625
2002-12-16,1065.5999755859375
2002-12-17,1092.9599609375
2002-12-18,1072.800048828125
2002-12-19,1008.0
2002-12-20,948.9600219726562
2002-12-23,941.760009765625
2002-12-24,933.1199951171875
2002-12-26,941.760009765625
2002-12-27,966.239990234375
2002-12-30,948.9600219726562
2002-12-31,943.2000122070312
2003-01-02,969.1199951171875
2003-01-03,940.3200073242188
2003-01-06,960.47998046875
2003-01-07,938.8800048828125
2003-01-08,925.9199829101562
2003-01-09,930.239990234375
2003-01-10,936.0
2003-01-13,918.719970703125
2003-01-14,904.3200073242188
2003-01-15,897.1199951171875
2003-01-16,885.5999755859375
2003-01-17,871.2000122070312
2003-01-21,832.3200073242188
2003-01-22,813.5999755859375
2003-01-23,802.0800170898438
2003-01-24,776.1599731445312
2003-01-27,823.6799926757812
2003-01-28,956.1599731445312
2003-01-29,904.3200073242188
2003-01-30,882.719970703125
2003-01-31,833.760009765625
2003-02-03,768.9600219726562
2003-02-04,803.52001953125
2003-02-05,806.4000244140625
2003-02-06,839.52001953125
2003-02-07,790.5599975585938
2003-02-10,779.0399780273438
2003-02-11,784.7999877929688
2003-02-12,789.1199951171875
2003-02-13,771.8400268554688
2003-02-14,776.1599731445312
2003-02-18,792.0
2003-02-19,786.239990234375
2003-02-20,784.7999877929688
2003-02-21,781.9199829101562
2003-02-24,776.1599731445312
2003-02-25,806.4000244140625
2003-02-26,792.0
2003-02-27,895.6799926757812
2003-02-28,846.719970703125
2003-03-03,829.4400024414062
2003-03-04,810.719970703125
2003-03-05,804.9600219726562
2003-03-06,777.5999755859375
2003-03-07,786.239990234375
2003-03-10,766.0800170898438
2003-03-11,750.239990234375
2003-03-12,724.3200073242188
2003-03-13,770.4000244140625
2003-03-14,764.6400146484375
2003-03-17,773.280029296875
2003-03-18,802.0800170898438
2003-03-19,786.239990234375
2003-03-20,799.2000122070312
2003-03-21,816.47998046875
2003-03-24,777.5999755859375
2003-03-25,799.2000122070312
2003-03-26,767.52001953125
2003-03-27,750.239990234375
2003-03-28,748.7999877929688
2003-03-31,727.2000122070312
2003-04-01,734.4000244140625
2003-04-02,764.6400146484375
2003-04-03,777.5999755859375
2003-04-04,766.0800170898438
2003-04-07,750.239990234375
2003-04-08,743.0399780273438
2003-04-09,738.719970703125
2003-04-10,743.0399780273438
2003-04-11,734.4000244140625
2003-04-14,750.239990234375
2003-04-15,756.0
2003-04-16,764.6400146484375
2003-04-17,779.0399780273438
2003-04-21,773.280029296875
2003-04-22,756.0
2003-04-23,787.6799926757812
2003-04-24,887.0399780273438
2003-04-25,829.4400024414062
2003-04-28,859.6799926757812
2003-04-29,869.760009765625
2003-04-30,887.0399780273438
2003-05-01,904.3200073242188
2003-05-02,921.5999755859375
2003-05-05,966.239990234375
2003-05-06,997.9199829101562
2003-05-07,1000.7999877929688
2003-05-08,972.0
2003-05-09,976.3200073242188
2003-05-12,977.760009765625
2003-05-13,964.7999877929688
2003-05-14,1196.6400146484375
2003-05-15,1143.3599853515625
2003-05-16,1164.9599609375
2003-05-19,1157.760009765625
2003-05-20,1175.0400390625
2003-05-21,1185.1199951171875
2003-05-22,1222.56005859375
2003-05-23,1231.199951171875
2003-05-27,1344.9599609375
2003-05-28,1373.760009765625
2003-05-29,1425.5999755859375
2003-05-30,1340.6400146484375
2003-06-02,1316.1600341796875
2003-06-03,1202.4000244140625
2003-06-04,1248.47998046875
2003-06-05,1247.0400390625
2003-06-06,1247.0400390625
2003-06-09,1166.4000244140625
2003-06-10,1242.719970703125
2003-06-11,1179.3599853515625
2003-06-12,1211.0400390625
2003-06-13,1205.280029296875
2003-06-16,1238.4000244140625
2003-06-17,1260.0
2003-06-18,1193.760009765625
2003-06-19,1198.0799560546875
2003-06-20,1228.3199462890625
2003-06-23,1225.43994140625
2003-06-24,1103.0400390625
2003-06-25,1118.8800048828125
2003-06-26,1159.199951171875
2003-06-27,1231.199951171875
2003-06-30,1179.3599853515625
2003-07-01,1160.6400146484375
2003-07-02,1215.3599853515625
2003-07-03,1195.199951171875
2003-07-07,1252.800048828125
2003-07-08,1310.4000244140625
2003-07-09,1270.0799560546875
2003-07-10,1225.43994140625
2003-07-11,1260.0
2003-07-14,1247.0400390625
2003-07-15,1244.1600341796875
2003-07-16,1226.8800048828125
2003-07-17,1162.0799560546875
2003-07-18,1160.6400146484375
2003-07-21,1192.3199462890625
2003-07-22,1176.47998046875
2003-07-23,1179.3599853515625
2003-07-24,1139.0400390625
2003-07-25,1169.280029296875
2003-07-28,1188.0
2003-07-29,1173.5999755859375
2003-07-30,1154.8800048828125
2003-07-31,1157.760009765625
2003-08-01,1126.0799560546875
2003-08-04,1075.6800537109375
2003-08-05,1039.6800537109375
2003-08-06,1036.800048828125
2003-08-07,980.6400146484375
2003-08-08,1013.760009765625
2003-08-11,1036.800048828125
2003-08-12,1116.0
2003-08-13,1120.3199462890625
2003-08-14,1123.199951171875
2003-08-15,1353.5999755859375
2003-08-18,1317.5999755859375
2003-08-19,1342.0799560546875
2003-08-20,1342.0799560546875
2003-08-21,1435.6800537109375
2003-08-22,1406.8800048828125
2003-08-25,1461.5999755859375
2003-08-26,1470.239990234375
2003-08-27,1487.52001953125
2003-08-28,1494.719970703125
2003-08-29,1468.800048828125
2003-09-02,1460.1600341796875
2003-09-03,1458.719970703125
2003-09-04,1440.0
2003-09-05,1415.52001953125
2003-09-08,1376.6400146484375
2003-09-09,1434.239990234375
2003-09-10,1425.5999755859375
2003-09-11,1431.3599853515625
2003-09-12,1419.8399658203125
2003-09-15,1435.6800537109375
2003-09-16,1461.5999755859375
2003-09-17,1490.4000244140625
2003-09-18,1474.56005859375
2003-09-19,1533.5999755859375
2003-09-22,1573.9200439453125
2003-09-23,1605.5999755859375
2003-09-24,1912.3199462890625
2003-09-25,1684.800048828125
2003-09-26,1660.3199462890625
2003-09-29,1713.5999755859375
2003-09-30,1684.800048828125
2003-10-01,1704.9599609375
2003-10-02,1772.6400146484375
2003-10-03,1771.199951171875
2003-10-06,1935.3599853515625
2003-10-07,2086.56005859375
2003-10-08,2040.47998046875
2003-10-09,2075.0400390625
2003-10-10,2066.39990234375
2003-10-13,2158.56005859375
2003-10-14,2122.56005859375
2003-10-15,2116.800048828125
2003-10-16,2111.0400390625
2003-10-17,2041.9200439453125
2003-10-20,2070.719970703125
2003-10-21,2116.800048828125
2003-10-22,2030.4000244140625
2003-10-23,1974.239990234375
2003-10-24,1995.8399658203125
2003-10-27,2023.199951171875
2003-10-28,2105.280029296875
2003-10-29,2213.280029296875
2003-10-30,2180.159912109375
2003-10-31,2200.320068359375
2003-11-03,2332.800048828125
2003-11-04,2390.39990234375
2003-11-05,2484.0
2003-11-06,2436.47998046875
2003-11-07,2360.159912109375
2003-11-10,2314.080078125
2003-11-11,2327.0400390625
2003-11-12,2363.0400390625
2003-11-13,2419.199951171875
2003-11-14,2322.719970703125
2003-11-17,2249.280029296875
2003-11-18,2239.199951171875
2003-11-19,1902.239990234375
2003-11-20,1952.6400146484375
2003-11-21,1869.1199951171875
2003-11-24,1902.239990234375
2003-11-25,1974.239990234375
2003-11-26,1981.43994140625
2003-11-28,1938.239990234375
2003-12-01,1977.1199951171875
2003-12-02,1941.1199951171875
2003-12-03,1951.199951171875
2003-12-04,1931.0400390625
2003-12-05,1877.760009765625
2003-12-08,1792.800048828125
2003-12-09,1732.3199462890625
2003-12-10,1739.52001953125
2003-12-11,1834.56005859375
2003-12-12,1808.6400146484375
2003-12-15,1650.239990234375
2003-12-16,1707.8399658203125
2003-12-17,1647.3599853515625
2003-12-18,1752.47998046875
2003-12-19,1735.199951171875
2003-12-22,1779.8399658203125
2003-12-23,1765.43994140625
2003-12-24,1779.8399658203125
2003-12-26,1805.760009765625
2003-12-29,1869.1199951171875
2003-12-30,1945.43994140625
2003-12-31,1874.8800048828125
2004-01-02,1913.760009765625
2004-01-05,2004.47998046875
2004-01-06,2070.719970703125
2004-01-07,2086.56005859375
2004-01-08,2124.0
2004-01-09,2100.9599609375
2004-01-12,2147.0400390625
2004-01-13,2062.080078125
2004-01-14,2016.0
2004-01-15,1977.1199951171875
2004-01-16,2063.52001953125
2004-01-20,2246.39990234375
2004-01-21,2093.760009765625
2004-01-22,2060.639892578125
2004-01-23,2047.6800537109375
2004-01-26,2052.0
2004-01-27,1925.280029296875
2004-01-28,1866.239990234375
2004-01-29,1872.0
2004-01-30,1872.0
2004-02-02,1981.43994140625
2004-02-03,1932.47998046875
2004-02-04,1782.719970703125
2004-02-05,1748.1600341796875
2004-02-06,1804.3199462890625
2004-02-09,1814.4000244140625
2004-02-10,1883.52001953125
2004-02-11,1896.47998046875
2004-02-12,1884.9599609375
2004-02-13,1837.43994140625
2004-02-17,1938.239990234375
2004-02-18,1910.8800048828125
2004-02-19,1821.5999755859375
2004-02-20,1792.800048828125
2004-02-23,1707.8399658203125
2004-02-24,1713.5999755859375
2004-02-25,1802.8800048828125
2004-02-26,1864.800048828125
2004-02-27,1882.0799560546875
2004-03-01,1944.0
2004-03-02,1876.3199462890625
2004-03-03,1915.199951171875
2004-03-04,2041.9200439453125
2004-03-05,2052.0
2004-03-08,1956.9599609375
2004-03-09,1995.8399658203125
2004-03-10,1944.0
2004-03-11,1922.4000244140625
2004-03-12,1987.199951171875
2004-03-15,1959.8399658203125
2004-03-16,1952.6400146484375
2004-03-17,1982.8800048828125
2004-03-18,1956.9599609375
2004-03-19,1902.239990234375
2004-03-22,1844.6400146484375
2004-03-23,1808.6400146484375
2004-03-24,1812.9599609375
2004-03-25,1879.199951171875
2004-03-26,1872.0
2004-03-29,1895.0400390625
2004-03-30,1984.3199462890625
2004-03-31,1952.6400146484375
2004-04-01,2026.0799560546875
2004-04-02,2060.639892578125
2004-04-05,1964.1600341796875
2004-04-06,1974.239990234375
2004-04-07,1965.5999755859375
2004-04-08,2184.47998046875
2004-04-12,2399.0400390625
2004-04-13,2345.760009765625
2004-04-14,2308.320068359375
2004-04-15,2301.1201171875
2004-04-16,2799.360107421875
2004-04-19,2655.360107421875
2004-04-20,2613.60009765625
2004-04-21,2678.39990234375
2004-04-22,2711.52001953125
2004-04-23,2715.840087890625
2004-04-26,2717.280029296875
2004-04-27,2541.60009765625
2004-04-28,2502.719970703125
2004-04-29,2448.0
2004-04-30,2384.639892578125
2004-05-03,2430.719970703125
2004-05-04,2481.1201171875
2004-05-05,2471.0400390625
2004-05-06,2378.8798828125
2004-05-07,2332.800048828125
2004-05-10,2210.39990234375
2004-05-11,2250.719970703125
2004-05-12,2213.280029296875
2004-05-13,2227.679931640625
2004-05-14,2194.56005859375
2004-05-17,2102.39990234375
2004-05-18,2122.56005859375
2004-05-19,2155.679931640625
2004-05-20,2086.56005859375
2004-05-21,2072.159912109375
2004-05-24,2252.159912109375
2004-05-25,2266.56005859375
2004-05-26,2249.280029296875
2004-05-27,2296.800048828125
2004-05-28,2285.280029296875
2004-06-01,2348.639892578125
2004-06-02,2259.360107421875
2004-06-03,1892.1600341796875
2004-06-04,1841.760009765625
2004-06-07,1824.47998046875
2004-06-08,1800.0
2004-06-09,1759.6800537109375
2004-06-10,1768.3199462890625
2004-06-14,1667.52001953125
2004-06-15,1723.6800537109375
2004-06-16,1684.800048828125
2004-06-17,1664.6400146484375
2004-06-18,1634.4000244140625
2004-06-21,1641.5999755859375
2004-06-22,1641.5999755859375
2004-06-23,1702.0799560546875
2004-06-24,1660.3199462890625
2004-06-25,1668.9599609375
2004-06-28,1640.1600341796875
2004-06-29,1668.9599609375
2004-06-30,1681.9200439453125
2004-07-01,1601.280029296875
2004-07-02,1548.0
2004-07-06,1431.3599853515625
2004-07-07,1437.1199951171875
2004-07-08,1396.800048828125
2004-07-09,1414.0799560546875
2004-07-12,1372.3199462890625
2004-07-13,1558.0799560546875
2004-07-14,1509.1199951171875
2004-07-15,1478.8800048828125
2004-07-16,1463.0400390625
2004-07-19,1334.8800048828125
2004-07-20,1389.5999755859375
2004-07-21,1297.43994140625
2004-07-22,1260.0
2004-07-23,1283.0400390625
2004-07-26,1203.8399658203125
2004-07-27,1280.1600341796875
2004-07-28,1277.280029296875
2004-07-29,1321.9200439453125
2004-07-30,1431.3599853515625
2004-08-02,1314.719970703125
2004-08-03,1252.800048828125
2004-08-04,1234.0799560546875
2004-08-05,1213.9200439453125
2004-08-06,1139.0400390625
2004-08-09,1077.1199951171875
2004-08-10,1133.280029296875
2004-08-11,1111.6800537109375
2004-08-12,1068.47998046875
2004-08-13,1104.47998046875
2004-08-16,1117.43994140625
2004-08-17,1172.1600341796875
2004-08-18,1206.719970703125
2004-08-19,1235.52001953125
2004-08-20,1288.800048828125
2004-08-23,1261.43994140625
2004-08-24,1284.47998046875
2004-08-25,1329.1199951171875
2004-08-26,1241.280029296875
2004-08-27,1267.199951171875
2004-08-30,1324.800048828125
2004-08-31,1434.239990234375
2004-09-01,1434.239990234375
2004-09-02,1455.8399658203125
2004-09-03,1447.199951171875
2004-09-07,1375.199951171875
2004-09-08,1376.6400146484375
2004-09-09,1434.239990234375
2004-09-10,1497.5999755859375
2004-09-13,1556.6400146484375
2004-09-14,1565.280029296875
2004-09-15,1530.719970703125
2004-09-16,1550.8800048828125
2004-09-17,1529.280029296875
2004-09-20,1514.8800048828125
2004-09-21,1509.1199951171875
2004-09-22,1470.239990234375
2004-09-23,1411.199951171875
2004-09-24,1393.9200439453125
2004-09-27,1382.4000244140625
2004-09-28,1473.1199951171875
2004-09-29,1497.5999755859375
2004-09-30,1476.0
2004-10-01,1497.5999755859375
2004-10-04,1545.1199951171875
2004-10-05,1537.9200439453125
2004-10-06,1586.8800048828125
2004-10-07,1715.0400390625
2004-10-08,1657.43994140625
2004-10-11,1748.1600341796875
2004-10-12,1725.1199951171875
2004-10-13,1736.6400146484375
2004-10-14,1831.6800537109375
2004-10-15,1807.199951171875
2004-10-18,1814.4000244140625
2004-10-19,1798.56005859375
2004-10-20,1808.6400146484375
2004-10-21,1810.0799560546875
2004-10-22,1785.5999755859375
2004-10-25,1846.0799560546875
2004-10-26,1848.9599609375
2004-10-27,1892.1600341796875
2004-10-28,1804.3199462890625
2004-10-29,1776.9599609375
2004-11-01,1800.0
2004-11-02,1873.43994140625
2004-11-03,1699.199951171875
2004-11-04,1680.47998046875
2004-11-05,1654.56005859375
2004-11-08,1686.239990234375
2004-11-09,1668.9599609375
2004-11-10,1673.280029296875
2004-11-11,1455.8399658203125
2004-11-12,1444.3199462890625
2004-11-15,1455.8399658203125
2004-11-16,1448.6400146484375
2004-11-17,1457.280029296875
2004-11-18,1447.199951171875
2004-11-19,1431.3599853515625
2004-11-22,1440.0
2004-11-23,1460.1600341796875
2004-11-24,1451.52001953125
2004-11-26,1444.3199462890625
2004-11-29,1467.3599853515625
2004-11-30,1447.199951171875
2004-12-01,1442.8800048828125
2004-12-02,1409.760009765625
2004-12-03,1396.800048828125
2004-12-06,1362.239990234375
2004-12-07,1182.239990234375
2004-12-08,1154.8800048828125
2004-12-09,1211.0400390625
2004-12-10,1216.800048828125
2004-12-13,1209.5999755859375
2004-12-14,1352.1600341796875
2004-12-15,1349.280029296875
2004-12-16,1333.43994140625
2004-12-17,1401.1199951171875
2004-12-20,1411.199951171875
2004-12-21,1392.47998046875
2004-12-22,1401.1199951171875
2004-12-23,1415.52001953125
2004-12-27,1425.5999755859375
2004-12-28,1440.0
2004-12-29,1432.800048828125
2004-12-30,1418.4000244140625
2004-12-31,1425.5999755859375
2005-01-03,1425.5999755859375
2005-01-04,1356.47998046875
2005-01-05,1356.47998046875
2005-01-06,1314.719970703125
2005-01-07,1272.9599609375
2005-01-10,1313.280029296875
2005-01-11,1251.3599853515625
2005-01-12,1389.5999755859375
2005-01-13,1365.1199951171875
2005-01-14,1332.0
2005-01-18,1352.1600341796875
2005-01-19,1281.5999755859375
2005-01-20,1257.1199951171875
2005-01-21,1262.8800048828125
2005-01-24,1247.0400390625
2005-01-25,1228.3199462890625
2005-01-26,1284.47998046875
2005-01-27,1301.760009765625
2005-01-28,1291.6800537109375
2005-01-31,1313.280029296875
2005-02-01,1365.1199951171875
2005-02-02,1451.52001953125
2005-02-03,1404.0
2005-02-04,1396.800048828125
2005-02-07,1373.760009765625
2005-02-08,1326.239990234375
2005-02-09,1278.719970703125
2005-02-10,1362.239990234375
2005-02-11,1356.47998046875
2005-02-14,1396.800048828125
2005-02-15,1337.760009765625
2005-02-16,1581.1199951171875
2005-02-17,1491.8399658203125
2005-02-18,1540.800048828125
2005-02-22,1627.199951171875
2005-02-23,1601.280029296875
2005-02-24,1573.9200439453125
2005-02-25,1586.8800048828125
2005-02-28,1555.199951171875
2005-03-01,1706.4000244140625
2005-03-02,1692.0
2005-03-03,1621.43994140625
2005-03-04,1638.719970703125
2005-03-07,1611.3599853515625
2005-03-08,1627.199951171875
2005-03-09,1661.760009765625
2005-03-10,1530.719970703125
2005-03-11,1514.8800048828125
2005-03-14,1503.3599853515625
2005-03-15,1476.0
2005-03-16,1483.199951171875
2005-03-17,1493.280029296875
2005-03-18,1468.800048828125
2005-03-21,1486.0799560546875
2005-03-22,1458.719970703125
2005-03-23,1447.199951171875
2005-03-24,1431.3599853515625
2005-03-28,1441.43994140625
2005-03-29,1378.0799560546875
2005-03-30,1382.4000244140625
2005-03-31,1437.1199951171875
2005-04-01,1416.9599609375
2005-04-04,1432.800048828125
2005-04-05,1382.4000244140625
2005-04-06,1357.9200439453125
2005-04-07,1370.8800048828125
2005-04-08,1329.1199951171875
2005-04-11,1297.43994140625
2005-04-12,1314.719970703125
2005-04-13,1296.0
2005-04-14,1254.239990234375
2005-04-15,1133.280029296875
2005-04-18,1169.280029296875
2005-04-19,1159.199951171875
2005-04-20,1176.47998046875
2005-04-21,1212.47998046875
2005-04-22,1175.0400390625
2005-04-25,1203.8399658203125
2005-04-26,1188.0
2005-04-27,1140.47998046875
2005-04-28,1144.800048828125
2005-04-29,1152.0
2005-05-02,1146.239990234375
2005-05-03,1130.4000244140625
2005-05-04,1146.239990234375
2005-05-05,1146.239990234375
2005-05-06,1137.5999755859375
2005-05-09,1163.52001953125
2005-05-10,1140.47998046875
2005-05-11,1149.1199951171875
2005-05-12,1141.9200439453125
2005-05-13,1147.6800537109375
2005-05-16,1146.239990234375
2005-05-17,1080.0
2005-05-18,1059.8399658203125
2005-05-19,1051.199951171875
2005-05-20,1035.3599853515625
2005-05-23,1044.0
2005-05-24,1103.0400390625
2005-05-25,1127.52001953125
2005-05-26,1153.43994140625
2005-05-27,1166.4000244140625
2005-05-31,1173.5999755859375
2005-06-01,1198.0799560546875
2005-06-02,1199.52001953125
2005-06-03,1175.0400390625
2005-06-06,1136.1600341796875
2005-06-07,1156.3199462890625
2005-06-08,1140.47998046875
2005-06-09,1205.280029296875
2005-06-10,1189.43994140625
2005-06-13,1242.719970703125
2005-06-14,1314.719970703125
2005-06-15,1333.43994140625
2005-06-16,1327.6800537109375
2005-06-17,1372.3199462890625
2005-06-20,1467.3599853515625
2005-06-21,1445.760009765625
2005-06-22,1480.3199462890625
2005-06-23,1399.6800537109375
2005-06-24,1370.8800048828125
2005-06-27,1357.9200439453125
2005-06-28,1497.5999755859375
2005-06-29,1455.8399658203125
2005-06-30,1470.239990234375
2005-07-01,1452.9599609375
2005-07-05,1467.3599853515625
2005-07-06,1493.280029296875
2005-07-07,1496.1600341796875
2005-07-08,1512.0
2005-07-11,1553.760009765625
2005-07-12,1558.0799560546875
2005-07-13,1509.1199951171875
2005-07-14,1463.0400390625
2005-07-15,1451.52001953125
2005-07-18,1440.0
2005-07-19,1480.3199462890625
2005-07-20,1533.5999755859375
2005-07-21,1460.1600341796875
2005-07-22,1513.43994140625
2005-07-25,1463.0400390625
2005-07-26,1500.47998046875
2005-07-27,1509.1199951171875
2005-07-28,1470.239990234375
2005-07-29,1425.5999755859375
2005-08-01,1431.3599853515625
2005-08-02,1396.800048828125
2005-08-03,1399.6800537109375
2005-08-04,1391.0400390625
2005-08-05,1363.6800537109375
2005-08-08,1382.4000244140625
2005-08-09,1448.6400146484375
2005-08-10,1408.3199462890625
2005-08-11,1451.52001953125
2005-08-12,1424.1600341796875
2005-08-15,1432.800048828125
2005-08-16,1411.199951171875
2005-08-17,1406.8800048828125
2005-08-18,1383.8399658203125
2005-08-19,1389.5999755859375
2005-08-22,1402.56005859375
2005-08-23,1401.1199951171875
2005-08-24,1460.1600341796875
2005-08-25,1434.239990234375
2005-08-26,1383.8399658203125
2005-08-29,1373.760009765625
2005-08-30,1483.199951171875
2005-08-31,1640.1600341796875
2005-09-01,1696.3199462890625
2005-09-02,1576.800048828125
2005-09-06,1601.280029296875
2005-09-07,1598.4000244140625
2005-09-08,1605.5999755859375
2005-09-09,1637.280029296875
2005-09-12,1637.280029296875
2005-09-13,1582.56005859375
2005-09-14,1549.43994140625
2005-09-15,1499.0400390625
2005-09-16,1530.719970703125
2005-09-19,1533.5999755859375
2005-09-20,1520.6400146484375
2005-09-21,1516.3199462890625
2005-09-22,1488.9599609375
2005-09-23,1490.4000244140625
2005-09-26,1494.719970703125
2005-09-27,1517.760009765625
2005-09-28,1537.9200439453125
2005-09-29,1556.6400146484375
2005-09-30,1579.6800537109375
2005-10-03,1588.3199462890625
2005-10-04,1519.199951171875
2005-10-05,1435.6800537109375
2005-10-06,1408.3199462890625
2005-10-07,1425.5999755859375
2005-10-10,1393.9200439453125
2005-10-11,1352.1600341796875
2005-10-12,1296.0
2005-10-13,1284.47998046875
2005-10-14,1298.8800048828125
2005-10-17,1303.199951171875
2005-10-18,1274.4000244140625
2005-10-19,1287.3599853515625
2005-10-20,1231.199951171875
2005-10-21,1283.0400390625
2005-10-24,1296.0
2005-10-25,1275.8399658203125
2005-10-26,1257.1199951171875
2005-10-27,1211.0400390625
2005-10-28,1216.800048828125
2005-10-31,1261.43994140625
2005-11-01,1241.280029296875
2005-11-02,1241.280029296875
2005-11-03,1254.239990234375
2005-11-04,1252.800048828125
2005-11-07,1283.0400390625
2005-11-08,1298.8800048828125
2005-11-09,1301.760009765625
2005-11-10,1298.8800048828125
2005-11-11,1298.8800048828125
2005-11-14,1288.800048828125
2005-11-15,1260.0
2005-11-16,1170.719970703125
2005-11-17,1189.43994140625
2005-11-18,1182.239990234375
2005-11-21,1218.239990234375
2005-11-22,1244.1600341796875
2005-11-23,1241.280029296875
2005-11-25,1234.0799560546875
2005-11-28,1209.5999755859375
2005-11-29,1205.280029296875
2005-11-30,1215.3599853515625
2005-12-01,1248.47998046875
2005-12-02,1224.0
2005-12-05,1231.199951171875
2005-12-06,1216.800048828125
2005-12-07,1205.280029296875
2005-12-08,1224.0
2005-12-09,1229.760009765625
2005-12-12,1242.719970703125
2005-12-13,1209.5999755859375
2005-12-14,1216.800048828125
2005-12-15,1336.3199462890625
2005-12-16,1301.760009765625
2005-12-19,1245.5999755859375
2005-12-20,1245.5999755859375
2005-12-21,1284.47998046875
2005-12-22,1275.8399658203125
2005-12-23,1270.0799560546875
2005-12-27,1248.47998046875
2005-12-28,1254.239990234375
2005-12-29,1244.1600341796875
2005-12-30,1219.6800537109375
2006-01-03,1248.47998046875
2006-01-04,1271.52001953125
2006-01-05,1272.9599609375
2006-01-06,1280.1600341796875
2006-01-09,1274.4000244140625
2006-01-10,1268.6400146484375
2006-01-11,1275.8399658203125
2006-01-12,1382.4000244140625
2006-01-13,1386.719970703125
2006-01-17,1376.6400146484375
2006-01-18,1396.800048828125
2006-01-19,1409.760009765625
2006-01-20,1366.56005859375
