,ALCO
1987-07-30,23.0
1987-07-31,23.0
1987-08-03,24.0
1987-08-04,24.0
1987-08-05,23.25
1987-08-06,24.0
1987-08-07,24.0
1987-08-10,22.75
1987-08-11,24.0
1987-08-12,22.75
1987-08-13,22.75
1987-08-14,22.75
1987-08-17,23.0
1987-08-18,24.0
1987-08-19,24.5
1987-08-20,24.5
1987-08-21,23.0
1987-08-24,23.0
1987-08-25,23.0
1987-08-26,23.0
1987-08-27,24.0
1987-08-28,23.0
1987-08-31,25.0
1987-09-01,25.0
1987-09-02,23.75
1987-09-03,23.25
1987-09-04,25.25
1987-09-08,24.5
1987-09-09,25.25
1987-09-10,24.0
1987-09-11,24.0
1987-09-14,24.0
1987-09-15,24.5
1987-09-16,24.5
1987-09-17,23.75
1987-09-18,24.5
1987-09-21,24.0
1987-09-22,24.0
1987-09-23,23.5
1987-09-24,23.5
1987-09-25,23.5
1987-09-28,23.5
1987-09-29,23.5
1987-09-30,24.5
1987-10-01,23.75
1987-10-02,23.5
1987-10-05,23.5
1987-10-06,23.5
1987-10-07,24.5
1987-10-08,23.0
1987-10-09,23.0
1987-10-12,24.0
1987-10-13,23.5
1987-10-14,22.75
1987-10-15,22.875
1987-10-16,22.0
1987-10-19,20.5
1987-10-20,17.5
1987-10-21,18.25
1987-10-22,18.0
1987-10-23,17.0
1987-10-26,15.5
1987-10-27,17.5
1987-10-28,16.0
1987-10-29,17.5
1987-10-30,16.0
1987-11-02,16.0
1987-11-03,16.0
1987-11-04,16.5
1987-11-05,16.5
1987-11-06,16.5
1987-11-09,17.5
1987-11-10,16.25
1987-11-11,16.5
1987-11-12,17.0
1987-11-13,16.5
1987-11-16,18.5
1987-11-17,17.0
1987-11-18,17.0
1987-11-19,17.0
1987-11-20,17.0
1987-11-23,17.0
1987-11-24,17.0
1987-11-25,17.0
1987-11-27,19.0
1987-11-30,19.0
1987-12-01,17.0
1987-12-02,17.0
1987-12-03,17.25
1987-12-04,15.5
1987-12-07,16.25
1987-12-08,16.5
1987-12-09,16.5
1987-12-10,15.5
1987-12-11,16.25
1987-12-14,15.5
1987-12-15,18.875
1987-12-16,19.0
1987-12-17,16.5
1987-12-18,16.625
1987-12-21,16.5
1987-12-22,17.0
1987-12-23,18.75
1987-12-24,19.0
1987-12-28,18.25
1987-12-29,17.25
1987-12-30,17.25
1987-12-31,18.0
1988-01-04,16.5
1988-01-05,19.5
1988-01-06,19.0
1988-01-07,17.0
1988-01-08,19.0
1988-01-11,17.125
1988-01-12,17.0
1988-01-13,19.0
1988-01-14,17.0
1988-01-15,18.125
1988-01-18,17.5
1988-01-19,17.0
1988-01-20,18.0
1988-01-21,17.25
1988-01-22,18.5
1988-01-25,17.25
1988-01-26,17.25
1988-01-27,19.0
1988-01-28,19.0
1988-01-29,19.0
1988-02-01,19.0
1988-02-02,18.5
1988-02-03,19.0
1988-02-04,19.5
1988-02-05,18.5
1988-02-08,19.5
1988-02-09,18.5
1988-02-10,18.75
1988-02-11,18.75
1988-02-12,19.0
1988-02-16,21.5
1988-02-17,19.0
1988-02-18,19.0
1988-02-19,19.125
1988-02-22,19.125
1988-02-23,19.125
1988-02-24,19.125
1988-02-25,21.5
1988-02-26,20.0
1988-02-29,22.0
1988-03-01,20.5
1988-03-02,23.0
1988-03-03,21.5
1988-03-04,22.0
1988-03-07,20.5
1988-03-08,23.0
1988-03-09,20.5
1988-03-10,20.5
1988-03-11,20.25
1988-03-14,20.25
1988-03-15,20.25
1988-03-16,22.5
1988-03-17,21.75
1988-03-18,22.5
1988-03-21,22.5
1988-03-22,22.5
1988-03-23,22.5
1988-03-24,22.5
1988-03-25,20.5
1988-03-28,22.0
1988-03-29,21.5
1988-03-30,21.0
1988-03-31,21.0
1988-04-04,21.0
1988-04-05,23.0
1988-04-06,23.5
1988-04-07,21.0
1988-04-08,22.5
1988-04-11,21.25
1988-04-12,21.25
1988-04-13,21.25
1988-04-14,20.75
1988-04-15,21.5
1988-04-18,20.5
1988-04-19,23.0
1988-04-20,21.0
1988-04-21,20.5
1988-04-22,20.5
1988-04-25,20.75
1988-04-26,20.75
1988-04-27,20.75
1988-04-28,20.75
1988-04-29,21.25
1988-05-02,22.0
1988-05-03,22.25
1988-05-04,20.5
1988-05-05,20.5
1988-05-06,20.75
1988-05-09,22.0
1988-05-10,22.25
1988-05-11,20.5
1988-05-12,22.25
1988-05-13,20.75
1988-05-16,20.75
1988-05-17,20.5
1988-05-18,20.0
1988-05-19,22.25
1988-05-20,20.0
1988-05-23,20.5
1988-05-24,20.5
1988-05-25,20.5
1988-05-26,22.25
1988-05-27,22.25
1988-05-31,22.25
1988-06-01,20.0
1988-06-02,22.25
1988-06-03,22.25
1988-06-06,21.75
1988-06-07,20.25
1988-06-08,20.25
1988-06-09,20.25
1988-06-10,20.25
1988-06-13,20.25
1988-06-14,20.25
1988-06-15,20.25
1988-06-16,20.5
1988-06-17,21.0
1988-06-20,21.75
1988-06-21,20.0
1988-06-22,20.0
1988-06-23,21.75
1988-06-24,20.0
1988-06-27,20.75
1988-06-28,20.75
1988-06-29,20.0
1988-06-30,20.0
1988-07-01,20.5
1988-07-05,21.0
1988-07-06,20.25
1988-07-07,21.0
1988-07-08,21.0
1988-07-11,21.0
1988-07-12,21.0
1988-07-13,20.25
1988-07-14,20.0
1988-07-15,20.0
1988-07-18,21.0
1988-07-19,21.0
1988-07-20,21.0
1988-07-21,20.5
1988-07-22,21.0
1988-07-25,20.875
1988-07-26,21.25
1988-07-27,21.75
1988-07-28,21.75
1988-07-29,21.75
1988-08-01,20.75
1988-08-02,21.0
1988-08-03,21.75
1988-08-04,21.75
1988-08-05,20.5
1988-08-08,20.5
1988-08-09,20.0
1988-08-10,20.25
1988-08-11,21.5
1988-08-12,21.5
1988-08-15,20.0
1988-08-16,20.0
1988-08-17,21.0
1988-08-18,20.0
1988-08-19,20.0
1988-08-22,20.0
1988-08-23,20.25
1988-08-24,20.5
1988-08-25,20.5
1988-08-26,20.25
1988-08-29,21.75
1988-08-30,20.0
1988-08-31,20.0
1988-09-01,21.0
1988-09-02,21.75
1988-09-06,21.75
1988-09-07,21.75
1988-09-08,21.5
1988-09-09,21.0
1988-09-12,20.25
1988-09-13,20.25
1988-09-14,20.25
1988-09-15,21.25
1988-09-16,20.5
1988-09-19,21.75
1988-09-20,21.625
1988-09-21,20.5
1988-09-22,21.75
1988-09-23,21.75
1988-09-26,20.75
1988-09-27,20.75
1988-09-28,20.75
1988-09-29,21.0
1988-09-30,21.75
1988-10-03,21.5
1988-10-04,21.25
1988-10-05,21.75
1988-10-06,21.5
1988-10-07,21.75
1988-10-10,22.5
1988-10-11,22.75
1988-10-12,22.75
1988-10-13,22.0
1988-10-14,22.0
1988-10-17,22.0
1988-10-18,21.5
1988-10-19,22.5
1988-10-20,21.5
1988-10-21,21.75
1988-10-24,22.25
1988-10-25,22.0
1988-10-26,21.5
1988-10-27,21.5
1988-10-28,21.5
1988-10-31,21.75
1988-11-01,22.75
1988-11-02,21.75
1988-11-03,22.0
1988-11-04,22.0
1988-11-07,22.0
1988-11-08,21.75
1988-11-09,22.25
1988-11-10,22.25
1988-11-11,21.5
1988-11-14,22.0
1988-11-15,22.0
1988-11-16,22.0
1988-11-17,22.0
1988-11-18,22.0
1988-11-21,21.5
1988-11-22,21.5
1988-11-23,21.5
1988-11-25,22.0
1988-11-28,21.5
1988-11-29,22.0
1988-11-30,22.0
1988-12-01,22.0
1988-12-02,22.0
1988-12-05,22.0
1988-12-06,22.375
1988-12-07,22.75
1988-12-08,22.0
1988-12-09,23.0
1988-12-12,23.0
1988-12-13,22.25
1988-12-14,22.25
1988-12-15,22.25
1988-12-16,22.625
1988-12-19,22.25
1988-12-20,23.0
1988-12-21,22.5
1988-12-22,22.5
1988-12-23,23.0
1988-12-27,23.0
1988-12-28,22.875
1988-12-29,22.5
1988-12-30,22.5
1989-01-03,22.5
1989-01-04,22.5
1989-01-05,22.875
1989-01-06,23.25
1989-01-09,24.0
1989-01-10,25.0
1989-01-11,25.0
1989-01-12,24.75
1989-01-13,25.75
1989-01-16,26.375
1989-01-17,27.0
1989-01-18,28.5
1989-01-19,27.5
1989-01-20,27.0
1989-01-23,27.625
1989-01-24,29.0
1989-01-25,29.0
1989-01-26,29.5
1989-01-27,29.0
1989-01-30,28.25
1989-01-31,29.0
1989-02-01,29.0
1989-02-02,30.0
1989-02-03,29.25
1989-02-06,29.75
1989-02-07,30.0
1989-02-08,29.75
1989-02-09,30.125
1989-02-10,30.0
1989-02-13,30.0
1989-02-14,29.75
1989-02-15,30.25
1989-02-16,31.0
1989-02-17,32.0
1989-02-21,32.75
1989-02-22,33.75
1989-02-23,35.0
1989-02-24,34.375
1989-02-27,35.0
1989-02-28,34.5
1989-03-01,35.5
1989-03-02,34.75
1989-03-03,34.5
1989-03-06,35.0
1989-03-07,34.75
1989-03-08,34.75
1989-03-09,33.75
1989-03-10,32.0
1989-03-13,32.0
1989-03-14,32.0
1989-03-15,32.0
1989-03-16,32.75
1989-03-17,31.5
1989-03-20,31.5
1989-03-21,31.375
1989-03-22,31.25
1989-03-23,32.0
1989-03-27,30.75
1989-03-28,32.0
1989-03-29,32.75
1989-03-30,31.75
1989-03-31,31.375
1989-04-03,31.0
1989-04-04,31.75
1989-04-05,31.75
1989-04-06,31.75
1989-04-07,31.5
1989-04-10,31.5
1989-04-11,31.5
1989-04-12,32.25
1989-04-13,31.75
1989-04-14,31.5
1989-04-17,33.0
1989-04-18,34.0
1989-04-19,35.5
1989-04-20,37.5
1989-04-21,37.0
1989-04-24,37.0
1989-04-25,37.0
1989-04-26,38.0
1989-04-27,38.0
1989-04-28,37.875
1989-05-01,38.0
1989-05-02,38.25
1989-05-03,37.0
1989-05-04,37.25
1989-05-05,38.0
1989-05-08,37.5
1989-05-09,37.5
1989-05-10,38.0
1989-05-11,37.5
1989-05-12,37.5
1989-05-15,37.0
1989-05-16,36.75
1989-05-17,37.5
1989-05-18,37.5
1989-05-19,37.5
1989-05-22,37.75
1989-05-23,37.5
1989-05-24,37.0
1989-05-25,37.0
1989-05-26,37.5
1989-05-30,36.75
1989-05-31,37.25
1989-06-01,35.75
1989-06-02,37.0
1989-06-05,37.0
1989-06-06,37.25
1989-06-07,37.0
1989-06-08,37.0
1989-06-09,37.0
1989-06-12,38.0
1989-06-13,37.5
1989-06-14,36.0
1989-06-15,37.0
1989-06-16,36.0
1989-06-19,37.0
1989-06-20,36.0
1989-06-21,36.125
1989-06-22,36.0
1989-06-23,36.125
1989-06-26,35.5
1989-06-27,37.0
1989-06-28,37.0
1989-06-29,35.25
1989-06-30,35.875
1989-07-03,36.5
1989-07-05,36.5
1989-07-06,36.5
1989-07-07,36.5
1989-07-10,36.0
1989-07-11,36.5
1989-07-12,36.5
1989-07-13,36.5
1989-07-14,35.5
1989-07-17,36.5
1989-07-18,36.5
1989-07-19,36.5
1989-07-20,35.25
1989-07-21,35.25
1989-07-24,36.0
1989-07-25,35.375
1989-07-26,35.5
1989-07-27,35.25
1989-07-28,36.5
1989-07-31,35.25
1989-08-01,35.25
1989-08-02,36.5
1989-08-03,35.75
1989-08-04,35.25
1989-08-07,35.25
1989-08-08,35.25
1989-08-09,35.25
1989-08-10,35.25
1989-08-11,35.25
1989-08-14,35.125
1989-08-15,35.75
1989-08-16,35.0
1989-08-17,35.0
1989-08-18,35.0
1989-08-21,35.75
1989-08-22,35.75
1989-08-23,36.0
1989-08-24,36.0
1989-08-25,35.25
1989-08-28,35.25
1989-08-29,35.0
1989-08-30,35.0
1989-08-31,35.0
1989-09-01,36.0
1989-09-05,35.0
1989-09-06,35.0
1989-09-07,35.125
1989-09-08,35.0
1989-09-11,34.5
1989-09-12,34.5
1989-09-13,35.5
1989-09-14,35.5
1989-09-15,35.5
1989-09-18,34.5
1989-09-19,34.625
1989-09-20,35.25
1989-09-21,35.0
1989-09-22,35.875
1989-09-25,35.5
1989-09-26,35.5
1989-09-27,35.5
1989-09-28,36.25
1989-09-29,35.625
1989-10-02,35.625
1989-10-03,35.75
1989-10-04,34.75
1989-10-05,34.75
1989-10-06,34.75
1989-10-09,36.0
1989-10-10,36.0
1989-10-11,34.25
1989-10-12,34.25
1989-10-13,34.0
1989-10-16,34.5
1989-10-17,32.5
1989-10-18,32.5
1989-10-19,32.5
1989-10-20,34.0
1989-10-23,32.5
1989-10-24,33.375
1989-10-25,34.5
1989-10-26,34.5
1989-10-27,32.75
1989-10-30,32.5
1989-10-31,32.5
1989-11-01,32.5
1989-11-02,32.5
1989-11-03,34.5
1989-11-06,32.375
1989-11-07,33.0
1989-11-08,32.5
1989-11-09,32.625
1989-11-10,32.5
1989-11-13,32.75
1989-11-14,32.5
1989-11-15,32.5
1989-11-16,32.25
1989-11-17,31.5
1989-11-20,32.375
1989-11-21,31.5
1989-11-22,31.5
1989-11-24,31.5
1989-11-27,31.25
1989-11-28,31.25
1989-11-29,30.75
1989-11-30,31.0
1989-12-01,30.5
1989-12-04,30.5
1989-12-05,30.5
1989-12-06,31.5
1989-12-07,30.5
1989-12-08,31.0
1989-12-11,30.25
1989-12-12,31.0
1989-12-13,31.0
1989-12-14,31.0
1989-12-15,30.25
1989-12-18,29.75
1989-12-19,30.25
1989-12-20,29.625
1989-12-21,29.5
1989-12-22,29.5
1989-12-26,30.5
1989-12-27,30.25
1989-12-28,29.5
1989-12-29,30.5
1990-01-02,29.25
1990-01-03,29.5
1990-01-04,29.0
1990-01-05,29.75
1990-01-08,31.25
1990-01-09,29.75
1990-01-10,30.5
1990-01-11,30.5
1990-01-12,29.75
1990-01-15,29.75
1990-01-16,29.5
1990-01-17,30.5
1990-01-18,29.5
1990-01-19,28.5
1990-01-22,29.75
1990-01-23,29.0
1990-01-24,29.0
1990-01-25,29.5
1990-01-26,28.25
1990-01-29,28.5
1990-01-30,28.25
1990-01-31,28.5
1990-02-01,28.5
1990-02-02,28.5
1990-02-05,28.75
1990-02-06,29.5
1990-02-07,29.5
1990-02-08,29.5
1990-02-09,28.5
1990-02-12,28.5
1990-02-13,28.5
1990-02-14,28.5
1990-02-15,28.5
1990-02-16,28.5
1990-02-20,28.5
1990-02-21,28.5
1990-02-22,28.5
1990-02-23,29.0
1990-02-26,29.0
1990-02-27,29.5
1990-02-28,29.5
1990-03-01,31.25
1990-03-02,31.5
1990-03-05,30.5
1990-03-06,32.0
1990-03-07,32.0
1990-03-08,31.0
1990-03-09,31.0
1990-03-12,32.0
1990-03-13,31.375
1990-03-14,31.0
1990-03-15,31.0
1990-03-16,31.0
1990-03-19,31.0
1990-03-20,32.0
1990-03-21,31.5
1990-03-22,31.5
1990-03-23,30.75
1990-03-26,30.75
1990-03-27,31.0
1990-03-28,31.0
1990-03-29,30.75
1990-03-30,31.5
1990-04-02,31.5
1990-04-03,31.5
1990-04-04,30.0
1990-04-05,30.0
1990-04-06,28.5
1990-04-09,28.5
1990-04-10,28.5
1990-04-11,28.25
1990-04-12,29.0
1990-04-16,29.0
1990-04-17,28.5
1990-04-18,28.5
1990-04-19,28.5
1990-04-20,28.5
1990-04-23,28.0
1990-04-24,28.0
1990-04-25,27.75
1990-04-26,27.75
1990-04-27,27.5
1990-04-30,27.5
1990-05-01,28.5
1990-05-02,28.5
1990-05-03,31.0
1990-05-04,31.0
1990-05-07,29.5
1990-05-08,29.25
1990-05-09,29.0
1990-05-10,29.0
1990-05-11,29.0
1990-05-14,30.0
1990-05-15,30.0
1990-05-16,30.25
1990-05-17,29.25
1990-05-18,29.0
1990-05-21,28.5
1990-05-22,28.75
1990-05-23,29.0
1990-05-24,28.5
1990-05-25,28.75
1990-05-29,28.5
1990-05-30,28.5
1990-05-31,28.75
1990-06-01,28.75
1990-06-04,28.5
1990-06-05,28.5
1990-06-06,30.0
1990-06-07,28.5
1990-06-08,28.625
1990-06-11,28.625
1990-06-12,30.0
1990-06-13,30.5
1990-06-14,30.5
1990-06-15,28.5
1990-06-18,28.5
1990-06-19,28.5
1990-06-20,28.75
1990-06-21,28.5
1990-06-22,29.5
1990-06-25,29.5
1990-06-26,28.5
1990-06-27,29.0
1990-06-28,28.75
1990-06-29,28.625
1990-07-02,28.25
1990-07-03,29.25
1990-07-05,29.0
1990-07-06,29.0
1990-07-09,28.25
1990-07-10,29.25
1990-07-11,28.5
1990-07-12,29.25
1990-07-13,28.75
1990-07-16,28.75
1990-07-17,28.5
1990-07-18,28.25
1990-07-19,28.25
1990-07-20,28.25
1990-07-23,28.5
1990-07-24,28.5
1990-07-25,28.25
1990-07-26,28.25
1990-07-27,28.25
1990-07-30,28.25
1990-07-31,28.5
1990-08-01,28.25
1990-08-02,28.5
1990-08-03,28.5
1990-08-06,27.5
1990-08-07,28.0
1990-08-08,28.25
1990-08-09,28.625
1990-08-10,27.5
1990-08-13,27.5
1990-08-14,28.5
1990-08-15,27.0
1990-08-16,27.0
1990-08-17,27.0
1990-08-20,26.25
1990-08-21,25.75
1990-08-22,24.0
1990-08-23,23.5
1990-08-24,23.25
1990-08-27,24.25
1990-08-28,24.25
1990-08-29,23.125
1990-08-30,23.0
1990-08-31,23.125
1990-09-04,23.125
1990-09-05,23.5
1990-09-06,23.0
1990-09-07,23.75
1990-09-10,23.75
1990-09-11,23.75
1990-09-12,23.75
1990-09-13,24.0
1990-09-14,23.5
1990-09-17,23.25
1990-09-18,23.25
1990-09-19,23.25
1990-09-20,23.0
1990-09-21,24.0
1990-09-24,23.0
1990-09-25,22.0
1990-09-26,22.125
1990-09-27,20.5
1990-09-28,20.25
1990-10-01,21.0
1990-10-02,21.0
1990-10-03,20.25
1990-10-04,20.25
1990-10-05,20.25
1990-10-08,20.25
1990-10-09,19.75
1990-10-10,19.75
1990-10-11,20.75
1990-10-12,20.75
1990-10-15,19.75
1990-10-16,20.0
1990-10-17,20.0
1990-10-18,20.75
1990-10-19,20.75
1990-10-22,20.0
1990-10-23,19.75
1990-10-24,20.0
1990-10-25,20.0
1990-10-26,19.75
1990-10-29,20.0
1990-10-30,19.5
1990-10-31,19.5
1990-11-01,19.5
1990-11-02,19.5
1990-11-05,18.75
1990-11-06,18.75
1990-11-07,18.5
1990-11-08,18.0
1990-11-09,18.0
1990-11-12,19.25
1990-11-13,19.25
1990-11-14,19.25
1990-11-15,18.0
1990-11-16,18.75
1990-11-19,18.0
1990-11-20,18.0
1990-11-21,18.25
1990-11-23,17.75
1990-11-26,18.0
1990-11-27,18.5
1990-11-28,18.5
1990-11-29,19.25
1990-11-30,18.5
1990-12-03,18.75
1990-12-04,18.75
1990-12-05,18.75
1990-12-06,18.75
1990-12-07,18.75
1990-12-10,18.75
1990-12-11,20.0
1990-12-12,20.0
1990-12-13,20.0
1990-12-14,19.0
1990-12-17,19.25
1990-12-18,18.75
1990-12-19,18.75
1990-12-20,18.75
1990-12-21,18.75
1990-12-24,18.75
1990-12-26,18.75
1990-12-27,19.0
1990-12-28,19.0
1990-12-31,18.75
1991-01-02,18.75
1991-01-03,18.75
1991-01-04,19.25
1991-01-07,19.0
1991-01-08,18.75
1991-01-09,19.25
1991-01-10,19.25
1991-01-11,19.25
1991-01-14,18.5
1991-01-15,19.0
1991-01-16,19.0
1991-01-17,19.0
1991-01-18,19.0
1991-01-21,19.25
1991-01-22,19.0
1991-01-23,18.0
1991-01-24,19.0
1991-01-25,19.5
1991-01-28,19.0
1991-01-29,19.0
1991-01-30,19.0
1991-01-31,18.0
1991-02-01,18.0
1991-02-04,19.5
1991-02-05,19.75
1991-02-06,19.0
1991-02-07,20.0
1991-02-08,20.0
1991-02-11,21.0
1991-02-12,21.5
1991-02-13,23.0
1991-02-14,23.0
1991-02-15,23.0
1991-02-19,23.0
1991-02-20,23.25
1991-02-21,22.5
1991-02-22,22.5
1991-02-25,22.625
1991-02-26,23.25
1991-02-27,22.75
1991-02-28,22.5
1991-03-01,22.5
1991-03-04,22.5
1991-03-05,23.0
1991-03-06,23.5
1991-03-07,22.75
1991-03-08,22.75
1991-03-11,22.75
1991-03-12,22.5
1991-03-13,22.5
1991-03-14,23.0
1991-03-15,22.5
1991-03-18,24.25
1991-03-19,23.0
1991-03-20,23.0
1991-03-21,22.5
1991-03-22,22.5
1991-03-25,22.5
1991-03-26,22.5
1991-03-27,22.5
1991-03-28,22.5
1991-04-01,23.625
1991-04-02,22.25
1991-04-03,22.25
1991-04-04,23.5
1991-04-05,23.5
1991-04-08,22.5
1991-04-09,22.25
1991-04-10,22.0
1991-04-11,22.0
1991-04-12,21.75
1991-04-15,23.25
1991-04-16,22.25
1991-04-17,22.25
1991-04-18,22.25
1991-04-19,22.25
1991-04-22,21.0
1991-04-23,21.75
1991-04-24,21.75
1991-04-25,21.5
1991-04-26,21.0
1991-04-29,21.0
1991-04-30,21.0
1991-05-01,21.0
1991-05-02,22.0
1991-05-03,21.25
1991-05-06,21.25
1991-05-07,21.25
1991-05-08,21.5
1991-05-09,22.0
1991-05-10,21.5
1991-05-13,21.5
1991-05-14,21.5
1991-05-15,21.25
1991-05-16,21.0
1991-05-17,21.0
1991-05-20,22.0
1991-05-21,22.0
1991-05-22,21.0
1991-05-23,21.0
1991-05-24,21.25
1991-05-28,22.0
1991-05-29,22.0
1991-05-30,22.0
1991-05-31,22.0
1991-06-03,22.0
1991-06-04,22.0
1991-06-05,20.75
1991-06-06,21.25
1991-06-07,20.75
1991-06-10,20.75
1991-06-11,20.75
1991-06-12,20.75
1991-06-13,21.25
1991-06-14,22.0
1991-06-17,22.0
1991-06-18,22.0
1991-06-19,22.0
1991-06-20,20.75
1991-06-21,21.0
1991-06-24,21.0
1991-06-25,22.0
1991-06-26,22.0
1991-06-27,22.0
1991-06-28,20.75
1991-07-01,20.75
1991-07-02,20.75
1991-07-03,22.0
1991-07-05,20.5
1991-07-08,20.75
1991-07-09,20.75
1991-07-10,20.5
1991-07-11,20.75
1991-07-12,20.75
1991-07-15,20.75
1991-07-16,20.75
1991-07-17,20.75
1991-07-18,20.25
1991-07-19,20.75
1991-07-22,20.25
1991-07-23,20.25
1991-07-24,20.25
1991-07-25,20.5
1991-07-26,20.5
1991-07-29,20.25
1991-07-30,20.25
1991-07-31,20.25
1991-08-01,20.25
1991-08-02,22.0
1991-08-05,20.25
1991-08-06,21.5
1991-08-07,21.25
1991-08-08,21.25
1991-08-09,22.0
1991-08-12,21.0
1991-08-13,22.0
1991-08-14,22.0
1991-08-15,22.0
1991-08-16,22.0
1991-08-19,22.0
1991-08-20,23.0
1991-08-21,22.25
1991-08-22,22.25
1991-08-23,22.75
1991-08-26,22.5
1991-08-27,22.5
1991-08-28,22.5
1991-08-29,22.5
1991-08-30,23.75
1991-09-03,23.75
1991-09-04,23.75
1991-09-05,23.75
1991-09-06,21.75
1991-09-09,22.5
1991-09-10,22.5
1991-09-11,22.25
1991-09-12,22.5
1991-09-13,22.0
1991-09-16,21.25
1991-09-17,22.0
1991-09-18,21.0
1991-09-19,21.0
1991-09-20,21.75
1991-09-23,21.75
1991-09-24,21.0
1991-09-25,20.5
1991-09-26,21.75
1991-09-27,21.75
1991-09-30,21.75
1991-10-01,21.0
1991-10-02,21.0
1991-10-03,21.0
1991-10-04,20.0
1991-10-07,22.0
1991-10-08,20.0
1991-10-09,20.0
1991-10-10,20.0
1991-10-11,20.0
1991-10-14,21.5
1991-10-15,20.0
1991-10-16,20.0
1991-10-17,20.0
1991-10-18,20.0
1991-10-21,20.0
1991-10-22,20.25
1991-10-23,20.0
1991-10-24,20.0
1991-10-25,20.125
1991-10-28,20.0
1991-10-29,20.0
1991-10-30,20.0
1991-10-31,20.0
1991-11-01,20.0
1991-11-04,20.75
1991-11-05,20.0
1991-11-06,20.0
1991-11-07,21.5
1991-11-08,20.0
1991-11-11,20.0
1991-11-12,20.0
1991-11-13,20.0
1991-11-14,20.0
1991-11-15,20.5
1991-11-18,20.5
1991-11-19,20.5
1991-11-20,20.5
1991-11-21,20.5
1991-11-22,19.75
1991-11-25,20.25
1991-11-26,21.25
1991-11-27,20.75
1991-11-29,21.25
1991-12-02,21.5
1991-12-03,21.5
1991-12-04,21.0
1991-12-05,21.5
1991-12-06,20.5
1991-12-09,21.5
1991-12-10,22.0
1991-12-11,22.75
1991-12-12,22.0
1991-12-13,22.0
1991-12-16,22.0
1991-12-17,22.75
1991-12-18,22.0
1991-12-19,21.5
1991-12-20,21.5
1991-12-23,21.0
1991-12-24,22.5
1991-12-26,22.25
1991-12-27,21.25
1991-12-30,21.5
1991-12-31,21.5
1992-01-02,21.5
1992-01-03,22.0
1992-01-06,22.0
1992-01-07,22.5
1992-01-08,22.75
1992-01-09,22.75
1992-01-10,22.0
1992-01-13,22.0
1992-01-14,22.25
1992-01-15,22.25
1992-01-16,22.25
1992-01-17,22.5
1992-01-20,22.0
1992-01-21,22.25
1992-01-22,22.0
1992-01-23,22.0
1992-01-24,22.0
1992-01-27,22.5
1992-01-28,22.75
1992-01-29,22.0
1992-01-30,22.5
1992-01-31,22.5
1992-02-03,22.375
1992-02-04,22.5
1992-02-05,22.75
1992-02-06,23.25
1992-02-07,23.75
1992-02-10,23.0
1992-02-11,23.75
1992-02-12,24.0
1992-02-13,24.25
1992-02-14,24.25
1992-02-18,26.5
1992-02-19,27.75
1992-02-20,27.0
1992-02-21,26.875
1992-02-24,26.25
1992-02-25,26.25
1992-02-26,27.5
1992-02-27,26.25
1992-02-28,26.25
1992-03-02,27.25
1992-03-03,26.0
1992-03-04,26.0
1992-03-05,27.0
1992-03-06,26.375
1992-03-09,26.0
1992-03-10,26.0
1992-03-11,27.0
1992-03-12,25.25
1992-03-13,25.25
1992-03-16,26.5
1992-03-17,25.0
1992-03-18,26.0
1992-03-19,25.25
1992-03-20,24.75
1992-03-23,24.5
1992-03-24,24.5
1992-03-25,24.5
1992-03-26,26.0
1992-03-27,25.5
1992-03-30,25.5
1992-03-31,25.5
1992-04-01,25.25
1992-04-02,25.25
1992-04-03,24.5
1992-04-06,24.5
1992-04-07,24.5
1992-04-08,24.75
1992-04-09,25.5
1992-04-10,24.5
1992-04-13,24.5
1992-04-14,24.5
1992-04-15,25.5
1992-04-16,24.5
1992-04-20,24.5
1992-04-21,24.5
1992-04-22,24.5
1992-04-23,24.625
1992-04-24,24.5
1992-04-27,24.5
1992-04-28,24.5
1992-04-29,25.25
1992-04-30,24.25
1992-05-01,25.0
1992-05-04,24.25
1992-05-05,24.25
1992-05-06,23.0
1992-05-07,23.0
1992-05-08,23.0
1992-05-11,23.0
1992-05-12,23.75
1992-05-13,23.5
1992-05-14,21.5
1992-05-15,20.5
1992-05-18,22.25
1992-05-19,22.5
1992-05-20,21.0
1992-05-21,21.125
1992-05-22,21.0
1992-05-26,21.0
1992-05-27,21.0
1992-05-28,22.5
1992-05-29,21.0
1992-06-01,22.5
1992-06-02,22.5
1992-06-03,21.0
1992-06-04,21.0
1992-06-05,21.5
1992-06-08,23.0
1992-06-09,23.0
1992-06-10,23.0
1992-06-11,23.0
1992-06-12,23.0
1992-06-15,21.5
1992-06-16,21.5
1992-06-17,22.0
1992-06-18,22.0
1992-06-19,22.5
1992-06-22,22.5
1992-06-23,22.0
1992-06-24,21.5
1992-06-25,21.5
1992-06-26,22.125
1992-06-29,22.125
1992-06-30,22.125
1992-07-01,22.125
1992-07-02,22.125
1992-07-06,22.0
1992-07-07,22.0
1992-07-08,22.75
1992-07-09,22.875
1992-07-10,23.25
1992-07-13,23.0
1992-07-14,23.0
1992-07-15,22.75
1992-07-16,23.0
1992-07-17,22.75
1992-07-20,22.75
1992-07-21,23.0
1992-07-22,23.0
1992-07-23,23.875
1992-07-24,22.5
1992-07-27,23.0
1992-07-28,22.5
1992-07-29,22.5
1992-07-30,22.5
1992-07-31,22.0
1992-08-03,22.0
1992-08-04,22.0
1992-08-05,21.5
1992-08-06,21.75
1992-08-07,21.5
