,ADMP
2000-06-26,950.9375
2000-06-27,988.125
2000-06-28,1168.75
2000-06-29,1253.75
2000-06-30,1402.5
2000-07-03,1530.0
2000-07-05,1519.375
2000-07-06,1530.0
2000-07-07,1519.375
2000-07-10,1530.0
2000-07-11,1519.375
2000-07-12,1519.375
2000-07-13,1508.75
2000-07-14,1508.75
2000-07-17,1530.0
2000-07-18,1487.5
2000-07-19,1567.1875
2000-07-20,1532.65625
2000-07-21,1519.375
2000-07-24,1530.0
2000-07-25,1519.375
2000-07-26,1498.125
2000-07-27,1530.0
2000-07-28,1508.75
2000-07-31,1530.0
2000-08-01,1530.0
2000-08-02,1508.75
2000-08-03,1508.75
2000-08-04,1508.75
2000-08-07,1519.375
2000-08-08,1519.375
2000-08-09,1540.625
2000-08-10,1519.375
2000-08-11,1530.0
2000-08-14,1540.625
2000-08-15,1530.0
2000-08-16,1530.0
2000-08-17,1530.0
2000-08-18,1466.25
2000-08-21,1445.0
2000-08-22,1190.0
2000-08-23,1275.0
2000-08-24,1275.0
2000-08-25,1296.25
2000-08-28,1360.0
2000-08-29,1434.375
2000-08-30,1434.375
2000-08-31,1466.25
2000-09-01,1508.75
2000-09-05,1498.125
2000-09-06,1498.125
2000-09-07,1487.5
2000-09-08,1604.375
2000-09-11,1519.375
2000-09-12,1519.375
2000-09-13,1524.6875
2000-09-14,1551.25
2000-09-15,1508.75
2000-09-18,1445.0
2000-09-19,1381.25
2000-09-20,1418.4375
2000-09-21,1349.375
2000-09-22,1498.125
2000-09-25,1360.0
2000-09-26,1275.0
2000-09-27,1296.25
2000-09-28,1360.0
2000-09-29,1360.0
2000-10-02,1285.625
2000-10-03,1360.0
2000-10-04,1275.0
2000-10-05,1317.5
2000-10-06,1168.75
2000-10-09,1232.5
2000-10-10,1211.25
2000-10-11,1232.5
2000-10-12,1179.375
2000-10-13,1200.625
2000-10-16,1115.625
2000-10-17,1190.0
2000-10-18,1147.5
2000-10-19,1147.5
2000-10-20,1190.0
2000-10-23,1168.75
2000-10-24,1190.0
2000-10-25,1232.5
2000-10-26,1253.75
2000-10-27,1296.25
2000-10-30,1285.625
2000-10-31,1232.5
2000-11-01,1232.5
2000-11-02,1211.25
2000-11-03,1232.5
2000-11-06,1190.0
2000-11-07,1264.375
2000-11-08,1232.5
2000-11-09,1168.75
2000-11-10,1264.375
2000-11-13,1190.0
2000-11-14,1285.625
2000-11-15,1211.25
2000-11-16,1168.75
2000-11-17,1221.875
2000-11-20,1147.5
2000-11-21,1190.0
2000-11-22,1147.5
2000-11-24,1147.5
2000-11-27,1253.75
2000-11-28,1168.75
2000-11-29,1179.375
2000-11-30,1094.375
2000-12-01,1179.375
2000-12-04,1190.0
2000-12-05,1168.75
2000-12-06,1179.375
2000-12-07,1179.375
2000-12-08,1126.25
2000-12-11,1179.375
2000-12-12,1158.125
2000-12-13,1168.75
2000-12-14,1020.0
2000-12-15,935.0
2000-12-18,1020.0
2000-12-19,977.5
2000-12-20,935.0
2000-12-21,796.875
2000-12-22,850.0
2000-12-26,743.75
2000-12-27,807.5
2000-12-28,892.5
2000-12-29,998.75
2001-01-02,956.25
2001-01-03,1020.0
2001-01-04,1009.375
2001-01-05,956.25
2001-01-08,998.75
2001-01-09,988.125
2001-01-10,956.25
2001-01-11,977.5
2001-01-12,1041.25
2001-01-16,977.5
2001-01-17,956.25
2001-01-18,956.25
2001-01-19,892.5
2001-01-22,892.5
2001-01-23,1020.0
2001-01-24,1179.375
2001-01-25,1126.25
2001-01-26,1232.5
2001-01-29,1168.75
2001-01-30,1190.0
2001-01-31,1221.875
2001-02-01,1221.875
2001-02-02,1211.25
2001-02-05,1179.375
2001-02-06,1168.75
2001-02-07,1179.375
2001-02-08,1190.0
2001-02-09,1147.5
2001-02-12,1168.75
2001-02-13,1168.75
2001-02-14,1168.75
2001-02-15,1168.75
2001-02-16,1115.625
2001-02-20,1105.0
2001-02-21,1062.5
2001-02-22,1051.875
2001-02-23,1020.0
2001-02-26,1030.625
2001-02-27,1020.0
2001-02-28,1020.0
2001-03-01,1030.625
2001-03-02,1030.625
2001-03-05,1020.0
2001-03-06,1136.875
2001-03-07,1057.1875
2001-03-08,1041.25
2001-03-09,1041.25
2001-03-12,1009.375
2001-03-13,956.25
2001-03-14,940.3125
2001-03-15,935.0
2001-03-16,871.25
2001-03-19,892.5
2001-03-20,828.75
2001-03-21,828.75
2001-03-22,796.875
2001-03-23,871.25
2001-03-26,765.0
2001-03-27,786.25
2001-03-28,807.5
2001-03-29,765.0
2001-03-30,871.25
2001-04-02,850.0
2001-04-03,839.375
2001-04-04,850.0
2001-04-05,818.125
2001-04-06,791.5625
2001-04-09,766.7000122070312
2001-04-10,765.0
2001-04-11,773.5
2001-04-12,788.7999877929688
2001-04-16,742.9000244140625
2001-04-17,765.0
2001-04-18,800.7000122070312
2001-04-19,788.7999877929688
2001-04-20,838.0999755859375
2001-04-23,775.2000122070312
2001-04-24,731.0
2001-04-25,799.0
2001-04-26,799.0
2001-04-27,790.5
2001-04-30,816.0
2001-05-01,850.0
2001-05-02,935.0
2001-05-03,1020.0
2001-05-04,867.0
2001-05-07,955.4000244140625
2001-05-08,986.0
2001-05-09,1020.0
2001-05-10,935.0
2001-05-11,918.0
2001-05-14,952.0
2001-05-15,952.0
2001-05-16,969.0
2001-05-17,1079.5
2001-05-18,1038.699951171875
2001-05-21,1028.5
2001-05-22,1108.4000244140625
2001-05-23,1055.699951171875
2001-05-24,1040.4000244140625
2001-05-25,1047.199951171875
2001-05-29,1020.0
2001-05-30,1096.5
2001-05-31,1105.0
2001-06-01,1105.0
2001-06-04,1101.5999755859375
2001-06-05,1178.0999755859375
2001-06-06,1191.699951171875
2001-06-07,1201.9000244140625
2001-06-08,1115.199951171875
2001-06-11,1215.5
2001-06-12,1208.699951171875
2001-06-13,1237.5999755859375
2001-06-14,1184.9000244140625
2001-06-15,1215.5
2001-06-18,1188.300048828125
2001-06-19,1203.5999755859375
2001-06-20,1207.0
2001-06-21,1232.5
2001-06-22,1191.699951171875
2001-06-25,1157.699951171875
2001-06-26,1258.0
2001-06-27,1249.5
2001-06-28,1190.0
2001-06-29,1169.5999755859375
2001-07-02,1169.5999755859375
2001-07-03,1139.0
2001-07-05,1147.5
2001-07-06,1062.5
2001-07-09,1037.0
2001-07-10,1037.0
2001-07-11,1028.5
2001-07-12,1028.5
2001-07-13,994.5
2001-07-16,980.9000244140625
2001-07-17,1052.300048828125
2001-07-18,1139.0
2001-07-19,1074.4000244140625
2001-07-20,1113.5
2001-07-23,1028.5
2001-07-24,1031.9000244140625
2001-07-25,1045.5
2001-07-26,1011.5
2001-07-27,994.5
2001-07-30,1020.0
2001-07-31,1021.7000122070312
2001-08-01,1054.0
2001-08-02,1035.300048828125
2001-08-03,1011.5
2001-08-06,974.0999755859375
2001-08-07,979.2000122070312
2001-08-08,935.0
2001-08-09,1003.0
2001-08-10,952.0
2001-08-13,1020.0
2001-08-14,1020.0
2001-08-15,1003.0
2001-08-16,1020.0
2001-08-17,965.5999755859375
2001-08-20,991.0999755859375
2001-08-21,1030.199951171875
2001-08-22,977.5
2001-08-23,1014.9000244140625
2001-08-24,986.0
2001-08-27,1020.0
2001-08-28,1028.5
2001-08-29,1042.0999755859375
2001-08-30,1011.5
2001-08-31,986.0
2001-09-04,986.0
2001-09-05,989.4000244140625
2001-09-06,1003.0
2001-09-07,1011.5
2001-09-10,1016.5999755859375
2001-09-17,969.0
2001-09-18,936.7000122070312
2001-09-19,901.0
2001-09-20,895.9000244140625
2001-09-21,979.2000122070312
2001-09-24,1020.0
2001-09-25,1150.9000244140625
2001-09-26,1147.5
2001-09-27,1154.300048828125
2001-09-28,1181.5
2001-10-01,1178.0999755859375
2001-10-02,1125.4000244140625
2001-10-03,1150.9000244140625
2001-10-04,1130.5
2001-10-05,1116.9000244140625
2001-10-08,1144.0999755859375
2001-10-09,1025.0999755859375
2001-10-10,1074.4000244140625
2001-10-11,1122.0
2001-10-12,1122.0
2001-10-15,1089.699951171875
2001-10-16,1088.0
2001-10-17,1099.9000244140625
2001-10-18,1088.0
2001-10-19,1091.4000244140625
2001-10-22,1071.0
2001-10-23,1086.300048828125
2001-10-24,1084.5999755859375
2001-10-25,1093.0999755859375
2001-10-26,1089.699951171875
2001-10-29,1084.5999755859375
2001-10-30,1081.199951171875
2001-10-31,1071.0
2001-11-01,1093.0999755859375
2001-11-02,1144.0999755859375
2001-11-05,1178.0999755859375
2001-11-06,1162.800048828125
2001-11-07,1173.0
2001-11-08,1150.9000244140625
2001-11-09,1113.5
2001-11-12,1167.9000244140625
2001-11-13,1156.0
2001-11-14,1147.5
2001-11-15,1145.800048828125
2001-11-16,1130.5
2001-11-19,1162.800048828125
2001-11-20,1105.0
2001-11-21,1154.300048828125
2001-11-23,1169.5999755859375
2001-11-26,1242.699951171875
2001-11-27,1234.199951171875
2001-11-28,1237.5999755859375
2001-11-29,1258.0
2001-11-30,1275.0
2001-12-03,1309.0
2001-12-04,1368.5
2001-12-05,1450.0999755859375
2001-12-06,1451.800048828125
2001-12-07,1360.0
2001-12-10,1375.300048828125
2001-12-11,1394.0
2001-12-12,1390.5999755859375
2001-12-13,1419.5
2001-12-14,1436.5
2001-12-17,1428.0
2001-12-18,1518.0999755859375
2001-12-19,1530.0
2001-12-20,1462.0
2001-12-21,1409.300048828125
2001-12-24,1434.800048828125
2001-12-26,1479.0
2001-12-27,1477.300048828125
2001-12-28,1431.4000244140625
2001-12-31,1458.5999755859375
2002-01-02,1460.300048828125
2002-01-03,1496.0
2002-01-04,1492.5999755859375
2002-01-07,1462.0
2002-01-08,1470.5
2002-01-09,1485.800048828125
2002-01-10,1453.5
2002-01-11,1458.5999755859375
2002-01-14,1358.300048828125
2002-01-15,1399.0999755859375
2002-01-16,1409.300048828125
2002-01-17,1404.199951171875
2002-01-18,1334.5
2002-01-22,1360.0
2002-01-23,1346.4000244140625
2002-01-24,1303.9000244140625
2002-01-25,1332.800048828125
2002-01-28,1298.800048828125
2002-01-29,1217.199951171875
2002-01-30,1169.5999755859375
2002-01-31,1190.0
2002-02-01,1222.300048828125
2002-02-04,1190.0
2002-02-05,1147.5
2002-02-06,1120.300048828125
2002-02-07,1101.5999755859375
2002-02-08,1130.5
2002-02-11,1113.5
2002-02-12,1079.5
2002-02-13,1079.5
2002-02-14,1099.9000244140625
2002-02-15,1079.5
2002-02-19,1069.300048828125
2002-02-20,982.5999755859375
2002-02-21,1003.0
2002-02-22,1013.2000122070312
2002-02-25,982.5999755859375
2002-02-26,1020.0
2002-02-27,875.5
2002-02-28,986.0
2002-03-01,1050.5999755859375
2002-03-04,1045.5
2002-03-05,1031.9000244140625
2002-03-06,1037.0
2002-03-07,1062.5
2002-03-08,1047.199951171875
2002-03-11,1079.5
2002-03-12,1062.5
2002-03-13,1062.5
2002-03-14,1113.5
2002-03-15,1145.800048828125
2002-03-18,1116.9000244140625
2002-03-19,1103.300048828125
2002-03-20,1103.300048828125
2002-03-21,1096.5
2002-03-22,1096.5
2002-03-25,1142.4000244140625
2002-03-26,1150.9000244140625
2002-03-27,1159.4000244140625
2002-03-28,1174.699951171875
2002-04-01,1173.0
2002-04-02,1156.0
2002-04-03,1084.5999755859375
2002-04-04,1122.0
2002-04-05,1122.0
2002-04-08,1106.699951171875
2002-04-09,1062.5
2002-04-10,1088.0
2002-04-11,1065.9000244140625
2002-04-12,1142.4000244140625
2002-04-15,1088.0
2002-04-16,1059.0999755859375
2002-04-17,1059.0999755859375
2002-04-18,1088.0
2002-04-19,1113.5
2002-04-22,1084.5999755859375
2002-04-23,1113.5
2002-04-24,1113.5
2002-04-25,1122.0
2002-04-26,493.0
2002-04-29,467.5
2002-04-30,459.0
2002-05-01,425.0
2002-05-02,425.0
2002-05-03,425.0
2002-05-06,391.0
2002-05-07,365.5
2002-05-08,355.29998779296875
2002-05-09,425.0
2002-05-10,443.70001220703125
2002-05-13,411.3999938964844
2002-05-14,421.6000061035156
2002-05-15,414.79998779296875
2002-05-16,387.6000061035156
2002-05-17,391.0
2002-05-20,416.5
2002-05-21,408.0
2002-05-22,408.0
2002-05-23,399.5
2002-05-24,394.3999938964844
2002-05-28,382.5
2002-05-29,367.20001220703125
2002-05-30,391.0
2002-05-31,387.6000061035156
2002-06-03,399.5
2002-06-04,394.3999938964844
2002-06-05,435.20001220703125
2002-06-06,408.0
2002-06-07,392.70001220703125
2002-06-10,357.0
2002-06-11,382.5
2002-06-12,374.0
2002-06-13,357.0
2002-06-14,345.1000061035156
2002-06-17,360.3999938964844
2002-06-18,394.3999938964844
2002-06-19,396.1000061035156
2002-06-20,343.3999938964844
2002-06-21,348.5
2002-06-24,348.5
2002-06-25,372.29998779296875
2002-06-26,353.6000061035156
2002-06-27,365.5
2002-06-28,374.0
2002-07-01,348.5
2002-07-02,340.0
2002-07-03,360.3999938964844
2002-07-05,340.0
2002-07-08,351.8999938964844
2002-07-09,329.79998779296875
2002-07-10,340.0
2002-07-11,346.79998779296875
2002-07-12,331.5
2002-07-15,338.29998779296875
2002-07-16,331.5
2002-07-17,338.29998779296875
2002-07-18,340.0
2002-07-19,306.0
2002-07-22,307.70001220703125
2002-07-23,306.0
2002-07-24,338.29998779296875
2002-07-25,341.70001220703125
2002-07-26,340.0
2002-07-29,353.6000061035156
2002-07-30,340.0
2002-07-31,338.29998779296875
2002-08-01,363.79998779296875
2002-08-02,341.70001220703125
2002-08-05,343.3999938964844
2002-08-06,312.79998779296875
2002-08-07,282.20001220703125
2002-08-08,314.5
2002-08-09,314.5
2002-08-12,297.5
2002-08-13,306.0
2002-08-14,326.3999938964844
2002-08-15,306.0
2002-08-16,307.70001220703125
2002-08-19,311.1000061035156
2002-08-20,348.5
2002-08-21,357.0
2002-08-22,370.6000061035156
2002-08-23,385.8999938964844
2002-08-26,374.0
2002-08-27,357.0
2002-08-28,399.5
2002-08-29,414.79998779296875
2002-08-30,414.79998779296875
2002-09-03,413.1000061035156
2002-09-04,402.8999938964844
2002-09-05,408.0
2002-09-06,408.0
2002-09-09,365.5
2002-09-10,385.8999938964844
2002-09-11,387.6000061035156
2002-09-12,372.29998779296875
2002-09-13,323.0
2002-09-16,334.8999938964844
2002-09-17,340.0
2002-09-18,316.20001220703125
2002-09-19,372.29998779296875
2002-09-20,343.3999938964844
2002-09-23,345.1000061035156
2002-09-24,334.8999938964844
2002-09-25,348.5
2002-09-26,351.8999938964844
2002-09-27,351.8999938964844
2002-09-30,360.3999938964844
2002-10-01,357.0
2002-10-02,346.79998779296875
2002-10-03,348.5
2002-10-04,340.0
2002-10-07,306.0
2002-10-08,340.0
2002-10-09,324.70001220703125
2002-10-10,319.6000061035156
2002-10-11,306.0
2002-10-14,311.1000061035156
2002-10-15,326.3999938964844
2002-10-16,312.79998779296875
2002-10-17,306.0
2002-10-18,309.3999938964844
2002-10-21,289.0
2002-10-22,261.79998779296875
2002-10-23,255.0
2002-10-24,260.1000061035156
2002-10-25,299.20001220703125
2002-10-28,299.20001220703125
2002-10-29,297.5
2002-10-30,340.0
2002-10-31,377.3999938964844
2002-11-01,374.0
2002-11-04,391.0
2002-11-05,392.70001220703125
2002-11-06,391.0
2002-11-07,472.6000061035156
2002-11-08,515.0999755859375
2002-11-11,486.20001220703125
2002-11-12,467.5
2002-11-13,527.0
2002-11-14,510.0
2002-11-15,535.5
2002-11-18,552.5
2002-11-19,530.4000244140625
2002-11-20,593.2999877929688
2002-11-21,620.5
2002-11-22,646.0
2002-11-25,612.0
2002-11-26,620.5
2002-11-27,646.0
2002-11-29,637.5
2002-12-02,656.2000122070312
2002-12-03,663.0
2002-12-04,681.7000122070312
2002-12-05,680.0
2002-12-06,663.0
2002-12-09,659.5999755859375
2002-12-10,620.5
2002-12-11,630.7000122070312
2002-12-12,644.2999877929688
2002-12-13,613.7000122070312
2002-12-16,595.0
2002-12-17,647.7000122070312
2002-12-18,678.2999877929688
2002-12-19,714.0
2002-12-20,714.0
2002-12-23,695.2999877929688
2002-12-24,695.2999877929688
2002-12-26,739.5
2002-12-27,732.7000122070312
2002-12-30,691.9000244140625
2002-12-31,688.5
2003-01-02,761.5999755859375
2003-01-03,714.0
2003-01-06,790.5
2003-01-07,850.0
2003-01-08,844.9000244140625
2003-01-09,836.4000244140625
2003-01-10,851.7000122070312
2003-01-13,873.7999877929688
2003-01-14,899.2999877929688
2003-01-15,950.2999877929688
2003-01-16,938.4000244140625
2003-01-17,952.0
2003-01-21,912.9000244140625
2003-01-22,901.0
2003-01-23,851.7000122070312
2003-01-24,810.9000244140625
2003-01-27,795.5999755859375
2003-01-28,765.0
2003-01-29,724.2000122070312
2003-01-30,724.2000122070312
2003-01-31,719.0999755859375
2003-02-03,714.0
2003-02-04,688.5
2003-02-05,686.7999877929688
2003-02-06,693.5999755859375
2003-02-07,680.0
2003-02-10,680.0
2003-02-11,674.9000244140625
2003-02-12,651.0999755859375
2003-02-13,690.2000122070312
2003-02-14,663.0
2003-02-18,663.0
2003-02-19,669.7999877929688
2003-02-20,668.0999755859375
2003-02-21,646.0
2003-02-24,646.0
2003-02-25,652.7999877929688
2003-02-26,685.0999755859375
2003-02-27,697.0
2003-02-28,707.2000122070312
2003-03-03,741.2000122070312
2003-03-04,751.4000244140625
2003-03-05,748.0
2003-03-06,783.7000122070312
2003-03-07,824.5
2003-03-10,776.9000244140625
2003-03-11,753.0999755859375
2003-03-12,707.2000122070312
2003-03-13,742.9000244140625
2003-03-14,746.2999877929688
2003-03-17,697.0
2003-03-18,681.7000122070312
2003-03-19,680.0
2003-03-20,695.2999877929688
2003-03-21,715.7000122070312
2003-03-24,703.7999877929688
2003-03-25,630.7000122070312
2003-03-26,656.2000122070312
2003-03-27,657.9000244140625
2003-03-28,663.0
2003-03-31,697.0
2003-04-01,681.7000122070312
2003-04-02,680.0
2003-04-03,688.5
2003-04-04,693.5999755859375
2003-04-07,700.4000244140625
2003-04-08,697.0
2003-04-09,697.0
2003-04-10,680.0
2003-04-11,695.2999877929688
2003-04-14,680.0
2003-04-15,698.7000122070312
2003-04-16,683.4000244140625
2003-04-17,693.5999755859375
2003-04-21,690.2000122070312
2003-04-22,680.0
2003-04-23,680.0
2003-04-24,691.9000244140625
2003-04-25,703.7999877929688
2003-04-28,680.0
2003-04-29,688.5
2003-04-30,680.0
2003-05-01,685.0999755859375
2003-05-02,693.5999755859375
2003-05-05,680.0
2003-05-06,671.5
2003-05-07,666.4000244140625
2003-05-08,663.0
2003-05-09,657.9000244140625
2003-05-12,647.7000122070312
2003-05-13,669.7999877929688
2003-05-14,663.0
2003-05-15,669.7999877929688
2003-05-16,680.0
2003-05-19,690.2000122070312
2003-05-20,683.4000244140625
2003-05-21,702.0999755859375
2003-05-22,702.0999755859375
2003-05-23,714.0
2003-05-27,717.4000244140625
2003-05-28,725.9000244140625
2003-05-29,731.0
2003-05-30,731.0
2003-06-02,856.7999877929688
2003-06-03,826.2000122070312
2003-06-04,850.0
2003-06-05,841.5
2003-06-06,850.0
2003-06-09,867.0
2003-06-10,867.0
2003-06-11,858.5
2003-06-12,863.5999755859375
2003-06-13,875.5
2003-06-16,875.5
2003-06-17,884.0
2003-06-18,885.7000122070312
2003-06-19,941.7999877929688
2003-06-20,901.0
2003-06-23,884.0
2003-06-24,880.5999755859375
2003-06-25,887.4000244140625
2003-06-26,899.2999877929688
2003-06-27,853.4000244140625
2003-06-30,855.0999755859375
2003-07-01,856.7999877929688
2003-07-02,884.0
2003-07-03,887.4000244140625
2003-07-07,549.0999755859375
2003-07-08,544.0
2003-07-09,503.20001220703125
2003-07-10,504.8999938964844
2003-07-11,503.20001220703125
2003-07-14,493.0
2003-07-15,464.1000061035156
2003-07-16,459.0
2003-07-17,474.29998779296875
2003-07-18,450.5
2003-07-21,452.20001220703125
2003-07-22,452.20001220703125
2003-07-23,442.0
2003-07-24,436.8999938964844
2003-07-25,431.79998779296875
2003-07-28,425.0
2003-07-29,391.0
2003-07-30,391.0
2003-07-31,394.3999938964844
2003-08-01,382.5
2003-08-04,391.0
2003-08-05,387.6000061035156
2003-08-06,391.0
2003-08-07,392.70001220703125
2003-08-08,387.6000061035156
2003-08-11,385.8999938964844
2003-08-12,467.5
2003-08-13,459.0
2003-08-14,425.0
2003-08-15,433.5
2003-08-18,459.0
2003-08-19,425.0
2003-08-20,426.70001220703125
2003-08-21,442.0
2003-08-22,440.29998779296875
2003-08-25,436.8999938964844
2003-08-26,425.0
2003-08-27,425.0
2003-08-28,533.7999877929688
2003-08-29,530.4000244140625
2003-09-02,493.0
2003-09-03,501.5
2003-09-04,472.6000061035156
2003-09-05,465.79998779296875
2003-09-08,476.0
2003-09-09,494.70001220703125
2003-09-10,484.5
2003-09-11,487.8999938964844
2003-09-12,493.0
2003-09-15,493.0
2003-09-16,472.6000061035156
2003-09-17,496.3999938964844
2003-09-18,503.20001220703125
2003-09-19,501.5
2003-09-22,499.79998779296875
2003-09-23,486.20001220703125
2003-09-24,504.8999938964844
2003-09-25,510.0
2003-09-26,493.0
2003-09-29,503.20001220703125
2003-09-30,510.0
2003-10-01,493.0
2003-10-02,503.20001220703125
2003-10-03,506.6000061035156
2003-10-06,504.8999938964844
2003-10-07,493.0
2003-10-08,501.5
2003-10-09,510.0
2003-10-10,513.4000244140625
2003-10-13,510.0
2003-10-14,501.5
2003-10-15,496.3999938964844
2003-10-16,510.0
2003-10-17,501.5
2003-10-20,496.3999938964844
2003-10-21,510.0
2003-10-22,501.5
2003-10-23,506.6000061035156
2003-10-24,506.6000061035156
2003-10-27,416.5
2003-10-28,503.20001220703125
2003-10-29,459.0
2003-10-30,472.6000061035156
2003-10-31,504.8999938964844
2003-11-03,493.0
2003-11-04,470.8999938964844
2003-11-05,479.3999938964844
2003-11-06,491.29998779296875
2003-11-07,530.4000244140625
2003-11-10,506.6000061035156
2003-11-11,476.0
2003-11-12,489.6000061035156
2003-11-13,484.5
2003-11-14,476.0
2003-11-17,491.29998779296875
2003-11-18,474.29998779296875
2003-11-19,469.20001220703125
2003-11-20,467.5
2003-11-21,472.6000061035156
2003-11-24,481.1000061035156
2003-11-25,501.5
2003-11-26,501.5
2003-11-28,484.5
2003-12-01,506.6000061035156
2003-12-02,510.0
2003-12-03,503.20001220703125
2003-12-04,510.0
2003-12-05,520.2000122070312
2003-12-08,510.0
2003-12-09,515.0999755859375
2003-12-10,535.5
2003-12-11,544.0
2003-12-12,544.0
2003-12-15,510.0
2003-12-16,510.0
2003-12-17,496.3999938964844
2003-12-18,518.5
2003-12-19,518.5
2003-12-22,527.0
2003-12-23,540.5999755859375
2003-12-24,525.2999877929688
2003-12-26,533.7999877929688
2003-12-29,544.0
2003-12-30,521.9000244140625
2003-12-31,528.7000122070312
2004-01-02,533.7999877929688
2004-01-05,537.2000122070312
2004-01-06,557.5999755859375
2004-01-07,578.0
2004-01-08,613.7000122070312
2004-01-09,683.4000244140625
2004-01-12,681.7000122070312
2004-01-13,685.0999755859375
2004-01-14,680.0
2004-01-15,708.9000244140625
2004-01-16,697.0
2004-01-20,714.0
2004-01-21,746.2999877929688
2004-01-22,782.0
2004-01-23,851.7000122070312
2004-01-26,899.2999877929688
2004-01-27,1086.300048828125
2004-01-28,962.2000122070312
2004-01-29,1026.800048828125
2004-01-30,1031.9000244140625
2004-02-02,1128.800048828125
2004-02-03,1145.800048828125
2004-02-04,1130.5
2004-02-05,1133.9000244140625
2004-02-06,1045.5
2004-02-09,941.7999877929688
2004-02-10,950.2999877929688
2004-02-11,982.5999755859375
2004-02-12,1014.9000244140625
2004-02-13,997.9000244140625
2004-02-17,1037.0
2004-02-18,958.7999877929688
2004-02-19,928.2000122070312
2004-02-20,941.7999877929688
2004-02-23,914.5999755859375
2004-02-24,916.2999877929688
2004-02-25,906.0999755859375
2004-02-26,882.2999877929688
2004-02-27,882.2999877929688
2004-03-01,941.7999877929688
2004-03-02,992.7999877929688
2004-03-03,999.5999755859375
2004-03-04,977.5
2004-03-05,972.4000244140625
2004-03-08,918.0
2004-03-09,924.7999877929688
2004-03-10,938.4000244140625
2004-03-11,902.7000122070312
2004-03-12,914.5999755859375
2004-03-15,868.7000122070312
2004-03-16,807.5
2004-03-17,872.0999755859375
2004-03-18,848.2999877929688
2004-03-19,877.2000122070312
2004-03-22,848.2999877929688
2004-03-23,834.7000122070312
2004-03-24,882.2999877929688
2004-03-25,773.5
2004-03-26,748.0
2004-03-29,715.7000122070312
2004-03-30,669.7999877929688
2004-03-31,674.9000244140625
2004-04-01,717.4000244140625
2004-04-02,703.7999877929688
2004-04-05,739.5
2004-04-06,727.5999755859375
2004-04-07,669.7999877929688
2004-04-08,680.0
2004-04-12,666.4000244140625
2004-04-13,686.7999877929688
2004-04-14,708.9000244140625
2004-04-15,680.0
2004-04-16,673.2000122070312
2004-04-19,693.5999755859375
2004-04-20,680.0
2004-04-21,746.2999877929688
2004-04-22,751.4000244140625
2004-04-23,731.0
2004-04-26,724.2000122070312
2004-04-27,710.5999755859375
2004-04-28,717.4000244140625
2004-04-29,671.5
2004-04-30,649.4000244140625
2004-05-03,620.5
2004-05-04,714.0
2004-05-05,705.5
2004-05-06,691.9000244140625
2004-05-07,674.9000244140625
2004-05-10,666.4000244140625
2004-05-11,671.5
2004-05-12,676.5999755859375
2004-05-13,681.7000122070312
2004-05-14,702.0999755859375
2004-05-17,691.9000244140625
2004-05-18,680.0
2004-05-19,688.5
2004-05-20,663.0
2004-05-21,664.7000122070312
2004-05-24,639.2000122070312
2004-05-25,686.7999877929688
2004-05-26,697.0
2004-05-27,680.0
2004-05-28,695.2999877929688
2004-06-01,676.5999755859375
2004-06-02,761.5999755859375
2004-06-03,758.2000122070312
2004-06-04,734.4000244140625
2004-06-07,746.2999877929688
2004-06-08,790.5
2004-06-09,778.5999755859375
2004-06-10,753.0999755859375
2004-06-14,763.2999877929688
2004-06-15,731.0
2004-06-16,724.2000122070312
2004-06-17,693.5999755859375
2004-06-18,697.0
2004-06-21,678.2999877929688
2004-06-22,664.7000122070312
2004-06-23,637.5
2004-06-24,652.7999877929688
2004-06-25,705.5
2004-06-28,678.2999877929688
2004-06-29,683.4000244140625
2004-06-30,663.0
2004-07-01,666.4000244140625
2004-07-02,678.2999877929688
2004-07-06,680.0
2004-07-07,731.0
2004-07-08,676.5999755859375
2004-07-09,691.9000244140625
2004-07-12,664.7000122070312
2004-07-13,654.5
2004-07-14,671.5
2004-07-15,671.5
2004-07-16,663.0
2004-07-19,598.4000244140625
2004-07-20,620.5
2004-07-21,622.2000122070312
2004-07-22,612.0
2004-07-23,596.7000122070312
2004-07-26,612.0
2004-07-27,596.7000122070312
2004-07-28,656.2000122070312
2004-07-29,646.0
2004-07-30,646.0
2004-08-02,644.2999877929688
2004-08-03,632.4000244140625
2004-08-04,632.4000244140625
2004-08-05,632.4000244140625
2004-08-06,642.5999755859375
2004-08-09,651.0999755859375
2004-08-10,623.9000244140625
2004-08-11,644.2999877929688
2004-08-12,588.2000122070312
2004-08-13,610.2999877929688
2004-08-16,588.2000122070312
2004-08-17,588.2000122070312
2004-08-18,632.4000244140625
2004-08-19,634.0999755859375
2004-08-20,617.0999755859375
2004-08-23,646.0
2004-08-24,629.0
2004-08-25,622.2000122070312
2004-08-26,663.0
2004-08-27,661.2999877929688
2004-08-30,664.7000122070312
2004-08-31,712.2999877929688
2004-09-01,680.0
2004-09-02,693.5999755859375
2004-09-03,685.0999755859375
2004-09-07,708.9000244140625
2004-09-08,695.2999877929688
2004-09-09,722.5
2004-09-10,722.5
2004-09-13,732.7000122070312
2004-09-14,756.5
2004-09-15,778.5999755859375
2004-09-16,785.4000244140625
2004-09-17,739.5
2004-09-20,768.4000244140625
2004-09-21,746.2999877929688
2004-09-22,725.9000244140625
2004-09-23,724.2000122070312
