,RIO
2000-12-04,16.03125
2000-12-05,16.65625
2000-12-06,17.0
2000-12-07,16.734375
2000-12-08,17.15625
2000-12-11,17.265625
2000-12-12,17.0
2000-12-13,16.921875
2000-12-14,16.546875
2000-12-15,16.5
2000-12-18,16.953125
2000-12-19,17.34375
2000-12-20,17.359375
2000-12-21,17.84375
2000-12-22,17.6875
2000-12-26,17.4375
2000-12-27,18.03125
2000-12-28,17.96875
2000-12-29,18.015625
2001-01-02,17.53125
2001-01-03,17.4375
2001-01-04,18.234375
2001-01-05,18.265625
2001-01-08,18.859375
2001-01-09,18.53125
2001-01-10,17.515625
2001-01-11,17.75
2001-01-12,17.625
2001-01-16,17.53125
2001-01-17,17.546875
2001-01-18,17.828125
2001-01-19,18.0
2001-01-22,19.0625
2001-01-23,18.390625
2001-01-24,18.171875
2001-01-25,17.921875
2001-01-26,18.078125
2001-01-29,17.637500762939453
2001-01-30,17.625
2001-01-31,17.872499465942383
2001-02-01,18.350000381469727
2001-02-02,18.125
2001-02-05,18.177499771118164
2001-02-06,18.184999465942383
2001-02-07,18.334999084472656
2001-02-08,18.47249984741211
2001-02-09,18.450000762939453
2001-02-12,18.875
2001-02-13,18.5
2001-02-14,18.337499618530273
2001-02-15,18.462499618530273
2001-02-16,18.372499465942383
2001-02-20,18.497499465942383
2001-02-21,18.549999237060547
2001-02-22,18.475000381469727
2001-02-23,18.399999618530273
2001-02-26,18.149999618530273
2001-02-27,18.575000762939453
2001-02-28,18.552499771118164
2001-03-01,18.875
2001-03-02,19.209999084472656
2001-03-05,19.274999618530273
2001-03-06,19.447500228881836
2001-03-07,19.497499465942383
2001-03-08,19.575000762939453
2001-03-09,19.850000381469727
2001-03-12,19.457500457763672
2001-03-13,18.625
2001-03-14,17.274999618530273
2001-03-15,17.487499237060547
2001-03-16,17.075000762939453
2001-03-19,17.575000762939453
2001-03-20,17.424999237060547
2001-03-21,17.625
2001-03-22,16.877500534057617
2001-03-23,16.78499984741211
2001-03-26,16.899999618530273
2001-03-27,17.399999618530273
2001-03-28,17.059999465942383
2001-03-29,17.3125
2001-03-30,17.53499984741211
2001-04-02,17.399999618530273
2001-04-03,16.872499465942383
2001-04-04,16.924999237060547
2001-04-05,17.639999389648438
2001-04-06,17.639999389648438
2001-04-09,18.127500534057617
2001-04-10,19.227500915527344
2001-04-11,19.024999618530273
2001-04-12,19.049999237060547
2001-04-16,19.647499084472656
2001-04-17,19.052499771118164
2001-04-18,19.174999237060547
2001-04-19,19.875
2001-04-20,20.049999237060547
2001-04-23,19.75
2001-04-24,19.75
2001-04-25,19.5
2001-04-26,19.5
2001-04-27,20.3125
2001-04-30,20.200000762939453
2001-05-01,20.25
2001-05-02,20.125
2001-05-03,19.565000534057617
2001-05-04,19.764999389648438
2001-05-07,20.5
2001-05-08,19.75
2001-05-09,19.747499465942383
2001-05-10,19.75
2001-05-11,19.5625
2001-05-14,19.1200008392334
2001-05-15,19.75
2001-05-16,20.5
2001-05-17,20.887500762939453
2001-05-18,21.024999618530273
2001-05-21,21.024999618530273
2001-05-22,21.024999618530273
2001-05-23,20.299999237060547
2001-05-24,19.6924991607666
2001-05-25,20.087499618530273
2001-05-29,19.725000381469727
2001-05-30,19.747499465942383
2001-05-31,19.850000381469727
2001-06-01,19.600000381469727
2001-06-04,19.674999237060547
2001-06-05,19.697500228881836
2001-06-06,19.322500228881836
2001-06-07,19.125
2001-06-08,19.1875
2001-06-11,19.010000228881836
2001-06-12,18.450000762939453
2001-06-13,18.450000762939453
2001-06-14,17.462499618530273
2001-06-15,17.479999542236328
2001-06-18,18.0
2001-06-19,17.752500534057617
2001-06-20,17.4375
2001-06-21,17.1875
2001-06-22,17.467500686645508
2001-06-25,17.0
2001-06-26,17.475000381469727
2001-06-27,18.014999389648438
2001-06-28,17.5625
2001-06-29,18.162500381469727
2001-07-02,18.4375
2001-07-03,18.677499771118164
2001-07-05,18.417499542236328
2001-07-06,18.299999237060547
2001-07-09,17.762500762939453
2001-07-10,17.702499389648438
2001-07-11,17.5625
2001-07-12,17.72249984741211
2001-07-13,18.174999237060547
2001-07-16,18.25
2001-07-17,17.875
2001-07-18,17.450000762939453
2001-07-19,17.662500381469727
2001-07-20,17.424999237060547
2001-07-23,16.84000015258789
2001-07-24,16.200000762939453
2001-07-25,15.625
2001-07-26,16.1875
2001-07-27,16.322500228881836
2001-07-30,16.74250030517578
2001-07-31,16.802499771118164
2001-08-01,16.899999618530273
2001-08-02,17.575000762939453
2001-08-03,17.299999237060547
2001-08-06,17.225000381469727
2001-08-07,17.0625
2001-08-08,16.5674991607666
2001-08-09,16.672500610351562
2001-08-10,16.860000610351562
2001-08-13,16.8125
2001-08-14,16.9375
2001-08-15,17.0
2001-08-16,16.799999237060547
2001-08-17,16.927499771118164
2001-08-20,16.600000381469727
2001-08-21,16.774999618530273
2001-08-22,17.297500610351562
2001-08-23,17.537500381469727
2001-08-24,17.700000762939453
2001-08-27,17.832500457763672
2001-08-28,17.924999237060547
2001-08-29,18.075000762939453
2001-08-30,17.850000381469727
2001-08-31,18.299999237060547
2001-09-04,17.899999618530273
2001-09-05,18.475000381469727
2001-09-06,18.15999984741211
2001-09-07,17.375
2001-09-10,17.147499084472656
2001-09-17,15.552499771118164
2001-09-18,15.725000381469727
2001-09-19,15.149999618530273
2001-09-20,14.0625
2001-09-21,13.75
2001-09-24,14.175000190734863
2001-09-25,14.550000190734863
2001-09-26,14.802499771118164
2001-09-27,15.225000381469727
2001-09-28,15.75
2001-10-01,15.5
2001-10-02,15.532500267028809
2001-10-03,16.087499618530273
2001-10-04,16.125
2001-10-05,16.225000381469727
2001-10-08,16.162500381469727
2001-10-09,16.162500381469727
2001-10-10,17.0
2001-10-11,17.087499618530273
2001-10-12,17.200000762939453
2001-10-15,17.125
2001-10-16,17.575000762939453
2001-10-17,17.452499389648438
2001-10-18,16.3125
2001-10-19,16.155000686645508
2001-10-22,15.987500190734863
2001-10-23,16.375
2001-10-24,16.524999618530273
2001-10-25,16.579999923706055
2001-10-26,16.927499771118164
2001-10-29,16.587499618530273
2001-10-30,16.06999969482422
2001-10-31,16.209999084472656
2001-11-01,16.502500534057617
2001-11-02,16.5674991607666
2001-11-05,16.875
2001-11-06,16.997499465942383
2001-11-07,16.8075008392334
2001-11-08,17.325000762939453
2001-11-09,17.344999313354492
2001-11-12,17.375
2001-11-13,17.6875
2001-11-14,18.479999542236328
2001-11-15,18.665000915527344
2001-11-16,18.575000762939453
2001-11-19,19.022499084472656
2001-11-20,18.600000381469727
2001-11-21,18.475000381469727
2001-11-23,18.702499389648438
2001-11-26,18.96500015258789
2001-11-27,19.0
2001-11-28,18.077499389648438
2001-11-29,18.350000381469727
2001-11-30,18.862499237060547
2001-12-03,18.950000762939453
2001-12-04,19.325000762939453
2001-12-05,19.774999618530273
2001-12-06,19.5
2001-12-07,19.375
2001-12-10,18.950000762939453
2001-12-11,19.0
2001-12-12,18.962499618530273
2001-12-13,18.649999618530273
2001-12-14,18.5
2001-12-17,18.352500915527344
2001-12-18,19.200000762939453
2001-12-19,18.377500534057617
2001-12-20,18.462499618530273
2001-12-21,18.864999771118164
2001-12-24,19.487499237060547
2001-12-26,19.405000686645508
2001-12-27,18.697500228881836
2001-12-28,19.25
2001-12-31,19.575000762939453
2002-01-02,19.462499618530273
2002-01-03,19.774999618530273
2002-01-04,20.274999618530273
2002-01-07,19.97249984741211
2002-01-08,20.125
2002-01-09,20.147499084472656
2002-01-10,19.84749984741211
2002-01-11,19.875
2002-01-14,19.475000381469727
2002-01-15,19.202499389648438
2002-01-16,18.475000381469727
2002-01-17,18.924999237060547
2002-01-18,19.0
2002-01-22,18.752500534057617
2002-01-23,19.49250030517578
2002-01-24,19.852500915527344
2002-01-25,19.5
2002-01-28,19.837499618530273
2002-01-29,19.475000381469727
2002-01-30,19.3125
2002-01-31,20.0575008392334
2002-02-01,19.977500915527344
2002-02-04,20.030000686645508
2002-02-05,19.899999618530273
2002-02-06,20.602500915527344
2002-02-07,20.102500915527344
2002-02-08,20.0625
2002-02-11,20.174999237060547
2002-02-12,20.75
2002-02-13,21.137500762939453
2002-02-14,21.0625
2002-02-15,20.80500030517578
2002-02-19,20.625
2002-02-20,20.674999237060547
2002-02-21,20.475000381469727
2002-02-22,20.407499313354492
2002-02-25,20.457500457763672
2002-02-26,20.77750015258789
2002-02-27,20.602500915527344
2002-02-28,19.987499237060547
2002-03-01,20.575000762939453
2002-03-04,21.46500015258789
2002-03-05,21.157499313354492
2002-03-06,21.125
2002-03-07,20.924999237060547
2002-03-08,20.895000457763672
2002-03-11,20.862499237060547
2002-03-12,20.850000381469727
2002-03-13,20.450000762939453
2002-03-14,20.34749984741211
2002-03-15,20.475000381469727
2002-03-18,20.787500381469727
2002-03-19,21.0625
2002-03-20,20.75
2002-03-21,20.329999923706055
2002-03-22,20.5
2002-03-25,19.827499389648438
2002-03-26,19.975000381469727
2002-03-27,19.860000610351562
2002-03-28,20.0
2002-04-01,20.174999237060547
2002-04-02,20.387500762939453
2002-04-03,20.462499618530273
2002-04-04,19.700000762939453
2002-04-05,20.327499389648438
2002-04-08,20.104999542236328
2002-04-09,20.25
2002-04-10,20.3125
2002-04-11,19.774999618530273
2002-04-12,19.725000381469727
2002-04-15,19.875
2002-04-16,20.100000381469727
2002-04-17,19.957500457763672
2002-04-18,19.6875
2002-04-19,19.837499618530273
2002-04-22,19.700000762939453
2002-04-23,19.25
2002-04-24,18.912500381469727
2002-04-25,18.93000030517578
2002-04-26,18.809999465942383
2002-04-29,18.875
2002-04-30,18.912500381469727
2002-05-01,18.725000381469727
2002-05-02,18.5
2002-05-03,18.969999313354492
2002-05-06,18.790000915527344
2002-05-07,18.850000381469727
2002-05-08,19.532499313354492
2002-05-09,19.549999237060547
2002-05-10,19.375
2002-05-13,19.670000076293945
2002-05-14,19.75
2002-05-15,20.030000686645508
2002-05-16,20.049999237060547
2002-05-17,19.827499389648438
2002-05-20,20.1875
2002-05-21,19.9375
2002-05-22,19.950000762939453
2002-05-23,19.649999618530273
2002-05-24,19.760000228881836
2002-05-28,19.625
2002-05-29,19.5
2002-05-30,19.295000076293945
2002-05-31,19.302499771118164
2002-06-03,19.174999237060547
2002-06-04,19.1875
2002-06-05,19.21500015258789
2002-06-06,19.31999969482422
2002-06-07,19.1875
2002-06-10,19.450000762939453
2002-06-11,19.782499313354492
2002-06-12,19.875
2002-06-13,19.809999465942383
2002-06-14,19.360000610351562
2002-06-17,19.100000381469727
2002-06-18,19.174999237060547
2002-06-19,18.625
2002-06-20,18.719999313354492
2002-06-21,18.764999389648438
2002-06-24,18.725000381469727
2002-06-25,18.549999237060547
2002-06-26,18.547500610351562
2002-06-27,17.997499465942383
2002-06-28,18.5
2002-07-01,18.462499618530273
2002-07-02,18.239999771118164
2002-07-03,18.059999465942383
2002-07-05,19.262500762939453
2002-07-08,19.327499389648438
2002-07-09,19.3125
2002-07-10,18.827499389648438
2002-07-11,18.5
2002-07-12,18.037500381469727
2002-07-15,17.579999923706055
2002-07-16,17.674999237060547
2002-07-17,18.22249984741211
2002-07-18,18.337499618530273
2002-07-19,18.024999618530273
2002-07-22,17.127500534057617
2002-07-23,16.649999618530273
2002-07-24,17.079999923706055
2002-07-25,16.877500534057617
2002-07-26,16.389999389648438
2002-07-29,17.512500762939453
2002-07-30,17.512500762939453
2002-07-31,17.84000015258789
2002-08-01,16.4375
2002-08-02,16.274999618530273
2002-08-05,15.5
2002-08-06,15.962499618530273
2002-08-07,16.149999618530273
2002-08-08,16.9375
2002-08-09,16.924999237060547
2002-08-12,17.0
2002-08-13,16.612499237060547
2002-08-14,16.575000762939453
2002-08-15,16.962499618530273
2002-08-16,16.752500534057617
2002-08-19,17.2450008392334
2002-08-20,17.5
2002-08-21,17.90250015258789
2002-08-22,18.1200008392334
2002-08-23,17.892499923706055
2002-08-26,17.8125
2002-08-27,18.625
2002-08-28,18.137500762939453
2002-08-29,17.799999237060547
2002-08-30,17.799999237060547
2002-09-03,17.274999618530273
2002-09-04,16.9375
2002-09-05,16.729999542236328
2002-09-06,16.97249984741211
2002-09-09,17.1875
2002-09-10,17.899999618530273
2002-09-11,17.802499771118164
2002-09-12,17.4375
2002-09-13,17.412500381469727
2002-09-16,17.30500030517578
2002-09-17,17.315000534057617
2002-09-18,17.032499313354492
2002-09-19,16.5
2002-09-20,16.809999465942383
2002-09-23,16.49250030517578
2002-09-24,15.612500190734863
2002-09-25,16.012500762939453
2002-09-26,16.825000762939453
2002-09-27,16.6875
2002-09-30,16.450000762939453
2002-10-01,16.667499542236328
2002-10-02,16.549999237060547
2002-10-03,16.497499465942383
2002-10-04,16.52750015258789
2002-10-07,16.0
2002-10-08,16.362499237060547
2002-10-09,16.190000534057617
2002-10-10,16.604999542236328
2002-10-11,17.28499984741211
2002-10-14,17.0
2002-10-15,17.75749969482422
2002-10-16,17.772499084472656
2002-10-17,18.395000457763672
2002-10-18,18.56999969482422
2002-10-21,18.674999237060547
2002-10-22,18.497499465942383
2002-10-23,18.827499389648438
2002-10-24,18.674999237060547
2002-10-25,18.899999618530273
2002-10-28,19.0
2002-10-29,18.25
2002-10-30,18.25
2002-10-31,18.202499389648438
2002-11-01,18.375
2002-11-04,19.0
2002-11-05,19.559999465942383
2002-11-06,19.74250030517578
2002-11-07,19.799999237060547
2002-11-08,19.649999618530273
2002-11-11,19.287500381469727
2002-11-12,19.727500915527344
2002-11-13,19.325000762939453
2002-11-14,19.954999923706055
2002-11-15,19.662500381469727
2002-11-18,19.49250030517578
2002-11-19,19.450000762939453
2002-11-20,19.489999771118164
2002-11-21,20.149999618530273
2002-11-22,20.200000762939453
2002-11-25,19.9424991607666
2002-11-26,19.1200008392334
2002-11-27,19.850000381469727
2002-11-29,20.357500076293945
2002-12-02,20.8075008392334
2002-12-03,20.375
2002-12-04,20.302499771118164
2002-12-05,20.072500228881836
2002-12-06,19.762500762939453
2002-12-09,19.260000228881836
2002-12-10,19.287500381469727
2002-12-11,19.4424991607666
2002-12-12,19.427499771118164
2002-12-13,19.399999618530273
2002-12-16,19.982500076293945
2002-12-17,19.467500686645508
2002-12-18,19.282499313354492
2002-12-19,19.524999618530273
2002-12-20,19.875
2002-12-23,19.75
2002-12-24,19.752500534057617
2002-12-26,19.799999237060547
2002-12-27,19.782499313354492
2002-12-30,19.857500076293945
2002-12-31,19.88249969482422
2003-01-02,20.600000381469727
2003-01-03,20.825000762939453
2003-01-06,20.950000762939453
2003-01-07,20.8174991607666
2003-01-08,20.184999465942383
2003-01-09,20.219999313354492
2003-01-10,20.315000534057617
2003-01-13,20.462499618530273
2003-01-14,20.524999618530273
2003-01-15,19.889999389648438
2003-01-16,19.40999984741211
2003-01-17,19.649999618530273
2003-01-21,19.417499542236328
2003-01-22,18.7450008392334
2003-01-23,18.93000030517578
2003-01-24,18.712499618530273
2003-01-27,18.204999923706055
2003-01-28,18.9375
2003-01-29,18.3799991607666
2003-01-30,18.862499237060547
2003-01-31,18.524999618530273
2003-02-03,19.407499313354492
2003-02-04,19.510000228881836
2003-02-05,20.0
2003-02-06,19.725000381469727
2003-02-07,19.6825008392334
2003-02-10,19.725000381469727
2003-02-11,19.662500381469727
2003-02-12,19.462499618530273
2003-02-13,19.327499389648438
2003-02-14,19.200000762939453
2003-02-18,19.915000915527344
2003-02-19,19.75749969482422
2003-02-20,20.0
2003-02-21,20.440000534057617
2003-02-24,20.450000762939453
2003-02-25,20.1875
2003-02-26,20.262500762939453
2003-02-27,20.0575008392334
2003-02-28,20.325000762939453
2003-03-03,20.469999313354492
2003-03-04,20.024999618530273
2003-03-05,19.399999618530273
2003-03-06,19.162500381469727
2003-03-07,19.582500457763672
2003-03-10,19.477500915527344
2003-03-11,19.417499542236328
2003-03-12,19.082500457763672
2003-03-13,19.825000762939453
2003-03-14,19.887500762939453
2003-03-17,20.274999618530273
2003-03-18,20.46500015258789
2003-03-19,20.3700008392334
2003-03-20,20.0
2003-03-21,20.25
2003-03-24,19.96500015258789
2003-03-25,19.975000381469727
2003-03-26,19.922500610351562
2003-03-27,19.5049991607666
2003-03-28,19.157499313354492
2003-03-31,18.924999237060547
2003-04-01,19.5
2003-04-02,19.8125
2003-04-03,19.667499542236328
2003-04-04,19.667499542236328
2003-04-07,19.739999771118164
2003-04-08,19.7549991607666
2003-04-09,19.475000381469727
2003-04-10,19.334999084472656
2003-04-11,19.2450008392334
2003-04-14,19.467500686645508
2003-04-15,19.592500686645508
2003-04-16,19.207500457763672
2003-04-17,19.607500076293945
2003-04-21,19.647499084472656
2003-04-22,19.672500610351562
2003-04-23,19.405000686645508
2003-04-24,18.100000381469727
2003-04-25,18.397499084472656
2003-04-28,18.842500686645508
2003-04-29,19.110000610351562
2003-04-30,19.174999237060547
2003-05-01,19.184999465942383
2003-05-02,19.1299991607666
2003-05-05,19.337499618530273
2003-05-06,19.27750015258789
2003-05-07,18.75
2003-05-08,18.69499969482422
2003-05-09,18.97249984741211
2003-05-12,19.225000381469727
2003-05-13,19.1299991607666
2003-05-14,18.897499084472656
2003-05-15,18.6875
2003-05-16,19.287500381469727
2003-05-19,18.790000915527344
2003-05-20,18.75
2003-05-21,18.895000457763672
2003-05-22,18.979999542236328
2003-05-23,19.219999313354492
2003-05-27,19.375
2003-05-28,19.94499969482422
2003-05-29,19.799999237060547
2003-05-30,19.987499237060547
2003-06-02,20.075000762939453
2003-06-03,19.84749984741211
2003-06-04,20.362499237060547
2003-06-05,20.827499389648438
2003-06-06,21.075000762939453
2003-06-09,20.739999771118164
2003-06-10,20.625
2003-06-11,20.75
2003-06-12,20.422500610351562
2003-06-13,20.412500381469727
2003-06-16,20.8174991607666
2003-06-17,21.0
2003-06-18,20.969999313354492
2003-06-19,20.292499542236328
2003-06-20,20.200000762939453
2003-06-23,19.895000457763672
2003-06-24,19.825000762939453
2003-06-25,19.857500076293945
2003-06-26,19.530000686645508
2003-06-27,19.1924991607666
2003-06-30,19.137500762939453
2003-07-01,19.1924991607666
2003-07-02,19.204999923706055
2003-07-03,19.322500228881836
2003-07-07,19.892499923706055
2003-07-08,19.625
2003-07-09,19.850000381469727
2003-07-10,19.795000076293945
2003-07-11,19.997499465942383
2003-07-14,20.572500228881836
2003-07-15,20.440000534057617
2003-07-16,20.3174991607666
2003-07-17,20.040000915527344
2003-07-18,20.135000228881836
2003-07-21,20.122499465942383
2003-07-22,20.337499618530273
2003-07-23,20.920000076293945
2003-07-24,21.3075008392334
2003-07-25,22.157499313354492
2003-07-28,22.139999389648438
2003-07-29,21.875
2003-07-30,21.537500381469727
2003-07-31,21.162500381469727
2003-08-01,21.037500381469727
2003-08-04,21.020000457763672
2003-08-05,20.9424991607666
2003-08-06,20.987499237060547
2003-08-07,20.934999465942383
2003-08-08,21.11750030517578
2003-08-11,21.362499237060547
2003-08-12,21.049999237060547
2003-08-13,20.854999542236328
2003-08-14,20.707500457763672
2003-08-15,21.139999389648438
2003-08-18,21.5
2003-08-19,22.022499084472656
2003-08-20,21.962499618530273
2003-08-21,22.0625
2003-08-22,22.149999618530273
2003-08-25,22.212499618530273
2003-08-26,21.68000030517578
2003-08-27,21.512500762939453
2003-08-28,22.087499618530273
2003-08-29,22.135000228881836
2003-09-02,22.337499618530273
2003-09-03,22.5674991607666
2003-09-04,22.412500381469727
2003-09-05,22.334999084472656
2003-09-08,22.59749984741211
2003-09-09,22.225000381469727
2003-09-10,21.977500915527344
2003-09-11,22.052499771118164
2003-09-12,22.375
2003-09-15,22.737499237060547
2003-09-16,22.547500610351562
2003-09-17,22.5575008392334
2003-09-18,23.102500915527344
2003-09-19,23.137500762939453
2003-09-22,22.959999084472656
2003-09-23,22.837499618530273
2003-09-24,22.325000762939453
2003-09-25,22.149999618530273
2003-09-26,21.875
2003-09-29,22.1200008392334
2003-09-30,21.9375
2003-10-01,22.06999969482422
2003-10-02,22.415000915527344
2003-10-03,22.625
2003-10-06,23.112499237060547
2003-10-07,23.125
2003-10-08,23.1875
2003-10-09,23.75
2003-10-10,23.829999923706055
2003-10-13,24.639999389648438
2003-10-14,24.690000534057617
2003-10-15,24.850000381469727
2003-10-16,24.4325008392334
2003-10-17,24.732500076293945
2003-10-20,24.53499984741211
2003-10-21,24.697500228881836
2003-10-22,24.0625
2003-10-23,24.112499237060547
2003-10-24,23.7450008392334
2003-10-27,23.594999313354492
2003-10-28,24.22249984741211
2003-10-29,24.200000762939453
2003-10-30,24.77750015258789
2003-10-31,24.762500762939453
2003-11-03,24.77750015258789
2003-11-04,25.0674991607666
2003-11-05,24.485000610351562
2003-11-06,24.322500228881836
2003-11-07,24.837499618530273
2003-11-10,24.3700008392334
2003-11-11,24.174999237060547
2003-11-12,24.799999237060547
2003-11-13,24.88249969482422
2003-11-14,24.612499237060547
2003-11-17,24.125
2003-11-18,23.627500534057617
2003-11-19,23.997499465942383
2003-11-20,23.36750030517578
2003-11-21,23.75
2003-11-24,23.625
2003-11-25,23.875
2003-11-26,24.565000534057617
2003-11-28,24.5625
2003-12-01,25.30500030517578
2003-12-02,24.799999237060547
2003-12-03,25.3125
2003-12-04,25.524999618530273
2003-12-05,25.610000610351562
2003-12-08,25.559999465942383
2003-12-09,26.25
2003-12-10,25.61750030517578
2003-12-11,25.375
2003-12-12,25.5625
2003-12-15,25.75
2003-12-16,25.357500076293945
2003-12-17,25.712499618530273
2003-12-18,26.125
2003-12-19,26.5049991607666
2003-12-22,26.302499771118164
2003-12-23,26.582500457763672
2003-12-24,26.797500610351562
2003-12-26,27.0
2003-12-29,27.530000686645508
2003-12-30,27.662500381469727
2003-12-31,27.827499389648438
2004-01-02,28.00749969482422
2004-01-05,28.875
2004-01-06,28.875
2004-01-07,28.139999389648438
2004-01-08,27.962499618530273
2004-01-09,27.649999618530273
2004-01-12,27.799999237060547
2004-01-13,27.452499389648438
2004-01-14,27.887500762939453
2004-01-15,26.787500381469727
2004-01-16,27.0625
2004-01-20,27.587499618530273
2004-01-21,27.475000381469727
2004-01-22,27.100000381469727
2004-01-23,26.575000762939453
2004-01-26,27.225000381469727
2004-01-27,26.962499618530273
2004-01-28,26.417499542236328
2004-01-29,26.342500686645508
2004-01-30,27.0
2004-02-02,26.40999984741211
2004-02-03,25.795000076293945
2004-02-04,25.735000610351562
2004-02-05,25.920000076293945
2004-02-06,26.112499237060547
2004-02-09,26.8075008392334
2004-02-10,26.6299991607666
2004-02-11,27.3125
2004-02-12,27.50749969482422
2004-02-13,27.799999237060547
2004-02-17,28.232500076293945
2004-02-18,28.012500762939453
2004-02-19,28.575000762939453
2004-02-20,27.604999542236328
2004-02-23,27.184999465942383
2004-02-24,27.00749969482422
2004-02-25,27.13249969482422
2004-02-26,27.55500030517578
2004-02-27,27.475000381469727
2004-03-01,28.147499084472656
2004-03-02,27.81999969482422
2004-03-03,26.975000381469727
2004-03-04,26.6875
2004-03-05,26.9950008392334
2004-03-08,27.037500381469727
2004-03-09,26.25
2004-03-10,24.662500381469727
2004-03-11,24.375
2004-03-12,25.0625
2004-03-15,24.587499618530273
2004-03-16,24.975000381469727
2004-03-17,25.397499084472656
2004-03-18,25.197500228881836
2004-03-19,24.899999618530273
2004-03-22,24.927499771118164
2004-03-23,24.712499618530273
2004-03-24,23.987499237060547
2004-03-25,24.395000457763672
2004-03-26,24.6825008392334
2004-03-29,24.959999084472656
2004-03-30,25.399999618530273
2004-03-31,25.145000457763672
2004-04-01,25.592500686645508
2004-04-02,26.325000762939453
2004-04-05,25.899999618530273
2004-04-06,25.940000534057617
2004-04-07,25.762500762939453
2004-04-08,25.662500381469727
2004-04-12,25.795000076293945
2004-04-13,25.212499618530273
2004-04-14,24.037500381469727
2004-04-15,24.137500762939453
2004-04-16,24.737499237060547
2004-04-19,24.712499618530273
2004-04-20,24.040000915527344
2004-04-21,23.112499237060547
2004-04-22,23.270000457763672
2004-04-23,23.337499618530273
2004-04-26,23.302499771118164
2004-04-27,23.3700008392334
2004-04-28,22.235000610351562
2004-04-29,22.452499389648438
2004-04-30,22.399999618530273
2004-05-03,22.702499389648438
2004-05-04,23.114999771118164
2004-05-05,23.27750015258789
2004-05-06,22.950000762939453
2004-05-07,22.537500381469727
2004-05-10,22.059999465942383
2004-05-11,22.3799991607666
2004-05-12,22.610000610351562
2004-05-13,22.462499618530273
2004-05-14,21.604999542236328
2004-05-17,21.712499618530273
2004-05-18,22.21500015258789
2004-05-19,22.649999618530273
2004-05-20,22.260000228881836
2004-05-21,23.272499084472656
2004-05-24,23.3125
2004-05-25,23.899999618530273
2004-05-26,24.012500762939453
2004-05-27,24.434999465942383
2004-05-28,24.395000457763672
2004-06-01,24.3799991607666
2004-06-02,24.227500915527344
2004-06-03,23.752500534057617
2004-06-04,24.27750015258789
2004-06-07,24.815000534057617
2004-06-08,24.662500381469727
2004-06-09,23.792499542236328
2004-06-10,23.959999084472656
2004-06-14,23.49250030517578
2004-06-15,23.737499237060547
2004-06-16,23.520000457763672
2004-06-17,23.934999465942383
2004-06-18,24.247499465942383
2004-06-21,23.815000534057617
2004-06-22,23.717500686645508
2004-06-23,23.850000381469727
2004-06-24,24.469999313354492
2004-06-25,24.575000762939453
2004-06-28,24.375
2004-06-29,24.260000228881836
2004-06-30,24.512500762939453
2004-07-01,24.25749969482422
2004-07-02,24.450000762939453
2004-07-06,24.662500381469727
2004-07-07,25.15999984741211
2004-07-08,25.297500610351562
2004-07-09,25.579999923706055
2004-07-12,25.707500457763672
2004-07-13,25.6924991607666
2004-07-14,25.700000762939453
2004-07-15,25.864999771118164
2004-07-16,26.55500030517578
2004-07-19,26.18000030517578
2004-07-20,25.69499969482422
2004-07-21,25.237499237060547
2004-07-22,25.219999313354492
2004-07-23,24.329999923706055
2004-07-26,24.625
2004-07-27,24.872499465942383
2004-07-28,25.315000534057617
2004-07-29,25.81999969482422
2004-07-30,26.21500015258789
2004-08-02,26.100000381469727
2004-08-03,26.25
2004-08-04,26.4424991607666
2004-08-05,25.852500915527344
2004-08-06,25.524999618530273
2004-08-09,25.662500381469727
2004-08-10,25.739999771118164
2004-08-11,25.11750030517578
2004-08-12,25.1200008392334
2004-08-13,25.112499237060547
2004-08-16,25.729999542236328
2004-08-17,25.637500762939453
2004-08-18,25.424999237060547
2004-08-19,25.747499465942383
2004-08-20,26.19499969482422
2004-08-23,25.727500915527344
2004-08-24,25.162500381469727
2004-08-25,25.100000381469727
2004-08-26,25.3125
2004-08-27,25.34749984741211
2004-08-30,25.100000381469727
2004-08-31,25.395000457763672
2004-09-01,25.225000381469727
2004-09-02,25.34749984741211
2004-09-03,24.895000457763672
2004-09-07,24.59000015258789
2004-09-08,24.69499969482422
2004-09-09,24.512500762939453
2004-09-10,24.532499313354492
2004-09-13,24.84000015258789
2004-09-14,25.024999618530273
2004-09-15,25.024999618530273
2004-09-16,25.482500076293945
2004-09-17,26.15250015258789
2004-09-20,25.987499237060547
2004-09-21,26.2549991607666
2004-09-22,26.139999389648438
2004-09-23,25.96500015258789
2004-09-24,26.06999969482422
2004-09-27,25.922500610351562
2004-09-28,27.037500381469727
2004-09-29,27.052499771118164
2004-09-30,27.162500381469727
2004-10-01,27.545000076293945
2004-10-04,27.077499389648438
2004-10-05,27.299999237060547
2004-10-06,27.920000076293945
2004-10-07,27.795000076293945
2004-10-08,27.655000686645508
2004-10-11,27.649999618530273
2004-10-12,27.049999237060547
2004-10-13,26.02750015258789
2004-10-14,26.302499771118164
2004-10-15,26.729999542236328
2004-10-18,26.459999084472656
2004-10-19,25.8700008392334
2004-10-20,26.0625
2004-10-21,26.674999237060547
2004-10-22,26.49250030517578
2004-10-25,26.704999923706055
2004-10-26,26.969999313354492
2004-10-27,27.15999984741211
2004-10-28,26.09000015258789
2004-10-29,26.575000762939453
2004-11-01,26.712499618530273
2004-11-02,26.44499969482422
