,WPP
1998-11-30,27.75
1998-12-01,28.0625
1998-12-02,28.125
1998-12-03,27.625
1998-12-04,28.375
1998-12-07,29.46875
1998-12-08,28.75
1998-12-09,28.9375
1998-12-10,28.1875
1998-12-11,27.25
1998-12-14,27.625
1998-12-15,28.0625
1998-12-16,29.4375
1998-12-17,28.875
1998-12-18,29.15625
1998-12-21,30.0625
1998-12-22,30.75
1998-12-23,32.375
1998-12-24,32.0
1998-12-28,31.625
1998-12-29,31.46875
1998-12-30,31.375
1998-12-31,30.875
1999-01-04,30.4375
1999-01-05,31.25
1999-01-06,33.75
1999-01-07,33.59375
1999-01-08,34.75
1999-01-11,34.75
1999-01-12,35.375
1999-01-13,33.8125
1999-01-14,33.28125
1999-01-15,34.34375
1999-01-19,34.1875
1999-01-20,33.25
1999-01-21,34.6875
1999-01-22,34.5625
1999-01-25,34.1875
1999-01-26,35.0
1999-01-27,35.1875
1999-01-28,35.875
1999-01-29,37.40625
1999-02-01,37.5
1999-02-02,37.5
1999-02-03,38.0625
1999-02-04,37.875
1999-02-05,38.90625
1999-02-08,37.9375
1999-02-09,37.25
1999-02-10,36.75
1999-02-11,36.75
1999-02-12,38.0
1999-02-16,39.5
1999-02-17,37.6875
1999-02-18,38.75
1999-02-19,38.625
1999-02-22,37.96875
1999-02-23,38.75
1999-02-24,38.875
1999-02-25,39.125
1999-02-26,39.8125
1999-03-01,40.25
1999-03-02,40.5
1999-03-03,41.0
1999-03-04,40.8125
1999-03-05,40.75
1999-03-08,42.40625
1999-03-09,44.375
1999-03-10,43.125
1999-03-11,43.875
1999-03-12,42.9375
1999-03-15,43.25
1999-03-16,43.0
1999-03-17,42.6875
1999-03-18,43.0
1999-03-19,42.875
1999-03-22,42.6875
1999-03-23,42.125
1999-03-24,40.75
1999-03-25,40.5
1999-03-26,39.4375
1999-03-29,41.75
1999-03-30,41.75
1999-03-31,43.25
1999-04-01,43.4375
1999-04-05,43.5
1999-04-06,41.625
1999-04-07,42.0625
1999-04-08,42.25
1999-04-09,41.8125
1999-04-12,41.875
1999-04-13,42.75
1999-04-14,42.625
1999-04-15,41.5
1999-04-16,42.625
1999-04-19,42.25
1999-04-20,40.25
1999-04-21,41.25
1999-04-22,44.25
1999-04-23,46.0
1999-04-26,45.75
1999-04-27,45.9375
1999-04-28,44.75
1999-04-29,44.125
1999-04-30,43.875
1999-05-03,43.75
1999-05-04,42.4375
1999-05-05,42.625
1999-05-06,43.5
1999-05-07,43.75
1999-05-10,43.9375
1999-05-11,45.5625
1999-05-12,44.46875
1999-05-13,45.0
1999-05-14,44.4375
1999-05-17,43.125
1999-05-18,42.5625
1999-05-19,42.8125
1999-05-20,43.0
1999-05-21,42.375
1999-05-24,41.0
1999-05-25,41.6875
1999-05-26,41.875
1999-05-27,41.0
1999-05-28,40.8125
1999-06-01,39.75
1999-06-02,40.25
1999-06-03,41.75
1999-06-04,41.5
1999-06-07,41.75
1999-06-08,41.6875
1999-06-09,40.8125
1999-06-10,40.0625
1999-06-11,41.25
1999-06-14,42.4375
1999-06-15,43.03125
1999-06-16,42.28125
1999-06-17,43.4375
1999-06-18,43.125
1999-06-21,44.0
1999-06-22,43.0
1999-06-23,43.0
1999-06-24,42.8125
1999-06-25,42.6875
1999-06-28,43.5
1999-06-29,42.875
1999-06-30,42.875
1999-07-01,42.6875
1999-07-02,43.5
1999-07-06,46.8125
1999-07-07,46.1875
1999-07-08,45.3125
1999-07-09,45.125
1999-07-12,46.0625
1999-07-13,46.0625
1999-07-14,45.6875
1999-07-15,46.3125
1999-07-16,46.125
1999-07-19,44.9375
1999-07-20,45.4375
1999-07-21,44.5
1999-07-22,46.0
1999-07-23,45.0625
1999-07-26,44.0625
1999-07-27,43.5625
1999-07-28,44.0
1999-07-29,43.875
1999-07-30,44.75
1999-08-02,45.1875
1999-08-03,46.5625
1999-08-04,47.4375
1999-08-05,48.5625
1999-08-06,48.375
1999-08-09,48.59375
1999-08-10,47.125
1999-08-11,45.875
1999-08-12,45.5
1999-08-13,47.3125
1999-08-16,47.0
1999-08-17,47.125
1999-08-18,46.75
1999-08-19,47.625
1999-08-20,47.1875
1999-08-23,46.8125
1999-08-24,46.5625
1999-08-25,47.0
1999-08-26,47.375
1999-08-27,47.5
1999-08-30,47.375
1999-08-31,46.96875
1999-09-01,48.0625
1999-09-02,48.1875
1999-09-03,49.875
1999-09-07,49.0
1999-09-08,49.28125
1999-09-09,50.25
1999-09-10,50.4375
1999-09-13,49.8125
1999-09-14,49.25
1999-09-15,48.625
1999-09-16,46.1875
1999-09-17,47.25
1999-09-20,45.984375
1999-09-21,46.53125
1999-09-22,46.625
1999-09-23,46.375
1999-09-24,46.375
1999-09-27,47.1875
1999-09-28,46.875
1999-09-29,45.625
1999-09-30,46.5
1999-10-01,47.875
1999-10-04,47.5
1999-10-05,48.5
1999-10-06,48.0625
1999-10-07,48.25
1999-10-08,48.3125
1999-10-11,51.0625
1999-10-12,51.25
1999-10-13,50.875
1999-10-14,51.5
1999-10-15,50.75
1999-10-18,51.25
1999-10-19,52.375
1999-10-20,53.0
1999-10-21,52.5
1999-10-22,55.75
1999-10-25,56.1875
1999-10-26,53.3125
1999-10-27,51.375
1999-10-28,53.0
1999-10-29,54.9375
1999-11-01,55.5
1999-11-02,55.375
1999-11-03,57.375
1999-11-04,59.25
1999-11-05,59.9375
1999-11-08,61.4375
1999-11-09,61.25
1999-11-10,60.84375
1999-11-11,62.875
1999-11-12,65.5
1999-11-15,66.5
1999-11-16,66.625
1999-11-17,68.125
1999-11-18,68.125
1999-11-19,62.625
1999-11-22,67.5
1999-11-23,70.75
1999-11-24,70.0
1999-11-26,71.25
1999-11-29,70.0
1999-11-30,72.5
1999-12-01,71.5
1999-12-02,72.625
1999-12-03,77.125
1999-12-06,79.5625
1999-12-07,78.75
1999-12-08,78.75
1999-12-09,75.9375
1999-12-10,74.5
1999-12-13,74.1875
1999-12-14,74.5
1999-12-15,73.25
1999-12-16,75.5
1999-12-17,74.0
1999-12-20,75.0
1999-12-21,76.5
1999-12-22,79.0
1999-12-23,79.0
1999-12-27,79.75
1999-12-28,80.625
1999-12-29,80.375
1999-12-30,80.375
1999-12-31,83.125
2000-01-03,78.5
2000-01-04,78.375
2000-01-05,73.75
2000-01-06,70.125
2000-01-07,73.9375
2000-01-10,78.75
2000-01-11,78.0
2000-01-12,79.875
2000-01-13,82.6875
2000-01-14,86.75
2000-01-18,89.0
2000-01-19,86.625
2000-01-20,86.3125
2000-01-21,82.0
2000-01-24,88.1875
2000-01-25,85.8125
2000-01-26,86.375
2000-01-27,86.5
2000-01-28,82.125
2000-01-31,81.0
2000-02-01,86.5
2000-02-02,88.0
2000-02-03,89.0
2000-02-04,88.25
2000-02-07,89.5
2000-02-08,95.625
2000-02-09,101.5
2000-02-10,96.0
2000-02-11,92.5
2000-02-14,91.625
2000-02-15,91.875
2000-02-16,91.0
2000-02-17,82.125
2000-02-18,84.0
2000-02-22,84.0
2000-02-23,90.0
2000-02-24,90.25
2000-02-25,92.75
2000-02-28,95.75
2000-02-29,99.0
2000-03-01,101.0
2000-03-02,102.5
2000-03-03,102.5625
2000-03-06,102.5
2000-03-07,96.5625
2000-03-08,97.625
2000-03-09,97.0
2000-03-10,97.75
2000-03-13,94.0625
2000-03-14,91.0
2000-03-15,87.875
2000-03-16,85.375
2000-03-17,87.75
2000-03-20,84.0
2000-03-21,85.5
2000-03-22,85.5
2000-03-23,86.125
2000-03-24,84.0
2000-03-27,84.0
2000-03-28,83.25
2000-03-29,82.0
2000-03-30,82.625
2000-03-31,86.75
2000-04-03,80.5
2000-04-04,75.484375
2000-04-05,78.25
2000-04-06,85.5
2000-04-07,84.0
2000-04-10,84.625
2000-04-11,83.625
2000-04-12,77.5
2000-04-13,78.625
2000-04-14,68.9375
2000-04-17,67.25
2000-04-18,67.0
2000-04-19,68.0
2000-04-20,71.375
2000-04-24,68.0625
2000-04-25,75.75
2000-04-26,79.625
2000-04-27,78.0
2000-04-28,77.375
2000-05-01,79.25
2000-05-02,83.75
2000-05-03,79.0
2000-05-04,81.0
2000-05-05,75.5
2000-05-08,66.875
2000-05-09,63.25
2000-05-10,61.9375
2000-05-11,63.5
2000-05-12,60.0
2000-05-15,59.75
2000-05-16,60.375
2000-05-17,59.9375
2000-05-18,59.625
2000-05-19,58.625
2000-05-22,58.375
2000-05-23,57.0625
2000-05-24,57.3125
2000-05-25,57.125
2000-05-26,56.5
2000-05-30,60.0
2000-05-31,60.5625
2000-06-01,62.625
2000-06-02,67.125
2000-06-05,68.625
2000-06-06,69.375
2000-06-07,68.0625
2000-06-08,68.375
2000-06-09,65.8125
2000-06-12,66.0625
2000-06-13,67.0
2000-06-14,68.0625
2000-06-15,69.265625
2000-06-16,72.875
2000-06-19,73.125
2000-06-20,75.4375
2000-06-21,75.0
2000-06-22,73.0
2000-06-23,71.8125
2000-06-26,71.875
2000-06-27,70.75
2000-06-28,69.875
2000-06-29,71.625
2000-06-30,72.625
2000-07-03,72.3125
2000-07-05,72.75
2000-07-06,73.375
2000-07-07,72.25
2000-07-10,70.5
2000-07-11,69.875
2000-07-12,71.5625
2000-07-13,71.015625
2000-07-14,71.3125
2000-07-17,70.625
2000-07-18,70.875
2000-07-19,69.5625
2000-07-20,70.625
2000-07-21,72.25
2000-07-24,71.59375
2000-07-25,71.125
2000-07-26,69.1875
2000-07-27,67.75
2000-07-28,68.25
2000-07-31,69.0
2000-08-01,69.0
2000-08-02,68.375
2000-08-03,67.125
2000-08-04,68.75
2000-08-07,68.0
2000-08-08,69.0
2000-08-09,68.5
2000-08-10,68.0
2000-08-11,68.0
2000-08-14,68.0625
2000-08-15,66.984375
2000-08-16,66.5
2000-08-17,65.6875
2000-08-18,64.8125
2000-08-21,64.0625
2000-08-22,62.3125
2000-08-23,63.5
2000-08-24,63.5
2000-08-25,64.6875
2000-08-28,65.0
2000-08-29,65.25
2000-08-30,66.875
2000-08-31,70.625
2000-09-01,73.125
2000-09-05,70.5625
2000-09-06,68.875
2000-09-07,69.0625
2000-09-08,67.5
2000-09-11,67.8125
2000-09-12,64.25
2000-09-13,63.703125
2000-09-14,64.3125
2000-09-15,63.875
2000-09-18,62.0
2000-09-19,63.125
2000-09-20,61.375
2000-09-21,59.5625
2000-09-22,60.0
2000-09-25,60.375
2000-09-26,59.8125
2000-09-27,61.0
2000-09-28,59.96875
2000-09-29,59.3125
2000-10-02,58.5625
2000-10-03,57.625
2000-10-04,57.625
2000-10-05,56.1875
2000-10-06,53.375
2000-10-09,54.125
2000-10-10,54.75
2000-10-11,50.25
2000-10-12,52.125
2000-10-13,57.5
2000-10-16,59.4375
2000-10-17,56.25
2000-10-18,56.625
2000-10-19,59.5
2000-10-20,60.625
2000-10-23,62.0625
2000-10-24,64.625
2000-10-25,60.1875
2000-10-26,61.875
2000-10-27,61.8125
2000-10-30,63.875
2000-10-31,66.875
2000-11-01,64.5
2000-11-02,65.25
2000-11-03,64.875
2000-11-06,63.875
2000-11-07,62.5
2000-11-08,62.5
2000-11-09,59.5
2000-11-10,56.25
2000-11-13,56.6875
2000-11-14,58.375
2000-11-15,61.0
2000-11-16,59.15625
2000-11-17,60.0
2000-11-20,59.0
2000-11-21,56.75
2000-11-22,53.25
2000-11-24,57.6875
2000-11-27,55.625
2000-11-28,54.875
2000-11-29,54.625
2000-11-30,53.4375
2000-12-01,54.125
2000-12-04,57.359375
2000-12-05,62.125
2000-12-06,63.4375
2000-12-07,62.0
2000-12-08,65.25
2000-12-11,67.453125
2000-12-12,64.5
2000-12-13,65.375
2000-12-14,63.4375
2000-12-15,59.9375
2000-12-18,63.3125
2000-12-19,62.5
2000-12-20,59.125
2000-12-21,59.25
2000-12-22,60.25
2000-12-26,61.0
2000-12-27,61.5
2000-12-28,61.3125
2000-12-29,62.8125
2001-01-02,60.9375
2001-01-03,62.25
2001-01-04,64.375
2001-01-05,64.4375
2001-01-08,65.0625
2001-01-09,64.9375
2001-01-10,64.484375
2001-01-11,60.5
2001-01-12,61.0625
2001-01-16,59.0
2001-01-17,62.6875
2001-01-18,64.25
2001-01-19,65.3125
2001-01-22,63.125
2001-01-23,62.0625
2001-01-24,64.625
2001-01-25,64.0
2001-01-26,62.25
2001-01-29,63.375
2001-01-30,63.5
2001-01-31,63.6875
2001-02-01,65.0
2001-02-02,63.234375
2001-02-05,63.1875
2001-02-06,63.1875
2001-02-07,62.1875
2001-02-08,61.3125
2001-02-09,59.921875
2001-02-12,60.5
2001-02-13,58.5625
2001-02-14,59.75
2001-02-15,59.859375
2001-02-16,58.25
2001-02-20,60.0625
2001-02-21,59.875
2001-02-22,60.171875
2001-02-23,60.625
2001-02-26,62.375
2001-02-27,60.9375
2001-02-28,59.0
2001-03-01,59.75
2001-03-02,60.53125
2001-03-05,61.0625
2001-03-06,62.625
2001-03-07,62.3125
2001-03-08,64.0
2001-03-09,60.6875
2001-03-12,59.625
2001-03-13,59.0
2001-03-14,57.125
2001-03-15,58.4375
2001-03-16,57.0
2001-03-19,57.0
2001-03-20,55.3125
2001-03-21,54.125
2001-03-22,51.5
2001-03-23,51.75
2001-03-26,55.5
2001-03-27,56.0
2001-03-28,52.5
2001-03-29,51.875
2001-03-30,53.6875
2001-04-02,52.25
2001-04-03,49.25
2001-04-04,48.0
2001-04-05,51.5625
2001-04-06,49.1875
2001-04-09,50.66999816894531
2001-04-10,51.5
2001-04-11,51.0
2001-04-12,50.150001525878906
2001-04-16,50.20000076293945
2001-04-17,52.5
2001-04-18,57.599998474121094
2001-04-19,61.459999084472656
2001-04-20,59.5
2001-04-23,58.290000915527344
2001-04-24,57.400001525878906
2001-04-25,58.099998474121094
2001-04-26,57.79999923706055
2001-04-27,58.630001068115234
2001-04-30,59.900001525878906
2001-05-01,60.0
2001-05-02,59.77000045776367
2001-05-03,58.81999969482422
2001-05-04,59.93000030517578
2001-05-07,59.52000045776367
2001-05-08,60.099998474121094
2001-05-09,59.59000015258789
2001-05-10,59.29999923706055
2001-05-11,58.63999938964844
2001-05-14,57.599998474121094
2001-05-15,58.0
2001-05-16,56.79999923706055
2001-05-17,56.13999938964844
2001-05-18,55.5099983215332
2001-05-21,59.20000076293945
2001-05-22,61.77000045776367
2001-05-23,58.650001525878906
2001-05-24,57.70000076293945
2001-05-25,57.31999969482422
2001-05-29,57.58000183105469
2001-05-30,55.650001525878906
2001-05-31,54.13999938964844
2001-06-01,53.9900016784668
2001-06-04,53.91999816894531
2001-06-05,55.0099983215332
2001-06-06,55.220001220703125
2001-06-07,54.650001525878906
2001-06-08,53.630001068115234
2001-06-11,52.4900016784668
2001-06-12,50.95000076293945
2001-06-13,49.25
2001-06-14,47.0
2001-06-15,46.20000076293945
2001-06-18,46.61000061035156
2001-06-19,46.38999938964844
2001-06-20,44.5
2001-06-21,47.099998474121094
2001-06-22,46.560001373291016
2001-06-25,47.54999923706055
2001-06-26,48.02000045776367
2001-06-27,48.650001525878906
2001-06-28,50.650001525878906
2001-06-29,50.25
2001-07-02,51.25
2001-07-03,49.310001373291016
2001-07-05,46.189998626708984
2001-07-06,45.61000061035156
2001-07-09,47.4900016784668
2001-07-10,46.9900016784668
2001-07-11,46.65999984741211
2001-07-12,49.369998931884766
2001-07-13,50.560001373291016
2001-07-16,50.0
2001-07-17,50.439998626708984
2001-07-18,50.900001525878906
2001-07-19,48.77000045776367
2001-07-20,49.189998626708984
2001-07-23,49.0
2001-07-24,48.25
2001-07-25,49.29999923706055
2001-07-26,50.77000045776367
2001-07-27,50.18000030517578
2001-07-30,50.5
2001-07-31,52.2599983215332
2001-08-01,52.7400016784668
2001-08-02,54.25
2001-08-03,52.65999984741211
2001-08-06,51.68000030517578
2001-08-07,51.900001525878906
2001-08-08,51.619998931884766
2001-08-09,49.06999969482422
2001-08-10,48.380001068115234
2001-08-13,48.810001373291016
2001-08-14,49.470001220703125
2001-08-15,48.880001068115234
2001-08-16,48.130001068115234
2001-08-17,46.75
2001-08-20,48.04999923706055
2001-08-21,50.0
2001-08-22,50.099998474121094
2001-08-23,50.220001220703125
2001-08-24,52.06999969482422
2001-08-27,51.70000076293945
2001-08-28,51.209999084472656
2001-08-29,49.84000015258789
2001-08-30,49.5
2001-08-31,49.470001220703125
2001-09-04,49.279998779296875
2001-09-05,49.40999984741211
2001-09-06,46.5
2001-09-07,46.86000061035156
2001-09-10,47.5099983215332
2001-09-17,41.939998626708984
2001-09-18,38.47999954223633
2001-09-19,37.20000076293945
2001-09-20,35.380001068115234
2001-09-21,37.0
2001-09-24,38.400001525878906
2001-09-25,37.45000076293945
2001-09-26,36.31999969482422
2001-09-27,39.25
2001-09-28,36.869998931884766
2001-10-01,36.22999954223633
2001-10-02,34.5
2001-10-03,35.209999084472656
2001-10-04,36.0
2001-10-05,36.970001220703125
2001-10-08,38.45000076293945
2001-10-09,39.0099983215332
2001-10-10,39.95000076293945
2001-10-11,40.810001373291016
2001-10-12,40.599998474121094
2001-10-15,39.33000183105469
2001-10-16,38.43000030517578
2001-10-17,37.86000061035156
2001-10-18,36.599998474121094
2001-10-19,35.5
2001-10-22,37.95000076293945
2001-10-23,40.52000045776367
2001-10-24,39.220001220703125
2001-10-25,42.189998626708984
2001-10-26,45.310001373291016
2001-10-29,43.08000183105469
2001-10-30,42.349998474121094
2001-10-31,44.400001525878906
2001-11-01,45.5
2001-11-02,47.88999938964844
2001-11-05,48.349998474121094
2001-11-06,47.97999954223633
2001-11-07,46.689998626708984
2001-11-08,48.95000076293945
2001-11-09,49.0
2001-11-12,48.75
2001-11-13,50.709999084472656
2001-11-14,52.099998474121094
2001-11-15,53.25
2001-11-16,51.45000076293945
2001-11-19,51.9900016784668
2001-11-20,50.34000015258789
2001-11-21,47.70000076293945
2001-11-23,49.439998626708984
2001-11-26,53.04999923706055
2001-11-27,51.650001525878906
2001-11-28,49.79999923706055
2001-11-29,49.599998474121094
2001-11-30,49.279998779296875
2001-12-03,46.70000076293945
2001-12-04,48.290000915527344
2001-12-05,51.38999938964844
2001-12-06,53.25
2001-12-07,52.900001525878906
2001-12-10,50.599998474121094
2001-12-11,51.20000076293945
2001-12-12,51.630001068115234
2001-12-13,49.150001525878906
2001-12-14,49.45000076293945
2001-12-17,51.709999084472656
2001-12-18,53.560001373291016
2001-12-19,52.54999923706055
2001-12-20,50.90999984741211
2001-12-21,51.70000076293945
2001-12-24,51.52000045776367
2001-12-26,52.880001068115234
2001-12-27,53.4900016784668
2001-12-28,53.59000015258789
2001-12-31,53.900001525878906
2002-01-02,54.150001525878906
2002-01-03,54.52000045776367
2002-01-04,57.29999923706055
2002-01-07,57.560001373291016
2002-01-08,56.220001220703125
2002-01-09,54.599998474121094
2002-01-10,53.060001373291016
2002-01-11,52.63999938964844
2002-01-14,52.630001068115234
2002-01-15,54.0
2002-01-16,51.97999954223633
2002-01-17,52.189998626708984
2002-01-18,51.599998474121094
2002-01-22,50.70000076293945
2002-01-23,48.95000076293945
2002-01-24,50.0099983215332
2002-01-25,49.75
2002-01-28,50.09000015258789
2002-01-29,48.70000076293945
2002-01-30,48.880001068115234
2002-01-31,49.900001525878906
2002-02-01,48.849998474121094
2002-02-04,46.63999938964844
2002-02-05,46.349998474121094
2002-02-06,46.59000015258789
2002-02-07,47.36000061035156
2002-02-08,49.81999969482422
2002-02-11,49.959999084472656
2002-02-12,48.52000045776367
2002-02-13,48.650001525878906
2002-02-14,50.0099983215332
2002-02-15,50.31999969482422
2002-02-19,48.16999816894531
2002-02-20,50.95000076293945
2002-02-21,49.25
2002-02-22,50.0
2002-02-25,51.869998931884766
2002-02-26,53.54999923706055
2002-02-27,54.0
2002-02-28,52.810001373291016
2002-03-01,53.79999923706055
2002-03-04,56.0
2002-03-05,55.20000076293945
2002-03-06,57.16999816894531
2002-03-07,56.5
2002-03-08,57.150001525878906
2002-03-11,55.540000915527344
2002-03-12,54.04999923706055
2002-03-13,52.25
2002-03-14,52.900001525878906
2002-03-15,55.22999954223633
2002-03-18,56.47999954223633
2002-03-19,55.650001525878906
2002-03-20,55.279998779296875
2002-03-21,55.63999938964844
2002-03-22,57.2599983215332
2002-03-25,55.599998474121094
2002-03-26,55.59000015258789
2002-03-27,56.900001525878906
2002-03-28,56.459999084472656
2002-04-01,56.959999084472656
2002-04-02,57.04999923706055
2002-04-03,56.40999984741211
2002-04-04,56.279998779296875
2002-04-05,57.34000015258789
2002-04-08,57.599998474121094
2002-04-09,57.4900016784668
2002-04-10,57.849998474121094
2002-04-11,57.0099983215332
2002-04-12,58.5
2002-04-15,56.65999984741211
2002-04-16,58.29999923706055
2002-04-17,58.02000045776367
2002-04-18,58.09000015258789
2002-04-19,57.34000015258789
2002-04-22,55.459999084472656
2002-04-23,54.279998779296875
2002-04-24,53.400001525878906
2002-04-25,54.599998474121094
2002-04-26,53.16999816894531
2002-04-29,52.369998931884766
2002-04-30,52.939998626708984
2002-05-01,53.380001068115234
2002-05-02,53.52000045776367
2002-05-03,52.88999938964844
2002-05-06,52.15999984741211
2002-05-07,52.70000076293945
2002-05-08,54.5
2002-05-09,54.0
2002-05-10,54.0099983215332
2002-05-13,54.75
2002-05-14,55.70000076293945
2002-05-15,56.43000030517578
2002-05-16,56.31999969482422
2002-05-17,55.59000015258789
2002-05-20,54.380001068115234
2002-05-21,54.34000015258789
2002-05-22,54.7400016784668
2002-05-23,54.83000183105469
2002-05-24,54.099998474121094
2002-05-28,52.220001220703125
2002-05-29,52.63999938964844
2002-05-30,51.36000061035156
2002-05-31,51.689998626708984
2002-06-03,51.130001068115234
2002-06-04,50.900001525878906
2002-06-05,50.86000061035156
2002-06-06,50.0
2002-06-07,50.95000076293945
2002-06-10,50.849998474121094
2002-06-11,50.5099983215332
2002-06-12,47.29999923706055
2002-06-13,45.310001373291016
2002-06-14,45.58000183105469
2002-06-17,47.119998931884766
2002-06-18,46.45000076293945
2002-06-19,45.34000015258789
2002-06-20,43.75
2002-06-21,44.0
2002-06-24,43.38999938964844
2002-06-25,42.34000015258789
2002-06-26,43.54999923706055
2002-06-27,42.79999923706055
2002-06-28,44.08000183105469
2002-07-01,41.45000076293945
2002-07-02,41.209999084472656
2002-07-03,39.45000076293945
2002-07-05,42.86000061035156
2002-07-08,41.0
2002-07-09,40.209999084472656
2002-07-10,39.630001068115234
2002-07-11,40.4900016784668
2002-07-12,38.619998931884766
2002-07-15,39.16999816894531
2002-07-16,38.349998474121094
2002-07-17,39.0099983215332
2002-07-18,39.060001373291016
2002-07-19,37.5
2002-07-22,35.88999938964844
2002-07-23,34.7599983215332
2002-07-24,36.70000076293945
2002-07-25,34.70000076293945
2002-07-26,35.04999923706055
2002-07-29,39.43000030517578
2002-07-30,39.06999969482422
2002-07-31,38.2400016784668
2002-08-01,35.79999923706055
2002-08-02,34.5099983215332
2002-08-05,32.09000015258789
2002-08-06,34.7400016784668
2002-08-07,34.900001525878906
2002-08-08,36.04999923706055
2002-08-09,36.20000076293945
2002-08-12,36.33000183105469
2002-08-13,34.43000030517578
2002-08-14,35.91999816894531
2002-08-15,36.06999969482422
2002-08-16,36.060001373291016
2002-08-19,38.150001525878906
2002-08-20,35.83000183105469
2002-08-21,35.90999984741211
2002-08-22,36.150001525878906
2002-08-23,35.439998626708984
2002-08-26,36.79999923706055
2002-08-27,37.70000076293945
2002-08-28,36.56999969482422
2002-08-29,37.689998626708984
2002-08-30,36.97999954223633
2002-09-03,34.540000915527344
2002-09-04,35.68000030517578
2002-09-05,34.7599983215332
2002-09-06,36.189998626708984
2002-09-09,35.91999816894531
2002-09-10,35.83000183105469
2002-09-11,36.43000030517578
2002-09-12,34.939998626708984
2002-09-13,34.16999816894531
2002-09-16,34.02000045776367
2002-09-17,33.709999084472656
2002-09-18,33.20000076293945
2002-09-19,30.520000457763672
2002-09-20,32.599998474121094
2002-09-23,32.43000030517578
2002-09-24,31.239999771118164
2002-09-25,32.880001068115234
2002-09-26,33.900001525878906
2002-09-27,33.56999969482422
2002-09-30,34.099998474121094
2002-10-01,34.45000076293945
2002-10-02,32.81999969482422
2002-10-03,31.90999984741211
2002-10-04,32.279998779296875
2002-10-07,31.110000610351562
2002-10-08,31.670000076293945
2002-10-09,30.15999984741211
2002-10-10,32.38999938964844
2002-10-11,34.119998931884766
2002-10-14,34.880001068115234
2002-10-15,37.9900016784668
2002-10-16,36.09000015258789
2002-10-17,35.900001525878906
2002-10-18,35.0
2002-10-21,34.52000045776367
2002-10-22,35.88999938964844
2002-10-23,35.90999984741211
2002-10-24,33.41999816894531
2002-10-25,34.18000030517578
2002-10-28,34.11000061035156
2002-10-29,33.75
2002-10-30,33.56999969482422
2002-10-31,33.95000076293945
2002-11-01,33.88999938964844
2002-11-04,35.689998626708984
2002-11-05,36.119998931884766
2002-11-06,36.38999938964844
2002-11-07,35.959999084472656
2002-11-08,36.09000015258789
2002-11-11,34.18000030517578
2002-11-12,34.779998779296875
2002-11-13,34.27000045776367
2002-11-14,35.63999938964844
2002-11-15,37.15999984741211
2002-11-18,38.060001373291016
2002-11-19,36.56999969482422
2002-11-20,36.63999938964844
2002-11-21,39.0
2002-11-22,38.88999938964844
2002-11-25,37.86000061035156
2002-11-26,36.630001068115234
2002-11-27,39.18000030517578
2002-11-29,41.619998931884766
2002-12-02,42.75
2002-12-03,40.56999969482422
2002-12-04,39.970001220703125
2002-12-05,39.40999984741211
2002-12-06,39.150001525878906
2002-12-09,37.75
2002-12-10,38.439998626708984
2002-12-11,38.7599983215332
2002-12-12,37.880001068115234
2002-12-13,36.790000915527344
2002-12-16,38.369998931884766
2002-12-17,37.25
2002-12-18,36.43000030517578
2002-12-19,37.45000076293945
2002-12-20,37.56999969482422
2002-12-23,37.65999984741211
2002-12-24,38.11000061035156
2002-12-26,38.5
2002-12-27,36.779998779296875
2002-12-30,37.29999923706055
2002-12-31,37.880001068115234
2003-01-02,39.20000076293945
2003-01-03,39.349998474121094
2003-01-06,40.060001373291016
2003-01-07,38.84000015258789
2003-01-08,37.060001373291016
2003-01-09,37.02000045776367
2003-01-10,38.209999084472656
2003-01-13,37.619998931884766
2003-01-14,37.970001220703125
2003-01-15,37.0
2003-01-16,36.459999084472656
2003-01-17,36.5
2003-01-21,34.29999923706055
2003-01-22,33.720001220703125
2003-01-23,34.27000045776367
2003-01-24,34.22999954223633
2003-01-27,34.13999938964844
2003-01-28,34.34000015258789
2003-01-29,33.81999969482422
2003-01-30,34.310001373291016
2003-01-31,35.61000061035156
2003-02-03,36.08000183105469
2003-02-04,35.25
2003-02-05,34.45000076293945
2003-02-06,34.13999938964844
2003-02-07,33.439998626708984
2003-02-10,33.33000183105469
2003-02-11,32.95000076293945
2003-02-12,31.639999389648438
2003-02-13,30.90999984741211
2003-02-14,31.06999969482422
2003-02-18,31.649999618530273
2003-02-19,31.149999618530273
2003-02-20,31.280000686645508
2003-02-21,32.09000015258789
2003-02-24,31.290000915527344
2003-02-25,30.700000762939453
2003-02-26,29.450000762939453
2003-02-27,29.799999237060547
2003-02-28,30.670000076293945
2003-03-03,31.520000457763672
2003-03-04,30.799999237060547
2003-03-05,30.5
2003-03-06,29.600000381469727
2003-03-07,29.31999969482422
2003-03-10,27.420000076293945
2003-03-11,26.760000228881836
2003-03-12,26.739999771118164
2003-03-13,28.670000076293945
2003-03-14,28.8799991607666
2003-03-17,30.15999984741211
2003-03-18,30.040000915527344
2003-03-19,30.030000686645508
2003-03-20,29.729999542236328
2003-03-21,31.299999237060547
2003-03-24,29.149999618530273
2003-03-25,29.270000457763672
2003-03-26,28.459999084472656
2003-03-27,28.270000457763672
2003-03-28,27.709999084472656
2003-03-31,27.520000457763672
2003-04-01,28.06999969482422
2003-04-02,29.190000534057617
2003-04-03,29.799999237060547
2003-04-04,29.739999771118164
2003-04-07,31.0
2003-04-08,29.360000610351562
