,CLDX
1998-03-02,343.125
1998-03-03,354.375
1998-03-04,348.75
1998-03-05,337.5
1998-03-06,337.5
1998-03-09,326.25
1998-03-10,331.875
1998-03-11,360.0
1998-03-12,438.75
1998-03-13,405.0
1998-03-16,393.75
1998-03-17,405.0
1998-03-18,405.0
1998-03-19,410.625
1998-03-20,399.375
1998-03-23,360.0
1998-03-24,371.25
1998-03-25,382.5
1998-03-26,360.0
1998-03-27,371.25
1998-03-30,495.0
1998-03-31,528.75
1998-04-01,562.5
1998-04-02,607.5
1998-04-03,607.5
1998-04-06,585.0
1998-04-07,573.75
1998-04-08,585.0
1998-04-09,618.75
1998-04-13,652.5
1998-04-14,675.0
1998-04-15,663.75
1998-04-16,630.0
1998-04-17,562.5
1998-04-20,607.5
1998-04-21,630.0
1998-04-22,630.0
1998-04-23,624.375
1998-04-24,607.5
1998-04-27,601.875
1998-04-28,585.0
1998-04-29,630.0
1998-04-30,708.75
1998-05-01,731.25
1998-05-04,776.25
1998-05-05,787.5
1998-05-06,776.25
1998-05-07,810.0
1998-05-08,787.5
1998-05-11,765.0
1998-05-12,638.4375
1998-05-13,585.0
1998-05-14,562.5
1998-05-15,540.0
1998-05-18,506.25
1998-05-19,573.75
1998-05-20,573.75
1998-05-21,562.5
1998-05-22,568.125
1998-05-26,545.625
1998-05-27,517.5
1998-05-28,540.0
1998-05-29,551.25
1998-06-01,523.125
1998-06-02,534.375
1998-06-03,517.5
1998-06-04,506.25
1998-06-05,528.75
1998-06-08,540.0
1998-06-09,517.5
1998-06-10,534.375
1998-06-11,495.0
1998-06-12,495.0
1998-06-15,472.5
1998-06-16,461.25
1998-06-17,517.5
1998-06-18,483.75
1998-06-19,517.5
1998-06-22,472.5
1998-06-23,427.5
1998-06-24,433.125
1998-06-25,433.125
1998-06-26,450.0
1998-06-29,438.75
1998-06-30,450.0
1998-07-01,438.75
1998-07-02,427.5
1998-07-06,461.25
1998-07-07,483.75
1998-07-08,450.0
1998-07-09,450.0
1998-07-10,450.0
1998-07-13,427.5
1998-07-14,427.5
1998-07-15,450.0
1998-07-16,450.0
1998-07-17,506.25
1998-07-20,495.0
1998-07-21,472.5
1998-07-22,495.0
1998-07-23,450.0
1998-07-24,495.0
1998-07-27,450.0
1998-07-28,450.0
1998-07-29,438.75
1998-07-30,450.0
1998-07-31,450.0
1998-08-03,427.5
1998-08-04,405.0
1998-08-05,405.0
1998-08-06,393.75
1998-08-07,427.5
1998-08-10,393.75
1998-08-11,371.25
1998-08-12,388.125
1998-08-13,438.75
1998-08-14,438.75
1998-08-17,416.25
1998-08-18,393.75
1998-08-19,360.0
1998-08-20,376.875
1998-08-21,360.0
1998-08-24,382.5
1998-08-25,360.0
1998-08-26,348.75
1998-08-27,360.0
1998-08-28,337.5
1998-08-31,326.25
1998-09-01,292.5
1998-09-02,264.375
1998-09-03,270.0
1998-09-04,270.0
1998-09-08,247.5
1998-09-09,225.0
1998-09-10,225.0
1998-09-11,225.0
1998-09-14,258.75
1998-09-15,270.0
1998-09-16,258.75
1998-09-17,258.75
1998-09-18,247.5
1998-09-21,247.5
1998-09-22,236.25
1998-09-23,225.0
1998-09-24,236.25
1998-09-25,236.25
1998-09-28,213.75
1998-09-29,241.875
1998-09-30,247.5
1998-10-01,225.0
1998-10-02,202.5
1998-10-05,258.75
1998-10-06,230.625
1998-10-07,202.5
1998-10-08,236.25
1998-10-09,202.5
1998-10-12,208.125
1998-10-13,202.5
1998-10-14,208.125
1998-10-15,202.5
1998-10-16,202.5
1998-10-19,196.875
1998-10-20,191.25
1998-10-21,208.125
1998-10-22,202.5
1998-10-23,213.75
1998-10-26,202.5
1998-10-27,225.0
1998-10-28,225.0
1998-10-29,219.375
1998-10-30,219.375
1998-11-02,219.375
1998-11-03,208.125
1998-11-04,236.25
1998-11-05,247.5
1998-11-06,241.875
1998-11-09,270.0
1998-11-10,225.0
1998-11-11,292.5
1998-11-12,286.875
1998-11-13,320.625
1998-11-16,315.0
1998-11-17,315.0
1998-11-18,315.0
1998-11-19,292.5
1998-11-20,292.5
1998-11-23,247.5
1998-11-24,247.5
1998-11-25,230.625
1998-11-27,225.0
1998-11-30,225.0
1998-12-01,281.25
1998-12-02,292.5
1998-12-03,286.875
1998-12-04,281.25
1998-12-07,303.75
1998-12-08,286.875
1998-12-09,286.875
1998-12-10,286.875
1998-12-11,292.5
1998-12-14,303.75
1998-12-15,292.5
1998-12-16,292.5
1998-12-17,286.875
1998-12-18,292.5
1998-12-21,292.5
1998-12-22,298.125
1998-12-23,298.125
1998-12-24,292.5
1998-12-28,292.5
1998-12-29,298.125
1998-12-30,303.75
1998-12-31,315.0
1999-01-04,348.75
1999-01-05,360.0
1999-01-06,427.5
1999-01-07,433.125
1999-01-08,388.125
1999-01-11,360.0
1999-01-12,393.75
1999-01-13,393.75
1999-01-14,405.0
1999-01-15,382.5
1999-01-19,371.25
1999-01-20,360.0
1999-01-21,371.25
1999-01-22,365.625
1999-01-25,365.625
1999-01-26,371.25
1999-01-27,343.125
1999-01-28,360.0
1999-01-29,376.875
1999-02-01,348.75
1999-02-02,360.0
1999-02-03,315.0
1999-02-04,326.25
1999-02-05,337.5
1999-02-08,315.0
1999-02-09,337.5
1999-02-10,309.375
1999-02-11,354.375
1999-02-12,348.75
1999-02-16,326.25
1999-02-17,315.0
1999-02-18,315.0
1999-02-19,326.25
1999-02-22,315.0
1999-02-23,315.0
1999-02-24,315.0
1999-02-25,303.75
1999-02-26,270.0
1999-03-01,270.0
1999-03-02,247.5
1999-03-03,247.5
1999-03-04,247.5
1999-03-05,258.75
1999-03-08,264.375
1999-03-09,236.25
1999-03-10,225.0
1999-03-11,264.375
1999-03-12,236.25
1999-03-15,236.25
1999-03-16,258.75
1999-03-17,247.5
1999-03-18,241.875
1999-03-19,225.0
1999-03-22,236.25
1999-03-23,230.625
1999-03-24,258.75
1999-03-25,230.625
1999-03-26,225.0
1999-03-29,230.625
1999-03-30,225.0
1999-03-31,281.25
1999-04-01,258.75
1999-04-05,230.625
1999-04-06,225.0
1999-04-07,225.0
1999-04-08,213.75
1999-04-09,225.0
1999-04-12,208.125
1999-04-13,213.75
1999-04-14,213.75
1999-04-15,208.125
1999-04-16,202.5
1999-04-19,202.5
1999-04-20,270.0
1999-04-21,253.125
1999-04-22,253.125
1999-04-23,241.875
1999-04-26,247.5
1999-04-27,258.75
1999-04-28,270.0
1999-04-29,247.5
1999-04-30,264.375
1999-05-03,241.875
1999-05-04,230.625
1999-05-05,225.0
1999-05-06,225.0
1999-05-07,247.5
1999-05-10,247.5
1999-05-11,236.25
1999-05-12,270.0
1999-05-13,275.625
1999-05-14,236.25
1999-05-17,258.75
1999-05-18,230.625
1999-05-19,236.25
1999-05-20,247.5
1999-05-21,241.875
1999-05-24,230.625
1999-05-25,225.0
1999-05-26,225.0
1999-05-27,225.0
1999-05-28,225.0
1999-06-01,219.375
1999-06-02,225.0
1999-06-03,213.75
1999-06-04,219.375
1999-06-07,225.0
1999-06-08,202.5
1999-06-09,219.375
1999-06-10,225.0
1999-06-11,213.75
1999-06-14,213.75
1999-06-15,213.75
1999-06-16,213.75
1999-06-17,225.0
1999-06-18,225.0
1999-06-21,247.5
1999-06-22,270.0
1999-06-23,275.625
1999-06-24,281.25
1999-06-25,303.75
1999-06-28,303.75
1999-06-29,315.0
1999-06-30,382.5
1999-07-01,315.0
1999-07-02,354.375
1999-07-06,348.75
1999-07-07,360.0
1999-07-08,348.75
1999-07-09,360.0
1999-07-12,343.125
1999-07-13,315.0
1999-07-14,303.75
1999-07-15,337.5
1999-07-16,348.75
1999-07-19,388.125
1999-07-20,405.0
1999-07-21,360.0
1999-07-22,405.0
1999-07-23,562.5
1999-07-26,506.25
1999-07-27,461.25
1999-07-28,489.375
1999-07-29,506.25
1999-07-30,495.0
1999-08-02,472.5
1999-08-03,483.75
1999-08-04,483.75
1999-08-05,461.25
1999-08-06,461.25
1999-08-09,405.0
1999-08-10,405.0
1999-08-11,393.75
1999-08-12,416.25
1999-08-13,405.0
1999-08-16,382.5
1999-08-17,399.375
1999-08-18,427.5
1999-08-19,405.0
1999-08-20,427.5
1999-08-23,427.5
1999-08-24,511.875
1999-08-25,517.5
1999-08-26,495.0
1999-08-27,455.625
1999-08-30,483.75
1999-08-31,450.0
1999-09-01,450.0
1999-09-02,433.125
1999-09-03,427.5
1999-09-07,421.875
1999-09-08,410.625
1999-09-09,410.625
1999-09-10,405.0
1999-09-13,405.0
1999-09-14,410.625
1999-09-15,405.0
1999-09-16,405.0
1999-09-17,405.0
1999-09-20,393.75
1999-09-21,348.75
1999-09-22,382.5
1999-09-23,371.25
1999-09-24,382.5
1999-09-27,365.625
1999-09-28,360.0
1999-09-29,371.25
1999-09-30,382.5
1999-10-01,388.125
1999-10-04,371.25
1999-10-05,360.0
1999-10-06,360.0
1999-10-07,382.5
1999-10-08,382.5
1999-10-11,371.25
1999-10-12,360.0
1999-10-13,360.0
1999-10-14,360.0
1999-10-15,315.0
1999-10-18,315.0
1999-10-19,320.625
1999-10-20,292.5
1999-10-21,270.0
1999-10-22,275.625
1999-10-25,292.5
1999-10-26,298.125
1999-10-27,360.0
1999-10-28,393.75
1999-10-29,393.75
1999-11-01,360.0
1999-11-02,371.25
1999-11-03,382.5
1999-11-04,360.0
1999-11-05,393.75
1999-11-08,376.875
1999-11-09,348.75
1999-11-10,326.25
1999-11-11,371.25
1999-11-12,365.625
1999-11-15,348.75
1999-11-16,354.375
1999-11-17,382.5
1999-11-18,393.75
1999-11-19,371.25
1999-11-22,365.625
1999-11-23,371.25
1999-11-24,382.5
1999-11-26,427.5
1999-11-29,438.75
1999-11-30,438.75
1999-12-01,421.875
1999-12-02,421.875
1999-12-03,438.75
1999-12-06,360.0
1999-12-07,360.0
1999-12-08,360.0
1999-12-09,337.5
1999-12-10,337.5
1999-12-13,360.0
1999-12-14,337.5
1999-12-15,320.625
1999-12-16,323.4375
1999-12-17,315.0
1999-12-20,360.0
1999-12-21,348.75
1999-12-22,348.75
1999-12-23,360.0
1999-12-27,360.0
1999-12-28,354.375
1999-12-29,343.125
1999-12-30,382.5
1999-12-31,444.375
2000-01-03,416.25
2000-01-04,371.25
2000-01-05,416.25
2000-01-06,444.375
2000-01-07,461.25
2000-01-10,495.0
2000-01-11,573.75
2000-01-12,585.0
2000-01-13,765.0
2000-01-14,697.5
2000-01-18,720.0
2000-01-19,731.25
2000-01-20,900.0
2000-01-21,1012.5
2000-01-24,1125.0
2000-01-25,1080.0
2000-01-26,1192.5
2000-01-27,1125.0
2000-01-28,1046.25
2000-01-31,990.0
2000-02-01,978.75
2000-02-02,978.75
2000-02-03,1125.0
2000-02-04,1108.125
2000-02-07,1192.5
2000-02-08,1417.5
2000-02-09,1417.5
2000-02-10,1620.0
2000-02-11,1665.0
2000-02-14,1631.25
2000-02-15,1575.0
2000-02-16,1586.25
2000-02-17,1968.75
2000-02-18,1890.0
2000-02-22,1980.0
2000-02-23,2171.25
2000-02-24,2058.75
2000-02-25,1946.25
2000-02-28,1935.0
2000-02-29,1991.25
2000-03-01,2351.25
2000-03-02,2576.25
2000-03-03,2610.0
2000-03-06,3015.0
2000-03-07,2632.5
2000-03-08,2722.5
2000-03-09,2610.0
2000-03-10,2598.75
2000-03-13,2385.0
2000-03-14,2171.25
2000-03-15,1912.5
2000-03-16,1890.0
2000-03-17,2160.0
2000-03-20,1957.5
2000-03-21,1597.5
2000-03-22,1867.5
2000-03-23,1788.75
2000-03-24,1918.125
2000-03-27,1890.0
2000-03-28,1710.0
2000-03-29,1608.75
2000-03-30,1440.0
2000-03-31,1710.0
2000-04-03,1665.0
2000-04-04,1496.25
2000-04-05,1518.75
2000-04-06,1608.75
2000-04-07,1552.5
2000-04-10,1541.25
2000-04-11,1440.0
2000-04-12,1215.0
2000-04-13,1260.0
2000-04-14,900.0
2000-04-17,1130.625
2000-04-18,1237.5
2000-04-19,1305.0
2000-04-20,1260.0
2000-04-24,1080.0
2000-04-25,1260.0
2000-04-26,1147.5
2000-04-27,1147.5
2000-04-28,1237.5
2000-05-01,1350.0
2000-05-02,1282.5
2000-05-03,1181.25
2000-05-04,1136.25
2000-05-05,1226.25
2000-05-08,1158.75
2000-05-09,1091.25
2000-05-10,1074.375
2000-05-11,1181.25
2000-05-12,1192.5
2000-05-15,1237.5
2000-05-16,1192.5
2000-05-17,1102.5
2000-05-18,1094.0625
2000-05-19,1046.25
2000-05-22,990.0
2000-05-23,945.0
2000-05-24,843.75
2000-05-25,877.5
2000-05-26,838.125
2000-05-30,900.0
2000-05-31,900.0
2000-06-01,855.0
2000-06-02,888.75
2000-06-05,1068.75
2000-06-06,1147.5
2000-06-07,1237.5
2000-06-08,1260.0
2000-06-09,1192.5
2000-06-12,1158.75
2000-06-13,1192.5
2000-06-14,1215.0
2000-06-15,1248.75
2000-06-16,1260.0
2000-06-19,1260.0
2000-06-20,1417.5
2000-06-21,1586.25
2000-06-22,1676.25
2000-06-23,1710.0
2000-06-26,1715.625
2000-06-27,1710.0
2000-06-28,1665.0
2000-06-29,1991.25
2000-06-30,1901.25
2000-07-03,1800.0
2000-07-05,1800.0
2000-07-06,1631.25
2000-07-07,1710.0
2000-07-10,1687.5
2000-07-11,1687.5
2000-07-12,1693.125
2000-07-13,1530.0
2000-07-14,1530.0
2000-07-17,1440.0
2000-07-18,1417.5
2000-07-19,1366.875
2000-07-20,1440.0
2000-07-21,1440.0
2000-07-24,1440.0
2000-07-25,1395.0
2000-07-26,1327.5
2000-07-27,1260.0
2000-07-28,1170.0
2000-07-31,1170.0
2000-08-01,1265.625
2000-08-02,1203.75
2000-08-03,1366.875
2000-08-04,1372.5
2000-08-07,1395.0
2000-08-08,1293.75
2000-08-09,1260.0
2000-08-10,1215.0
2000-08-11,1327.5
2000-08-14,1282.5
2000-08-15,1237.5
2000-08-16,1305.0
2000-08-17,1316.25
2000-08-18,1372.5
2000-08-21,1440.0
2000-08-22,1468.125
2000-08-23,1496.25
2000-08-24,1541.25
2000-08-25,1518.75
2000-08-28,1608.75
2000-08-29,1575.0
2000-08-30,1620.0
2000-08-31,1743.75
2000-09-01,1783.125
2000-09-05,1980.0
2000-09-06,2115.0
2000-09-07,2160.0
2000-09-08,2081.25
2000-09-11,1935.0
2000-09-12,1935.0
2000-09-13,2025.0
2000-09-14,2047.5
2000-09-15,2126.25
2000-09-18,1954.6875
2000-09-19,1957.5
2000-09-20,1935.0
2000-09-21,1935.0
2000-09-22,1901.25
2000-09-25,1943.4375
2000-09-26,1867.5
2000-09-27,1923.75
2000-09-28,1940.625
2000-09-29,1946.25
2000-10-02,1833.75
2000-10-03,1777.5
2000-10-04,1676.25
2000-10-05,1710.0
2000-10-06,1642.5
2000-10-09,1642.5
2000-10-10,1710.0
2000-10-11,1620.0
2000-10-12,1518.75
2000-10-13,1496.25
2000-10-16,1462.5
2000-10-17,1327.5
2000-10-18,1310.625
2000-10-19,1338.75
2000-10-20,1327.5
2000-10-23,1361.25
2000-10-24,1417.5
2000-10-25,1473.75
2000-10-26,1451.25
2000-10-27,1485.0
2000-10-30,1440.0
2000-10-31,1518.75
2000-11-01,1440.0
2000-11-02,1563.75
2000-11-03,1710.0
2000-11-06,1980.0
2000-11-07,1901.25
2000-11-08,1980.0
2000-11-09,1757.8125
2000-11-10,1732.5
2000-11-13,1586.25
2000-11-14,1642.5
2000-11-15,1620.0
2000-11-16,1535.625
2000-11-17,1524.375
2000-11-20,1333.125
2000-11-21,1681.875
2000-11-22,1406.25
2000-11-24,1597.5
2000-11-27,1563.75
2000-11-28,1485.0
2000-11-29,1440.0
2000-11-30,1428.75
2000-12-01,1350.0
2000-12-04,1271.25
2000-12-05,1350.0
2000-12-06,1316.25
2000-12-07,1350.0
2000-12-08,1530.0
2000-12-11,1541.25
2000-12-12,1501.875
2000-12-13,1411.875
2000-12-14,1361.25
2000-12-15,1265.625
2000-12-18,1361.25
2000-12-19,1305.0
2000-12-20,1147.5
2000-12-21,1080.0
2000-12-22,1102.5
2000-12-26,1164.375
2000-12-27,1215.0
2000-12-28,1198.125
2000-12-29,1237.5
2001-01-02,1158.75
2001-01-03,1035.0
2001-01-04,990.0
2001-01-05,950.625
2001-01-08,1080.0
2001-01-09,1085.625
2001-01-10,1125.0
2001-01-11,1113.75
2001-01-12,1226.25
2001-01-16,1350.0
2001-01-17,1366.875
2001-01-18,1271.25
2001-01-19,1305.0
2001-01-22,1350.0
2001-01-23,1440.0
2001-01-24,1411.875
2001-01-25,1389.375
2001-01-26,1417.5
2001-01-29,1518.75
2001-01-30,1485.0
2001-01-31,1437.1875
2001-02-01,1462.5
2001-02-02,1316.25
2001-02-05,1321.875
2001-02-06,1350.0
2001-02-07,1305.0
2001-02-08,1333.125
2001-02-09,1305.0
2001-02-12,1299.375
2001-02-13,1226.25
2001-02-14,1231.875
2001-02-15,1175.625
2001-02-16,1125.0
2001-02-20,1158.75
2001-02-21,1080.0
2001-02-22,1023.75
2001-02-23,978.75
2001-02-26,1147.5
2001-02-27,990.0
2001-02-28,956.25
2001-03-01,900.0
2001-03-02,990.0
2001-03-05,1023.75
2001-03-06,1040.625
2001-03-07,1001.25
2001-03-08,945.0
2001-03-09,905.625
2001-03-12,877.5
2001-03-13,866.25
2001-03-14,748.125
2001-03-15,871.875
2001-03-16,765.0
2001-03-19,787.5
2001-03-20,720.0
2001-03-21,703.125
2001-03-22,708.75
2001-03-23,776.25
2001-03-26,781.875
2001-03-27,821.25
2001-03-28,765.0
2001-03-29,810.0
2001-03-30,776.25
2001-04-02,731.25
2001-04-03,652.5
2001-04-04,697.5
2001-04-05,742.5
2001-04-06,720.0
2001-04-09,792.0
2001-04-10,945.0
2001-04-11,1015.2000122070312
2001-04-12,1035.0
2001-04-16,964.7999877929688
2001-04-17,939.5999755859375
2001-04-18,939.5999755859375
2001-04-19,936.0
2001-04-20,910.7999877929688
2001-04-23,882.0
2001-04-24,900.0
2001-04-25,912.5999755859375
2001-04-26,892.7999877929688
2001-04-27,898.2000122070312
2001-04-30,892.7999877929688
2001-05-01,898.2000122070312
2001-05-02,891.0
2001-05-03,853.2000122070312
2001-05-04,900.0
2001-05-07,840.5999755859375
2001-05-08,900.0
2001-05-09,898.2000122070312
2001-05-10,855.0
2001-05-11,903.5999755859375
2001-05-14,892.7999877929688
2001-05-15,905.4000244140625
2001-05-16,873.0
2001-05-17,864.0
2001-05-18,876.5999755859375
2001-05-21,892.7999877929688
2001-05-22,891.0
2001-05-23,864.0
2001-05-24,894.5999755859375
2001-05-25,867.5999755859375
2001-05-29,865.7999877929688
2001-05-30,846.0
2001-05-31,860.4000244140625
2001-06-01,898.2000122070312
2001-06-04,887.4000244140625
2001-06-05,1038.5999755859375
2001-06-06,1011.5999755859375
2001-06-07,990.0
2001-06-08,937.7999877929688
2001-06-11,1008.0
2001-06-12,936.0
2001-06-13,1053.0
2001-06-14,977.4000244140625
2001-06-15,936.0
2001-06-18,873.0
2001-06-19,853.2000122070312
2001-06-20,869.4000244140625
2001-06-21,846.0
2001-06-22,826.2000122070312
2001-06-25,813.5999755859375
2001-06-26,880.2000122070312
2001-06-27,880.2000122070312
2001-06-28,882.0
2001-06-29,1017.0
2001-07-02,1080.0
2001-07-03,1081.800048828125
2001-07-05,1065.5999755859375
2001-07-06,954.0
2001-07-09,970.2000122070312
2001-07-10,986.4000244140625
2001-07-11,970.2000122070312
2001-07-12,1060.199951171875
2001-07-13,1078.199951171875
2001-07-16,1098.0
2001-07-17,1089.0
2001-07-18,990.0
2001-07-19,999.0
2001-07-20,990.0
2001-07-23,955.7999877929688
2001-07-24,883.7999877929688
2001-07-25,918.0
2001-07-26,941.4000244140625
2001-07-27,912.5999755859375
2001-07-30,909.0
2001-07-31,979.2000122070312
2001-08-01,914.4000244140625
2001-08-02,718.2000122070312
2001-08-03,723.5999755859375
2001-08-06,675.0
2001-08-07,693.0
2001-08-08,689.4000244140625
2001-08-09,685.7999877929688
2001-08-10,703.7999877929688
2001-08-13,750.5999755859375
2001-08-14,756.0
2001-08-15,707.4000244140625
2001-08-16,720.0
2001-08-17,712.7999877929688
2001-08-20,666.0
2001-08-21,630.0
2001-08-22,727.2000122070312
2001-08-23,693.0
2001-08-24,727.2000122070312
2001-08-27,693.0
2001-08-28,705.5999755859375
2001-08-29,651.5999755859375
2001-08-30,684.0
2001-08-31,635.4000244140625
2001-09-04,585.0
2001-09-05,594.0
2001-09-06,579.5999755859375
2001-09-07,558.0
2001-09-10,540.0
2001-09-17,487.79998779296875
2001-09-18,486.0
2001-09-19,495.0
2001-09-20,514.7999877929688
2001-09-21,500.3999938964844
2001-09-24,520.2000122070312
2001-09-25,493.20001220703125
2001-09-26,435.6000061035156
2001-09-27,405.0
2001-09-28,426.6000061035156
2001-10-01,477.0
2001-10-02,495.0
2001-10-03,527.4000244140625
2001-10-04,552.5999755859375
2001-10-05,543.5999755859375
2001-10-08,534.5999755859375
2001-10-09,531.0
2001-10-10,835.2000122070312
2001-10-11,757.7999877929688
2001-10-12,927.0
2001-10-15,783.0
2001-10-16,738.0
2001-10-17,747.0
2001-10-18,649.7999877929688
2001-10-19,619.2000122070312
2001-10-22,711.0
2001-10-23,763.2000122070312
2001-10-24,727.2000122070312
2001-10-25,709.2000122070312
2001-10-26,748.7999877929688
2001-10-29,685.7999877929688
2001-10-30,664.2000122070312
2001-10-31,612.0
2001-11-01,621.0
2001-11-02,601.2000122070312
2001-11-05,576.0
2001-11-06,554.4000244140625
2001-11-07,541.7999877929688
2001-11-08,527.4000244140625
2001-11-09,507.6000061035156
2001-11-12,513.0
2001-11-13,513.0
2001-11-14,545.4000244140625
2001-11-15,532.7999877929688
2001-11-16,531.0
2001-11-19,532.7999877929688
2001-11-20,549.0
2001-11-21,585.0
2001-11-23,585.0
2001-11-26,615.5999755859375
2001-11-27,685.7999877929688
2001-11-28,666.0
2001-11-29,678.5999755859375
2001-11-30,691.2000122070312
2001-12-03,720.0
2001-12-04,720.0
2001-12-05,685.7999877929688
2001-12-06,655.2000122070312
2001-12-07,667.7999877929688
2001-12-10,684.0
2001-12-11,666.0
2001-12-12,693.0
2001-12-13,660.5999755859375
2001-12-14,639.0
2001-12-17,628.2000122070312
2001-12-18,628.2000122070312
2001-12-19,617.4000244140625
2001-12-20,604.7999877929688
2001-12-21,657.0
2001-12-24,720.0
2001-12-26,698.4000244140625
2001-12-27,711.0
2001-12-28,718.2000122070312
2001-12-31,721.7999877929688
2002-01-02,707.4000244140625
2002-01-03,721.7999877929688
2002-01-04,702.0
2002-01-07,684.0
2002-01-08,675.0
2002-01-09,630.0
2002-01-10,666.0
2002-01-11,651.5999755859375
2002-01-14,613.7999877929688
2002-01-15,628.2000122070312
2002-01-16,595.7999877929688
2002-01-17,601.2000122070312
2002-01-18,581.4000244140625
2002-01-22,574.2000122070312
2002-01-23,576.0
2002-01-24,565.2000122070312
2002-01-25,576.0
2002-01-28,556.2000122070312
2002-01-29,561.5999755859375
2002-01-30,581.4000244140625
2002-01-31,581.4000244140625
2002-02-01,576.0
2002-02-04,567.0
2002-02-05,554.4000244140625
2002-02-06,565.2000122070312
2002-02-07,541.7999877929688
2002-02-08,540.0
2002-02-11,540.0
2002-02-12,540.0
2002-02-13,540.0
2002-02-14,531.0
2002-02-15,552.5999755859375
2002-02-19,540.0
2002-02-20,190.8000030517578
2002-02-21,271.79998779296875
2002-02-22,255.60000610351562
2002-02-25,282.6000061035156
2002-02-26,268.20001220703125
2002-02-27,244.8000030517578
2002-02-28,241.1999969482422
2002-03-01,232.1999969482422
2002-03-04,216.0
2002-03-05,241.1999969482422
2002-03-06,235.8000030517578
2002-03-07,243.0
2002-03-08,284.3999938964844
2002-03-11,336.6000061035156
2002-03-12,300.6000061035156
2002-03-13,291.6000061035156
2002-03-14,298.79998779296875
2002-03-15,304.20001220703125
2002-03-18,302.3999938964844
2002-03-19,300.6000061035156
2002-03-20,284.3999938964844
2002-03-21,291.6000061035156
2002-03-22,300.6000061035156
2002-03-25,279.0
2002-03-26,293.3999938964844
2002-03-27,306.0
2002-03-28,311.3999938964844
2002-04-01,313.20001220703125
2002-04-02,300.6000061035156
2002-04-03,291.6000061035156
2002-04-04,309.6000061035156
2002-04-05,313.20001220703125
2002-04-08,315.0
2002-04-09,315.0
2002-04-10,324.0
2002-04-11,365.3999938964844
2002-04-12,428.3999938964844
2002-04-15,410.3999938964844
2002-04-16,390.6000061035156
2002-04-17,378.0
2002-04-18,378.0
2002-04-19,374.3999938964844
2002-04-22,383.3999938964844
2002-04-23,381.6000061035156
2002-04-24,351.0
2002-04-25,354.6000061035156
2002-04-26,324.0
2002-04-29,288.0
2002-04-30,318.6000061035156
2002-05-01,315.0
2002-05-02,309.6000061035156
2002-05-03,313.20001220703125
2002-05-06,286.20001220703125
2002-05-07,268.20001220703125
2002-05-08,279.0
2002-05-09,253.8000030517578
2002-05-10,248.39999389648438
2002-05-13,261.0
2002-05-14,241.1999969482422
2002-05-15,225.0
2002-05-16,232.1999969482422
2002-05-17,226.8000030517578
2002-05-20,207.0
2002-05-21,210.60000610351562
2002-05-22,194.39999389648438
2002-05-23,207.0
2002-05-24,226.8000030517578
2002-05-28,221.39999389648438
2002-05-29,203.39999389648438
2002-05-30,201.60000610351562
2002-05-31,196.1999969482422
2002-06-03,189.0
2002-06-04,192.60000610351562
2002-06-05,189.0
2002-06-06,192.60000610351562
2002-06-07,185.39999389648438
2002-06-10,185.39999389648438
2002-06-11,181.8000030517578
2002-06-12,181.8000030517578
2002-06-13,180.0
2002-06-14,178.1999969482422
2002-06-17,196.1999969482422
2002-06-18,210.60000610351562
2002-06-19,208.8000030517578
2002-06-20,196.1999969482422
2002-06-21,187.1999969482422
2002-06-24,187.1999969482422
2002-06-25,194.39999389648438
2002-06-26,183.60000610351562
2002-06-27,201.60000610351562
2002-06-28,201.60000610351562
2002-07-01,185.39999389648438
2002-07-02,187.1999969482422
2002-07-03,183.60000610351562
2002-07-05,181.8000030517578
2002-07-08,183.60000610351562
2002-07-09,176.39999389648438
2002-07-10,171.0
2002-07-11,172.8000030517578
2002-07-12,167.39999389648438
2002-07-15,158.39999389648438
2002-07-16,162.0
2002-07-17,162.0
2002-07-18,162.0
2002-07-19,153.0
2002-07-22,158.39999389648438
2002-07-23,153.0
2002-07-24,140.39999389648438
2002-07-25,142.1999969482422
2002-07-26,138.60000610351562
2002-07-29,135.0
2002-07-30,129.60000610351562
2002-07-31,178.1999969482422
2002-08-01,165.60000610351562
2002-08-02,158.39999389648438
2002-08-05,163.8000030517578
2002-08-06,160.1999969482422
2002-08-07,156.60000610351562
2002-08-08,145.8000030517578
2002-08-09,162.0
2002-08-12,169.1999969482422
2002-08-13,169.1999969482422
2002-08-14,171.0
2002-08-15,180.0
2002-08-16,180.0
2002-08-19,201.60000610351562
2002-08-20,198.0
2002-08-21,192.60000610351562
2002-08-22,190.8000030517578
2002-08-23,185.39999389648438
2002-08-26,190.8000030517578
2002-08-27,185.39999389648438
2002-08-28,183.60000610351562
2002-08-29,201.60000610351562
2002-08-30,201.60000610351562
2002-09-03,190.8000030517578
2002-09-04,189.0
2002-09-05,194.39999389648438
2002-09-06,192.60000610351562
2002-09-09,196.1999969482422
2002-09-10,207.0
2002-09-11,221.39999389648438
2002-09-12,208.8000030517578
2002-09-13,210.60000610351562
2002-09-16,199.8000030517578
2002-09-17,196.1999969482422
2002-09-18,189.0
2002-09-19,194.39999389648438
2002-09-20,194.39999389648438
2002-09-23,183.60000610351562
2002-09-24,180.0
2002-09-25,174.60000610351562
2002-09-26,180.0
2002-09-27,208.8000030517578
2002-09-30,198.0
2002-10-01,201.60000610351562
2002-10-02,196.1999969482422
2002-10-03,192.60000610351562
2002-10-04,181.8000030517578
