,FCAL
2021-03-30,53.92499923706055
2021-03-31,53.93000030517578
2021-04-01,53.994998931884766
2021-04-05,53.96500015258789
2021-04-06,54.040000915527344
2021-04-07,54.08000183105469
2021-04-08,54.209999084472656
2021-04-09,54.17499923706055
2021-04-12,54.290000915527344
2021-04-13,54.34000015258789
2021-04-14,54.310001373291016
2021-04-15,54.70000076293945
2021-04-16,54.5099983215332
2021-04-19,54.6150016784668
2021-04-20,54.5
2021-04-21,54.58000183105469
2021-04-22,54.52000045776367
2021-04-23,54.55500030517578
2021-04-26,54.43000030517578
2021-04-27,54.560001373291016
2021-04-28,54.48500061035156
2021-04-29,54.474998474121094
2021-04-30,54.54999923706055
2021-05-03,54.560001373291016
2021-05-04,54.56999969482422
2021-05-05,54.525001525878906
2021-05-06,54.650001525878906
2021-05-07,54.66999816894531
2021-05-10,54.68000030517578
2021-05-11,54.650001525878906
2021-05-12,54.630001068115234
2021-05-13,54.459999084472656
2021-05-14,54.62699890136719
