,BCOR
2003-04-28,12.680000305175781
2003-04-29,12.380000114440918
2003-04-30,12.489999771118164
2003-05-01,12.890000343322754
2003-05-02,11.850000381469727
2003-05-05,11.5600004196167
2003-05-06,11.520000457763672
2003-05-07,11.59000015258789
2003-05-08,11.59000015258789
2003-05-09,11.699999809265137
2003-05-12,11.90999984741211
2003-05-13,12.050000190734863
2003-05-14,11.979999542236328
2003-05-15,12.0
2003-05-16,14.270000457763672
2003-05-19,14.100000381469727
2003-05-20,14.3100004196167
2003-05-21,14.100000381469727
2003-05-22,14.529999732971191
2003-05-23,14.779999732971191
2003-05-27,14.5
2003-05-28,14.5
2003-05-29,14.350000381469727
2003-05-30,14.600000381469727
2003-06-02,14.399999618530273
2003-06-03,14.239999771118164
2003-06-04,14.600000381469727
2003-06-05,14.75
2003-06-06,14.529999732971191
2003-06-09,14.59000015258789
2003-06-10,14.880000114440918
2003-06-11,15.260000228881836
2003-06-12,15.1899995803833
2003-06-13,14.649999618530273
2003-06-16,14.800000190734863
2003-06-17,14.65999984741211
2003-06-18,14.670000076293945
2003-06-19,14.220000267028809
2003-06-20,14.130000114440918
2003-06-23,13.770000457763672
2003-06-24,13.710000038146973
2003-06-25,13.470000267028809
2003-06-26,14.199999809265137
2003-06-27,13.65999984741211
2003-06-30,13.59000015258789
2003-07-01,13.649999618530273
2003-07-02,14.229999542236328
2003-07-03,13.930000305175781
2003-07-07,14.15999984741211
2003-07-08,16.5
2003-07-09,16.219999313354492
2003-07-10,15.34000015258789
2003-07-11,15.520000457763672
2003-07-14,16.079999923706055
2003-07-15,16.06999969482422
2003-07-16,15.890000343322754
2003-07-17,14.710000038146973
2003-07-18,14.960000038146973
2003-07-21,15.0
2003-07-22,15.0
2003-07-23,15.239999771118164
2003-07-24,15.489999771118164
2003-07-25,15.359999656677246
2003-07-28,15.5600004196167
2003-07-29,15.569999694824219
2003-07-30,15.329999923706055
2003-07-31,16.010000228881836
2003-08-01,15.970000267028809
2003-08-04,15.0
2003-08-05,14.119999885559082
2003-08-06,14.229999542236328
2003-08-07,14.029999732971191
2003-08-08,14.010000228881836
2003-08-11,14.1899995803833
2003-08-12,14.289999961853027
2003-08-13,14.069999694824219
2003-08-14,14.100000381469727
2003-08-15,14.289999961853027
2003-08-18,14.220000267028809
2003-08-19,14.75
2003-08-20,14.920000076293945
2003-08-21,15.300000190734863
2003-08-22,14.989999771118164
2003-08-25,16.06999969482422
2003-08-26,15.520000457763672
2003-08-27,15.899999618530273
2003-08-28,15.859999656677246
2003-08-29,15.800000190734863
2003-09-02,16.31999969482422
2003-09-03,16.579999923706055
2003-09-04,16.25
2003-09-05,17.190000534057617
2003-09-08,18.360000610351562
2003-09-09,19.25
2003-09-10,18.899999618530273
2003-09-11,19.399999618530273
2003-09-12,19.920000076293945
2003-09-15,19.809999465942383
2003-09-16,20.219999313354492
2003-09-17,20.200000762939453
2003-09-18,20.90999984741211
2003-09-19,21.850000381469727
2003-09-22,21.549999237060547
2003-09-23,22.579999923706055
2003-09-24,22.299999237060547
2003-09-25,21.479999542236328
2003-09-26,20.989999771118164
2003-09-29,21.540000915527344
2003-09-30,20.40999984741211
2003-10-01,20.5
2003-10-02,21.0
2003-10-03,22.15999984741211
2003-10-06,22.59000015258789
2003-10-07,23.100000381469727
2003-10-08,22.5
2003-10-09,24.399999618530273
2003-10-10,24.440000534057617
2003-10-13,24.829999923706055
2003-10-14,25.100000381469727
2003-10-15,22.719999313354492
2003-10-16,23.43000030517578
2003-10-17,22.049999237060547
2003-10-20,22.760000228881836
2003-10-21,22.43000030517578
2003-10-22,21.530000686645508
2003-10-23,21.700000762939453
2003-10-24,21.15999984741211
2003-10-27,21.600000381469727
2003-10-28,22.139999389648438
2003-10-29,22.010000228881836
2003-10-30,25.770000457763672
2003-10-31,26.049999237060547
2003-11-03,27.299999237060547
2003-11-04,26.709999084472656
2003-11-05,26.729999542236328
2003-11-06,26.399999618530273
2003-11-07,26.530000686645508
2003-11-10,26.1200008392334
2003-11-11,25.799999237060547
2003-11-12,26.709999084472656
2003-11-13,26.93000030517578
2003-11-14,25.459999084472656
2003-11-17,25.110000610351562
2003-11-18,24.65999984741211
2003-11-19,25.399999618530273
2003-11-20,24.420000076293945
2003-11-21,24.389999389648438
2003-11-24,24.75
2003-11-25,25.350000381469727
2003-11-26,25.579999923706055
2003-11-28,26.25
2003-12-01,25.799999237060547
2003-12-02,25.649999618530273
2003-12-03,25.15999984741211
2003-12-04,25.0
2003-12-05,24.139999389648438
2003-12-08,23.75
2003-12-09,23.510000228881836
2003-12-10,23.389999389648438
2003-12-11,25.170000076293945
2003-12-12,24.950000762939453
2003-12-15,23.93000030517578
2003-12-16,24.079999923706055
2003-12-17,23.75
2003-12-18,24.329999923706055
2003-12-19,23.690000534057617
2003-12-22,23.530000686645508
2003-12-23,24.299999237060547
2003-12-24,24.440000534057617
2003-12-26,24.329999923706055
2003-12-29,24.5
2003-12-30,23.729999542236328
2003-12-31,23.049999237060547
2004-01-02,23.8700008392334
2004-01-05,25.06999969482422
2004-01-06,25.670000076293945
2004-01-07,24.780000686645508
2004-01-08,24.520000457763672
2004-01-09,23.649999618530273
2004-01-12,24.860000610351562
2004-01-13,24.31999969482422
2004-01-14,24.799999237060547
2004-01-15,23.989999771118164
2004-01-16,24.1299991607666
2004-01-20,24.239999771118164
2004-01-21,24.18000030517578
2004-01-22,24.110000610351562
2004-01-23,24.5
2004-01-26,25.010000228881836
2004-01-27,24.809999465942383
2004-01-28,31.770000457763672
2004-01-29,31.799999237060547
2004-01-30,34.150001525878906
2004-02-02,33.2599983215332
2004-02-03,32.61000061035156
2004-02-04,31.75
2004-02-05,33.5
2004-02-06,33.86000061035156
2004-02-09,35.060001373291016
2004-02-10,35.650001525878906
2004-02-11,35.43000030517578
2004-02-12,35.20000076293945
2004-02-13,34.79999923706055
2004-02-17,35.25
2004-02-18,38.11000061035156
2004-02-19,36.68000030517578
2004-02-20,36.56999969482422
2004-02-23,34.880001068115234
2004-02-24,33.939998626708984
2004-02-25,35.04999923706055
2004-02-26,36.36000061035156
2004-02-27,36.349998474121094
2004-03-01,37.20000076293945
2004-03-02,34.97999954223633
2004-03-03,34.209999084472656
2004-03-04,35.7400016784668
2004-03-05,35.86000061035156
2004-03-08,34.93000030517578
2004-03-09,34.060001373291016
2004-03-10,31.760000228881836
2004-03-11,28.440000534057617
2004-03-12,29.600000381469727
2004-03-15,28.809999465942383
2004-03-16,29.079999923706055
2004-03-17,31.5
2004-03-18,30.770000457763672
2004-03-19,30.520000457763672
2004-03-22,29.56999969482422
2004-03-23,29.959999084472656
2004-03-24,30.399999618530273
2004-03-25,31.75
2004-03-26,36.45000076293945
2004-03-29,36.81999969482422
2004-03-30,39.43000030517578
2004-03-31,38.869998931884766
2004-04-01,39.189998626708984
2004-04-02,39.2599983215332
2004-04-05,39.5099983215332
2004-04-06,38.66999816894531
2004-04-07,39.81999969482422
2004-04-08,45.2599983215332
2004-04-12,44.02000045776367
2004-04-13,41.97999954223633
2004-04-14,42.959999084472656
2004-04-15,41.720001220703125
2004-04-16,39.970001220703125
2004-04-19,40.720001220703125
2004-04-20,38.25
2004-04-21,38.95000076293945
2004-04-22,41.7400016784668
2004-04-23,40.31999969482422
2004-04-26,41.220001220703125
2004-04-27,41.52000045776367
2004-04-28,40.9900016784668
2004-04-29,35.619998931884766
2004-04-30,32.90999984741211
2004-05-03,33.130001068115234
2004-05-04,33.5
2004-05-05,33.290000915527344
2004-05-06,32.779998779296875
2004-05-07,31.649999618530273
2004-05-10,31.200000762939453
2004-05-11,32.66999816894531
2004-05-12,31.860000610351562
2004-05-13,32.619998931884766
2004-05-14,31.5
2004-05-17,31.1299991607666
2004-05-18,31.719999313354492
2004-05-19,31.989999771118164
2004-05-20,31.93000030517578
2004-05-21,32.29999923706055
2004-05-24,34.84000015258789
2004-05-25,37.65999984741211
2004-05-26,37.029998779296875
2004-05-27,35.970001220703125
2004-05-28,36.58000183105469
2004-06-01,37.54999923706055
2004-06-02,38.54999923706055
2004-06-03,35.75
2004-06-04,36.77000045776367
2004-06-07,37.470001220703125
2004-06-08,37.43000030517578
2004-06-09,36.58000183105469
2004-06-10,34.709999084472656
2004-06-14,33.7599983215332
2004-06-15,33.130001068115234
2004-06-16,33.220001220703125
2004-06-17,32.97999954223633
2004-06-18,33.22999954223633
2004-06-21,32.2599983215332
2004-06-22,33.83000183105469
2004-06-23,35.08000183105469
2004-06-24,35.16999816894531
2004-06-25,35.959999084472656
2004-06-28,36.47999954223633
2004-06-29,36.97999954223633
2004-06-30,38.040000915527344
2004-07-01,36.02000045776367
2004-07-02,36.61000061035156
2004-07-06,35.29999923706055
2004-07-07,35.20000076293945
2004-07-08,32.2400016784668
2004-07-09,32.459999084472656
2004-07-12,33.2599983215332
2004-07-13,32.43000030517578
2004-07-14,32.29999923706055
2004-07-15,32.13999938964844
2004-07-16,30.959999084472656
2004-07-19,28.510000228881836
2004-07-20,30.030000686645508
2004-07-21,28.0
2004-07-22,29.40999984741211
2004-07-23,28.059999465942383
2004-07-26,29.309999465942383
2004-07-27,30.739999771118164
2004-07-28,28.5
2004-07-29,36.56999969482422
2004-07-30,37.459999084472656
2004-08-02,38.0
2004-08-03,36.84000015258789
2004-08-04,36.08000183105469
2004-08-05,34.75
2004-08-06,33.869998931884766
2004-08-09,33.5
2004-08-10,35.279998779296875
2004-08-11,34.93000030517578
2004-08-12,35.0099983215332
2004-08-13,34.59000015258789
2004-08-16,35.900001525878906
2004-08-17,36.70000076293945
2004-08-18,37.84000015258789
2004-08-19,37.27000045776367
2004-08-20,39.40999984741211
2004-08-23,38.36000061035156
2004-08-24,38.45000076293945
2004-08-25,39.400001525878906
2004-08-26,38.52000045776367
2004-08-27,38.880001068115234
2004-08-30,38.220001220703125
2004-08-31,38.0
2004-09-01,39.40999984741211
2004-09-02,39.77000045776367
2004-09-03,39.2599983215332
2004-09-07,41.5
2004-09-08,41.439998626708984
2004-09-09,41.630001068115234
2004-09-10,42.25
2004-09-13,42.95000076293945
2004-09-14,44.11000061035156
2004-09-15,43.20000076293945
2004-09-16,43.459999084472656
2004-09-17,44.38999938964844
2004-09-20,46.2599983215332
2004-09-21,46.900001525878906
2004-09-22,45.189998626708984
2004-09-23,45.470001220703125
2004-09-24,45.66999816894531
2004-09-27,44.619998931884766
2004-09-28,45.63999938964844
2004-09-29,47.119998931884766
2004-09-30,47.38999938964844
2004-10-01,49.099998474121094
2004-10-04,50.560001373291016
2004-10-05,50.25
2004-10-06,46.4900016784668
2004-10-07,45.79999923706055
2004-10-08,44.65999984741211
2004-10-11,46.209999084472656
2004-10-12,47.25
2004-10-13,47.790000915527344
2004-10-14,47.31999969482422
2004-10-15,46.70000076293945
2004-10-18,48.709999084472656
2004-10-19,48.290000915527344
2004-10-20,48.43000030517578
2004-10-21,53.59000015258789
2004-10-22,51.88999938964844
2004-10-25,53.619998931884766
2004-10-26,53.59000015258789
2004-10-27,56.630001068115234
2004-10-28,55.0
2004-10-29,52.5
2004-11-01,52.959999084472656
2004-11-02,53.5
2004-11-03,53.41999816894531
2004-11-04,53.20000076293945
2004-11-05,53.63999938964844
2004-11-08,55.09000015258789
2004-11-09,53.45000076293945
2004-11-10,53.900001525878906
2004-11-11,54.22999954223633
2004-11-12,55.83000183105469
2004-11-15,54.599998474121094
2004-11-16,49.16999816894531
2004-11-17,44.34000015258789
2004-11-18,45.310001373291016
2004-11-19,44.0
2004-11-22,45.11000061035156
2004-11-23,46.040000915527344
2004-11-24,45.900001525878906
2004-11-26,45.25
2004-11-29,44.439998626708984
2004-11-30,44.29999923706055
2004-12-01,45.95000076293945
2004-12-02,47.349998474121094
2004-12-03,47.27000045776367
2004-12-06,48.20000076293945
2004-12-07,46.310001373291016
2004-12-08,45.95000076293945
2004-12-09,47.689998626708984
2004-12-10,48.2599983215332
2004-12-13,48.689998626708984
2004-12-14,49.790000915527344
2004-12-15,49.79999923706055
2004-12-16,48.150001525878906
2004-12-17,47.83000183105469
2004-12-20,46.40999984741211
2004-12-21,46.349998474121094
2004-12-22,47.119998931884766
2004-12-23,47.27000045776367
2004-12-27,48.720001220703125
2004-12-28,48.959999084472656
2004-12-29,49.22999954223633
2004-12-30,48.43000030517578
2004-12-31,47.54999923706055
2005-01-03,46.84000015258789
2005-01-04,44.02000045776367
2005-01-05,44.25
2005-01-06,43.16999816894531
2005-01-07,41.880001068115234
2005-01-10,41.189998626708984
2005-01-11,38.959999084472656
2005-01-12,40.209999084472656
2005-01-13,39.72999954223633
2005-01-14,40.5
2005-01-18,40.61000061035156
2005-01-19,40.310001373291016
2005-01-20,38.310001373291016
2005-01-21,38.43000030517578
2005-01-24,36.68000030517578
2005-01-25,37.27000045776367
2005-01-26,46.79999923706055
2005-01-27,47.20000076293945
2005-01-28,46.95000076293945
2005-01-31,47.209999084472656
2005-02-01,46.72999954223633
2005-02-02,46.27000045776367
2005-02-03,45.25
2005-02-04,45.02000045776367
2005-02-07,44.619998931884766
2005-02-08,44.38999938964844
2005-02-09,43.560001373291016
2005-02-10,42.02000045776367
2005-02-11,43.11000061035156
2005-02-14,43.25
2005-02-15,43.97999954223633
2005-02-16,44.34000015258789
2005-02-17,42.5
2005-02-18,42.61000061035156
2005-02-22,40.849998474121094
2005-02-23,41.0
2005-02-24,41.209999084472656
2005-02-25,41.130001068115234
2005-02-28,41.459999084472656
2005-03-01,41.849998474121094
2005-03-02,41.849998474121094
2005-03-03,41.439998626708984
2005-03-04,41.88999938964844
2005-03-07,42.130001068115234
2005-03-08,41.5099983215332
2005-03-09,40.0099983215332
2005-03-10,39.68000030517578
2005-03-11,38.45000076293945
2005-03-14,37.90999984741211
2005-03-15,37.540000915527344
2005-03-16,37.529998779296875
2005-03-17,37.88999938964844
2005-03-18,37.81999969482422
2005-03-21,40.189998626708984
2005-03-22,38.619998931884766
2005-03-23,39.150001525878906
2005-03-24,39.150001525878906
2005-03-28,38.189998626708984
2005-03-29,38.40999984741211
2005-03-30,40.9900016784668
2005-03-31,40.83000183105469
2005-04-01,41.029998779296875
2005-04-04,41.83000183105469
2005-04-05,41.029998779296875
2005-04-06,40.279998779296875
2005-04-07,41.29999923706055
2005-04-08,40.95000076293945
2005-04-11,41.22999954223633
2005-04-12,42.15999984741211
2005-04-13,41.06999969482422
2005-04-14,40.81999969482422
2005-04-15,40.02000045776367
2005-04-18,40.38999938964844
2005-04-19,41.900001525878906
2005-04-20,42.09000015258789
2005-04-21,45.099998474121094
2005-04-22,45.29999923706055
2005-04-25,46.06999969482422
2005-04-26,44.9900016784668
2005-04-27,32.70000076293945
2005-04-28,32.06999969482422
2005-04-29,30.989999771118164
2005-05-02,30.8700008392334
2005-05-03,30.760000228881836
2005-05-04,31.809999465942383
2005-05-05,31.0
2005-05-06,31.149999618530273
2005-05-09,30.649999618530273
2005-05-10,30.1299991607666
2005-05-11,29.299999237060547
2005-05-12,29.110000610351562
2005-05-13,29.219999313354492
2005-05-16,30.260000228881836
2005-05-17,30.309999465942383
2005-05-18,31.709999084472656
2005-05-19,32.16999816894531
2005-05-20,32.5099983215332
2005-05-23,33.459999084472656
2005-05-24,33.33000183105469
2005-05-25,32.34000015258789
2005-05-26,32.97999954223633
2005-05-27,33.099998474121094
2005-05-31,33.91999816894531
2005-06-01,34.849998474121094
2005-06-02,34.869998931884766
2005-06-03,34.220001220703125
2005-06-06,34.29999923706055
2005-06-07,32.849998474121094
2005-06-08,32.41999816894531
2005-06-09,32.88999938964844
2005-06-10,33.150001525878906
2005-06-13,34.11000061035156
2005-06-14,33.79999923706055
2005-06-15,34.90999984741211
2005-06-16,36.18000030517578
2005-06-17,34.939998626708984
2005-06-20,34.599998474121094
2005-06-21,34.869998931884766
2005-06-22,34.5
2005-06-23,34.29999923706055
2005-06-24,33.36000061035156
2005-06-27,32.68000030517578
2005-06-28,33.5099983215332
2005-06-29,32.97999954223633
2005-06-30,32.93000030517578
2005-07-01,33.150001525878906
2005-07-05,33.900001525878906
2005-07-06,33.810001373291016
2005-07-07,33.02000045776367
2005-07-08,33.97999954223633
2005-07-11,34.81999969482422
2005-07-12,34.18000030517578
2005-07-13,33.70000076293945
2005-07-14,34.310001373291016
2005-07-15,33.849998474121094
2005-07-18,34.13999938964844
2005-07-19,35.79999923706055
2005-07-20,36.650001525878906
2005-07-21,34.22999954223633
2005-07-22,34.5
2005-07-25,33.25
2005-07-26,34.790000915527344
2005-07-27,24.209999084472656
2005-07-28,23.950000762939453
2005-07-29,24.139999389648438
2005-08-01,24.389999389648438
2005-08-02,24.579999923706055
2005-08-03,24.579999923706055
2005-08-04,24.739999771118164
2005-08-05,24.75
2005-08-08,24.25
2005-08-09,24.200000762939453
2005-08-10,23.829999923706055
2005-08-11,24.329999923706055
2005-08-12,24.56999969482422
2005-08-15,24.469999313354492
2005-08-16,24.059999465942383
2005-08-17,24.190000534057617
2005-08-18,24.420000076293945
2005-08-19,24.59000015258789
2005-08-22,24.329999923706055
2005-08-23,24.309999465942383
2005-08-24,24.34000015258789
2005-08-25,24.489999771118164
2005-08-26,24.420000076293945
2005-08-29,24.989999771118164
2005-08-30,24.84000015258789
2005-08-31,24.959999084472656
2005-09-01,24.950000762939453
2005-09-02,24.799999237060547
2005-09-06,24.90999984741211
2005-09-07,24.90999984741211
2005-09-08,24.920000076293945
2005-09-09,25.0
2005-09-12,25.75
2005-09-13,25.1299991607666
2005-09-14,24.700000762939453
2005-09-15,24.639999389648438
2005-09-16,24.59000015258789
2005-09-19,24.360000610351562
2005-09-20,23.93000030517578
2005-09-21,22.049999237060547
2005-09-22,22.350000381469727
2005-09-23,22.81999969482422
2005-09-26,22.719999313354492
2005-09-27,22.600000381469727
2005-09-28,22.139999389648438
2005-09-29,22.829999923706055
2005-09-30,23.8700008392334
2005-10-03,23.709999084472656
2005-10-04,23.520000457763672
2005-10-05,22.799999237060547
2005-10-06,22.709999084472656
2005-10-07,22.360000610351562
2005-10-10,22.360000610351562
2005-10-11,22.09000015258789
2005-10-12,21.709999084472656
2005-10-13,21.829999923706055
2005-10-14,21.93000030517578
2005-10-17,22.020000457763672
2005-10-18,21.68000030517578
2005-10-19,21.940000534057617
2005-10-20,22.31999969482422
2005-10-21,22.18000030517578
2005-10-24,22.389999389648438
2005-10-25,22.229999542236328
2005-10-26,25.239999771118164
2005-10-27,25.270000457763672
2005-10-28,25.15999984741211
2005-10-31,25.1200008392334
2005-11-01,25.559999465942383
2005-11-02,25.40999984741211
2005-11-03,25.299999237060547
2005-11-04,25.149999618530273
2005-11-07,25.559999465942383
2005-11-08,25.260000228881836
2005-11-09,25.6299991607666
2005-11-10,26.920000076293945
2005-11-11,26.889999389648438
2005-11-14,26.889999389648438
2005-11-15,26.18000030517578
2005-11-16,26.299999237060547
2005-11-17,27.25
2005-11-18,27.790000915527344
2005-11-21,27.670000076293945
2005-11-22,27.899999618530273
2005-11-23,27.809999465942383
2005-11-25,27.399999618530273
2005-11-28,26.139999389648438
2005-11-29,25.81999969482422
2005-11-30,26.360000610351562
2005-12-01,26.200000762939453
2005-12-02,26.3799991607666
2005-12-05,26.290000915527344
2005-12-06,26.950000762939453
2005-12-07,26.860000610351562
2005-12-08,26.639999389648438
2005-12-09,26.989999771118164
2005-12-12,27.049999237060547
2005-12-13,26.709999084472656
2005-12-14,26.780000686645508
2005-12-15,26.84000015258789
2005-12-16,26.459999084472656
2005-12-19,26.809999465942383
2005-12-20,26.520000457763672
2005-12-21,26.540000915527344
2005-12-22,27.020000457763672
2005-12-23,27.09000015258789
2005-12-27,26.649999618530273
2005-12-28,26.360000610351562
2005-12-29,26.290000915527344
2005-12-30,25.81999969482422
2006-01-03,24.290000915527344
2006-01-04,24.5
2006-01-05,25.399999618530273
2006-01-06,25.40999984741211
2006-01-09,24.90999984741211
2006-01-10,24.690000534057617
2006-01-11,24.389999389648438
2006-01-12,23.75
2006-01-13,24.190000534057617
2006-01-17,23.40999984741211
2006-01-18,22.8799991607666
2006-01-19,23.540000915527344
2006-01-20,23.030000686645508
2006-01-23,23.079999923706055
2006-01-24,23.700000762939453
2006-01-25,24.34000015258789
2006-01-26,23.309999465942383
2006-01-27,23.399999618530273
2006-01-30,24.09000015258789
2006-01-31,23.610000610351562
2006-02-01,23.850000381469727
2006-02-02,23.420000076293945
2006-02-03,23.34000015258789
2006-02-06,23.469999313354492
2006-02-07,23.100000381469727
2006-02-08,23.420000076293945
2006-02-09,23.200000762939453
2006-02-10,23.239999771118164
2006-02-13,23.100000381469727
2006-02-14,23.5
2006-02-15,23.450000762939453
2006-02-16,23.34000015258789
2006-02-17,23.40999984741211
2006-02-21,23.239999771118164
2006-02-22,23.969999313354492
2006-02-23,24.110000610351562
2006-02-24,24.579999923706055
2006-02-27,24.600000381469727
2006-02-28,24.110000610351562
2006-03-01,24.40999984741211
2006-03-02,24.239999771118164
2006-03-03,23.8799991607666
2006-03-06,23.84000015258789
2006-03-07,23.549999237060547
2006-03-08,23.450000762939453
2006-03-09,23.3799991607666
2006-03-10,24.1200008392334
2006-03-13,24.760000228881836
2006-03-14,25.229999542236328
2006-03-15,25.100000381469727
2006-03-16,25.979999542236328
2006-03-17,25.31999969482422
2006-03-20,25.709999084472656
2006-03-21,26.030000686645508
2006-03-22,27.200000762939453
2006-03-23,27.40999984741211
2006-03-24,27.06999969482422
2006-03-27,28.139999389648438
2006-03-28,27.1299991607666
2006-03-29,27.559999465942383
2006-03-30,27.670000076293945
2006-03-31,27.950000762939453
2006-04-03,27.649999618530273
2006-04-04,27.8799991607666
2006-04-05,27.65999984741211
2006-04-06,27.739999771118164
2006-04-07,27.739999771118164
2006-04-10,27.270000457763672
2006-04-11,26.84000015258789
2006-04-12,26.809999465942383
2006-04-13,27.079999923706055
2006-04-17,26.6200008392334
2006-04-18,27.309999465942383
2006-04-19,27.389999389648438
2006-04-20,27.770000457763672
2006-04-21,27.190000534057617
2006-04-24,27.170000076293945
2006-04-25,26.56999969482422
2006-04-26,27.190000534057617
2006-04-27,26.68000030517578
2006-04-28,25.520000457763672
2006-05-01,25.25
2006-05-02,24.809999465942383
2006-05-03,24.84000015258789
2006-05-04,25.25
2006-05-05,25.43000030517578
2006-05-08,25.43000030517578
2006-05-09,25.530000686645508
2006-05-10,25.360000610351562
2006-05-11,25.049999237060547
2006-05-12,25.139999389648438
2006-05-15,24.940000534057617
2006-05-16,24.809999465942383
2006-05-17,24.260000228881836
2006-05-18,24.0
2006-05-19,24.469999313354492
2006-05-22,23.979999542236328
2006-05-23,22.93000030517578
2006-05-24,22.65999984741211
2006-05-25,23.25
2006-05-26,23.170000076293945
2006-05-30,22.34000015258789
2006-05-31,22.670000076293945
2006-06-01,22.899999618530273
2006-06-02,22.84000015258789
2006-06-05,22.219999313354492
2006-06-06,22.219999313354492
2006-06-07,21.979999542236328
2006-06-08,22.100000381469727
2006-06-09,22.639999389648438
2006-06-12,22.229999542236328
2006-06-13,21.690000534057617
2006-06-14,21.8799991607666
2006-06-15,22.450000762939453
2006-06-16,21.799999237060547
2006-06-19,21.860000610351562
2006-06-20,21.799999237060547
2006-06-21,22.049999237060547
2006-06-22,22.040000915527344
2006-06-23,21.979999542236328
2006-06-26,22.139999389648438
2006-06-27,21.700000762939453
2006-06-28,21.81999969482422
2006-06-29,22.8700008392334
2006-06-30,22.670000076293945
2006-07-03,22.56999969482422
2006-07-05,22.950000762939453
2006-07-06,22.479999542236328
2006-07-07,22.079999923706055
2006-07-10,22.0
2006-07-11,22.06999969482422
2006-07-12,21.3799991607666
2006-07-13,21.360000610351562
2006-07-14,20.950000762939453
2006-07-17,21.809999465942383
2006-07-18,22.65999984741211
2006-07-19,22.600000381469727
2006-07-20,21.93000030517578
2006-07-21,21.34000015258789
2006-07-24,22.020000457763672
2006-07-25,22.06999969482422
2006-07-26,21.760000228881836
2006-07-27,21.549999237060547
2006-07-28,22.040000915527344
2006-07-31,22.059999465942383
2006-08-01,21.549999237060547
2006-08-02,21.219999313354492
2006-08-03,21.360000610351562
2006-08-04,21.110000610351562
2006-08-07,21.190000534057617
2006-08-08,21.010000228881836
2006-08-09,20.959999084472656
2006-08-10,20.829999923706055
2006-08-11,20.6299991607666
2006-08-14,20.639999389648438
2006-08-15,21.06999969482422
2006-08-16,21.510000228881836
2006-08-17,22.260000228881836
2006-08-18,22.1299991607666
2006-08-21,21.8700008392334
2006-08-22,21.829999923706055
2006-08-23,22.229999542236328
2006-08-24,21.860000610351562
2006-08-25,21.760000228881836
2006-08-28,21.989999771118164
2006-08-29,21.899999618530273
2006-08-30,21.989999771118164
2006-08-31,22.229999542236328
2006-09-01,22.06999969482422
2006-09-05,22.25
2006-09-06,21.920000076293945
2006-09-07,21.770000457763672
2006-09-08,22.040000915527344
2006-09-11,21.860000610351562
2006-09-12,22.829999923706055
2006-09-13,22.420000076293945
2006-09-14,22.59000015258789
2006-09-15,22.760000228881836
2006-09-18,22.690000534057617
2006-09-19,22.549999237060547
2006-09-20,22.610000610351562
2006-09-21,17.68000030517578
2006-09-22,17.540000915527344
2006-09-25,18.09000015258789
2006-09-26,18.209999084472656
2006-09-27,18.280000686645508
2006-09-28,18.360000610351562
2006-09-29,18.440000534057617
2006-10-02,19.43000030517578
2006-10-03,20.010000228881836
2006-10-04,20.100000381469727
2006-10-05,20.40999984741211
2006-10-06,20.559999465942383
2006-10-09,20.639999389648438
2006-10-10,20.510000228881836
2006-10-11,20.579999923706055
2006-10-12,20.799999237060547
2006-10-13,20.829999923706055
2006-10-16,20.639999389648438
2006-10-17,20.610000610351562
2006-10-18,20.3700008392334
2006-10-19,20.270000457763672
2006-10-20,20.139999389648438
2006-10-23,20.030000686645508
2006-10-24,19.899999618530273
2006-10-25,20.1299991607666
2006-10-26,20.290000915527344
2006-10-27,20.219999313354492
2006-10-30,20.260000228881836
2006-10-31,20.209999084472656
2006-11-01,19.799999237060547
2006-11-02,19.670000076293945
2006-11-03,19.850000381469727
2006-11-06,19.8700008392334
2006-11-07,19.809999465942383
2006-11-08,19.860000610351562
2006-11-09,19.799999237060547
2006-11-10,20.09000015258789
2006-11-13,20.049999237060547
2006-11-14,20.260000228881836
2006-11-15,20.350000381469727
2006-11-16,20.3700008392334
2006-11-17,20.010000228881836
2006-11-20,20.149999618530273
2006-11-21,20.06999969482422
2006-11-22,20.020000457763672
2006-11-24,19.989999771118164
2006-11-27,19.540000915527344
2006-11-28,19.540000915527344
2006-11-29,19.40999984741211
2006-11-30,19.610000610351562
2006-12-01,19.510000228881836
2006-12-04,19.989999771118164
2006-12-05,20.100000381469727
2006-12-06,20.059999465942383
2006-12-07,19.899999618530273
2006-12-08,20.09000015258789
2006-12-11,20.190000534057617
2006-12-12,20.079999923706055
2006-12-13,20.030000686645508
2006-12-14,20.0
2006-12-15,20.010000228881836
2006-12-18,19.860000610351562
2006-12-19,19.889999389648438
2006-12-20,20.3799991607666
2006-12-21,20.329999923706055
2006-12-22,20.469999313354492
2006-12-26,20.709999084472656
2006-12-27,20.610000610351562
2006-12-28,20.469999313354492
2006-12-29,20.510000228881836
2007-01-03,20.510000228881836
2007-01-04,20.649999618530273
2007-01-05,20.309999465942383
2007-01-08,20.790000915527344
2007-01-09,21.530000686645508
2007-01-10,21.34000015258789
2007-01-11,21.950000762939453
2007-01-12,21.889999389648438
2007-01-16,22.530000686645508
2007-01-17,22.239999771118164
2007-01-18,22.020000457763672
2007-01-19,21.969999313354492
2007-01-22,22.100000381469727
2007-01-23,22.170000076293945
2007-01-24,22.670000076293945
2007-01-25,23.06999969482422
2007-01-26,23.09000015258789
2007-01-29,23.450000762939453
2007-01-30,23.420000076293945
2007-01-31,23.239999771118164
2007-02-01,23.059999465942383
2007-02-02,23.020000457763672
2007-02-05,23.09000015258789
